LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA37340,92,13,71,0,3,179,21,3,12,0,3,36,127,17,68,3,18,231,167,17,114,6,19,330,74,7,68,3,4,151,114,11,89,6,4,221,84,4,66,9,11,178,58,4,35,0,5,106,8,0,10,0,4,27,3,0,5,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,0,0,4,32,6,18,0,3,61,785,77,563,29,76,1526,83,3,74,6,6,177,10,0,8,0,0,21,36,0,22,0,3,66,59,3,38,3,9,117,90,3,24,0,3,125,123,7,64,7,5,202,194,18,166,11,17,400,175,17,182,8,22,402,52,3,81,3,9,146,15,0,16,0,3,31,6,0,10,0,0,14,0,0,6,0,0,3,0,0,0,0,0,0,5,0,8,0,0,11,37,3,17,0,4,60,871,64,713,40,86,1780,63,6,52,6,5,129,7,0
LGA37400,12,0,12,0,0,23,3,0,6,0,0,7,9,0,6,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,28,0,23,0,4,64,17,0,12,0,0,32,0,0,0,0,0,3,3,0,6,0,0,15,8,0,3,0,0,10,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,35,5,29,0,3,70,12,0,5,0,0,28,0,0
LGA37550,11,0,22,0,0,40,3,0,8,0,0,16,0,0,7,0,0,7,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,7,19,7,50,0,3,81,4,0,3,0,3,14,3,0,6,0,0,15,4,3,34,0,3,43,3,3,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,52,0,8,89,7,0,7,0,0,17,3,5
LGA37570,4,4,22,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,23,0,3,35,3,0,10,0,3,17,4,0,6,0,0,13,3,0,12,0,0,14,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,27,0,4,47,4,0,3,0,0,6,3,0
LGA37600,30,9,41,0,3,74,25,19,85,3,12,139,3,3,17,0,4,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,16,56,34,149,3,21,260,15,0,13,0,4,29,9,0,7,0,0,14,20,5,59,3,5,98,10,11,56,0,5,82,3,0,7,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21,134,4,25,236,4,0,11,0,0,17,3,3
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,23,0,11,0,0,33,6,0,0,0,0,8,33,0,8,0,0,41,70,3,24,0,0,98,67,0,9,0,0,80,154,0,20,0,5,176,180,3,38,3,3,228,92,0,25,0,9,123,21,0,3,0,0,30,4,0,9,3,0,17,5,0,0,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,4,3,0,0,0,9,15,0,7,0,0,21,684,15,147,17,18,875,19,0,4,0,0,26,3,0,3,0,0,3,19,0,9,0,0,27,26,0,12,0,0,36,39,0,17,3,0,62,82,0,27,0,0,109,226,0,48,4,7,280,340,3,78,3,3,420,117,0,33,3,7,167,39,0,13,3,0,57,16,0,3,3,3,29,8,0,7,0,3,21,5,0,0,0,0,4,5,0,6,0,0,16,22,0,3,0,0,20,977,9,257,25,15,1284,20,0,11,0,0,28,0,0
LGA40120,43,7,14,3,3,66,6,0,6,0,0,7,56,0,35,4,5,97,60,8,45,3,0,122,43,6,37,5,6,95,43,3,47,8,3,102,21,5,41,3,3,76,14,5,15,4,0,38,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,3,7,3,4,23,301,40,257,31,26,654,46,0,25,3,3,76,4,0,0,0,0,4,17,0,6,3,3,37,18,3,18,3,5,50,32,3,19,0,0,47,58,0,32,5,4,97,68,13,81,6,9,183,49,9,76,5,8,151,14,9,29,5,3,55,3,3,13,0,0,16,0,0,3,0,0,4,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,3,0,3,17,0,3,3,0,22,326,43,306,44,33,761,28,3,19,3,0,60,3,0
LGA40220,43,8,33,0,6,83,20,0,3,3,0,26,72,4,27,3,4,113,128,11,125,11,10,285,39,5,46,0,5,97,16,8,15,3,0,41,0,0,3,0,3,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,15,3,7,5,0,25,338,39,264,28,30,693,39,7,23,3,0,78,5,0,0,0,0,9,36,0,11,0,3,47,59,5,27,0,4,96,64,3,34,0,3,110,110,13,80,3,5,210,59,13,97,10,5,189,12,4,22,3,6,42,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,7,0,0,24,407,49,303,27,29,815,30,3,20,0,5,67,5,0
LGA40250,80,4,132,0,9,229,3,0,13,0,0,18,3,0,8,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,17,0,0,35,94,11,175,0,13,291,86,16,95,6,8,216,5,0,13,0,0,24,14,3,34,0,4,56,3,0,4,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,15,119,25,159,8,17,326,41,3,32,0,3,81,60,17
LGA40310,49,3,25,4,3,80,15,0,8,0,0,20,59,7,30,3,9,100,88,7,74,10,8,177,59,3,36,3,5,109,23,3,44,6,4,82,3,6,16,0,0,27,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,4,0,21,296,32,237,25,28,618,31,0,20,4,3,56,7,0,0,0,0,12,49,4,3,3,3,57,42,5,32,0,6,86,41,3,34,0,7,87,80,0,72,7,12,175,54,12,76,8,10,162,6,0,29,3,0,43,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,6,17,324,25,284,26,39,699,34,0,21,4,3,62,3,0
LGA40430,14,0,12,0,0,31,5,0,0,0,0,3,18,0,6,0,0,29,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,3,0,80,7,3,6,0,0,19,4,0,0,0,0,4,11,0,5,0,0,18,14,0,0,0,0,16,5,0,3,0,0,7,7,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,47,3,26,0,3,72,4,0,8,3,0,18,3,0
LGA40520,31,0,13,0,3,49,13,0,5,0,0,15,114,5,75,4,12,208,46,10,57,7,9,120,5,0,3,0,0,10,4,0,3,0,0,8,3,0,4,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,3,15,221,18,173,15,23,443,20,0,13,0,0,34,6,0,4,0,0,9,65,0,24,3,0,100,67,4,64,7,18,161,18,3,15,3,5,47,15,3,16,0,0,35,7,0,16,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,11,207,14,163,11,27,422,26,0,12,0,0,38,3,0
LGA40700,32,5,23,7,5,69,8,0,3,0,0,8,53,0,18,0,0,71,115,0,44,6,3,168,100,0,41,8,3,153,95,7,57,11,5,172,81,13,90,18,12,209,43,17,80,19,8,170,11,8,31,11,3,65,5,3,14,0,0,26,6,4,6,0,0,15,0,3,3,0,0,7,0,0,0,0,0,3,0,3,3,0,0,9,10,0,7,6,0,27,568,68,412,81,42,1183,40,3,21,3,3,68,11,0,0,0,0,11,16,0,5,0,0,24,38,0,9,0,0,55,33,4,5,3,0,48,111,5,73,3,3,194,220,19,95,16,9,360,94,27,110,30,11,272,51,17,80,16,6,172,17,8,46,12,0,82,3,9,23,6,0,46,3,7,19,3,0,26,3,0,8,0,0,8,4,4,10,0,0,19,14,3,3,3,4,30,663,110,498,87,41,1407,30,7,17,0,4,56,3,0
LGA40910,49,3,23,3,3,82,20,0,0,0,0,20,114,5,32,6,8,165,206,14,142,20,22,404,116,24,111,15,8,280,104,24,124,15,15,285,47,20,63,19,8,147,10,8,20,4,4,44,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,22,0,7,0,3,35,684,89,537,84,78,1475,31,0,30,4,0,66,20,0,0,0,0,21,73,0,22,7,4,100,74,6,41,4,4,128,72,8,47,3,3,126,196,15,138,8,14,375,230,36,315,41,26,644,108,34,177,33,27,377,22,13,33,10,4,71,0,0,9,0,0,14,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,35,4,11,0,4,52,862,109,816,109,83,1985,31,3,17,3,3,57,4,0
LGA41010,31,4,29,0,3,74,12,0,11,0,0,20,21,3,24,0,3,46,20,4,15,0,0,40,5,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,10,87,11,97,0,10,207,30,0,33,0,3,70,4,3,5,0,0,9,25,0,14,0,0,42,19,4,11,0,4,34,6,0,3,0,3,9,7,0,13,0,0,27,7,0,13,0,3,22,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,98,10,104,3,11,226,8,6,3,0,3,24,4,3
LGA41060,124,9,49,6,11,199,74,0,15,3,5,99,449,13,142,26,58,690,483,36,306,37,72,938,254,26,189,27,53,549,294,45,232,26,34,636,134,22,114,23,21,318,36,7,61,5,6,117,23,0,15,3,0,45,10,0,0,0,0,11,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,58,4,24,3,8,99,1951,170,1169,157,278,3723,80,4,35,3,9,135,37,0,5,0,0,44,288,6,79,10,16,399,196,19,121,13,36,382,166,11,100,9,16,304,375,39,314,40,55,819,569,72,476,54,66,1236,319,57,297,45,44,756,49,15,73,9,11,159,23,13,28,11,0,74,9,3,16,0,5,32,4,0,3,0,3,11,3,0,0,0,0,3,6,0,4,0,0,13,50,4,28,10,11,95,2171,239,1575,192,278,4463,69,4,40,4,7,129,17,0
LGA41140,29,5,24,0,6,63,11,0,8,0,0,17,36,0,27,3,3,72,44,3,48,3,0,95,3,0,7,0,0,19,6,0,4,0,0,13,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,6,137,7,124,11,11,296,23,0,20,0,0,41,4,0,0,0,0,4,15,0,10,3,0,36,39,0,21,3,6,67,20,3,13,0,4,43,28,7,32,4,0,65,9,0,25,0,0,40,5,0,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,8,0,0,20,161,14,136,7,17,339,19,0,11,3,3,34,3,0
LGA41190,18,0,18,5,0,45,3,0,0,0,0,4,6,0,10,0,0,21,9,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,46,0,29,4,3,84,21,0,12,0,0,39,3,0,0,0,0,3,7,0,0,0,0,7,9,0,4,0,0,14,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,0,20,0,5,80,7,0,5,0,0,19,0,0
LGA41330,20,3,4,0,0,23,3,0,5,0,0,11,13,0,13,0,4,36,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,41,9,26,0,11,88,11,0,3,0,0,22,8,0,3,0,0,11,27,3,10,0,0,40,11,0,17,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,53,7,40,3,5,113,5,0,4,0,0,11,0,0
LGA41560,33,4,22,3,0,58,13,0,5,0,0,19,108,6,48,0,9,173,51,3,55,0,9,122,7,3,16,0,0,22,0,0,9,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,7,225,15,152,5,27,426,25,3,4,0,0,34,0,0,0,0,0,3,42,3,24,0,0,61,61,3,26,0,9,94,36,3,37,0,3,73,42,8,65,10,4,125,25,3,38,0,0,66,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,229,18,203,13,18,482,20,0,10,0,4,37,3,0
LGA41750,7,0,13,3,0,25,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,22,3,15,3,0,43,10,0,7,0,0,24,0,0,0,0,0,3,5,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,3,20,0,5,44,6,0,8,0,3,19,0,0
LGA41830,10,0,5,0,0,20,3,3,0,0,0,5,14,0,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,24,0,3,52,9,0,0,0,0,9,0,0,0,0,0,0,5,0,3,0,0,7,5,0,5,0,0,15,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,29,0,14,0,3,48,12,0,8,0,0,12,0,0
LGA41960,8,0,3,0,0,12,0,0,0,0,0,3,8,0,10,0,0,18,0,0,3,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,3,0,46,8,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,10,3,0,6,0,0,14,5,0,3,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,21,0,3,54,5,0,3,0,0,4,0,0
LGA42030,16,0,7,0,3,29,20,0,4,0,0,25,81,0,28,0,12,119,129,13,77,3,22,235,43,6,54,4,7,119,27,8,63,10,10,119,0,0,4,0,3,10,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,325,34,241,21,51,670,20,0,3,0,0,25,3,0,0,0,0,3,42,4,4,3,4,55,42,3,21,0,6,75,55,0,39,4,0,99,90,6,80,11,19,210,78,23,116,10,13,239,10,12,22,5,3,47,3,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,0,0,23,364,41,295,30,42,781,14,0,6,3,0,21,5,0
