LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA56160,4,0,3,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,16,12,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,15,3,0,5,0,0,10,0,0
LGA56230,39,0,20,0,4,58,17,0,3,0,0,17,36,3,41,6,7,96,39,4,35,8,12,100,8,0,19,3,0,27,16,3,17,0,0,35,8,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,12,164,16,143,15,27,367,32,0,14,4,0,53,4,0,0,0,0,4,23,0,6,0,0,31,25,0,11,0,0,45,21,0,16,3,3,41,28,0,28,0,3,67,53,7,68,3,15,148,35,3,61,4,12,113,3,3,8,0,6,20,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,8,0,0,19,239,20,225,14,38,540,29,3,5,0,3,44,0,0
LGA56300,11,0,19,0,0,26,3,0,0,0,0,9,7,0,9,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,28,0,3,54,9,0,7,0,0,14,0,0,0,0,0,6,3,0,0,0,0,4,3,0,0,0,0,9,3,0,3,0,0,8,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,0,16,4,4,50,0,0,0,0,0,3,0,0
LGA56370,13,0,14,0,0,28,3,0,3,0,0,3,5,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,18,0,24,3,0,47,8,0,6,0,0,12,0,0,0,0,0,0,6,0,5,0,0,10,4,0,5,0,0,11,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,26,3,20,0,0,47,5,0,7,0,0,15,0,0
LGA56460,12,0,15,0,4,30,15,0,3,0,3,24,18,3,35,0,3,58,13,3,21,0,3,40,3,0,3,0,0,11,3,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,15,73,6,17,181,5,0,19,0,0,25,3,0,3,0,0,5,13,0,26,0,0,41,25,3,23,0,3,57,12,0,9,0,0,20,17,0,17,0,0,32,9,4,14,0,0,24,4,0,6,0,0,11,0,3,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,17,96,16,123,0,8,244,5,0,11,0,0,13,0,0
LGA56580,18,4,17,0,0,40,4,0,0,0,0,6,33,4,54,3,3,92,20,8,40,3,3,77,16,0,11,4,3,31,40,3,20,4,0,70,33,8,33,9,3,87,22,11,43,11,3,82,13,6,27,4,3,59,3,7,19,9,0,43,4,3,22,3,0,31,3,3,21,4,0,25,0,0,14,3,0,16,3,3,14,7,0,27,10,0,11,3,0,22,223,63,344,63,26,717,22,3,14,0,0,41,3,0,0,0,0,3,16,0,3,0,3,17,11,0,19,0,0,34,16,0,28,0,0,51,14,5,24,0,0,47,23,0,24,0,0,52,51,0,40,4,6,100,39,9,42,6,3,98,23,9,39,7,3,75,5,7,40,4,5,62,18,3,44,14,0,72,5,9,23,7,0,49,26,35,115,18,6,195,11,0,17,0,0,27,268,78,474,71,28,915,19,0,17,0,3,40,0,0
LGA56620,56,12,84,0,13,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,20,62,9,95,0,18,185,56,3,104,0,14,174,0,0,5,0,0,5,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,64,3,108,0,12,193,65,9,88,5,8,172,0,0
LGA56730,16,0,13,3,3,33,18,0,7,0,3,31,50,6,59,3,4,123,40,4,39,3,0,85,8,0,9,0,0,13,4,0,4,0,0,9,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,10,131,17,148,12,13,322,18,0,11,3,0,31,3,0,0,0,0,4,40,3,19,0,3,68,29,0,27,0,4,64,17,4,18,0,0,46,27,3,37,0,3,69,11,3,23,3,7,53,6,9,7,0,3,25,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,160,24,161,10,21,376,12,0,10,0,0,25,3,0
LGA56790,17,3,13,0,0,41,6,0,4,0,0,10,21,0,21,0,0,42,15,0,14,0,3,31,6,0,8,0,0,22,0,0,3,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,70,6,80,3,9,166,19,0,13,0,0,24,3,0,0,0,0,5,16,3,8,0,0,30,15,0,10,0,0,27,6,0,13,0,0,19,9,0,4,0,0,15,14,3,14,0,0,27,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,84,5,61,3,7,161,13,0,11,3,3,27,0,0
LGA56860,3,0,9,0,0,8,4,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,17,6,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,9,3,0,4,0,0,8,3,0
LGA56930,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,8,0,0,0,0,10,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,3,0,0,0,3,21,7,20,7,0,57,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,0,14,0,0,0,0,0,3,14,4,25,7,4,55,0,0,0,0,0,4,0,0
LGA57000,10,0,3,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,0,0,29,5,0,10,0,0,14,0,0,0,0,0,0,3,0,4,0,0,8,5,0,3,0,0,9,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,17,0,0,35,3,0,3,0,0,12,0,0
LGA57080,24,0,10,0,0,31,13,0,0,0,0,16,40,0,7,3,0,52,47,0,15,0,0,59,43,0,4,0,3,46,83,0,11,0,0,93,149,0,13,3,4,174,108,0,21,3,6,140,35,0,11,3,3,51,24,0,8,4,0,32,16,0,8,0,0,24,8,0,0,0,0,8,5,0,0,0,0,4,11,0,3,0,0,13,12,0,5,0,3,26,622,4,120,16,21,782,30,3,4,0,5,45,0,0,0,0,0,0,31,0,3,0,0,36,10,0,7,0,0,14,12,0,11,0,0,19,74,0,15,3,0,96,142,0,22,4,0,166,326,0,52,0,0,382,381,3,43,5,9,440,180,0,38,4,6,227,82,0,27,0,3,115,37,0,13,0,3,47,26,0,4,0,3,37,53,3,14,0,0,75,28,0,6,0,3,38,1408,11,257,19,29,1727,32,0,9,0,0,43,0,0
LGA57140,4,3,7,0,0,18,3,0,0,0,0,4,9,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,18,4,0,43,3,0,6,0,0,12,0,0,0,0,0,0,4,3,6,0,0,13,3,0,11,0,0,11,4,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,19,3,28,0,3,50,8,0,6,0,0,17,0,0
LGA57210,25,3,25,0,3,52,11,0,4,0,3,17,21,0,28,0,0,54,15,7,15,0,0,36,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,79,8,67,6,3,164,19,3,17,0,3,40,0,0,0,0,0,3,7,0,10,0,0,20,18,3,26,0,0,48,13,3,8,0,0,31,15,0,18,0,0,35,7,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,9,78,13,91,9,5,195,16,4,16,0,0,40,0,0
LGA57280,121,7,71,3,17,221,55,3,38,3,3,100,73,12,109,3,16,209,31,9,39,4,8,80,20,0,12,0,3,33,14,0,19,0,0,33,35,0,38,0,5,82,37,4,40,0,0,81,20,0,15,0,0,40,14,0,10,0,0,22,12,0,5,0,3,21,3,0,8,0,0,14,0,0,0,0,0,3,4,0,0,0,0,6,24,0,22,0,3,50,455,44,431,16,56,1006,170,16,214,6,29,439,27,3,22,6,3,59,161,11,200,9,27,408,37,4,36,4,5,89,9,0,24,0,4,32,12,0,16,0,0,38,22,0,6,0,0,37,4,0,8,0,4,15,9,0,3,0,0,14,5,0,3,0,0,16,8,0,3,0,0,13,4,0,3,0,0,10,18,0,3,0,3,20,137,14,112,9,19,283,78,3,82,10,3,176,701,62,735,50,107,1656,181,27,215,10,8,441,12,0
LGA57350,9,0,7,0,0,23,3,0,3,0,0,11,8,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,19,0,0,46,9,0,6,0,3,20,3,0,0,0,0,8,0,0,3,0,3,8,4,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,0,7,39,7,0,7,0,0,16,0,0
LGA57420,17,3,17,0,4,40,3,0,8,0,0,9,4,0,0,0,3,8,3,0,3,0,0,8,4,0,3,0,0,6,3,0,4,0,0,11,5,0,3,0,0,13,9,0,7,0,0,17,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,7,0,0,15,61,7,56,0,10,125,8,0,14,0,3,27,0,0,3,0,0,3,6,0,4,0,0,12,9,0,0,0,0,11,3,0,3,0,0,9,24,0,39,0,0,65,3,0,20,0,0,23,6,0,14,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,3,14,75,5,110,0,6,194,11,0,11,0,0,17,0,0
LGA57490,71,3,33,0,5,105,52,0,12,0,3,72,280,20,159,4,18,486,577,49,621,31,64,1341,203,33,291,21,28,581,172,51,375,32,40,676,38,19,86,4,5,155,8,0,14,0,3,21,3,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,0,0,15,25,4,25,0,0,51,1441,178,1625,94,169,3515,63,13,45,0,9,123,15,0,5,0,0,21,103,7,33,0,3,152,137,11,59,3,5,211,130,14,143,5,9,299,267,17,244,18,26,573,603,117,826,58,82,1686,453,140,880,69,81,1620,37,23,125,5,14,209,7,3,23,3,0,42,3,0,9,0,0,15,0,0,3,0,0,6,3,0,0,0,0,3,3,0,8,0,0,14,50,3,36,3,4,94,1883,348,2426,157,251,5069,52,4,32,6,3,97,3,0
LGA57630,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,9,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0
LGA57700,29,0,14,4,0,48,5,0,9,0,0,10,26,0,13,0,0,35,31,3,28,0,3,72,10,3,20,0,0,35,8,3,12,0,3,21,11,0,5,5,3,25,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,7,128,13,108,12,13,275,29,0,16,0,3,47,8,0,4,0,0,9,8,0,5,0,0,21,9,0,9,0,4,25,10,3,4,0,0,17,23,4,9,0,0,41,16,3,38,4,7,70,47,14,90,9,3,162,10,6,16,4,4,42,8,0,7,0,0,11,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,8,0,0,16,175,27,219,19,24,464,27,6,18,0,0,50,0,0
LGA57770,16,0,19,0,0,32,0,0,3,0,0,5,21,0,3,0,0,20,6,0,7,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,45,0,31,0,4,84,14,0,13,0,0,24,0,0,0,0,0,0,5,0,4,0,0,12,8,0,5,0,0,14,4,0,7,0,0,7,4,0,3,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,15,46,0,39,0,0,87,11,0,14,0,0,30,0,0
LGA57840,51,0,21,3,0,81,40,0,9,0,0,42,83,9,34,3,0,135,312,4,77,7,10,405,188,3,50,0,8,253,206,12,85,6,13,321,142,10,73,17,4,248,82,12,58,14,14,180,29,3,39,12,0,77,12,8,5,0,0,23,0,3,12,0,0,17,6,0,3,0,0,14,0,0,3,0,0,10,9,0,5,0,0,13,16,0,18,3,0,34,1168,63,481,72,64,1849,46,0,24,0,10,83,5,0,3,0,0,10,66,0,15,3,7,86,45,8,15,3,6,71,49,4,17,0,3,77,77,3,24,3,0,109,402,11,138,13,10,565,455,17,168,16,30,686,192,13,114,16,8,349,67,11,64,10,12,156,29,4,50,4,8,87,27,3,30,14,3,74,16,3,19,3,0,42,32,0,29,3,3,72,19,0,13,5,0,41,1527,75,731,91,92,2507,34,0,24,5,3,70,0,0
LGA57910,200,7,89,11,16,317,175,3,21,4,3,202,586,28,243,25,46,930,1222,75,762,55,97,2207,645,46,382,31,41,1149,634,54,425,24,41,1170,301,42,281,36,24,684,118,29,163,27,20,360,32,9,66,8,3,118,6,4,22,3,3,37,3,3,13,0,0,23,0,0,0,0,0,3,0,0,3,4,0,12,10,3,5,0,0,26,62,10,46,8,16,138,3989,314,2519,240,307,7372,136,7,108,9,10,277,28,0,5,0,0,35,294,8,62,13,14,396,208,16,85,12,19,346,199,18,94,10,8,331,493,27,335,24,40,913,1612,122,1064,75,61,2939,1700,132,1144,74,86,3143,448,61,366,38,37,948,140,34,183,27,25,411,64,13,98,14,11,202,28,15,67,8,6,126,13,6,28,0,3,58,22,18,51,16,8,116,114,6,98,5,14,241,5511,486,3804,327,347,10471,156,8,85,9,15,278,9,0
LGA57980,21,0,10,3,0,32,17,0,10,0,0,28,76,0,25,0,4,110,92,0,28,0,0,130,55,0,14,3,4,72,103,0,40,8,7,150,111,3,50,9,9,175,84,4,41,3,0,129,25,3,18,6,3,49,18,0,14,0,0,29,3,0,6,0,0,10,0,0,0,0,0,6,5,0,4,0,0,11,6,0,3,0,0,6,14,0,3,0,0,18,618,17,273,28,24,966,23,0,19,5,0,39,3,0,3,0,0,5,24,0,4,0,3,30,17,0,6,0,0,28,31,0,4,0,0,43,74,0,39,0,0,111,126,3,60,5,0,190,170,4,61,3,0,242,122,6,68,7,4,208,88,3,55,3,0,153,43,0,38,0,3,89,20,0,31,3,0,58,9,4,15,3,3,29,25,3,24,13,3,70,19,0,10,0,0,26,792,23,437,50,24,1316,18,0,12,0,0,25,0,0
LGA58050,62,11,48,3,10,136,72,3,9,0,3,90,163,11,119,8,39,341,339,32,371,29,61,833,132,29,235,16,22,444,153,39,352,20,40,608,62,23,118,12,16,229,8,5,21,4,0,37,0,3,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,34,3,31,3,8,78,1050,157,1312,100,202,2813,79,0,50,0,5,137,9,0,8,0,0,18,120,3,36,3,11,171,86,11,51,9,13,166,46,11,62,3,11,139,101,9,96,14,17,232,424,36,449,31,50,988,476,139,728,66,90,1490,73,45,143,25,27,325,23,5,41,7,11,75,11,0,15,0,0,26,0,0,7,0,0,8,0,0,0,0,0,0,3,0,6,0,3,11,35,15,40,3,6,100,1475,283,1729,161,239,3886,88,8,35,3,6,142,9,0
