LGA_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
LGA55600,278,284,60,6,629,181,23,26,857,4,0,0,0,6,8,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,6,8,0,0,11,0,0,4,0,4,29,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,29,0,0,27,3,0,0,0,5,3,0,20,28,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,0,0,6,7,5,0,0,7,8,0,20,32,0,0,0,0,0,0,0,0,0,286,287,69,4,646,218,20,46,936,273,280,82,3,633,181,22,23,863,3,3,0,0,5,18,0,4,28,0,0,0,0,0,0,0,0,0,3,3,0,0,5,18,0,4,28,0,0,3,0,6,20,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,77,89,17,3,184,62,8,8,270,4,0,0,0,6,6,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,80,89,20,3,195,75,8,12,286,78,91,28,0,194,89,3,21,312,0,3,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,482,774,212,27,1499,366,57,138,2066,33,17,17,6,77,121,14,12,220,29,22,35,9,89,82,13,10,193,64,38,54,10,169,204,21,19,414,35,11,6,6,55,115,10,18,199,39,3,7,5,57,288,15,58,421,53,10,14,5,91,206,32,59,382,3,0,0,0,3,4,0,0,3,137,31,32,15,206,613,53,130,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,681,841,297,60,1876,1183,140,288,3482,540,833,209,21,1604,351,79,73,2101,47,20,19,3,87,134,9,17,249,34,18,29,0,78,93,12,7,194,78,43,48,4,165,227,20,23,439,45,11,3,3,60,93,10,20,178,59,12,7,3,82,275,21,48,424,90,27,8,9,133,188,47,56,428,0,0
LGA55810,38,37,0,0,76,30,0,33,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,6,0,0,0,0,0,10,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,23,0,4,0,0,3,0,0,0,6,40,43,4,0,86,34,0,50,177,41,51,19,8,120,65,4,17,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,64,90,10,0,161,51,3,7,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,64,90,10,0,163,60,3,7,228,65,64,5,0,138,49,3,8,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,73,75,15,0,159,40,4,10,214,4,0,0,0,4,14,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,76,74,15,3,171,59,3,12,239,83,57,8,0,148,38,0,6,190,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,3524,4568,1176,87,9355,1838,193,452,11843,52,12,22,3,90,149,4,9,248,0,0,0,0,0,0,0,0,0,52,12,22,3,90,149,4,9,248,27,0,15,0,42,135,3,16,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,27,0,14,0,41,139,3,18,198,3,0,3,0,7,12,0,4,22,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,0,5,11,8,6,3,0,13,18,0,8,30,0,0,0,0,0,0,0,0,0,3608,4588,1215,90,9497,2139,205,485,12323,3805,4536,1253,86,9686,2039,211,529,12462,57,15,28,3,100,175,5,10,289,17,23,0,0,43,3,0,3,47,75,37,34,3,145,175,5,9,336,26,0,7,0,33,55,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA56160,12,8,3,0,26,7,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,14,0,0,0,0,0,0,0,0,0,9,8,3,0,25,11,0,20,54,16,5,5,0,24,9,0,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,1378,1156,304,23,2860,718,72,217,3872,126,79,31,0,246,102,8,32,392,29,15,5,0,51,17,0,8,74,163,90,38,0,292,118,8,40,461,8,0,0,0,12,13,0,3,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,13,0,4,23,56,5,12,0,71,111,0,43,219,8,12,3,0,23,8,0,3,32,0,3,0,0,5,3,0,0,8,59,23,15,0,98,114,0,44,257,0,0,0,0,0,0,0,0,0,1606,1271,362,25,3259,966,85,310,4618,1730,1491,458,30,3707,975,92,246,5022,37,11,14,0,56,71,0,11,136,3,3,0,0,11,3,0,0,15,43,10,16,0,68,70,0,11,148,10,4,12,0,24,44,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56300,170,105,32,3,314,95,15,20,448,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,11,7,0,0,0,11,4,0,0,16,4,3,0,0,7,5,0,0,13,10,4,3,0,19,10,0,5,40,0,0,0,0,0,0,0,0,0,179,113,41,3,336,118,15,26,497,204,104,39,0,344,126,18,23,506,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,108,105,26,3,240,76,3,3,320,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,109,108,26,3,243,86,4,6,345,119,89,16,4,231,75,0,14,312,3,0,0,0,3,7,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,10,3,0,3,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,503,520,166,15,1204,423,44,49,1720,4,0,4,0,14,19,0,0,35,0,0,0,0,0,0,0,0,0,11,0,4,0,11,19,0,0,31,6,4,5,0,20,38,5,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,20,38,5,4,64,3,3,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,16,0,0,0,0,0,3,0,0,3,521,526,178,19,1240,489,44,54,1836,497,508,174,15,1194,371,50,71,1682,11,3,8,0,24,46,3,0,78,0,0,0,0,0,0,0,0,0,14,3,8,0,30,46,3,0,80,25,11,9,0,40,78,0,6,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,1393,2628,513,99,4636,899,192,301,6026,53,37,26,3,119,185,19,18,336,20,27,9,3,63,47,11,5,122,80,63,39,3,183,226,25,24,459,102,25,16,10,149,314,42,43,551,0,0,0,0,0,3,3,0,11,9,0,0,0,14,120,3,5,143,0,0,0,0,0,0,0,0,3,114,24,15,10,163,443,46,47,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,16,0,0,24,3,0,0,28,1590,2730,573,114,5013,1569,268,375,7224,1484,2813,487,88,4873,889,205,181,6148,66,40,24,15,140,188,23,18,360,67,56,19,6,142,100,20,18,283,132,89,41,20,279,284,35,36,641,77,26,21,3,130,230,43,31,428,3,0,0,0,7,3,0,0,11,11,8,0,0,24,12,0,4,37,0,0
LGA56620,48,92,63,7,208,62,0,15,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,0,9,17,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,8,0,13,21,0,0,0,0,0,0,0,0,0,55,95,65,7,218,70,0,29,311,47,115,72,4,239,78,9,21,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,1035,973,391,13,2418,829,94,209,3542,17,12,11,0,41,74,7,19,144,0,0,0,0,0,3,0,0,0,17,12,11,0,41,77,9,19,145,10,4,3,0,12,36,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,12,39,4,0,61,12,3,0,0,14,7,3,18,37,5,6,0,0,7,4,0,0,17,0,3,0,0,3,0,0,0,0,13,12,0,0,22,10,3,18,54,0,0,0,0,0,0,0,0,0,1077,1001,404,13,2496,955,105,244,3809,1098,1027,435,30,2587,813,87,249,3738,10,3,7,0,22,33,3,6,62,7,0,0,0,6,3,0,0,13,17,9,8,0,30,34,5,10,79,23,0,12,3,41,98,6,18,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56790,387,335,77,0,808,215,18,79,1117,8,0,0,0,10,9,0,25,38,6,0,0,0,4,5,0,11,22,12,0,3,0,14,13,0,38,64,14,7,3,0,24,33,7,90,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,0,24,33,7,90,149,31,9,0,0,34,32,0,276,348,5,3,3,0,11,7,0,23,32,0,7,3,0,12,0,0,0,9,38,12,4,0,51,42,3,299,391,0,0,0,0,0,0,0,0,0,448,353,89,0,894,302,29,502,1723,432,283,95,8,819,267,15,59,1158,10,4,0,0,17,32,0,14,65,0,0,0,0,3,9,0,6,17,9,6,0,0,19,38,0,26,80,7,3,0,0,8,14,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,27,33,6,0,63,18,0,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,6,0,66,20,0,5,96,23,22,7,0,56,29,4,8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,108,188,25,3,319,47,0,29,399,0,0,0,0,3,3,0,0,7,9,7,3,0,22,17,4,4,50,9,5,0,0,20,22,4,4,57,4,4,0,0,7,10,5,3,19,5,0,0,0,3,25,4,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,13,38,6,6,65,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,5,12,0,0,0,0,0,0,0,0,0,123,200,31,3,359,107,15,46,525,124,174,35,3,336,52,7,27,417,0,7,0,0,7,0,0,0,7,0,0,0,0,3,3,0,0,3,0,6,0,0,6,3,0,0,8,17,4,3,0,24,27,4,14,72,7,0,0,0,6,15,5,5,37,0,0,0,0,0,0,0,0,0,0,0
LGA57000,64,64,16,0,146,45,4,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,0,0,69,64,16,0,150,45,4,10,205,67,67,12,0,146,35,8,6,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,81,37,14,0,133,52,13,57,249,16,4,4,0,21,22,7,14,65,130,90,29,11,259,78,39,65,437,149,89,33,11,278,99,50,74,501,55,13,15,4,79,142,32,64,318,258,40,20,28,355,458,88,306,1208,791,188,78,73,1127,1186,238,1079,3640,3,0,0,0,3,0,6,0,11,1109,241,111,105,1568,1784,366,1454,5166,0,0,0,0,0,0,0,0,0,4,3,0,0,6,223,0,10,242,0,0,0,0,0,0,0,4,8,3,3,0,0,10,225,0,14,254,0,0,0,0,0,0,0,0,7,1334,379,155,116,1987,2164,425,1597,6174,51,39,7,3,101,43,21,26,187,11,5,0,3,18,8,8,0,39,172,73,36,10,289,228,46,88,647,179,74,36,12,303,235,51,88,685,48,16,3,9,75,69,19,14,182,414,106,57,38,609,565,209,342,1726,1673,367,106,90,2241,2094,430,1344,6106,0,0
LGA57140,131,115,32,6,279,108,7,29,423,3,3,0,0,6,13,0,0,23,0,0,0,0,0,0,0,0,0,3,3,0,0,6,13,0,0,23,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,139,112,35,3,292,126,7,32,460,159,108,49,0,319,93,11,11,430,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,562,470,127,7,1166,337,28,100,1626,0,0,3,0,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,12,0,0,0,0,3,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,19,7,3,3,0,15,13,0,3,34,3,0,0,0,3,0,0,0,3,0,4,0,0,9,6,0,0,13,15,14,0,0,28,17,0,4,52,0,0,0,0,0,0,0,0,0,575,485,128,12,1200,382,27,106,1714,608,457,178,15,1262,381,25,82,1750,21,23,12,3,58,37,3,6,98,0,0,0,0,0,0,0,0,0,21,26,12,3,56,37,3,6,100,3,0,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57280,614,1008,249,22,1891,420,78,877,3269,61,39,26,5,129,90,11,128,359,12,6,0,0,22,12,0,21,58,75,52,30,5,157,100,14,150,419,45,36,8,3,87,104,5,82,283,0,0,0,0,0,0,0,0,0,11,4,0,0,22,7,3,35,66,0,0,0,0,0,0,0,0,0,57,38,8,5,111,107,12,119,348,47,7,3,0,61,75,4,368,512,7,12,6,0,24,18,9,43,87,3,4,0,0,3,3,0,3,13,59,19,7,0,88,100,10,414,611,3,0,0,0,4,0,0,0,5,797,1121,297,34,2249,728,115,1562,4650,684,1128,228,46,2089,353,127,694,3261,84,93,29,7,214,101,16,100,430,65,85,7,0,161,50,13,58,272,151,172,42,8,376,147,29,157,709,68,29,16,3,114,115,13,133,373,0,0,0,0,0,0,0,0,0,11,11,4,0,24,25,11,43,103,0,0
LGA57350,126,96,27,3,251,102,11,17,379,8,12,0,0,20,4,0,0,26,0,0,0,0,0,0,0,0,0,8,12,0,0,20,4,0,0,26,3,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,112,27,3,276,110,10,17,408,166,86,32,3,284,115,14,7,415,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,181,190,22,0,396,122,14,49,581,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,21,17,3,51,93,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,14,3,3,0,23,14,3,55,99,0,0,0,0,0,0,0,0,0,203,197,28,3,429,134,16,109,692,224,215,29,3,478,151,10,57,694,11,0,3,0,9,17,0,16,46,3,0,0,0,3,5,0,0,7,9,0,3,0,16,22,0,20,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0
