LGA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
LGA40120,3704,2417,1617,2966,3618,3299,1757,995,387,20753,3,0,5,5,7,3,3,0,0,28,11,8,3,6,0,9,0,0,0,39,8,6,3,5,3,5,3,0,0,44,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,15,26,36,57,47,27,3,0,3,209,15,28,36,58,48,27,7,0,3,216,2689,1628,1322,1912,1947,1334,403,191,50,11471,1166,685,450,769,871,622,251,134,53,4983,7626,4799,3464,5791,6578,5346,2427,1319,498,37860,62,52,47,106,77,92,31,4,0,467,843,516,215,692,933,988,721,349,125,5391,0,0,0,0,0,0,0,0,0,0,176,136,88,95,179,149,75,15,17,925,0,0,0,0,4,0,0,0,0,10,1034,663,414,766,891,791,407,160,53,5187,12,6,3,11,28,32,26,13,3,138,55,40,20,48,68,38,22,9,0,295,39,27,20,33,27,14,10,3,0,171
LGA40220,1580,890,674,1278,1643,2098,1672,1040,293,11165,0,0,0,0,3,0,0,0,0,9,6,0,8,4,3,0,0,0,0,24,0,0,0,0,0,4,0,0,0,3,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,3,6,10,23,21,15,7,3,0,94,6,10,10,26,24,15,7,3,0,103,1410,733,733,893,854,727,363,176,37,5940,735,389,334,444,432,434,329,206,71,3380,3755,2038,1773,2667,2977,3290,2387,1428,404,20713,13,24,25,32,33,32,17,3,0,179,353,196,129,344,494,724,864,508,158,3768,0,0,0,0,0,0,0,0,0,0,57,24,32,37,38,77,58,26,9,349,0,0,0,0,0,0,0,3,0,3,393,250,204,342,445,453,380,154,43,2665,9,10,15,9,34,43,57,48,10,235,20,5,10,15,12,7,5,4,0,82,16,13,18,18,27,30,26,13,0,170
LGA40250,364,282,214,178,128,96,50,16,7,1337,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,12,138,106,100,86,58,20,21,6,0,541,106,43,66,40,36,26,8,3,3,335,615,435,389,310,228,150,80,24,10,2235,4,0,0,3,0,0,0,0,0,6,0,0,4,3,11,17,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,6,0,3,3,0,0,0,0,0,12,0,5,9,7,6,10,8,0,0,43,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA40310,2420,1403,1303,1975,2206,1893,1302,969,373,13854,0,0,3,0,0,0,0,0,0,6,0,4,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,21,19,17,13,0,0,0,86,16,6,21,20,17,13,0,0,0,89,1207,680,692,761,644,344,131,75,16,4548,455,244,201,305,338,233,122,68,33,1989,4102,2344,2232,3079,3218,2484,1560,1110,425,20550,11,7,11,24,14,6,8,0,0,81,337,188,165,324,485,482,320,206,85,2581,0,0,0,0,0,0,0,0,0,0,32,27,12,31,29,35,29,20,9,220,3,0,0,0,0,0,0,0,0,9,451,239,236,417,361,313,207,99,26,2359,17,3,3,12,3,17,16,5,4,86,15,4,9,9,7,3,7,0,0,57,16,10,21,17,12,7,10,8,4,101
LGA40430,254,108,136,195,263,307,206,172,67,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,3,0,0,4,0,0,0,9,120,64,43,73,60,75,26,17,0,487,77,24,30,49,54,47,29,27,9,339,449,195,213,318,378,436,261,212,73,2544,0,0,3,0,3,0,0,0,0,4,34,15,12,25,37,76,39,24,7,268,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,5,3,0,25,0,0,0,0,0,0,0,0,0,0,42,20,22,36,39,47,36,32,15,281,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA40520,1129,624,617,934,1005,931,703,532,158,6628,4,0,0,0,3,0,0,0,0,4,7,4,0,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,31,12,8,17,20,13,0,0,0,96,0,3,3,10,5,3,4,3,0,37,32,19,18,28,24,16,4,8,0,141,771,450,449,351,390,202,108,63,13,2800,334,168,159,184,177,119,77,66,20,1313,2279,1265,1254,1510,1601,1266,884,667,199,10935,8,5,10,10,6,6,0,0,0,40,116,51,52,125,179,216,159,126,53,1077,0,0,0,0,0,0,0,0,0,0,3,6,8,3,12,12,12,4,0,61,0,0,0,0,0,0,0,0,0,0,313,168,168,195,260,222,142,120,60,1643,15,10,7,3,16,23,17,17,14,116,140,53,45,102,96,44,82,66,3,637,0,0,0,5,3,0,3,4,0,13
LGA40700,4131,3192,1998,3269,3995,3739,2607,2490,1143,26567,57,49,67,64,35,51,18,9,3,346,64,72,49,43,42,20,7,0,3,310,33,31,9,19,40,36,9,9,4,197,0,0,0,0,0,0,0,0,0,0,4,14,8,6,9,10,8,4,0,55,34,42,32,39,43,33,26,10,6,266,38,57,36,46,51,43,30,16,6,322,1520,1680,1134,1197,1417,1129,450,338,112,8989,763,754,414,565,740,535,267,296,118,4449,6693,5982,3829,5331,6475,5665,3419,3170,1394,41955,117,163,127,168,151,129,64,16,0,940,847,622,302,679,958,1175,1039,816,460,6897,0,0,0,0,0,0,0,0,0,3,84,67,48,67,92,109,73,52,38,626,0,0,0,0,0,0,0,0,0,3,1843,1301,680,1181,1507,1189,823,610,213,9337,0,0,4,8,4,11,9,9,9,54,275,201,106,193,293,151,107,96,31,1450,13,8,8,13,19,10,7,4,4,74
LGA40910,5207,3951,3370,4700,4192,4003,3764,2512,846,32536,66,50,66,59,39,20,11,4,0,318,83,79,67,47,31,20,3,0,0,332,4,14,7,6,12,7,0,0,3,53,4,0,0,0,0,0,0,0,0,3,17,29,36,13,10,6,5,3,4,130,63,69,70,63,57,35,21,19,3,398,81,99,101,82,68,42,30,23,3,529,1408,1300,1180,1158,894,663,333,211,115,7263,801,701,587,611,581,452,351,239,100,4426,7753,6317,5476,6763,5974,5288,4508,3010,1076,46159,148,165,200,176,164,123,36,15,5,1046,423,302,279,448,510,575,626,487,221,3863,0,0,0,0,0,0,0,0,0,0,110,85,90,107,81,101,79,54,18,720,0,0,5,0,0,0,0,0,0,13,3250,2391,1664,2568,2791,1942,1881,1451,405,18346,22,6,4,14,7,24,48,17,7,159,345,251,209,341,348,211,244,117,38,2105,43,19,46,43,50,42,24,32,3,306
LGA41010,541,275,272,325,367,299,167,104,41,2384,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,212,105,109,114,71,56,13,12,5,708,107,51,55,51,79,57,32,20,3,461,858,435,442,498,524,419,214,130,47,3574,0,3,3,4,3,0,0,0,0,20,78,29,26,63,69,91,59,39,11,460,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,87,48,45,60,57,60,33,12,0,403,13,14,3,3,5,0,0,0,0,34,16,5,11,9,8,9,8,4,0,72,3,0,3,3,0,3,0,0,0,9
LGA41060,9799,7117,6848,9531,9366,8726,7237,6459,1998,67084,70,47,112,56,18,7,10,5,0,321,395,224,233,188,108,56,31,5,0,1240,7,5,3,9,10,6,4,8,3,53,4,3,0,0,0,0,0,0,0,10,3,7,11,0,0,3,0,0,0,33,57,64,91,80,64,43,7,11,7,422,60,73,108,84,67,42,13,14,7,467,3551,2994,3196,2927,2529,1556,637,504,143,18033,1887,1391,1445,1556,1410,1112,706,752,328,10592,16280,12267,12332,14851,13991,11749,8740,7802,2520,100533,465,451,482,530,534,369,129,75,29,3057,999,698,766,1254,1590,1780,1356,1207,669,10310,0,0,0,0,0,0,0,0,0,0,194,179,139,188,232,254,189,156,91,1621,0,0,0,0,3,0,0,0,0,6,5310,4021,3407,4355,4656,3715,2805,2276,885,31422,14,12,15,23,37,46,61,48,37,288,1436,968,845,1431,1323,925,984,785,202,8899,42,41,46,43,60,47,39,32,11,363
LGA41140,930,513,468,708,844,869,574,415,155,5470,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,5,3,0,0,0,28,0,3,4,13,5,3,0,0,0,32,444,248,214,286,256,160,71,34,3,1700,205,130,70,131,132,96,76,45,20,909,1581,901,757,1144,1251,1129,717,491,172,8144,4,4,7,8,8,5,0,0,0,35,142,63,82,136,182,242,200,110,61,1213,0,0,0,0,0,0,0,0,0,0,9,13,4,9,18,22,14,13,0,95,0,0,0,0,0,0,0,0,0,0,361,164,156,196,212,215,163,70,17,1556,0,0,3,3,3,0,0,0,0,7,4,3,3,0,6,0,0,3,0,18,6,3,9,9,17,11,6,4,0,71
LGA41190,266,127,136,189,200,205,127,81,42,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,49,53,66,53,30,12,7,7,387,72,33,39,35,31,18,15,16,6,260,454,212,229,293,280,254,154,106,55,2029,0,0,0,0,0,0,0,0,0,4,31,3,12,25,32,46,26,13,11,211,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,39,21,33,30,28,31,23,13,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,121,78,98,136,175,233,145,33,3,1018,3,0,0,3,0,0,0,0,0,5,3,0,0,3,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,79,33,51,52,70,59,22,10,3,380,119,49,49,82,65,62,33,8,3,480,331,169,203,272,310,364,203,54,7,1911,15,3,11,10,4,0,0,0,0,46,18,10,10,10,38,29,27,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,12,0,6,0,0,6,0,0,0,0,8,49,16,33,39,46,49,68,17,3,318,0,0,0,0,0,0,0,0,0,0,18,12,12,14,16,27,44,16,3,161,6,0,0,3,0,3,0,0,0,17
LGA41560,928,504,413,825,1018,1305,1157,742,240,7134,3,0,0,3,0,0,0,0,0,11,6,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,3,0,0,0,19,0,3,6,3,8,3,0,0,0,25,753,446,303,445,333,274,149,80,10,2798,321,163,139,202,170,200,137,91,24,1440,2013,1121,870,1494,1533,1782,1442,918,275,11445,4,5,5,4,9,0,3,0,0,31,149,75,83,128,240,346,353,176,54,1608,0,0,0,0,0,0,0,0,0,0,47,14,10,27,29,33,37,18,0,206,0,0,0,0,0,0,0,0,0,6,275,158,157,190,242,255,228,108,25,1643,6,12,3,7,11,19,27,19,5,114,13,8,4,8,9,16,14,0,0,79,11,19,0,13,14,10,6,3,3,72
LGA41750,176,66,82,118,130,93,63,41,10,781,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,62,31,36,30,42,20,8,0,3,234,25,12,9,16,26,9,3,0,3,109,266,109,135,164,200,122,79,41,13,1132,0,0,0,0,3,0,0,0,0,9,20,9,11,15,35,30,26,12,0,150,0,0,0,0,0,0,0,0,0,0,10,8,0,3,8,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,25,12,22,15,30,34,18,4,3,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA41830,151,66,71,111,158,193,141,80,33,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,50,49,66,70,38,18,6,0,420,72,32,23,45,44,41,28,23,3,305,340,145,136,222,274,265,191,113,35,1727,0,0,3,3,3,0,0,0,0,12,24,18,8,17,24,51,34,11,7,208,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,7,49,35,18,40,35,40,34,17,12,281,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA41960,78,43,46,86,114,160,67,65,36,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,39,40,51,38,29,11,4,0,320,31,6,22,14,7,22,11,6,3,119,203,90,108,157,153,221,91,79,41,1146,0,0,3,0,0,0,0,0,0,6,15,12,7,17,19,23,18,9,8,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,4,0,4,24,20,14,27,26,32,13,8,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
LGA42030,1787,1336,982,1598,1806,1457,1302,940,302,11506,0,0,3,3,5,0,0,0,0,12,4,3,9,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,14,17,6,10,6,0,77,4,13,5,16,17,6,10,6,0,77,1227,829,721,703,608,299,163,137,24,4712,640,358,306,336,316,217,155,132,34,2490,3677,2550,2036,2668,2770,1989,1635,1218,369,18911,13,19,12,24,31,21,4,0,0,120,445,345,245,377,606,519,460,373,135,3498,0,0,0,0,0,0,0,0,0,0,39,42,26,41,51,48,35,36,15,334,0,0,0,0,0,0,3,0,0,6,584,436,374,438,558,368,290,213,56,3315,11,9,4,8,18,17,14,15,3,97,20,5,14,18,24,11,15,16,4,124,12,8,20,14,11,18,17,11,3,123
LGA42110,460,258,220,367,487,402,356,222,84,2856,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,0,0,22,3,0,3,9,5,0,3,0,0,23,233,97,108,131,116,90,44,17,5,839,119,45,37,79,67,54,18,11,8,436,814,407,374,593,679,550,421,253,90,4181,0,0,0,3,7,3,0,0,0,21,88,44,29,67,83,119,79,59,19,590,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,7,7,0,0,32,0,0,0,0,0,0,0,0,0,0,128,56,55,82,112,69,65,30,16,615,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,3,0,0,14,0,0,0,0,0,3,4,3,0,8
LGA42250,780,420,340,693,808,677,376,192,54,4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,11,3,8,0,0,0,0,0,0,0,11,563,240,256,344,249,121,49,32,5,1860,242,112,144,180,174,109,55,25,12,1050,1589,774,742,1226,1238,915,478,245,66,7274,0,3,3,0,4,3,0,0,0,11,157,79,47,135,175,198,112,44,14,954,0,0,0,0,0,0,0,0,0,0,15,14,6,16,18,11,12,3,0,99,11,0,0,0,0,0,0,0,0,12,326,163,128,235,257,228,107,44,13,1509,0,0,0,0,3,7,3,0,0,13,3,3,0,7,8,3,0,0,0,24,0,0,0,0,3,4,3,3,0,13
LGA42600,2540,2251,1848,2574,3102,2878,2168,2658,1165,21180,16,9,26,20,7,4,0,3,0,77,16,24,35,18,13,7,4,0,0,109,0,10,4,0,9,10,9,8,3,51,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,13,27,22,22,21,20,5,4,0,138,13,30,22,22,21,20,11,4,0,145,1047,1339,1303,1000,1152,856,316,285,113,7408,505,571,520,561,677,467,291,317,148,4061,4156,4272,3828,4242,5018,4268,2803,3288,1423,33301,33,56,86,77,50,54,22,0,0,383,544,353,323,597,830,1024,793,750,516,5724,0,0,0,0,0,0,0,0,0,0,50,69,70,63,83,87,70,64,35,584,0,0,0,0,0,3,0,0,0,5,1216,1141,867,903,1272,1021,626,560,286,7893,4,6,4,6,24,25,19,42,23,165,99,84,57,110,117,74,36,34,12,624,4,6,4,6,7,9,4,3,0,55
LGA42750,302,139,134,315,382,419,225,154,63,2133,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,12,0,4,0,3,3,0,0,0,0,12,376,179,182,242,249,151,41,32,6,1455,142,52,70,83,91,88,51,23,8,610,831,369,393,652,740,666,317,215,82,4258,3,0,8,8,15,10,0,0,0,49,52,28,27,50,122,147,102,66,31,627,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4,5,6,3,0,30,0,0,0,0,0,0,0,0,0,3,59,27,72,66,85,84,44,20,7,468,0,0,0,0,0,4,0,0,0,5,0,3,0,0,3,0,0,0,0,14,3,0,0,0,0,3,0,0,0,6
LGA43080,135,72,61,125,156,145,90,62,19,861,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,7,61,13,21,22,18,10,9,7,0,170,22,15,4,16,30,10,8,14,0,122,225,101,93,167,208,164,105,78,28,1163,0,0,0,0,0,0,0,0,0,0,27,5,6,10,18,22,13,5,3,106,0,0,0,0,0,0,0,0,0,0,7,3,3,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,20,11,14,12,18,24,10,7,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,105,62,52,80,121,88,83,63,21,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,50,44,48,36,32,17,8,5,327,18,13,19,18,13,7,13,11,3,112,213,121,111,152,170,128,107,85,26,1114,0,0,0,0,0,0,0,0,0,0,11,7,4,11,14,12,7,11,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,20,10,13,24,12,12,4,4,102,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
LGA43360,204,115,92,177,262,252,212,100,35,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,3,0,3,3,0,0,0,0,8,157,78,98,72,63,48,20,16,0,548,81,48,37,38,48,29,19,14,6,328,448,234,219,291,374,332,247,136,45,2327,0,3,0,0,0,0,0,0,0,6,40,26,17,51,41,88,66,48,13,377,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,30,22,30,25,34,38,39,13,5,251,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA43650,1560,874,758,1215,1267,940,578,332,99,7621,0,0,7,0,0,3,0,0,0,14,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,9,0,3,0,0,37,0,10,3,5,9,0,3,0,0,37,904,432,440,535,441,207,78,43,11,3085,432,217,168,269,218,128,80,38,12,1562,2901,1537,1379,2037,1945,1286,740,412,125,12362,7,10,6,7,15,7,11,0,0,63,307,210,160,263,423,302,187,82,26,1965,0,0,0,0,0,0,0,0,0,0,22,15,9,19,24,34,17,12,0,154,0,0,0,0,0,0,0,0,0,0,480,242,209,335,342,228,135,66,21,2057,13,3,3,4,10,11,3,0,0,51,3,6,5,5,16,6,0,3,0,49,15,11,5,11,17,14,4,9,0,78
