LGA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
LGA59170,91,58,49,83,131,89,54,29,7,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,25,24,24,22,8,3,0,174,23,10,9,18,9,12,6,0,0,85,161,95,84,132,169,127,66,30,7,864,0,0,0,0,0,0,0,0,0,3,44,9,24,50,52,59,33,22,3,299,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,0,0,14,0,0,0,0,0,0,0,0,0,0,27,9,22,26,24,24,6,9,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
LGA59250,42,36,79,81,57,35,13,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,44,42,62,40,24,19,4,3,0,227,24,10,23,18,10,7,0,0,0,97,104,93,162,140,93,61,16,5,0,680,0,3,3,3,5,0,0,0,0,13,3,3,20,30,27,19,6,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,23,55,44,50,14,9,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
LGA59310,194,67,101,176,179,115,60,48,12,954,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,89,41,49,39,25,14,3,7,0,277,40,13,19,17,26,12,11,3,3,151,322,119,180,238,240,144,68,60,15,1385,0,3,0,0,3,0,0,0,0,4,98,22,42,76,79,79,38,26,12,480,0,0,0,0,0,0,0,0,0,0,5,0,12,0,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,52,24,29,37,40,37,17,15,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59320,63,20,27,49,43,37,17,5,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,17,18,5,0,0,0,0,83,23,8,4,11,13,5,3,0,0,66,105,34,43,76,62,41,19,8,0,402,0,0,0,0,3,0,0,0,0,4,15,4,10,16,21,10,7,10,0,100,0,0,0,0,0,0,0,0,0,0,10,3,4,3,0,4,10,0,0,33,0,0,0,0,0,0,0,0,0,0,28,5,5,11,8,10,4,0,0,73,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,72,16,25,60,49,65,42,24,12,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,12,19,7,5,3,4,0,122,12,3,5,13,15,9,6,3,3,70,130,36,46,94,76,82,58,39,14,562,0,3,0,0,0,0,0,0,0,3,16,9,8,23,28,18,39,16,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,5,5,13,15,13,12,4,3,84,8,0,4,0,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,916,529,582,588,487,339,141,23,11,3618,0,0,0,3,0,0,0,0,0,5,0,0,7,0,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,7,7,8,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,8,12,8,9,8,4,0,0,0,0,32,365,207,277,262,178,81,18,8,3,1399,388,200,247,250,214,132,47,14,11,1495,1686,950,1122,1126,878,555,208,39,26,6594,7,6,23,15,12,8,0,0,0,79,154,77,145,178,207,152,81,13,3,1012,0,0,0,0,0,0,0,0,0,0,29,9,14,26,11,19,3,0,0,114,0,0,0,0,0,0,0,0,0,0,604,362,390,343,262,148,57,12,8,2189,0,0,0,0,6,3,0,0,0,8,3,8,0,0,6,0,3,0,0,17,4,9,5,9,0,0,0,0,0,25
LGA59350,29,16,26,23,26,16,11,4,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,8,0,4,9,3,3,0,0,46,9,3,9,3,11,7,6,0,0,53,36,24,36,33,48,30,24,4,0,242,0,0,0,0,0,0,0,0,0,3,0,3,9,6,15,11,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,23,28,11,10,4,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,184,62,106,176,145,123,68,31,7,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,46,60,51,39,21,3,3,0,328,34,15,35,24,29,13,15,3,0,172,329,120,207,252,217,155,88,40,7,1413,0,0,0,0,0,0,0,0,0,0,46,13,25,54,70,58,35,14,3,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,92,35,68,78,92,64,28,18,3,477,3,0,4,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA59370,273,122,130,260,314,364,260,118,55,1896,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,13,0,0,0,3,3,3,0,0,0,13,239,90,76,131,105,103,38,9,5,795,78,33,33,42,77,65,29,17,5,381,597,249,237,448,502,543,328,144,67,3117,5,0,4,3,5,11,3,0,0,24,111,49,51,96,143,180,143,93,12,881,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,9,0,3,0,34,0,0,0,0,0,0,0,0,0,0,94,48,38,63,98,114,57,35,11,559,3,11,0,0,5,7,7,4,3,39,0,0,0,0,0,0,3,0,0,9,3,4,3,4,5,11,3,0,0,32
LGA59499,208,314,480,445,496,641,281,35,8,2916,3,8,5,5,0,0,0,0,0,28,9,8,5,12,9,0,0,0,0,44,0,3,3,3,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,7,5,4,0,0,0,41,0,9,17,7,5,9,0,0,0,45,150,329,447,249,237,218,72,9,4,1712,102,176,252,201,153,171,78,10,4,1149,488,857,1240,930,921,1046,434,57,12,5986,16,18,36,19,21,14,6,0,0,126,82,55,133,148,175,300,178,27,4,1099,0,0,0,0,0,0,0,0,0,0,18,7,12,13,20,13,17,0,0,102,0,0,0,0,0,0,0,0,0,0,98,131,274,174,172,197,88,11,0,1140,4,0,0,0,4,3,3,0,0,16,0,3,5,4,0,0,0,0,0,20,0,3,7,8,5,8,4,0,0,33
LGA59799,0,19,46,53,31,15,0,0,0,163,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,46,28,24,5,0,0,0,101,0,12,13,20,11,0,0,0,0,57,0,49,107,105,63,18,0,0,0,339,0,0,3,5,0,0,0,0,0,8,0,0,7,18,19,9,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,40,28,12,6,4,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,486,248,247,495,610,796,500,279,80,3738,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,7,0,3,0,0,25,8,0,0,4,7,0,3,0,0,25,424,128,152,177,211,161,78,25,3,1374,222,84,85,110,134,118,64,39,13,873,1147,468,490,807,978,1095,650,345,97,6068,7,6,5,11,20,6,6,0,0,63,232,117,89,226,332,446,377,174,79,2068,0,0,0,0,0,0,0,0,0,0,3,0,4,3,12,10,12,3,0,41,0,0,0,0,0,0,0,0,0,0,86,61,59,93,151,155,151,62,11,822,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,5,4,0,0,16,14,3,6,8,9,7,7,3,0,57
LGA60410,1923,1132,1249,1454,1440,1158,534,208,98,9205,0,0,0,0,3,0,0,0,0,5,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,3,3,0,0,0,25,0,7,6,9,3,3,0,0,0,25,1193,456,445,313,191,85,43,24,9,2768,776,305,266,267,229,123,65,32,16,2077,3904,1901,1970,2058,1871,1377,644,261,120,14122,11,4,10,11,11,9,0,0,0,54,871,546,580,768,859,772,428,176,63,5065,0,0,0,0,0,0,0,0,0,0,13,11,15,7,9,11,6,3,0,76,3,0,0,0,0,0,0,0,0,6,778,447,425,493,437,419,207,66,24,3294,4,0,0,0,7,10,0,0,0,20,15,6,6,3,17,3,4,0,0,53,12,3,7,12,7,9,7,5,3,63
LGA60610,1858,1249,1108,1672,1829,1665,1316,768,270,11722,16,4,5,12,3,3,0,0,0,48,7,0,5,3,0,0,0,0,0,18,3,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,18,7,8,6,0,0,0,67,16,15,14,7,8,6,0,0,0,67,1435,833,741,585,410,266,119,62,13,4473,685,383,348,367,313,255,159,101,19,2637,4033,2490,2237,2677,2584,2203,1595,937,301,19056,15,11,19,22,22,11,4,0,0,104,505,401,308,541,723,661,521,316,111,4090,0,0,0,0,0,0,0,0,0,0,52,48,37,64,72,121,77,49,13,535,49,51,24,34,33,24,30,21,3,270,592,451,376,412,485,414,304,164,47,3247,0,0,0,0,3,0,0,0,0,9,10,5,3,3,7,0,3,0,0,37,10,5,3,12,13,8,3,0,3,59
LGA60810,2089,1257,1102,1827,2181,2088,1483,972,285,13288,3,3,0,4,3,0,0,0,0,12,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,6,0,0,0,0,35,3,6,0,11,6,0,0,0,0,32,1306,695,627,614,585,361,182,87,17,4483,615,327,271,361,361,324,230,168,113,2770,4025,2293,2008,2836,3149,2792,1912,1236,419,20664,3,13,11,19,19,27,9,3,0,100,494,347,254,540,839,835,701,417,126,4554,0,0,0,0,0,0,0,0,0,0,88,46,52,77,118,133,96,51,22,674,7,4,0,7,9,9,13,4,0,51,601,446,276,436,533,469,308,162,35,3257,7,7,0,7,19,12,4,9,0,74,3,0,3,7,3,0,4,0,0,21,8,3,9,12,15,23,16,13,3,99
LGA61010,239,154,147,226,283,293,174,83,16,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,10,0,4,0,3,0,3,0,0,0,10,124,49,48,40,42,41,13,3,0,365,46,24,24,41,35,35,28,4,0,243,414,231,215,313,368,367,220,92,12,2244,0,0,3,3,0,3,0,0,0,14,126,69,85,103,156,184,138,45,10,923,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,74,39,56,47,69,77,48,28,3,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3
LGA61210,950,555,512,748,835,698,428,285,89,5094,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,549,304,255,240,205,113,35,14,6,1710,343,154,132,179,116,105,54,26,16,1127,1845,1012,903,1171,1163,912,518,319,108,7956,4,3,3,7,4,3,3,0,0,30,245,150,123,236,346,323,190,121,53,1781,0,0,0,0,0,0,0,0,0,0,17,17,17,25,21,25,22,11,3,166,40,24,23,23,37,26,33,21,15,234,265,154,137,152,200,156,87,53,26,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3
LGA61410,5311,3821,3232,4527,5355,4728,3265,2408,778,33425,4,4,3,3,4,4,3,0,0,25,9,15,14,6,10,0,3,0,0,47,4,3,4,3,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,9,13,29,27,24,22,15,3,0,0,135,16,29,27,31,20,15,8,0,0,147,2698,1568,1355,1380,1282,783,335,213,50,9666,1408,856,773,797,843,669,389,297,103,6130,9464,6302,5426,6784,7563,6240,4010,2925,931,49638,17,33,42,40,56,56,15,3,0,260,1794,1251,1184,2033,2478,2640,1934,1269,525,15100,0,0,0,0,0,0,0,0,0,0,60,48,39,69,67,94,100,40,11,532,0,3,4,0,3,10,5,6,6,32,2298,1371,1180,1454,1691,1371,934,509,193,11000,11,13,7,7,20,27,22,10,3,124,83,27,35,74,25,36,43,15,4,347,3,14,8,4,11,24,10,4,3,88
LGA61510,1095,739,616,966,1081,899,628,289,91,6403,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,8,12,3,0,0,0,37,3,6,3,8,14,3,0,0,0,40,571,234,221,243,189,119,57,22,3,1652,330,176,177,200,168,138,76,44,30,1338,2007,1158,1028,1423,1465,1153,762,360,120,9478,0,9,0,9,12,6,3,0,0,38,447,316,268,451,582,557,409,218,77,3336,0,0,0,0,0,0,0,0,0,0,9,3,0,3,10,9,0,4,0,43,0,0,0,0,0,0,0,0,0,0,465,251,206,302,358,253,136,66,23,2052,4,0,0,0,5,0,0,0,0,10,0,0,0,0,4,4,0,0,0,14,25,11,24,10,18,15,6,7,3,115
LGA61610,2270,1569,1549,2021,2376,2242,1739,1272,463,15502,4,0,0,3,0,3,3,0,0,19,25,8,11,15,6,3,0,0,0,71,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,15,5,4,8,0,0,44,5,3,9,18,5,4,8,0,0,48,1637,900,872,716,525,334,186,99,31,5307,786,405,361,391,355,290,187,162,62,2997,4736,2894,2805,3171,3285,2886,2123,1541,560,24015,10,14,18,21,19,16,6,0,0,115,634,485,398,687,883,957,778,514,215,5544,0,0,0,0,0,0,0,0,0,0,119,50,72,75,122,125,109,85,45,806,54,50,18,29,28,24,30,15,19,262,754,431,466,528,603,559,411,217,82,4052,23,6,7,15,20,13,14,6,0,109,12,14,3,6,5,8,11,4,3,61,11,12,3,18,19,20,27,7,4,128
LGA61810,741,464,423,623,785,679,541,370,107,4729,0,0,0,3,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,3,0,0,0,3,0,0,0,0,7,460,205,174,197,170,102,51,32,12,1399,217,126,74,109,107,89,73,34,8,838,1424,799,669,941,1066,872,666,434,125,6996,0,3,4,3,9,3,0,0,0,31,275,162,149,264,375,413,318,201,56,2211,0,0,0,0,0,0,0,0,0,0,13,7,3,7,4,10,3,0,0,53,23,13,8,13,11,5,3,0,0,94,89,89,78,88,129,110,89,41,10,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,3,8,4,0,34
LGA62010,82,38,40,81,108,115,63,26,14,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,16,24,25,38,31,9,6,3,196,16,5,8,11,23,15,5,6,0,89,134,63,75,113,169,164,82,38,22,859,0,0,0,0,3,7,0,0,0,6,36,10,14,29,56,72,58,10,3,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,11,11,21,31,16,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA62210,738,433,354,635,721,675,424,255,62,4298,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,0,0,21,0,0,4,6,3,4,0,0,0,21,454,199,215,168,156,108,38,26,4,1359,264,107,84,108,95,67,68,20,6,824,1460,743,665,923,980,864,527,296,70,6529,4,9,3,4,3,8,0,0,0,28,253,174,131,261,374,386,271,141,50,2033,0,0,0,0,0,0,0,0,0,0,17,7,7,14,12,15,7,7,0,101,0,0,0,0,0,0,0,0,0,0,223,123,117,144,191,183,120,55,15,1172,3,0,0,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,6,6,0,0,34
LGA62410,332,167,213,332,459,651,404,205,69,2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,14,0,3,0,0,0,4,0,0,0,14,191,66,96,106,124,111,50,11,4,760,151,61,57,62,70,87,59,19,6,569,675,303,366,501,662,856,509,232,83,4188,3,4,9,3,3,7,0,0,0,32,173,71,93,174,203,387,327,141,48,1618,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,6,13,3,0,33,0,0,0,0,0,0,0,0,0,0,81,39,47,68,91,108,95,26,14,574,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,3,0,10,4,0,0,6,9,5,4,5,0,28
LGA62610,4629,3564,3097,4234,4572,3949,3028,2338,703,30116,22,17,19,19,8,8,3,3,0,105,40,21,27,26,13,12,3,0,0,137,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,0,3,3,0,0,0,0,0,17,18,32,22,31,26,11,5,0,0,149,25,38,30,33,24,11,5,0,0,169,2243,1286,1258,1075,723,408,194,111,30,7330,1313,768,679,694,531,483,399,376,174,5409,8283,5706,5144,6098,5909,4891,3635,2833,913,43414,41,24,42,52,47,35,3,9,0,251,1369,1135,1172,1552,2122,1988,1577,1091,435,12443,0,0,0,0,0,0,0,0,0,0,94,63,44,49,75,61,50,36,12,493,54,38,25,27,21,8,9,11,0,193,1967,1457,1237,1348,1624,1276,981,612,217,10728,4,9,5,14,6,9,12,3,6,65,69,32,36,52,56,41,55,31,11,381,19,12,19,16,15,18,18,10,3,133
LGA62810,3454,3786,2769,3411,3938,3278,2253,2023,874,25790,35,56,60,42,35,20,13,0,0,268,82,107,66,38,37,14,0,7,0,353,20,11,14,14,10,14,7,5,0,88,0,0,0,0,0,0,0,0,0,0,3,6,3,5,3,3,0,0,0,26,22,71,76,47,52,22,14,3,6,311,29,80,77,51,58,25,16,5,6,334,2383,2999,2420,1992,1984,1242,352,255,84,13721,1015,1308,983,808,853,594,335,275,103,6278,7069,8643,6584,6464,7028,5263,2989,2575,1081,47698,66,257,233,131,115,100,28,12,3,946,1040,892,667,1063,1428,1628,1124,777,522,9128,0,0,0,0,0,0,0,0,0,0,42,76,37,52,58,48,30,15,17,376,3,6,3,4,4,0,3,10,3,38,1346,1247,950,1103,1324,1090,706,600,238,8601,3,9,0,3,12,14,6,3,3,57,131,89,69,107,123,70,95,61,9,756,10,8,21,16,15,15,14,7,5,105
