LGA_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
LGA14500,0,0,0,3,13,0,4,0,0,10,15,0,5,0,0,18,7,0,7,0,0,12,20,0,16,0,0,39,31,0,22,4,0,58,97,5,45,3,3,159,326,9,143,22,12,518,268,30,349,50,35,729,179,42,316,59,25,620,92,51,226,69,30,468,58,33,229,47,21,390,144,179,576,199,56,1166,44,9,44,15,11,120,1360,381,2024,505,211,4488
LGA14550,0,0,0,0,11,0,3,0,3,24,13,0,15,0,0,31,16,5,12,0,0,30,29,6,25,4,0,64,17,3,19,3,3,43,3,0,9,3,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,116,21,96,7,18,255
LGA14600,3,0,0,8,14,0,17,3,0,32,23,3,32,3,4,63,8,3,9,0,0,24,8,0,25,0,0,39,3,0,10,0,0,11,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,104,9,138,7,17,276
LGA14650,3,0,3,27,93,3,14,3,7,123,276,14,60,4,29,371,141,14,59,7,13,241,196,20,111,14,42,382,663,68,505,55,109,1392,934,145,1018,117,159,2382,288,117,501,60,82,1056,78,32,113,37,21,280,16,15,23,7,3,64,7,3,11,3,8,27,0,0,0,0,0,4,6,0,3,0,0,10,71,4,35,4,20,139,2871,454,2534,324,503,6683
LGA14700,0,0,0,0,6,0,4,0,0,10,7,0,0,0,0,7,5,0,3,0,0,12,14,0,4,0,0,26,25,3,7,5,0,41,164,3,93,7,5,276,517,6,242,20,18,802,305,8,182,18,9,519,144,6,127,10,4,288,68,7,99,9,3,180,36,3,79,11,11,132,41,22,143,36,5,253,31,0,19,0,4,57,1399,61,1022,109,63,2650
LGA14750,3,0,0,3,11,0,9,0,0,26,41,3,32,0,3,82,37,6,17,3,3,65,37,5,36,0,5,90,22,8,41,3,5,84,9,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,20,189,24,173,11,25,422
LGA14850,0,0,0,5,20,0,13,0,0,39,47,5,23,3,3,84,57,3,22,0,3,95,143,6,73,6,8,243,210,37,219,12,19,499,114,33,160,25,26,352,20,12,26,7,0,60,5,0,3,0,0,8,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,4,0,34,671,97,584,62,74,1486
LGA14870,0,0,0,3,13,3,5,3,0,24,45,0,27,0,3,85,28,0,20,0,7,65,62,10,46,3,9,132,63,4,61,0,22,155,22,10,36,9,4,75,0,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,3,18,263,34,236,15,55,610
LGA14900,5,0,3,21,66,5,34,0,10,118,238,10,86,19,45,390,82,28,52,14,25,191,259,48,300,25,47,681,492,71,634,60,120,1375,792,222,1346,160,266,2788,616,293,1182,214,283,2587,193,157,444,88,126,1004,41,40,105,26,34,236,12,11,18,7,5,61,4,0,7,0,0,9,12,8,12,4,7,40,94,30,134,20,30,307,3044,926,4458,647,1008,10088
LGA14920,0,0,0,3,11,0,19,0,3,34,27,3,12,0,9,48,14,3,21,0,0,41,25,3,32,3,3,70,8,3,33,0,7,54,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,3,0,28,140,21,168,15,23,370
LGA14950,0,0,0,0,4,0,0,0,0,6,8,0,8,3,0,13,4,0,5,0,0,9,4,0,6,0,0,13,0,3,4,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,34,3,43,3,0,82
LGA15050,0,0,4,14,22,0,11,0,0,35,98,3,35,9,14,160,64,8,32,4,11,121,130,22,142,8,32,331,429,30,353,29,51,891,481,124,839,73,98,1610,73,24,118,14,12,241,8,7,23,5,4,45,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,23,3,15,3,7,52,1376,232,1591,141,232,3567
LGA15240,3,0,3,12,53,0,22,0,8,81,166,7,58,3,14,246,146,8,65,0,18,235,287,15,167,18,38,530,398,51,420,40,83,993,236,71,336,44,43,731,38,26,54,8,11,135,3,5,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,3,27,7,7,91,1486,191,1222,135,246,3288
LGA15270,0,0,0,0,6,4,9,0,0,18,22,7,25,0,3,57,38,3,25,0,4,66,59,14,39,4,6,120,111,16,137,4,15,282,76,17,141,4,14,259,18,4,32,3,0,53,0,3,6,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,3,14,0,0,41,406,72,462,19,54,1013
LGA15300,5,0,0,20,24,13,31,0,7,71,58,9,39,3,15,116,28,3,22,3,3,58,33,0,31,3,4,75,29,6,42,3,4,82,14,0,28,0,3,50,9,0,9,0,0,22,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,22,3,3,62,297,45,305,26,56,723
LGA15350,0,0,0,3,6,0,0,0,0,6,3,0,3,0,0,3,3,0,0,0,0,3,12,0,3,0,0,11,11,0,10,0,0,16,148,0,25,3,0,183,274,0,80,3,6,359,226,3,98,12,3,342,127,3,74,5,5,213,82,5,62,4,3,156,43,4,59,9,3,117,85,54,296,60,9,502,19,3,14,4,0,45,1037,77,730,107,37,1995
LGA15520,0,0,0,4,25,0,18,0,0,42,17,3,21,0,5,44,23,0,12,0,0,35,35,3,18,0,3,59,32,0,34,3,3,71,26,4,34,0,0,63,3,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,14,230,21,183,5,15,459
LGA15560,3,0,0,9,10,0,8,4,0,23,24,0,20,0,0,49,5,0,12,0,0,15,7,0,9,0,0,17,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,15,84,10,85,8,10,197
LGA15650,0,0,0,0,9,0,4,0,3,18,41,0,24,4,4,71,57,3,19,0,3,89,102,15,97,4,13,226,114,21,162,8,19,318,28,10,45,3,4,93,0,0,17,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,12,0,0,23,398,54,401,26,55,933
LGA15700,0,0,0,0,25,3,0,3,0,37,43,6,13,0,3,67,31,4,9,0,5,50,41,3,42,3,6,103,80,7,79,6,13,191,42,12,64,4,6,129,6,0,8,0,0,22,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,3,21,317,34,253,24,37,678
LGA15750,3,4,0,5,25,3,12,0,3,45,29,0,20,0,3,58,21,0,24,0,8,50,20,5,21,3,6,65,37,3,33,0,3,80,40,7,50,4,3,98,6,0,5,0,0,18,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,0,0,16,250,32,234,26,31,574
LGA15800,6,0,0,6,11,0,6,0,5,19,17,0,20,3,0,45,11,0,8,0,0,23,13,0,15,0,5,30,3,0,8,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,12,77,3,84,10,11,191
LGA15850,0,0,0,6,3,0,6,0,3,10,25,0,18,0,0,41,8,3,8,0,0,22,21,3,20,0,5,49,14,0,7,0,0,23,3,0,5,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,106,19,90,3,17,231
LGA15900,0,0,0,19,59,0,13,0,8,80,178,0,29,7,16,234,126,3,43,4,14,180,266,8,117,6,21,410,830,40,487,29,66,1452,1500,94,963,80,118,2765,526,67,443,71,56,1159,149,23,130,17,16,333,61,9,45,3,3,125,22,6,28,3,4,66,5,5,15,0,0,25,14,3,12,4,3,33,70,12,37,3,4,125,3897,278,2398,234,330,7138
LGA15950,0,0,0,0,17,0,6,0,0,18,36,0,0,3,0,41,23,0,3,0,0,25,20,0,7,0,0,26,77,0,5,0,3,87,531,3,79,3,7,624,1166,11,246,13,24,1457,1220,8,428,20,10,1689,804,13,371,20,19,1221,378,6,281,24,18,709,243,15,172,14,15,453,325,44,413,102,44,926,73,7,38,10,5,120,4973,100,2086,211,158,7527
LGA15990,4,0,0,16,43,0,13,0,5,58,73,0,9,3,3,86,33,3,13,3,0,50,61,4,37,9,4,110,105,5,90,10,9,221,654,19,235,22,17,938,1620,61,742,67,58,2548,1189,37,765,55,64,2119,760,66,692,74,81,1670,471,80,615,90,67,1322,255,72,498,65,50,943,410,208,1068,180,127,1995,133,20,89,17,19,285,5965,588,4974,599,527,12662
LGA16100,0,0,0,4,6,0,3,0,0,7,8,0,9,0,0,19,7,3,8,0,3,20,20,0,24,0,0,43,9,0,17,0,0,32,3,0,4,0,3,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,8,81,10,80,3,11,191
LGA16150,0,0,0,7,14,0,10,0,0,22,67,3,16,0,9,100,49,0,43,3,8,108,129,8,117,12,13,271,220,24,271,15,24,548,202,54,292,23,31,598,24,16,39,7,3,92,5,3,12,0,0,16,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,18,0,13,0,3,38,749,108,838,52,103,1856
LGA16200,0,0,3,7,18,0,8,0,0,31,43,9,27,4,3,82,32,8,20,0,4,59,49,3,48,0,9,116,49,10,59,12,4,142,8,4,25,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,224,39,223,25,36,547
LGA16260,5,0,0,36,85,3,19,6,15,126,210,3,54,13,13,296,115,5,47,14,16,201,210,20,193,28,42,491,433,23,288,20,35,812,2407,144,2914,158,143,5766,2373,217,3014,245,237,6097,999,137,1358,185,142,2828,230,68,435,94,80,918,86,34,177,46,26,370,42,19,67,25,18,164,42,13,48,7,9,116,193,24,123,22,26,392,7622,734,8881,872,823,18932
LGA16350,0,0,0,11,49,0,22,0,0,72,137,11,34,0,7,191,82,4,33,3,12,141,186,22,138,4,24,379,546,48,465,47,77,1183,1422,242,1827,153,303,3940,550,159,821,108,162,1797,148,69,227,40,66,551,34,16,55,6,24,136,11,0,17,3,5,36,0,3,7,0,3,15,7,0,3,0,0,13,74,12,60,14,21,176,3300,599,3796,383,731,8804
LGA16380,3,0,0,10,40,3,8,0,3,58,100,0,12,3,4,128,73,8,18,0,8,102,133,5,65,5,21,231,357,28,235,23,38,679,474,74,530,73,61,1215,165,59,206,30,26,488,42,16,58,10,12,132,10,3,8,0,0,23,4,0,0,0,0,4,3,0,3,0,0,3,0,0,3,0,0,4,35,7,18,3,8,71,1515,219,1204,151,184,3275
LGA16400,0,0,0,3,41,0,9,0,0,58,71,10,32,0,12,121,53,3,29,6,5,95,174,29,234,13,28,481,279,22,247,30,41,622,318,77,451,46,68,959,119,36,159,21,29,363,22,19,35,6,8,91,5,3,9,5,4,29,0,0,3,0,0,8,3,0,0,0,0,3,3,3,3,0,0,10,31,0,18,0,0,57,1166,207,1274,136,199,2982
LGA16490,3,0,0,8,10,0,14,0,0,28,73,0,43,5,4,128,63,6,55,0,0,125,154,9,156,12,5,340,225,23,218,12,10,487,320,27,301,32,24,704,111,27,145,18,22,326,43,22,86,15,14,178,12,13,38,6,3,64,8,0,14,0,3,17,3,3,3,0,0,8,6,3,4,0,0,10,24,3,21,5,6,57,1109,136,1127,107,103,2580
LGA16550,6,0,0,17,39,0,10,0,3,59,142,0,26,6,12,195,52,9,18,3,4,79,78,10,37,7,12,142,138,5,66,13,5,234,532,9,165,22,19,747,1431,26,545,55,59,2111,1546,39,740,58,78,2461,846,28,560,46,39,1521,343,38,305,35,35,754,161,24,234,24,15,458,211,90,548,67,45,967,114,5,59,14,18,205,5769,292,3399,363,349,10170
LGA16610,0,0,0,7,21,0,4,0,5,31,43,7,18,0,13,80,29,5,25,5,11,64,98,9,106,12,13,233,87,28,132,13,23,278,27,11,56,4,8,102,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,22,350,68,372,37,64,890
LGA16650,3,0,0,8,17,0,0,3,0,24,54,0,9,0,3,73,42,0,18,0,10,66,71,9,34,3,10,131,159,8,95,5,10,284,1050,52,722,63,74,1964,1171,65,861,78,110,2279,815,67,577,76,86,1618,276,36,206,34,45,596,68,11,68,14,16,170,21,3,34,8,0,65,37,9,46,6,7,103,99,16,66,10,16,199,3979,280,2807,312,391,7765
LGA16700,4,0,0,13,35,0,9,3,0,47,100,4,10,3,8,127,71,3,15,3,5,100,96,7,58,4,14,173,250,5,80,6,10,353,1187,30,734,66,42,2055,1262,56,839,69,74,2306,593,66,647,79,71,1459,290,53,446,62,43,894,106,29,161,34,19,347,46,12,90,19,16,176,44,20,96,16,13,189,95,7,54,18,20,187,4279,308,3297,403,336,8620
LGA16900,0,3,0,13,26,0,11,0,5,41,135,3,20,11,9,179,41,8,23,3,11,86,75,6,39,10,8,144,194,10,129,22,48,403,322,55,419,44,78,915,133,53,275,42,45,546,46,29,101,20,23,216,10,3,18,5,4,32,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,4,8,21,7,16,4,4,54,1041,173,1083,152,244,2697
LGA16950,3,0,4,19,43,0,9,0,3,61,137,6,62,6,13,236,106,12,72,3,11,205,312,23,240,15,33,619,483,60,514,43,77,1176,359,80,495,43,63,1037,53,9,79,7,17,173,12,5,17,3,0,36,10,0,10,0,0,17,3,0,0,0,0,7,0,0,0,0,0,3,8,0,3,4,0,11,50,11,34,0,11,104,1667,212,1587,133,246,3845
LGA17000,0,0,0,4,11,0,3,0,0,17,25,4,16,0,0,45,21,0,16,0,4,39,53,3,63,5,11,139,107,20,130,3,20,288,67,25,145,12,17,269,15,7,36,8,3,71,3,3,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,3,10,0,0,29,360,62,454,39,69,982
LGA17040,3,0,0,7,22,3,11,0,3,38,42,0,24,0,8,73,37,0,26,0,9,68,63,4,56,3,6,138,57,14,61,3,4,135,47,5,60,3,3,125,4,0,12,0,0,13,0,0,0,0,0,3,4,0,5,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,14,0,0,29,348,38,300,27,41,750
LGA17080,0,0,0,3,21,3,20,3,3,41,58,3,44,3,9,109,32,6,22,0,0,64,34,4,46,3,3,93,37,6,58,4,3,111,4,10,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,20,231,31,248,19,22,551
LGA17100,0,0,0,3,18,0,7,0,0,26,27,0,3,0,0,34,24,4,9,3,3,37,33,0,5,4,0,47,36,3,31,10,12,97,327,26,283,37,29,693,507,52,463,50,41,1105,245,36,185,48,32,543,69,15,64,21,21,190,34,9,49,15,6,106,12,5,12,8,0,32,14,9,29,7,4,57,36,4,14,6,6,69,1398,158,1186,213,156,3112
LGA17150,0,0,0,10,46,0,0,0,3,52,71,0,10,4,5,94,35,3,20,0,9,71,84,11,99,9,8,216,156,10,77,14,14,258,984,32,525,52,58,1649,952,63,717,57,89,1880,461,68,627,88,106,1348,250,68,403,73,79,873,105,45,196,46,49,441,45,25,103,14,20,207,45,37,102,34,27,251,86,6,46,15,19,168,3425,388,2998,405,495,7711
LGA17200,3,4,0,42,108,7,15,0,14,144,318,4,36,5,18,382,86,3,30,3,11,138,179,0,35,5,18,235,415,4,51,13,12,492,1124,12,122,13,26,1299,3009,8,316,17,13,3369,3662,13,484,21,39,4209,2810,22,599,37,36,3512,1725,11,372,22,32,2160,768,3,224,14,11,1024,1254,35,400,97,65,1848,318,3,70,7,10,403,15988,135,2834,281,310,19552
LGA17310,0,0,0,3,45,3,19,0,4,70,117,8,53,14,14,195,100,4,48,3,8,168,171,15,135,11,30,355,344,40,360,16,27,790,171,50,308,22,34,583,25,12,79,7,5,127,4,3,7,0,0,12,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,30,3,31,4,8,78,1106,157,1100,85,134,2587
LGA17350,0,0,0,4,6,0,3,0,0,13,13,0,23,4,3,40,14,4,7,0,4,31,11,3,15,0,3,36,11,0,11,3,0,24,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,82,12,92,4,6,200
LGA17400,0,0,0,3,12,0,6,0,0,26,12,3,6,0,3,30,29,0,9,0,0,35,19,3,19,0,0,46,4,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,116,11,70,3,8,211
LGA17420,0,0,0,3,14,0,7,0,3,20,17,3,12,0,0,30,22,0,7,4,0,28,56,3,41,0,3,95,67,9,46,7,9,137,156,13,121,22,21,324,425,57,532,60,66,1138,390,137,849,117,118,1607,195,127,507,105,111,1043,84,45,205,51,54,439,38,41,95,29,26,231,30,34,89,27,31,208,35,10,46,11,17,117,1575,484,2596,445,461,5565
LGA17550,0,0,0,6,27,3,4,0,3,38,96,4,17,4,6,124,58,3,30,3,5,101,104,3,46,4,9,173,369,21,225,23,41,687,530,78,576,56,83,1335,203,83,339,44,47,714,68,21,118,16,23,247,27,5,54,8,3,101,8,6,17,6,0,43,0,0,10,0,0,19,3,3,7,0,0,13,38,6,33,3,6,84,1581,248,1533,180,249,3789
LGA17620,0,0,0,0,11,0,5,0,0,20,25,3,11,0,4,36,43,0,18,0,3,63,67,4,49,7,11,132,42,11,55,6,4,124,27,4,32,0,0,71,5,3,14,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,14,0,3,40,311,39,265,15,32,658
LGA17640,0,0,0,0,5,0,7,0,0,19,4,0,6,4,0,15,14,0,7,0,0,21,16,4,16,0,0,40,10,4,26,0,4,45,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,111,11,95,9,12,230
LGA17650,0,0,0,3,12,0,3,0,0,13,17,0,6,0,3,31,8,0,10,0,0,20,13,0,17,0,3,29,13,0,13,0,0,33,5,4,7,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,17,99,14,92,7,16,219
LGA17750,9,0,0,18,35,0,11,0,0,49,127,5,87,7,16,239,83,3,67,5,10,170,247,21,263,5,18,555,461,55,408,21,40,979,216,48,276,27,26,596,35,16,77,11,3,138,3,6,12,0,0,18,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,34,5,23,3,4,66,1311,175,1257,92,109,2941
LGA17850,0,0,0,0,11,0,4,0,3,20,7,0,3,0,0,17,6,0,8,0,0,13,6,0,10,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,0,15,64,9,59,8,3,144
LGA17900,5,0,0,13,13,0,12,0,0,27,35,3,35,0,3,74,14,4,18,0,0,41,4,0,13,0,0,19,3,0,8,0,0,8,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,6,0,0,22,158,11,140,4,15,333
LGA17950,0,0,0,0,10,0,12,0,0,19,6,0,4,0,3,17,9,3,6,0,4,19,6,0,9,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,11,48,10,51,9,4,121
LGA18020,0,0,0,4,34,3,14,0,0,52,45,5,37,0,6,89,26,0,24,8,3,67,11,0,15,0,6,35,0,0,9,0,0,14,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,23,165,19,138,13,19,357
LGA18050,0,0,0,3,9,0,4,0,0,14,18,0,0,0,3,24,9,0,0,0,0,15,26,0,4,0,0,32,54,4,14,0,3,70,272,0,56,4,3,337,589,9,150,14,14,775,790,12,249,14,18,1083,657,10,270,12,7,945,405,12,181,19,13,630,240,9,154,10,8,412,302,64,468,55,25,911,65,6,42,5,3,116,3493,120,1625,142,103,5474
LGA18100,0,0,0,4,12,0,3,0,0,15,5,0,6,0,0,19,7,0,7,0,0,17,7,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,3,42,0,3,97
LGA18200,3,0,0,4,12,0,6,3,4,31,28,0,11,0,0,40,10,3,11,0,0,24,10,0,12,0,3,31,5,0,11,0,0,19,3,0,9,5,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,3,14,118,14,86,12,12,249
LGA18230,0,0,0,19,42,3,17,3,4,72,123,0,56,7,19,213,101,3,57,3,13,177,175,11,149,4,14,351,227,38,251,26,19,560,123,35,215,18,21,411,22,10,39,3,8,84,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,24,4,20,3,5,62,910,114,860,79,103,2068
LGA18250,0,0,0,0,12,0,0,0,0,11,23,0,10,0,3,29,22,0,7,0,3,28,20,0,5,3,4,31,52,0,13,3,6,73,162,3,78,9,7,261,645,23,399,45,29,1143,696,29,553,51,20,1349,330,18,334,37,25,740,165,21,289,35,26,535,107,14,210,27,9,373,143,78,455,99,30,803,60,6,52,11,7,136,2497,208,2472,322,179,5675
LGA18350,0,0,0,3,7,0,4,0,0,15,11,0,6,3,0,22,40,0,23,0,3,68,51,3,19,0,3,80,115,8,93,8,20,248,196,28,207,10,22,471,99,28,141,16,27,307,56,9,59,15,9,157,20,3,27,4,0,52,16,0,12,3,0,32,3,0,4,0,0,6,9,6,16,8,0,27,20,0,21,3,5,50,697,98,675,80,109,1653
LGA18400,0,0,0,8,3,0,5,3,0,15,23,0,7,3,0,30,17,0,15,0,3,29,25,3,18,0,3,44,70,8,52,5,13,144,115,20,171,21,22,350,65,19,113,10,20,223,30,9,52,5,13,110,13,3,22,3,3,48,3,0,6,0,3,20,0,0,0,0,3,3,3,0,3,0,0,3,12,4,11,0,8,32,421,76,509,50,89,1153
LGA18450,0,0,0,22,99,0,36,3,6,146,378,11,91,16,25,514,166,10,83,8,18,287,325,24,144,15,47,553,761,60,500,35,95,1459,1100,156,1042,115,186,2595,527,86,616,84,78,1405,206,41,258,41,32,573,59,22,99,9,11,205,25,9,31,10,4,74,13,4,19,3,4,42,6,3,9,0,0,26,85,15,51,4,15,174,3882,463,3068,357,540,8310
LGA18500,0,0,0,0,3,0,0,0,0,4,11,0,0,0,0,14,10,0,3,0,0,15,10,0,0,0,0,9,40,0,20,0,0,64,139,3,15,0,3,162,231,5,75,3,4,318,434,0,128,12,3,578,379,3,135,8,10,533,234,10,112,12,11,374,149,8,79,6,8,251,335,93,502,99,59,1080,41,9,19,9,3,78,2069,136,1138,167,107,3612
