LGA_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
LGA52380,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,10
LGA52450,0,0,0,0,0,0,3,0,0,5,3,0,3,0,0,10,0,0,3,0,0,3,6,3,10,0,0,22,3,0,9,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,3,35,0,3,72
LGA52520,0,0,0,0,6,3,5,0,0,15,3,0,3,0,0,5,3,3,4,0,0,13,5,0,4,0,0,15,11,0,3,0,0,16,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,45,7,41,3,4,102
LGA52590,0,0,0,0,6,0,4,0,0,5,3,0,0,0,0,3,11,0,0,0,0,11,4,0,11,0,0,15,10,3,16,3,3,35,10,0,17,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,10,66,8,71,7,13,161
LGA52660,0,0,0,5,9,0,0,0,0,11,11,0,4,0,0,17,8,0,7,0,0,14,16,0,20,0,0,37,66,4,61,9,5,143,69,22,126,7,21,249,12,0,20,0,0,34,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,14,212,34,247,15,36,540
LGA52730,0,0,0,0,3,0,3,0,0,6,9,0,7,0,0,20,6,0,8,0,0,16,14,3,10,0,0,28,30,9,36,0,4,73,21,7,38,0,0,66,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,7,103,25,111,3,13,260
LGA52800,72,4,11,142,47,16,85,0,5,155,30,4,45,0,3,76,13,0,20,0,0,32,19,7,28,0,3,54,12,3,17,0,3,38,10,0,21,0,0,32,6,0,0,0,0,9,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,42,3,30,0,8,80,346,53,449,11,49,904
LGA52870,0,0,0,0,3,0,3,3,0,13,4,0,0,0,0,12,11,0,9,0,0,22,8,0,7,0,3,14,14,0,17,0,0,38,8,3,20,0,0,36,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,66,6,73,6,5,153
LGA52940,0,0,0,4,0,0,6,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,14,0,3,34
LGA53010,0,0,0,0,8,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,17,0,0,35
LGA53080,0,0,0,3,3,0,4,0,0,7,4,0,4,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,21,0,16,0,0,36
LGA53150,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,9,23,0,8,0,0,31,30,0,14,0,0,50,26,0,20,4,0,47,11,3,16,3,0,29,9,5,18,4,0,31,8,0,8,0,0,15,0,0,3,0,0,8,3,0,10,0,3,13,0,0,0,0,0,3,120,15,92,13,7,244
LGA53220,28,0,0,47,58,19,146,12,9,241,30,3,43,0,4,72,21,0,26,0,0,53,14,4,14,0,0,31,19,0,26,0,0,47,19,4,17,3,3,51,12,0,17,0,3,27,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,27,0,5,72,345,48,492,27,42,957
LGA53290,3,0,0,3,12,0,9,0,0,24,42,5,25,0,0,77,18,0,13,0,0,35,43,6,42,4,3,97,85,10,54,3,6,163,43,16,61,8,13,144,12,8,14,8,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,15,0,0,29,315,63,299,29,35,736
LGA53360,0,0,0,0,4,0,5,0,0,8,16,0,3,0,0,22,8,0,0,0,0,11,4,0,17,0,0,20,16,0,3,0,0,21,18,0,12,0,0,31,24,4,21,0,0,55,4,3,3,0,0,11,4,0,3,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,111,12,86,5,11,219
LGA53430,0,0,0,0,15,0,4,0,0,17,39,0,13,0,5,54,14,0,6,0,0,25,29,0,18,0,3,47,90,3,39,3,6,148,199,14,78,8,7,305,186,0,93,7,4,288,114,7,68,3,4,197,42,7,25,4,3,82,26,3,12,3,0,45,17,0,6,0,0,31,17,0,12,6,0,32,18,0,3,0,3,32,838,41,377,33,49,1338
LGA53570,0,0,0,3,4,0,0,0,0,4,9,0,4,0,0,15,6,0,6,0,0,11,6,0,10,0,0,19,13,0,15,3,0,29,6,3,27,0,3,42,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,7,76,6,71,4,9,168
LGA53640,0,0,0,0,5,0,9,0,4,15,4,0,10,0,0,13,6,0,9,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,31,0,36,0,4,75
LGA53710,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,3,38
LGA53780,3,0,3,18,34,0,19,0,7,58,82,8,42,3,4,134,52,8,28,3,4,100,91,22,79,3,15,201,351,59,498,25,31,965,633,157,948,82,91,1907,216,95,387,50,59,808,27,13,52,6,9,117,4,3,7,0,3,14,0,0,4,0,0,8,0,0,0,0,0,0,5,0,7,0,3,17,39,14,50,6,9,113,1606,384,2160,183,241,4582
LGA53800,3,0,0,3,31,0,15,0,3,56,74,4,33,3,9,121,75,13,64,3,3,156,101,11,88,11,16,225,248,26,241,16,29,566,171,34,203,28,33,461,34,14,25,7,3,80,3,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,21,3,15,3,5,46,791,113,730,72,99,1803
LGA53920,19,0,3,29,14,3,34,3,11,65,7,0,14,0,0,21,5,0,4,0,0,7,0,0,4,0,0,4,0,0,3,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,19,0,5,51,121,14,146,5,23,303
LGA53990,0,0,0,3,11,0,0,0,3,18,13,0,8,6,8,40,21,3,19,3,9,55,46,5,33,5,0,93,79,20,115,11,9,229,96,36,258,20,21,422,15,8,28,3,5,58,3,0,4,0,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,4,4,0,3,17,316,74,493,44,60,991
LGA54060,0,0,0,0,7,0,0,0,0,7,19,0,3,0,0,23,4,0,3,0,0,10,12,0,4,0,0,23,19,3,18,0,5,48,7,3,11,3,4,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,78,9,57,4,8,155
LGA54130,0,0,0,0,4,0,7,0,0,9,3,0,3,0,0,8,3,0,0,0,0,8,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,23,5,26,0,3,58
LGA54170,4,0,0,5,19,0,8,0,3,32,55,3,13,0,4,69,45,4,8,0,0,61,37,5,32,0,3,79,170,4,59,6,9,251,828,67,646,54,67,1660,454,120,608,93,81,1355,117,77,298,52,47,593,55,43,136,53,15,305,33,19,67,33,6,152,14,14,24,3,8,63,7,9,25,6,3,50,38,3,30,3,8,82,1961,375,1972,306,268,4878
LGA54200,0,0,0,0,11,0,7,3,0,23,29,0,11,3,3,47,14,0,10,0,3,31,29,6,19,0,3,62,91,10,63,6,11,177,263,44,284,24,34,641,117,44,189,21,33,404,11,3,31,6,10,66,4,0,9,0,0,18,3,3,3,0,0,13,0,0,0,0,0,3,4,0,0,0,0,5,15,3,8,0,3,32,630,123,665,65,116,1596
LGA54280,3,0,0,7,24,4,32,0,3,64,63,0,61,3,4,134,68,5,29,0,3,114,105,9,102,9,6,233,222,18,202,5,11,458,181,31,246,3,22,490,64,13,115,7,15,222,22,5,57,4,4,90,3,0,10,3,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,14,0,3,43,802,101,901,46,76,1926
LGA54310,32,3,3,71,77,6,84,8,11,188,61,23,151,13,12,263,52,3,60,3,6,122,71,17,76,3,3,169,91,8,107,10,12,228,161,19,127,8,16,331,91,19,103,11,6,230,62,12,69,0,8,152,32,3,51,7,3,92,31,5,51,0,3,86,8,4,35,3,4,55,30,5,46,3,3,86,80,24,134,24,8,271,1154,206,1553,125,141,3180
LGA54340,0,0,0,5,19,0,8,0,0,29,25,0,10,0,4,40,9,3,5,0,0,17,6,0,15,0,3,31,9,0,17,0,0,25,8,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,97,15,70,4,8,195
LGA54410,0,0,0,0,9,0,4,0,0,11,3,0,4,0,0,5,0,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,14,0,0,43
LGA54480,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,13,0,15,0,0,29
LGA54550,0,0,0,0,11,0,5,0,0,14,17,0,4,0,0,18,8,0,4,0,0,11,4,0,5,0,0,7,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,3,38,0,3,96
LGA54620,0,0,0,0,5,0,3,0,0,15,7,0,0,0,0,8,0,0,4,0,0,4,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,28,0,20,0,0,48
LGA54690,0,0,0,4,4,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,13,0,0,24
LGA54760,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,17,0,18,0,0,33
LGA54830,0,0,0,3,15,0,9,0,0,23,46,0,6,3,0,60,40,3,11,5,7,65,64,7,48,4,3,123,168,22,174,7,22,387,280,33,368,22,36,739,34,8,41,3,10,93,8,0,3,0,0,12,0,3,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,0,0,22,685,79,680,45,80,1573
LGA54900,0,0,0,0,3,0,7,0,0,9,4,0,5,0,0,7,3,0,5,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,23,0,39,0,7,65
LGA54970,0,0,0,7,3,0,9,0,4,18,6,3,0,0,0,5,4,0,0,0,0,4,3,0,3,0,0,7,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,7,21,0,4,71
LGA55040,0,0,0,3,5,0,3,0,0,8,3,0,3,0,0,4,0,0,7,0,0,5,4,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,12,53,4,58,0,5,116
LGA55110,0,0,0,6,41,0,3,0,3,57,90,3,17,4,0,109,89,3,23,4,3,128,180,0,90,4,9,285,463,37,371,39,52,966,490,117,709,80,78,1469,111,38,135,27,26,332,32,17,23,4,6,77,13,0,14,0,4,27,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,3,0,10,32,3,13,6,4,61,1617,216,1424,170,196,3625
LGA55180,0,0,0,0,25,0,9,0,0,33,27,0,19,0,0,53,18,3,9,3,5,43,21,3,37,0,3,61,32,7,33,0,6,79,9,0,16,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,12,167,18,142,11,18,364
LGA55250,0,0,0,9,5,0,7,0,0,17,3,0,3,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,33,3,27,0,0,56
LGA55320,0,0,0,10,27,0,3,0,0,31,65,0,13,3,6,88,35,0,20,4,0,57,53,3,28,3,5,87,183,6,97,8,3,301,560,43,375,40,35,1051,358,90,411,71,42,964,129,45,215,54,32,477,48,30,114,31,16,240,31,13,54,19,12,122,13,8,41,9,3,77,18,14,78,13,11,124,39,6,23,3,0,73,1631,264,1509,259,173,3837
LGA55390,3,0,0,0,0,0,5,0,3,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,3,36
LGA55460,3,0,0,6,8,0,3,0,0,11,14,0,18,0,0,31,3,0,6,0,0,10,18,3,14,0,0,33,11,3,8,0,0,27,8,3,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,11,77,10,71,7,7,167
LGA55530,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,10,3,3,25
LGA55600,0,0,0,0,6,0,4,0,0,11,10,0,8,0,0,14,6,0,4,0,0,10,4,3,12,0,0,16,6,0,5,0,0,11,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,45,4,54,0,4,115
LGA55670,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,4,3,0,3,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,18,4,24,0,3,48
LGA55740,0,0,0,0,7,0,0,0,0,7,8,0,3,0,0,15,9,0,0,0,0,14,28,0,6,0,0,31,64,0,21,0,0,90,75,3,13,3,0,90,23,3,10,0,0,39,20,0,11,8,0,35,4,3,11,3,0,20,8,3,13,11,3,37,0,0,9,0,0,15,8,12,21,16,0,52,5,0,0,0,0,6,269,24,124,35,10,462
LGA55810,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,0,3,34
LGA55880,0,0,0,3,0,0,0,0,0,0,4,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,0,34
LGA55950,0,0,0,0,3,0,3,0,0,3,7,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,21,0,0,38
LGA56090,0,0,0,0,10,0,0,0,3,17,29,0,4,0,6,36,11,0,8,0,0,15,13,0,14,0,3,27,41,3,30,3,8,80,93,15,93,12,14,229,39,29,68,14,10,156,15,9,24,9,10,67,3,4,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,10,0,0,22,284,65,279,32,56,720
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,12
LGA56230,0,0,0,0,3,3,0,0,0,7,18,0,0,0,5,28,18,0,3,0,0,22,23,0,18,3,3,44,67,7,70,4,0,152,68,17,107,12,11,209,16,4,17,4,6,47,7,0,9,0,3,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,3,0,0,10,264,34,238,21,34,592
LGA56300,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,13,0,0,0,0,0,3,3,0,3,0,0,6,6,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,0,8,39
LGA56370,0,0,0,0,11,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,24,0,12,0,3,43
LGA56460,0,0,0,0,4,0,3,0,0,7,15,3,8,3,3,29,8,3,15,0,0,38,25,3,14,0,0,47,11,0,18,0,0,39,3,0,5,0,0,18,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,12,81,12,91,16,13,210
LGA56580,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,10,11,0,5,0,0,10,19,0,35,0,0,51,10,3,13,0,0,29,33,3,25,3,0,70,47,5,46,0,3,103,29,7,49,10,5,93,21,4,33,8,4,66,14,13,56,4,8,84,5,7,38,7,3,69,32,34,107,24,3,199,10,0,16,3,0,26,249,81,441,58,29,863
LGA56620,3,0,0,3,4,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,28,0,0,42,87,9,134,3,9,237
LGA56730,0,0,0,3,19,0,7,0,0,24,25,3,11,0,4,37,15,4,18,0,0,44,23,3,30,3,4,55,50,9,42,3,7,108,21,10,36,3,5,72,13,3,6,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,13,178,28,163,9,19,402
LGA56790,0,0,0,0,11,0,3,0,0,21,14,4,0,0,0,22,7,0,3,0,0,13,11,0,9,0,4,19,17,3,13,3,0,36,4,0,0,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,13,93,7,52,7,11,168
LGA56860,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,21
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,5,5,0,0,0,0,6,0,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,3,0,22,0,0,0,0,0,0,22,8,27,5,3,62
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12,0,0,20
LGA57080,0,0,0,0,12,0,3,0,0,19,23,0,0,0,0,23,10,0,5,0,0,13,45,0,8,0,0,61,120,0,30,0,0,153,538,0,93,11,3,643,518,3,85,14,14,634,243,0,50,9,3,305,99,3,31,4,0,139,57,0,20,5,0,92,20,0,12,0,0,33,49,3,19,3,4,72,26,0,8,0,0,40,1806,17,379,44,33,2271
LGA57140,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7,3,0,0,0,0,3,0,0,5,0,0,9,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,22,0,24,0,0,46
LGA57210,0,0,0,3,5,0,0,0,0,9,10,0,15,0,0,22,14,3,14,0,0,29,14,3,23,3,4,43,8,0,8,0,0,15,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,3,9,79,10,75,7,13,185
