LGA_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
LGA57000,23,318,7,387,0,0,0,6,0,6,3,0,0,0,0,4,0,0,0,0,0,3,9,3,0,3,0,21,84,34,30,232,0,383,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,17,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,61,0,101,6,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,11,3,0,0,0,14,0,0,0,3,0,3,0,0,0,0,0,0,33,8,11,39,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,27,10,3,3,0,43,0,0,0,15,66,82,189,65,49,525,79,905,3,18,25,221
LGA57080,271,1405,31,2134,0,0,0,26,0,26,1794,15,21,13,22,1870,68,7,3,28,0,105,144,36,14,30,3,227,1951,323,257,1402,57,3989,175,0,12,0,4,197,146,15,12,23,0,187,249,27,20,166,5,467,77,19,8,26,0,130,30,0,3,0,0,35,629,3,5,3,10,651,815,60,64,563,23,1525,306,61,18,155,10,554,322,0,3,3,3,326,17,3,0,0,0,23,24,0,0,6,0,38,5,3,0,8,0,17,77,3,3,0,0,81,130,20,3,0,0,156,183,18,9,25,6,236,80,7,3,7,0,90,556,71,51,392,13,1080,72,3,0,7,3,87,104,4,0,0,0,110,99,3,7,5,0,112,59,0,0,4,0,67,21,0,0,0,0,21,116,0,0,0,0,117,79,6,4,13,8,112,2313,68,77,79,46,2572,108,4,3,38,2663,2824,9474,692,535,3141,2878,16715,136,412,391,1760
LGA57140,35,460,25,587,0,0,0,15,0,15,0,0,0,3,0,5,3,0,0,0,0,4,9,0,0,3,0,12,109,40,22,305,11,488,0,0,0,0,0,0,0,0,0,0,0,3,18,3,3,11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7,60,4,89,11,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,11,11,12,0,0,0,23,3,0,0,0,0,5,0,0,0,0,0,0,24,9,4,50,3,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,19,4,4,5,0,37,4,0,3,20,46,73,204,82,51,740,82,1164,8,49,42,448
LGA57210,185,1546,38,2002,0,0,0,3,0,3,21,0,0,0,0,23,3,0,0,0,0,6,67,11,15,22,0,107,628,221,185,1120,57,2213,22,0,4,0,0,30,6,0,0,7,0,13,60,11,17,89,4,174,0,0,0,3,0,5,3,0,0,0,0,9,0,0,0,3,0,3,88,36,29,264,5,419,25,10,7,36,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,10,5,3,0,0,21,32,15,10,4,0,56,24,3,0,7,0,32,4,0,3,0,0,11,142,43,42,249,8,486,0,0,0,0,0,0,27,3,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,3,9,12,0,57,156,16,23,36,4,230,27,9,4,68,307,410,1183,368,327,2607,399,4882,42,212,193,1626
LGA57280,402,4148,153,5250,0,12,3,421,7,442,104,3,10,26,3,144,39,16,3,11,4,70,95,45,18,59,5,232,1139,378,339,2224,96,4173,151,0,13,3,6,179,30,4,0,12,0,49,97,46,25,271,13,443,21,4,4,20,4,50,11,3,0,4,0,20,121,4,0,0,3,127,251,70,67,632,19,1046,61,46,14,133,7,259,20,0,3,0,0,19,19,0,0,11,0,33,15,3,0,0,0,22,5,3,0,5,0,21,236,13,29,3,12,295,200,44,38,3,3,286,18,12,10,16,0,55,10,0,4,5,0,19,309,78,59,499,19,961,13,0,0,3,0,12,102,3,11,3,0,117,31,3,4,3,3,39,20,0,0,0,0,20,0,0,0,3,0,3,11,0,0,0,0,11,41,6,3,16,0,71,805,79,69,193,18,1164,47,10,9,197,2998,3256,3340,828,676,6893,3307,15046,106,477,433,4490
LGA57350,29,433,12,519,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,16,83,34,31,300,15,457,3,0,0,0,0,3,0,0,0,0,0,0,3,4,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,6,4,53,3,75,12,4,0,19,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,4,3,3,0,3,0,11,0,0,0,0,0,0,13,7,3,55,3,80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,8,7,0,7,7,0,25,3,3,0,5,13,26,131,78,50,747,43,1044,9,34,21,380
LGA57420,85,717,20,923,0,0,0,3,0,3,5,0,0,0,0,8,0,0,0,3,0,3,23,14,6,7,3,50,212,93,69,500,21,898,10,0,0,0,0,10,0,0,0,3,0,4,23,8,0,47,0,72,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,3,0,7,42,16,4,124,5,191,3,6,0,38,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,13,16,3,3,0,0,25,3,0,0,3,0,8,0,0,0,0,0,3,61,34,11,117,5,220,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,3,0,13,60,10,7,26,3,102,13,0,0,39,125,181,438,171,115,1241,168,2126,4,60,54,541
LGA57490,4147,24669,915,35972,0,10,3,127,6,142,465,31,34,84,17,632,284,72,48,141,7,551,1303,351,241,582,30,2502,23710,4842,4113,16511,1034,50214,582,15,94,6,13,717,227,32,29,112,11,415,1027,314,244,1472,66,3121,112,39,21,98,3,267,91,18,17,22,3,146,445,64,28,28,9,573,3002,631,507,4018,168,8324,895,419,205,1157,55,2725,28,0,4,0,0,38,31,3,4,15,0,58,48,8,0,17,0,75,95,36,18,63,3,214,1961,184,119,49,57,2370,1040,243,194,53,43,1569,320,52,48,138,5,563,94,11,10,30,6,154,4586,950,733,3386,213,9869,367,18,5,20,0,409,1122,61,54,14,13,1270,229,22,11,85,11,361,38,13,4,7,0,63,23,4,0,3,0,31,96,9,6,3,4,107,807,127,70,174,23,1197,4055,633,524,654,143,5998,553,103,89,831,5147,6735,40550,8805,6940,40424,7394,104105,1267,6149,5101,28440
LGA57630,4,30,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,25,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,3,18,19,23,9,6,54,18,105,0,0,3,18
LGA57700,807,4980,120,7009,0,0,3,32,0,34,73,0,5,7,0,89,30,7,4,24,0,60,467,110,91,254,12,938,3145,934,832,3212,189,8305,28,0,11,0,0,38,37,5,7,17,3,76,154,51,36,218,8,473,12,7,4,17,0,39,13,3,0,3,0,18,51,16,3,12,3,88,401,118,75,688,28,1318,232,87,56,288,21,681,3,0,0,0,0,3,9,0,0,3,0,10,3,0,0,7,0,8,20,6,0,4,0,32,108,11,4,3,0,132,149,39,26,4,8,223,46,11,13,30,5,104,10,0,0,4,0,19,526,168,104,601,26,1433,5,0,0,0,0,5,96,4,11,0,6,123,18,6,4,13,0,38,10,4,0,3,0,19,3,0,0,0,0,3,8,5,0,0,0,12,94,17,21,37,3,170,521,115,88,129,14,870,91,30,23,188,897,1224,5434,1642,1365,8073,1234,17745,307,1420,1180,7020
LGA57770,33,314,12,396,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,4,0,5,18,3,0,4,0,24,105,52,30,174,7,370,0,0,0,0,0,0,3,0,0,0,0,3,9,7,0,13,0,29,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,56,3,90,11,0,0,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,13,11,7,33,0,69,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,15,3,5,10,0,32,0,5,0,6,32,38,192,82,47,494,41,855,3,37,47,343
LGA57840,1372,7972,207,11426,0,5,3,75,0,84,3152,66,77,40,56,3389,137,38,23,128,3,324,396,106,76,150,9,739,4775,1526,1189,6207,203,13900,246,3,31,9,3,293,229,22,24,54,3,337,401,91,74,508,12,1086,163,45,26,91,3,331,75,15,9,13,0,105,989,34,27,7,13,1076,1107,291,207,2237,44,3894,799,242,107,687,33,1864,263,0,3,0,6,274,39,5,11,16,7,80,31,10,3,22,0,73,31,17,5,11,0,63,79,13,17,0,3,114,255,84,56,14,4,416,294,41,21,63,3,416,95,7,9,23,3,133,1239,331,273,1636,53,3527,55,0,0,7,0,62,334,17,15,8,3,374,108,10,4,31,0,156,124,6,5,3,0,135,66,3,0,0,4,73,177,0,5,0,3,188,195,29,32,97,0,358,3996,290,260,271,92,4912,230,40,29,224,2482,2995,17453,3005,2393,14778,3113,40739,279,1709,1416,7717
LGA57910,5811,34789,1095,51553,5,23,14,339,39,418,7397,131,261,191,110,8095,1414,279,91,639,31,2450,1776,508,274,613,40,3208,21746,6770,4813,25257,1086,59667,1430,24,134,11,36,1639,729,83,74,220,15,1125,2119,449,331,2001,68,4969,1724,386,186,852,54,3204,379,60,26,64,12,547,5283,152,110,83,86,5706,5422,1364,932,8630,267,16614,9058,2217,910,4850,331,17358,329,7,16,11,7,371,181,38,19,27,8,280,2636,260,162,511,82,3651,192,50,35,69,17,355,959,98,60,11,30,1166,1400,378,238,46,35,2094,1583,162,126,288,35,2203,489,30,45,77,9,643,5043,1342,1013,6211,224,13827,913,63,18,39,18,1051,2232,114,117,13,21,2499,564,44,51,132,10,801,519,44,34,17,9,622,154,5,10,3,15,189,3306,34,39,22,102,3513,733,160,95,365,19,1368,20382,1525,1285,1365,628,25187,1803,160,170,1218,11149,14491,90139,15457,10609,64650,14847,195699,2393,8296,6205,33580
LGA57980,587,3131,90,4783,0,0,0,18,0,17,1270,31,30,31,15,1375,58,24,12,48,0,139,158,36,40,46,3,287,2407,762,534,2628,114,6439,89,3,16,0,3,106,141,20,19,32,3,206,259,48,42,235,5,586,67,33,10,48,0,159,42,4,8,11,0,64,337,20,7,4,6,370,584,170,107,1068,38,1966,271,94,30,214,8,625,38,0,4,0,0,41,10,0,5,3,0,15,8,4,0,7,0,20,10,3,0,6,0,12,26,0,0,0,0,29,122,33,17,0,9,181,131,20,8,25,0,186,56,4,7,6,0,77,649,162,115,793,21,1746,47,0,0,6,0,50,149,16,21,3,4,188,69,4,3,10,0,85,42,8,8,0,0,54,22,0,0,0,0,21,80,0,3,0,0,80,92,18,3,42,0,150,1678,139,132,135,40,2128,79,21,11,75,1081,1258,7635,1500,1043,6047,1356,17575,157,914,622,3221
LGA58050,3887,25140,856,36029,5,28,13,395,38,488,2379,52,102,100,44,2680,782,155,79,349,25,1385,1086,344,177,440,38,2088,14609,4310,3549,16095,932,39498,1262,27,117,10,69,1475,311,31,33,102,15,496,1001,266,208,1207,52,2726,243,104,50,233,11,647,166,24,21,38,0,255,1966,124,89,91,34,2303,2239,680,486,3873,152,7428,2383,868,429,2127,126,5929,56,0,8,9,0,70,126,21,13,13,5,176,319,40,23,72,16,465,186,66,34,72,7,360,1220,105,51,42,73,1494,954,295,161,52,19,1479,810,112,81,194,24,1222,113,9,12,20,8,176,3135,867,701,3354,168,8222,406,32,6,11,14,467,989,68,50,18,16,1147,221,28,27,71,20,377,235,38,9,9,3,288,40,10,0,0,0,43,2038,34,28,17,56,2173,395,91,75,161,15,740,8693,871,572,715,314,11167,994,149,137,963,5657,7901,42911,9047,6832,41512,8152,108462,1684,5920,4775,27910
LGA58190,10,171,7,195,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,10,14,107,5,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,29,3,3,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,26,0,31,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,8,15,25,60,18,19,277,30,405,6,8,10,155
LGA58260,19,222,4,263,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,59,22,25,166,6,287,3,0,0,0,0,3,0,0,0,0,0,4,4,0,0,13,0,17,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,5,7,4,0,29,0,40,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,25,0,49,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,3,0,25,0,0,0,10,38,50,114,33,35,387,48,614,0,14,23,208
LGA58330,156,1309,47,1770,0,4,0,4,0,11,17,0,0,9,0,22,3,0,0,8,0,11,79,17,5,18,0,119,649,223,159,890,38,1960,3,0,0,0,0,4,11,0,0,3,0,12,51,10,16,60,5,151,3,3,0,3,0,9,0,0,0,0,0,9,7,3,0,4,0,12,94,36,22,268,6,419,41,16,4,40,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,12,19,0,0,0,0,18,37,7,7,0,0,54,14,3,3,13,0,37,3,0,0,10,0,13,130,41,23,247,8,451,0,0,0,0,0,3,17,5,0,0,0,17,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,10,3,40,115,27,17,28,3,186,15,3,3,40,289,348,1136,409,260,2200,382,4387,30,218,166,1266
LGA58400,9,118,3,143,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,4,0,4,46,11,16,90,6,170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,0,29,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,18,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,16,0,5,0,8,6,19,70,30,16,214,16,347,4,11,18,107
LGA58470,5,38,0,47,0,0,0,115,0,115,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,11,0,3,23,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,26,33,18,6,7,186,25,250,0,3,0,63
LGA58510,956,5499,194,8180,0,4,3,79,8,95,2269,46,51,51,32,2443,79,18,15,42,0,152,315,85,68,115,6,588,3759,1141,831,3873,215,9807,297,4,24,0,7,332,134,10,13,57,0,208,341,65,49,343,19,819,80,17,11,53,0,164,46,17,9,8,0,82,1385,20,20,20,17,1458,948,226,183,1302,42,2702,798,193,86,498,35,1604,315,0,4,10,3,328,44,3,3,3,0,59,20,3,3,13,0,36,34,7,9,12,0,60,138,10,5,3,0,153,255,70,43,9,7,393,205,28,14,40,0,298,71,5,8,17,0,96,921,266,176,1044,50,2452,42,0,0,7,3,52,157,11,16,11,3,192,87,3,12,17,0,121,160,10,12,10,0,187,72,0,0,0,3,75,182,3,8,0,0,198,131,25,23,54,3,233,3936,220,221,214,72,4669,238,24,15,161,2629,3058,15402,2302,1693,9804,3230,32433,306,1342,1072,5422
LGA58540,43,341,6,424,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,5,4,0,0,0,10,75,28,33,251,12,395,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,22,4,28,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,14,9,8,63,0,99,0,3,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15,13,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,23,3,5,46,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,8,0,23,3,0,0,14,40,62,156,52,54,575,62,897,3,33,35,312
LGA58570,926,5143,152,7911,0,4,4,32,0,36,1354,41,59,20,30,1511,138,52,20,101,0,308,310,109,67,142,8,633,3510,1230,827,3911,176,9653,146,3,15,0,6,173,188,19,13,51,3,270,410,101,76,391,9,979,391,78,41,187,6,710,49,9,13,11,0,85,460,36,35,19,0,544,1408,279,208,1706,61,3657,1917,393,139,763,66,3280,194,0,5,3,3,210,27,0,7,5,0,43,301,21,7,49,7,380,36,13,4,22,0,83,81,3,3,0,0,89,265,62,33,6,3,368,251,41,28,65,10,383,63,7,7,10,0,85,959,248,175,1232,31,2644,105,0,6,12,5,122,172,13,24,8,6,217,110,14,15,24,0,155,69,6,6,3,0,88,21,3,0,0,0,24,597,0,3,0,18,626,135,38,20,63,0,254,2571,275,201,253,60,3365,209,26,27,121,2324,2706,14254,2712,1763,9975,2846,31550,251,1496,1070,5577
LGA58610,73,602,24,802,0,0,0,3,3,6,8,0,0,0,4,5,0,0,0,0,0,0,12,6,8,12,0,33,191,61,61,514,17,847,3,0,0,0,0,3,0,0,0,0,0,0,17,5,0,52,3,78,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,19,12,4,92,3,126,13,3,4,25,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,34,3,0,3,0,40,14,5,6,3,0,28,0,0,3,0,0,3,0,0,0,0,0,0,31,20,19,99,3,180,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,35,4,24,18,0,79,10,0,6,36,58,110,355,132,127,1134,99,1847,12,67,77,669
LGA58680,17,162,4,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,10,42,18,11,122,4,193,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,19,0,25,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,4,4,0,0,0,0,4,14,0,3,37,0,57,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,18,0,0,0,10,7,20,77,29,33,281,17,438,3,7,19,157
