LGA_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
LGA55040,62,551,22,723,0,0,0,69,0,69,13,0,0,0,0,10,4,0,0,3,0,7,23,6,6,15,0,50,227,64,55,395,28,769,20,0,0,0,0,20,3,0,0,3,0,7,19,5,4,38,3,74,6,0,0,0,0,7,8,0,6,0,0,9,13,0,0,0,0,10,49,12,10,99,5,173,11,10,0,27,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,4,83,0,0,0,9,90,31,0,0,0,0,30,5,0,3,3,0,13,0,0,0,0,0,0,71,20,13,91,0,199,0,0,0,0,0,0,12,3,3,0,0,13,5,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,16,80,9,10,12,0,107,8,3,0,17,635,664,571,131,102,1026,684,2512,12,46,29,394
LGA55110,2400,19353,683,25986,0,4,3,109,8,128,374,23,21,62,14,501,125,30,24,86,0,272,807,197,140,265,29,1439,11822,3090,2355,14230,758,32242,436,9,57,14,19,528,165,22,22,114,3,331,646,158,148,1066,49,2069,59,35,8,81,0,183,68,14,3,26,3,113,281,22,13,19,4,344,1632,449,302,3415,144,5942,604,265,114,905,49,1933,39,4,3,0,0,51,10,3,0,5,0,20,14,10,3,20,0,36,62,29,15,37,0,142,756,78,66,43,20,955,543,149,111,28,28,855,206,39,24,101,0,377,79,16,20,24,0,142,2314,631,525,3054,141,6661,23,3,0,8,0,39,660,37,23,4,4,727,94,12,13,82,5,202,30,8,3,7,0,47,6,3,0,0,0,11,30,4,3,0,3,42,461,78,49,118,11,715,2173,375,234,396,78,3253,364,101,100,738,3983,5281,21126,5560,4181,33456,5575,69903,626,3733,2991,21156
LGA55180,322,2771,85,3641,0,0,0,10,0,13,26,0,3,8,0,38,39,6,5,23,0,69,73,32,3,39,0,160,993,432,330,2299,114,4165,36,3,6,0,0,46,15,3,0,25,0,40,92,36,18,184,7,335,22,5,3,12,0,46,0,0,0,4,0,10,27,4,8,3,0,44,124,58,44,570,18,810,214,88,24,314,15,659,3,0,5,0,0,7,12,0,0,0,0,11,116,16,8,47,3,194,7,0,0,0,0,10,9,7,7,0,0,28,48,14,9,3,5,73,40,8,3,13,0,64,9,0,0,0,0,11,237,105,74,525,15,954,0,0,0,0,0,0,25,0,4,0,0,30,4,3,3,6,0,18,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,27,7,5,19,0,62,224,51,26,94,8,394,32,13,7,136,337,525,2083,809,555,5186,548,9182,67,408,288,2846
LGA55250,36,392,19,478,0,0,0,123,0,123,9,0,0,5,0,12,0,0,0,0,0,0,14,3,0,4,0,23,81,24,37,193,5,340,5,0,3,0,0,9,0,0,0,0,0,4,13,3,4,20,0,34,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,18,3,5,58,4,92,4,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,14,0,0,0,0,18,6,0,0,4,0,4,0,0,0,0,0,0,15,5,7,35,0,62,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,41,3,11,18,0,64,5,0,0,81,247,336,226,51,56,779,273,1377,7,23,18,353
LGA55320,3334,19975,526,28940,0,5,0,69,0,70,8342,132,219,111,137,8944,553,146,76,315,15,1106,932,278,135,362,21,1726,12447,3853,2922,14691,652,34572,446,5,47,3,4,511,451,50,31,136,10,676,1035,221,183,1103,31,2574,271,58,33,203,3,567,115,25,10,42,3,189,1994,84,51,26,36,2190,2433,782,530,4709,143,8592,2550,766,338,2149,82,5888,512,3,10,3,23,546,150,22,21,22,0,209,82,10,6,31,4,132,98,37,4,28,0,173,209,30,15,5,0,259,656,169,121,22,10,983,456,78,55,110,5,699,174,17,15,20,0,234,3193,948,646,3781,115,8679,154,9,8,9,0,178,1076,80,58,14,13,1244,233,13,20,82,3,350,370,32,6,3,7,419,42,8,3,5,0,58,192,6,5,3,3,213,484,105,73,228,12,903,6753,708,603,609,150,8825,460,104,87,537,3503,4688,40839,7966,5781,36019,5093,95702,760,4275,3520,19028
LGA55390,3,73,0,87,0,0,0,196,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,54,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,24,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,3,0,0,0,4,16,24,23,7,9,325,18,385,3,6,3,90
LGA55460,122,1181,48,1499,0,3,0,25,0,31,72,0,0,7,6,84,12,4,0,3,0,14,26,15,8,21,0,76,257,141,109,762,45,1301,15,0,0,0,0,17,0,0,0,3,0,5,11,8,4,65,0,94,0,0,0,3,0,3,0,0,0,0,0,8,11,0,0,0,0,16,30,20,10,200,4,264,46,25,8,68,4,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,10,4,4,3,0,26,19,10,11,0,0,40,13,0,0,3,0,22,0,0,0,0,0,3,65,26,15,162,5,276,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,10,0,21,77,14,5,30,3,128,10,6,3,48,153,217,624,256,190,1977,232,3282,28,142,100,1270
LGA55530,17,215,10,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,19,14,22,131,3,189,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,37,0,62,3,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,28,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,8,0,0,3,8,13,28,44,31,35,344,29,479,7,7,18,171
LGA55600,80,1048,30,1252,0,0,0,9,3,15,0,0,0,0,0,4,3,0,0,8,0,9,34,8,7,28,0,82,158,72,68,643,18,960,16,0,0,0,0,16,3,0,0,3,0,10,14,3,5,42,0,63,4,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,33,8,3,140,6,193,11,3,3,40,3,59,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,3,27,0,3,7,0,37,8,3,3,0,0,19,0,3,0,0,0,3,0,0,0,0,0,0,50,15,16,132,0,216,0,0,0,0,0,0,6,0,0,0,0,7,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,34,3,3,16,0,57,11,3,3,46,110,177,377,148,121,1680,162,2476,15,89,73,921
LGA55670,33,359,28,465,0,0,0,6,0,6,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,5,0,12,52,34,28,217,17,342,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,29,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,7,0,60,3,75,5,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20,21,4,63,3,107,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,15,0,7,3,0,25,0,0,0,18,38,59,114,61,56,586,79,891,7,38,18,283
LGA55740,322,1833,52,2692,0,0,0,4,0,10,235,4,11,4,0,248,30,3,3,29,4,66,72,16,14,16,3,128,1203,406,264,1558,57,3485,53,3,3,0,0,63,52,5,0,15,0,66,147,27,26,90,0,299,30,11,4,44,0,94,14,0,0,7,0,16,105,4,0,8,3,122,297,73,57,524,16,968,114,31,16,102,0,267,21,0,0,0,0,20,5,0,0,9,0,16,7,0,4,5,0,18,3,3,0,3,0,6,31,3,0,0,0,36,50,23,15,5,0,92,56,3,3,7,3,73,25,0,0,6,0,28,283,109,65,485,15,947,12,0,0,0,0,12,89,8,12,0,0,117,24,0,0,3,0,31,17,3,5,0,0,22,9,3,0,0,0,9,12,0,3,0,0,16,35,9,7,12,0,65,651,67,56,47,9,835,56,3,10,50,510,622,3124,765,547,3527,638,8599,80,436,355,1830
LGA55810,10,263,21,314,0,0,0,7,0,7,4,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,8,36,11,11,118,6,181,4,0,0,0,0,4,0,0,0,0,0,0,9,3,0,15,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,43,5,62,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,18,0,44,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,17,3,7,4,0,29,3,0,0,14,51,74,90,29,31,406,89,643,0,18,10,162
LGA55880,12,183,7,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,7,37,31,14,163,3,243,3,0,0,0,0,3,0,0,0,0,0,3,6,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,53,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,12,5,3,40,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,6,9,13,63,37,23,346,16,486,0,22,14,198
LGA55950,31,184,3,235,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,33,24,28,176,3,263,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,27,0,35,4,3,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,43,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,11,63,32,41,349,11,489,0,27,27,208
LGA56090,1587,9300,255,13341,0,0,3,53,6,65,133,26,22,30,3,215,134,48,23,73,11,276,555,124,66,174,17,925,6365,1895,1355,6406,323,16335,143,7,7,4,3,165,135,20,27,54,5,237,505,127,88,549,21,1289,57,24,12,60,3,157,55,14,3,10,0,84,164,15,21,19,3,219,880,289,197,1689,67,3118,688,215,97,651,39,1691,8,0,0,0,0,14,6,3,0,7,0,12,14,4,5,5,0,27,32,10,11,28,0,75,175,26,15,0,4,224,312,82,68,17,5,482,261,46,10,64,0,379,40,7,3,11,0,69,1182,358,252,1531,57,3379,28,3,0,0,0,35,157,26,17,0,0,200,38,5,3,11,0,61,19,3,0,9,3,34,0,3,0,0,0,3,28,0,0,0,0,29,210,57,36,98,3,399,1193,229,154,235,39,1837,146,55,50,359,2979,3587,11317,3379,2453,15745,3634,36530,279,2099,1556,9398
LGA56160,0,23,0,29,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,19,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,8,11,17,5,0,79,8,115,0,0,0,34
LGA56230,551,4510,156,5974,0,0,0,32,3,32,44,5,0,9,3,62,22,10,0,11,0,43,150,49,24,72,5,296,2050,656,567,3149,153,6572,46,0,3,0,0,52,20,7,0,19,4,47,112,37,36,224,12,418,8,3,3,13,0,25,8,3,0,3,0,16,27,5,3,4,0,37,291,98,98,697,21,1196,129,49,20,207,8,415,13,0,0,0,0,13,0,0,0,0,0,0,0,3,0,4,0,4,6,3,3,0,0,20,61,12,9,3,0,78,81,35,12,3,0,125,26,3,4,11,0,52,9,0,0,4,0,20,407,162,90,641,30,1319,0,0,0,0,0,0,31,6,3,0,4,40,7,0,0,14,0,19,7,0,0,0,0,9,6,0,0,0,0,6,5,0,4,0,0,6,60,16,10,29,3,105,260,52,43,90,0,445,45,27,14,239,778,1110,3302,1182,912,7647,1106,14150,98,843,617,5317
LGA56300,50,379,17,511,0,0,0,0,0,0,7,0,3,0,0,9,0,0,0,0,0,3,15,4,3,3,0,24,197,61,51,307,9,627,0,0,0,0,0,0,4,0,0,0,0,4,14,6,0,23,0,41,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,35,6,13,83,7,140,12,5,3,30,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,19,3,3,0,3,25,8,3,0,0,0,10,0,0,0,0,0,0,48,10,8,71,0,139,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,3,0,20,31,7,5,14,0,59,3,0,0,13,44,56,333,105,82,661,76,1263,14,60,47,397
LGA56370,13,295,8,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,63,27,16,251,6,362,3,0,0,0,0,3,0,0,0,0,0,0,4,0,6,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,39,0,51,12,10,0,24,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,13,0,0,0,0,0,0,3,0,0,5,0,10,0,0,0,0,0,0,17,6,5,39,0,66,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,7,0,20,6,6,3,6,39,59,135,62,32,533,58,813,7,38,24,291
LGA56460,188,1992,48,2459,0,0,0,23,0,23,22,0,4,5,5,35,3,0,0,0,0,8,47,4,3,43,4,99,401,219,182,1239,49,2084,37,0,9,0,0,41,9,0,3,6,0,18,28,13,8,98,5,157,0,3,0,0,0,7,3,0,0,0,0,3,22,0,7,0,0,26,67,28,23,298,10,427,51,18,16,93,0,176,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,0,3,0,43,17,15,13,3,0,49,51,3,5,21,0,77,8,0,0,0,0,11,77,46,34,239,8,402,10,0,0,0,0,10,37,0,0,3,0,44,14,0,9,4,0,24,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,3,14,9,3,0,17,0,35,122,21,4,41,0,196,18,10,9,87,193,321,904,370,315,3209,306,5098,25,211,188,1901
LGA56580,854,4549,82,6655,0,0,0,0,0,3,1533,63,85,29,22,1735,60,13,13,55,0,140,243,70,35,61,6,404,2661,879,678,3662,86,7969,32,3,7,4,0,48,152,14,11,24,3,205,255,53,46,231,15,600,91,41,19,105,3,258,22,3,4,8,0,40,353,21,9,21,4,403,529,181,150,1267,24,2149,254,119,51,268,11,702,33,5,3,0,0,43,8,3,0,14,3,32,6,3,3,12,0,28,19,7,0,7,0,37,10,5,3,0,0,24,105,38,26,6,7,179,104,18,13,34,0,176,33,5,15,3,0,55,780,256,185,1036,23,2286,22,3,9,0,0,29,233,7,18,0,0,256,37,4,4,21,0,62,94,8,3,0,0,103,3,0,0,0,0,3,58,0,3,0,0,63,93,30,22,48,4,189,1388,183,146,145,40,1904,98,15,22,96,729,960,7876,1819,1436,8399,999,20534,185,1084,921,4426
LGA56620,3,65,4,83,0,3,0,1155,3,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,6,0,42,0,73,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,29,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,16,0,33,0,0,0,27,50,79,64,17,10,1295,54,1437,0,7,3,67
LGA56730,358,3430,112,4410,0,0,3,53,0,57,43,0,9,4,3,61,10,3,3,9,0,26,106,29,16,45,4,203,1038,444,338,2450,113,4386,112,0,3,0,0,116,22,5,0,17,0,48,105,28,22,193,6,359,11,0,0,5,4,27,12,3,0,0,0,20,27,5,4,5,0,39,160,81,43,549,10,840,72,32,10,117,3,232,3,0,0,0,0,3,0,0,0,3,0,8,0,0,0,3,0,7,9,0,0,3,0,13,32,17,7,0,0,60,56,23,11,4,0,91,116,14,11,38,3,179,13,0,3,6,0,22,226,86,60,524,15,908,22,0,3,0,0,27,51,4,0,3,0,61,6,0,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,26,7,8,17,0,57,251,54,27,93,9,438,39,13,9,182,811,1060,2204,783,578,5939,1046,10557,81,423,299,3684
LGA56790,84,1206,55,1484,0,0,0,35,3,37,3,0,0,3,0,7,0,0,0,3,0,7,25,8,4,4,0,49,313,118,96,796,35,1369,3,0,0,0,0,6,3,0,0,3,0,7,34,14,7,69,3,124,0,0,0,7,0,10,3,0,0,0,0,3,4,0,0,3,0,6,36,19,21,181,5,264,23,9,8,43,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,15,14,3,3,0,3,25,3,0,0,9,0,12,0,0,0,0,0,0,85,21,20,152,0,282,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,7,0,24,46,10,9,19,0,82,18,6,6,55,135,223,558,210,173,2020,227,3188,26,134,99,1239
LGA56860,4,86,12,113,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,56,4,92,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,6,0,14,0,0,0,0,12,17,24,19,5,151,28,231,0,20,0,86
LGA56930,89,378,5,544,0,0,0,0,0,0,29,0,3,4,0,34,13,3,0,4,0,16,18,3,9,8,0,37,171,57,64,314,10,617,11,0,0,0,0,11,5,0,0,0,0,9,15,3,10,21,0,42,3,7,4,13,0,29,0,0,0,0,0,3,6,0,0,0,0,11,37,19,16,124,0,191,16,9,3,26,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,0,0,15,4,0,0,0,0,7,0,0,0,0,0,0,33,18,19,114,4,185,0,0,0,0,0,0,23,0,3,3,0,30,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,13,76,11,5,17,0,112,0,0,0,3,114,122,385,121,142,749,139,1527,8,88,83,426
