LGA_CODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
LGA47700,200,77,42,93,1646,65,93,298,323,186,65,55,80,1171,58,118,343,288,188,81,65,145,1283,11132,4925,13770,6621,2211,575,349,1998,41580
LGA47800,23,15,7,10,108,7,0,8,15,18,11,7,3,66,7,6,14,14,12,0,6,9,63,393,156,588,499,216,82,58,153,2148
LGA47910,11,7,8,3,58,3,3,8,13,13,5,4,0,47,3,0,10,18,7,5,6,16,69,174,94,295,255,118,48,29,67,1085
LGA47980,92,31,12,31,650,38,27,138,130,80,32,24,52,512,117,110,323,248,149,56,44,101,1146,6341,1965,4462,2210,682,187,117,1030,16994
LGA48050,81,15,8,41,532,33,24,100,115,54,19,9,32,391,31,27,100,113,56,22,33,85,460,1289,700,2169,1376,555,156,93,473,6805
LGA48130,23,12,3,7,103,6,6,28,21,21,11,5,12,94,18,8,23,25,12,10,6,20,130,526,270,679,593,264,96,61,200,2689
LGA48260,24,6,4,4,170,7,8,37,40,31,8,0,9,130,18,13,44,58,29,7,8,18,191,1059,359,925,505,181,47,15,211,3304
LGA48340,42,18,16,24,224,3,8,23,36,33,13,11,22,158,5,13,28,43,33,15,19,58,207,908,434,1303,1053,449,128,120,382,4772
LGA48410,125,46,27,68,1124,63,68,274,248,124,64,29,90,958,142,101,351,259,154,66,53,267,1388,9675,3289,6222,3003,1016,317,202,1783,25516
LGA48540,72,49,24,38,417,10,10,43,58,49,30,34,40,261,8,19,48,47,39,23,24,60,262,1950,939,2441,1543,704,298,219,735,8835
LGA48640,0,3,3,0,14,0,0,3,3,0,5,4,3,19,0,0,0,3,10,0,0,5,21,62,26,129,118,46,16,15,47,457
LGA48750,18,10,3,8,114,5,4,25,20,14,3,4,5,73,4,5,22,20,17,4,5,5,90,436,254,721,438,166,37,28,154,2239
LGA48830,44,28,9,14,287,14,8,39,59,42,19,19,16,224,21,6,59,54,41,16,23,51,271,813,344,1427,1035,437,157,113,305,4632
LGA49399,3,0,3,3,15,0,0,3,3,3,0,0,4,15,0,0,0,0,0,0,3,0,7,267,107,242,152,93,35,27,232,1143
LGA49499,0,0,0,0,8,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,7,370,92,180,99,33,16,11,209,1016
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,139,48,40,73,735,33,24,104,121,102,53,27,53,527,24,36,109,138,104,50,53,91,611,3639,1483,4195,2812,1279,421,323,1135,15282
LGA50210,130,53,48,88,797,23,37,98,109,88,51,56,90,550,19,47,84,98,69,28,51,151,542,8464,4395,8224,4552,2091,715,587,2340,31365
LGA50250,0,0,0,0,11,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,0,3,870,304,599,365,160,42,40,405,2786
LGA50280,27,8,5,13,170,10,0,19,30,24,18,6,22,135,13,7,15,41,31,10,6,11,135,1405,669,1649,951,339,99,55,497,5659
LGA50350,34,16,10,20,237,12,13,39,45,23,16,19,16,184,11,18,51,58,36,19,15,26,237,2008,855,1657,868,348,113,92,467,6404
LGA50420,140,55,48,110,1001,42,52,158,164,127,53,53,100,749,56,63,178,165,106,70,60,257,943,9817,3681,6538,3218,1247,379,336,2343,27558
LGA50490,101,31,28,81,576,34,23,97,103,66,34,39,59,463,28,34,91,100,73,51,40,100,522,5885,2072,3232,1831,857,307,245,1959,16386
LGA50560,13,3,3,5,46,3,0,0,8,3,3,4,3,26,0,0,4,3,8,0,0,5,21,110,51,195,153,71,30,19,90,718
LGA50630,0,3,0,3,23,0,0,0,3,3,3,0,6,17,0,0,0,3,0,0,0,0,5,120,74,198,132,61,23,6,71,677
LGA50770,3,5,0,3,35,0,0,0,9,3,3,0,4,20,3,0,0,5,4,0,0,7,25,104,53,189,141,76,28,17,69,682
LGA50840,20,8,3,5,87,3,0,15,10,9,3,8,10,52,0,5,12,13,11,5,7,4,53,380,186,551,410,206,45,36,167,1976
LGA50910,0,0,3,3,24,0,0,3,7,4,0,0,4,19,0,0,0,0,0,0,0,10,18,65,32,97,79,43,27,6,56,404
LGA50980,7,4,17,14,64,0,4,6,4,0,3,5,13,38,8,0,0,3,3,0,9,7,34,1925,728,1225,728,351,170,166,893,6190
LGA51080,4,0,0,3,15,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,3,0,10,59,34,95,102,41,10,14,60,419
LGA51120,3,0,0,6,22,0,0,6,3,3,0,3,0,12,0,0,3,3,0,0,0,0,7,54,32,93,77,37,19,9,32,358
LGA51190,104,53,30,55,569,14,16,65,125,91,45,38,55,455,33,27,111,106,97,49,58,85,576,3199,1435,3696,2320,1072,409,275,1156,13564
LGA51260,117,37,14,68,640,30,15,97,123,96,45,27,63,491,20,24,97,98,94,44,45,94,514,3282,1536,4445,2947,1145,337,217,1242,15161
LGA51310,51,15,13,30,423,65,21,80,117,68,27,15,47,429,82,31,117,122,82,21,34,51,534,3507,1073,3147,1875,527,123,81,689,11017
LGA51330,183,61,52,94,1147,55,44,179,177,143,60,51,96,799,82,64,201,190,110,79,79,198,1006,12484,4486,9717,5136,1811,577,399,2580,37189
LGA51400,36,19,3,8,157,5,0,10,16,19,4,7,11,80,3,3,13,15,5,5,11,6,60,1638,673,2002,1236,486,123,84,448,6682
LGA51470,0,0,0,0,4,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,5,40,21,52,46,19,3,7,20,212
LGA51540,12,4,3,6,58,3,0,7,12,0,0,4,5,27,3,4,7,3,3,3,8,8,35,528,210,453,311,146,69,55,356,2125
LGA51610,3,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,94,51,169,104,35,12,5,60,537
LGA51680,12,7,0,13,78,3,0,3,11,8,3,3,4,35,0,0,9,0,3,0,0,3,25,485,191,607,405,183,64,28,204,2173
LGA51750,37,7,3,20,234,18,9,40,53,38,11,10,27,211,36,16,64,77,63,13,14,42,317,1376,432,1138,752,269,59,32,400,4458
LGA51820,170,60,40,123,1126,41,53,189,227,135,53,40,104,848,38,64,181,168,130,71,72,221,936,12963,5386,11645,6108,2170,644,439,3249,42609
LGA51890,19,11,7,21,121,4,3,23,18,21,12,12,15,103,3,0,12,20,15,7,4,24,91,687,313,947,723,345,116,71,348,3551
LGA51960,3,0,3,0,13,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,3,305,161,271,200,114,30,37,148,1269
LGA52030,0,0,0,0,18,0,0,4,4,3,0,3,0,11,0,0,0,0,0,0,0,0,4,55,31,120,100,39,13,11,28,397
LGA52100,4,0,0,3,28,0,0,0,4,6,6,0,3,21,0,0,8,3,3,0,0,5,19,59,44,117,94,54,16,10,43,434
LGA52170,22,4,3,10,114,3,3,18,24,13,0,7,0,66,14,9,33,47,20,10,4,13,155,1060,277,798,589,191,35,20,241,3209
LGA52240,3,3,0,0,19,3,0,0,3,3,0,0,0,12,0,0,0,0,3,0,0,3,4,80,31,97,104,35,12,6,47,418
LGA52310,3,5,0,3,20,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,9,56,28,88,64,35,10,3,40,316
LGA52380,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,17,11,5,3,0,16,68
LGA52450,5,0,0,5,26,0,0,0,3,4,0,0,9,15,0,0,4,4,7,0,0,0,14,96,42,123,109,52,14,15,57,515
LGA52520,5,3,0,0,18,0,0,0,8,3,4,0,0,16,0,0,3,3,7,0,0,3,18,103,48,100,110,61,18,18,51,519
LGA52590,12,7,0,3,56,0,0,6,4,11,8,3,9,44,0,4,5,0,4,7,9,5,26,222,108,362,264,128,49,22,135,1286
LGA52660,51,19,10,24,230,4,3,30,35,25,15,16,26,152,10,7,24,37,40,14,15,23,159,1263,571,1613,1030,462,141,102,409,5584
LGA52730,10,6,3,14,104,8,4,23,16,14,4,6,8,86,3,8,13,15,17,0,6,6,71,514,257,757,405,195,56,22,261,2466
LGA52800,4,7,3,3,33,0,0,5,0,4,0,7,0,21,4,0,0,0,5,4,4,3,19,732,353,433,344,245,142,155,449,2854
LGA52870,24,7,0,15,106,0,4,11,8,14,10,3,11,61,7,4,19,13,11,3,0,9,67,503,223,671,470,216,74,40,251,2445
LGA52940,3,3,0,0,12,0,0,0,5,5,0,0,0,8,0,0,3,0,0,0,0,0,7,37,24,68,69,23,15,8,19,264
LGA53010,0,3,0,3,12,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,3,42,30,49,68,25,10,4,34,261
LGA53080,0,0,6,0,14,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,71,16,61,46,22,8,17,47,283
LGA53150,19,9,0,8,109,10,3,19,17,13,4,11,11,91,11,5,17,21,10,3,3,39,104,991,325,891,485,136,33,21,254,3138
LGA53220,0,0,0,4,9,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,865,291,516,322,148,46,47,512,2751
LGA53290,51,10,15,27,218,9,3,24,39,39,20,13,16,152,8,7,17,27,29,16,21,40,158,1199,463,1471,1019,507,169,122,692,5639
LGA53360,3,0,0,0,14,0,4,0,0,0,0,3,0,7,4,0,0,0,0,0,3,0,6,303,119,274,142,62,19,10,111,1036
LGA53430,70,30,13,56,521,19,29,77,120,64,24,21,67,406,25,34,97,99,62,32,31,97,476,4552,1583,2968,1611,596,179,113,1281,12886
LGA53570,23,13,4,10,100,0,3,13,11,11,3,3,6,56,0,4,9,9,4,4,3,3,32,441,188,560,405,192,72,33,189,2077
LGA53640,4,0,0,0,12,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,81,36,107,85,53,10,13,44,438
LGA53710,7,3,3,3,23,0,0,0,0,3,0,4,3,15,0,0,4,4,4,3,3,3,17,78,26,97,82,49,15,15,48,413
LGA53780,209,78,62,123,1326,48,51,183,218,156,70,81,103,915,33,61,151,146,145,79,102,158,876,13000,6100,12265,6889,2845,1038,836,3184,46159
LGA53800,97,46,44,61,545,13,17,52,94,87,48,38,40,394,23,22,52,72,58,36,50,47,359,3628,1501,3927,2813,1295,447,358,1491,15465
LGA53920,0,0,6,9,12,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,4,260,132,123,113,86,58,106,359,1242
LGA53990,61,30,23,50,355,10,6,27,47,47,21,17,25,197,3,13,29,45,22,22,19,20,170,2193,986,3041,2057,833,269,164,900,10435
LGA54060,14,11,6,3,75,3,3,10,11,15,3,0,3,46,3,0,4,5,13,4,7,0,34,217,134,465,316,156,34,30,119,1481
LGA54130,0,0,0,3,16,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,53,38,109,91,33,5,11,49,387
LGA54170,247,83,40,111,1746,73,109,364,346,239,81,65,115,1391,74,133,404,340,237,102,84,168,1539,17286,6849,20861,10779,3389,811,459,3109,63543
LGA54200,144,47,34,70,927,29,41,136,162,110,64,41,72,651,25,39,119,121,90,42,27,102,558,6208,2501,6782,4018,1577,510,310,1594,23505
LGA54280,33,11,18,28,184,0,5,13,24,17,20,21,17,123,3,9,11,19,11,16,15,18,100,2927,1376,2492,1681,773,292,191,1257,10980
LGA54310,8,3,3,4,25,0,0,0,3,0,0,5,3,13,0,0,0,0,3,0,0,0,6,2022,856,1689,969,372,144,108,859,7012
LGA54340,11,3,10,12,76,3,0,8,15,10,3,8,8,56,9,0,13,8,8,4,7,19,63,348,118,355,281,168,55,59,243,1636
LGA54410,5,4,4,0,30,3,0,9,5,5,0,0,4,28,3,0,5,3,6,4,3,5,26,92,32,116,107,56,26,12,62,510
LGA54480,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,52,43,18,3,4,24,186
LGA54550,8,0,3,0,35,0,0,0,11,8,4,0,5,26,0,0,6,4,6,3,3,16,34,120,47,216,178,77,29,12,89,771
LGA54620,9,3,0,0,19,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,8,51,33,74,69,48,13,3,26,307
LGA54690,0,0,0,0,9,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,4,19,20,52,24,22,5,3,8,160
LGA54760,3,0,0,0,8,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,3,10,30,28,85,86,27,8,0,21,284
LGA54830,56,28,23,46,339,8,9,38,52,36,21,24,31,223,12,21,40,48,25,19,19,28,200,4294,2110,3439,2087,961,357,258,1267,14768
LGA54900,8,0,4,0,16,0,0,0,0,6,0,0,3,13,0,0,0,3,3,0,3,0,10,83,45,106,102,54,13,13,43,461
LGA54970,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,103,24,31,41,17,6,15,48,290
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,49,65,52,32,15,10,93,410
LGA55110,312,104,74,184,1872,64,61,263,359,251,101,72,148,1322,67,83,232,278,185,81,79,244,1243,7482,3774,10064,6427,2720,879,535,2635,34507
LGA55180,30,14,12,17,156,5,3,14,31,21,16,13,32,137,3,3,17,24,13,15,12,38,121,721,331,928,757,361,148,90,395,3728
LGA55250,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,29,39,37,34,19,19,91,354
LGA55320,267,72,37,127,1734,93,100,370,405,231,82,53,182,1520,106,152,456,469,283,126,79,429,2105,12868,4515,12581,6809,2256,576,317,2766,42676
LGA55390,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,22,22,15,13,6,3,17,147
LGA55460,15,0,3,8,51,3,3,0,8,6,8,4,3,30,4,3,3,12,5,5,4,9,36,299,118,277,258,124,39,34,118,1263
LGA55530,0,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,35,16,40,32,13,3,7,19,164
LGA55600,6,0,3,3,29,0,0,3,3,3,4,3,4,23,3,0,4,5,0,3,7,0,28,175,90,225,187,88,30,19,93,921
LGA55670,4,0,0,0,8,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,55,22,58,58,30,9,9,33,282
LGA55740,15,4,3,13,138,19,3,23,19,13,7,0,29,113,9,8,21,17,12,3,7,32,111,1409,371,935,556,159,31,25,371,3854
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,13,28,28,11,11,6,48,175
LGA55880,3,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,29,23,43,47,22,14,0,11,186
LGA55950,5,0,0,0,14,0,0,0,0,6,0,0,3,10,0,0,0,0,0,0,0,0,3,39,20,47,47,29,11,5,18,204
LGA56090,84,42,24,33,522,22,18,71,93,69,26,25,37,352,15,17,70,77,44,27,27,74,354,3733,1594,4424,2715,1033,314,182,1025,15023
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,6,4,0,5,14,58
LGA56230,67,18,7,34,344,12,7,37,44,42,21,13,23,206,13,14,42,30,20,8,11,15,152,1375,646,1939,1326,620,199,107,576,6791
LGA56300,5,0,0,4,21,0,3,0,3,0,3,0,4,17,0,0,0,0,0,0,0,5,9,101,54,143,121,49,16,5,58,547
LGA56370,4,0,0,0,14,0,0,3,8,7,0,0,3,21,0,0,0,0,4,0,0,4,13,61,26,75,80,32,17,9,26,327
LGA56460,19,4,9,19,87,3,0,10,17,12,10,6,9,66,4,3,15,23,13,9,5,13,86,452,168,504,398,180,77,67,263,2110
LGA56580,38,12,5,21,331,32,18,52,78,41,16,11,17,255,35,29,90,97,61,22,21,43,389,2499,770,2632,1643,496,113,69,498,8723
LGA56620,0,3,0,3,12,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,142,102,92,71,40,28,8,165,643
LGA56730,28,10,8,21,162,3,4,16,27,24,11,10,25,117,3,7,15,14,14,5,17,42,123,969,401,1093,757,395,141,120,504,4374
LGA56790,3,5,4,7,59,3,7,3,10,3,4,0,4,39,3,0,3,4,7,3,4,7,30,247,115,362,282,103,40,24,156,1339
LGA56860,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,10,15,19,17,9,4,6,96
LGA56930,8,3,0,0,28,0,0,0,6,3,0,0,0,14,4,0,7,5,3,3,0,3,26,298,47,157,124,49,21,8,63,761
LGA57000,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,31,11,47,46,17,7,0,13,179
LGA57080,25,0,3,38,176,14,11,22,17,4,8,9,10,89,5,6,27,18,12,5,6,14,93,5556,887,982,409,157,43,29,1683,9741
LGA57140,4,3,3,3,29,0,0,0,3,0,3,3,3,15,0,0,3,0,5,0,4,0,9,63,36,115,109,52,14,14,58,470
LGA57210,15,8,4,11,82,8,3,14,6,16,3,5,3,57,9,0,9,8,18,9,8,6,67,425,169,530,405,192,73,53,189,2046
LGA57280,3,0,9,6,34,0,0,3,0,4,0,11,3,15,0,3,3,0,0,0,0,6,19,1527,601,1035,583,274,114,91,860,5083
LGA57350,0,4,3,6,23,0,0,3,7,8,3,0,4,20,0,5,0,4,3,0,0,3,20,63,40,96,106,47,16,12,55,433
LGA57420,10,3,0,0,31,0,0,0,4,11,0,0,5,15,0,0,4,0,0,3,0,0,7,114,67,151,135,69,20,12,81,646
LGA57490,246,96,56,167,1522,52,64,229,268,176,101,47,130,1070,55,86,215,186,146,82,78,177,1025,12351,5840,13907,8251,3307,1125,638,3963,49377
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,8,3,3,0,4,32
LGA57700,29,11,12,15,211,11,3,17,26,24,10,9,14,112,8,9,28,22,15,14,14,9,103,2834,1213,2799,1623,635,204,149,673,10132
LGA57770,3,0,0,0,6,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,3,0,5,93,28,95,59,22,12,3,38,357
LGA57840,73,25,15,67,603,33,43,99,102,68,29,29,61,468,53,61,169,153,92,39,29,179,778,7222,2174,4267,2144,709,201,156,1666,18544
LGA57910,464,172,115,300,3431,179,143,646,645,411,193,156,322,2699,198,189,666,652,419,189,202,607,3122,31983,11131,22026,11390,4037,1369,1005,7331,90275
LGA57980,29,11,3,38,317,23,14,57,60,32,9,5,22,223,25,21,66,50,41,14,10,43,277,3738,915,1843,946,268,64,43,708,8522
LGA58050,214,69,63,141,1261,35,53,156,202,126,68,58,123,825,32,46,154,144,127,63,71,217,853,15301,6859,13860,7813,3137,1044,819,4554,53385
LGA58190,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,31,10,26,28,19,12,6,20,147
LGA58260,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,8,36,14,62,54,22,8,5,19,224
LGA58330,11,11,7,8,83,3,0,9,6,6,4,4,0,33,0,3,0,3,7,0,3,3,20,367,191,472,396,156,60,41,196,1872
LGA58400,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,5,26,9,22,29,17,9,6,20,133
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,15,8,5,9,0,16,78
LGA58510,39,15,10,77,407,28,25,77,95,51,35,20,81,399,46,39,125,142,78,38,50,275,788,6524,1847,2797,1308,506,160,146,1879,15160
LGA58540,0,0,3,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,60,17,109,68,30,15,5,25,328
LGA58570,44,8,19,41,360,22,14,80,73,28,17,23,30,287,26,39,98,102,54,35,29,63,453,7117,1572,2629,1202,377,122,104,1493,14617
LGA58610,5,7,0,7,45,3,0,4,9,0,0,0,9,20,0,0,8,9,12,0,3,4,38,130,65,187,179,84,27,17,88,772
LGA58680,0,0,0,0,8,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,27,13,45,37,27,3,3,19,167
LGA58760,272,119,90,173,1859,38,65,308,281,203,99,83,149,1223,41,80,272,210,166,59,79,255,1164,20785,9500,20833,10991,4288,1368,1052,5317,74141
LGA58820,14,17,8,24,94,3,0,10,22,4,3,3,14,58,0,0,16,11,4,0,10,22,59,305,161,427,335,144,65,50,207,1698
LGA58890,3,7,0,0,19,0,0,0,3,5,0,0,0,7,0,0,0,0,3,0,0,0,5,51,23,99,68,32,14,3,21,313
LGA59030,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,24,9,20,15,7,4,0,16,106
LGA59100,3,0,0,0,12,0,0,4,5,4,0,0,0,14,3,0,0,0,0,0,0,0,7,41,19,75,63,29,15,4,23,278
LGA59170,0,0,0,3,12,0,0,0,5,3,0,0,0,16,0,0,0,0,0,0,0,0,4,53,29,102,105,33,15,3,32,375
LGA59250,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,21,31,20,16,15,8,32,198
LGA59310,6,0,3,0,15,0,0,0,0,0,0,3,3,9,0,0,3,9,0,0,0,4,20,87,36,150,110,49,15,21,17,485
LGA59320,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,42,37,17,3,5,12,151
LGA59330,0,3,6,6,21,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,3,7,19,33,16,40,52,19,12,11,30,209
LGA59340,5,0,3,5,27,4,0,0,4,0,3,4,3,13,0,0,0,0,0,0,0,7,13,848,324,479,328,182,92,107,428,2784
LGA59350,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,9,14,15,5,3,3,24,110
LGA59360,4,0,0,0,11,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,3,7,65,32,103,77,40,9,9,61,396
LGA59370,15,5,3,8,85,0,0,13,10,9,6,0,9,49,8,3,5,11,3,3,3,6,47,262,126,392,330,134,49,31,166,1491
LGA59499,6,4,0,3,24,0,0,3,0,6,0,0,4,15,0,0,0,0,0,0,0,3,11,753,137,375,233,86,37,17,589,2220
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,9,26
LGA60210,24,15,8,11,140,6,5,10,22,7,10,11,8,84,9,5,18,17,16,6,8,11,90,518,266,739,477,206,95,60,215,2580
LGA60410,20,17,23,20,171,3,10,17,13,17,16,17,6,101,7,7,16,16,12,10,11,4,88,1497,862,1757,1069,513,204,174,523,6595
LGA60610,69,30,23,39,341,19,13,50,69,52,24,27,17,267,23,19,44,60,42,23,34,26,276,1987,853,2080,1463,692,256,187,557,8069
LGA60810,82,52,25,49,462,20,12,62,72,68,39,32,34,337,24,23,51,65,52,28,45,39,320,1956,935,2521,1788,848,310,207,647,9216
LGA61010,13,6,6,4,42,3,0,3,4,3,0,3,0,15,0,3,0,0,0,0,0,0,8,178,109,207,141,86,29,22,57,821
LGA61210,24,14,11,9,117,7,0,16,13,20,14,12,19,97,3,7,15,11,13,7,8,0,66,638,304,785,587,331,127,77,266,3104
LGA61410,150,67,43,95,1102,53,44,172,208,122,76,45,69,783,61,70,227,202,157,64,55,114,949,5993,2692,6817,4002,1579,554,334,1456,23432
LGA61510,28,15,11,16,175,7,3,26,23,18,11,11,17,109,9,9,21,15,21,10,15,6,104,869,450,1105,750,351,136,101,330,4096
LGA61610,97,47,24,63,517,30,22,83,86,51,34,34,60,390,30,22,85,86,50,41,42,98,454,2525,1196,2917,1850,841,365,242,821,10755
LGA61810,32,10,10,13,160,7,3,16,19,22,10,11,13,96,8,8,22,19,13,14,11,17,105,539,231,737,550,275,92,84,235,2756
LGA62010,3,0,3,0,21,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,0,8,70,39,101,77,35,11,8,16,358
LGA62210,28,11,14,15,122,4,9,10,20,13,12,10,12,78,7,5,13,13,11,12,10,7,77,540,260,694,548,265,111,72,263,2760
LGA62410,23,4,3,8,97,3,0,19,19,11,3,9,11,68,3,5,12,12,11,9,0,7,54,349,173,579,352,167,52,36,192,1902
LGA62610,131,55,38,86,853,36,34,123,158,121,70,52,90,688,52,60,145,126,107,56,59,112,718,5214,2569,4900,3025,1416,565,419,1620,19733
LGA62810,97,44,25,53,749,66,35,145,177,94,40,29,48,632,103,86,210,201,127,58,55,95,935,8883,2564,5179,2692,932,306,200,1626,22374
LGA63010,39,21,16,27,274,14,13,28,43,25,16,14,19,160,10,13,32,24,27,22,16,12,154,1695,789,1694,1111,529,190,161,513,6691
LGA63210,11,7,3,13,88,0,0,6,5,9,4,3,4,48,3,8,4,8,7,3,8,11,63,565,267,683,434,211,71,70,224,2521
LGA63410,10,0,0,7,35,0,3,6,3,6,4,0,4,21,3,0,7,3,8,3,0,8,28,138,63,167,116,60,18,12,72,652
LGA63610,81,39,21,45,632,29,26,114,87,82,31,22,36,433,29,59,106,90,56,29,36,47,448,3958,1826,4517,2526,956,292,192,831,15086
LGA63810,51,24,17,16,230,4,12,35,31,25,12,14,18,155,11,18,36,30,27,15,18,25,169,937,467,1379,868,381,141,95,338,4605
LGA64010,172,78,52,104,1115,76,57,176,200,147,71,63,106,897,106,82,231,267,150,79,59,144,1117,7927,3217,7069,4388,1787,736,488,2353,27956
LGA64210,69,29,19,31,389,23,15,54,69,42,28,13,28,270,28,32,57,56,53,29,28,28,310,2000,913,2320,1435,642,227,147,588,8272
LGA64610,35,14,12,24,254,10,9,23,39,30,13,10,13,156,14,17,27,21,19,9,16,22,139,1215,595,1494,948,407,150,102,465,5372
LGA64810,28,16,15,21,242,7,14,30,29,21,8,16,17,140,4,15,27,29,27,21,16,14,151,1408,766,1679,1005,422,158,113,431,5981
LGA65010,12,4,4,17,89,0,11,12,11,0,8,8,6,52,9,0,8,7,8,6,5,3,48,519,258,639,441,202,80,54,183,2373
LGA65210,3,5,3,3,49,0,3,9,10,3,6,3,13,37,0,0,3,9,5,3,0,10,30,187,114,245,193,64,36,18,136,992
LGA65410,57,24,25,26,305,7,14,47,45,31,20,14,21,202,20,14,35,27,35,18,26,18,186,1159,604,1537,1144,551,211,144,408,5765
LGA65610,15,13,9,6,72,3,4,4,5,7,7,10,8,47,0,0,3,3,3,4,3,4,21,336,192,387,331,142,63,48,137,1625
LGA65810,66,18,26,44,463,15,10,64,78,49,18,16,15,269,18,33,68,80,27,21,25,28,289,2365,970,2714,1865,715,234,149,664,9676
LGA69499,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,34,57,46,20,5,0,56,350
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,8,0,0,0,0,18
