LGA_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
LGA37340,1372,2941,1234,1210,504,230,7489,183,183,52,41,11,6,466,106,176,48,25,19,9,379,286,357,108,57,28,13,843,412,326,88,52,10,8,897,34,40,14,3,0,0,94,50,53,8,5,0,0,123,7,3,0,0,0,0,8,512,422,114,60,15,8,1126,239,187,19,13,11,3,468,51,26,6,3,3,0,90,9,13,7,4,0,3,43,296,227,32,25,9,6,601,0,3,0,0,0,0,4,2464,3952,1483,1356,557,254,10071,1505,3285,1338,1271,539,228,8172,70,116,34,15,10,0,252,100,148,46,44,13,3,348,176,260,77,61,20,3,602,619,398,137,58,16,8,1225,87,100,17,13,6,0,221,38,38,9,7,0,0,96,12,3,0,0,0,0,10,758,533,163,72,19,8,1557,228,169,20,8,6,0,428,19,17,3,3,3,0,43,4,10,6,0,0,0,26,251,190,24,11,9,0,495,11,3,3,3
LGA37400,107,134,53,68,21,13,401,35,18,0,3,0,0,61,3,0,0,0,0,0,3,36,18,0,3,0,0,69,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,10,0,0,0,0,29,3,0,0,0,0,0,3,0,0,0,0,0,0,3,19,9,3,0,0,0,33,0,0,0,0,0,0,0,171,165,57,74,26,16,506,135,171,65,54,30,13,465,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,11,14,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,16,7,6,0,0,0,0,15,10,4,0,0,0,0,18,0,0,0,0,0,0,0,22,16,0,0,0,0,36,3,7,0,0
LGA37550,38,36,12,18,20,60,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,43,36,12,18,20,57,191,41,17,21,24,16,56,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,7,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,7,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,14,14,10,11,10,20,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,20,16,7,11,10,20,87,8,6,10,9,10,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,28,40,35,34,41,193,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,7,4,0,0,3,18,0,0,0,0,0,0,0,3,16,5,0,0,3,27,0,0,0,0,0,0,0,30,52,43,38,41,196,403,15,35,43,44,42,172,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,5,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,5,0,0,3,35,5,4,3,0,0,0,11,5,10,0,4,3,4,29,0,0,0,0,0,0,0,15,14,3,5,3,4,43,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,317,409,148,111,37,13,1040,441,383,89,52,6,4,970,692,889,234,98,18,4,1929,1135,1266,327,145,25,9,2903,442,239,37,23,9,0,751,391,252,76,29,18,0,766,495,419,121,72,20,3,1128,0,0,0,0,0,0,6,1339,907,229,125,46,10,2650,0,0,0,0,0,0,0,136,0,0,0,0,0,136,8,7,0,0,0,0,21,149,7,0,0,0,0,159,0,0,0,0,0,0,3,2939,2595,702,383,108,28,6759,279,417,150,109,47,17,1018,454,344,117,38,9,0,961,602,840,286,125,45,4,1908,1052,1184,399,164,58,8,2868,513,380,104,35,7,3,1036,435,294,83,34,6,0,853,1151,852,223,108,14,11,2358,6,3,0,0,0,0,8,2096,1526,413,175,24,12,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,0,0,0,25,6,13,3,0,0,0,25,7,3,5,0
LGA40120,2116,4609,2163,2572,955,343,12760,83,47,9,5,3,0,144,15,13,3,0,4,0,36,105,56,8,5,7,0,183,105,56,9,3,3,0,178,0,0,0,0,0,0,0,15,0,0,0,0,0,13,5,3,0,0,0,0,12,128,57,9,3,3,0,201,13,8,4,7,0,0,37,3,0,3,0,0,0,7,12,12,4,4,3,0,38,25,24,12,10,4,0,82,0,0,0,4,0,0,3,2375,4748,2192,2597,972,348,13224,2223,4791,2186,2567,1027,347,13135,171,81,5,6,3,0,268,22,24,6,3,0,0,64,196,104,19,7,4,0,335,52,19,9,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,57,23,12,3,0,0,95,8,5,0,0,0,0,11,9,0,0,0,0,0,9,8,4,0,0,0,3,20,19,8,0,0,0,3,38,6,0,0,0
LGA40220,1658,3114,944,916,406,172,7207,87,80,5,3,0,0,177,0,6,3,3,0,0,14,87,88,8,9,0,0,195,218,95,5,5,3,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,220,98,5,3,4,0,329,47,34,5,8,6,0,100,7,3,3,0,0,0,11,6,6,5,0,0,0,20,56,49,14,8,6,0,128,0,0,0,0,0,0,3,2022,3351,975,936,415,171,7862,2066,3905,1083,1086,464,198,8803,203,130,8,3,0,0,348,14,26,9,0,0,0,49,219,155,20,8,4,3,399,127,35,4,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,128,35,4,0,0,0,173,48,24,4,3,0,0,80,9,8,0,3,0,0,17,6,9,5,3,0,3,20,61,44,4,9,3,0,118,7,0,0,0
LGA40250,87,65,39,38,40,131,399,34,12,6,0,0,0,50,0,0,0,0,0,0,0,34,12,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,12,8,10,0,0,0,6,24,0,0,0,3,0,0,3,17,16,3,4,0,6,41,0,0,0,0,0,0,0,134,91,48,43,39,139,488,105,78,42,53,56,140,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,0,0,0,0,42,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,7,0,0,0,0
LGA40310,1351,2761,1100,1225,497,148,7081,172,86,8,11,0,0,276,3,3,0,0,0,0,4,177,87,8,11,0,0,286,190,64,4,4,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,193,67,4,4,0,0,265,50,23,11,3,3,5,89,3,0,0,0,0,0,3,0,11,0,4,3,0,23,54,33,11,5,8,3,114,0,0,0,0,0,0,0,1772,2950,1118,1242,506,154,7745,1651,3045,1139,1295,517,182,7832,173,113,20,7,8,0,324,0,0,0,0,0,0,3,173,117,20,8,8,0,327,177,72,9,5,3,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,183,73,9,5,3,0,273,22,18,3,0,0,0,50,0,0,0,0,0,0,3,7,8,4,0,0,0,19,26,30,5,0,0,0,65,0,7,0,0
LGA40430,252,421,101,103,62,18,956,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,9,21,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,30,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,282,434,101,105,65,18,1002,300,433,93,78,54,20,967,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,15,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,0,0,0,45,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,6,3,8,0,0,0,0,13,0,0,0,0
LGA40520,740,1381,589,511,268,83,3567,124,75,21,10,6,3,242,0,0,0,0,0,0,3,124,75,19,14,6,3,239,223,76,5,8,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,227,77,5,8,3,0,317,27,18,0,0,0,0,49,3,3,0,0,0,0,3,3,0,0,0,0,0,11,34,19,4,0,0,0,60,0,0,0,0,0,0,3,1129,1549,617,525,275,88,4189,824,1423,560,468,227,93,3595,148,59,21,7,3,3,231,0,0,0,0,0,0,0,148,59,21,7,3,3,231,212,63,9,3,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,63,9,3,0,0,285,27,16,0,0,0,0,40,3,0,0,0,0,0,0,0,3,0,0,0,0,7,30,16,0,0,0,0,52,0,3,0,0
LGA40700,2109,4006,1847,2321,901,265,11445,1154,769,149,95,19,3,2188,120,174,83,42,9,0,433,1279,939,235,137,30,6,2622,1254,520,122,38,5,3,1941,107,27,3,0,0,0,130,86,70,18,3,0,0,179,13,3,0,0,0,0,11,1452,615,145,42,7,3,2267,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,3,3,0,0,0,9,3,3,4,0,0,0,10,0,0,0,0,0,0,0,4847,5569,2227,2498,938,276,16352,2100,4002,1767,2317,939,273,11394,799,600,163,86,20,0,1670,182,199,91,71,14,3,552,983,796,251,157,33,7,2230,1501,713,180,62,17,0,2476,142,50,11,3,3,0,210,135,90,20,12,3,0,261,4,0,0,0,0,0,9,1785,854,209,84,21,0,2954,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,7,5,3,0,0,0,0,10,3,0,0,0
LGA40910,2850,5094,2565,2705,933,300,14450,616,476,174,89,20,14,1389,67,48,24,14,6,0,164,690,526,204,100,28,15,1552,1180,516,108,42,6,5,1860,0,0,0,0,0,0,0,11,6,0,0,0,0,16,9,8,0,0,0,0,24,1204,532,114,45,6,5,1904,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4747,6156,2886,2852,969,312,17915,3023,5155,2576,2797,993,328,14870,757,543,204,154,42,18,1720,80,84,55,39,14,4,265,836,624,259,196,53,20,1984,1081,461,171,85,19,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,10,1084,466,177,88,19,0,1838,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,4,0,0,0,0,7,5,0,0,0
LGA41010,248,417,141,155,89,66,1104,3,0,0,0,0,0,3,3,0,0,7,0,0,11,7,0,0,7,0,0,13,33,7,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,0,0,43,17,6,3,3,0,0,22,0,0,0,0,0,0,0,3,3,0,0,0,0,3,17,5,3,3,0,0,28,0,0,0,0,0,0,0,305,429,144,164,89,66,1194,267,452,150,148,85,54,1155,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,11,3,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,3,0,0,0,76,21,5,0,0,0,0,24,0,0,0,0,0,0,3,0,3,5,0,0,0,9,24,10,5,3,0,0,35,0,0,3,0
LGA41060,6695,10694,4979,5048,1827,617,29868,2539,1563,454,242,96,37,4927,475,525,167,90,23,3,1285,3019,2089,622,330,120,40,6214,2529,1193,262,105,25,6,4123,207,60,25,10,0,0,294,112,62,25,0,3,0,205,18,8,3,0,0,0,33,2871,1318,313,115,29,6,4652,21,18,0,0,0,0,47,3,0,0,0,0,0,9,28,32,10,6,0,0,78,50,52,13,13,0,3,138,0,0,0,0,0,0,5,12635,14163,5922,5513,1974,664,40874,6977,10737,5044,5357,1810,711,30635,2422,1591,535,279,88,65,4981,527,671,274,179,39,5,1698,2954,2262,807,460,133,72,6679,2625,1309,341,173,34,15,4497,188,77,41,19,3,3,328,90,74,14,10,0,0,189,23,10,3,0,0,0,42,2924,1470,403,200,38,15,5050,7,14,0,0,0,0,20,3,0,0,0,0,0,3,25,10,3,10,3,0,55,33,30,3,10,3,0,84,5,5,3,0
LGA41140,682,1254,424,387,170,66,2986,58,10,10,0,0,0,77,0,0,0,0,0,0,0,58,15,10,0,0,0,75,47,15,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,45,18,3,0,0,0,64,15,11,0,0,0,0,19,0,0,0,0,0,0,0,3,8,3,5,0,0,22,15,20,3,4,0,0,46,4,0,0,0,0,0,4,801,1303,437,393,167,69,3179,791,1316,404,414,219,67,3214,47,14,4,0,0,0,64,0,0,0,0,0,0,0,47,14,4,0,0,0,64,65,8,0,3,0,0,67,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,66,10,0,3,0,0,83,3,0,0,0,0,0,4,0,0,0,0,0,0,4,3,12,7,3,0,0,23,6,17,7,3,0,0,30,3,0,0,0
LGA41190,187,266,88,100,60,21,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,3,0,0,0,0,22,4,4,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,4,3,0,0,0,18,0,0,0,0,0,0,0,207,271,88,101,61,21,762,204,262,72,75,54,18,691,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,8,0,0,0,0
LGA41330,297,207,69,46,29,19,676,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,3,0,0,0,21,12,3,3,0,0,0,19,5,0,0,0,0,0,10,3,3,0,0,0,0,5,24,5,3,0,0,0,35,0,0,0,0,0,0,0,343,221,75,48,29,19,738,315,196,67,50,18,24,666,9,3,3,0,0,0,15,0,0,0,0,0,0,0,9,3,3,0,0,0,15,4,4,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,11,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,3,0,0
LGA41560,1113,1858,506,511,221,80,4290,96,35,11,4,3,0,140,0,0,0,0,0,0,0,96,35,11,3,3,0,147,96,34,8,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,99,40,8,0,0,0,145,16,11,3,0,3,0,30,3,0,0,0,0,0,4,0,8,3,0,0,0,8,17,17,7,0,4,0,43,3,0,0,0,0,0,3,1330,1945,532,513,232,76,4634,1330,2153,604,541,229,97,4961,152,78,9,3,0,0,237,4,5,7,7,0,0,24,153,84,11,11,3,0,264,50,10,5,0,0,0,70,3,0,0,0,0,0,0,16,5,0,0,0,0,19,3,0,0,0,0,0,3,72,18,5,0,0,0,91,19,11,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,14,0,0,0,0,37,0,0,0,0
LGA41750,76,133,51,50,30,11,359,6,15,6,3,0,0,27,0,0,0,0,0,0,0,6,15,6,3,0,0,27,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,5,5,0,0,0,0,13,4,3,0,0,0,0,12,0,0,6,0,4,0,5,13,7,6,0,4,0,28,0,0,0,0,0,0,0,100,154,56,55,36,10,418,118,138,55,37,21,11,390,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,9,4,0,0,0,0,11,0,3,0,0,0,0,3,0,7,3,0,0,0,13,11,14,3,0,0,0,23,0,0,0,0
LGA41830,168,234,83,68,30,20,604,16,4,0,3,0,0,22,0,0,0,0,0,0,4,17,4,0,3,0,0,27,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,197,239,82,73,32,20,652,168,264,83,66,29,22,629,4,3,0,0,0,0,11,0,0,0,0,0,0,3,4,4,3,0,0,0,9,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,4,15,9,0,0,0,0,21,0,3,0,0
