LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA53220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,103,3,0,3,4,3,25,18,13,28,47,52,180,151,90,147,776,0,0,0,0,0,0,3,4,8,5,0,9,7,3,4,55,0,0,6,0,0,3,3,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,5,9,5,9,7,4,0,0,0,3,0,11,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,5,18,8,13,13,19,10,14,6,0,10,8,3,28,165,6,5,27,15,14,43,42,33,60,83,99,250,287,155,234,1360,0,0,0,0,0,0,0,3,0,11,25,27,57,46,7,172,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0
LGA53290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,157,13,0,17,8,13,36,48,82,277,253,179,142,127,44,280,1517,0,0,0,3,10,3,17,14,33,16,11,8,6,0,22,137,0,3,9,12,34,12,22,16,11,0,3,0,0,0,11,128,0,3,0,0,4,0,4,0,3,3,0,0,0,0,4,22,0,0,0,6,6,0,3,0,0,0,0,0,0,0,3,26,7,4,11,25,29,13,33,8,16,4,3,0,0,0,28,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,8,12,18,38,86,34,82,36,64,30,13,9,4,0,72,500,42,16,59,63,121,230,234,259,561,460,367,221,233,67,538,3452,0,3,0,0,3,0,4,12,23,39,65,67,65,29,3,320,0,3,0,0,3,0,3,8,26,9,10,5,0,3,3,71,0,0,0,0,0,0,4,6
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,3,0,0,0,0,6,5,3,35,35,26,41,25,3,58,244,0,0,0,0,3,0,3,0,7,3,0,3,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,14,0,10,3,9,8,3,3,0,0,7,61,5,0,6,5,18,28,32,34,88,81,79,65,56,15,91,610,0,0,0,0,0,0,0,0,6,10,10,20,14,6,0,73,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,13,0,0,0,0,0,0,0,0
LGA53430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,235,8,8,7,5,12,38,51,67,241,257,291,412,440,220,416,2471,0,0,3,3,8,5,17,34,60,66,26,37,13,0,46,317,0,6,5,8,44,12,60,38,63,22,8,14,3,0,36,312,0,0,0,5,3,0,3,0,5,3,0,0,0,0,3,29,0,3,8,6,15,0,10,4,3,0,0,0,0,0,3,53,14,8,42,47,49,35,44,32,66,21,16,10,6,0,61,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,19,16,59,70,113,52,130,103,196,118,59,60,24,3,154,1168,53,32,123,90,141,424,356,383,745,633,643,752,864,445,922,6606,0,0,0,0,0,0,3,0,24,33,124,110,208,227,11,745,0,0,0,0,0,5,10,13,39,26,24,10,11,22,0,164,0,0,0,0,0,3,3,6
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,66,0,0,8,3,0,14,11,20,92,78,42,42,33,3,109,466,0,0,0,0,0,0,4,6,3,3,0,3,3,0,3,27,0,0,3,0,6,3,4,3,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,3,13,3,4,3,7,0,0,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,17,6,19,9,13,4,0,6,3,0,24,118,16,9,37,22,31,150,110,108,193,152,94,67,49,14,227,1284,0,0,0,0,4,0,4,0,7,11,18,17,15,3,6,83,0,0,0,0,0,0,0,3,12,0,3,0,0,0,0,30,3,0,0,0,0,0,7,4
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,7,0,6,3,10,33,15,18,7,7,5,26,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,3,0,0,0,0,0,4,37,11,3,3,13,8,23,17,29,63,35,32,16,19,10,45,326,0,0,0,0,0,0,0,0,3,6,7,3,3,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,6,6,7,5,14,20,10,11,3,0,22,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,3,26,4,0,6,7,14,31,23,29,46,32,15,13,12,0,40,270,0,0,0,0,0,0,0,0,3,0,9,3,3,4,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA53780,0,0,0,0,0,3,3,0,17,4,0,0,0,0,1142,1175,65,39,78,51,93,225,372,634,2145,2245,1911,1651,1406,504,2181,13605,3,0,5,9,30,13,116,168,378,253,149,77,74,11,163,1443,0,13,28,58,187,42,181,146,171,73,30,22,7,6,90,1049,3,0,0,3,20,4,19,23,24,18,9,11,0,0,18,161,19,10,25,35,47,23,28,14,14,3,3,0,0,0,26,251,53,41,114,165,266,83,215,129,251,93,32,20,11,3,213,1692,8,0,0,0,5,0,3,3,4,3,0,0,0,0,58,84,85,61,183,282,551,165,551,480,846,440,227,131,93,23,572,4692,281,132,423,398,728,1629,1678,1901,4398,3910,3373,2433,2165,695,3715,27851,0,0,0,0,4,0,3,10,125,286,616,412,383,147,23,2019,3,0,4,0,9,3,32,54,145,67,52,20,14,14,6,432,3,0,0,0,3,3,12,37
LGA53800,0,0,0,0,0,3,0,0,3,0,0,0,0,0,557,566,21,6,15,19,14,65,94,161,604,633,533,487,409,190,916,4164,0,3,0,3,23,4,37,62,133,73,23,40,14,0,55,470,0,5,18,20,74,10,72,56,59,16,9,3,3,0,53,397,0,0,3,3,7,0,8,5,13,5,0,3,4,0,10,61,4,5,14,18,17,12,7,5,4,3,0,0,0,0,12,109,16,17,52,71,120,25,78,50,43,8,9,7,0,0,94,598,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44,47,18,30,86,122,253,63,209,176,246,107,40,56,23,0,265,1685,92,38,160,181,305,634,560,667,1371,1181,1001,820,678,268,1693,9649,3,0,0,0,3,0,3,6,63,112,168,172,167,87,19,809,0,0,0,0,3,5,12,16,38,15,20,5,7,13,6,140,0,0,0,0,0,4,10,14
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,3,14,9,9,60,26,32,41,17,7,8,11,3,26,269,0,0,0,0,3,0,8,10,3,6,0,0,0,0,3,29,0,0,6,0,3,3,6,0,4,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,3,0,0,0,4,0,0,0,0,0,0,0,25,4,4,27,18,8,13,16,9,17,3,0,0,0,0,8,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,44,25,12,16,26,23,33,7,0,0,3,0,15,225,22,10,60,39,27,98,68,70,78,34,35,18,25,9,49,638,0,0,0,0,0,0,0,0,0,3,10,9,13,5,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA53990,0,0,0,0,0,0,0,0,3,0,0,0,0,0,293,303,14,3,7,5,10,27,49,93,387,490,388,476,394,115,556,3012,0,0,0,3,3,0,26,24,54,47,6,19,9,3,31,229,0,3,8,15,48,3,45,26,25,21,8,0,0,0,23,225,0,3,3,0,0,0,3,0,3,5,0,0,0,0,3,21,0,0,3,3,16,0,7,3,6,0,0,0,0,0,4,47,9,5,21,26,60,14,33,25,24,11,4,0,3,0,28,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,13,39,53,128,20,114,79,112,82,20,22,13,3,101,824,45,21,97,78,166,394,351,407,825,846,663,693,653,180,943,6368,3,0,0,0,0,3,0,3,33,53,104,87,115,61,12,485,0,0,4,0,3,0,9,14,37,16,16,12,8,4,3,127,0,0,0,0,0,0,3,8
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,0,0,0,0,0,8,10,15,73,68,31,41,32,16,95,393,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,19,0,0,0,0,7,0,8,3,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,3,9,3,4,3,4,0,0,0,0,0,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,22,4,17,7,12,3,0,0,0,0,18,105,13,3,16,8,28,108,59,78,152,113,53,62,56,24,202,978,0,0,0,0,0,0,0,0,4,9,8,4,8,6,0,50,0,0,0,0,0,0,3,0,5,3,3,0,0,0,0,22,0,0,0,0,0,0,0,6
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,0,3,0,3,8,5,12,24,20,10,0,3,4,33,132,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,4,14,8,3,4,6,3,16,17,33,39,37,24,13,5,7,54,268,0,0,0,0,0,0,3,5,4,3,13,5,14,3,3,54,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0
LGA54170,0,0,0,0,0,0,0,3,9,5,3,4,0,6,2013,2042,67,27,46,40,38,128,225,428,1898,2881,2848,3865,3956,1942,3834,22213,6,9,3,5,28,4,71,172,450,412,229,254,89,26,302,2055,3,23,32,60,184,50,259,202,279,137,61,35,22,6,159,1519,0,0,6,10,9,5,22,20,31,15,25,17,11,3,32,204,7,4,20,27,42,13,17,14,20,7,5,3,5,0,15,199,55,25,79,117,195,70,148,115,247,90,38,26,15,3,152,1373,0,0,0,0,3,0,0,3,5,0,0,0,0,0,28,38,70,62,134,223,467,142,524,524,1030,667,356,334,134,45,680,5386,290,110,385,364,650,1657,1791,2339,5037,5314,5077,5611,5687,2563,6008,42882,0,0,0,0,0,0,7,11,109,227,633,658,857,601,45,3154,3,3,6,0,11,19,36,57,217,148,109,55,28,45,9,746,4,0,0,0,3,5,18,44
LGA54200,0,0,0,0,0,0,3,3,0,0,6,0,0,0,660,678,19,15,15,10,13,36,96,191,810,992,925,1023,961,466,1238,6813,3,0,0,0,11,4,45,81,215,149,93,75,37,9,102,829,0,0,14,19,64,25,87,64,84,34,12,6,8,3,43,464,0,0,4,0,6,0,6,6,17,8,3,7,3,0,11,68,3,3,11,16,19,4,5,7,9,0,0,0,0,0,9,88,12,21,31,70,104,27,71,39,86,44,14,13,8,0,78,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,22,21,57,108,202,57,223,196,407,229,125,108,60,15,254,2090,108,51,171,178,277,788,788,972,2018,1902,1764,1637,1527,656,2095,14922,0,0,0,0,0,0,6,8,60,129,288,262,287,146,18,1194,0,0,0,0,0,5,15,21,67,47,26,8,11,9,5,214,3,0,0,0,0,0,4,12
LGA54280,0,0,0,0,0,3,0,0,3,0,0,4,0,0,342,355,7,5,14,5,10,23,34,45,278,507,382,714,664,271,610,3578,0,3,0,3,9,0,33,43,108,58,29,38,20,4,39,385,0,0,0,13,22,3,42,28,27,5,0,3,3,3,10,163,0,0,0,0,3,0,3,0,0,13,3,0,0,0,7,31,0,0,17,6,7,0,3,4,0,0,0,0,0,0,3,43,16,16,28,40,55,17,40,17,40,22,8,10,3,0,42,342,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,46,14,23,49,68,103,22,119,85,181,88,39,53,24,11,135,1019,46,32,84,87,127,171,236,243,721,880,784,1084,1202,468,1093,7258,3,0,0,0,0,0,3,9,26,55,152,165,284,184,23,900,3,0,0,0,0,0,0,3,13,6,8,11,8,3,0,60,0,0,0,0,0,0,3,3
LGA54310,0,0,0,0,0,0,3,0,0,0,0,3,0,0,160,175,3,5,10,10,3,12,8,17,62,151,136,596,534,410,324,2272,0,0,0,0,0,0,3,14,24,27,8,43,21,17,25,179,0,0,0,3,9,0,11,8,10,0,3,3,3,0,5,47,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,3,0,3,6,0,3,0,3,0,0,0,0,0,3,21,12,4,15,19,19,8,11,5,3,9,0,0,0,0,9,111,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,19,10,7,15,27,30,9,26,30,40,34,11,46,25,16,58,398,25,12,31,37,40,47,52,63,174,281,284,855,983,767,548,4203,0,0,0,0,0,0,3,0,4,29,80,102,203,271,10,706,0,0,0,0,0,0,0,0,7,5,5,0,5,3,0,31,0,0,0,0,0,0,0,0
LGA54340,0,0,0,0,0,0,0,0,3,0,0,0,0,0,42,48,6,0,3,3,11,21,24,36,110,61,48,19,33,13,92,469,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,22,0,0,0,4,13,0,5,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,11,7,0,9,9,17,3,8,4,5,0,0,0,0,0,11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,9,22,38,7,22,10,21,7,0,0,0,0,25,160,16,0,21,32,45,101,84,100,206,109,89,43,45,12,160,1064,0,0,0,0,0,0,0,0,11,18,22,12,15,6,9,102,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,13,19,28,17,7,3,4,0,32,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,11,3,7,0,0,0,0,0,0,35,4,3,10,9,9,36,26,31,50,33,21,10,6,9,50,310,0,0,0,0,0,0,0,0,5,5,6,7,10,6,0,39,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,5,0,0,6,0,7,15,7,5,3,0,0,16,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,0,4,3,3,9,7,14,30,14,14,8,0,3,30,154,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,3,3,3,13,7,22,60,20,16,15,11,3,40,222,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,4,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,14,0,10,4,4,4,0,0,0,0,9,63,7,3,16,12,20,54,41,57,106,52,39,26,25,7,74,550,0,0,0,0,0,0,0,4,12,15,15,12,8,13,0,76,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,3
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,10,12,7,22,13,0,5,0,0,24,98,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,0,0,0,4,18,3,5,7,3,5,24,22,27,38,28,13,8,6,0,41,239,0,0,0,0,0,0,0,0,11,6,10,3,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,3,4,10,7,4,6,0,0,7,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,12,3,0,4,6,3,17,17,17,16,10,6,6,3,0,12,117,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,5,6,9,20,20,4,7,4,0,23,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,6,0,3,4,3,18,20,22,47,32,15,13,9,0,39,228,0,0,3,0,0,0,0,0,10,4,4,8,5,5,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,0,0,0,0,0,0,0,3,3,0,0,0,0,359,370,18,0,12,4,16,50,100,158,634,595,436,368,268,78,637,3395,3,0,0,0,14,7,39,51,120,66,30,24,9,0,50,397,0,0,8,20,53,13,63,38,33,25,3,8,0,0,23,289,0,0,0,3,7,0,4,6,3,9,0,3,0,0,6,41,4,3,4,20,21,12,10,0,3,5,0,0,0,0,7,90,12,16,42,75,136,28,86,53,64,24,8,6,3,0,66,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,24,20,58,115,229,57,206,151,221,125,45,42,15,0,173,1475,65,26,107,136,266,481,495,536,1192,1093,826,577,458,123,1120,7503,0,0,0,0,0,0,0,0,54,122,276,197,161,68,11,886,0,0,0,0,3,0,12,12,30,21,16,0,6,0,0,107,0,0,0,0,4,0,4,14
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,3,0,0,4,3,4,4,16,40,26,8,5,9,4,25,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,3,0,0,0,0,0,6,21,19,0,6,10,3,19,17,28,69,47,39,16,9,9,66,364,0,0,0,0,0,0,5,3,4,3,16,0,3,5,7,48,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,10,0,0,3,0,0,0,0,3
