LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA32500,0,0,0,0,0,0,3,0,0,0,0,0,0,0,53,55,0,0,0,3,3,15,15,24,57,49,29,12,13,3,77,294,0,0,0,0,3,0,4,8,12,3,3,0,0,0,4,31,0,0,0,5,11,0,9,0,4,4,0,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,10,3,0,7,7,8,7,8,7,3,0,0,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,13,15,25,6,19,13,19,10,3,0,0,0,22,152,10,3,28,28,35,80,66,74,130,114,60,27,21,10,157,840,3,0,0,0,3,0,0,0,6,13,28,11,15,6,6,100,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,18,0,0,0,0,0,0,0,3
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,3,4,11,3,0,0,0,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,16,0,0,3,0,3,4,5,9,12,13,3,0,0,0,21,71,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,3,4,5,3,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,3,6,10,14,3,3,3,0,15,59,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA32770,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,5,3,30,22,16,32,14,11,0,5,0,0,151,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,11,9,4,5,5,0,4,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,17,13,7,11,4,6,6,0,0,0,0,0,4,64,3,4,33,17,17,47,23,22,37,20,13,3,6,0,7,254,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA32810,0,0,0,0,0,0,0,0,3,0,0,0,0,0,93,101,10,8,11,3,4,26,38,88,224,180,103,50,42,17,196,997,0,0,0,0,3,0,19,14,25,14,12,0,0,0,16,107,0,0,8,9,29,9,17,9,10,0,0,0,0,0,8,108,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,19,0,3,10,0,8,0,0,0,0,0,0,0,0,0,3,22,0,0,8,13,29,6,22,11,20,0,3,0,0,0,19,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,3,25,24,70,17,59,40,57,17,13,3,0,0,61,393,38,8,63,37,101,179,191,256,540,393,250,112,84,33,386,2670,0,3,0,0,3,3,3,4,65,82,99,41,22,24,3,351,0,0,0,0,0,4,8,10,43,12,10,3,0,0,4,100,0,0,0,0,0,4,9,10
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,0,6,0,3,4,3,5,20,16,3,3,3,0,28,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,14,14,0,14,7,5,28,15,17,35,18,17,9,3,3,42,215,0,0,0,0,3,0,3,0,6,7,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,11,8,19,38,19,16,13,15,3,38,180,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,13,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,7,0,5,10,0,0,0,0,0,0,12,49,7,3,9,12,8,38,36,43,69,50,42,24,16,7,84,457,8,0,0,0,3,0,0,0,19,15,13,4,7,7,3,78,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA33220,0,0,0,0,0,3,3,4,9,0,0,0,0,0,883,903,21,12,74,52,85,430,543,806,1873,1389,971,527,410,149,1607,8953,3,3,5,5,42,9,124,135,229,107,31,26,7,0,101,821,0,13,25,72,198,61,206,126,117,39,3,3,4,0,85,951,0,0,3,8,17,3,21,10,20,3,3,0,0,0,28,124,0,6,48,70,128,24,43,25,13,4,0,0,0,0,32,396,44,32,128,273,520,173,380,230,197,36,10,11,0,0,225,2259,0,0,0,3,0,3,5,5,10,0,0,0,0,0,84,108,51,49,210,435,905,277,778,529,585,187,54,35,12,0,545,4654,231,107,633,660,1186,4064,2960,3058,4220,2597,1698,887,662,216,3424,26600,5,4,0,3,6,4,20,24,189,262,333,201,144,101,25,1316,3,3,4,0,21,14,52,50,166,70,33,15,8,17,13,458,0,3,0,0,7,9,31,47
LGA33360,0,0,0,0,0,0,0,0,3,3,0,3,0,0,499,509,26,3,23,17,25,63,97,180,756,1051,919,1276,1261,472,1099,7276,0,0,4,5,15,3,58,65,157,126,48,76,36,9,64,662,3,10,8,26,82,17,70,44,52,22,9,3,4,0,31,390,0,0,3,3,9,3,10,9,6,6,6,13,0,0,20,89,4,4,20,23,32,4,24,5,6,5,0,0,0,0,6,125,21,14,39,89,120,36,99,52,60,24,9,6,5,3,64,640,0,0,0,0,3,3,0,0,3,0,0,0,0,0,27,37,28,30,72,137,259,63,251,180,279,182,72,99,42,8,213,1939,117,46,195,198,327,848,664,773,1701,1889,1636,2029,2014,684,1935,15047,4,0,0,0,9,11,9,12,84,126,263,239,370,242,34,1398,0,3,3,0,13,8,20,24,56,25,14,10,8,15,3,203,0,0,0,0,3,3,14,20
LGA33430,3,3,0,0,3,4,12,8,35,21,6,14,8,6,3444,3569,333,130,332,243,393,1100,1825,3049,9999,9199,7315,5633,5229,2241,7238,54252,24,36,32,34,203,90,750,915,1983,1018,346,408,133,13,666,6644,17,73,142,309,986,258,1154,785,898,337,100,75,22,5,456,5614,13,13,20,33,77,21,105,67,132,49,23,18,8,3,90,669,58,52,126,223,383,116,158,100,98,34,16,7,6,3,120,1513,272,159,417,656,1352,523,1097,784,1078,327,127,82,48,9,758,7689,0,4,7,9,10,16,14,13,13,3,0,3,3,0,207,296,384,335,737,1263,3016,1018,3274,2667,4201,1769,612,596,218,37,2299,22422,1524,587,2035,1995,4019,8947,9651,11427,22900,17562,13779,9137,8607,3475,14324,129973,12,3,8,3,13,18,61,78,1066,2026,3358,2259,1959,1164,201,12235,3,7,13,4,59,78,235,336,1028,453,297,156,99,128,58,2955,11,7,4,4,19,21,84,211
LGA33610,0,0,0,0,0,0,0,0,0,0,0,3,0,0,76,82,13,3,10,5,6,33,49,88,260,206,124,87,75,24,200,1183,0,0,0,0,12,3,15,8,20,10,6,0,0,0,14,91,0,0,6,8,20,3,21,10,14,4,0,3,0,0,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,5,0,3,3,3,0,0,0,0,0,0,0,3,21,7,0,8,12,22,4,23,5,12,4,3,0,0,0,21,124,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,15,7,0,20,25,66,13,59,30,51,15,6,6,0,0,51,349,39,6,56,42,80,213,216,252,525,368,212,139,116,46,364,2680,11,3,3,0,6,3,9,9,40,72,77,40,24,12,8,311,0,0,0,0,0,0,5,3,6,4,5,6,3,3,3,43,3,0,0,0,3,4,10,11
LGA33620,0,0,0,0,0,0,0,4,3,0,3,0,0,0,374,385,19,4,31,39,34,203,288,422,1078,715,466,238,172,39,753,4504,3,3,3,8,24,10,69,72,90,36,10,4,0,0,47,365,3,3,10,33,98,33,103,48,51,17,3,3,0,0,31,431,0,0,3,3,5,3,8,9,10,5,0,0,0,0,4,47,5,5,17,27,49,14,14,8,4,3,0,0,0,0,16,169,15,10,71,123,198,73,177,96,91,13,10,3,0,3,98,981,0,0,0,0,7,0,0,0,0,0,0,0,0,0,41,57,26,18,108,196,378,127,373,230,254,67,21,17,3,5,239,2053,150,42,297,313,503,1810,1298,1424,2197,1320,810,409,314,86,1612,12592,5,4,0,0,13,12,19,28,123,133,148,95,94,36,22,744,0,0,3,3,11,10,33,30,94,34,24,3,10,0,0,264,3,0,0,0,5,4,17,39
LGA33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,89,0,0,7,3,13,35,49,101,268,226,175,81,89,33,213,1282,0,0,0,3,6,3,9,16,29,15,3,0,3,0,14,102,0,0,0,10,13,9,15,0,8,5,0,0,0,0,5,68,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,3,9,0,3,0,0,0,0,0,0,0,0,18,0,3,12,16,18,19,27,17,22,8,3,0,3,0,16,164,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,23,32,42,22,52,29,65,29,10,4,6,0,48,375,22,6,66,48,70,338,271,325,577,409,288,125,151,44,433,3181,3,0,0,0,0,0,3,5,31,38,61,32,23,16,8,228,0,0,0,0,0,0,5,4,15,8,9,0,0,0,3,41,0,0,0,0,0,0,8,7
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,16,9,19,26,8,3,4,6,0,3,102,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,3,8,9,3,5,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,11,4,11,7,9,4,0,0,0,0,3,69,0,3,20,15,14,34,16,25,34,15,11,4,6,0,10,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA33960,0,0,0,0,3,4,8,9,22,3,3,3,0,0,1239,1300,74,30,85,78,112,406,689,1114,3947,3756,3111,1895,1650,546,2694,20179,5,14,13,6,64,19,309,373,761,388,159,102,30,7,262,2512,6,13,37,92,295,71,353,214,269,91,37,15,12,4,116,1619,3,3,12,10,32,3,32,31,41,21,18,9,0,0,40,254,16,20,63,103,174,36,60,31,49,17,5,5,0,4,63,655,47,63,211,357,794,194,567,343,451,165,62,20,15,3,326,3616,0,0,0,5,9,3,6,3,8,0,0,0,0,0,115,146,83,117,328,574,1373,322,1327,995,1588,679,281,150,62,15,915,8797,276,177,625,741,1634,2731,3226,3528,7851,6565,5289,2871,2426,700,4828,43472,6,0,3,0,4,8,14,22,285,755,1265,785,683,212,86,4125,4,0,0,0,9,7,35,61,201,91,57,32,15,16,18,547,0,0,3,0,6,14,24,49
LGA33980,0,0,0,0,0,0,0,0,0,0,0,0,3,0,194,203,21,0,13,0,8,9,13,50,165,279,210,865,574,284,436,2932,0,0,0,0,3,0,18,10,36,15,12,49,27,19,31,226,0,3,0,3,19,0,18,5,4,5,0,3,0,0,10,70,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,21,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,15,10,0,9,9,16,3,13,7,9,8,3,4,0,0,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12,4,9,14,45,8,44,26,56,31,19,63,28,17,64,443,75,7,37,24,67,115,105,149,365,468,429,1187,966,492,733,5217,5,3,0,0,0,0,10,3,47,46,85,91,138,148,15,589,0,0,0,0,5,0,7,0,14,4,5,6,0,4,0,45,0,3,0,0,3,0,4,3
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,15,12,17,38,6,3,0,0,0,3,101,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,10,5,9,11,4,3,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,10,14,11,6,10,3,0,0,0,0,5,90,0,0,20,20,14,41,29,25,57,11,8,0,3,0,8,242,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA34530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,499,13,7,12,10,17,53,79,152,456,492,433,485,430,148,790,3559,0,0,0,4,12,0,49,44,72,44,16,27,7,3,41,328,0,0,10,20,62,18,64,27,37,11,10,0,3,0,17,276,0,0,0,0,3,0,6,4,6,5,0,0,0,0,4,36,6,5,11,17,12,3,10,4,3,0,0,0,0,0,4,81,13,11,28,56,90,26,63,33,42,14,4,6,3,0,40,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,19,21,49,97,178,55,184,115,162,72,31,39,10,5,123,1162,87,26,139,137,231,713,610,677,1167,982,835,753,694,251,1449,8759,10,5,0,0,4,6,12,9,65,98,167,141,156,69,8,747,0,0,0,0,3,3,12,16,44,22,16,9,7,8,5,149,3,0,0,3,3,7,4,9
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,4,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,4,0,3,6,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,9,3,0,0,0,0,0,35,0,0,8,4,4,15,3,13,14,10,9,3,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA34580,0,0,0,0,0,0,3,0,10,0,0,3,0,0,283,303,23,9,33,17,26,117,161,281,846,703,492,239,203,53,580,3769,0,0,0,3,11,7,40,57,85,44,20,7,3,0,29,311,0,4,6,19,59,17,66,40,36,13,3,0,0,0,13,285,0,0,0,0,9,0,4,11,10,0,0,0,0,0,6,37,0,5,8,18,32,3,13,7,3,3,0,0,0,0,9,104,17,3,41,81,139,39,112,68,85,9,9,5,4,0,72,693,0,0,0,0,0,0,3,3,4,0,0,0,0,0,33,46,23,15,57,130,256,74,243,182,225,68,30,16,3,4,161,1471,82,30,173,206,329,922,786,914,1745,1232,835,388,336,83,1118,9171,0,3,0,0,11,3,10,13,110,161,191,131,95,36,20,780,0,0,0,0,11,3,11,25,48,22,9,4,3,7,3,160,0,0,0,0,8,8,18,31
LGA34590,4,0,0,3,0,5,4,13,40,23,10,3,0,0,2023,2133,140,68,217,145,243,760,1293,1929,6847,6400,5143,3250,2774,905,4860,34983,11,21,13,24,146,40,521,615,1251,683,303,186,88,14,456,4379,7,28,68,145,520,124,566,358,464,152,68,16,14,4,247,2786,10,0,7,14,33,11,60,51,82,32,24,12,4,0,85,425,22,26,92,152,261,70,105,69,73,28,8,5,0,4,93,1015,125,99,372,597,1110,356,853,490,707,234,102,44,22,9,545,5664,10,0,6,6,10,6,9,13,7,5,0,0,0,0,235,304,177,178,562,943,2082,611,2110,1601,2590,1133,513,268,127,35,1654,14575,616,294,1219,1295,2608,4797,5422,5860,13704,10921,8683,4814,3973,1205,8557,73968,10,9,0,0,4,5,24,37,509,1128,1904,1103,888,323,122,6072,0,12,3,0,22,26,73,114,329,148,95,38,32,16,18,938,3,0,0,0,7,12,39,98
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,4,0,3,0,0,3,17,14,97,80,66,27,35,10,89,449,0,0,0,0,3,0,4,9,16,10,5,3,3,0,7,62,0,0,0,7,8,0,6,3,3,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,3,3,3,5,3,3,0,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,8,22,8,21,12,27,11,9,3,3,0,26,156,14,10,12,12,29,56,57,62,188,145,136,49,56,19,190,1034,5,0,0,0,3,0,5,3,19,21,31,19,21,11,7,147,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3
LGA34770,0,0,0,0,0,0,5,0,8,9,4,9,0,0,1790,1826,44,18,40,36,32,113,196,386,1548,1995,1794,2035,2068,771,2913,13985,0,6,3,9,47,14,156,162,392,220,89,124,58,11,144,1428,0,15,22,41,147,32,156,88,149,37,31,16,13,0,78,826,3,0,0,4,17,3,17,11,21,6,5,4,0,0,26,130,3,6,20,32,46,9,24,7,18,3,3,0,0,0,27,193,33,25,90,138,233,70,156,108,201,64,36,20,6,3,160,1331,0,0,0,0,0,0,3,0,3,3,0,0,0,0,58,86,38,48,143,226,492,128,514,366,777,337,167,165,80,23,496,3990,200,89,355,323,627,1472,1383,1662,3755,3679,3336,3162,3366,1140,5216,29760,17,3,0,0,9,4,15,28,209,388,625,542,620,277,66,2804,3,3,0,0,5,11,24,38,113,47,34,24,12,18,3,331,0,3,0,0,8,6,15,50
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,5,13,10,10,8,7,6,13,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,23,3,0,0,3,8,7,11,13,30,25,12,8,19,9,38,189,3,0,0,0,0,0,4,0,5,4,3,0,7,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,0,0,0,0,0,23,0,0,6,4,4,14,11,7,10,10,3,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,3,0,0,0,0,0,0,0,0,160,167,16,0,19,11,14,31,39,90,249,224,177,120,131,36,317,1474,0,0,3,0,3,3,26,15,32,18,9,5,6,0,21,147,0,0,3,4,20,9,15,14,4,3,0,3,0,0,9,82,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,13,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,13,3,10,6,14,26,16,19,10,20,5,0,0,0,0,20,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,10,15,22,64,20,59,35,61,28,15,12,7,0,55,400,71,18,61,48,86,198,201,252,489,432,355,204,224,80,557,3270,15,4,0,0,9,0,14,12,54,74,100,57,61,41,15,452,0,0,0,0,0,5,6,4,19,4,5,3,5,0,6,62,3,0,0,0,8,4,8,12
