LGA_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
LGA46970,14,26,15,21,12,8,0,0,0,0,114,5,3,47,41,26,25,26,9,0,0,0,9,188,4,0,15,33,13,22,14,9,0,0,0,0,108,8,3,23,39,27,11,13,15,0,3,0,3,154,3,0,16,37,8,10,3,3,0,0,0,0,88,4,0,3,12,14,14,8,4,0,0,0,0,65,0,0,3,0,4,0,0,0,0,0,0,3,10,40,7,142,226,127,120,88,51,8,3,9,28,854
LGA47140,17,44,46,241,700,282,31,11,4,29,1440,18,0,12,7,32,97,377,246,47,4,4,11,859,3,0,0,6,13,37,134,113,23,6,3,5,347,3,3,3,3,3,18,88,76,18,6,7,9,232,4,0,6,0,3,8,23,29,9,3,3,5,97,15,10,38,43,39,136,317,121,25,12,5,46,813,12,33,52,30,36,43,47,10,4,3,0,90,358,462,607,1081,1166,978,2457,5213,1613,237,67,55,527,14458
LGA47290,5,8,4,0,0,0,0,0,0,0,31,11,0,0,3,0,0,0,0,0,0,0,3,19,8,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,0,0,0,0,15,0,0,3,3,3,0,0,0,0,0,0,0,7,56,3,44,48,11,4,0,3,0,0,0,14,186
LGA47490,0,4,4,8,5,0,0,0,0,0,28,5,0,0,0,0,3,0,0,0,0,0,0,17,3,3,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,4,44,10,22,36,27,30,18,5,0,0,4,3,194
LGA47630,10,18,18,8,3,0,0,0,0,3,79,9,0,4,8,3,6,0,0,0,0,0,0,29,9,0,0,5,3,0,3,0,0,0,0,0,20,0,0,3,3,8,6,0,0,0,0,0,3,14,0,0,0,3,6,0,0,0,0,0,0,0,7,7,0,5,5,3,8,0,0,0,0,0,3,34,0,0,11,0,0,0,0,0,0,0,0,3,20,119,20,112,140,93,62,13,0,0,0,3,32,599
LGA47700,11,14,17,75,359,285,26,0,0,11,816,8,0,4,4,5,49,208,217,26,3,0,4,537,3,0,0,5,4,12,89,81,19,0,0,0,215,6,0,3,3,0,15,43,81,18,3,0,4,179,0,0,0,3,0,0,6,25,7,0,0,3,50,15,3,22,16,14,29,132,112,23,0,8,20,387,6,11,24,6,8,13,20,6,3,0,0,34,134,254,252,480,379,267,774,2580,1409,150,18,26,203,6792
LGA47800,10,7,0,3,0,0,0,0,0,4,33,13,0,4,4,7,0,0,0,0,0,0,3,39,6,0,0,3,0,3,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,3,5,4,0,0,0,0,0,4,32,4,0,0,5,0,0,0,0,0,0,0,3,14,153,28,106,104,74,41,6,5,3,0,0,29,553
LGA47910,10,4,0,3,5,0,0,0,0,0,26,3,0,0,3,0,3,3,0,0,0,0,0,10,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,4,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,9,49,14,32,69,19,38,30,7,3,5,0,15,274
LGA47980,6,14,15,66,185,160,74,10,10,11,559,10,0,3,9,8,33,114,152,70,33,11,0,437,9,0,3,3,5,11,39,66,51,17,9,6,224,6,0,3,3,5,4,27,91,65,26,35,5,279,3,0,0,0,0,0,11,28,35,26,56,3,163,3,0,5,3,10,28,70,93,52,23,29,6,317,3,7,16,12,3,14,13,10,5,0,3,17,89,169,96,233,260,190,603,1146,955,479,173,187,107,4605
LGA48050,0,3,9,14,55,7,0,0,0,4,94,4,0,0,0,0,10,29,4,0,3,0,0,47,0,0,0,0,0,3,14,7,0,0,0,0,25,0,0,0,0,0,3,9,5,0,0,0,3,17,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,3,3,23,34,7,0,0,0,4,78,0,0,3,0,3,16,3,0,0,0,0,4,41,68,22,108,145,141,405,486,87,11,0,4,46,1529
LGA48130,3,5,7,13,3,0,0,0,0,0,48,12,0,8,3,5,9,0,0,0,0,0,3,41,5,0,0,4,5,5,0,0,0,0,0,0,27,5,0,0,0,0,4,0,0,0,0,0,0,16,4,0,3,0,0,0,0,0,0,0,0,0,3,5,0,4,6,9,3,0,0,0,0,0,5,35,0,3,0,3,3,0,0,0,0,0,0,4,13,109,21,78,129,105,115,28,3,0,0,4,22,604
LGA48260,0,4,3,6,15,30,10,0,3,3,81,3,0,3,0,0,3,14,38,16,4,5,0,91,0,0,0,0,0,0,3,8,6,0,7,0,31,0,0,0,0,0,0,3,11,13,5,13,0,49,0,0,0,0,0,3,0,3,6,9,14,0,47,0,0,0,0,3,4,9,11,11,3,9,0,52,6,0,3,4,0,0,0,4,3,0,3,7,32,68,42,86,38,35,43,131,205,90,35,55,27,856
LGA48340,7,23,13,12,4,0,0,0,0,5,82,22,0,4,9,10,9,5,0,0,0,0,4,62,5,0,0,5,0,0,0,0,0,0,0,0,20,10,0,3,0,3,4,0,0,0,0,0,0,19,3,0,3,4,0,0,0,0,0,0,0,0,14,4,3,11,9,9,6,3,3,0,0,0,5,49,3,11,18,3,3,3,0,0,0,0,0,7,52,137,61,267,296,117,87,31,9,3,3,3,49,1061
LGA48410,20,26,39,166,297,297,57,17,6,19,971,7,0,11,14,20,86,195,252,72,7,13,9,681,9,0,6,10,3,31,64,112,59,9,0,5,312,15,0,6,9,3,18,46,112,64,11,5,3,284,0,0,4,0,0,3,11,41,24,6,11,5,103,16,5,17,15,16,63,128,198,59,16,9,17,556,12,16,28,18,9,17,18,10,4,0,3,28,164,354,265,605,655,527,1505,1978,1730,502,100,70,256,8549
LGA48540,26,53,35,67,49,13,0,0,0,3,248,3,0,11,25,30,37,37,5,0,0,0,7,162,3,0,0,9,13,20,17,9,0,0,0,0,76,3,3,9,21,11,15,24,11,0,0,0,0,95,0,0,0,6,0,0,13,19,6,0,0,4,48,0,0,21,32,27,32,16,14,0,0,0,9,161,7,17,32,19,9,6,3,0,0,0,0,24,126,232,263,719,862,393,434,317,86,11,3,12,147,3466
LGA48640,3,3,3,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,29,19,25,10,0,0,0,0,0,7,141
LGA48750,4,0,0,8,9,6,0,0,0,0,33,3,0,0,0,0,5,10,0,0,0,0,3,19,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,8,10,0,0,0,0,0,21,0,0,0,0,3,5,0,0,0,0,0,0,11,38,7,34,56,59,103,89,18,3,3,5,22,436
LGA48830,10,9,7,13,8,3,0,0,0,3,72,4,0,3,12,6,11,0,0,0,0,0,0,48,0,0,0,4,3,0,0,0,0,0,0,0,15,0,0,0,3,0,7,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,10,8,3,6,9,10,22,4,0,0,0,3,0,60,0,3,9,6,3,5,3,0,0,0,0,4,36,154,66,135,159,139,181,34,10,6,0,16,42,945
LGA49399,18,4,0,0,0,3,0,0,0,6,62,28,3,11,5,3,0,0,0,0,0,0,6,60,15,0,0,0,0,0,0,0,0,0,0,11,30,15,0,0,4,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,8,28,8,3,0,0,0,0,0,0,0,0,10,50,23,15,0,0,0,0,0,0,0,0,0,17,58,257,89,75,39,12,0,0,9,0,0,11,92,588
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,11,22,28,62,162,136,15,3,0,11,474,16,3,8,8,17,25,69,97,14,0,0,8,278,7,0,3,3,6,11,35,72,10,0,3,0,155,11,3,3,3,6,8,36,34,17,3,0,8,129,7,0,0,8,4,0,8,18,7,0,0,3,56,15,0,12,19,8,31,73,63,12,0,0,6,243,4,7,15,5,7,10,12,4,0,5,0,21,99,271,77,336,366,263,501,1051,760,113,9,19,125,3889
LGA50210,8,7,12,28,206,313,70,9,8,13,688,17,0,8,3,9,21,129,222,89,13,7,11,522,7,0,3,0,3,11,38,123,43,17,0,0,245,4,0,3,0,0,3,27,74,64,11,5,11,198,0,0,0,0,0,3,12,34,34,12,4,0,108,13,3,14,12,12,24,121,135,70,14,10,28,451,14,4,20,10,7,16,26,14,3,0,0,28,140,207,58,331,305,205,538,1878,1850,504,97,56,185,6219
LGA50250,14,6,8,4,11,4,6,4,4,12,169,310,3,15,12,3,4,9,10,7,3,9,34,421,91,7,6,9,3,4,3,0,3,0,3,15,144,236,5,13,8,3,4,9,3,8,3,12,23,313,253,5,12,10,3,0,0,6,6,4,14,21,335,112,9,5,0,0,3,3,5,0,0,3,15,156,11,0,3,0,0,0,0,0,0,0,4,9,30,1218,52,96,56,22,17,45,35,31,13,59,156,1811
LGA50280,4,4,3,9,41,60,13,0,5,8,165,11,0,0,3,6,11,24,49,14,3,0,0,130,5,0,3,0,4,0,5,22,9,3,0,3,65,7,0,0,0,0,0,7,20,10,0,0,3,51,3,0,0,0,0,3,3,7,11,0,10,3,42,7,0,4,3,3,5,28,51,24,0,3,3,139,5,0,3,8,4,3,3,6,4,0,4,8,51,142,11,98,103,93,149,297,427,121,19,35,69,1554
LGA50350,0,4,4,6,52,93,26,0,3,4,205,6,0,0,4,0,3,24,65,25,3,0,0,135,0,0,0,0,3,0,9,34,20,7,0,0,73,0,0,0,0,0,0,9,41,16,5,0,0,75,3,0,0,5,0,0,7,12,17,7,0,0,39,5,0,12,5,4,3,17,47,25,8,0,6,135,3,0,10,0,0,0,8,4,0,0,0,5,42,78,29,149,110,60,78,312,572,184,30,20,55,1670
LGA50420,12,13,25,54,245,404,169,33,9,12,992,17,0,5,10,8,26,134,378,193,54,10,9,848,11,0,8,3,3,10,50,178,150,25,13,3,453,15,0,3,0,4,14,43,153,141,49,17,10,444,7,0,0,3,3,4,13,43,91,45,19,5,242,19,3,13,24,18,30,75,217,160,32,17,28,634,4,6,26,10,7,14,19,24,7,0,3,27,146,278,124,458,308,331,630,1597,2532,1249,291,108,230,8125
LGA50490,13,11,12,34,146,345,137,18,8,12,746,10,0,6,9,5,20,99,312,149,26,11,12,658,0,0,0,8,0,7,33,140,109,11,8,6,326,9,0,4,3,3,5,19,130,121,22,14,8,342,0,0,4,3,0,0,15,44,74,33,10,5,190,7,3,12,17,10,20,83,179,123,35,9,26,528,10,3,38,3,3,6,12,23,3,0,0,27,130,193,102,547,297,170,293,1048,2051,971,167,83,180,6105
LGA50560,3,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,29,4,22,8,8,16,11,4,0,0,0,3,109
LGA50630,0,0,0,4,5,10,0,0,0,4,23,0,0,0,0,0,3,4,10,3,0,0,0,31,0,0,0,0,0,0,3,3,0,0,0,0,11,6,7,3,0,0,3,0,3,0,0,0,0,18,0,0,0,3,0,0,0,3,4,0,0,0,9,0,3,0,0,0,0,3,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,19,16,10,14,14,21,34,47,11,0,0,11,195
LGA50770,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,39,3,25,22,8,17,7,5,0,0,0,10,139
LGA50840,0,3,6,13,10,3,0,0,0,0,42,5,0,0,3,0,4,8,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,5,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,4,0,12,3,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,6,43,6,44,49,33,58,90,39,0,0,0,10,367
LGA50910,0,0,0,3,0,0,0,0,0,0,12,3,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,23,8,18,18,16,12,3,4,0,0,0,3,105
LGA50980,14,26,27,42,49,68,43,30,29,14,387,24,3,11,22,15,32,43,42,62,34,30,30,354,17,0,3,22,15,25,26,24,32,23,32,9,239,23,3,0,24,17,24,28,20,29,29,67,24,282,9,0,3,11,7,21,16,13,22,14,71,6,195,18,6,25,30,16,30,33,26,29,30,37,23,303,8,3,16,19,0,7,3,5,3,3,14,21,95,353,101,291,293,186,270,318,339,284,197,321,205,3162
LGA51080,3,3,0,0,0,0,0,0,0,0,14,3,0,3,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,34,6,18,21,4,4,0,0,0,0,0,5,96
LGA51120,3,4,0,3,3,0,0,0,0,3,16,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3,7,24,19,24,18,14,4,4,0,0,0,0,8,112
LGA51190,5,11,8,46,195,139,12,4,0,10,445,13,0,0,5,9,42,96,113,18,3,3,7,313,6,0,4,3,5,6,49,64,12,7,0,0,158,11,0,3,3,3,10,41,63,20,0,3,0,153,3,0,0,0,3,0,11,29,19,6,3,0,80,5,0,16,10,6,34,98,88,13,4,0,20,304,3,8,19,17,3,13,22,4,0,0,3,23,117,158,47,333,348,214,642,1490,875,125,26,23,130,4409
LGA51260,11,10,11,14,59,208,64,3,4,7,410,18,0,0,4,13,3,40,155,53,3,3,7,296,3,0,3,3,3,4,14,86,41,10,3,4,174,3,3,3,3,3,0,9,54,43,5,5,11,141,5,0,0,0,3,3,8,29,19,13,8,0,89,12,0,8,10,7,10,33,128,69,11,3,10,304,7,3,21,12,4,8,11,12,0,0,3,21,97,199,46,284,273,135,188,586,1351,405,54,52,124,3683
LGA51310,3,3,4,15,48,52,46,22,36,4,242,5,0,0,4,3,14,35,42,51,37,41,0,238,3,0,0,0,0,3,14,23,31,22,29,0,130,6,0,0,0,0,5,11,17,48,49,129,5,272,7,0,0,5,0,0,4,11,24,40,175,0,267,4,0,3,0,3,7,21,30,27,33,76,8,205,0,0,6,3,0,5,5,0,3,3,6,7,33,93,9,40,44,47,162,305,275,307,237,530,57,2096
LGA51330,28,35,22,22,185,608,205,41,22,25,1229,21,3,17,23,7,15,104,433,220,53,16,11,913,18,0,13,6,5,13,54,228,128,27,23,14,524,7,0,3,9,0,4,28,198,144,67,21,11,502,10,0,3,7,0,0,18,70,87,37,29,3,268,24,3,33,30,16,17,86,310,166,49,30,25,780,9,0,22,11,5,7,12,20,7,11,6,40,146,386,95,638,437,235,315,1311,3458,1463,380,222,285,9215
LGA51400,0,0,5,3,33,101,10,0,0,4,163,4,0,0,0,0,3,22,80,11,3,0,0,127,7,0,0,0,5,5,9,45,6,0,0,0,73,0,0,0,0,3,0,3,30,22,0,0,3,66,0,0,0,0,0,0,4,17,15,3,0,0,31,6,0,5,3,0,0,8,55,9,3,0,3,104,3,0,4,3,0,0,3,0,0,0,0,6,19,64,15,83,114,47,66,209,545,90,16,3,41,1288
LGA51470,0,0,3,0,3,0,0,0,0,0,13,3,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,14,5,8,0,3,0,0,0,0,5,69
LGA51540,13,20,8,17,29,11,0,4,0,7,124,8,0,4,15,9,14,13,11,3,3,3,7,93,3,0,0,8,6,3,3,3,8,0,3,0,39,8,3,0,3,5,4,3,11,4,3,4,6,56,7,0,4,3,4,3,0,8,0,0,15,4,44,5,3,13,6,9,3,17,5,3,0,0,7,69,5,5,8,4,0,0,4,0,0,0,3,16,47,135,30,111,138,65,94,148,69,32,10,40,72,941
LGA51610,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,7,3,3,3,0,0,0,5,51
LGA51680,0,0,0,0,0,8,3,0,0,0,23,0,0,0,0,0,0,0,7,4,0,0,0,21,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,9,8,0,0,0,0,0,0,3,5,3,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,8,53,0,14,13,7,11,28,43,17,11,4,11,204
LGA51750,0,0,0,3,10,27,29,14,12,3,111,3,0,0,0,0,4,11,26,28,12,14,3,112,0,0,0,0,0,3,0,8,7,7,19,0,44,6,0,0,3,0,0,3,18,25,18,63,3,142,8,0,0,0,0,0,4,8,22,18,74,3,135,3,0,0,0,0,0,6,11,24,20,34,4,103,0,0,3,4,0,0,0,0,0,0,3,10,23,59,3,21,28,27,44,122,203,177,115,263,40,1108
LGA51820,5,8,15,38,144,518,258,27,22,13,1081,20,0,6,16,7,27,98,509,292,35,17,12,1033,15,0,3,9,4,12,45,225,217,36,16,8,583,13,0,6,5,6,9,26,198,235,69,33,9,609,11,0,3,4,3,3,4,62,112,51,47,6,307,25,3,23,17,15,30,70,275,208,58,19,39,767,15,11,34,13,8,7,18,29,8,3,6,61,202,338,94,567,439,233,412,1176,3353,1803,336,195,278,9222
LGA51890,0,3,6,16,13,9,0,0,0,3,56,4,0,0,7,3,10,19,11,0,0,0,4,52,3,0,0,0,0,0,6,6,0,0,0,0,14,3,0,0,3,0,3,8,5,0,0,0,3,29,0,0,0,0,3,0,5,0,0,0,0,0,18,0,0,3,4,6,4,4,6,0,0,0,3,37,4,0,5,3,0,3,0,0,0,0,0,3,26,50,7,77,105,116,170,122,52,3,0,5,30,745
LGA51960,10,15,17,15,8,0,0,0,0,0,71,6,0,6,17,14,21,12,8,0,0,0,0,87,0,0,3,3,3,6,3,3,0,0,0,0,24,3,0,3,11,6,11,7,0,0,0,0,5,43,3,0,0,4,5,3,3,0,0,0,0,5,19,3,0,5,8,4,8,4,0,0,0,0,0,38,4,3,0,3,0,0,0,0,0,0,0,3,14,23,15,68,117,85,89,60,11,4,0,0,19,485
LGA52030,0,0,0,0,4,0,0,0,0,3,10,5,0,0,0,0,3,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,17,13,14,24,19,4,0,0,0,9,140
LGA52100,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,3,35,4,26,34,13,3,0,0,0,0,0,7,129
LGA52170,0,0,0,0,13,11,18,9,12,3,65,0,0,0,0,3,0,11,13,26,13,22,0,89,3,0,0,0,0,0,0,4,3,0,19,0,31,4,0,0,0,0,0,3,15,27,17,62,0,133,4,0,0,0,0,0,0,7,19,15,121,0,164,3,0,0,0,0,0,3,11,17,27,47,0,102,0,0,0,0,3,0,3,0,0,0,3,0,17,35,4,27,10,16,23,48,102,151,91,323,12,846
LGA52240,3,3,0,0,0,0,0,0,0,0,19,3,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,40,8,20,26,9,9,0,0,0,0,0,12,118
LGA52310,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,7,4,4,6,0,0,0,4,46
LGA52380,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,9,0,3,0,0,0,0,0,3,31
LGA52450,0,3,0,6,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,3,4,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,7,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,20,25,9,32,16,6,0,0,0,11,145
LGA52520,3,0,0,4,3,0,0,0,0,0,27,3,0,0,3,0,7,9,3,0,0,0,0,26,5,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,41,3,26,15,13,29,19,5,0,0,3,15,186
LGA52590,5,3,7,3,14,16,0,0,0,0,59,8,0,3,3,0,5,13,4,0,0,0,3,43,8,0,0,0,0,6,6,8,0,0,3,0,27,3,0,3,0,0,0,0,3,0,0,0,4,15,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,6,12,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,3,13,69,0,13,17,27,44,81,54,0,0,14,21,356
LGA52660,3,0,7,6,53,71,11,0,0,3,173,0,0,0,0,3,8,24,51,4,0,0,4,100,3,0,3,0,0,0,16,23,6,0,0,0,46,0,0,0,0,3,0,6,28,4,0,0,0,37,0,0,0,0,0,0,3,10,3,0,0,0,23,3,0,0,3,0,3,22,43,10,0,3,3,94,0,0,0,0,0,4,7,3,0,0,0,0,17,43,8,35,36,42,85,327,401,42,3,7,32,1062
