LGA_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
LGA13910,3,18,26,50,31,4,0,0,0,3,174,22,0,3,13,14,19,16,5,0,0,0,5,103,9,0,3,5,6,8,13,0,0,0,0,3,48,3,0,0,5,3,7,7,3,0,0,0,6,39,6,0,0,4,0,0,0,0,0,0,0,0,13,16,0,4,11,11,24,18,10,0,0,0,6,115,10,0,18,13,8,11,3,0,0,0,0,16,80,247,16,183,347,283,399,231,55,9,8,8,87,1868
LGA14000,8,10,7,22,51,263,446,252,165,32,1296,31,0,3,4,4,16,23,177,507,293,208,31,1301,22,0,0,3,8,6,16,86,255,181,183,7,759,28,3,3,3,4,11,19,79,283,278,368,19,1095,12,0,3,3,3,4,11,28,102,157,443,16,788,23,0,11,14,12,32,32,77,166,131,184,47,717,8,3,10,7,4,3,4,15,25,8,10,38,147,372,69,374,244,184,241,485,1492,2677,1744,1813,365,10066
LGA14100,0,0,0,3,5,18,17,14,24,0,93,3,0,3,0,0,0,0,21,23,31,32,3,124,3,0,0,0,0,0,0,7,21,16,27,3,79,4,0,0,0,0,0,0,10,16,19,63,4,121,3,0,0,0,0,0,3,0,9,13,102,3,141,3,0,0,0,0,0,0,4,4,14,31,3,70,4,0,10,0,0,0,0,0,0,0,0,3,20,60,20,149,63,20,30,45,116,148,132,344,44,1167
LGA14170,11,30,35,89,269,1209,1015,481,538,64,3801,58,0,11,17,21,56,160,860,1175,726,769,58,3918,26,0,6,5,11,26,59,334,629,505,711,36,2340,39,4,6,7,6,24,50,306,662,725,1609,47,3494,37,0,7,9,5,17,29,100,215,363,2022,36,2844,39,3,34,26,34,48,87,251,419,325,935,94,2292,18,13,50,29,17,16,38,60,40,16,44,89,433,700,170,1064,766,572,1085,2178,5961,5795,3919,7400,735,30345
LGA14200,6,14,24,34,52,10,0,0,0,4,154,9,0,4,6,5,17,37,16,0,0,0,0,99,3,0,0,0,0,4,11,3,0,0,0,0,28,4,0,3,0,4,0,12,4,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,5,14,0,7,8,4,18,33,8,0,0,0,8,104,10,0,16,14,9,6,6,0,0,0,0,15,77,223,32,193,315,229,367,364,81,9,3,4,74,1898
LGA14300,4,6,0,14,9,0,0,0,0,3,48,4,0,0,7,3,3,4,3,0,0,0,0,26,3,0,0,3,0,0,3,4,0,0,0,0,19,4,3,0,0,0,0,3,3,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,3,0,7,3,0,0,4,6,4,6,3,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,6,16,57,16,60,75,67,93,69,20,0,0,3,25,487
LGA14350,9,19,16,29,73,45,7,6,4,3,223,10,0,5,3,15,31,41,28,3,0,0,4,137,3,0,0,3,6,9,10,15,3,0,0,0,50,0,0,0,7,4,7,14,11,3,0,0,6,45,3,0,0,4,0,0,4,0,0,0,4,3,23,12,0,5,16,15,32,44,22,3,0,0,6,166,6,0,20,26,19,29,14,3,0,0,0,12,134,170,29,213,440,348,599,648,262,35,10,22,90,2861
LGA14400,0,5,3,9,19,66,58,13,13,8,200,6,0,0,0,4,5,21,53,51,13,7,3,166,9,0,3,0,0,3,7,30,29,12,3,3,92,4,0,0,0,0,0,10,16,29,12,15,3,76,0,0,0,0,0,0,0,10,14,16,13,0,57,7,0,0,0,3,3,9,44,32,8,7,0,109,0,0,0,3,0,0,0,0,0,3,0,6,24,89,16,35,68,45,89,196,425,325,103,83,60,1530
LGA14500,4,6,3,11,17,52,169,162,256,12,716,36,0,0,0,0,11,17,30,180,217,331,18,849,20,0,0,0,0,6,3,26,89,102,239,6,489,22,0,3,3,0,14,13,22,119,176,704,23,1097,25,0,0,3,0,7,9,13,53,107,973,15,1211,31,0,0,4,4,3,5,21,45,73,347,21,552,3,0,0,0,0,0,0,0,8,4,24,19,67,314,26,60,63,52,75,149,333,989,1171,3335,218,6807
LGA14550,3,3,7,14,19,0,0,0,0,0,58,3,0,0,0,5,5,10,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,3,0,0,3,5,0,0,0,0,10,8,0,0,7,11,7,7,0,0,0,0,0,40,0,0,0,3,5,6,0,0,0,0,0,0,14,120,9,78,154,111,169,107,22,5,0,3,28,802
LGA14600,4,13,8,8,3,3,0,0,0,0,67,21,0,0,8,3,12,3,0,0,0,0,7,53,9,0,3,0,3,3,3,0,0,0,0,0,26,4,0,0,0,0,3,0,0,0,0,0,3,15,0,0,0,0,0,0,3,0,0,0,0,0,7,9,3,6,20,3,3,0,0,0,0,0,0,44,3,3,6,9,0,0,0,0,0,0,0,3,23,151,23,109,197,66,73,21,6,3,0,5,43,689
LGA14650,13,34,42,92,430,818,286,57,15,25,1854,34,0,14,20,22,55,247,600,278,51,24,17,1351,20,0,4,3,12,12,78,240,164,46,7,7,590,7,0,10,7,3,5,37,137,188,78,30,13,518,7,0,10,7,3,0,23,57,81,38,32,5,264,41,9,43,41,38,65,221,338,133,36,17,36,1012,31,9,81,62,26,23,56,52,13,3,0,81,435,589,159,1443,1361,928,1324,3645,4768,1639,384,157,503,16903
LGA14700,3,3,4,7,22,101,245,112,80,5,600,14,0,7,0,0,6,22,116,303,164,126,9,766,7,0,0,0,0,0,0,38,174,101,72,9,409,9,0,4,0,0,3,5,33,153,167,274,12,663,10,0,0,0,0,8,4,17,71,94,363,8,578,4,0,3,0,3,7,10,36,78,50,120,15,324,10,4,3,0,0,3,0,8,9,11,8,18,67,133,39,121,55,43,51,154,613,1415,858,1180,112,4776
LGA14750,5,14,17,40,28,5,0,0,0,0,126,8,4,0,12,19,9,19,9,0,0,0,4,92,3,0,0,4,3,11,11,3,0,0,0,0,39,3,0,0,3,5,5,6,7,0,0,0,4,28,0,0,3,3,0,0,4,0,0,0,0,0,16,7,0,3,12,14,14,7,3,0,0,0,3,46,0,0,9,18,5,3,0,0,0,0,0,4,46,101,14,156,284,157,220,132,23,0,0,3,32,1131
LGA14850,5,17,13,62,162,94,17,0,3,12,391,9,3,3,12,8,30,79,87,18,3,0,3,250,5,0,0,3,0,3,28,42,6,0,0,4,86,0,0,6,0,4,6,11,33,10,3,3,3,86,0,0,0,3,0,3,3,4,6,0,3,0,33,8,4,18,28,18,46,82,68,11,0,0,10,289,11,0,11,16,4,14,14,6,0,0,0,26,104,218,48,374,566,422,809,1286,687,121,20,20,145,4723
LGA14870,3,18,7,33,49,19,8,0,0,4,155,4,0,3,8,13,20,31,25,0,0,0,3,100,0,0,0,0,7,5,11,12,0,0,0,0,36,5,0,0,3,3,4,11,17,0,0,0,3,46,0,0,0,0,3,3,6,5,4,0,0,0,28,9,0,11,13,8,15,18,4,0,0,0,9,88,3,0,14,9,4,15,3,0,0,0,0,17,64,133,17,240,307,219,417,376,139,16,0,8,79,1952
LGA14900,17,30,23,143,289,684,589,187,48,40,2098,30,0,14,7,12,91,206,488,565,182,61,29,1692,25,0,3,15,10,79,74,241,305,132,38,20,942,23,0,9,14,3,56,59,153,298,165,64,10,860,13,0,0,4,11,17,12,58,106,107,63,6,397,38,3,44,59,36,112,173,336,315,128,54,92,1396,33,6,86,32,25,18,43,65,32,5,3,108,462,714,217,1460,1028,560,1188,2736,4701,3921,1273,442,704,18938
LGA14920,12,18,8,20,21,4,0,0,0,5,95,16,0,5,12,3,16,11,0,0,0,0,0,70,10,0,0,4,0,7,0,0,0,0,0,0,27,4,0,0,3,0,4,3,0,0,0,0,3,18,3,0,0,0,0,0,3,0,0,0,0,0,9,11,0,3,8,7,10,3,0,0,0,0,4,46,0,0,6,8,0,4,0,0,0,0,0,3,29,131,19,123,184,102,144,78,16,0,0,4,59,862
LGA14950,3,6,3,3,0,0,0,0,0,3,21,3,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,50,13,25,51,23,22,9,3,0,0,0,8,204
LGA15050,7,15,33,96,303,505,49,8,4,11,1048,9,0,6,14,9,56,175,381,53,13,3,9,731,4,0,0,0,5,27,59,193,38,3,0,0,335,0,0,0,3,6,20,43,145,45,7,3,6,283,0,0,0,0,0,7,12,54,24,5,3,0,119,3,3,18,27,17,65,111,190,35,5,0,20,498,6,3,29,24,7,18,27,17,3,0,0,46,176,208,77,555,662,380,817,2147,2649,331,52,21,216,8114
LGA15240,16,37,39,110,248,190,32,3,8,15,744,20,0,4,12,20,44,108,114,15,0,4,10,353,13,0,3,6,6,16,44,48,19,0,4,8,169,9,0,3,10,5,14,34,54,14,3,8,9,167,3,0,0,0,3,3,18,18,6,0,5,8,70,27,8,18,33,45,78,141,124,34,0,5,22,528,16,0,54,55,31,54,34,21,0,0,0,60,326,488,83,674,1231,921,1684,2293,1319,206,21,66,313,9299
LGA15270,4,19,20,33,74,71,15,0,0,3,252,14,0,0,5,18,17,73,74,12,3,0,13,236,10,0,0,3,3,6,21,34,4,0,0,3,87,9,0,0,0,5,3,24,36,18,0,0,4,102,3,0,0,5,0,5,8,13,10,3,3,10,59,20,0,3,16,8,13,48,37,12,3,5,3,160,10,3,0,9,13,7,6,3,0,0,0,17,62,233,18,114,291,238,347,613,440,80,9,9,92,2485
LGA15300,22,33,19,29,29,15,8,0,0,8,214,33,6,5,20,15,13,26,12,9,0,0,11,144,15,4,4,6,3,9,15,12,5,0,0,11,76,20,0,13,6,0,3,3,9,4,0,0,5,65,6,0,0,0,0,3,0,7,6,0,0,6,29,17,7,17,30,16,14,19,10,3,0,3,9,146,16,0,16,21,8,4,0,0,0,0,0,13,78,321,72,260,453,175,187,166,92,45,6,12,130,1915
LGA15350,3,0,0,4,9,113,136,82,80,6,453,7,0,0,0,0,0,3,79,156,104,126,3,483,7,0,0,0,0,3,0,21,62,50,66,3,214,10,0,0,0,7,0,8,31,88,126,330,10,608,10,3,0,0,0,0,3,12,38,82,473,7,630,3,0,0,0,0,0,7,20,35,51,160,15,292,0,0,0,0,0,0,6,5,5,0,13,18,50,112,7,39,36,28,36,77,575,780,622,1415,100,3822
LGA15520,4,12,11,10,21,19,5,0,3,8,117,22,0,9,6,5,10,21,17,3,0,0,0,91,11,0,4,0,0,7,10,12,3,0,0,3,49,8,0,0,0,3,4,8,7,3,0,3,0,39,4,0,0,0,0,0,0,10,0,0,0,0,17,8,0,5,4,5,11,13,3,0,0,0,0,52,11,0,3,8,0,5,0,0,0,0,0,5,31,194,27,131,133,93,138,146,102,27,4,15,48,1057
LGA15560,8,16,3,9,0,0,0,0,0,3,60,10,0,4,11,7,4,0,0,0,0,0,3,50,6,0,5,0,0,0,0,0,0,0,0,3,23,3,4,3,3,0,3,0,0,0,0,0,3,15,0,0,0,0,3,0,0,0,0,0,0,0,7,8,0,7,14,0,3,0,0,0,0,0,0,32,6,0,12,6,0,0,0,0,0,0,0,4,29,112,17,88,141,44,26,13,5,0,0,0,26,479
LGA15650,6,15,24,65,102,16,0,0,0,8,252,15,3,7,9,21,45,77,29,3,0,0,6,214,9,0,0,0,6,10,25,17,3,0,0,3,76,0,0,8,9,6,12,40,11,0,0,0,0,92,3,0,0,3,0,6,25,8,3,0,0,0,51,5,4,3,13,16,30,35,18,3,0,0,8,130,3,3,7,16,4,3,11,0,0,0,0,11,64,126,28,128,381,230,529,606,132,25,0,10,86,2284
LGA15700,7,16,10,23,35,47,4,0,0,10,162,4,0,3,5,8,13,28,25,4,0,4,3,98,3,0,0,0,0,7,9,4,0,3,0,3,40,0,0,0,0,0,5,6,9,13,4,0,0,43,0,0,3,0,0,6,0,3,5,0,0,0,26,5,0,6,14,14,20,34,24,3,0,0,6,127,3,0,13,18,10,10,15,0,0,0,0,5,81,118,16,258,285,211,338,467,248,45,11,26,86,2101
LGA15750,15,18,21,24,27,36,4,0,0,13,175,21,7,6,11,14,11,28,36,3,0,0,6,146,11,0,6,6,0,6,5,16,5,0,0,4,52,13,0,4,5,7,5,17,19,0,0,0,3,72,6,0,0,3,0,0,4,13,9,0,3,0,31,9,3,12,12,4,11,12,13,3,0,0,3,82,3,0,4,16,3,4,4,0,0,0,0,16,46,232,31,194,258,148,168,197,193,27,5,5,87,1545
LGA15800,5,3,3,9,0,0,0,0,0,9,41,6,0,3,11,4,9,4,0,0,0,0,0,36,3,0,3,4,0,0,0,0,0,0,0,0,18,3,0,3,0,0,0,5,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,4,19,0,0,7,7,5,3,0,0,0,0,0,9,28,71,13,88,177,68,78,15,9,0,0,0,30,565
LGA15850,0,10,3,9,10,5,0,0,0,0,53,8,3,0,7,8,3,5,3,0,0,0,0,31,9,0,0,0,0,5,0,3,0,0,0,0,17,4,0,3,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,4,3,5,8,3,3,0,0,0,3,37,8,0,13,7,0,3,3,0,0,0,0,3,35,98,29,96,115,78,123,72,20,3,0,0,24,655
LGA15900,25,44,50,108,491,1151,414,70,46,34,2472,34,0,10,24,32,65,319,863,431,114,46,29,1973,9,0,8,11,16,23,103,433,248,67,34,12,956,12,0,11,18,7,23,80,262,271,108,91,14,900,3,0,7,4,4,5,22,84,138,100,105,8,476,21,3,44,53,37,65,215,480,301,104,99,56,1483,22,18,110,42,25,30,47,44,16,5,12,97,467,704,260,1937,1318,949,1629,3959,6349,2543,708,548,616,21510
LGA15950,0,6,13,22,54,420,557,321,324,35,1782,27,0,4,5,16,17,41,311,741,575,611,26,2371,16,0,0,0,6,5,10,98,292,359,335,13,1139,33,0,3,3,3,11,29,150,498,750,1377,23,2884,27,0,3,4,6,11,13,45,180,444,1738,26,2492,17,6,4,14,8,15,20,44,161,193,547,36,1044,9,3,19,0,5,3,5,17,23,31,49,60,223,341,41,308,134,91,157,386,1951,3171,3140,5496,367,15575
LGA15990,9,10,16,31,90,399,918,540,745,52,2874,68,0,9,9,11,21,54,287,859,742,1011,51,3120,32,0,9,9,3,18,21,78,403,445,795,21,1840,40,0,7,4,12,22,28,77,393,555,1742,32,2912,38,0,3,10,3,16,22,46,131,251,2127,36,2678,38,3,18,14,12,21,40,103,280,301,858,80,1767,16,9,32,17,12,6,16,33,44,30,67,110,381,723,155,704,356,238,380,666,2347,4632,3728,8472,652,23037
LGA16100,3,3,5,16,12,4,0,0,0,0,56,7,0,0,3,7,10,4,0,3,0,0,0,32,0,0,0,0,0,4,0,0,0,0,0,3,8,0,0,0,0,0,4,3,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,4,5,5,0,0,0,0,0,26,3,0,4,4,0,3,3,0,0,0,0,0,18,56,14,49,44,52,99,68,20,3,3,3,22,443
LGA16150,4,21,21,89,211,168,16,0,0,6,558,7,0,3,6,18,41,146,157,12,3,0,15,419,4,0,3,3,9,14,44,80,14,0,0,5,165,14,0,0,4,3,15,40,97,15,6,8,7,208,4,0,3,4,0,5,8,41,16,3,3,3,92,7,0,18,20,23,45,65,97,17,3,3,10,310,6,0,23,21,13,18,13,3,0,0,0,23,125,153,60,377,532,460,864,1231,958,124,24,17,161,4966
LGA16200,14,19,24,22,46,8,0,0,0,4,147,8,0,7,8,9,17,35,12,0,0,0,0,96,9,0,0,0,3,7,18,3,0,0,0,3,38,9,0,0,3,3,6,18,9,0,0,0,0,49,3,0,0,5,3,3,13,0,0,0,0,0,27,4,0,7,14,8,24,23,7,0,0,0,7,91,3,0,16,6,4,3,0,3,0,0,0,15,55,128,38,260,296,200,258,249,53,3,0,5,72,1577
LGA16260,30,40,38,84,248,1730,1521,528,244,82,4629,59,3,16,29,39,81,152,1383,1701,684,283,60,4491,17,0,8,10,11,52,82,614,845,462,191,20,2318,39,5,18,11,20,50,64,566,1002,589,354,48,2764,22,0,6,9,14,9,26,165,419,391,380,25,1468,34,7,45,32,28,121,109,436,524,327,182,105,1944,30,6,69,24,6,15,22,69,64,21,40,123,493,853,245,1547,963,562,946,1800,8725,8958,4105,2140,902,31746
LGA16350,12,22,28,108,395,1413,493,104,30,33,2677,23,0,4,13,19,65,262,1091,534,122,29,28,2194,9,0,6,11,7,25,85,484,286,101,19,12,1050,13,0,10,7,11,22,50,361,255,112,45,19,905,13,0,4,9,3,3,24,101,104,84,48,4,400,30,0,23,35,20,58,154,468,239,82,25,61,1202,18,3,56,36,17,17,52,59,14,4,3,121,402,493,127,931,760,527,1207,3195,7670,2779,763,278,578,19315
LGA16380,4,22,13,53,208,345,130,24,12,19,856,18,0,3,7,18,29,85,275,111,25,12,12,591,7,0,0,3,9,13,23,105,70,22,6,3,264,10,0,7,0,5,8,24,63,56,34,14,5,228,3,0,0,3,0,0,9,19,41,28,16,4,118,14,3,19,25,23,40,86,188,72,29,6,19,519,18,3,32,25,18,38,44,32,7,3,3,37,265,322,70,562,559,483,999,1821,2305,715,197,89,237,8359
LGA16400,5,14,24,120,189,324,80,9,10,13,822,12,0,3,7,9,78,96,180,88,14,11,8,513,9,0,3,3,3,39,45,93,51,18,5,8,272,4,0,3,0,4,33,35,54,56,16,10,3,220,0,0,0,3,0,0,9,22,28,15,7,4,92,9,3,15,16,23,100,73,162,51,28,8,14,514,5,3,27,18,8,19,18,29,7,0,3,25,171,203,48,422,391,367,1030,1627,1768,542,126,86,188,6803
LGA16490,4,39,49,108,165,260,84,21,5,11,765,16,0,11,18,22,68,134,242,117,47,27,11,703,12,0,3,4,3,34,44,104,63,30,11,7,307,9,3,6,10,4,26,76,81,78,41,36,8,381,0,0,0,3,0,3,44,48,39,32,31,6,209,12,0,6,15,16,37,49,74,47,24,13,19,320,5,0,16,8,9,10,7,13,3,0,0,25,100,205,38,266,545,494,823,1069,1332,545,226,129,163,5834
LGA16550,16,20,24,42,80,341,718,642,521,42,2512,45,3,6,11,13,36,51,217,731,840,749,41,2741,24,0,4,4,11,17,35,87,404,554,565,27,1739,31,3,8,8,9,20,45,102,428,729,1215,25,2623,33,0,3,12,7,18,30,36,165,367,1563,45,2265,26,9,27,31,17,41,65,97,329,386,784,75,1882,22,4,91,24,17,15,17,63,51,50,88,108,562,717,202,1493,690,404,538,808,2219,4463,4826,6921,718,23992
LGA16610,0,8,24,55,80,24,3,0,3,4,219,14,0,3,6,7,23,47,12,6,0,3,5,123,0,0,0,3,3,7,17,17,3,0,0,0,52,5,0,3,0,3,0,11,9,0,0,0,3,32,0,0,0,0,0,0,3,5,0,0,0,0,12,8,0,8,3,6,33,51,12,9,0,0,9,136,3,0,12,34,10,9,15,3,0,0,0,12,96,141,20,186,400,269,579,646,177,35,8,17,93,2566
LGA16650,10,12,18,29,80,582,633,370,155,33,1965,34,0,5,6,7,23,56,471,606,443,241,36,1937,18,0,3,0,12,18,17,200,312,268,143,25,1018,20,3,4,3,10,8,22,163,307,355,242,31,1175,11,0,3,3,0,9,13,42,100,162,193,9,542,25,0,6,11,8,22,39,188,253,218,143,62,980,13,4,20,0,4,6,11,24,32,18,14,27,160,432,41,410,249,209,314,739,3452,3663,2603,1490,442,14063
LGA16700,3,19,11,16,126,723,675,319,253,40,2236,38,0,3,9,12,39,78,565,647,341,255,26,2012,19,0,3,5,3,23,43,228,360,230,214,16,1151,29,0,7,7,9,24,29,205,371,345,381,24,1438,14,3,3,6,3,10,7,77,162,165,425,13,897,16,6,11,16,17,31,37,171,211,147,214,56,935,12,0,20,13,7,9,10,36,30,13,18,57,212,453,91,644,454,271,417,894,3850,3792,2262,2266,513,15933
LGA16900,10,4,7,39,131,314,155,51,8,15,741,12,0,0,6,3,15,72,213,143,36,3,6,504,10,0,0,0,0,4,28,95,80,32,0,3,249,5,0,4,0,3,4,14,58,56,45,11,6,206,6,0,3,5,3,3,12,15,36,27,13,3,122,14,0,14,19,21,24,71,118,62,27,8,12,399,11,0,36,26,11,12,20,11,7,0,3,44,169,191,59,590,481,307,495,1014,1862,817,276,62,179,6326
LGA16950,6,46,37,160,319,296,47,6,13,21,983,29,0,3,15,18,83,168,201,33,13,11,14,593,14,0,0,5,12,44,50,97,30,4,3,3,272,16,0,9,6,8,13,36,69,29,10,11,8,210,3,4,0,3,0,6,22,35,15,9,8,5,115,17,0,21,46,31,103,172,150,25,6,8,30,609,21,4,47,48,23,28,48,25,0,0,6,66,312,442,110,584,992,712,1613,2744,1801,279,53,84,330,9735
LGA17000,8,13,15,57,88,71,9,0,3,5,276,7,0,3,10,10,34,83,89,13,0,0,6,262,6,0,0,0,3,10,33,27,8,0,0,3,95,5,0,3,4,0,10,39,45,10,4,0,7,132,0,0,0,0,0,0,13,18,21,0,3,0,63,10,3,5,8,3,26,36,43,8,4,3,11,164,0,0,8,9,3,4,3,5,0,0,0,12,47,123,33,157,222,151,333,577,432,97,14,11,87,2239
LGA17040,9,24,23,45,43,39,13,0,29,8,261,19,0,6,16,15,38,26,33,4,4,27,6,193,7,0,5,3,5,3,18,14,5,6,34,11,107,10,0,0,3,5,8,7,25,3,3,43,12,116,9,0,0,3,0,3,4,6,0,0,64,0,100,17,0,7,12,14,24,22,13,6,3,13,3,135,4,0,8,4,10,8,3,3,0,0,7,11,66,230,43,179,297,235,358,267,205,43,31,276,103,2269
LGA17080,15,29,14,37,38,4,0,0,0,7,179,12,0,5,12,10,15,30,11,0,0,3,3,102,4,0,3,6,3,5,11,0,0,0,3,0,31,6,0,4,0,0,0,7,4,0,0,0,3,25,4,0,0,0,0,0,0,0,0,0,0,3,13,13,3,10,18,12,14,13,10,0,0,0,9,90,5,0,9,14,0,0,4,0,0,0,0,3,38,162,38,186,345,179,187,161,40,0,0,13,62,1377
LGA17100,3,8,9,12,27,183,243,111,57,13,688,20,0,3,6,10,8,19,167,289,138,85,12,753,3,0,0,0,3,10,10,58,148,74,48,7,366,13,0,3,3,9,6,10,54,163,93,81,7,448,11,0,8,3,8,3,7,24,78,71,141,6,359,13,0,16,3,11,5,10,77,126,80,61,21,425,4,0,6,6,3,3,0,9,3,5,9,4,57,166,32,250,131,126,113,198,1060,1641,868,645,200,5427
LGA17150,11,18,18,45,108,740,615,300,237,37,2175,43,0,8,9,16,42,82,551,676,388,327,29,2160,25,0,0,0,7,26,25,254,357,284,247,19,1246,31,0,9,5,9,30,25,188,374,299,461,20,1444,17,0,0,3,0,18,8,59,123,180,465,15,892,27,7,6,21,17,62,39,190,239,170,274,56,1101,6,4,45,21,14,10,15,35,28,11,11,90,297,523,105,795,440,312,514,1018,4009,3522,2101,2368,516,16229
LGA17200,28,44,40,90,263,901,1323,1136,1615,135,5670,98,0,23,26,21,59,190,620,1545,1677,2152,125,6525,29,0,6,3,11,41,61,139,579,916,1562,68,3414,71,3,23,15,14,27,81,243,828,1482,3917,103,6824,47,4,8,12,3,30,46,80,269,738,4207,98,5535,51,10,76,75,37,47,95,183,359,572,2078,191,3773,63,21,179,36,33,22,135,157,126,139,377,226,1514,1475,459,3240,1295,833,1126,3216,5216,7428,8891,19751,1730,54661
LGA17310,16,47,50,119,270,176,30,5,4,29,780,35,0,10,19,24,49,173,185,27,5,7,21,547,19,0,3,3,5,12,63,66,13,7,0,9,204,13,3,8,11,7,10,41,54,30,0,0,11,187,10,0,13,10,3,8,21,23,15,0,0,5,99,23,8,16,23,25,66,109,105,29,4,3,25,428,15,4,25,43,16,25,24,7,5,0,0,37,198,402,90,478,836,567,1123,1796,1018,191,29,32,263,6814
LGA17350,0,6,3,14,3,0,0,0,0,0,51,7,0,6,5,0,7,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,3,6,9,3,0,0,0,0,0,28,3,3,7,3,0,0,0,0,0,0,0,3,23,93,16,102,118,69,98,35,10,0,0,4,18,548
LGA17400,3,0,3,13,4,0,0,0,0,0,34,7,0,3,4,3,4,7,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,6,3,3,5,10,4,6,0,0,0,0,0,0,34,0,0,3,9,0,5,0,0,0,0,0,4,25,101,24,103,145,100,104,35,7,0,0,9,25,648
LGA17420,3,8,6,25,26,101,305,309,181,18,1015,19,0,3,7,8,26,32,79,335,405,287,16,1204,18,0,3,0,0,15,14,50,195,242,238,6,777,20,0,0,0,6,7,29,32,213,336,436,16,1088,18,0,3,0,3,4,10,19,105,227,560,11,959,19,0,9,6,4,12,20,50,119,195,269,27,734,11,0,0,9,4,0,3,3,8,22,8,23,93,275,10,89,104,72,164,248,629,1872,2267,2312,233,8268
