LGA_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
LGA23940,0,0,8,0,4,0,7,3,7,0,0,0,0,0,0,26,3,5,0,0,3,0,0,0,0,0,0,0,7,5,0,3,3,3,4,0,0,3,0,0,0,27,8,9,6,11,11,7,0,3,3,0,0,0,74,73,63,37,81,72,114,45,35,18,9,10,42,605
LGA24130,5,0,75,6,3,3,4,9,49,50,41,15,4,6,10,205,7,3,7,5,18,30,30,22,8,0,4,7,136,15,15,8,12,15,38,40,27,4,5,4,17,203,29,21,17,22,50,135,136,99,27,18,15,42,615,247,129,118,207,286,930,1109,1462,721,586,344,312,6448
LGA24210,11,4,102,35,5,3,13,14,34,47,82,38,55,52,15,395,27,10,3,9,20,44,45,50,31,27,53,20,329,38,11,14,13,27,52,33,70,30,32,20,28,361,100,23,26,42,62,143,137,217,115,124,134,63,1189,807,214,196,277,385,1163,1193,2193,1427,1838,1588,583,11853
LGA24250,0,0,9,0,3,0,0,3,11,8,3,0,0,0,3,39,3,0,3,0,0,3,3,0,0,0,0,3,19,0,3,3,3,0,5,6,0,0,0,0,0,21,4,5,6,4,5,19,19,6,7,3,0,3,84,34,29,15,27,72,170,158,137,45,37,16,46,797
LGA24330,4,3,69,11,8,4,3,14,50,58,52,42,23,24,17,304,7,3,0,11,12,24,20,31,19,9,3,13,149,33,15,11,11,12,34,41,44,17,10,8,7,250,55,29,15,25,41,124,133,146,85,45,38,38,775,377,126,102,170,251,791,965,1600,1134,1109,590,283,7492
LGA24410,0,5,154,25,18,17,24,27,100,99,87,42,23,9,23,491,21,3,10,19,36,74,75,58,21,16,6,18,378,41,31,17,30,51,120,89,83,23,24,14,25,550,90,53,52,86,122,319,303,255,97,70,37,77,1576,600,288,244,434,571,1769,2282,3435,1834,1338,555,587,13943
LGA24600,4,0,30,14,3,0,0,7,26,30,35,19,24,14,7,180,28,4,6,4,3,19,20,38,13,21,16,8,176,18,3,3,7,6,17,22,29,22,14,15,6,157,58,5,15,13,16,69,71,103,61,61,49,19,551,324,60,48,94,138,488,609,1039,715,760,755,185,5210
LGA24650,6,11,240,45,25,9,40,81,234,235,199,62,36,22,46,1030,14,10,10,10,34,99,75,78,15,18,19,16,406,39,29,28,47,69,178,133,98,23,25,14,57,752,113,70,56,114,193,584,502,408,110,95,52,131,2431,702,328,290,542,868,3249,4062,5080,1933,1196,614,894,19762
LGA24780,0,0,80,4,11,15,28,51,96,47,23,0,4,3,12,295,8,5,9,14,13,42,20,3,0,0,0,5,119,8,10,15,23,28,56,21,6,3,0,0,15,192,28,28,36,74,107,224,102,40,11,3,7,31,680,233,158,176,397,607,1509,1029,669,190,127,82,245,5416
LGA24850,0,4,72,14,5,8,16,30,68,48,41,16,4,0,14,261,3,0,0,10,9,38,30,13,8,5,0,9,122,20,11,3,13,16,48,36,27,8,8,0,18,214,36,25,13,51,65,179,127,80,31,19,3,36,660,191,99,86,211,308,965,1204,1245,436,265,133,298,5443
LGA24900,0,0,33,4,5,12,22,23,40,21,6,0,0,0,6,145,7,0,3,11,13,3,3,0,3,0,0,3,39,5,4,8,8,18,19,7,6,0,3,0,9,91,15,14,20,37,53,74,41,14,10,3,3,24,302,156,92,91,167,320,701,505,351,118,77,86,160,2819
LGA24970,29,8,181,43,14,9,17,24,75,70,93,64,61,64,29,555,54,9,14,13,32,65,69,83,38,54,53,21,518,63,28,15,24,35,90,63,68,38,41,21,40,525,169,61,47,68,99,246,212,283,161,172,165,91,1784,1152,317,310,397,541,1670,1838,3162,1995,2449,1709,673,16220
LGA25060,3,4,78,22,5,8,10,18,42,48,67,38,26,18,19,322,17,9,11,14,12,44,33,44,27,20,12,11,245,33,7,9,15,22,39,31,59,30,17,15,40,329,79,26,37,46,53,135,134,182,104,67,46,69,974,556,190,176,258,345,1063,1129,1941,1399,1662,1318,563,10592
LGA25150,0,0,51,6,8,7,5,15,49,54,32,9,10,3,15,201,3,4,6,3,14,22,19,6,5,4,0,3,86,14,5,10,8,24,36,22,12,4,4,3,13,152,24,18,23,22,55,115,109,55,20,16,4,29,497,161,97,87,177,277,794,950,958,353,229,77,217,4381
LGA25250,6,8,143,26,14,8,19,29,90,83,119,41,27,22,26,502,18,12,8,24,26,45,59,46,21,13,11,13,293,39,23,22,30,28,73,84,68,29,20,8,23,450,99,52,45,81,92,230,246,263,94,69,46,70,1389,610,247,219,343,525,1573,1924,3215,1934,1802,991,597,13969
LGA25340,3,5,196,27,17,21,41,61,164,155,147,51,38,30,39,777,18,13,14,32,39,97,69,58,21,13,10,20,410,55,43,27,46,63,151,119,83,27,13,18,51,715,114,71,72,125,175,466,387,330,110,74,57,122,2094,761,391,351,604,834,2445,2886,4018,1945,1661,950,885,17719
LGA25430,0,0,30,4,3,12,9,13,30,24,10,6,0,0,7,110,3,0,0,5,3,15,8,9,0,0,0,5,54,12,3,3,6,9,19,12,6,0,3,3,4,93,19,7,18,31,27,73,53,27,6,3,3,15,287,107,73,69,133,156,438,386,294,93,64,30,74,1904
LGA25490,0,0,9,0,6,3,12,8,19,12,4,3,0,3,3,73,0,0,0,3,5,4,3,0,0,0,0,6,20,4,3,0,0,3,10,6,8,0,0,3,0,43,3,6,4,17,14,30,25,12,5,0,3,7,140,137,52,45,103,123,347,277,277,115,74,63,104,1719
LGA25620,0,0,12,0,0,0,0,6,27,11,4,0,0,0,7,58,3,0,0,0,8,12,4,0,0,0,0,5,29,0,3,3,10,7,8,9,3,0,0,0,0,49,8,3,8,11,22,56,23,10,0,0,4,11,152,62,41,51,77,121,330,288,290,93,70,43,80,1553
LGA25710,5,4,95,17,10,6,6,11,42,58,59,31,27,13,7,293,10,3,4,11,21,45,35,42,17,9,9,15,217,14,11,15,12,13,53,40,47,13,9,7,10,250,42,24,23,35,57,152,157,162,63,59,34,36,851,437,188,151,241,350,977,1173,1997,1258,1208,688,408,9077
LGA25810,0,0,17,0,4,0,8,10,11,3,0,0,0,0,4,43,3,6,0,4,3,5,3,0,0,0,0,0,22,0,3,3,7,5,4,5,0,3,0,0,3,33,4,18,9,23,20,19,6,3,0,0,0,10,116,51,66,59,137,152,237,133,63,24,15,12,53,1020
LGA25900,3,0,30,14,10,7,0,14,24,22,49,24,36,45,9,247,8,9,3,3,13,15,20,28,11,18,30,8,164,13,3,6,6,8,18,14,22,18,16,13,6,143,38,22,9,12,30,64,56,111,53,71,91,24,586,330,95,81,101,171,493,590,1110,761,1060,1592,298,6677
LGA25990,0,0,6,0,0,3,3,4,14,0,0,3,0,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,8,0,7,0,9,6,7,4,0,0,0,0,0,36,3,7,8,14,12,22,3,0,3,0,0,3,78,47,31,33,74,80,160,107,42,15,6,10,45,654
LGA26080,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,14,9,0,3,10,12,33,19,29,9,22,17,8,173
LGA26170,0,0,28,7,3,0,13,28,32,20,14,5,3,0,11,141,0,5,3,6,10,15,7,6,5,3,0,4,65,10,10,4,16,12,12,6,11,0,0,0,6,94,21,26,12,32,54,72,39,27,10,6,3,23,329,188,98,89,170,276,603,553,486,171,128,75,161,3001
LGA26260,0,0,19,3,8,6,13,7,8,8,0,0,0,0,3,63,0,6,0,0,4,11,3,0,0,0,0,0,29,4,3,0,3,6,12,4,0,0,0,0,7,50,13,17,15,30,25,32,12,4,0,0,0,11,159,125,72,71,176,168,361,206,130,51,39,37,79,1519
LGA26350,15,0,44,14,4,0,0,3,19,25,35,15,34,41,17,203,14,5,3,9,8,13,15,23,13,10,35,9,167,21,7,9,7,3,18,16,19,14,10,18,15,164,55,20,14,14,13,54,61,87,48,59,111,40,579,504,97,81,97,146,489,513,1057,638,987,2108,393,7093
LGA26430,0,3,14,4,0,3,9,7,21,0,3,0,0,0,0,53,0,0,3,0,3,4,0,3,0,0,0,0,10,4,4,6,6,3,7,0,0,3,3,0,4,42,8,10,14,13,14,39,3,12,3,3,0,5,118,47,42,40,80,88,223,156,116,39,26,23,51,925
LGA26490,0,3,22,4,0,4,4,4,16,20,30,9,5,4,3,109,4,0,0,3,5,5,10,18,5,0,3,0,56,5,6,8,4,5,16,10,13,3,0,4,6,85,17,10,11,13,19,48,47,58,22,10,5,12,280,154,68,62,95,156,449,475,767,423,353,192,158,3343
LGA26610,0,0,24,0,5,0,8,13,27,14,6,0,0,0,6,78,5,0,0,3,7,7,3,0,0,0,0,0,32,4,6,6,7,9,15,9,3,0,0,0,3,55,13,8,4,25,28,53,24,12,3,0,0,11,187,97,75,58,162,238,456,304,216,43,44,31,108,1823
LGA26670,0,0,14,0,3,0,0,5,0,3,3,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,11,3,0,0,3,3,0,0,0,0,0,0,0,17,3,7,0,9,9,13,9,4,0,0,0,4,57,34,26,20,58,70,133,81,65,23,26,9,30,579
LGA26700,0,0,29,4,4,4,10,23,56,26,11,3,0,0,7,158,0,3,0,5,8,22,5,0,0,0,0,3,49,4,10,5,16,13,25,15,6,0,0,0,3,103,15,16,10,38,56,115,48,18,3,0,5,10,341,118,96,75,173,280,749,600,446,158,94,43,130,2964
LGA26730,0,3,48,4,3,3,11,15,55,39,24,7,0,0,0,151,6,0,3,9,8,21,13,8,3,0,0,3,76,6,6,4,8,18,21,15,6,3,4,0,0,93,20,12,13,30,49,100,77,42,11,3,5,4,361,142,72,53,141,241,715,775,637,179,106,66,116,3253
LGA26810,0,0,51,3,8,9,18,30,63,29,5,7,0,3,6,180,4,3,4,7,7,24,14,8,5,3,0,0,82,9,5,4,12,27,29,16,10,0,4,0,11,132,14,22,25,46,75,127,69,32,11,9,4,16,448,219,149,135,303,436,1020,843,642,219,157,86,191,4392
LGA26890,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,3,3,3,0,0,0,0,0,20,40,28,23,52,36,39,16,13,4,7,13,22,291
LGA26980,11,3,167,33,12,13,10,20,72,78,111,43,68,45,14,517,35,13,24,26,32,85,74,85,43,46,24,20,499,52,14,26,31,54,86,64,83,30,35,24,30,531,133,40,69,74,114,270,236,313,133,170,111,63,1723,1074,336,311,432,610,1703,1844,3258,2046,2504,1632,624,16383
LGA27070,3,7,250,44,23,24,33,58,197,267,239,73,30,16,58,1062,23,9,9,34,37,116,131,93,25,23,11,36,549,74,44,26,57,75,215,229,175,44,23,14,62,1040,150,83,69,136,185,583,675,567,160,81,49,169,2896,940,391,390,663,924,3169,5095,7497,2695,1575,833,1099,25272
LGA27170,0,4,52,0,4,5,12,20,71,40,28,4,3,3,4,201,3,9,4,8,13,21,19,8,6,0,0,0,96,4,0,10,14,9,39,23,18,3,0,0,9,144,12,16,20,37,42,145,109,61,14,11,3,18,488,144,90,84,175,269,960,992,763,235,154,73,142,4079
LGA27260,5,17,328,41,24,22,47,75,276,286,259,92,41,26,65,1257,28,18,9,25,40,125,124,82,35,19,11,23,541,58,25,21,71,101,196,196,164,55,35,12,64,1001,151,78,59,155,234,678,674,560,202,118,53,170,3129,1038,360,394,687,1142,4382,6689,8313,2874,1757,887,1230,29752
LGA27350,4,0,31,0,0,3,0,7,16,14,44,25,24,14,4,165,10,3,3,5,3,15,5,25,7,12,19,8,119,10,3,0,3,6,17,14,17,6,11,13,7,122,31,8,10,17,21,49,39,98,45,53,53,16,436,298,75,84,93,123,420,496,946,706,992,1071,202,5504
LGA27450,5,7,262,27,19,29,46,79,229,201,174,55,38,23,53,972,21,16,23,23,63,144,115,78,21,18,6,31,564,49,53,34,79,100,189,163,131,39,24,9,60,930,111,88,82,157,266,632,539,422,134,94,47,148,2721,861,451,462,692,1118,3275,3944,5608,2386,1487,703,1064,22050
LGA27630,0,0,9,5,3,3,16,8,4,3,0,0,0,0,0,44,3,0,0,3,0,3,0,0,0,0,0,0,11,3,5,3,0,3,0,0,0,0,0,0,3,15,6,16,7,21,10,12,3,0,0,0,0,4,79,57,65,49,84,55,90,26,15,6,7,5,33,495
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30300,0,0,3,0,4,0,3,5,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,13,4,4,3,8,10,4,0,3,0,0,0,0,29,36,10,5,28,30,75,38,41,13,12,11,25,325
LGA30370,0,0,5,3,0,3,3,0,9,6,7,4,0,0,0,29,0,0,0,0,0,3,0,6,0,0,0,0,10,0,0,0,3,3,9,3,3,0,0,0,4,34,8,4,4,8,6,18,6,13,5,0,3,3,81,99,24,23,43,84,217,234,206,91,77,49,71,1230
LGA30410,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,3,0,5,0,0,0,0,19,34,9,5,19,15,32,22,19,11,0,10,15,188
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,3,9
LGA30760,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,8,3,4,0,3,3,0,0,0,0,0,0,0,20,18,5,12,18,18,33,9,4,4,0,3,6,137
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,12
LGA31000,53,24,1020,184,55,67,151,188,624,803,1036,480,339,228,170,4317,129,71,52,100,139,383,418,468,244,195,123,75,2395,250,108,93,175,215,509,580,624,215,187,105,149,3205,612,253,227,452,579,1675,1979,2375,1048,819,505,421,10938,5260,1854,1572,2575,3560,11305,15260,26696,16485,15318,10408,4010,114305
LGA31750,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,12,5,0,0,0,0,0,0,0,19
LGA31820,3,3,87,16,13,22,35,57,114,106,51,13,3,4,26,452,7,8,4,8,17,27,29,4,0,3,0,6,113,25,18,20,29,37,88,55,17,9,4,3,16,308,52,32,46,87,117,244,211,84,25,9,4,57,970,417,305,260,549,682,1884,1898,1416,461,290,143,388,8700
LGA31900,0,0,22,0,3,5,6,7,16,9,4,0,3,0,4,51,0,0,0,0,5,0,3,0,0,0,0,0,15,4,4,4,3,3,7,9,3,0,0,0,6,45,9,6,10,11,17,33,24,9,5,3,0,9,137,83,39,45,98,158,340,289,224,93,47,37,88,1540
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32080,4,7,137,20,20,21,42,60,200,235,204,44,37,19,33,940,13,6,3,10,23,55,84,53,13,10,4,16,295,34,14,8,37,54,129,102,94,26,20,4,29,549,71,42,31,101,147,407,451,373,102,75,34,84,1916,530,250,236,582,762,2484,3285,3954,1414,958,518,529,15519
LGA32250,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,9,8,0,5,5,11,13,6,4,0,0,0,3,56
LGA32260,0,4,28,3,3,3,14,14,20,17,14,7,3,0,4,100,0,0,0,3,3,7,0,0,0,0,0,0,20,3,3,3,11,10,22,15,8,5,0,0,5,88,11,10,10,25,32,62,35,26,12,3,0,18,232,112,67,48,137,211,541,443,344,140,87,41,107,2279
LGA32270,0,0,9,4,0,3,3,7,13,15,13,10,6,3,6,86,0,0,0,0,0,6,3,4,3,0,0,3,16,3,3,0,3,0,3,12,10,4,3,0,3,45,4,3,10,11,12,19,31,28,16,12,4,7,158,97,22,36,70,102,284,339,568,287,211,104,104,2220
LGA32310,0,0,14,0,0,0,6,10,16,7,3,5,4,0,0,56,0,0,0,0,3,4,3,0,0,0,0,0,15,6,3,0,0,0,8,3,0,0,0,0,4,26,9,5,7,8,16,31,17,6,5,4,3,3,114,57,27,32,66,77,222,187,152,59,49,26,56,1016
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,4,0,0,0,0,10,8,0,0,3,10,20,21,31,12,3,4,3,121
LGA32500,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,6,0,3,0,4,0,0,0,22,16,3,4,12,19,47,41,23,14,6,8,16,203
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32810,0,0,5,0,3,4,0,3,13,6,13,4,11,0,3,55,0,0,0,0,3,3,0,0,0,0,0,0,13,0,0,3,3,3,4,9,0,3,0,0,3,33,3,3,5,3,10,21,21,11,5,7,0,8,102,41,19,29,33,59,163,195,211,81,65,35,51,978
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,6,0,0,0,0,0,4,35
LGA33200,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,9,20,6,6,13,11,16,7,12,0,0,3,9,102
LGA33220,0,8,107,24,16,18,22,41,139,101,45,9,11,3,16,451,4,3,12,15,13,45,26,19,4,0,0,9,150,30,21,25,44,40,70,44,37,8,3,7,21,342,61,36,52,87,96,298,198,111,32,19,15,51,1052,417,269,306,533,653,1941,1878,1538,450,291,128,330,8745
LGA33360,0,0,46,6,8,0,5,18,36,44,67,33,25,8,12,263,3,4,4,6,4,13,19,18,3,6,0,0,81,12,7,4,10,20,31,29,36,12,9,6,5,186,23,20,13,22,43,88,100,133,55,39,15,26,566,222,109,87,179,285,784,1162,1798,1084,808,303,269,7083
LGA33430,20,23,568,107,51,42,88,131,437,583,629,239,158,99,127,2697,36,33,20,52,81,209,223,251,84,71,46,61,1166,155,59,55,109,163,394,395,410,157,101,54,140,2194,326,151,121,258,398,1141,1306,1425,537,381,216,346,6616,2265,925,755,1395,2062,6611,8915,15053,8022,5824,3351,2512,57681
LGA33610,0,0,4,0,0,0,3,4,8,4,3,0,0,0,0,26,0,0,0,3,3,5,0,0,0,0,0,0,9,0,0,4,0,4,7,3,0,0,0,0,0,23,3,3,4,12,16,18,12,5,0,0,0,0,65,70,26,22,50,71,169,153,147,39,36,23,37,842
LGA33620,0,0,62,8,8,8,18,30,73,64,22,5,3,3,12,258,3,3,0,15,8,32,15,11,10,0,0,3,103,12,14,5,20,29,47,28,10,6,3,0,18,197,31,27,18,65,88,160,115,58,25,9,3,26,625,243,175,152,293,423,1089,991,802,229,132,94,192,4811
LGA33800,0,0,3,0,0,0,4,4,14,6,3,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,5,9,3,3,0,0,0,3,26,5,0,3,9,9,22,14,5,0,0,0,3,70,54,29,28,74,64,188,140,120,42,23,19,50,830
LGA33830,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,9
LGA33960,3,9,242,32,18,21,30,52,252,287,185,49,40,7,43,1018,19,12,16,21,32,92,85,47,10,13,9,12,355,49,43,28,38,61,186,179,87,18,22,7,38,762,103,71,65,101,161,584,610,377,87,77,33,95,2372,647,352,329,596,992,3679,4823,4755,1610,1037,420,755,19990
LGA33980,0,0,5,3,3,0,0,4,7,8,4,3,7,0,0,36,0,0,0,0,0,0,3,3,0,0,0,0,9,5,0,0,0,0,6,3,0,0,0,0,4,19,3,0,3,0,4,14,11,9,6,8,0,3,66,62,22,22,37,49,107,125,150,77,48,19,53,773
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,0,33,7,3,5,5,13,31,38,53,14,10,4,5,190,3,0,0,8,6,17,8,5,7,3,0,3,62,13,4,3,4,10,25,12,20,11,3,0,7,109,20,10,13,14,28,78,63,90,38,25,3,16,389,161,58,64,122,175,532,622,1061,568,354,141,172,4032
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,0,3,55,9,8,3,5,19,55,49,37,12,5,0,11,217,5,3,3,7,3,23,4,8,0,0,0,3,63,3,10,5,14,16,44,15,26,3,3,0,10,149,14,24,15,33,42,121,85,84,17,12,5,25,479,134,116,108,200,248,892,925,1039,287,170,79,169,4370
LGA34590,9,11,338,76,35,25,63,77,357,474,417,131,76,32,84,1851,26,15,12,22,38,128,174,117,49,15,16,24,631,75,58,52,87,113,311,324,249,78,52,21,74,1496,192,119,91,183,251,858,1053,851,286,163,83,198,4322,1192,595,531,1035,1482,5233,7567,9527,3821,2102,897,1500,35484
LGA34710,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,3,8,0,3,4,0,0,0,21,30,9,7,16,28,65,51,42,12,6,8,12,287
LGA34770,8,3,120,23,10,10,10,20,87,116,134,66,32,13,24,538,5,4,0,5,14,24,48,29,20,11,3,4,159,23,10,9,12,25,69,57,65,33,27,11,20,361,53,31,21,28,60,199,246,259,120,70,32,50,1185,474,173,158,298,502,1481,2056,3397,1931,1277,551,542,12838
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,3,0,0,0,3,0,6,32
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
