LGA_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
LGA64210,0,0,19,0,4,10,8,8,17,15,10,5,0,0,0,83,4,0,3,3,9,13,12,8,3,0,0,0,51,6,11,4,11,9,15,14,12,0,0,0,4,82,15,15,19,20,30,53,40,25,9,4,0,7,232,105,73,70,143,215,495,489,318,109,62,37,87,2200
LGA64610,0,0,14,0,3,0,0,3,21,4,3,0,0,0,0,48,0,0,0,3,0,6,0,3,0,0,0,3,16,3,0,7,5,8,11,6,0,3,0,0,5,46,5,11,9,9,12,45,16,8,3,0,0,10,124,53,47,48,91,126,376,301,168,37,38,20,48,1342
LGA64810,0,0,15,3,4,3,22,24,35,23,17,4,0,0,5,144,0,0,3,0,9,10,8,3,0,0,0,3,36,5,12,7,4,14,28,15,6,0,0,0,4,90,12,10,15,25,44,81,54,31,3,0,0,12,289,70,72,48,129,189,437,439,292,104,35,17,69,1891
LGA65010,0,3,10,0,3,3,4,5,12,10,4,0,0,0,0,46,0,0,0,3,3,0,0,0,0,0,0,0,11,3,7,3,8,0,7,3,3,0,0,0,0,28,3,10,5,21,11,22,16,6,0,0,0,4,95,32,46,46,67,80,179,158,87,18,24,6,34,760
LGA65210,0,0,6,0,3,0,7,0,3,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,7,3,4,3,0,0,0,0,0,29,13,19,13,25,26,45,23,15,4,3,3,9,201
LGA65410,0,0,18,3,6,3,7,17,17,7,3,0,0,0,0,66,0,0,0,6,4,3,3,3,0,0,0,0,26,3,3,7,0,8,10,8,0,0,0,0,3,42,6,8,13,22,22,37,27,4,4,0,0,4,151,84,56,58,107,171,367,280,166,48,31,22,56,1438
LGA65610,0,0,5,3,4,3,3,4,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10,0,5,8,4,5,5,0,3,0,0,0,3,42,22,52,38,44,43,50,24,15,7,3,3,19,305
LGA65810,3,3,28,4,0,3,13,10,38,18,12,3,5,0,0,109,4,0,0,3,5,23,17,0,3,0,0,0,58,7,9,4,13,3,24,7,8,3,0,0,3,78,11,16,7,30,22,90,53,13,10,5,3,7,274,106,82,97,151,217,641,565,399,132,99,50,99,2636
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,0,0,28,5,3,3,3,10,27,25,44,15,3,0,3,155,0,0,3,0,3,15,9,11,0,3,0,0,46,3,0,0,0,0,12,13,15,3,3,4,3,68,13,7,6,7,9,58,64,83,29,13,9,9,295,38,25,18,40,73,263,388,634,363,259,122,74,2298
LGA70420,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,4,3,0,0,0,0,20,8,6,8,9,7,33,31,15,0,0,3,0,124
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA70700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,3,0,0,13,12,3,0,9,4,18,14,9,5,4,7,3,83
LGA71000,4,0,52,8,3,8,9,14,34,45,78,42,49,24,16,328,3,3,0,3,5,17,21,37,22,15,5,3,135,11,9,8,11,4,23,47,37,22,20,11,12,212,33,17,14,17,29,82,122,160,86,93,45,27,727,202,72,87,121,176,569,727,1289,1065,1082,714,240,6331
LGA71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA72200,0,0,3,3,0,3,0,0,3,16,3,4,3,0,3,33,0,0,0,0,3,0,4,0,0,0,0,0,8,0,3,0,0,0,6,3,0,0,0,0,3,17,3,3,7,3,5,16,20,9,6,3,0,7,72,15,10,11,16,30,91,124,128,69,54,24,20,597
LGA72300,3,3,22,3,0,3,3,3,21,21,34,26,19,12,13,153,0,0,0,0,0,12,3,11,3,6,0,4,40,0,4,0,6,3,16,17,17,5,6,9,4,91,9,3,4,13,8,39,44,62,39,34,23,20,303,55,35,22,51,81,233,266,495,428,646,344,161,2805
LGA72330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA72800,0,3,45,4,3,0,4,7,25,47,38,35,21,9,6,202,0,0,0,3,0,9,14,12,10,5,0,4,51,7,4,6,5,7,26,21,26,17,10,3,3,138,15,10,6,13,17,67,90,94,66,41,13,15,437,72,38,15,61,61,305,426,838,774,704,267,143,3702
LGA73600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,7,3,0,0,0,3,31
LGA74050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA74550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,12
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,12,16,9,4,5,5,64
LGA74660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA74680,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,8
LGA79399,0,0,4,0,0,0,0,0,3,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,3,0,0,0,0,19,6,0,4,4,4,16,27,21,6,14,6,5,123
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,31,13,476,48,39,26,44,81,219,361,538,237,153,74,55,1876,28,25,16,48,53,157,172,253,99,90,34,31,1010,70,42,46,70,92,239,258,335,127,86,41,54,1438,157,104,92,166,246,665,865,1269,520,370,182,146,4802,1814,675,569,964,1381,3987,5780,11637,7320,6421,3655,1319,45523
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,3,0,0,0,0,0,0,7,0,0,3,3,0,12,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,3,11,3,0,3,3,0,28,14,8,3,10,19,51,51,41,15,9,7,10,246
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
