LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA54550,0,0,0,0,0,0,0,0,0,8,6,0,3,5,0,8,3,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,5,12,6,4,0,28,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,20,6,5,31,33,30,22,15,5,171,5,3,8,6,7,8,0,0,0,41,3,0,4,0,0,0,0,0,0,11,259,95,132,180,235,207,152,103,27,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,121,68,69,57,54,27,15,11,7,413
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,6,10,3,7,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,8,9,7,14,5,3,0,71,13,0,4,11,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,125,41,88,111,118,109,64,22,5,685,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,33,51,32,28,19,14,0,0,226
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,7,6,3,0,21,3,0,7,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,46,11,33,34,43,48,36,22,7,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,56,19,21,11,12,6,7,0,0,133
LGA54760,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,10,6,7,13,13,5,4,72,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,126,13,63,90,85,112,53,34,14,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,14,28,31,27,17,4,0,0,178
LGA54830,27,13,15,14,17,11,3,0,0,101,25,13,30,20,20,18,15,13,9,164,6,0,3,0,0,0,0,0,0,11,18,8,20,25,14,11,5,0,3,105,105,40,72,56,45,38,28,4,0,381,42,37,64,71,97,92,99,36,20,554,16,7,18,16,16,16,14,12,0,115,13,8,3,12,7,7,12,0,0,59,100,72,91,79,100,104,69,36,12,665,265,161,173,147,100,55,34,6,3,951,16,4,12,8,9,3,3,4,0,61,3105,1805,2284,2362,2109,1820,1244,649,183,15552,41,12,84,21,11,0,0,0,0,170,64,33,49,37,26,6,4,3,0,225,0,0,3,0,4,7,0,0,0,17,4,0,0,0,0,0,0,0,0,8,14,8,25,8,0,0,0,0,0,57,18,23,35,36,26,7,4,0,0,150,29,35,62,42,28,7,4,0,0,215,2428,1529,1788,1187,784,434,210,83,33,8488
LGA54900,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,6,0,0,4,7,9,4,6,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,7,14,23,26,25,9,5,4,130,19,4,8,4,10,5,3,0,0,50,0,0,0,0,0,0,0,0,0,0,163,53,105,156,195,150,70,43,13,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,36,60,42,26,32,6,5,0,307
LGA54970,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,8,3,0,0,26,0,0,3,0,0,0,0,0,0,6,9,0,0,3,3,0,0,0,0,17,0,0,0,9,7,3,11,0,0,26,8,3,4,0,7,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,106,97,113,143,135,81,38,10,0,729,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,23,50,77,68,45,23,9,4,0,291
LGA55040,0,0,3,0,7,0,0,0,0,6,11,0,6,3,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,3,3,0,4,7,15,11,0,0,0,39,0,0,0,0,3,4,0,0,0,8,8,6,5,4,3,0,0,0,0,33,6,3,8,14,10,5,4,0,0,45,16,5,21,5,10,3,0,0,0,60,0,0,0,0,0,0,0,0,0,5,165,104,221,199,211,106,37,5,6,1052,0,0,6,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,5,0,3,0,0,0,0,0,0,12,118,118,187,117,76,51,6,3,0,677
LGA55110,60,50,41,20,32,27,20,5,4,257,96,33,42,61,65,78,54,34,19,474,0,0,0,3,0,0,3,0,0,11,21,19,26,20,21,25,18,5,0,145,132,105,52,89,76,64,59,29,3,611,112,66,75,150,245,400,376,280,86,1787,21,13,10,17,26,49,48,33,15,228,20,13,15,7,16,20,15,6,8,123,244,183,145,235,381,476,485,345,127,2626,464,330,259,239,309,188,157,56,15,2012,18,17,11,10,17,13,10,4,0,101,6737,4306,3424,4959,6079,6671,6306,3821,1201,43507,38,15,47,39,14,3,0,0,0,152,47,28,38,36,23,10,0,0,0,189,3,6,3,0,7,7,6,0,0,39,3,0,0,0,0,0,0,0,0,4,10,9,23,3,0,0,0,0,0,44,27,32,52,54,51,37,28,0,3,279,37,38,75,58,51,37,28,0,5,333,4625,3092,2668,2407,1951,1506,963,509,160,17874
LGA55180,0,0,0,0,3,3,0,0,0,16,8,0,4,3,5,13,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,8,5,3,3,3,8,0,4,0,0,33,5,0,4,7,17,21,43,18,7,127,0,0,0,3,0,3,3,0,0,13,8,3,5,11,20,7,13,12,0,77,55,27,20,37,84,73,86,32,8,428,61,28,14,40,35,27,12,10,6,238,0,0,0,0,0,3,0,0,0,6,887,409,328,648,902,862,654,364,138,5195,7,0,4,6,0,0,0,0,0,21,3,8,0,3,0,3,0,0,0,20,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,4,14,3,0,0,0,43,5,3,12,4,14,3,0,0,0,43,850,424,367,395,391,296,117,37,9,2886
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,13,0,0,0,0,0,0,0,0,0,5,21,15,19,9,9,17,5,0,0,93,3,0,5,4,10,11,3,0,0,36,12,8,5,3,3,3,0,0,0,38,0,0,0,0,0,0,0,0,0,3,59,59,106,78,117,97,45,12,3,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,6,0,0,0,0,0,14,81,70,94,61,47,32,4,4,3,399
LGA55320,20,10,15,11,18,10,0,6,3,99,77,48,60,70,74,68,61,36,17,514,11,10,4,12,6,0,5,0,0,49,28,55,40,34,58,34,12,14,3,271,142,158,110,99,112,110,55,24,3,804,280,267,212,325,499,527,378,333,184,3023,11,16,3,19,15,27,12,18,10,120,17,16,16,8,14,18,7,9,7,110,471,454,299,417,591,719,536,463,206,4155,490,484,353,329,406,330,145,83,24,2639,9,18,9,18,16,12,11,13,4,104,9541,7791,5269,7401,9088,8470,5589,4366,2004,59521,204,231,203,201,195,105,42,22,5,1217,197,207,217,167,104,59,35,13,4,998,7,7,7,18,12,30,9,13,0,103,0,0,0,4,0,0,0,0,0,6,24,56,61,19,32,34,13,10,0,248,77,85,74,66,87,65,25,18,6,512,97,142,132,91,113,101,38,29,6,758,4558,4297,3428,3223,3188,2388,972,557,231,22846
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,16,14,9,23,35,7,3,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,14,19,20,23,21,16,10,3,3,0,120
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,3,0,0,0,0,6,0,3,0,6,4,14,12,5,0,50,0,0,0,0,4,3,0,0,0,9,17,3,11,7,10,8,3,0,0,63,49,23,23,32,36,27,38,16,7,242,27,20,10,25,11,3,10,3,0,99,0,0,0,0,0,0,0,0,0,0,381,185,202,287,305,286,192,123,28,1983,0,0,0,0,0,0,0,0,0,3,7,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,3,0,0,0,12,6,3,0,7,0,3,0,0,0,12,239,200,155,119,105,70,31,15,4,933
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,7,7,3,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,64,22,29,47,46,55,33,15,3,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,26,17,15,11,5,3,0,124
LGA55600,4,0,0,0,0,0,0,0,0,5,0,0,3,4,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,5,3,3,3,41,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,6,0,0,18,19,8,12,13,19,32,23,6,6,140,21,6,8,9,3,12,0,0,0,55,5,3,0,0,0,0,0,0,0,13,336,151,181,237,267,253,150,77,44,1696,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,7,156,101,73,74,63,41,12,9,0,534
LGA55670,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,0,0,0,10,0,0,0,0,3,6,3,3,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,5,5,4,3,3,9,4,6,3,3,30,3,0,0,3,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,119,59,41,83,89,67,50,36,17,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,79,63,21,30,20,11,6,3,0,237
LGA55740,0,0,0,0,0,0,0,0,0,3,3,3,8,10,3,4,7,3,4,41,0,0,0,0,0,0,0,0,0,6,10,8,6,6,6,0,0,0,0,35,4,4,8,7,9,7,5,0,0,48,28,23,17,25,42,38,27,28,21,240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,48,43,22,26,62,59,29,20,4,317,27,30,20,23,21,16,15,4,3,163,0,3,0,0,0,0,7,0,0,10,924,681,508,622,767,698,534,297,176,5206,13,9,38,12,6,3,0,0,0,94,10,23,18,9,8,3,0,0,0,78,3,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,6,14,10,0,3,4,0,52,12,8,6,17,10,0,3,4,0,59,368,423,401,309,275,213,119,40,20,2177
LGA55810,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,23,13,4,4,0,0,0,0,0,53,7,0,0,0,3,3,0,0,0,15,5,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,88,52,33,59,66,50,42,7,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,45,22,14,7,5,0,0,142
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,11,6,0,0,33,5,8,3,7,8,0,3,0,0,28,0,0,0,0,3,0,0,0,0,4,68,16,45,65,67,53,30,12,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,18,8,12,8,0,0,0,95
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,6,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,8,0,10,4,0,34,5,3,3,5,8,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,64,33,34,38,64,52,43,27,3,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,16,13,9,15,6,5,0,96
LGA56090,35,16,11,16,21,8,10,3,0,129,22,13,6,19,37,41,42,9,3,192,0,0,0,0,0,0,0,0,0,0,13,12,8,11,24,5,4,3,0,78,56,40,23,32,34,32,31,9,3,261,50,39,24,67,119,175,120,59,19,678,9,4,4,18,14,25,18,3,0,94,43,24,5,20,15,20,16,12,4,160,125,97,49,118,219,237,186,72,21,1119,281,217,94,164,196,185,118,28,12,1304,12,6,8,9,16,21,8,3,0,77,3316,2403,1274,2629,3526,3306,2176,1044,362,20036,13,8,13,14,15,10,4,4,0,82,10,12,9,11,18,8,0,0,0,68,0,7,0,4,6,5,3,0,0,24,4,0,0,0,0,0,0,0,0,9,0,3,9,0,0,0,0,0,0,12,27,15,39,55,34,31,18,5,0,217,37,17,44,55,31,32,18,5,0,232,2761,1716,1190,1644,1638,1169,492,218,46,10880
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,0,0,3,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,13,10,4,10,11,14,6,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,9,5,3,0,0,0,32
LGA56230,0,5,4,4,3,5,3,0,0,21,0,5,0,3,16,16,12,6,0,63,0,0,0,0,0,0,0,0,0,0,13,4,3,9,11,6,6,3,4,55,32,13,14,13,16,11,9,3,0,106,29,17,17,38,46,76,70,37,4,331,3,4,0,4,7,8,7,8,0,36,0,0,0,3,4,4,0,5,0,18,34,31,25,41,91,121,120,63,19,536,71,43,34,44,39,45,24,9,3,313,3,3,5,0,0,3,0,0,0,19,1412,720,658,1023,1264,1441,1299,665,139,8623,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,15,15,3,0,3,3,60,8,9,9,15,15,3,0,3,3,60,974,584,478,498,506,381,231,97,14,3767
LGA56300,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,0,3,18,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,3,3,0,9,8,3,0,3,10,15,14,5,0,59,3,3,0,0,8,11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,78,51,28,72,102,168,110,33,14,657,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,14,0,0,3,4,0,7,0,0,0,14,86,39,49,56,76,73,33,8,0,411
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,4,3,4,0,28,3,4,6,4,5,6,0,7,0,35,7,3,6,8,7,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,74,47,49,74,110,79,64,50,19,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,21,20,21,22,18,10,3,3,180
