LGA_CODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
LGA56790,0,0,3,0,14,19,0,0,30,30,62,734,735,45,28,169,139,57,112,463,329,1471,1339,2809
LGA56860,0,0,0,0,3,0,0,0,8,0,8,48,52,3,3,13,15,7,5,31,29,105,96,206
LGA56930,0,0,0,3,3,20,0,0,11,26,41,351,351,3,9,23,39,6,54,179,306,563,761,1326
LGA57000,0,0,0,0,0,4,0,0,3,4,8,167,100,14,0,39,13,4,8,129,50,349,179,529
LGA57080,0,3,13,8,14,65,13,3,70,93,160,3581,3308,342,253,814,834,97,329,6086,5013,10914,9741,20656
LGA57140,4,0,0,0,3,14,0,0,12,9,24,247,246,27,23,47,40,15,50,138,114,476,470,948
LGA57210,0,0,0,0,14,55,3,3,31,67,97,1107,1059,99,79,216,211,62,186,671,510,2153,2046,4199
LGA57280,0,0,0,0,9,7,3,8,19,19,34,2636,2269,267,172,414,311,51,124,2594,2203,5960,5083,11041
LGA57350,0,0,0,0,5,16,0,0,6,20,27,230,217,16,13,48,45,17,63,107,95,415,433,850
LGA57420,0,0,0,0,0,6,6,0,10,7,16,422,372,39,25,70,53,16,58,232,138,784,646,1428
LGA57490,14,3,40,52,247,756,14,18,686,1025,1712,23577,23682,1619,2072,3649,4811,957,3118,18016,15693,47817,49377,97197
LGA57630,0,0,0,0,0,0,0,0,0,0,0,16,14,9,0,12,6,0,6,18,5,55,32,86
LGA57700,0,0,4,0,27,76,7,0,88,103,189,5431,5360,287,326,654,790,149,389,3779,3262,10299,10132,20437
LGA57770,0,0,0,0,3,4,0,0,10,5,14,190,168,21,16,56,34,9,15,139,119,422,357,778
LGA57840,5,3,11,54,138,571,17,32,358,778,1136,7968,8071,424,512,1168,1966,335,1421,7446,6572,17343,18544,35887
LGA57910,30,19,88,191,521,2306,61,95,1774,3122,4902,40621,40509,2248,2668,6033,9337,1557,7246,34075,30517,84532,90275,174807
LGA57980,4,3,14,23,43,207,14,15,158,277,435,3412,3416,205,217,603,845,147,622,3610,3428,7983,8522,16509
LGA58050,9,4,22,64,167,621,15,18,530,853,1381,25393,25574,1697,2146,3519,5423,773,2894,20085,17357,51468,53385,104850
LGA58190,0,0,0,0,0,0,0,0,0,3,3,64,67,9,4,16,8,0,11,72,55,160,147,308
LGA58260,0,0,0,0,3,11,0,0,4,8,17,119,112,8,3,20,14,13,26,63,64,225,224,452
LGA58330,3,0,4,6,3,14,3,0,16,20,35,1030,1044,83,60,226,228,57,117,516,423,1911,1872,3781
LGA58400,0,0,0,0,0,8,0,0,3,5,12,71,64,14,9,24,9,5,18,57,41,165,133,296
LGA58470,0,0,0,0,0,0,0,0,0,0,0,47,27,3,3,4,3,3,0,64,43,121,78,200
LGA58510,6,6,23,46,123,608,25,30,337,788,1132,5957,5876,407,439,1163,1499,299,1328,7266,6018,15096,15160,30255
LGA58540,0,0,0,0,3,0,0,0,3,0,6,202,195,8,7,31,25,8,16,168,78,417,328,746
LGA58570,0,3,16,20,63,365,23,15,214,453,663,5356,5349,312,339,1053,1315,206,922,7376,6689,14304,14617,28927
LGA58610,0,0,0,4,6,24,3,0,23,38,62,404,401,19,28,78,81,28,90,214,180,744,772,1517
LGA58680,0,0,0,0,0,0,0,0,3,0,4,119,121,5,4,23,10,4,4,42,20,193,167,354
LGA58760,6,3,36,53,236,887,22,20,726,1164,1892,36688,36940,2075,2730,4102,6756,1020,3979,26977,23733,70865,74141,145001
LGA58820,0,0,3,0,11,50,0,0,38,59,96,863,877,72,63,176,174,55,173,513,405,1684,1698,3375
LGA58890,0,0,0,0,4,3,0,0,13,5,23,190,193,12,9,31,28,8,20,94,59,337,313,651
LGA59030,0,0,0,0,0,0,0,0,0,0,0,77,53,4,0,14,7,3,8,49,29,156,106,259
LGA59100,0,0,0,0,3,4,0,0,7,7,15,159,158,15,9,32,24,3,20,93,60,305,278,576
LGA59170,0,0,0,0,4,0,0,0,6,4,13,235,233,11,9,26,35,10,25,123,73,405,375,776
LGA59250,0,0,0,0,0,0,0,0,0,0,0,159,47,24,7,29,13,6,18,245,113,466,198,660
LGA59310,0,0,0,0,4,14,0,0,10,20,27,285,271,23,24,45,40,12,30,191,119,570,485,1050
LGA59320,0,0,0,0,0,0,0,0,0,0,0,88,87,6,8,27,13,5,5,39,40,172,151,318
LGA59330,0,0,0,0,3,13,0,0,5,19,23,108,113,13,8,29,31,10,32,75,30,228,209,439
LGA59340,0,0,0,0,4,5,0,4,5,13,19,928,889,81,94,248,212,34,103,1444,1482,2726,2784,5511
LGA59350,0,0,0,0,0,3,0,0,0,3,3,68,29,10,3,20,15,4,10,103,55,201,110,302
LGA59360,0,0,0,0,7,3,0,0,13,7,24,295,212,38,15,69,52,11,18,234,100,651,396,1046
LGA59370,0,0,0,0,16,28,3,0,34,47,82,803,793,51,67,190,201,53,160,412,279,1500,1491,2988
LGA59499,0,0,0,0,3,12,3,0,12,11,23,782,732,268,109,499,263,43,71,1740,1058,3336,2220,5559
LGA59799,0,0,0,0,0,0,0,0,3,0,3,199,5,10,0,29,3,0,0,169,14,408,26,434
LGA60210,0,0,6,3,27,72,0,3,60,90,153,1279,1258,111,89,377,355,135,284,758,600,2662,2580,5247
LGA60410,0,0,0,7,16,61,5,5,48,88,144,2557,2570,222,271,502,687,142,444,2604,2622,6027,6595,12624
LGA60610,3,3,10,11,56,215,12,10,157,276,431,3335,3356,276,320,710,948,255,825,2801,2629,7377,8069,15446
LGA60810,3,0,4,17,75,254,7,7,198,320,522,4559,4599,288,348,733,982,290,1020,2651,2279,8523,9216,17742
LGA61010,0,0,0,0,8,4,0,0,16,8,22,425,417,56,27,153,89,52,83,300,204,980,821,1802
LGA61210,0,0,0,0,16,54,0,0,50,66,115,1533,1524,129,127,288,266,103,307,1141,881,3199,3104,6304
LGA61410,6,3,19,43,215,739,5,20,548,949,1497,10810,10713,664,795,1840,2782,658,2286,7565,6855,21541,23432,44973
LGA61510,0,0,3,5,25,71,0,3,49,104,154,1839,1839,169,160,382,384,127,378,1535,1334,4053,4096,8149
LGA61610,11,7,14,19,76,333,12,13,244,454,700,4490,4492,339,455,966,1337,298,1244,3359,3226,9451,10755,20209
LGA61810,3,0,4,0,13,84,5,3,61,105,173,1386,1376,112,86,273,296,99,307,856,684,2723,2756,5480
LGA62010,0,0,0,0,3,8,0,0,10,8,15,179,167,20,9,54,41,15,34,137,98,410,358,775
LGA62210,0,0,3,3,15,49,0,0,54,77,129,1313,1323,124,111,266,277,103,283,941,765,2752,2760,5511
LGA62410,0,0,5,0,20,43,8,0,54,54,111,1005,1011,89,66,265,195,87,234,520,392,1964,1902,3860
LGA62610,8,6,22,30,173,556,22,25,433,718,1154,7260,7243,680,854,1779,2602,634,2140,7730,6889,18089,19733,37831
LGA62810,9,3,21,41,150,682,15,60,470,935,1401,8958,8950,510,603,1590,2323,436,1788,9347,8708,20838,22374,43208
LGA63010,3,0,8,10,41,112,9,10,106,154,260,3226,3228,241,222,685,792,185,538,2267,1911,6606,6691,13295
LGA63210,0,0,3,0,18,50,0,3,45,63,100,1353,1372,72,79,270,247,69,196,824,632,2588,2521,5109
LGA63410,3,0,3,0,3,24,0,0,14,28,43,329,324,25,24,64,53,21,79,247,174,681,652,1336
LGA63610,3,0,13,24,82,325,6,16,267,448,718,7426,7500,390,483,1139,1715,324,1222,4356,4161,13641,15086,28724
LGA63810,0,0,8,8,24,134,3,3,92,169,257,2366,2369,149,166,388,490,139,496,1261,1083,4301,4605,8913
LGA64010,5,4,29,39,210,848,22,49,554,1117,1677,11283,11312,779,1030,2221,3330,778,2798,10689,9484,25752,27956,53708
LGA64210,0,0,9,16,70,224,15,16,183,310,492,4103,4111,270,277,627,855,259,857,2422,2176,7680,8272,15952
LGA64610,0,0,0,3,43,99,6,8,99,139,238,2699,2696,190,158,512,536,167,526,1668,1456,5241,5372,10612
LGA64810,4,0,10,3,43,125,3,3,105,151,263,2661,2674,225,251,657,777,173,464,2041,1810,5752,5981,11733
LGA65010,0,3,3,3,12,29,10,8,35,48,86,1199,1213,85,76,274,219,87,168,886,695,2536,2373,4915
LGA65210,0,0,3,3,9,14,3,0,38,30,61,500,489,58,41,136,99,46,107,319,254,1054,992,2047
LGA65410,0,0,3,12,46,139,6,4,123,186,311,2763,2793,209,231,517,613,181,616,1806,1507,5473,5765,11238
LGA65610,0,0,0,0,6,21,0,0,18,21,38,695,684,105,67,179,164,55,150,727,558,1758,1625,3383
LGA65810,3,0,10,12,68,235,7,6,209,289,498,5032,5009,291,301,788,1049,265,870,2687,2453,9057,9676,18732
LGA69499,0,0,0,0,0,0,0,0,0,0,3,87,81,37,32,62,60,6,12,298,174,481,350,835
LGA69799,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,3,0,0,0,20,6,49,18,73
LGA70200,3,0,5,11,14,84,5,4,53,112,164,4145,4135,311,410,725,888,156,542,4127,4123,9458,10098,19560
LGA70420,0,0,0,0,0,7,3,3,3,11,20,1034,999,106,112,138,126,56,141,1162,1036,2495,2419,4911
LGA70540,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,4,60,43,77,59,131
LGA70620,0,0,0,0,3,3,0,0,6,4,12,702,699,58,98,49,50,18,122,401,395,1234,1366,2593
LGA70700,0,0,0,3,0,7,0,0,4,9,9,190,184,38,34,85,63,19,23,247,196,576,505,1073
LGA71000,4,3,24,31,65,186,12,8,194,277,470,14443,13745,969,1001,2478,2825,421,1495,14711,12164,33017,31228,64253
LGA71300,0,0,0,0,0,3,0,0,0,5,8,1531,1561,68,87,65,112,98,318,1366,1234,3124,3310,6435
LGA72200,0,0,0,3,5,16,8,3,22,18,41,1631,1579,155,128,308,290,58,166,1725,1482,3884,3643,7526
LGA72300,3,0,4,0,9,19,3,0,34,33,67,4956,3615,420,252,970,695,123,291,5514,2784,11986,7644,19634
LGA72330,0,0,0,0,3,6,0,0,5,7,17,1222,994,87,96,76,77,65,179,1054,944,2501,2287,4797
LGA72800,3,0,6,0,11,31,10,4,46,46,85,5553,5458,367,456,887,1094,119,420,5675,5042,12604,12471,25072
LGA73600,0,0,0,0,0,0,3,0,6,0,6,1099,1077,88,85,108,104,66,157,1026,819,2383,2238,4626
LGA74050,0,0,0,0,0,0,0,4,0,4,4,232,242,8,11,21,12,26,60,629,602,914,926,1837
LGA74550,0,0,0,0,0,0,0,0,3,0,10,442,421,31,49,70,60,17,45,470,419,1044,1008,2052
LGA74560,0,0,0,0,0,0,0,0,0,0,3,86,84,4,10,37,23,8,11,55,66,200,193,392
LGA74660,0,0,0,0,0,4,0,0,8,3,9,1225,1212,59,56,103,118,33,137,873,733,2294,2256,4555
LGA74680,0,0,0,0,0,0,0,0,0,0,0,333,322,19,29,14,25,15,69,609,689,992,1135,2128
LGA79399,0,0,0,0,3,0,0,0,3,0,9,1205,1091,147,104,268,222,28,47,1367,943,3016,2412,5432
LGA79499,0,0,0,0,0,0,0,0,0,0,0,406,402,61,31,143,85,26,28,605,491,1240,1043,2281
LGA79799,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,4,0,0,24,7,61,9,72
LGA89399,26,12,110,232,737,2784,78,109,2316,3839,6155,77380,77146,3669,4443,9750,15517,2631,9900,63494,58476,156932,165485,322415
LGA89499,0,0,0,0,0,3,0,0,0,3,3,35,27,27,12,42,39,3,10,180,131,297,209,506
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,0,3,4,20,3,0,28,29,51,1015,899,69,53,175,140,44,138,719,470,2013,1702,3714
LGA99499,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,7,3,0,0,3,10,21,30,46
LGA99799,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,6
