LGA_CODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
LGA11650,20,33,139,320,35,330,57,45,39,8,3,4,0,0,119,1145,79,127,541,1071,338,1731,412,438,561,137,42,29,3,3,617,6130,0,3,11,8,9,31,4,16,8,0,0,0,0,4,205,304,117,215,800,1987,427,3556,1543,1255,2065,635,200,146,36,9,1858,14851,434,801,1157,2414,6409,9598,4504,5503,17503,9410,5325,3633,2271,609,9478,79057,19,0,17,3,4,19,35,164,733,1068,1506,562,760,311,73,5268,3,0,18,14,12,86,103,197,268,154,75,33,60,18,26,1080,13,0,10,9,10,44,86,252,996,840,618,251,328,54,65,3576,0,0,0,8,3,16,25,48,140,128,115,41,72,17,36,645,7,3,7,17,53,70,275,387,805,507,131,335,80,28,120,2812,11,12,33,62,95,339,329,315,373,141,71,41,29,10,43,1912,0,0,4,8,11,35,48,64,77,39,12,32,4,0,27,360,5,0,0,0,0,12,10,24
LGA11700,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,12,0,0,6,6,4,18,4,0,8,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,21,3,0,9,0,0,0,0,0,17,79,5,3,14,19,51,75,25,30,65,16,14,6,4,0,87,418,0,0,0,0,0,0,3,6,4,6,8,3,12,0,7,50,0,0,0,0,0,4,0,7,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,3,5,7,10,3,0,0,0,0,0,29,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,3,34,75,14,47,6,3,10,0,0,0,0,0,17,211,6,22,98,237,79,343,65,75,79,26,3,6,3,0,116,1151,0,0,0,0,0,5,0,3,0,5,0,0,0,0,45,63,9,27,156,419,103,626,219,186,266,75,11,16,11,0,304,2446,82,114,232,496,1260,1566,726,838,2648,1358,763,505,277,58,1542,12454,4,0,5,0,0,3,5,33,116,175,237,90,156,42,16,884,0,0,3,0,0,14,19,33,40,26,19,8,11,3,0,171,3,0,3,3,0,9,13,37,155,137,108,52,58,6,18,604,0,0,0,0,0,4,4,8,31,16,17,13,23,3,4,117,4,0,0,0,6,10,53,56,146,95,18,91,12,3,27,534,0,0,11,10,14,70,67,51,42,17,7,9,0,0,6,309,3,0,0,0,0,6,8,7,13,14,0,11,0,0,6,71,0,0,0,0,0,3,4,3
LGA11730,4,8,27,66,10,61,20,0,3,4,0,0,0,0,22,226,12,19,105,242,62,339,68,57,60,13,0,7,0,0,99,1083,0,0,0,6,0,5,0,4,3,0,0,0,0,0,43,67,17,42,162,426,85,624,217,152,200,41,6,11,0,0,290,2277,78,176,296,574,1678,2140,913,1080,2721,956,450,245,141,58,1590,13105,7,0,8,0,4,18,26,58,150,122,122,43,52,26,17,639,0,0,0,6,3,32,38,60,50,23,6,9,4,3,0,250,4,0,9,7,4,18,31,94,217,125,72,36,42,4,13,679,3,0,0,0,4,3,5,8,39,17,23,8,15,0,9,129,0,4,0,7,19,20,92,78,141,70,21,37,8,0,13,516,0,5,17,12,28,101,99,77,84,25,7,3,3,0,13,475,0,0,3,0,5,15,10,7,12,6,4,3,6,0,3,89,0,0,0,0,0,4,0,7
LGA11750,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,12,3,0,12,14,0,16,8,3,7,0,0,0,0,0,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,18,26,0,36,17,13,27,4,3,0,0,0,23,173,16,21,24,35,76,91,41,61,239,147,128,84,51,11,179,1205,5,0,3,0,0,3,3,5,8,9,29,11,28,17,3,127,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,4,0,0,0,0,3,0,3,18,17,17,7,6,0,0,81,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,13,0,0,0,0,0,0,9,6,15,8,3,6,3,0,4,54,0,0,0,0,0,6,0,4,3,0,0,0,0,0,3,25,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA11800,3,8,41,76,9,91,16,13,6,0,0,0,0,0,27,295,11,26,153,277,91,427,83,92,81,13,3,6,0,0,166,1443,0,0,0,7,0,8,3,0,0,0,0,0,0,0,51,76,27,46,230,519,116,949,388,268,382,74,10,8,3,0,452,3473,121,211,332,656,1745,2644,1209,1380,3967,1646,761,414,258,89,2116,17541,10,0,4,0,0,15,19,60,222,260,258,80,134,43,13,1120,0,0,8,0,3,38,36,70,99,32,25,11,14,6,5,357,0,0,3,0,3,17,39,88,314,230,161,57,75,15,12,1021,0,0,0,0,0,5,9,8,40,34,36,6,16,4,5,174,0,0,6,5,10,26,82,107,189,101,44,59,12,7,18,666,4,0,11,24,24,119,96,85,112,26,26,15,3,0,12,563,0,0,0,3,3,9,5,17,16,8,3,7,5,0,7,84,7,0,0,0,0,4,7,10
LGA12000,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,17,0,0,8,9,6,18,0,0,3,0,0,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,15,26,5,30,18,3,13,7,0,0,0,0,13,127,20,9,21,34,123,154,69,53,247,95,41,22,13,8,173,1082,3,0,0,0,0,3,5,18,18,23,22,10,10,4,0,105,0,0,0,0,0,6,3,0,11,0,0,0,0,0,0,15,0,0,0,0,0,4,5,12,19,8,6,3,0,3,0,61,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,10,3,0,0,0,0,0,11,7,7,3,0,3,3,0,0,40,0,0,0,0,3,4,6,3,4,0,3,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
LGA12150,0,0,4,9,0,4,3,0,0,0,0,0,0,0,0,16,0,0,22,24,9,30,5,8,9,0,0,0,0,0,21,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,26,41,9,52,20,21,29,0,0,0,0,0,36,246,9,13,34,53,94,131,76,76,223,92,44,21,11,7,189,1087,0,0,3,0,0,0,0,11,21,13,16,12,8,9,4,101,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,4,6,17,7,9,0,3,0,3,57,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,13,0,0,0,0,5,3,5,9,6,4,4,0,0,0,4,47,0,0,0,0,8,7,3,6,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
LGA12350,0,0,7,13,3,13,3,0,0,0,0,0,0,0,0,50,3,6,27,49,11,63,19,21,19,0,0,0,0,0,38,259,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,16,3,7,49,79,16,134,54,42,58,6,3,0,0,0,63,514,23,48,75,113,352,471,240,272,797,321,130,67,37,19,422,3394,3,0,3,0,0,11,8,29,46,47,27,17,21,14,6,232,0,0,0,0,0,3,4,5,25,7,3,3,0,0,0,56,0,0,0,0,0,5,16,40,59,38,19,5,11,3,7,210,0,0,0,0,0,0,3,9,6,8,4,0,7,0,5,42,0,0,3,0,3,10,17,24,41,8,7,10,4,0,8,137,0,0,0,4,5,17,20,17,16,4,3,3,0,0,8,96,0,0,0,0,0,4,0,3,7,0,0,0,0,0,0,12,0,0,3,0,0,0,0,3
LGA12380,14,11,67,106,25,88,29,25,45,11,0,4,0,0,46,463,113,119,445,544,212,761,272,291,541,175,69,52,20,4,485,4107,9,4,10,13,3,18,4,8,16,5,0,0,0,0,178,259,143,153,576,819,245,1343,679,654,1309,457,211,125,47,15,1041,7810,646,791,1081,1407,3329,4554,2781,3172,8535,4656,2950,1814,1129,364,5731,42930,8,0,5,3,4,4,22,84,436,584,797,391,475,142,38,2994,4,0,3,4,7,58,84,144,109,34,29,3,3,3,7,504,3,0,0,0,3,19,41,108,429,282,195,63,69,24,25,1265,3,0,0,3,3,10,16,17,60,46,47,14,19,11,9,263,8,6,7,27,100,41,325,323,553,274,49,129,33,9,62,1942,9,17,61,77,108,117,156,114,119,37,16,7,0,3,22,856,3,3,3,11,14,8,29,28,33,24,8,6,0,0,25,206,0,0,0,0,0,9,0,15
LGA12700,0,0,4,12,0,0,0,3,0,0,0,0,0,0,0,22,0,5,18,22,9,30,6,4,5,0,0,0,0,0,23,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,19,46,9,56,23,18,32,5,4,3,0,0,47,275,14,36,29,75,207,220,138,155,533,259,138,65,59,15,289,2224,6,0,0,0,0,11,4,10,29,30,37,16,25,7,4,182,0,0,0,0,0,3,4,15,10,12,0,0,4,3,0,54,0,0,0,0,3,7,3,14,44,31,12,15,10,8,7,144,0,0,0,0,0,0,3,3,3,4,4,3,3,0,0,27,0,0,0,0,0,3,17,10,31,23,3,7,0,0,6,105,0,0,0,7,10,15,12,11,8,4,5,3,0,0,0,69,0,0,0,0,0,0,3,4,5,0,0,4,0,0,3,17,0,0,0,0,0,0,0,0
LGA12730,0,0,4,10,0,9,0,0,0,0,0,0,0,0,3,30,3,3,10,20,6,28,6,18,8,3,0,0,0,0,20,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,3,23,47,9,93,38,35,34,6,0,3,0,0,57,353,32,34,40,65,202,282,148,179,586,287,102,49,28,12,340,2386,5,0,3,0,0,4,9,12,65,63,42,5,11,3,8,227,0,0,0,0,0,3,10,11,10,4,0,0,0,0,0,33,0,0,0,0,0,4,7,17,43,36,19,6,8,3,5,156,4,0,0,0,0,0,0,0,5,4,5,4,0,0,4,27,0,0,0,0,0,6,16,10,18,14,0,3,0,0,3,76,0,0,6,0,8,15,8,12,14,5,3,0,0,0,5,68,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0
LGA12750,3,8,18,43,4,43,6,8,3,0,0,0,0,0,12,142,10,17,66,125,38,222,38,47,45,6,0,0,0,0,79,702,0,0,3,3,0,0,0,3,4,0,0,0,0,0,22,38,15,33,107,255,56,472,154,120,134,23,4,8,0,0,206,1594,79,150,198,368,1217,1745,710,779,2083,709,326,161,99,33,1167,9844,3,0,5,0,0,8,15,39,93,102,88,35,39,6,11,453,0,0,3,3,4,20,29,61,71,22,15,7,8,3,3,249,0,0,4,3,4,13,25,57,147,86,65,21,16,3,8,449,0,0,3,0,4,0,8,6,28,17,19,4,0,3,0,97,0,0,0,0,4,14,42,49,86,57,11,31,7,0,15,328,0,4,10,16,21,69,91,65,83,21,12,11,3,0,7,420,4,0,0,5,4,12,10,9,14,7,0,0,3,4,7,76,0,0,0,0,0,3,6,3
LGA12850,33,37,141,138,34,126,46,44,67,29,4,10,0,3,76,781,186,148,797,870,367,1004,366,404,716,205,88,51,22,10,657,5885,9,10,18,16,7,19,8,9,16,10,0,0,0,0,248,362,238,224,1054,1225,430,1654,811,764,1477,507,209,114,45,18,1342,10115,735,918,1619,1780,4470,5008,2986,3364,8910,4698,2637,1503,1008,342,6326,46302,14,0,0,3,0,14,16,89,357,441,465,179,200,62,42,1895,0,0,9,3,0,18,28,47,70,24,19,3,8,0,3,245,4,0,0,3,3,18,35,89,302,197,126,33,32,5,22,867,3,0,0,0,0,0,11,19,67,44,32,13,11,0,17,217,15,5,10,11,74,54,275,275,428,162,32,64,16,3,67,1488,8,11,31,37,67,124,98,71,80,31,11,11,3,0,30,604,4,4,4,7,15,25,21,19,34,13,0,8,3,0,19,169,0,0,3,0,0,0,3,9
LGA12870,0,0,7,11,0,6,0,0,0,0,0,0,0,0,3,31,4,4,17,31,9,39,8,15,14,7,0,0,0,0,21,151,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,13,4,7,30,65,9,90,36,36,55,10,6,6,0,0,59,405,44,38,61,81,382,396,200,254,813,377,177,85,37,20,417,3393,7,0,3,0,3,5,6,21,48,64,53,29,21,6,5,259,0,0,0,0,0,5,4,19,20,4,3,0,0,0,0,63,0,0,0,0,0,9,16,26,65,46,20,5,11,3,6,207,0,0,0,0,0,3,0,8,19,5,6,3,0,3,0,49,0,0,0,0,0,9,16,24,37,17,9,9,0,0,12,132,0,0,6,3,3,25,24,22,16,6,3,4,0,3,3,121,0,0,0,0,0,3,4,8,3,4,0,0,0,0,4,28,0,0,6,0,0,0,3,4
LGA12900,0,0,6,5,4,6,0,0,0,0,0,0,0,0,0,30,4,3,20,50,18,56,12,17,12,0,0,0,0,0,30,219,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,17,3,5,32,73,23,115,39,43,43,5,3,0,0,0,61,445,29,34,51,101,240,352,152,205,565,211,99,55,43,11,315,2464,7,0,3,0,0,4,3,25,54,41,42,15,19,8,0,221,0,0,0,0,0,3,10,10,14,3,0,3,0,0,0,45,4,0,0,0,0,5,14,28,42,30,22,10,3,3,4,171,0,0,0,0,6,0,3,0,8,7,3,0,0,0,3,25,0,0,0,0,3,7,16,19,17,13,0,5,4,0,10,93,0,0,0,0,9,12,11,15,12,3,3,0,4,0,3,71,3,0,0,0,0,0,0,3,3,0,3,3,0,0,0,16,0,0,0,0,0,0,0,4
LGA12930,7,5,39,44,4,53,12,7,14,3,8,0,0,0,22,213,94,72,178,254,95,378,114,171,341,112,39,35,24,9,235,2146,0,3,8,0,0,4,6,7,7,3,0,0,0,0,69,102,113,114,277,434,109,776,413,458,953,363,164,149,64,20,593,4994,511,494,532,763,1835,2860,1610,2019,6377,4094,2936,2449,2146,917,3885,33428,8,0,6,0,0,9,25,64,286,496,737,340,500,323,25,2810,4,0,8,5,5,37,63,74,107,59,38,15,17,16,6,464,5,0,0,5,4,25,35,107,324,278,211,94,145,43,17,1294,3,0,0,0,0,5,5,21,43,37,57,21,33,19,14,257,7,3,6,14,48,24,198,183,365,181,72,138,58,17,40,1345,6,7,33,45,67,79,117,88,130,58,26,24,23,6,22,740,4,0,3,9,4,4,20,24,17,16,3,6,3,3,22,135,0,0,0,0,0,0,0,3
LGA12950,3,0,0,4,0,3,0,0,0,0,0,0,0,0,3,20,3,0,11,21,0,38,0,3,4,0,0,3,0,0,15,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,13,29,0,61,10,15,23,5,0,3,0,0,26,205,23,28,31,42,111,183,67,93,251,104,46,32,18,8,186,1219,3,0,3,0,3,7,11,16,26,23,14,7,6,0,8,126,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,13,0,0,0,0,0,4,5,14,23,11,8,3,7,0,5,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,4,3,7,7,0,0,0,0,0,35,0,0,0,3,0,8,11,12,6,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA13010,0,0,3,10,3,12,0,0,0,0,0,0,0,0,0,29,0,7,19,45,10,50,13,14,12,3,0,0,0,0,22,196,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,0,9,21,75,12,108,31,26,37,8,3,4,0,0,45,386,26,31,57,105,313,353,164,153,497,158,90,56,30,12,279,2317,4,0,8,0,0,3,7,17,47,45,30,15,11,3,4,196,0,0,0,0,0,0,8,17,18,3,0,0,0,0,0,48,3,0,3,0,0,0,11,26,46,24,15,3,6,5,5,141,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,22,0,0,5,0,3,5,18,11,15,12,0,5,0,0,8,87,0,0,4,3,4,20,17,5,11,4,0,0,0,0,3,77,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0
LGA13310,0,8,14,25,4,30,0,3,0,0,0,0,0,0,4,88,5,11,63,107,26,124,27,33,43,11,0,3,0,0,42,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,5,21,89,188,37,268,120,106,181,44,6,5,0,0,118,1188,57,93,123,239,494,788,389,490,1601,833,427,268,143,31,778,6746,0,0,0,0,0,12,6,24,97,112,135,57,81,15,10,557,0,0,0,0,0,7,15,25,23,25,9,3,0,3,0,110,0,0,0,0,3,4,10,31,122,98,70,27,40,0,4,412,0,0,0,0,0,0,3,5,13,6,20,9,8,0,7,80,0,0,5,0,8,11,24,44,75,57,22,22,6,3,14,303,3,3,3,12,10,36,27,29,33,9,7,4,8,0,6,187,0,0,0,4,3,4,5,3,6,4,0,3,0,0,0,33,0,0,0,0,0,0,3,3
LGA13340,0,0,3,6,0,3,0,0,0,0,0,0,0,0,4,21,0,3,15,31,9,42,3,10,9,0,0,0,0,0,11,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,19,57,9,76,41,35,40,10,0,3,0,0,46,339,27,34,37,80,212,315,179,209,676,275,155,69,38,17,342,2663,5,0,4,0,3,13,10,19,42,37,45,18,22,12,13,243,0,0,3,3,0,3,3,14,21,6,3,0,0,0,0,53,4,0,4,3,0,5,10,24,59,46,21,6,6,0,8,200,3,0,0,0,0,3,0,0,3,6,7,0,0,0,3,36,0,0,0,3,4,9,18,18,28,18,3,3,0,0,0,112,0,0,3,6,0,14,16,12,13,5,3,0,0,0,0,70,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0
LGA13450,3,4,7,12,3,12,3,0,0,0,0,0,0,0,4,46,3,7,46,69,13,67,22,30,32,6,5,0,0,3,32,335,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,34,6,13,66,97,25,169,80,83,117,25,18,4,0,3,130,835,74,87,95,141,360,565,306,393,1542,725,415,231,149,64,881,6033,10,0,0,0,0,4,9,28,117,153,117,44,48,20,8,555,3,0,3,0,0,13,14,12,24,20,9,0,4,0,0,104,0,0,3,0,3,5,14,29,105,72,32,27,19,11,3,326,0,0,0,0,0,0,0,10,20,19,8,6,3,0,0,67,4,0,3,3,7,10,40,23,36,15,14,14,3,0,21,201,0,3,12,6,5,24,15,11,19,7,3,0,0,0,5,117,0,0,3,0,0,5,0,7,6,0,3,0,0,0,3,30,0,0,0,0,3,0,0,0
LGA13510,0,0,3,9,3,13,0,0,0,0,0,0,0,0,4,38,0,0,25,44,24,45,17,17,13,0,0,0,0,0,22,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,5,32,77,27,112,44,28,43,7,3,3,0,0,64,446,28,43,64,110,322,423,183,242,712,257,112,81,50,23,377,3013,4,0,7,0,0,0,8,17,53,64,48,17,22,11,3,254,0,0,0,0,0,11,7,15,10,7,0,0,0,0,0,51,3,0,0,0,0,0,13,16,57,33,28,6,19,8,9,185,0,0,0,0,0,0,3,0,8,3,3,0,0,3,3,24,0,0,0,0,5,4,22,21,37,22,4,9,0,0,5,130,0,0,3,3,5,21,20,8,13,0,5,0,0,0,3,84,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,24,0,0,0,0,0,0,3,0
LGA13550,0,3,10,16,0,11,7,0,4,0,0,0,0,0,3,56,0,5,26,42,26,58,13,8,16,3,0,0,0,0,35,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,12,44,79,26,124,49,26,49,6,4,4,0,0,85,501,47,56,63,112,308,388,212,228,694,278,133,74,37,29,418,3076,4,0,5,0,3,10,5,22,42,45,55,25,39,13,9,276,3,0,0,3,0,3,3,10,11,6,0,0,0,0,0,42,3,0,0,0,0,4,9,23,58,36,19,7,12,8,10,183,0,0,0,0,0,0,4,7,4,4,4,0,3,0,0,32,0,0,0,0,4,3,16,27,30,13,4,5,0,3,6,113,0,0,0,4,3,24,10,14,6,3,3,0,0,0,0,63,0,0,0,0,0,4,3,3,0,3,0,0,3,0,0,24,0,0,0,0,0,0,3,3
LGA13660,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,13,3,8,4,16,8,33,8,8,5,3,0,0,0,0,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,30,7,58,7,17,6,6,0,0,0,0,26,181,29,30,28,56,220,243,85,97,301,101,55,36,16,13,223,1528,5,0,6,3,3,0,5,18,23,33,12,4,6,7,5,133,0,0,0,0,0,4,4,6,4,3,3,0,0,0,3,29,0,0,0,0,0,9,3,13,25,8,14,3,8,0,3,86,0,0,0,0,0,3,0,0,3,8,0,0,3,0,0,17,3,0,3,0,0,8,6,14,13,4,0,0,0,0,3,55,3,0,5,3,4,11,8,5,5,0,0,0,0,0,4,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0
LGA13800,0,7,21,35,7,27,11,3,10,6,0,0,0,0,22,140,15,17,82,177,47,239,65,58,98,17,10,4,0,3,92,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,19,23,127,293,61,492,280,231,419,152,78,36,5,3,291,2513,88,112,214,374,620,1230,772,977,3758,2264,1518,1055,632,220,1978,15816,10,0,3,3,0,8,20,40,177,290,400,162,204,77,25,1415,0,0,0,3,0,13,18,33,52,16,21,12,14,8,3,202,3,0,3,0,8,20,30,52,187,194,147,67,68,13,14,804,0,0,0,3,0,8,0,14,26,30,30,13,20,7,8,162,4,0,3,0,7,21,60,70,169,110,33,72,13,7,22,596,0,3,7,11,25,34,48,51,68,27,19,12,4,3,13,330,0,0,0,0,0,0,4,8,16,8,3,3,0,0,0,51,0,0,3,0,0,4,0,5
