LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA58760,158,72,34,22,13,3,48,458,4,5,4,7,4,58,83,196,1315,1064,554,275,198,52,297,4129,0,3,0,3,0,9,14,29,213,149,93,53,34,6,78,698,12,11,4,17,13,136,310,502,1473,529,155,323,45,12,310,3852,11,4,20,28,21,121,72,91,161,46,28,23,9,3,84,715,3,0,6,9,5,17,37,58,133,57,6,24,8,0,54,415,0,3,0,0,0,3,3,10,41,43,22,25,10,3,32,201,33,30,32,21,142,151,87,109,190,81,34,15,3,3,134,1066,5,3,0,3,0,6,9,9,24,12,4,4,0,0,1226,1305,82,69,65,94,191,547,651,1076,4203,2635,1468,1042,530,163,2555,15381,4,4,3,18,0,97,151,149,347,124,43,27,16,0,161,1141,0,10,45,142,15,361,185,113,145,35,8,9,3,0,108,1180,3,3,9,9,0,20,6,18,28,9,3,6,3,0,22,140
LGA58820,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,25,21,24,10,3,6,16,107,0,0,0,0,0,0,0,0,5,0,3,3,0,0,3,21,0,0,0,0,0,3,12,11,42,21,4,9,0,0,12,107,0,0,0,0,4,3,0,3,10,4,0,0,0,0,0,20,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,5,0,0,5,4,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,0,3,0,0,8,16,16,19,106,68,47,35,13,6,85,412,0,0,0,0,0,3,0,3,4,4,0,0,0,0,8,23,0,0,0,4,0,17,3,3,3,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,7,0,0,4,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,6,4,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,4,10,8,8,18,13,0,0,4,3,16,103,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,3,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,9,0,0,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7,8,6,19,8,0,0,0,3,14,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,8,3,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,3,0,3,0,9,4,29,14,9,3,3,3,17,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59250,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,3,0,6,3,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,8,3,3,0,0,11,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,3,9,8,14,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,11,0,6,11,17,48,17,15,8,3,0,39,171,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59320,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,4,8,7,8,4,3,0,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,4,5,10,15,3,4,0,0,5,14,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,10,0,0,0,0,0,3,38,0,0,0,0,0,3,0,7,32,19,20,8,9,0,10,118,0,0,0,0,0,0,0,0,3,8,6,0,5,0,3,26,0,0,0,0,0,3,9,5,30,12,5,12,0,0,8,88,0,0,3,0,6,10,3,3,3,3,0,0,0,0,3,43,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,3,0,5,13,0,5,6,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,3,5,5,3,30,42,22,37,111,74,57,40,18,12,124,578,0,0,3,0,0,5,9,5,20,6,0,0,0,0,13,62,0,3,11,8,3,7,5,4,10,3,0,0,0,0,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,12,15,13,3,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,7,3,20,6,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,3,3,0,3,6,11,7,43,28,17,5,5,0,29,167,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59370,4,4,3,0,0,0,3,16,0,0,0,0,0,4,3,4,36,14,10,6,0,0,14,87,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,18,0,0,0,0,0,4,0,12,20,15,0,3,0,0,3,61,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,10,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,3,9,0,6,16,15,30,79,47,22,18,8,3,68,317,0,0,0,0,0,3,4,4,3,0,0,0,0,0,4,24,0,0,0,7,0,12,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,5,0,3,0,0,0,5,33,0,0,0,0,0,5,10,12,53,17,6,6,0,0,13,122,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,15,0,0,0,0,4,11,11,22,29,6,0,3,0,0,17,105,0,0,0,4,3,16,9,6,8,0,0,0,0,0,4,49,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,4,0,23,30,8,15,7,4,0,0,0,0,14,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,10,7,6,37,64,41,65,138,48,11,12,0,0,91,534,0,0,3,0,0,7,4,4,7,0,0,0,0,0,4,31,0,0,0,10,0,23,9,4,0,0,0,0,0,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA60410,20,14,3,0,0,0,0,50,0,0,0,0,0,3,10,45,199,117,34,7,15,3,24,457,0,0,0,0,0,6,4,6,17,19,10,3,0,0,3,72,0,0,0,3,3,14,53,67,119,33,13,3,0,0,29,340,0,0,0,3,5,29,17,25,26,3,3,0,0,0,4,116,0,0,3,0,0,0,4,9,16,0,0,0,0,0,3,37,0,0,0,0,0,0,3,0,8,6,5,0,0,0,0,29,0,0,3,0,45,59,21,23,36,8,4,0,3,0,44,252,0,0,0,0,0,0,0,0,9,0,0,0,0,0,79,94,3,9,4,5,54,123,120,178,524,264,100,32,29,9,228,1680,0,0,0,3,0,23,23,20,32,5,3,0,0,0,8,128,0,0,3,23,7,69,23,10,9,0,0,0,0,0,16,164,0,0,0,7,0,7,3,0,3,0,0,0,0,0,4,22
LGA60610,25,4,0,3,0,0,3,57,0,3,3,0,0,5,13,49,211,141,54,26,17,12,44,571,0,0,0,3,0,0,0,12,25,25,13,7,0,3,13,98,0,0,0,3,3,25,48,93,183,42,11,15,5,3,40,473,0,0,0,3,4,23,13,17,34,4,3,3,0,0,8,115,0,0,0,3,0,0,7,12,28,3,0,0,0,0,15,66,0,0,0,0,0,0,0,0,3,7,0,0,0,0,4,19,0,4,3,4,50,57,26,29,26,9,3,0,0,0,30,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,109,3,3,11,14,63,131,109,222,622,323,139,83,42,21,314,2093,0,0,3,11,0,29,26,38,67,10,6,0,0,0,37,221,0,0,7,19,0,94,29,16,18,3,0,0,0,0,23,214,0,0,0,0,0,10,3,7,0,0,0,0,0,0,6,24
LGA60810,33,9,3,3,0,0,12,94,0,0,0,0,0,16,17,51,285,159,65,18,14,4,80,710,0,0,0,3,0,0,5,3,35,27,21,5,0,0,10,113,0,0,0,3,3,36,68,82,205,38,11,8,0,6,37,496,0,0,0,3,11,37,21,15,25,10,0,0,0,0,18,133,0,0,0,0,0,5,5,13,17,7,0,3,0,0,8,55,0,0,0,0,0,0,0,0,8,5,0,0,3,0,6,29,4,3,0,0,32,53,26,36,31,14,0,3,0,0,42,244,0,0,0,0,0,3,0,5,3,0,0,0,0,0,132,145,3,9,6,10,57,166,146,231,746,347,166,81,35,14,401,2435,3,3,0,6,0,22,29,23,57,11,3,4,0,0,22,178,0,3,13,30,3,63,22,21,17,0,0,0,0,0,18,187,0,0,3,0,0,9,0,3,6,0,0,0,0,0,3,17
LGA61010,0,0,0,3,0,0,0,5,0,0,0,0,3,4,4,3,19,3,3,0,0,0,8,45,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,0,0,0,0,0,12,10,14,16,0,0,0,0,0,10,57,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,5,0,3,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,3,0,3,6,15,30,23,30,49,4,9,3,0,0,50,234,0,0,0,3,0,7,3,0,3,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA61210,9,4,0,0,0,0,4,37,0,3,0,0,3,10,10,29,119,52,25,10,3,3,41,318,0,0,0,0,0,4,7,0,11,3,7,3,4,0,6,39,0,0,0,0,0,12,40,49,59,7,3,5,0,3,16,204,0,0,3,0,3,17,10,8,17,3,0,0,0,0,3,56,0,0,0,0,0,3,0,11,7,0,0,0,0,0,0,29,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,15,0,3,4,3,6,19,4,11,7,3,0,0,0,0,9,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,43,0,10,5,6,15,79,81,128,294,132,56,37,14,17,141,1012,0,0,0,3,0,7,9,9,8,3,0,0,0,0,7,59,0,0,0,9,0,22,12,7,3,4,0,0,0,0,10,70,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10
LGA61410,83,40,13,6,8,0,22,214,3,0,0,0,0,25,29,103,573,530,273,123,79,26,192,1958,0,0,0,0,0,10,9,21,76,76,54,26,24,3,40,332,0,0,6,0,6,37,81,142,319,128,55,56,18,9,80,925,0,0,0,4,6,56,38,34,77,24,8,6,0,0,35,290,0,0,0,0,3,14,8,22,28,11,3,3,0,0,11,103,0,0,0,0,0,3,0,4,18,20,11,5,7,0,15,79,0,10,11,7,66,90,56,66,79,48,14,3,0,3,70,520,0,0,0,0,0,8,0,4,6,3,0,0,5,0,265,287,4,14,23,15,87,252,245,414,1427,1088,687,387,251,64,878,5840,0,3,5,11,0,58,90,85,190,53,24,12,3,0,97,631,0,4,12,75,8,211,84,62,62,10,0,3,0,0,65,602,0,0,0,3,0,11,9,3,4,3,4,0,0,0,12,61
LGA61510,18,7,0,0,0,0,7,44,0,0,0,0,0,7,13,11,90,67,22,9,3,0,32,268,0,0,0,0,0,3,0,0,17,14,6,0,0,0,7,49,0,0,0,4,3,17,33,50,102,10,12,0,0,0,22,260,0,0,0,0,3,22,15,14,20,3,0,0,0,0,3,71,0,0,0,0,0,3,3,5,9,0,0,0,0,0,9,36,0,0,0,0,0,0,0,3,5,6,3,5,0,0,4,22,0,5,4,3,26,31,21,16,19,6,0,0,0,0,20,150,0,0,0,0,0,3,3,3,6,0,0,0,0,0,59,70,0,6,3,12,34,92,88,112,325,152,78,29,16,3,195,1140,0,0,0,0,0,7,10,9,24,6,4,0,0,0,11,76,0,0,4,11,0,32,10,9,8,0,0,0,0,0,9,88,0,0,0,3,0,6,0,3,3,0,0,0,0,0,3,20
LGA61610,35,9,6,0,3,3,3,93,0,0,0,3,3,12,21,60,303,149,73,19,16,5,47,714,0,0,0,0,0,3,0,9,37,27,16,3,3,0,23,123,0,3,3,3,4,31,71,108,178,48,15,18,3,0,50,531,0,3,3,3,8,29,21,22,29,9,0,3,0,0,23,159,0,0,0,0,0,6,8,10,15,6,0,0,0,0,12,55,0,0,0,0,0,0,0,0,4,3,0,3,0,0,9,23,0,0,8,3,44,73,27,30,37,7,0,0,0,0,39,284,0,0,0,0,0,0,0,0,4,0,0,0,0,0,161,171,0,11,20,21,66,171,168,259,725,375,173,75,46,18,418,2539,0,4,0,4,0,40,40,36,69,20,0,0,0,0,43,263,0,3,5,46,7,102,32,19,14,7,0,0,0,0,28,262,0,0,0,3,0,7,0,3,0,0,0,0,0,0,7,24
LGA61810,8,3,0,0,0,0,5,24,0,6,0,0,0,11,12,23,80,51,16,4,7,0,31,241,0,0,0,0,0,0,3,3,15,8,0,0,0,0,9,39,0,0,3,3,3,16,29,39,52,10,3,4,0,0,17,175,0,0,0,0,0,5,8,0,10,3,0,0,0,0,4,39,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,3,0,5,24,7,7,8,3,0,0,0,0,7,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,30,0,8,8,3,16,58,70,88,221,103,29,17,10,3,137,766,0,0,0,3,0,10,5,3,5,3,0,0,0,0,14,50,0,0,3,10,0,16,4,0,4,0,0,0,0,0,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
LGA62010,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,12,3,3,0,0,0,3,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,5,4,5,8,21,6,5,4,0,0,16,78,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
