LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA34530,27,19,13,4,4,0,11,99,3,0,0,0,0,17,22,46,242,205,115,51,44,4,80,836,0,0,0,0,0,0,3,4,31,36,10,16,20,0,18,141,3,0,0,3,0,27,37,78,228,93,23,63,14,0,50,621,0,0,0,3,7,19,12,23,37,6,4,0,0,0,11,124,0,0,0,0,0,8,0,4,14,6,5,3,0,0,9,52,0,0,0,0,0,0,0,3,9,9,5,5,3,0,16,50,3,3,4,0,26,31,21,33,40,14,0,0,4,0,35,213,0,0,0,0,0,0,0,0,0,4,0,3,0,0,385,402,15,10,8,12,45,121,111,205,765,559,302,221,134,40,673,3219,0,0,0,12,0,38,38,32,71,19,11,5,0,0,40,260,0,3,12,39,0,80,34,17,23,3,0,0,0,0,27,246,0,0,3,3,0,7,3,4,3,0,0,0,0,0,0,24
LGA34570,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,4,0,3,3,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,7,3,10,12,6,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,30,17,3,0,0,0,6,96,0,0,0,3,0,23,38,73,377,185,66,35,13,3,93,917,0,0,0,0,0,6,8,8,42,25,12,5,5,0,13,127,0,4,0,11,6,55,88,153,298,72,14,17,4,3,66,786,0,0,4,8,8,35,28,27,42,12,3,0,0,0,17,190,0,4,0,0,0,5,9,11,17,9,0,0,0,0,19,71,0,0,0,0,0,3,0,3,3,9,3,3,3,3,7,37,4,8,13,11,50,73,43,42,67,19,10,0,0,0,48,389,0,0,0,0,0,5,0,6,3,5,0,0,0,0,235,254,14,19,20,36,74,238,226,339,1080,540,202,115,41,23,588,3549,0,0,0,11,0,32,36,26,63,19,3,3,0,0,31,230,0,3,9,33,3,95,25,16,27,3,4,0,0,0,26,247,0,0,0,4,0,8,3,3,4,0,0,0,0,0,8,29
LGA34590,288,166,59,24,22,7,91,877,6,9,9,14,9,97,165,424,2814,1966,976,479,339,85,655,8049,0,0,0,0,0,24,30,72,366,317,185,88,55,14,161,1320,9,26,18,21,30,298,704,1147,2861,948,290,331,103,24,666,7476,4,13,22,45,34,224,168,206,379,116,39,29,12,0,135,1429,0,8,5,4,6,47,69,107,252,71,31,19,9,0,148,769,4,0,0,0,3,12,9,17,98,79,52,26,17,10,75,410,47,49,80,55,339,494,256,332,534,192,52,25,15,7,359,2849,0,4,3,4,3,19,16,22,56,27,8,5,3,3,1711,1886,88,128,148,152,442,1342,1501,2496,9264,5775,3096,1731,1067,322,4726,32289,5,18,13,72,7,401,584,527,997,373,123,57,25,3,411,3611,11,31,59,319,13,795,395,232,331,88,28,13,3,0,234,2556,3,0,10,21,4,81,59,41,93,23,10,3,3,0,80,428
LGA34710,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,6,44,34,18,3,3,0,13,121,0,0,0,0,0,0,0,3,10,5,3,0,0,0,8,23,0,0,0,0,0,11,4,9,20,5,3,3,0,0,6,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,74,0,4,0,3,4,21,16,34,112,82,41,17,10,0,114,459,0,0,0,0,0,3,4,7,9,4,4,0,0,0,7,47,0,0,4,4,0,5,3,0,5,0,0,0,0,0,3,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
LGA34770,68,53,26,16,12,6,31,283,13,9,3,5,3,33,38,109,876,812,483,307,275,69,318,3348,0,0,0,0,0,7,9,17,127,104,88,53,35,9,72,531,8,4,0,10,3,64,174,280,954,546,141,340,82,27,273,2903,0,3,4,10,5,39,40,37,99,33,7,12,3,0,58,350,0,0,3,0,0,11,20,28,72,49,9,17,0,3,44,268,0,0,3,0,3,0,0,4,19,24,15,13,6,5,45,131,3,9,10,7,50,89,48,65,129,73,15,3,10,3,106,624,0,0,0,0,0,8,8,13,19,12,0,5,4,3,1664,1730,29,33,28,39,81,296,363,601,2745,2258,1308,1049,675,214,2916,12633,0,0,3,22,3,109,172,128,252,101,44,49,22,4,127,1039,0,5,29,119,5,269,101,71,85,22,3,4,0,0,60,769,0,0,8,16,0,23,10,11,17,5,0,3,0,0,24,119
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,3,0,0,11,27,15,3,3,0,3,23,88,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,11,3,0,0,3,0,4,32,5,0,0,4,0,19,10,27,143,86,34,15,8,9,40,413,0,0,0,0,0,3,0,3,17,10,3,4,8,0,10,66,4,4,4,3,0,18,22,33,61,17,3,11,3,0,24,201,0,0,3,0,5,9,3,4,5,0,0,0,0,0,5,36,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,8,3,3,0,0,0,5,22,0,8,4,0,10,10,9,8,7,7,0,4,0,0,13,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,182,19,16,13,11,16,86,61,98,371,225,116,69,37,28,339,1497,3,0,0,4,0,19,16,21,23,5,5,0,0,0,16,128,0,7,13,20,0,39,14,8,5,0,0,0,0,0,3,106,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,11
LGA34880,32,8,9,0,0,0,4,75,0,4,3,4,5,31,13,50,173,92,35,18,11,5,33,478,0,0,0,0,0,4,3,3,26,14,7,3,0,0,13,81,0,3,4,4,4,35,46,49,123,27,7,8,0,3,28,347,0,0,0,3,4,17,11,11,29,4,3,0,0,0,19,102,0,0,0,0,0,3,0,5,14,7,0,0,0,0,6,36,0,0,0,0,0,3,0,3,4,3,0,0,0,0,7,25,3,3,6,3,20,27,23,20,22,6,0,3,0,0,34,175,0,0,0,0,0,0,0,3,3,0,0,0,0,0,183,188,17,14,18,15,42,131,110,159,527,252,124,62,27,16,368,1886,0,3,0,9,0,25,35,16,46,11,0,0,0,0,28,170,0,0,9,30,5,50,23,6,11,0,0,0,0,0,23,167,0,0,0,0,0,3,4,5,0,3,0,0,0,0,4,23
LGA35010,409,227,115,43,46,16,110,1257,18,27,16,11,23,137,217,533,3916,3070,1630,847,670,138,882,12130,3,3,0,6,3,38,38,99,527,470,305,143,93,17,176,1935,15,20,17,34,22,261,785,1311,3499,1384,337,726,163,30,663,9266,0,14,16,34,66,247,203,222,481,143,42,40,21,3,140,1668,3,7,8,8,7,34,93,118,267,108,34,47,12,3,131,871,3,3,0,3,3,9,11,16,116,91,60,40,24,11,92,473,41,41,68,62,250,497,289,334,586,300,86,34,22,3,341,2945,3,0,0,3,6,20,19,29,48,22,16,11,3,3,2269,2449,109,128,140,174,414,1387,1749,2873,11504,7882,4440,2960,1744,472,5632,41610,11,10,21,61,6,391,634,549,1117,407,126,97,32,7,431,3890,0,20,92,405,39,1066,548,302,449,101,20,10,8,0,253,3308,3,12,15,45,4,103,52,43,72,25,7,0,0,0,73,451
LGA35250,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,7,0,3,8,0,0,0,0,0,0,31,0,0,3,0,6,4,3,0,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,27,22,6,7,18,0,0,0,0,0,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,9,4,3,3,0,0,4,23,0,0,0,0,0,0,3,10,76,145,114,63,56,8,33,507,0,0,0,0,0,0,0,0,3,16,18,20,8,3,14,82,0,0,0,0,0,12,11,27,165,129,30,75,18,3,38,516,0,0,0,0,0,8,3,11,16,11,3,0,0,0,8,53,0,0,0,0,0,0,3,3,14,6,0,5,0,0,7,46,0,0,0,0,0,0,0,5,3,4,8,5,3,0,9,33,0,0,3,3,6,15,7,8,13,5,3,3,3,4,22,102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,180,192,4,4,3,4,8,42,34,61,362,415,332,259,186,44,383,2140,0,0,0,4,0,19,36,32,92,35,18,16,8,0,23,270,3,0,4,8,0,32,18,12,11,4,5,3,0,0,14,113,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,26
LGA35600,3,0,0,0,0,0,0,8,0,0,0,0,0,3,8,15,51,28,3,3,3,0,14,121,0,0,0,0,0,0,0,0,7,7,4,0,0,0,5,27,0,0,0,3,0,12,4,10,24,11,0,0,0,0,6,70,0,0,0,0,3,0,3,4,8,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,11,0,0,0,0,6,9,3,4,4,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,77,3,0,3,6,12,39,23,35,150,72,24,16,9,3,134,524,0,0,0,0,0,8,4,5,13,4,0,0,0,0,11,40,0,0,0,12,0,13,5,3,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA35670,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,3,0,0,0,0,0,21,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,7,3,11,7,15,4,6,0,0,0,0,3,68,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,119,35,21,17,7,7,31,332,7,0,3,11,3,45,47,78,474,259,121,61,48,24,102,1290,0,0,0,0,3,6,8,11,57,36,20,7,13,3,15,177,0,6,3,6,0,47,97,136,289,84,29,60,3,0,69,819,0,0,8,8,15,60,50,55,78,20,4,4,3,4,47,358,0,0,0,0,5,5,10,12,23,8,3,3,0,0,9,85,0,0,0,0,0,0,0,6,15,5,3,3,3,0,8,51,16,17,6,8,40,93,43,46,77,27,15,8,0,3,54,456,0,0,0,0,0,4,3,3,3,3,0,0,0,0,328,348,40,29,19,41,83,305,284,411,1318,637,327,227,124,56,757,4656,3,0,6,15,0,78,67,55,93,19,16,3,0,0,63,422,3,7,16,99,9,206,98,51,53,15,0,4,0,0,68,643,0,0,3,10,0,16,4,8,11,0,0,0,0,0,12,69
LGA35760,12,3,3,0,0,0,7,26,0,0,0,0,3,16,16,32,92,56,14,13,4,0,34,282,0,0,0,0,0,3,0,0,13,3,0,0,4,0,6,33,3,0,0,0,0,24,30,25,49,9,3,3,0,0,12,167,0,0,3,3,0,16,8,6,6,0,0,0,0,0,9,45,0,0,0,0,0,7,0,0,6,0,0,0,0,0,4,16,0,3,0,0,0,0,0,4,3,3,3,0,0,0,5,14,0,3,3,0,11,19,13,14,10,3,0,0,0,0,10,87,0,0,0,0,0,3,0,0,0,0,0,0,0,0,81,89,9,16,7,11,27,106,69,102,276,133,53,21,11,13,195,1049,0,0,0,14,0,10,15,9,19,4,0,0,0,0,12,86,0,0,9,23,3,32,12,6,4,0,0,0,0,0,5,90,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,14
LGA35780,3,0,0,0,0,0,0,15,0,0,0,0,0,3,0,3,15,5,0,0,0,0,3,37,0,0,3,0,0,8,3,0,3,0,0,0,0,0,0,17,0,0,0,0,3,5,5,9,6,0,0,0,0,0,3,32,0,3,3,0,0,3,0,3,0,0,0,0,0,0,4,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,0,4,8,6,4,27,13,23,49,23,7,0,0,0,19,191,0,0,0,4,3,8,15,3,4,3,0,0,0,0,0,51,0,4,8,4,0,3,4,0,0,0,0,0,0,0,0,21,0,0,4,5,6,4,0,0,0,0,0,0,0,0,0,22
LGA35790,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,3,3,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,13,0,0,0,0,0,0,28,0,0,4,0,4,3,4,3,10,0,0,0,0,0,3,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,11,9,6,6,0,0,0,0,0,0,46,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,13,0,0,6,3,17,18,18,27,48,6,3,0,0,0,20,168,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,13,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA35800,3,0,0,0,0,0,3,7,0,0,0,0,0,3,4,4,8,4,4,0,0,0,4,35,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,3,3,0,9,4,7,0,0,0,0,3,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,3,3,0,3,13,13,10,19,39,21,5,0,3,3,40,179,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,15,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,8,8,10,10,0,0,0,0,0,57,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA36150,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,3,0,0,0,3,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,0,0,3,3,4,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,7,3,5,20,9,11,3,0,0,36,108,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,135,98,57,17,36,7,40,489,3,8,3,9,7,42,75,194,1535,1357,779,462,324,93,382,5270,0,0,3,0,4,9,13,25,194,151,142,68,37,15,97,745,6,8,6,11,3,104,216,401,1257,528,160,386,88,17,330,3528,0,5,6,20,11,88,59,67,173,56,25,17,13,0,57,595,0,0,4,0,0,16,24,38,101,36,8,19,8,3,42,292,0,0,0,3,0,4,3,3,47,37,32,18,13,10,32,199,20,7,16,14,78,133,98,114,209,73,41,14,7,8,119,962,0,0,0,0,0,6,3,7,16,14,6,3,0,0,946,1005,43,34,46,62,124,437,534,919,4275,3208,2076,1462,950,288,2417,16872,7,3,10,23,0,143,245,247,507,207,77,36,18,0,174,1700,0,9,35,126,10,435,226,114,179,42,12,4,0,0,106,1298,0,4,7,21,3,39,15,15,28,13,3,4,0,0,31,181
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,6,0,12,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,3,0,0,4,9,6,31,10,3,0,0,0,25,104,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,57,32,10,3,9,3,11,179,0,0,0,0,3,23,43,105,698,513,280,117,97,25,157,2066,0,0,0,0,0,9,4,18,105,77,48,32,12,0,44,344,0,0,3,3,4,74,171,257,640,227,46,90,23,8,117,1671,0,0,0,8,20,50,43,39,67,25,7,6,0,0,27,291,0,0,0,0,0,4,6,24,53,22,4,9,3,0,21,152,0,0,0,0,0,0,3,3,22,11,15,6,0,0,20,79,10,8,15,10,72,135,59,74,108,47,8,8,0,7,90,635,0,0,0,0,0,3,4,4,8,9,3,0,0,0,739,770,16,17,19,31,102,334,358,554,2065,1306,717,448,294,81,1375,7715,4,0,8,13,0,106,166,136,223,73,27,17,4,3,76,859,0,4,39,89,6,238,106,81,77,19,5,3,0,0,68,737,0,0,6,15,0,29,8,8,27,3,0,0,0,0,11,114
LGA36510,48,21,10,3,0,0,14,160,0,0,0,5,3,27,32,79,385,252,88,43,31,11,75,1037,3,0,0,0,4,4,9,10,53,30,17,4,3,4,20,158,0,10,7,4,3,60,84,143,313,104,18,46,5,0,68,857,0,0,3,4,5,40,22,31,44,12,3,3,0,0,16,185,0,0,0,0,0,7,4,7,28,8,5,3,0,0,7,70,0,0,0,0,0,0,0,3,15,3,3,0,0,0,8,33,7,11,4,6,28,51,32,35,68,19,8,0,0,0,50,317,0,0,0,0,0,0,0,7,8,7,3,0,0,0,228,250,12,25,20,21,53,218,205,370,1152,620,274,165,78,36,574,3815,3,3,3,4,0,47,41,36,74,30,3,3,4,0,33,299,0,0,11,55,3,86,47,25,30,4,0,0,0,0,23,286,0,0,0,4,0,11,0,3,7,3,0,0,0,0,10,39
