LGA_CODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
LGA54130,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,0,0,0,0,24,0,0,8,9,3,0,3,0,0,28,0,0,7,8,9,8,4,0,0,42,0,0,8,10,5,3,0,0,0,27,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,7,4,0,0,0,23,8,5,52,52,33,25,10,0,3,179,0,0,0,4,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,8,11,6,3,0,0,0,22
LGA54170,4,108,261,289,190,102,26,13,0,994,5,14,54,126,103,37,7,0,0,346,5,41,115,172,146,103,54,39,19,684,0,42,75,95,65,18,7,0,0,303,22,31,103,82,46,19,3,0,0,313,26,376,870,1310,1636,944,381,148,42,5722,22,175,717,1222,1522,1084,333,104,40,5218,127,579,1515,2044,1769,1111,415,182,43,7786,111,401,931,1065,974,658,194,47,12,4382,35,178,317,265,177,118,46,23,0,1163,121,384,524,644,488,319,111,39,11,2636,6,8,4,5,7,9,8,3,8,61,3,15,44,67,65,51,14,9,4,269,364,231,388,470,578,508,403,512,289,3732,853,2583,5923,7854,7753,5074,2001,1104,470,33610,0,147,277,329,259,145,60,17,0,1240,3,10,60,116,123,58,12,0,0,381,9,53,155,177,133,107,50,36,19,740,0,44,115,113,86,34,13,4,0,399,8,34,81,120,77,23,10,0,0,355
LGA54200,3,27,82,66,52,37,16,12,3,297,3,3,19,25,28,11,0,0,0,88,4,13,52,60,38,28,24,17,7,237,3,11,20,25,13,14,4,0,0,84,0,19,39,44,30,18,7,9,0,160,6,107,264,296,383,327,186,82,14,1661,18,62,210,326,355,367,174,73,16,1600,50,208,522,494,423,336,219,60,18,2332,37,107,304,326,328,234,99,29,6,1480,14,47,91,87,61,37,31,7,3,378,46,106,198,217,116,95,56,11,0,844,5,3,0,3,0,4,3,0,0,18,0,0,8,19,23,17,6,3,0,82,159,105,167,223,224,223,215,226,146,1683,335,817,1977,2206,2063,1745,1049,535,217,10946,3,34,103,125,55,54,36,9,4,420,0,9,42,47,22,15,0,0,0,143,3,18,91,84,47,32,25,18,9,330,0,13,30,28,17,14,4,4,0,110,0,18,48,47,39,22,11,4,0,200
LGA54280,0,20,52,32,11,6,0,0,0,122,0,3,15,12,12,3,0,0,0,51,6,19,65,33,24,7,3,7,0,158,0,3,9,9,3,3,0,0,0,29,0,6,32,22,9,5,0,0,0,73,6,62,165,198,158,91,25,10,4,716,3,56,197,203,137,51,24,3,0,662,36,114,338,251,167,68,12,0,0,986,10,66,173,122,115,51,15,0,0,548,0,16,55,31,16,10,0,0,0,131,21,93,154,115,36,22,4,3,0,443,0,0,3,3,0,0,0,0,0,4,0,3,15,5,7,3,0,0,0,33,164,152,313,313,273,159,98,53,31,1552,247,601,1587,1333,976,477,180,76,36,5507,0,15,54,54,19,10,0,0,0,151,0,5,17,20,7,3,0,0,0,51,3,10,68,39,22,11,7,5,0,158,0,0,11,3,3,0,0,0,0,22,0,7,19,17,14,10,0,0,0,66
LGA54310,0,6,38,34,7,6,0,0,0,89,0,7,9,10,6,0,0,0,0,31,3,13,61,47,12,0,3,0,0,137,0,3,12,10,3,3,0,0,0,25,0,7,23,10,10,0,0,0,0,54,0,23,126,114,98,40,4,0,0,405,0,25,154,133,89,32,3,0,0,431,28,90,291,208,129,39,8,0,0,799,3,47,145,115,69,44,0,0,0,415,3,6,32,22,11,8,0,0,0,86,11,45,109,80,29,16,0,0,0,298,0,0,0,0,0,0,0,0,0,5,0,6,16,6,8,0,0,0,0,41,112,127,349,344,240,121,31,8,3,1330,164,408,1371,1136,702,304,43,14,3,4148,0,3,36,36,12,0,0,0,0,96,0,0,14,15,6,6,0,0,0,45,3,12,55,58,16,3,0,0,0,154,0,0,13,6,7,0,0,0,0,27,0,0,23,23,14,0,0,0,0,64
LGA54340,0,0,11,0,0,0,0,0,0,14,0,4,0,0,3,3,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,8,13,10,0,0,0,0,0,38,3,10,13,22,14,16,13,4,0,94,4,9,26,20,27,14,10,0,0,106,0,7,29,18,14,11,4,0,0,88,0,5,16,19,14,10,0,0,0,72,0,0,0,0,0,3,0,0,0,9,0,7,6,10,13,4,0,0,0,39,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,7,7,19,22,24,25,27,16,17,172,18,56,138,138,119,93,49,30,24,661,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,6,4,12,7,5,0,0,0,38
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,10,5,3,0,24,0,3,12,8,7,5,7,3,0,37,0,3,12,6,7,0,3,0,0,28,0,0,3,3,8,3,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,0,3,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,6,3,3,34,0,12,26,30,39,23,24,7,5,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
LGA54480,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,3,3,4,0,0,0,15,0,0,6,3,10,3,0,0,0,25,0,0,12,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,10,32,17,15,16,3,0,0,92,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA54550,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,10,9,6,3,0,0,0,30,0,4,7,15,12,12,9,9,0,72,0,0,13,22,18,16,3,3,0,76,0,4,12,9,3,7,3,0,0,37,0,3,5,3,9,3,0,0,0,31,0,0,0,3,0,0,0,0,0,7,3,4,13,3,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,4,6,4,14,5,3,10,0,52,7,24,72,77,63,49,29,22,3,347,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,14,13,13,3,0,0,0,52
LGA54620,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,9,6,8,4,3,0,0,29,0,0,7,4,3,13,6,0,0,36,0,0,5,5,3,0,0,0,0,15,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,4,3,0,29,3,4,35,37,26,27,11,3,0,154,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8
LGA54690,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,8,0,0,6,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,13,15,10,7,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,9,7,0,0,25,0,0,11,5,13,10,0,0,0,41,0,0,3,5,3,0,0,0,0,11,0,0,5,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,8,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,14,0,0,34,30,25,22,6,3,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
LGA54830,0,9,31,32,15,0,0,0,0,89,4,3,25,12,20,8,3,0,0,74,4,16,44,31,26,17,9,7,4,156,0,0,19,6,3,0,0,0,0,36,3,15,20,27,12,3,3,0,0,84,8,42,144,132,114,73,35,17,5,579,4,30,128,120,87,55,21,5,0,452,30,132,394,216,159,74,38,7,4,1060,21,82,242,162,128,75,23,3,0,738,5,24,63,42,15,15,3,4,0,169,24,89,160,105,52,26,6,4,0,462,3,0,3,0,0,0,0,0,0,9,0,3,18,16,0,3,3,0,0,37,130,103,198,220,139,141,114,105,45,1194,240,552,1494,1114,764,490,261,157,62,5138,0,32,100,57,24,11,4,0,0,223,4,7,54,36,9,8,0,0,0,121,0,17,73,66,21,21,10,8,4,220,3,7,25,15,4,3,0,0,0,60,0,10,32,31,20,8,3,0,0,107
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,12,0,4,9,6,10,13,0,3,0,41,0,6,11,11,16,11,3,0,0,58,0,0,10,12,3,9,0,0,0,40,0,0,3,5,3,3,0,0,0,18,0,0,3,4,3,0,0,0,0,9,0,3,4,6,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,5,3,3,0,21,5,16,54,50,42,37,11,8,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,15
LGA54970,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,4,0,0,0,24,0,0,7,0,3,5,0,0,0,15,0,0,5,3,3,0,0,0,0,18,0,0,3,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,9,6,3,0,0,31,6,13,32,23,23,15,9,0,0,123,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,9,4,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,9,5,7,3,0,0,0,23,0,7,11,11,12,0,0,0,0,36,0,4,25,8,11,3,0,0,0,50,0,3,14,4,13,0,0,0,0,32,0,0,3,0,0,0,0,0,0,3,0,4,6,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,50,38,22,6,8,3,0,171,10,48,124,88,65,15,11,3,0,363,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55110,3,13,53,62,33,13,11,5,0,189,0,4,21,18,24,6,0,0,0,85,5,17,33,45,31,23,31,39,7,236,3,3,21,12,11,8,11,3,0,70,7,19,63,45,28,7,3,0,0,167,13,89,240,320,418,350,264,128,26,1856,16,75,270,420,404,316,185,83,23,1791,89,212,493,548,524,413,282,98,28,2692,59,149,306,367,414,207,94,35,6,1638,20,32,80,55,40,39,31,14,5,301,58,206,283,271,181,170,100,39,7,1323,0,4,6,0,0,3,4,0,0,24,0,3,18,18,15,18,4,5,0,84,214,136,269,330,308,379,468,579,304,2985,491,959,2156,2513,2437,1955,1481,1035,407,13449,0,26,80,80,71,40,22,5,4,331,9,10,34,39,23,13,15,0,0,126,7,26,62,62,55,37,33,37,16,337,3,12,24,28,18,14,3,3,0,95,3,13,60,60,42,22,3,3,0,208
LGA55180,0,4,0,13,9,5,0,0,0,33,0,3,0,9,3,6,0,0,0,19,0,0,0,3,7,0,5,4,0,23,0,0,0,0,0,0,0,0,0,0,3,4,17,26,13,3,0,0,0,61,0,10,22,37,74,73,39,12,0,268,0,9,42,66,63,63,19,10,3,265,13,30,47,65,47,47,18,0,6,260,3,12,28,45,45,30,3,0,0,172,0,3,10,9,11,8,10,0,0,45,5,18,24,34,17,11,7,3,0,118,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,4,0,0,0,13,20,7,29,37,48,46,55,34,14,292,55,90,224,338,340,292,152,63,27,1576,0,0,5,5,13,7,3,0,0,38,0,0,3,3,3,3,0,0,0,21,0,0,0,9,5,3,3,3,0,20,0,0,4,0,8,0,0,0,0,15,0,7,20,25,11,0,4,0,0,66
LGA55250,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,5,3,0,0,0,23,0,0,10,0,6,0,0,0,0,19,0,5,3,7,3,4,0,0,0,21,0,4,3,6,3,4,0,0,0,24,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,25,20,25,14,7,3,0,103,7,21,62,40,43,27,10,0,0,216,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,0,103,281,262,223,100,54,13,8,1045,7,21,70,83,85,41,6,0,0,306,3,40,143,137,116,61,42,48,20,615,3,25,64,66,49,29,6,3,0,248,5,28,64,53,48,23,3,3,0,230,17,306,711,853,1008,693,389,225,90,4304,15,127,405,694,933,838,379,178,52,3608,69,453,1110,1332,1175,786,322,223,87,5558,40,270,628,717,671,538,220,91,16,3183,23,190,253,207,141,97,56,32,13,1003,47,149,232,267,229,152,84,45,16,1219,8,4,0,3,6,10,3,0,3,38,0,17,33,57,56,32,17,12,8,241,222,145,225,329,327,348,338,521,421,2875,462,1870,4222,5064,5064,3745,1914,1393,741,24472,3,158,243,265,224,154,73,22,3,1141,3,13,55,87,96,53,11,4,3,330,0,67,163,181,123,68,36,48,27,720,0,32,91,77,54,46,11,3,0,312,3,17,84,77,61,28,17,0,3,290
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,4,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,7,0,0,0,0,11,3,0,9,8,11,11,0,0,0,39,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,21,0,7,17,19,17,11,9,0,0,93,0,9,23,12,25,20,9,3,0,99,9,13,29,25,15,6,0,4,0,97,0,6,19,13,5,6,0,0,0,49,0,0,5,4,4,0,0,0,0,11,0,3,5,11,3,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,17,19,7,8,10,8,89,20,47,116,113,95,66,35,15,9,516,0,0,3,4,3,0,0,0,0,11,0,3,3,0,0,0,0,0,0,8,0,3,3,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,0,0,0,0,22
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,3,3,0,0,18,0,0,3,7,0,3,0,0,0,10,0,0,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,16,4,5,13,16,12,10,14,0,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9
LGA55600,0,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,8,7,7,0,0,0,0,29,0,3,8,7,15,16,3,3,0,53,0,4,18,14,12,14,8,4,0,78,0,8,15,17,8,8,8,0,0,60,0,6,9,13,4,14,0,0,0,46,0,0,0,3,0,0,0,0,0,8,3,3,9,10,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,0,7,17,11,10,7,6,4,79,12,30,89,93,62,68,23,19,6,410,0,0,4,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,8,10,3,0,0,0,28
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,5,6,6,4,4,3,0,30,0,3,8,7,5,4,0,0,0,36,0,0,3,9,0,0,0,3,0,19,0,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,3,4,0,23,7,6,27,35,26,16,12,8,3,144,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
LGA55740,0,17,19,19,27,11,6,3,0,107,0,0,3,6,7,3,0,0,0,19,0,3,15,15,12,3,0,0,0,47,0,7,13,10,10,0,4,0,0,43,0,3,9,6,4,0,0,0,0,25,0,22,87,93,110,76,48,31,8,471,3,10,35,51,83,77,55,14,10,348,6,34,114,106,83,50,24,8,3,426,0,18,79,90,70,67,36,12,4,374,4,13,36,26,29,11,11,9,0,132,3,7,13,19,9,12,3,5,0,72,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,6,4,0,0,42,28,16,58,45,39,42,30,40,49,347,44,164,499,482,490,365,219,120,79,2458,0,25,45,28,20,29,11,0,0,157,0,0,3,8,4,3,0,0,0,20,0,3,22,8,12,3,0,3,0,58,0,0,15,10,4,0,8,0,0,43,0,0,5,10,10,0,0,0,0,35
