LGA_CODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,8,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,10,5,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,7,6,0,0,0,0,21,0,0,5,15,9,6,0,0,0,35,4,6,11,11,7,5,0,0,0,47,0,0,6,15,10,6,0,0,0,36,0,0,0,4,0,0,0,0,0,4,3,3,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,7,10,8,0,0,0,0,38,23,24,37,58,41,18,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4
LGA39499,0,16,25,16,5,13,3,0,0,74,0,0,8,12,5,5,4,0,0,36,0,9,22,10,7,10,8,0,0,60,0,0,9,4,5,0,0,0,0,23,3,10,12,8,8,3,0,0,0,45,0,22,78,43,73,104,38,9,5,373,0,19,44,35,38,70,27,3,0,228,12,52,118,66,87,86,29,3,0,455,11,50,94,52,52,68,13,0,0,339,0,26,44,13,8,14,3,3,0,116,12,35,39,18,25,35,16,0,0,185,0,4,3,0,0,0,0,0,0,11,0,3,6,4,3,0,0,0,0,15,57,76,110,98,89,126,58,23,10,653,94,317,616,383,411,545,201,44,14,2616,4,13,15,5,9,6,0,0,0,53,0,3,9,3,4,5,0,0,0,21,0,8,23,7,3,10,11,7,0,62,0,3,9,3,3,3,0,0,0,27,0,4,13,6,8,4,3,0,0,44
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,0,4,0,3,0,0,0,0,10,0,0,7,0,3,0,0,3,0,10,0,3,0,0,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,10,10,3,3,35,3,10,14,7,23,13,12,9,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,37,110,32,20,18,6,10,0,240,0,12,36,20,15,3,0,0,0,81,0,26,59,24,19,7,6,0,0,141,0,17,36,11,9,6,9,0,0,94,0,7,11,12,10,8,0,0,0,43,4,133,327,119,92,123,72,38,11,924,0,18,60,38,63,119,81,29,10,408,31,316,434,143,135,88,36,11,10,1198,7,106,320,144,128,156,74,16,3,943,6,49,142,52,42,19,22,5,0,340,11,49,72,19,20,19,9,4,0,206,5,17,0,0,3,0,0,0,0,20,0,16,22,20,4,26,13,4,0,97,46,157,205,103,102,104,83,66,82,945,109,961,1825,734,662,685,399,186,121,5689,4,58,116,46,20,17,11,7,0,285,0,6,55,27,12,4,3,0,0,106,6,38,95,28,18,6,3,0,0,191,0,39,60,23,17,12,9,0,0,165,4,10,15,7,0,0,3,3,0,35
LGA40120,0,4,49,120,93,72,19,8,3,370,0,3,20,33,23,16,0,0,0,94,0,4,20,44,34,20,16,3,7,148,0,5,18,31,22,20,6,5,0,113,7,11,38,71,60,33,4,0,0,225,7,59,226,423,559,426,167,59,14,1942,0,14,107,238,342,446,168,33,14,1358,15,74,265,428,374,269,97,30,8,1555,17,70,228,367,375,348,108,19,3,1526,8,25,86,108,98,57,36,12,4,428,33,57,79,103,95,76,24,10,0,484,0,0,3,0,0,0,0,0,0,6,0,3,16,31,26,29,11,4,0,123,88,45,86,123,121,116,113,105,67,858,174,374,1220,2127,2236,1917,774,290,123,9232,0,11,45,110,107,74,35,13,3,405,0,0,0,22,19,20,0,0,0,68,0,4,26,49,35,25,19,6,3,176,0,11,24,35,26,19,7,0,3,129,4,13,42,61,62,43,16,0,0,248
LGA40220,0,5,18,22,20,9,11,3,0,99,0,0,3,6,7,8,3,0,0,33,0,4,15,19,12,8,15,8,0,91,0,7,7,8,11,13,0,0,0,43,0,11,22,40,23,11,13,0,0,126,3,22,97,156,255,228,139,41,9,961,0,9,64,89,91,204,119,42,8,632,14,41,161,178,164,142,92,34,6,834,18,39,101,130,171,154,73,28,3,725,3,12,19,36,21,24,18,6,0,139,16,45,80,76,52,55,36,10,3,378,0,0,0,3,0,0,0,0,0,8,0,0,8,17,17,7,0,3,0,56,55,21,38,67,84,118,137,142,51,713,118,227,642,851,941,984,664,314,94,4832,0,8,15,19,16,25,19,3,3,104,0,0,3,5,7,6,4,0,0,28,0,4,9,25,25,15,15,4,9,103,0,0,7,11,8,9,3,0,0,36,4,17,28,36,42,18,12,4,0,160
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,12,0,0,0,18,0,6,28,11,12,16,0,0,0,71,0,6,9,11,9,0,0,0,0,30,0,5,12,7,9,3,0,0,0,29,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,25,14,7,5,0,0,0,88,13,28,89,51,47,33,0,3,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LGA40310,0,7,35,45,22,16,3,3,0,124,0,0,7,14,5,5,0,0,0,27,3,4,17,25,15,21,10,8,0,98,0,0,8,6,11,8,0,0,0,29,3,8,21,29,24,6,8,0,0,97,3,24,93,141,195,167,73,30,14,738,0,12,89,114,113,148,59,17,6,559,11,66,230,240,154,102,37,17,3,859,7,34,107,154,152,102,17,5,3,580,0,8,26,31,17,13,11,4,0,106,19,51,97,98,52,43,18,3,3,380,3,0,3,4,0,0,0,0,0,13,0,0,6,17,12,3,3,0,0,41,56,17,50,47,78,85,81,110,69,599,99,243,781,957,845,712,319,197,95,4252,0,4,40,44,39,20,8,3,0,163,0,0,3,9,8,3,0,0,0,23,5,5,25,28,24,14,13,3,3,120,0,3,4,5,6,3,0,0,0,25,0,13,23,38,25,15,10,3,0,123
LGA40430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,11,32,7,9,3,0,76,0,0,7,5,10,14,10,3,0,47,0,0,10,23,14,11,10,0,0,68,0,0,15,16,13,10,0,0,0,52,0,0,0,3,0,0,0,0,0,3,3,3,7,9,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,12,12,13,22,7,80,12,5,48,84,85,66,46,29,13,385,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13
LGA40520,0,3,4,13,15,7,0,0,0,40,0,0,9,5,0,3,0,0,0,14,0,0,7,11,8,3,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,13,10,10,3,0,0,0,35,0,12,47,58,91,66,23,12,3,314,0,8,42,32,30,55,21,8,3,200,6,22,85,68,62,13,15,3,0,284,4,27,54,61,63,35,8,3,0,258,3,3,7,4,6,0,0,0,0,29,15,26,48,26,22,17,5,7,0,158,0,5,0,0,3,3,0,0,0,16,0,0,8,0,5,3,0,0,0,13,39,9,33,58,46,66,65,85,72,473,64,114,357,342,362,271,145,118,87,1862,0,3,6,3,11,8,4,0,0,40,0,0,0,3,5,4,0,0,0,10,0,0,4,10,9,4,0,0,0,31,0,0,0,4,0,0,0,0,0,4,3,3,8,11,10,5,3,0,0,43
LGA40700,0,35,83,84,98,91,36,23,13,468,0,5,31,37,29,15,3,0,0,115,0,12,47,57,49,19,9,18,8,219,0,20,33,55,37,19,3,5,3,174,0,4,21,21,12,5,3,3,0,76,0,104,346,484,613,460,324,188,65,2591,0,26,109,212,396,521,254,100,53,1666,8,161,381,539,490,319,164,80,38,2181,8,114,283,349,386,361,175,73,29,1785,5,67,126,140,120,60,32,31,10,592,10,49,58,70,83,68,39,22,8,404,0,7,3,0,4,0,0,3,0,16,0,12,31,34,40,30,24,10,7,189,74,65,91,106,152,148,167,254,264,1322,117,676,1635,2194,2508,2116,1245,797,491,11792,0,39,69,127,111,77,61,26,8,520,0,7,33,70,47,23,7,0,0,185,0,15,59,99,63,30,10,19,15,314,0,26,45,58,40,34,13,3,0,217,0,12,16,27,20,7,5,3,0,89
LGA40910,0,39,99,87,46,27,14,3,4,315,0,5,41,50,23,3,5,0,0,138,5,14,55,55,30,24,37,34,11,276,0,20,30,28,17,14,3,3,0,114,5,9,17,26,9,6,4,0,0,78,6,108,347,389,345,251,154,76,30,1703,0,47,226,252,268,288,183,58,30,1353,32,182,623,583,396,191,98,37,15,2156,10,127,385,376,274,187,82,32,3,1482,4,54,123,85,57,36,16,10,3,381,20,88,177,217,146,76,36,16,4,786,0,5,0,0,3,0,0,0,0,18,0,11,30,29,30,7,6,0,0,112,94,79,124,158,170,170,249,268,173,1489,180,780,2271,2338,1828,1280,893,552,277,10399,0,27,110,129,66,47,19,3,7,411,0,0,62,59,47,14,7,0,0,187,0,14,65,70,58,34,32,47,9,332,0,11,66,44,25,13,5,4,0,170,4,10,24,32,17,11,3,4,0,98
LGA41010,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,12,3,4,11,20,24,15,9,0,0,82,0,3,12,19,18,23,11,3,0,89,0,8,29,19,16,15,0,0,0,84,0,3,28,31,22,17,3,0,0,97,0,3,0,0,0,0,0,0,0,3,0,5,13,10,5,3,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,21,8,16,12,15,15,6,18,3,111,26,36,125,117,106,87,30,20,5,548,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6
LGA41060,0,51,202,153,99,66,22,8,0,599,3,10,104,79,42,30,5,0,0,266,7,23,126,113,91,54,53,67,34,552,0,36,67,65,31,13,0,0,0,217,0,20,55,45,25,13,8,0,0,169,11,213,766,662,728,499,199,117,31,3224,0,75,387,431,497,523,185,77,31,2203,64,426,1299,1141,745,418,191,79,31,4390,35,245,875,744,602,416,119,39,8,3083,9,115,271,179,115,69,24,7,0,774,66,228,397,397,248,197,96,47,19,1688,6,12,0,0,12,4,7,8,3,48,3,18,73,79,56,29,15,18,0,282,277,165,373,391,463,463,531,667,596,3922,470,1633,4981,4471,3748,2782,1449,1123,755,21417,0,59,214,198,133,97,34,5,8,752,7,8,100,99,66,37,11,0,0,333,3,40,140,83,132,61,67,46,28,603,0,36,110,63,49,19,11,5,0,288,3,17,57,49,29,12,7,0,0,178
LGA41140,0,0,8,7,8,3,0,0,0,27,0,0,3,0,0,0,0,0,0,8,0,0,8,3,7,0,4,0,0,25,0,0,0,0,0,0,0,0,0,4,3,8,18,24,11,11,0,0,0,75,0,6,37,78,87,93,48,13,0,367,0,6,37,37,46,70,33,12,3,242,3,22,69,70,41,40,14,0,3,260,6,22,43,61,57,56,21,0,0,274,0,5,5,10,4,8,0,0,3,39,3,12,37,28,27,19,7,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,13,21,8,18,25,27,30,29,50,39,252,42,91,281,354,323,333,167,85,45,1721,0,4,6,10,10,4,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,8,0,5,38,3,0,0,3,3,0,0,0,0,12,0,12,22,20,15,10,3,0,0,76
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,11,0,3,15,22,13,11,3,7,0,73,0,0,11,15,12,7,7,0,0,50,3,3,14,17,10,5,3,0,0,62,0,0,7,8,8,3,6,0,0,31,0,0,0,3,0,0,0,0,0,4,0,0,3,3,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,11,11,33,5,17,55,75,54,38,22,21,8,304,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,11
LGA41330,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,3,10,16,12,4,0,0,47,0,8,11,3,8,5,3,0,0,32,0,0,8,9,4,7,0,0,0,29,0,3,8,12,9,8,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,4,15,20,16,12,21,3,0,106,10,25,52,54,68,56,31,8,0,308,0,0,0,7,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11
LGA41560,0,3,3,5,6,3,3,0,0,22,0,0,0,4,3,5,0,0,0,17,0,3,4,3,3,5,7,3,0,30,0,0,4,0,3,0,0,0,0,7,0,5,9,4,6,4,3,0,0,30,0,15,43,50,132,114,47,23,8,440,0,11,42,40,39,47,41,12,3,236,15,21,84,61,71,19,28,11,0,311,5,18,57,71,84,51,21,3,0,304,0,5,6,5,0,11,3,0,0,30,19,25,46,41,37,20,6,0,0,187,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,4,3,0,0,10,20,13,25,31,53,56,83,118,33,445,61,124,319,321,438,337,250,176,50,2073,0,0,0,4,3,3,6,3,0,16,0,0,3,0,3,8,0,0,0,13,0,0,3,3,7,3,6,7,3,29,0,0,0,3,0,0,0,0,0,4,3,7,13,4,6,4,3,0,0,36
LGA41750,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,9,14,15,4,0,0,39,0,0,7,3,12,9,0,3,0,30,0,3,4,5,3,0,0,0,0,19,0,0,8,5,10,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,17,0,12,33,29,45,36,7,11,8,181,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,10
LGA41830,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,11,0,4,6,22,14,27,5,0,0,83,0,5,8,14,3,15,3,0,0,46,0,0,11,9,10,10,0,0,0,47,0,0,4,9,3,4,3,0,0,31,0,0,0,3,0,0,0,0,0,6,0,0,5,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,5,6,4,12,11,14,11,6,69,4,17,48,68,61,67,28,15,7,319,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16
LGA41960,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,15,9,3,3,0,42,0,0,6,3,6,10,8,0,0,36,0,3,4,4,3,0,0,0,0,20,0,4,4,7,3,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,9,9,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,7,13,7,5,3,54,5,18,29,36,44,49,24,11,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,0,3,15,20,13,7,0,0,0,58,0,0,4,7,3,3,0,0,0,16,0,7,12,16,14,5,14,11,6,81,0,0,4,5,7,6,0,0,0,16,0,12,10,12,12,4,0,3,0,59,15,35,97,122,188,119,61,27,7,678,0,17,88,83,83,95,40,25,6,438,14,85,187,177,136,80,36,23,4,739,13,61,134,177,150,81,32,10,4,660,0,6,24,12,15,8,7,0,0,77,22,61,88,69,54,23,12,7,0,336,0,0,3,0,4,0,0,0,0,8,0,0,3,3,4,4,3,0,0,20,77,36,53,74,89,73,103,137,52,703,144,329,732,773,776,512,314,247,88,3899,0,15,23,27,15,7,4,0,0,82,0,0,6,3,10,4,3,0,0,33,0,4,19,20,23,14,21,5,3,110,0,3,3,3,8,0,3,0,0,19,0,14,30,21,23,16,0,0,0,107
LGA42110,0,0,3,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,15,4,7,0,0,0,35,0,3,8,27,48,24,22,9,3,145,0,0,11,17,16,25,13,4,7,85,4,8,22,30,22,14,8,3,0,106,5,11,16,30,21,22,13,0,0,125,0,0,0,3,3,0,0,0,0,13,0,0,15,15,4,13,3,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,9,4,7,14,20,14,24,18,18,131,24,32,102,156,159,130,84,27,25,736,0,0,0,3,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,4,0,4,10,8,6,6,0,0,0,42
LGA42250,0,0,6,6,4,0,0,0,0,18,0,0,5,3,0,0,0,0,0,10,0,0,3,8,3,3,0,0,0,15,0,0,0,4,3,3,0,0,0,15,0,6,19,14,11,3,0,0,0,52,4,4,28,48,44,51,20,0,3,197,0,0,22,43,36,43,21,5,0,173,11,16,57,94,59,20,9,0,0,270,3,10,28,45,30,28,6,0,0,151,0,0,12,4,5,3,0,0,0,28,8,9,32,26,11,11,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,27,3,13,25,32,30,31,28,25,218,45,56,217,326,243,203,95,39,30,1257,0,0,0,8,8,0,0,0,0,20,0,0,0,3,3,0,0,0,0,6,0,0,0,8,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,3,17,12,19,7,3,0,0,68
LGA42600,0,30,69,51,50,34,13,4,0,243,0,3,22,13,14,8,3,0,0,69,3,0,25,26,24,12,9,19,17,135,0,12,13,26,11,12,3,0,0,86,0,5,18,14,20,10,0,0,0,65,3,71,286,311,407,303,153,130,60,1714,0,20,138,160,233,339,136,85,42,1161,24,140,400,393,334,227,106,52,38,1710,14,113,280,241,267,237,97,34,11,1298,0,43,105,68,58,34,23,19,10,349,14,68,108,107,77,83,40,25,11,536,0,0,3,0,3,3,0,0,0,13,0,8,18,21,28,17,12,0,0,103,77,79,106,107,140,161,152,297,322,1445,137,593,1594,1537,1671,1483,735,665,519,8933,0,17,75,72,42,57,15,8,3,292,0,3,22,23,22,12,0,0,0,78,0,12,29,43,26,11,10,24,14,163,0,10,35,31,27,10,6,3,0,126,0,8,14,19,16,7,3,3,0,69
