LGA_NAME16	Year	adults
McKinlay (S)	2016	672
Meander Valley (M)	2006	14487
Meander Valley (M)	2011	15306
Meander Valley (M)	2016	15950
Meekatharra (S)	2006	825
Meekatharra (S)	2011	1125
Meekatharra (S)	2016	885
Melbourne (C)	2006	71057
Melbourne (C)	2011	86991
Melbourne (C)	2016	127231
Melton (C)	2006	59496
Melton (C)	2011	82266
Melton (C)	2016	102096
Melville (C)	2006	76527
Melville (C)	2011	79503
Melville (C)	2016	81282
Menzies (S)	2006	162
Menzies (S)	2011	309
Menzies (S)	2016	421
Merredin (S)	2006	2527
Merredin (S)	2011	2576
Merredin (S)	2016	2696
Mid Murray (DC)	2006	6690
Mid Murray (DC)	2011	6893
Mid Murray (DC)	2016	7499
Mid-Coast (A)	2006	67510
Mid-Coast (A)	2011	71098
Mid-Coast (A)	2016	76374
Mid-Western Regional (A)	2006	16665
Mid-Western Regional (A)	2011	17794
Mid-Western Regional (A)	2016	19172
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
Migratory - Offshore - Shipping (NSW)	2006	67
Migratory - Offshore - Shipping (NSW)	2011	110
Migratory - Offshore - Shipping (NSW)	2016	371
Migratory - Offshore - Shipping (NT)	2006	101
Migratory - Offshore - Shipping (NT)	2011	108
Migratory - Offshore - Shipping (NT)	2016	67
Migratory - Offshore - Shipping (OT)	2006	0
Migratory - Offshore - Shipping (OT)	2011	0
Migratory - Offshore - Shipping (OT)	2016	3
Migratory - Offshore - Shipping (Qld)	2006	101
Migratory - Offshore - Shipping (Qld)	2011	453
Migratory - Offshore - Shipping (Qld)	2016	154
Migratory - Offshore - Shipping (SA)	2006	4
Migratory - Offshore - Shipping (SA)	2011	6
Migratory - Offshore - Shipping (SA)	2016	3
Migratory - Offshore - Shipping (Tas.)	2006	86
Migratory - Offshore - Shipping (Tas.)	2011	102
Migratory - Offshore - Shipping (Tas.)	2016	70
Migratory - Offshore - Shipping (Vic.)	2006	47
Migratory - Offshore - Shipping (Vic.)	2011	38
Migratory - Offshore - Shipping (Vic.)	2016	23
Migratory - Offshore - Shipping (WA)	2006	340
Migratory - Offshore - Shipping (WA)	2011	410
Migratory - Offshore - Shipping (WA)	2016	436
Mildura (RC)	2006	38672
Mildura (RC)	2011	40277
Mildura (RC)	2016	43645
Mingenew (S)	2006	354
Mingenew (S)	2011	364
Mingenew (S)	2016	365
Mitcham (C)	2006	51200
Mitcham (C)	2011	51922
Mitcham (C)	2016	53381
Mitchell (S)	2006	23469
Mitchell (S)	2011	27014
Mitchell (S)	2016	32442
Moira (S)	2006	21586
Moira (S)	2011	22687
Moira (S)	2016	23970
Monash (C)	2006	135978
Monash (C)	2011	142933
Monash (C)	2016	153717
Moonee Valley (C)	2006	84893
Moonee Valley (C)	2011	89190
Moonee Valley (C)	2016	97122
Moora (S)	2006	1852
Moora (S)	2011	1935
Moora (S)	2016	1925
Moorabool (S)	2006	19625
Moorabool (S)	2011	22213
Moorabool (S)	2016	25371
Morawa (S)	2006	621
Morawa (S)	2011	658
Morawa (S)	2016	592
Moree Plains (A)	2006	10513
Moree Plains (A)	2011	10286
Moree Plains (A)	2016	10266
Moreland (C)	2006	113443
Moreland (C)	2011	123385
Moreland (C)	2016	136469
Moreton Bay (R)	2006	251697
Moreton Bay (R)	2011	295083
Moreton Bay (R)	2016	336186
Mornington (S)	2006	713
Mornington (S)	2011	735
Mornington (S)	2016	791
Mornington Peninsula (S)	2006	110742
Mornington Peninsula (S)	2011	118054
Mornington Peninsula (S)	2016	128156
Mosman (A)	2006	21669
Mosman (A)	2011	22429
Mosman (A)	2016	23465
Mosman Park (T)	2006	6840
Mosman Park (T)	2011	7115
Mosman Park (T)	2016	7254
Mount Alexander (S)	2006	13859
Mount Alexander (S)	2011	14726
Mount Alexander (S)	2016	15941
Mount Barker (DC)	2006	20447
Mount Barker (DC)	2011	23250
Mount Barker (DC)	2016	26657
Mount Gambier (C)	2006	18999
Mount Gambier (C)	2011	20000
Mount Gambier (C)	2016	21068
Mount Isa (C)	2006	14478
Mount Isa (C)	2011	16124
Mount Isa (C)	2016	14195
Mount Magnet (S)	2006	349
Mount Magnet (S)	2011	521
Mount Magnet (S)	2016	403
Mount Marshall (S)	2006	461
Mount Marshall (S)	2011	372
Mount Marshall (S)	2016	412
Mount Remarkable (DC)	2006	2318
Mount Remarkable (DC)	2011	2394
Mount Remarkable (DC)	2016	2460
Moyne (S)	2006	12050
Moyne (S)	2011	12533
Moyne (S)	2016	13130
Mukinbudin (S)	2006	455
Mukinbudin (S)	2011	397
Mukinbudin (S)	2016	437
Mundaring (S)	2006	27730
Mundaring (S)	2011	29571
Mundaring (S)	2016	31515
Murchison (S)	2006	94
Murchison (S)	2011	80
Murchison (S)	2016	122
Murray (S)	2006	9646
Murray (S)	2011	11351
Murray (S)	2016	13553
Murray Bridge (RC)	2006	14095
Murray Bridge (RC)	2011	15949
Murray Bridge (RC)	2016	17243
Murray River (A)	2006	8697
Murray River (A)	2011	9043
Murray River (A)	2016	9672
Murrindindi (S)	2006	11051
Murrindindi (S)	2011	10821
Murrindindi (S)	2016	11547
Murrumbidgee (A)	2006	3193
Murrumbidgee (A)	2011	2947
Murrumbidgee (A)	2016	3049
Murweh (S)	2006	3506
Murweh (S)	2011	3589
Murweh (S)	2016	3406
Muswellbrook (A)	2006	11537
Muswellbrook (A)	2011	12200
Muswellbrook (A)	2016	12465
Nambucca (A)	2006	14551
Nambucca (A)	2011	15320
Nambucca (A)	2016	16035
Nannup (S)	2006	949
Nannup (S)	2011	1063
Nannup (S)	2016	1121
Napranum (S)	2006	549
Napranum (S)	2011	574
Napranum (S)	2016	671
Naracoorte and Lucindale (DC)	2006	6408
Naracoorte and Lucindale (DC)	2011	6504
Naracoorte and Lucindale (DC)	2016	6670
Narembeen (S)	2006	708
Narembeen (S)	2011	656
Narembeen (S)	2016	669
Narrabri (A)	2006	10113
Narrabri (A)	2011	10066
Narrabri (A)	2016	10295
Narrandera (A)	2006	4722
Narrandera (A)	2011	4659
Narrandera (A)	2016	4695
Narrogin (S)	2006	3949
Narrogin (S)	2011	3942
Narrogin (S)	2016	4093
Narromine (A)	2006	4974
Narromine (A)	2011	5011
Narromine (A)	2016	5073
Nedlands (C)	2006	16284
Nedlands (C)	2011	16508
Nedlands (C)	2016	16935
Newcastle (C)	2006	117436
Newcastle (C)	2011	123226
Newcastle (C)	2016	129211
Ngaanyatjarraku (S)	2006	971
Ngaanyatjarraku (S)	2011	1041
Ngaanyatjarraku (S)	2016	1206
Nillumbik (S)	2006	46366
Nillumbik (S)	2011	47766
Nillumbik (S)	2016	49220
No usual address (ACT)	2006	610
No usual address (ACT)	2011	573
No usual address (ACT)	2016	510
No usual address (NSW)	2006	9214
No usual address (NSW)	2011	11731
No usual address (NSW)	2016	11554
No usual address (NT)	2006	1736
No usual address (NT)	2011	1722
No usual address (NT)	2016	2283
No usual address (OT)	2006	25
No usual address (OT)	2011	23
No usual address (OT)	2016	51
No usual address (Qld)	2006	11574
No usual address (Qld)	2011	11475
No usual address (Qld)	2016	11696
No usual address (SA)	2006	2352
No usual address (SA)	2011	2774
No usual address (SA)	2016	2645
No usual address (Tas.)	2006	773
No usual address (Tas.)	2011	970
No usual address (Tas.)	2016	829
No usual address (Vic.)	2006	5651
No usual address (Vic.)	2011	7263
No usual address (Vic.)	2016	6830
No usual address (WA)	2006	5495
No usual address (WA)	2011	6690
No usual address (WA)	2016	5558
Noosa (S)	2006	37668
Noosa (S)	2011	40325
Noosa (S)	2016	43701
North Burnett (R)	2006	8061
North Burnett (R)	2011	8156
North Burnett (R)	2016	8622
North Sydney (A)	2006	52658
North Sydney (A)	2011	55357
North Sydney (A)	2016	59123
Northam (S)	2006	7626
Northam (S)	2011	8266
Northam (S)	2016	9021
Northampton (S)	2006	2551
Northampton (S)	2011	2597
Northampton (S)	2016	2815
Northern Areas (DC)	2006	3680
Northern Areas (DC)	2011	3675
Northern Areas (DC)	2016	3724
Northern Beaches (A)	2006	182278
Northern Beaches (A)	2011	190397
Northern Beaches (A)	2016	203017
Northern Grampians (S)	2006	9640
Northern Grampians (S)	2011	9776
Northern Grampians (S)	2016	9730
Northern Midlands (M)	2006	9499
Northern Midlands (M)	2011	9889
Northern Midlands (M)	2016	10616
Northern Peninsula Area (R)	2006	1203
Northern Peninsula Area (R)	2011	1486
Northern Peninsula Area (R)	2016	1763
Norwood Payneham St Peters (C)	2006	29128
Norwood Payneham St Peters (C)	2011	30025
Norwood Payneham St Peters (C)	2016	30319
Nungarin (S)	2006	183
Nungarin (S)	2011	167
Nungarin (S)	2016	202
Oberon (A)	2006	3982
Oberon (A)	2011	4021
Oberon (A)	2016	4379
Onkaparinga (C)	2006	119438
Onkaparinga (C)	2011	128464
Onkaparinga (C)	2016	135569
Orange (C)	2006	27471
Orange (C)	2011	29632
Orange (C)	2016	31802
Orroroo/Carrieton (DC)	2006	767
Orroroo/Carrieton (DC)	2011	750
Orroroo/Carrieton (DC)	2016	747
Palm Island (S)	2006	1270
Palm Island (S)	2011	1601
Palm Island (S)	2016	1671
Palmerston (C)	2006	16694
Palmerston (C)	2011	20275
Palmerston (C)	2016	25074
Parkes (A)	2006	10993
Parkes (A)	2011	11317
Parkes (A)	2016	11665
Paroo (S)	2006	1496
Paroo (S)	2011	1425
Paroo (S)	2016	1334
Parramatta (C)	2006	143328
Parramatta (C)	2011	159303
Parramatta (C)	2016	184546
Penrith (C)	2006	132600
Penrith (C)	2011	139755
Penrith (C)	2016	154776
Peppermint Grove (S)	2006	1246
Peppermint Grove (S)	2011	1237
Peppermint Grove (S)	2016	1331
Perenjori (S)	2006	383
Perenjori (S)	2011	777
Perenjori (S)	2016	523
Perth (C)	2006	10947
Perth (C)	2011	15867
Perth (C)	2016	20660
Peterborough (DC)	2006	1548
Peterborough (DC)	2011	1436
Peterborough (DC)	2016	1447
Pingelly (S)	2006	919
Pingelly (S)	2011	914
Pingelly (S)	2016	950
Plantagenet (S)	2006	3483
Plantagenet (S)	2011	3923
Plantagenet (S)	2016	4197
Playford (C)	2006	53590
Playford (C)	2011	60893
Playford (C)	2016	68814
Pormpuraaw (S)	2006	440
Pormpuraaw (S)	2011	491
Pormpuraaw (S)	2016	548
Port Adelaide Enfield (C)	2006	85205
Port Adelaide Enfield (C)	2011	93419
Port Adelaide Enfield (C)	2016	100891
Port Augusta (C)	2006	10913
Port Augusta (C)	2011	11140
Port Augusta (C)	2016	11195
Port Hedland (T)	2006	8984
Port Hedland (T)	2011	11841
Port Hedland (T)	2016	11045
Port Lincoln (C)	2006	10654
Port Lincoln (C)	2011	11221
Port Lincoln (C)	2016	11344
Port Macquarie-Hastings (A)	2006	55902
Port Macquarie-Hastings (A)	2011	59748
Port Macquarie-Hastings (A)	2016	65439
Port Phillip (C)	2006	76690
Port Phillip (C)	2011	81322
Port Phillip (C)	2016	89082
Port Pirie City and Dists (M)	2006	13508
Port Pirie City and Dists (M)	2011	13867
Port Pirie City and Dists (M)	2016	14252
Port Stephens (A)	2006	47906
Port Stephens (A)	2011	52182
Port Stephens (A)	2016	57050
Prospect (C)	2006	15941
Prospect (C)	2011	16583
Prospect (C)	2016	17036
Pyrenees (S)	2006	5356
Pyrenees (S)	2011	5529
Pyrenees (S)	2016	6102
Quairading (S)	2006	797
Quairading (S)	2011	832
Quairading (S)	2016	847
Queanbeyan-Palerang Regional (A)	2006	37810
Queanbeyan-Palerang Regional (A)	2011	41557
Queanbeyan-Palerang Regional (A)	2016	45061
Queenscliffe (B)	2006	2573
Queenscliffe (B)	2011	2574
Queenscliffe (B)	2016	2527
Quilpie (S)	2006	759
Quilpie (S)	2011	780
Quilpie (S)	2016	644
Randwick (C)	2006	102525
Randwick (C)	2011	109489
Randwick (C)	2016	119703
Ravensthorpe (S)	2006	1591
Ravensthorpe (S)	2011	1648
Ravensthorpe (S)	2016	1416
Redland (C)	2006	100941
Redland (C)	2011	110848
Redland (C)	2016	119402
Renmark Paringa (DC)	2006	7429
Renmark Paringa (DC)	2011	7489
Renmark Paringa (DC)	2016	7840
Richmond (S)	2006	694
Richmond (S)	2011	658
Richmond (S)	2016	642
Richmond Valley (A)	2006	16691
Richmond Valley (A)	2011	17436
Richmond Valley (A)	2016	18436
Robe (DC)	2006	1368
Robe (DC)	2011	1169
Robe (DC)	2016	1187
Rockdale (C)	2006	76115
Rockdale (C)	2011	80406
Rockdale (C)	2016	91981
Rockhampton (R)	2006	56585
Rockhampton (R)	2011	60426
Rockhampton (R)	2016	63150
Rockingham (C)	2006	64777
Rockingham (C)	2011	80417
Rockingham (C)	2016	97191
Roper Gulf (R)	2006	3785
Roper Gulf (R)	2011	4189
Roper Gulf (R)	2016	4615
Roxby Downs (M)	2006	2912
Roxby Downs (M)	2011	3628
Roxby Downs (M)	2016	2854
Ryde (C)	2006	80777
Ryde (C)	2011	85934
Ryde (C)	2016	97335
Salisbury (C)	2006	93829
Salisbury (C)	2011	103481
Salisbury (C)	2016	110791
Sandstone (S)	2006	96
Sandstone (S)	2011	99
Sandstone (S)	2016	86
Scenic Rim (R)	2006	25906
Scenic Rim (R)	2011	28938
Scenic Rim (R)	2016	32481
Serpentine-Jarrahdale (S)	2006	9877
Serpentine-Jarrahdale (S)	2011	13563
Serpentine-Jarrahdale (S)	2016	20437
Shark Bay (S)	2006	735
Shark Bay (S)	2011	702
Shark Bay (S)	2016	772
Shellharbour (C)	2006	46475
Shellharbour (C)	2011	50047
Shellharbour (C)	2016	54848
Shoalhaven (C)	2006	71368
Shoalhaven (C)	2011	76414
Shoalhaven (C)	2016	83331
Singleton (A)	2006	16569
Singleton (A)	2011	17669
Singleton (A)	2016	18129
Snowy Monaro Regional (A)	2006	15540
Snowy Monaro Regional (A)	2011	15878
Snowy Monaro Regional (A)	2016	16762
Snowy Valleys (A)	2006	11386
Snowy Valleys (A)	2011	11459
Snowy Valleys (A)	2016	11796
Somerset (R)	2006	14639
Somerset (R)	2011	17066
Somerset (R)	2016	19568
Sorell (M)	2006	9441
Sorell (M)	2011	10579
Sorell (M)	2016	11729
South Burnett (R)	2006	22689
South Burnett (R)	2011	24410
South Burnett (R)	2016	26059
South Gippsland (S)	2006	20687
South Gippsland (S)	2011	22069
South Gippsland (S)	2016	23579
South Perth (C)	2006	32945
South Perth (C)	2011	34905
South Perth (C)	2016	35895
Southern Downs (R)	2006	24820
Southern Downs (R)	2011	26903
Southern Downs (R)	2016	28497
Southern Grampians (S)	2006	13378
Southern Grampians (S)	2011	13312
Southern Grampians (S)	2016	13188
Southern Mallee (DC)	2006	1669
Southern Mallee (DC)	2011	1694
Southern Mallee (DC)	2016	1675
Southern Midlands (M)	2006	4406
Southern Midlands (M)	2011	4809
Southern Midlands (M)	2016	4914
Stirling (C)	2006	146805
Stirling (C)	2011	162673
Stirling (C)	2016	174816
Stonnington (C)	2006	77904
Stonnington (C)	2011	80960
Stonnington (C)	2016	90967
Strathbogie (S)	2006	7739
Strathbogie (S)	2011	8003
Strathbogie (S)	2016	8762
Strathfield (A)	2006	26241
Strathfield (A)	2011	29443
Strathfield (A)	2016	34091
Streaky Bay (DC)	2006	1572
Streaky Bay (DC)	2011	1675
Streaky Bay (DC)	2016	1666
Subiaco (C)	2006	14329
Subiaco (C)	2011	15151
Subiaco (C)	2016	16498
Sunshine Coast (R)	2006	184679
Sunshine Coast (R)	2011	208512
Sunshine Coast (R)	2016	240987
Surf Coast (S)	2006	17179
Surf Coast (S)	2011	20338
Surf Coast (S)	2016	23343
Sutherland Shire (A)	2006	165538
Sutherland Shire (A)	2011	170490
Sutherland Shire (A)	2016	176812
Swan (C)	2006	70857
Swan (C)	2011	84010
Swan (C)	2016	104855
Swan Hill (RC)	2006	16204
Swan Hill (RC)	2011	16225
Swan Hill (RC)	2016	16649
Sydney (C)	2006	145296
Sydney (C)	2011	157467
Sydney (C)	2016	194335
Tablelands (R)	2006	17865
Tablelands (R)	2011	18940
Tablelands (R)	2016	20320
Tammin (S)	2006	286
Tammin (S)	2011	293
Tammin (S)	2016	313
Tamworth Regional (A)	2006	42177
Tamworth Regional (A)	2011	44499
Tamworth Regional (A)	2016	47553
Tasman (M)	2006	1855
Tasman (M)	2011	1974
Tasman (M)	2016	2050
Tatiara (DC)	2006	5291
Tatiara (DC)	2011	5139
Tatiara (DC)	2016	5375
Tea Tree Gully (C)	2006	77503
Tea Tree Gully (C)	2011	78270
Tea Tree Gully (C)	2016	80549
Temora (A)	2006	4625
Temora (A)	2011	4601
Temora (A)	2016	4924
Tenterfield (A)	2006	5223
Tenterfield (A)	2011	5503
Tenterfield (A)	2016	5595
The Coorong (DC)	2006	4445
The Coorong (DC)	2011	4466
The Coorong (DC)	2016	4405
The Hills Shire (A)	2006	103409
The Hills Shire (A)	2011	111014
The Hills Shire (A)	2016	123628
Three Springs (S)	2006	514
Three Springs (S)	2011	469
Three Springs (S)	2016	447
Tiwi Islands (R)	2006	1503
Tiwi Islands (R)	2011	1838
Tiwi Islands (R)	2016	1842
Toodyay (S)	2006	3237
Toodyay (S)	2011	3612
Toodyay (S)	2016	3782
Toowoomba (R)	2006	111065
Toowoomba (R)	2011	118690
Toowoomba (R)	2016	128188
Torres (S)	2006	2200
Torres (S)	2011	2284
Torres (S)	2016	2628
Torres Strait Island (R)	2006	2790
Torres Strait Island (R)	2011	2707
Torres Strait Island (R)	2016	2944
Townsville (C)	2006	121124
Townsville (C)	2011	137629
Townsville (C)	2016	149033
Towong (S)	2006	4861
Towong (S)	2011	4830
Towong (S)	2016	5019
Trayning (S)	2006	322
Trayning (S)	2011	286
Trayning (S)	2016	298
Tumby Bay (DC)	2006	2118
Tumby Bay (DC)	2011	2134
Tumby Bay (DC)	2016	2160
Tweed (A)	2006	64708
Tweed (A)	2011	69951
Tweed (A)	2016	76048
Unincorp. Other Territories	2006	1737
Unincorp. Other Territories	2011	2503
Unincorp. Other Territories	2016	3707
Unincorporated ACT	2006	261512
Unincorporated ACT	2011	290292
Unincorporated ACT	2016	322404
Unincorporated NSW	2006	874
Unincorporated NSW	2011	856
Unincorporated NSW	2016	881
Unincorporated NT	2006	5845
Unincorporated NT	2011	6251
Unincorporated NT	2016	5429
Unincorporated SA	2006	3046
Unincorporated SA	2011	3656
Unincorporated SA	2016	3030
Unincorporated Vic	2006	643
Unincorporated Vic	2011	683
Unincorporated Vic	2016	737
Unley (C)	2006	30313
Unley (C)	2011	30919
Unley (C)	2016	31723
Upper Gascoyne (S)	2006	211
Upper Gascoyne (S)	2011	181
Upper Gascoyne (S)	2016	200
Upper Hunter Shire (A)	2006	10345
Upper Hunter Shire (A)	2011	10851
Upper Hunter Shire (A)	2016	11202
Upper Lachlan Shire (A)	2006	5638
Upper Lachlan Shire (A)	2011	5897
Upper Lachlan Shire (A)	2016	6359
Uralla (A)	2006	4516
Uralla (A)	2011	4766
Uralla (A)	2016	4879
Victor Harbor (C)	2006	10354
Victor Harbor (C)	2011	12017
Victor Harbor (C)	2016	12770
Victoria Daly (R)	2006	1987
Victoria Daly (R)	2011	2024
Victoria Daly (R)	2016	2063
Victoria Park (T)	2006	24349
Victoria Park (T)	2011	28170
Victoria Park (T)	2016	30255
Victoria Plains (S)	2006	703
Victoria Plains (S)	2011	703
Victoria Plains (S)	2016	742
Vincent (C)	2006	24102
Vincent (C)	2011	27191
Vincent (C)	2016	28934
Wagait (S)	2006	251
Wagait (S)	2011	319
Wagait (S)	2016	393
Wagga Wagga (C)	2006	44444
Wagga Wagga (C)	2011	46884
Wagga Wagga (C)	2016	49684
Wagin (S)	2006	1450
Wagin (S)	2011	1457
Wagin (S)	2016	1512
Wakefield (DC)	2006	5057
Wakefield (DC)	2011	5293
Wakefield (DC)	2016	5468
Walcha (A)	2006	2514
Walcha (A)	2011	2456
Walcha (A)	2016	2560
Walgett (A)	2006	5424
Walgett (A)	2011	5085
Walgett (A)	2016	4878
Walkerville (M)	2006	5935
Walkerville (M)	2011	5963
Walkerville (M)	2016	6430
Wandering (S)	2006	285
Wandering (S)	2011	355
Wandering (S)	2016	357
Wangaratta (RC)	2006	21103
Wangaratta (RC)	2011	21737
Wangaratta (RC)	2016	23213
Wanneroo (C)	2006	83179
Wanneroo (C)	2011	114971
Wanneroo (C)	2016	145019
Waratah/Wynyard (M)	2006	10686
Waratah/Wynyard (M)	2011	11137
Waratah/Wynyard (M)	2016	11231
Waroona (S)	2006	2688
Waroona (S)	2011	2854
Waroona (S)	2016	3373
Warren (A)	2006	2129
Warren (A)	2011	2193
Warren (A)	2016	2147
Warrnambool (C)	2006	24018
Warrnambool (C)	2011	25686
Warrnambool (C)	2016	27543
Warrumbungle Shire (A)	2006	7649
Warrumbungle Shire (A)	2011	7656
Warrumbungle Shire (A)	2016	7701
Wattle Range (DC)	2006	9318
Wattle Range (DC)	2011	9335
Wattle Range (DC)	2016	9546
Waverley (A)	2006	52139
Waverley (A)	2011	53684
Waverley (A)	2016	56114
Weddin (A)	2006	2946
Weddin (A)	2011	2974
Weddin (A)	2016	3048
Weipa (T)	2006	2036
Weipa (T)	2011	2450
Weipa (T)	2016	2867
Wellington (S)	2006	32063
Wellington (S)	2011	33575
Wellington (S)	2016	35348
Wentworth (A)	2006	5332
Wentworth (A)	2011	5276
Wentworth (A)	2016	5517
West Arnhem (R)	2006	3901
West Arnhem (R)	2011	4419
West Arnhem (R)	2016	4553
West Arthur (S)	2006	639
West Arthur (S)	2011	676
West Arthur (S)	2016	660
West Coast (M)	2006	3896
West Coast (M)	2011	3723
West Coast (M)	2016	3373
West Daly (R)	2006	1598
West Daly (R)	2011	1914
West Daly (R)	2016	2120
West Tamar (M)	2006	16562
West Tamar (M)	2011	17583
West Tamar (M)	2016	18736
West Torrens (C)	2006	44599
West Torrens (C)	2011	46898
West Torrens (C)	2016	49446
West Wimmera (S)	2006	3583
West Wimmera (S)	2011	3457
West Wimmera (S)	2016	3233
Western Downs (R)	2006	21778
Western Downs (R)	2011	24215
Western Downs (R)	2016	26057
Western Plains Regional (A)	2006	35090
Western Plains Regional (A)	2011	36849
Western Plains Regional (A)	2016	39710
Westonia (S)	2006	145
Westonia (S)	2011	227
Westonia (S)	2016	256
Whitehorse (C)	2006	119444
Whitehorse (C)	2011	125195
Whitehorse (C)	2016	134837
Whitsunday (R)	2006	23956
Whitsunday (R)	2011	25528
Whitsunday (R)	2016	27664
Whittlesea (C)	2006	97678
Whittlesea (C)	2011	122652
Whittlesea (C)	2016	155309
Whyalla (C)	2006	16773
Whyalla (C)	2011	17663
Whyalla (C)	2016	17639
Wickepin (S)	2006	540
Wickepin (S)	2011	576
Wickepin (S)	2016	589
Williams (S)	2006	706
Williams (S)	2011	732
Williams (S)	2016	777
Willoughby (C)	2006	52099
Willoughby (C)	2011	54493
Willoughby (C)	2016	59905
Wiluna (S)	2006	571
Wiluna (S)	2011	1029
Wiluna (S)	2016	652
Wingecarribee (A)	2006	33494
Wingecarribee (A)	2011	35791
Wingecarribee (A)	2016	39474
Winton (S)	2006	1118
Winton (S)	2011	1084
Winton (S)	2016	942
Wodonga (C)	2006	25660
Wodonga (C)	2011	27803
Wodonga (C)	2016	31242
Wollondilly (A)	2006	30547
Wollondilly (A)	2011	33270
Wollondilly (A)	2016	37840
Wollongong (C)	2006	148745
Wollongong (C)	2011	156743
Wollongong (C)	2016	167071
Wongan-Ballidu (S)	2006	1069
Wongan-Ballidu (S)	2011	1093
Wongan-Ballidu (S)	2016	1053
Woodanilling (S)	2006	287
Woodanilling (S)	2011	310
Woodanilling (S)	2016	316
Woollahra (A)	2006	42904
Woollahra (A)	2011	44095
Woollahra (A)	2016	45776
Woorabinda (S)	2006	531
Woorabinda (S)	2011	595
Woorabinda (S)	2016	635
Wudinna (DC)	2006	1036
Wudinna (DC)	2011	965
Wudinna (DC)	2016	961
Wujal Wujal (S)	2006	226
Wujal Wujal (S)	2011	210
Wujal Wujal (S)	2016	215
Wyalkatchem (S)	2006	447
Wyalkatchem (S)	2011	422
Wyalkatchem (S)	2016	441
Wyndham (C)	2006	85562
Wyndham (C)	2011	123254
Wyndham (C)	2016	163307
Wyndham-East Kimberley (S)	2006	4907
Wyndham-East Kimberley (S)	2011	5889
Wyndham-East Kimberley (S)	2016	5513
Yalgoo (S)	2006	206
Yalgoo (S)	2011	348
Yalgoo (S)	2016	310
Yankalilla (DC)	2006	3497
Yankalilla (DC)	2011	3738
Yankalilla (DC)	2016	4432
Yarra (C)	2006	61608
Yarra (C)	2011	65331
Yarra (C)	2016	76972
Yarra Ranges (S)	2006	110252
Yarra Ranges (S)	2011	115675
Yarra Ranges (S)	2016	121075
Yarrabah (S)	2006	1480
Yarrabah (S)	2011	1572
Yarrabah (S)	2016	1686
Yarriambiack (S)	2006	6087
Yarriambiack (S)	2011	5843
Yarriambiack (S)	2016	5622
Yass Valley (A)	2006	10189
Yass Valley (A)	2011	11695
Yass Valley (A)	2016	12742
Yilgarn (S)	2006	1087
Yilgarn (S)	2011	1339
Yilgarn (S)	2016	1050
York (S)	2006	2524
York (S)	2011	2773
York (S)	2016	2993
Yorke Peninsula (DC)	2006	9294
Yorke Peninsula (DC)	2011	9321
Yorke Peninsula (DC)	2016	9528
