LGA_NAME16	Year	Sex	employmentToPopulation
Wollondilly (A)	2011	F	58.3
Wollondilly (A)	2011	M	69.8
Wollondilly (A)	2016	F	58.9
Wollondilly (A)	2016	M	68.4
Wollongong (C)	2006	F	46.3
Wollongong (C)	2006	M	57.9
Wollongong (C)	2011	F	48.4
Wollongong (C)	2011	M	57.5
Wollongong (C)	2016	F	49.6
Wollongong (C)	2016	M	56.2
Woollahra (A)	2006	F	53.3
Woollahra (A)	2006	M	65.1
Woollahra (A)	2011	F	55
Woollahra (A)	2011	M	66.2
Woollahra (A)	2016	F	56.3
Woollahra (A)	2016	M	67
Yass Valley (A)	2006	F	60.1
Yass Valley (A)	2006	M	72.3
Yass Valley (A)	2011	F	61.9
Yass Valley (A)	2011	M	70.8
Yass Valley (A)	2016	F	60.3
Yass Valley (A)	2016	M	66.6
Unincorporated NSW	2006	F	71
Unincorporated NSW	2006	M	81.3
Unincorporated NSW	2011	F	70.3
Unincorporated NSW	2011	M	80
Unincorporated NSW	2016	F	63.7
Unincorporated NSW	2016	M	72.7
No usual address (NSW)	2006	F	34
No usual address (NSW)	2006	M	40.7
No usual address (NSW)	2011	F	30.3
No usual address (NSW)	2011	M	31.8
No usual address (NSW)	2016	F	28.1
No usual address (NSW)	2016	M	29.3
Migratory - Offshore - Shipping (NSW)	2006	F	47.1
Migratory - Offshore - Shipping (NSW)	2006	M	80.4
Migratory - Offshore - Shipping (NSW)	2011	F	12.7
Migratory - Offshore - Shipping (NSW)	2011	M	41.2
Migratory - Offshore - Shipping (NSW)	2016	F	31.4
Migratory - Offshore - Shipping (NSW)	2016	M	36.3
Alpine (S)	2006	F	49.5
Alpine (S)	2006	M	59.1
Alpine (S)	2011	F	50.7
Alpine (S)	2011	M	57.7
Alpine (S)	2016	F	50.4
Alpine (S)	2016	M	55.6
Ararat (RC)	2006	F	48.1
Ararat (RC)	2006	M	54.6
Ararat (RC)	2011	F	48.7
Ararat (RC)	2011	M	55.1
Ararat (RC)	2016	F	48.4
Ararat (RC)	2016	M	47.8
Ballarat (C)	2006	F	49.2
Ballarat (C)	2006	M	61.3
Ballarat (C)	2011	F	51.6
Ballarat (C)	2011	M	61.2
Ballarat (C)	2016	F	50.8
Ballarat (C)	2016	M	58.4
Banyule (C)	2006	F	54
Banyule (C)	2006	M	65.4
Banyule (C)	2011	F	55.6
Banyule (C)	2011	M	65.5
Banyule (C)	2016	F	54.9
Banyule (C)	2016	M	63.4
Bass Coast (S)	2006	F	41
Bass Coast (S)	2006	M	50.3
Bass Coast (S)	2011	F	43.8
Bass Coast (S)	2011	M	55.3
Bass Coast (S)	2016	F	42.4
Bass Coast (S)	2016	M	49.3
Baw Baw (S)	2006	F	50.8
Baw Baw (S)	2006	M	64.8
Baw Baw (S)	2011	F	51.6
Baw Baw (S)	2011	M	64.3
Baw Baw (S)	2016	F	49.3
Baw Baw (S)	2016	M	59.6
Bayside (C)	2006	F	52
Bayside (C)	2006	M	66.7
Bayside (C)	2011	F	53.2
Bayside (C)	2011	M	66
Bayside (C)	2016	F	53.4
Bayside (C)	2016	M	64.2
Benalla (RC)	2006	F	48.1
Benalla (RC)	2006	M	61.7
Benalla (RC)	2011	F	47.6
Benalla (RC)	2011	M	59.8
Benalla (RC)	2016	F	44.7
Benalla (RC)	2016	M	52.6
Boroondara (C)	2006	F	55.3
Boroondara (C)	2006	M	67
Boroondara (C)	2011	F	56.1
Boroondara (C)	2011	M	66.6
Boroondara (C)	2016	F	55.2
Boroondara (C)	2016	M	64.2
Brimbank (C)	2006	F	43.7
Brimbank (C)	2006	M	58.4
Brimbank (C)	2011	F	44.8
Brimbank (C)	2011	M	58.5
Brimbank (C)	2016	F	44.4
Brimbank (C)	2016	M	56.7
Buloke (S)	2006	F	44.3
Buloke (S)	2006	M	60.7
Buloke (S)	2011	F	45
Buloke (S)	2011	M	59.2
Buloke (S)	2016	F	43.1
Buloke (S)	2016	M	52.4
Campaspe (S)	2006	F	49.7
Campaspe (S)	2006	M	62.8
Campaspe (S)	2011	F	49.8
Campaspe (S)	2011	M	59.9
Campaspe (S)	2016	F	48.6
Campaspe (S)	2016	M	56.4
Cardinia (S)	2006	F	55.6
Cardinia (S)	2006	M	71.1
Cardinia (S)	2011	F	56.9
Cardinia (S)	2011	M	71
Cardinia (S)	2016	F	56.3
Cardinia (S)	2016	M	68.2
Casey (C)	2006	F	53.9
Casey (C)	2006	M	70.4
Casey (C)	2011	F	54.3
Casey (C)	2011	M	69.3
Casey (C)	2016	F	53.1
Casey (C)	2016	M	66.2
Central Goldfields (S)	2006	F	35.8
Central Goldfields (S)	2006	M	46.5
Central Goldfields (S)	2011	F	38.8
Central Goldfields (S)	2011	M	46.3
Central Goldfields (S)	2016	F	36.8
Central Goldfields (S)	2016	M	42.5
Colac-Otway (S)	2006	F	51
Colac-Otway (S)	2006	M	64.7
Colac-Otway (S)	2011	F	52
Colac-Otway (S)	2011	M	63.1
Colac-Otway (S)	2016	F	51.1
Colac-Otway (S)	2016	M	59.6
Corangamite (S)	2006	F	51
Corangamite (S)	2006	M	65.3
Corangamite (S)	2011	F	52.2
Corangamite (S)	2011	M	64.5
Corangamite (S)	2016	F	49.9
Corangamite (S)	2016	M	59.2
Darebin (C)	2006	F	47.6
Darebin (C)	2006	M	57.1
Darebin (C)	2011	F	51.7
Darebin (C)	2011	M	60.3
Darebin (C)	2016	F	53.9
Darebin (C)	2016	M	60.4
East Gippsland (S)	2006	F	44.3
East Gippsland (S)	2006	M	53.1
East Gippsland (S)	2011	F	45.6
East Gippsland (S)	2011	M	52.2
East Gippsland (S)	2016	F	43
East Gippsland (S)	2016	M	46.9
Frankston (C)	2006	F	51.1
Frankston (C)	2006	M	65
Frankston (C)	2011	F	53.4
Frankston (C)	2011	M	65.7
Frankston (C)	2016	F	53.5
Frankston (C)	2016	M	63.1
Gannawarra (S)	2006	F	47.3
Gannawarra (S)	2006	M	60.8
Gannawarra (S)	2011	F	45.6
Gannawarra (S)	2011	M	57.8
Gannawarra (S)	2016	F	45.1
Gannawarra (S)	2016	M	54.2
Glen Eira (C)	2006	F	53.9
Glen Eira (C)	2006	M	64.5
Glen Eira (C)	2011	F	56.6
Glen Eira (C)	2011	M	66.9
Glen Eira (C)	2016	F	56.2
Glen Eira (C)	2016	M	65.2
Glenelg (S)	2006	F	49.7
Glenelg (S)	2006	M	63.6
Glenelg (S)	2011	F	50
Glenelg (S)	2011	M	60.6
Glenelg (S)	2016	F	46.7
Glenelg (S)	2016	M	54.8
Golden Plains (S)	2006	F	53.8
Golden Plains (S)	2006	M	67.6
Golden Plains (S)	2011	F	56.7
Golden Plains (S)	2011	M	67.8
Golden Plains (S)	2016	F	56.8
Golden Plains (S)	2016	M	64.7
Greater Bendigo (C)	2006	F	50
Greater Bendigo (C)	2006	M	61
Greater Bendigo (C)	2011	F	51.7
Greater Bendigo (C)	2011	M	61.8
Greater Bendigo (C)	2016	F	51.1
Greater Bendigo (C)	2016	M	58.3
Greater Dandenong (C)	2006	F	39.6
Greater Dandenong (C)	2006	M	54.8
Greater Dandenong (C)	2011	F	40.9
Greater Dandenong (C)	2011	M	56.4
Greater Dandenong (C)	2016	F	41.3
Greater Dandenong (C)	2016	M	55.3
Greater Geelong (C)	2006	F	48
Greater Geelong (C)	2006	M	60.7
Greater Geelong (C)	2011	F	50.6
Greater Geelong (C)	2011	M	60.8
Greater Geelong (C)	2016	F	50.7
Greater Geelong (C)	2016	M	58
Greater Shepparton (C)	2006	F	51.8
Greater Shepparton (C)	2006	M	63.4
Greater Shepparton (C)	2011	F	51.5
Greater Shepparton (C)	2011	M	61
Greater Shepparton (C)	2016	F	49.3
Greater Shepparton (C)	2016	M	56.3
Hepburn (S)	2006	F	46.2
Hepburn (S)	2006	M	56.3
Hepburn (S)	2011	F	47.7
Hepburn (S)	2011	M	56.7
Hepburn (S)	2016	F	45.8
Hepburn (S)	2016	M	52.6
Hindmarsh (S)	2006	F	43.6
Hindmarsh (S)	2006	M	60.6
Hindmarsh (S)	2011	F	44.1
Hindmarsh (S)	2011	M	58
Hindmarsh (S)	2016	F	42.5
Hindmarsh (S)	2016	M	52.2
Hobsons Bay (C)	2006	F	49.6
Hobsons Bay (C)	2006	M	62
Hobsons Bay (C)	2011	F	51.8
Hobsons Bay (C)	2011	M	63.3
Hobsons Bay (C)	2016	F	53.1
Hobsons Bay (C)	2016	M	63.1
Horsham (RC)	2006	F	52.9
Horsham (RC)	2006	M	67
Horsham (RC)	2011	F	53.2
Horsham (RC)	2011	M	65.5
Horsham (RC)	2016	F	52.7
Horsham (RC)	2016	M	62.3
Hume (C)	2006	F	47.1
Hume (C)	2006	M	63
Hume (C)	2011	F	47.5
Hume (C)	2011	M	62.3
Hume (C)	2016	F	46.5
Hume (C)	2016	M	59.3
Indigo (S)	2006	F	55.2
Indigo (S)	2006	M	65.1
Indigo (S)	2011	F	56.5
Indigo (S)	2011	M	63.2
Indigo (S)	2016	F	55.3
Indigo (S)	2016	M	59
Kingston (C) (Vic.)	2006	F	52.5
Kingston (C) (Vic.)	2006	M	65.2
Kingston (C) (Vic.)	2011	F	54.7
Kingston (C) (Vic.)	2011	M	65.6
Kingston (C) (Vic.)	2016	F	55.2
Kingston (C) (Vic.)	2016	M	64
Knox (C)	2006	F	57.8
Knox (C)	2006	M	71.9
Knox (C)	2011	F	58.1
Knox (C)	2011	M	69.8
Knox (C)	2016	F	56.2
Knox (C)	2016	M	65.9
Latrobe (C) (Vic.)	2006	F	45
Latrobe (C) (Vic.)	2006	M	58.5
Latrobe (C) (Vic.)	2011	F	46.7
Latrobe (C) (Vic.)	2011	M	57.4
Latrobe (C) (Vic.)	2016	F	45.6
Latrobe (C) (Vic.)	2016	M	52.9
Loddon (S)	2006	F	43.6
Loddon (S)	2006	M	56
Loddon (S)	2011	F	42.9
Loddon (S)	2011	M	52
Loddon (S)	2016	F	41.6
Loddon (S)	2016	M	47.7
Macedon Ranges (S)	2006	F	55.4
Macedon Ranges (S)	2006	M	68.7
Macedon Ranges (S)	2011	F	57.3
Macedon Ranges (S)	2011	M	68.3
Macedon Ranges (S)	2016	F	55.1
Macedon Ranges (S)	2016	M	63.7
Manningham (C)	2006	F	51.9
Manningham (C)	2006	M	64.3
Manningham (C)	2011	F	51.7
Manningham (C)	2011	M	63.1
Manningham (C)	2016	F	49.2
Manningham (C)	2016	M	59.6
Mansfield (S)	2006	F	54
Mansfield (S)	2006	M	59.2
Mansfield (S)	2011	F	54.4
Mansfield (S)	2011	M	61.1
Mansfield (S)	2016	F	51.9
Mansfield (S)	2016	M	55.6
Maribyrnong (C)	2006	F	48.6
Maribyrnong (C)	2006	M	58.4
Maribyrnong (C)	2011	F	53.8
Maribyrnong (C)	2011	M	62.1
Maribyrnong (C)	2016	F	56.7
Maribyrnong (C)	2016	M	63.9
Maroondah (C)	2006	F	55.5
Maroondah (C)	2006	M	68.9
Maroondah (C)	2011	F	57.1
Maroondah (C)	2011	M	69.1
Maroondah (C)	2016	F	56.3
Maroondah (C)	2016	M	66.6
Melbourne (C)	2006	F	51.5
Melbourne (C)	2006	M	54.8
Melbourne (C)	2011	F	53.6
Melbourne (C)	2011	M	58.5
Melbourne (C)	2016	F	48.1
Melbourne (C)	2016	M	54.5
Melton (C)	2006	F	54.5
Melton (C)	2006	M	70.4
Melton (C)	2011	F	54.9
Melton (C)	2011	M	69.2
Melton (C)	2016	F	53
Melton (C)	2016	M	64.8
Mildura (RC)	2006	F	49.8
Mildura (RC)	2006	M	61.9
Mildura (RC)	2011	F	49
Mildura (RC)	2011	M	57.9
Mildura (RC)	2016	F	48.4
Mildura (RC)	2016	M	54.9
Mitchell (S)	2006	F	52.1
Mitchell (S)	2006	M	66
Mitchell (S)	2011	F	52.7
Mitchell (S)	2011	M	65.5
Mitchell (S)	2016	F	51.4
Mitchell (S)	2016	M	62.1
Moira (S)	2006	F	47.5
Moira (S)	2006	M	59.7
Moira (S)	2011	F	46.7
Moira (S)	2011	M	56.2
Moira (S)	2016	F	45.6
Moira (S)	2016	M	53
Monash (C)	2006	F	49.5
Monash (C)	2006	M	60.4
Monash (C)	2011	F	49.8
Monash (C)	2011	M	60
Monash (C)	2016	F	47.7
Monash (C)	2016	M	57.1
Moonee Valley (C)	2006	F	52.2
Moonee Valley (C)	2006	M	62.2
Moonee Valley (C)	2011	F	55.2
Moonee Valley (C)	2011	M	64.4
Moonee Valley (C)	2016	F	55.9
Moonee Valley (C)	2016	M	63.4
Moorabool (S)	2006	F	52.8
Moorabool (S)	2006	M	67.1
Moorabool (S)	2011	F	53.8
Moorabool (S)	2011	M	66.3
Moorabool (S)	2016	F	52.9
Moorabool (S)	2016	M	62.6
Moreland (C)	2006	F	47.8
Moreland (C)	2006	M	57.9
Moreland (C)	2011	F	52.1
Moreland (C)	2011	M	61.4
Moreland (C)	2016	F	54.8
Moreland (C)	2016	M	63.2
Mornington Peninsula (S)	2006	F	45.9
Mornington Peninsula (S)	2006	M	59.1
Mornington Peninsula (S)	2011	F	48.2
Mornington Peninsula (S)	2011	M	60.2
Mornington Peninsula (S)	2016	F	48.3
Mornington Peninsula (S)	2016	M	57.4
Mount Alexander (S)	2006	F	44.7
Mount Alexander (S)	2006	M	53.2
Mount Alexander (S)	2011	F	48
Mount Alexander (S)	2011	M	52.9
Mount Alexander (S)	2016	F	46.4
Mount Alexander (S)	2016	M	48.3
Moyne (S)	2006	F	54.7
Moyne (S)	2006	M	67.9
Moyne (S)	2011	F	56.7
Moyne (S)	2011	M	68.1
Moyne (S)	2016	F	53.9
Moyne (S)	2016	M	63.8
Murrindindi (S)	2006	F	50.6
Murrindindi (S)	2006	M	62
Murrindindi (S)	2011	F	50.9
Murrindindi (S)	2011	M	58.9
Murrindindi (S)	2016	F	48.2
Murrindindi (S)	2016	M	54.9
Nillumbik (S)	2006	F	64.9
Nillumbik (S)	2006	M	75
Nillumbik (S)	2011	F	64.4
Nillumbik (S)	2011	M	74.3
Nillumbik (S)	2016	F	62.8
Nillumbik (S)	2016	M	69.7
Northern Grampians (S)	2006	F	47.1
Northern Grampians (S)	2006	M	60
Northern Grampians (S)	2011	F	47.7
Northern Grampians (S)	2011	M	58.5
Northern Grampians (S)	2016	F	46.4
Northern Grampians (S)	2016	M	53.7
Port Phillip (C)	2006	F	60.8
Port Phillip (C)	2006	M	63.9
Port Phillip (C)	2011	F	65.7
Port Phillip (C)	2011	M	69.5
Port Phillip (C)	2016	F	62.8
Port Phillip (C)	2016	M	66.9
Pyrenees (S)	2006	F	41.3
Pyrenees (S)	2006	M	53.3
Pyrenees (S)	2011	F	42.8
Pyrenees (S)	2011	M	50.9
Pyrenees (S)	2016	F	43.6
Pyrenees (S)	2016	M	44
Queenscliffe (B)	2006	F	37.4
Queenscliffe (B)	2006	M	48.2
Queenscliffe (B)	2011	F	40.8
Queenscliffe (B)	2011	M	49.1
Queenscliffe (B)	2016	F	38
Queenscliffe (B)	2016	M	46.4
South Gippsland (S)	2006	F	49.4
South Gippsland (S)	2006	M	61.9
South Gippsland (S)	2011	F	51
South Gippsland (S)	2011	M	62.5
South Gippsland (S)	2016	F	47.6
South Gippsland (S)	2016	M	55.9
Southern Grampians (S)	2006	F	50.9
Southern Grampians (S)	2006	M	66.7
Southern Grampians (S)	2011	F	52.3
Southern Grampians (S)	2011	M	64.2
Southern Grampians (S)	2016	F	50.5
Southern Grampians (S)	2016	M	59.7
Stonnington (C)	2006	F	55.9
Stonnington (C)	2006	M	65.6
Stonnington (C)	2011	F	58.2
Stonnington (C)	2011	M	68.1
Stonnington (C)	2016	F	57.9
Stonnington (C)	2016	M	66.8
Strathbogie (S)	2006	F	46.4
Strathbogie (S)	2006	M	59.1
Strathbogie (S)	2011	F	46.7
Strathbogie (S)	2011	M	57.3
Strathbogie (S)	2016	F	46.4
Strathbogie (S)	2016	M	53.2
Surf Coast (S)	2006	F	53.8
Surf Coast (S)	2006	M	66.2
Surf Coast (S)	2011	F	56.1
Surf Coast (S)	2011	M	67
Surf Coast (S)	2016	F	56.9
Surf Coast (S)	2016	M	63.9
Swan Hill (RC)	2006	F	49.9
Swan Hill (RC)	2006	M	63.3
Swan Hill (RC)	2011	F	48.6
Swan Hill (RC)	2011	M	61.8
Swan Hill (RC)	2016	F	47
Swan Hill (RC)	2016	M	56
Towong (S)	2006	F	49.5
Towong (S)	2006	M	62.9
Towong (S)	2011	F	51.7
Towong (S)	2011	M	62.5
Towong (S)	2016	F	49.9
Towong (S)	2016	M	56.3
Wangaratta (RC)	2006	F	52.7
Wangaratta (RC)	2006	M	65.5
Wangaratta (RC)	2011	F	52.9
Wangaratta (RC)	2011	M	63.3
Wangaratta (RC)	2016	F	50.6
Wangaratta (RC)	2016	M	58.5
Warrnambool (C)	2006	F	51.8
Warrnambool (C)	2006	M	64.9
Warrnambool (C)	2011	F	53.9
Warrnambool (C)	2011	M	64.3
Warrnambool (C)	2016	F	52.7
Warrnambool (C)	2016	M	61
Wellington (S)	2006	F	48.2
Wellington (S)	2006	M	58
Wellington (S)	2011	F	49
Wellington (S)	2011	M	57.5
Wellington (S)	2016	F	48.5
Wellington (S)	2016	M	53
West Wimmera (S)	2006	F	52.1
West Wimmera (S)	2006	M	67.3
West Wimmera (S)	2011	F	51.6
West Wimmera (S)	2011	M	65.7
West Wimmera (S)	2016	F	53.2
West Wimmera (S)	2016	M	62.5
Whitehorse (C)	2006	F	51.6
Whitehorse (C)	2006	M	64.1
Whitehorse (C)	2011	F	51.9
Whitehorse (C)	2011	M	62.6
Whitehorse (C)	2016	F	51
Whitehorse (C)	2016	M	60.2
Whittlesea (C)	2006	F	49.4
Whittlesea (C)	2006	M	64
Whittlesea (C)	2011	F	51.9
Whittlesea (C)	2011	M	64.9
Whittlesea (C)	2016	F	51.3
Whittlesea (C)	2016	M	63
Wodonga (C)	2006	F	55
Wodonga (C)	2006	M	70.1
Wodonga (C)	2011	F	54.8
Wodonga (C)	2011	M	67
Wodonga (C)	2016	F	53.6
Wodonga (C)	2016	M	63.2
Wyndham (C)	2006	F	55.5
Wyndham (C)	2006	M	69.8
Wyndham (C)	2011	F	55.3
Wyndham (C)	2011	M	70.2
Wyndham (C)	2016	F	53.2
Wyndham (C)	2016	M	67.5
Yarra (C)	2006	F	61
Yarra (C)	2006	M	63.9
Yarra (C)	2011	F	64
Yarra (C)	2011	M	67.9
Yarra (C)	2016	F	63.9
Yarra (C)	2016	M	68.1
Yarra Ranges (S)	2006	F	56.7
Yarra Ranges (S)	2006	M	70
Yarra Ranges (S)	2011	F	57.9
Yarra Ranges (S)	2011	M	69.5
Yarra Ranges (S)	2016	F	57
Yarra Ranges (S)	2016	M	66.2
Yarriambiack (S)	2006	F	44.2
Yarriambiack (S)	2006	M	58.4
Yarriambiack (S)	2011	F	42.9
Yarriambiack (S)	2011	M	54.7
Yarriambiack (S)	2016	F	43.2
Yarriambiack (S)	2016	M	50.7
Unincorporated Vic	2006	F	72.7
Unincorporated Vic	2006	M	77
Unincorporated Vic	2011	F	71.4
Unincorporated Vic	2011	M	77.7
Unincorporated Vic	2016	F	55.8
Unincorporated Vic	2016	M	61.3
No usual address (Vic.)	2006	F	39.7
No usual address (Vic.)	2006	M	47.5
No usual address (Vic.)	2011	F	33.1
No usual address (Vic.)	2011	M	34.8
No usual address (Vic.)	2016	F	27.4
No usual address (Vic.)	2016	M	31.5
Migratory - Offshore - Shipping (Vic.)	2006	F	0
Migratory - Offshore - Shipping (Vic.)	2006	M	85
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	94.4
Migratory - Offshore - Shipping (Vic.)	2016	F	0
Migratory - Offshore - Shipping (Vic.)	2016	M	70.4
Aurukun (S)	2006	F	32.2
Aurukun (S)	2006	M	57.6
Aurukun (S)	2011	F	22.2
Aurukun (S)	2011	M	31.8
Aurukun (S)	2016	F	20.5
Aurukun (S)	2016	M	30.7
Balonne (S)	2006	F	61.3
Balonne (S)	2006	M	74.3
Balonne (S)	2011	F	59
Balonne (S)	2011	M	71.4
Balonne (S)	2016	F	58.6
Balonne (S)	2016	M	66.1
Banana (S)	2006	F	58.4
Banana (S)	2006	M	77.3
Banana (S)	2011	F	59.3
Banana (S)	2011	M	76.3
Banana (S)	2016	F	57.9
Banana (S)	2016	M	70.6
Barcaldine (R)	2006	F	57.6
Barcaldine (R)	2006	M	70.6
Barcaldine (R)	2011	F	59.5
Barcaldine (R)	2011	M	70.1
Barcaldine (R)	2016	F	59.8
Barcaldine (R)	2016	M	66.6
Barcoo (S)	2006	F	73.6
Barcoo (S)	2006	M	81.4
Barcoo (S)	2011	F	75.6
Barcoo (S)	2011	M	79.1
Barcoo (S)	2016	F	62.5
Barcoo (S)	2016	M	76.7
Blackall-Tambo (R)	2006	F	58.8
Blackall-Tambo (R)	2006	M	70.6
Blackall-Tambo (R)	2011	F	57.5
Blackall-Tambo (R)	2011	M	69.2
Blackall-Tambo (R)	2016	F	56.2
Blackall-Tambo (R)	2016	M	63.6
Boulia (S)	2006	F	70
Boulia (S)	2006	M	75.1
Boulia (S)	2011	F	55.2
Boulia (S)	2011	M	76.8
Boulia (S)	2016	F	58.3
Boulia (S)	2016	M	64.6
Brisbane (C)	2006	F	57.6
Brisbane (C)	2006	M	67.5
Brisbane (C)	2011	F	59.1
Brisbane (C)	2011	M	67.4
Brisbane (C)	2016	F	57.9
Brisbane (C)	2016	M	64.7
Bulloo (S)	2006	F	72.4
Bulloo (S)	2006	M	75.4
Bulloo (S)	2011	F	78.6
Bulloo (S)	2011	M	77.4
Bulloo (S)	2016	F	74.2
Bulloo (S)	2016	M	79.4
Bundaberg (R)	2006	F	42.8
Bundaberg (R)	2006	M	52.7
Bundaberg (R)	2011	F	43.3
Bundaberg (R)	2011	M	50.9
Bundaberg (R)	2016	F	42.1
Bundaberg (R)	2016	M	46.8
Burdekin (S)	2006	F	49.6
Burdekin (S)	2006	M	67.1
Burdekin (S)	2011	F	50.3
Burdekin (S)	2011	M	66.2
Burdekin (S)	2016	F	51.1
Burdekin (S)	2016	M	60.6
Burke (S)	2006	F	64.3
Burke (S)	2006	M	71.9
Burke (S)	2011	F	63.9
Burke (S)	2011	M	70
Burke (S)	2016	F	50.8
Burke (S)	2016	M	60.4
Cairns (R)	2006	F	58.8
Cairns (R)	2006	M	67.5
Cairns (R)	2011	F	57.9
Cairns (R)	2011	M	64.1
Cairns (R)	2016	F	56.4
Cairns (R)	2016	M	59.8
Carpentaria (S)	2006	F	52.4
Carpentaria (S)	2006	M	57.6
Carpentaria (S)	2011	F	49.9
Carpentaria (S)	2011	M	54.4
Carpentaria (S)	2016	F	50.7
Carpentaria (S)	2016	M	54.9
Cassowary Coast (R)	2006	F	49.2
Cassowary Coast (R)	2006	M	62
Cassowary Coast (R)	2011	F	50.8
Cassowary Coast (R)	2011	M	61
Cassowary Coast (R)	2016	F	48.8
Cassowary Coast (R)	2016	M	54.1
Central Highlands (R) (Qld)	2006	F	62.2
Central Highlands (R) (Qld)	2006	M	78.9
Central Highlands (R) (Qld)	2011	F	63.3
Central Highlands (R) (Qld)	2011	M	76.6
Central Highlands (R) (Qld)	2016	F	58.4
Central Highlands (R) (Qld)	2016	M	68.7
Charters Towers (R)	2006	F	49.4
Charters Towers (R)	2006	M	61.1
Charters Towers (R)	2011	F	49.9
Charters Towers (R)	2011	M	59.5
Charters Towers (R)	2016	F	47.5
Charters Towers (R)	2016	M	50.7
Cherbourg (S)	2006	F	32.3
Cherbourg (S)	2006	M	52.1
Cherbourg (S)	2011	F	22.3
Cherbourg (S)	2011	M	29.1
Cherbourg (S)	2016	F	14.8
Cherbourg (S)	2016	M	17.4
Cloncurry (S)	2006	F	61.7
Cloncurry (S)	2006	M	74.5
Cloncurry (S)	2011	F	59.9
Cloncurry (S)	2011	M	69.3
Cloncurry (S)	2016	F	57
Cloncurry (S)	2016	M	66.8
Cook (S)	2006	F	53
Cook (S)	2006	M	52.3
Cook (S)	2011	F	53.5
Cook (S)	2011	M	41.8
Cook (S)	2016	F	51.5
Cook (S)	2016	M	48.3
Croydon (S)	2006	F	52.3
Croydon (S)	2006	M	70.6
Croydon (S)	2011	F	55.8
Croydon (S)	2011	M	62.5
Croydon (S)	2016	F	48.1
Croydon (S)	2016	M	50.8
Diamantina (S)	2006	F	77.6
Diamantina (S)	2006	M	79.1
Diamantina (S)	2011	F	80.6
Diamantina (S)	2011	M	76.3
Diamantina (S)	2016	F	62.3
Diamantina (S)	2016	M	72
Doomadgee (S)	2006	F	32.8
Doomadgee (S)	2006	M	55.1
Doomadgee (S)	2011	F	33.1
Doomadgee (S)	2011	M	40.6
Doomadgee (S)	2016	F	31.1
Doomadgee (S)	2016	M	33.3
Douglas (S)	2006	F	62.9
Douglas (S)	2006	M	66.9
Douglas (S)	2011	F	59.3
Douglas (S)	2011	M	61
Douglas (S)	2016	F	55.5
Douglas (S)	2016	M	57.3
Etheridge (S)	2006	F	60
Etheridge (S)	2006	M	65.4
Etheridge (S)	2011	F	59.9
Etheridge (S)	2011	M	64.9
Etheridge (S)	2016	F	55.9
Etheridge (S)	2016	M	55
Flinders (S) (Qld)	2006	F	61.6
Flinders (S) (Qld)	2006	M	74.4
Flinders (S) (Qld)	2011	F	60
Flinders (S) (Qld)	2011	M	68.2
Flinders (S) (Qld)	2016	F	57.3
Flinders (S) (Qld)	2016	M	68.6
Fraser Coast (R)	2006	F	39.6
Fraser Coast (R)	2006	M	47.6
Fraser Coast (R)	2011	F	39.6
Fraser Coast (R)	2011	M	44.2
Fraser Coast (R)	2016	F	37.3
Fraser Coast (R)	2016	M	39.2
Gladstone (R)	2006	F	52.9
Gladstone (R)	2006	M	70.2
Gladstone (R)	2011	F	55.3
Gladstone (R)	2011	M	70.7
Gladstone (R)	2016	F	51.1
Gladstone (R)	2016	M	62.1
Gold Coast (C)	2006	F	52
Gold Coast (C)	2006	M	62.2
Gold Coast (C)	2011	F	53.4
Gold Coast (C)	2011	M	61.9
Gold Coast (C)	2016	F	53.8
Gold Coast (C)	2016	M	61.1
Goondiwindi (R)	2006	F	55.4
Goondiwindi (R)	2006	M	69.3
Goondiwindi (R)	2011	F	56.1
Goondiwindi (R)	2011	M	69.1
Goondiwindi (R)	2016	F	53.5
Goondiwindi (R)	2016	M	62.7
Gympie (R)	2006	F	43.9
Gympie (R)	2006	M	54.5
Gympie (R)	2011	F	43.9
Gympie (R)	2011	M	51.6
Gympie (R)	2016	F	40.7
Gympie (R)	2016	M	45.9
Hinchinbrook (S)	2006	F	46.2
Hinchinbrook (S)	2006	M	61.2
Hinchinbrook (S)	2011	F	47.6
Hinchinbrook (S)	2011	M	61.5
Hinchinbrook (S)	2016	F	45.3
Hinchinbrook (S)	2016	M	53.9
Hope Vale (S)	2006	F	61.8
Hope Vale (S)	2006	M	70.7
Hope Vale (S)	2011	F	32.5
Hope Vale (S)	2011	M	45.9
Hope Vale (S)	2016	F	30.4
Hope Vale (S)	2016	M	37.5
Ipswich (C)	2006	F	52
Ipswich (C)	2006	M	65.9
Ipswich (C)	2011	F	53.4
Ipswich (C)	2011	M	64.5
Ipswich (C)	2016	F	52.6
Ipswich (C)	2016	M	61.6
Isaac (R)	2006	F	59.4
Isaac (R)	2006	M	76.8
Isaac (R)	2011	F	63.3
Isaac (R)	2011	M	77.8
Isaac (R)	2016	F	57.3
Isaac (R)	2016	M	68.9
Kowanyama (S)	2006	F	54.5
Kowanyama (S)	2006	M	67.8
Kowanyama (S)	2011	F	32.5
Kowanyama (S)	2011	M	49.7
Kowanyama (S)	2016	F	30.7
Kowanyama (S)	2016	M	36.8
Livingstone (S)	2006	F	50.6
Livingstone (S)	2006	M	57.4
Livingstone (S)	2011	F	53.8
Livingstone (S)	2011	M	59.2
