LGA_NAME16	Year	AustCitizen	persons
Ararat (RC)	2006	1	10222
Ararat (RC)	2011	0	1264
Ararat (RC)	2011	1	9920
Ararat (RC)	2016	0	1912
Ararat (RC)	2016	1	9688
Ballarat (C)	2006	0	7135
Ballarat (C)	2006	1	78061
Ballarat (C)	2011	0	7965
Ballarat (C)	2011	1	85536
Ballarat (C)	2016	0	10565
Ballarat (C)	2016	1	91121
Banyule (C)	2006	0	12101
Banyule (C)	2006	1	102768
Banyule (C)	2011	0	13739
Banyule (C)	2011	1	104569
Banyule (C)	2016	0	16648
Banyule (C)	2016	1	105217
Bass Coast (S)	2006	0	3299
Bass Coast (S)	2006	1	23246
Bass Coast (S)	2011	0	3409
Bass Coast (S)	2011	1	26207
Bass Coast (S)	2016	0	3900
Bass Coast (S)	2016	1	28904
Baw Baw (S)	2006	0	2874
Baw Baw (S)	2006	1	34304
Baw Baw (S)	2011	0	3258
Baw Baw (S)	2011	1	39605
Baw Baw (S)	2016	0	5077
Baw Baw (S)	2016	1	43402
Bayside (C)	2006	0	11433
Bayside (C)	2006	1	76504
Bayside (C)	2011	0	12191
Bayside (C)	2011	1	79622
Bayside (C)	2016	0	14143
Bayside (C)	2016	1	82944
Benalla (RC)	2006	0	891
Benalla (RC)	2006	1	12633
Benalla (RC)	2011	0	840
Benalla (RC)	2011	1	12808
Benalla (RC)	2016	0	1450
Benalla (RC)	2016	1	12411
Boroondara (C)	2006	0	22322
Boroondara (C)	2006	1	132132
Boroondara (C)	2011	0	24292
Boroondara (C)	2011	1	134892
Boroondara (C)	2016	0	30785
Boroondara (C)	2016	1	136446
Brimbank (C)	2006	0	25325
Brimbank (C)	2006	1	142896
Brimbank (C)	2011	0	35991
Brimbank (C)	2011	1	146745
Brimbank (C)	2016	0	44167
Brimbank (C)	2016	1	150152
Buloke (S)	2006	0	362
Buloke (S)	2006	1	6488
Buloke (S)	2011	0	374
Buloke (S)	2011	1	6009
Buloke (S)	2016	0	694
Buloke (S)	2016	1	5507
Campaspe (S)	2006	0	2439
Campaspe (S)	2006	1	33770
Campaspe (S)	2011	0	2899
Campaspe (S)	2011	1	33465
Campaspe (S)	2016	0	3742
Campaspe (S)	2016	1	33319
Cardinia (S)	2006	0	6305
Cardinia (S)	2006	1	50811
Cardinia (S)	2011	0	8368
Cardinia (S)	2011	1	65807
Cardinia (S)	2016	0	12763
Cardinia (S)	2016	1	81365
Casey (C)	2006	0	32219
Casey (C)	2006	1	182743
Casey (C)	2011	0	41190
Casey (C)	2011	1	211190
Casey (C)	2016	0	58125
Casey (C)	2016	1	241176
Central Goldfields (S)	2006	0	828
Central Goldfields (S)	2006	1	11496
Central Goldfields (S)	2011	0	955
Central Goldfields (S)	2011	1	11541
Central Goldfields (S)	2016	0	1258
Central Goldfields (S)	2016	1	11737
Colac-Otway (S)	2006	0	1618
Colac-Otway (S)	2006	1	18678
Colac-Otway (S)	2011	0	1580
Colac-Otway (S)	2011	1	18767
Colac-Otway (S)	2016	0	2294
Colac-Otway (S)	2016	1	18678
Corangamite (S)	2006	0	1226
Corangamite (S)	2006	1	15393
Corangamite (S)	2011	0	1203
Corangamite (S)	2011	1	15174
Corangamite (S)	2016	0	1696
Corangamite (S)	2016	1	14355
Darebin (C)	2006	0	22458
Darebin (C)	2006	1	105605
Darebin (C)	2011	0	26599
Darebin (C)	2011	1	109875
Darebin (C)	2016	0	32411
Darebin (C)	2016	1	114308
East Gippsland (S)	2006	0	3391
East Gippsland (S)	2006	1	36647
East Gippsland (S)	2011	0	3554
East Gippsland (S)	2011	1	38639
East Gippsland (S)	2016	0	5290
East Gippsland (S)	2016	1	39750
Frankston (C)	2006	0	17638
Frankston (C)	2006	1	100165
Frankston (C)	2011	0	18135
Frankston (C)	2011	1	108321
Frankston (C)	2016	0	20073
Frankston (C)	2016	1	114070
Gannawarra (S)	2006	0	754
Gannawarra (S)	2006	1	10541
Gannawarra (S)	2011	0	758
Gannawarra (S)	2011	1	9608
Gannawarra (S)	2016	0	944
Gannawarra (S)	2016	1	9605
Glen Eira (C)	2006	0	20627
Glen Eira (C)	2006	1	103456
Glen Eira (C)	2011	0	22806
Glen Eira (C)	2011	1	108207
Glen Eira (C)	2016	0	28700
Glen Eira (C)	2016	1	112175
Glenelg (S)	2006	0	1535
Glenelg (S)	2006	1	18225
Glenelg (S)	2011	0	1585
Glenelg (S)	2011	1	17990
Glenelg (S)	2016	0	2110
Glenelg (S)	2016	1	17447
Golden Plains (S)	2006	0	1405
Golden Plains (S)	2006	1	15048
Golden Plains (S)	2011	0	1438
Golden Plains (S)	2011	1	17334
Golden Plains (S)	2016	0	1849
Golden Plains (S)	2016	1	19839
Greater Bendigo (C)	2006	0	6644
Greater Bendigo (C)	2006	1	86610
Greater Bendigo (C)	2011	0	7854
Greater Bendigo (C)	2011	1	92763
Greater Bendigo (C)	2016	0	11159
Greater Bendigo (C)	2016	1	99318
Greater Dandenong (C)	2006	0	26187
Greater Dandenong (C)	2006	1	99331
Greater Dandenong (C)	2011	0	34381
Greater Dandenong (C)	2011	1	101224
Greater Dandenong (C)	2016	0	44745
Greater Dandenong (C)	2016	1	107305
Greater Geelong (C)	2006	0	19529
Greater Geelong (C)	2006	1	177948
Greater Geelong (C)	2011	0	21844
Greater Geelong (C)	2011	1	189029
Greater Geelong (C)	2016	0	29725
Greater Geelong (C)	2016	1	203704
Greater Shepparton (C)	2006	0	5715
Greater Shepparton (C)	2006	1	51375
Greater Shepparton (C)	2011	0	7243
Greater Shepparton (C)	2011	1	53205
Greater Shepparton (C)	2016	0	10096
Greater Shepparton (C)	2016	1	53741
Hepburn (S)	2006	0	1318
Hepburn (S)	2006	1	12414
Hepburn (S)	2011	0	1382
Hepburn (S)	2011	1	12986
Hepburn (S)	2016	0	2061
Hepburn (S)	2016	1	13269
Hindmarsh (S)	2006	0	350
Hindmarsh (S)	2006	1	5690
Hindmarsh (S)	2011	0	402
Hindmarsh (S)	2011	1	5395
Hindmarsh (S)	2016	0	583
Hindmarsh (S)	2016	1	5138
Hobsons Bay (C)	2006	0	12112
Hobsons Bay (C)	2006	1	69350
Hobsons Bay (C)	2011	0	13858
Hobsons Bay (C)	2011	1	70006
Hobsons Bay (C)	2016	0	15892
Hobsons Bay (C)	2016	1	72886
Horsham (RC)	2006	0	1060
Horsham (RC)	2006	1	17437
Horsham (RC)	2011	0	1318
Horsham (RC)	2011	1	17961
Horsham (RC)	2016	0	1549
Horsham (RC)	2016	1	18093
Hume (C)	2006	0	19439
Hume (C)	2006	1	128344
Hume (C)	2011	0	25359
Hume (C)	2011	1	142204
Hume (C)	2016	0	37859
Hume (C)	2016	1	159517
Indigo (S)	2006	0	1128
Indigo (S)	2006	1	13673
Indigo (S)	2011	0	1170
Indigo (S)	2011	1	14009
Indigo (S)	2016	0	1517
Indigo (S)	2016	1	14435
Kingston (C) (Vic.)	2006	0	18652
Kingston (C) (Vic.)	2006	1	115971
Kingston (C) (Vic.)	2011	0	20609
Kingston (C) (Vic.)	2011	1	121817
Kingston (C) (Vic.)	2016	0	25146
Kingston (C) (Vic.)	2016	1	126243
Knox (C)	2006	0	16513
Knox (C)	2006	1	130226
Knox (C)	2011	0	17012
Knox (C)	2011	1	132289
Knox (C)	2016	0	22593
Knox (C)	2016	1	131517
Latrobe (C) (Vic.)	2006	0	6878
Latrobe (C) (Vic.)	2006	1	62448
Latrobe (C) (Vic.)	2011	0	7771
Latrobe (C) (Vic.)	2011	1	64624
Latrobe (C) (Vic.)	2016	0	9085
Latrobe (C) (Vic.)	2016	1	64172
Loddon (S)	2006	0	521
Loddon (S)	2006	1	7314
Loddon (S)	2011	0	669
Loddon (S)	2011	1	6791
Loddon (S)	2016	0	1039
Loddon (S)	2016	1	6477
Macedon Ranges (S)	2006	0	3453
Macedon Ranges (S)	2006	1	34909
Macedon Ranges (S)	2011	0	3482
Macedon Ranges (S)	2011	1	38378
Macedon Ranges (S)	2016	0	4906
Macedon Ranges (S)	2016	1	41194
Manningham (C)	2006	0	13728
Manningham (C)	2006	1	96188
Manningham (C)	2011	0	14708
Manningham (C)	2011	1	96593
Manningham (C)	2016	0	20952
Manningham (C)	2016	1	95303
Mansfield (S)	2006	0	764
Mansfield (S)	2006	1	6428
Mansfield (S)	2011	0	669
Mansfield (S)	2011	1	7222
Mansfield (S)	2016	0	996
Mansfield (S)	2016	1	7588
Maribyrnong (C)	2006	0	13423
Maribyrnong (C)	2006	1	49720
Maribyrnong (C)	2011	0	17113
Maribyrnong (C)	2011	1	54520
Maribyrnong (C)	2016	0	21354
Maribyrnong (C)	2016	1	60934
Maroondah (C)	2006	0	10818
Maroondah (C)	2006	1	88381
Maroondah (C)	2011	0	11827
Maroondah (C)	2011	1	92013
Maroondah (C)	2016	0	15774
Maroondah (C)	2016	1	94602
Melbourne (C)	2006	0	32513
Melbourne (C)	2006	1	43634
Melbourne (C)	2011	0	42039
Melbourne (C)	2011	1	51586
Melbourne (C)	2016	0	74568
Melbourne (C)	2016	1	61391
Melton (C)	2006	0	10457
Melton (C)	2006	1	68452
Melton (C)	2011	0	16060
Melton (C)	2011	1	93198
Melton (C)	2016	0	22884
Melton (C)	2016	1	112559
Mildura (RC)	2006	0	4419
Mildura (RC)	2006	1	45395
Mildura (RC)	2011	0	5144
Mildura (RC)	2011	1	45835
Mildura (RC)	2016	0	7272
Mildura (RC)	2016	1	46606
Mitchell (S)	2006	0	3137
Mitchell (S)	2006	1	27792
Mitchell (S)	2011	0	3538
Mitchell (S)	2011	1	31099
Mitchell (S)	2016	0	5235
Mitchell (S)	2016	1	35683
Moira (S)	2006	0	2380
Moira (S)	2006	1	24703
Moira (S)	2011	0	2778
Moira (S)	2011	1	25346
Moira (S)	2016	0	3499
Moira (S)	2016	1	25613
Monash (C)	2006	0	32116
Monash (C)	2006	1	129125
Monash (C)	2011	0	39010
Monash (C)	2011	1	130274
Monash (C)	2016	0	52203
Monash (C)	2016	1	130415
Moonee Valley (C)	2006	0	13697
Moonee Valley (C)	2006	1	88628
Moonee Valley (C)	2011	0	15143
Moonee Valley (C)	2011	1	92300
Moonee Valley (C)	2016	0	18791
Moonee Valley (C)	2016	1	97880
Moorabool (S)	2006	0	2203
Moorabool (S)	2006	1	23274
Moorabool (S)	2011	0	2569
Moorabool (S)	2011	1	25556
Moorabool (S)	2016	0	3501
Moorabool (S)	2016	1	28317
Moreland (C)	2006	0	22819
Moreland (C)	2006	1	112947
Moreland (C)	2011	0	27840
Moreland (C)	2011	1	119403
Moreland (C)	2016	0	34974
Moreland (C)	2016	1	127584
Mornington Peninsula (S)	2006	0	18594
Mornington Peninsula (S)	2006	1	117889
Mornington Peninsula (S)	2011	0	16954
Mornington Peninsula (S)	2011	1	127654
Mornington Peninsula (S)	2016	0	18277
Mornington Peninsula (S)	2016	1	136722
Mount Alexander (S)	2006	0	1697
Mount Alexander (S)	2006	1	15371
Mount Alexander (S)	2011	0	1841
Mount Alexander (S)	2011	1	15751
Mount Alexander (S)	2016	0	2838
Mount Alexander (S)	2016	1	15923
Moyne (S)	2006	0	1174
Moyne (S)	2006	1	14279
Moyne (S)	2011	0	1304
Moyne (S)	2011	1	14652
Moyne (S)	2016	0	1852
Moyne (S)	2016	1	14643
Murrindindi (S)	2006	0	1552
Murrindindi (S)	2006	1	12120
Murrindindi (S)	2011	0	1289
Murrindindi (S)	2011	1	11768
Murrindindi (S)	2016	0	1669
Murrindindi (S)	2016	1	12063
Nillumbik (S)	2006	0	4728
Nillumbik (S)	2006	1	55062
Nillumbik (S)	2011	0	4601
Nillumbik (S)	2011	1	55743
Nillumbik (S)	2016	0	5750
Nillumbik (S)	2016	1	55523
Northern Grampians (S)	2006	0	797
Northern Grampians (S)	2006	1	11114
Northern Grampians (S)	2011	0	904
Northern Grampians (S)	2011	1	10940
Northern Grampians (S)	2016	0	1169
Northern Grampians (S)	2016	1	10270
Port Phillip (C)	2006	0	21075
Port Phillip (C)	2006	1	64021
Port Phillip (C)	2011	0	22107
Port Phillip (C)	2011	1	69263
Port Phillip (C)	2016	0	27369
Port Phillip (C)	2016	1	73494
Pyrenees (S)	2006	0	618
Pyrenees (S)	2006	1	5937
Pyrenees (S)	2011	0	642
Pyrenees (S)	2011	1	6026
Pyrenees (S)	2016	0	1154
Pyrenees (S)	2016	1	6084
Queenscliffe (B)	2006	0	255
Queenscliffe (B)	2006	1	2763
Queenscliffe (B)	2011	0	238
Queenscliffe (B)	2011	1	2760
Queenscliffe (B)	2016	0	324
Queenscliffe (B)	2016	1	2529
South Gippsland (S)	2006	0	2255
South Gippsland (S)	2006	1	23484
South Gippsland (S)	2011	0	2200
South Gippsland (S)	2011	1	25010
South Gippsland (S)	2016	0	3291
South Gippsland (S)	2016	1	25412
Southern Grampians (S)	2006	0	1011
Southern Grampians (S)	2006	1	15623
Southern Grampians (S)	2011	0	1136
Southern Grampians (S)	2011	1	15225
Southern Grampians (S)	2016	0	1480
Southern Grampians (S)	2016	1	14464
Stonnington (C)	2006	0	18548
Stonnington (C)	2006	1	71337
Stonnington (C)	2011	0	18839
Stonnington (C)	2011	1	74304
Stonnington (C)	2016	0	24920
Stonnington (C)	2016	1	78912
Strathbogie (S)	2006	0	721
Strathbogie (S)	2006	1	8575
Strathbogie (S)	2011	0	816
Strathbogie (S)	2011	1	8669
Strathbogie (S)	2016	0	1171
Strathbogie (S)	2016	1	9103
Surf Coast (S)	2006	0	2087
Surf Coast (S)	2006	1	19679
Surf Coast (S)	2011	0	2388
Surf Coast (S)	2011	1	23480
Surf Coast (S)	2016	0	2980
Surf Coast (S)	2016	1	26417
Swan Hill (RC)	2006	0	2205
Swan Hill (RC)	2006	1	18426
Swan Hill (RC)	2011	0	2552
Swan Hill (RC)	2011	1	17897
Swan Hill (RC)	2016	0	3758
Swan Hill (RC)	2016	1	16826
Towong (S)	2006	0	375
Towong (S)	2006	1	5643
Towong (S)	2011	0	333
Towong (S)	2011	1	5556
Towong (S)	2016	0	611
Towong (S)	2016	1	5374
Wangaratta (RC)	2006	0	1690
Wangaratta (RC)	2006	1	24700
Wangaratta (RC)	2011	0	1703
Wangaratta (RC)	2011	1	25111
Wangaratta (RC)	2016	0	2750
Wangaratta (RC)	2016	1	25560
Warrnambool (C)	2006	0	2502
Warrnambool (C)	2006	1	27892
Warrnambool (C)	2011	0	2857
Warrnambool (C)	2011	1	29169
Warrnambool (C)	2016	0	3867
Warrnambool (C)	2016	1	29788
Wellington (S)	2006	0	3910
Wellington (S)	2006	1	36170
Wellington (S)	2011	0	4429
Wellington (S)	2011	1	37012
Wellington (S)	2016	0	5717
Wellington (S)	2016	1	37266
West Wimmera (S)	2006	0	213
West Wimmera (S)	2006	1	4259
West Wimmera (S)	2011	0	276
West Wimmera (S)	2011	1	3975
West Wimmera (S)	2016	0	294
West Wimmera (S)	2016	1	3609
Whitehorse (C)	2006	0	20829
Whitehorse (C)	2006	1	123938
Whitehorse (C)	2011	0	27434
Whitehorse (C)	2011	1	123900
Whitehorse (C)	2016	0	37374
Whitehorse (C)	2016	1	124704
Whittlesea (C)	2006	0	14734
Whittlesea (C)	2006	1	109917
Whittlesea (C)	2011	0	21997
Whittlesea (C)	2011	1	132883
Whittlesea (C)	2016	0	36355
Whittlesea (C)	2016	1	161136
Wodonga (C)	2006	0	2077
Wodonga (C)	2006	1	30929
Wodonga (C)	2011	0	2638
Wodonga (C)	2011	1	32881
Wodonga (C)	2016	0	3997
Wodonga (C)	2016	1	35354
Wyndham (C)	2006	0	17442
Wyndham (C)	2006	1	95256
Wyndham (C)	2011	0	34254
Wyndham (C)	2011	1	127323
Wyndham (C)	2016	0	56983
Wyndham (C)	2016	1	160139
Yarra (C)	2006	0	14121
Yarra (C)	2006	1	55208
Yarra (C)	2011	0	14428
Yarra (C)	2011	1	59663
Yarra (C)	2016	0	19712
Yarra (C)	2016	1	66945
Yarra Ranges (S)	2006	0	14945
Yarra Ranges (S)	2006	1	125271
Yarra Ranges (S)	2011	0	14285
Yarra Ranges (S)	2011	1	130256
Yarra Ranges (S)	2016	0	16523
Yarra Ranges (S)	2016	1	133014
Yarriambiack (S)	2006	0	444
Yarriambiack (S)	2006	1	7072
Yarriambiack (S)	2011	0	581
Yarriambiack (S)	2011	1	6509
Yarriambiack (S)	2016	0	647
Yarriambiack (S)	2016	1	6027
Unincorporated Vic	2006	0	149
Unincorporated Vic	2006	1	579
Unincorporated Vic	2011	0	168
Unincorporated Vic	2011	1	596
Unincorporated Vic	2016	0	329
Unincorporated Vic	2016	1	547
No usual address (Vic.)	2006	1	4751
No usual address (Vic.)	2011	1	5238
No usual address (Vic.)	2016	1	4355
Migratory - Offshore - Shipping (Vic.)	2006	1	36
Migratory - Offshore - Shipping (Vic.)	2011	1	28
Migratory - Offshore - Shipping (Vic.)	2016	1	27
Aurukun (S)	2006	0	1
Aurukun (S)	2006	1	1045
Aurukun (S)	2011	0	0
Aurukun (S)	2011	1	1295
Aurukun (S)	2016	0	36
Aurukun (S)	2016	1	1233
Balonne (S)	2006	0	373
Balonne (S)	2006	1	4256
Balonne (S)	2011	0	435
Balonne (S)	2011	1	4284
Balonne (S)	2016	0	492
Balonne (S)	2016	1	3885
Banana (S)	2006	0	1282
Banana (S)	2006	1	13369
Banana (S)	2011	0	1494
Banana (S)	2011	1	12961
Banana (S)	2016	0	1823
Banana (S)	2016	1	12496
Barcaldine (R)	2006	0	267
Barcaldine (R)	2006	1	2993
Barcaldine (R)	2011	0	282
Barcaldine (R)	2011	1	2933
Barcaldine (R)	2016	0	273
Barcaldine (R)	2016	1	2592
Barcoo (S)	2006	0	17
Barcoo (S)	2006	1	343
Barcoo (S)	2011	0	32
Barcoo (S)	2011	1	320
Barcoo (S)	2016	0	26
Barcoo (S)	2016	1	241
Blackall-Tambo (R)	2006	0	75
Blackall-Tambo (R)	2006	1	1942
Blackall-Tambo (R)	2011	0	157
Blackall-Tambo (R)	2011	1	2042
Blackall-Tambo (R)	2016	0	149
Blackall-Tambo (R)	2016	1	1754
Boulia (S)	2006	0	33
Boulia (S)	2006	1	386
Boulia (S)	2011	0	38
Boulia (S)	2011	1	443
Boulia (S)	2016	0	88
Boulia (S)	2016	1	338
Brisbane (C)	2006	0	149754
Brisbane (C)	2006	1	806376
Brisbane (C)	2011	0	191733
Brisbane (C)	2011	1	850109
Brisbane (C)	2016	0	235385
Brisbane (C)	2016	1	895770
Bulloo (S)	2006	0	23
Bulloo (S)	2006	1	351
Bulloo (S)	2011	0	40
Bulloo (S)	2011	1	365
Bulloo (S)	2016	0	50
Bulloo (S)	2016	1	303
Bundaberg (R)	2006	0	8398
Bundaberg (R)	2006	1	74559
Bundaberg (R)	2011	0	9101
Bundaberg (R)	2011	1	80712
Bundaberg (R)	2016	0	11119
Bundaberg (R)	2016	1	81778
Burdekin (S)	2006	0	1141
Burdekin (S)	2006	1	15875
Burdekin (S)	2011	0	1485
Burdekin (S)	2011	1	15877
Burdekin (S)	2016	0	1764
Burdekin (S)	2016	1	15310
Burke (S)	2006	0	116
Burke (S)	2006	1	381
Burke (S)	2011	0	116
Burke (S)	2011	1	397
Burke (S)	2016	0	66
Burke (S)	2016	1	262
Cairns (R)	2006	0	21448
Cairns (R)	2006	1	105986
Cairns (R)	2011	0	25259
Cairns (R)	2011	1	120079
Cairns (R)	2016	0	29837
Cairns (R)	2016	1	127064
Carpentaria (S)	2006	0	326
Carpentaria (S)	2006	1	1611
Carpentaria (S)	2011	0	354
Carpentaria (S)	2011	1	1700
Carpentaria (S)	2016	0	223
Carpentaria (S)	2016	1	1735
Cassowary Coast (R)	2006	0	3058
Cassowary Coast (R)	2006	1	24724
Cassowary Coast (R)	2011	0	3052
Cassowary Coast (R)	2011	1	24615
Cassowary Coast (R)	2016	0	4360
Cassowary Coast (R)	2016	1	24366
Central Highlands (R) (Qld)	2006	0	3241
Central Highlands (R) (Qld)	2006	1	23236
Central Highlands (R) (Qld)	2011	0	4481
Central Highlands (R) (Qld)	2011	1	24234
Central Highlands (R) (Qld)	2016	0	5214
Central Highlands (R) (Qld)	2016	1	22785
Charters Towers (R)	2006	0	938
Charters Towers (R)	2006	1	10541
Charters Towers (R)	2011	0	1164
Charters Towers (R)	2011	1	11005
Charters Towers (R)	2016	0	1466
Charters Towers (R)	2016	1	10410
Cherbourg (S)	2006	0	8
Cherbourg (S)	2006	1	1123
Cherbourg (S)	2011	0	10
Cherbourg (S)	2011	1	1213
Cherbourg (S)	2016	0	14
Cherbourg (S)	2016	1	1255
Cloncurry (S)	2006	0	421
Cloncurry (S)	2006	1	2714
Cloncurry (S)	2011	0	570
Cloncurry (S)	2011	1	2658
Cloncurry (S)	2016	0	607
Cloncurry (S)	2016	1	2425
Cook (S)	2006	0	631
Cook (S)	2006	1	2832
Cook (S)	2011	0	1000
Cook (S)	2011	1	3153
Cook (S)	2016	0	861
Cook (S)	2016	1	3365
Croydon (S)	2006	0	30
Croydon (S)	2006	1	224
Croydon (S)	2011	0	42
Croydon (S)	2011	1	272
Croydon (S)	2016	0	90
Croydon (S)	2016	1	204
Diamantina (S)	2006	0	42
Diamantina (S)	2006	1	242
Diamantina (S)	2011	0	33
Diamantina (S)	2011	1	250
Diamantina (S)	2016	0	55
Diamantina (S)	2016	1	236
Doomadgee (S)	2006	0	10
Doomadgee (S)	2006	1	1073
Doomadgee (S)	2011	0	31
Doomadgee (S)	2011	1	1258
Doomadgee (S)	2016	0	41
Doomadgee (S)	2016	1	1364
Douglas (S)	2006	0	1806
Douglas (S)	2006	1	8385
Douglas (S)	2011	0	2119
Douglas (S)	2011	1	8708
Douglas (S)	2016	0	2712
Douglas (S)	2016	1	9002
Etheridge (S)	2006	0	79
Etheridge (S)	2006	1	770
Etheridge (S)	2011	0	79
Etheridge (S)	2011	1	816
Etheridge (S)	2016	0	100
Etheridge (S)	2016	1	699
Flinders (S) (Qld)	2006	0	119
Flinders (S) (Qld)	2006	1	1669
Flinders (S) (Qld)	2011	0	208
Flinders (S) (Qld)	2011	1	1584
Flinders (S) (Qld)	2016	0	173
Flinders (S) (Qld)	2016	1	1363
Fraser Coast (R)	2006	0	8445
Fraser Coast (R)	2006	1	75894
Fraser Coast (R)	2011	0	9884
Fraser Coast (R)	2011	1	85426
Fraser Coast (R)	2016	0	12782
Fraser Coast (R)	2016	1	88722
Gladstone (R)	2006	0	5671
Gladstone (R)	2006	1	45088
Gladstone (R)	2011	0	8260
Gladstone (R)	2011	1	49632
Gladstone (R)	2016	0	9534
Gladstone (R)	2016	1	52106
Gold Coast (C)	2006	0	85312
Gold Coast (C)	2006	1	348648
Gold Coast (C)	2011	0	102764
Gold Coast (C)	2011	1	391735
Gold Coast (C)	2016	0	121869
Gold Coast (C)	2016	1	433852
Goondiwindi (R)	2006	0	1051
Goondiwindi (R)	2006	1	9066
Goondiwindi (R)	2011	0	1185
Goondiwindi (R)	2011	1	9443
Goondiwindi (R)	2016	0	1397
Goondiwindi (R)	2016	1	9233
Gympie (R)	2006	0	3594
Gympie (R)	2006	1	38275
Gympie (R)	2011	0	4587
Gympie (R)	2011	1	41161
Gympie (R)	2016	0	5936
Gympie (R)	2016	1	43623
Hinchinbrook (S)	2006	0	646
Hinchinbrook (S)	2006	1	10912
Hinchinbrook (S)	2011	0	786
Hinchinbrook (S)	2011	1	10782
Hinchinbrook (S)	2016	0	1035
Hinchinbrook (S)	2016	1	9850
Hope Vale (S)	2006	0	9
Hope Vale (S)	2006	1	773
Hope Vale (S)	2011	0	8
Hope Vale (S)	2011	1	975
Hope Vale (S)	2016	0	28
Hope Vale (S)	2016	1	890
Ipswich (C)	2006	0	17661
Ipswich (C)	2006	1	121448
Ipswich (C)	2011	0	25132
Ipswich (C)	2011	1	141771
Ipswich (C)	2016	0	33321
Ipswich (C)	2016	1	160412
Isaac (R)	2006	0	3051
Isaac (R)	2006	1	16772
Isaac (R)	2011	0	3764
Isaac (R)	2011	1	18823
Isaac (R)	2016	0	4315
Isaac (R)	2016	1	16625
Kowanyama (S)	2006	0	10
Kowanyama (S)	2006	1	1013
Kowanyama (S)	2011	0	-4
Kowanyama (S)	2011	1	1034
Kowanyama (S)	2016	0	12
Kowanyama (S)	2016	1	932
Livingstone (S)	2006	0	3459
Livingstone (S)	2006	1	25409
Livingstone (S)	2011	0	3970
Livingstone (S)	2011	1	28593
Livingstone (S)	2016	0	5024
Livingstone (S)	2016	1	31248
Lockhart River (S)	2006	0	8
Lockhart River (S)	2006	1	542
Lockhart River (S)	2011	0	8
Lockhart River (S)	2011	1	474
Lockhart River (S)	2016	0	33
Lockhart River (S)	2016	1	679
Lockyer Valley (R)	2006	0	3274
Lockyer Valley (R)	2006	1	26847
Lockyer Valley (R)	2011	0	4445
Lockyer Valley (R)	2011	1	30511
Lockyer Valley (R)	2016	0	5803
Lockyer Valley (R)	2016	1	32806
Logan (C)	2006	0	41099
Logan (C)	2006	1	209772
Logan (C)	2011	0	50523
Logan (C)	2011	1	227528
Logan (C)	2016	0	62168
Logan (C)	2016	1	241218
Longreach (R)	2006	0	409
Longreach (R)	2006	1	3643
Longreach (R)	2011	0	378
Longreach (R)	2011	1	3810
Longreach (R)	2016	0	453
Longreach (R)	2016	1	3207
Mackay (R)	2006	0	12536
Mackay (R)	2006	1	88480
Mackay (R)	2011	0	14873
Mackay (R)	2011	1	97924
Mackay (R)	2016	0	15528
Mackay (R)	2016	1	99441
McKinlay (S)	2006	0	100
McKinlay (S)	2006	1	793
McKinlay (S)	2011	0	159
McKinlay (S)	2011	1	889
McKinlay (S)	2016	0	102
McKinlay (S)	2016	1	694
Mapoon (S)	2006	0	0
Mapoon (S)	2006	1	242
Mapoon (S)	2011	0	0
Mapoon (S)	2011	1	264
Mapoon (S)	2016	0	2
Mapoon (S)	2016	1	308
Maranoa (R)	2006	0	824
Maranoa (R)	2006	1	11466
Maranoa (R)	2011	0	1711
Maranoa (R)	2011	1	11363
Maranoa (R)	2016	0	1736
Maranoa (R)	2016	1	10930
Mareeba (S)	2006	0	2776
Mareeba (S)	2006	1	15435
Mareeba (S)	2011	0	2899
Mareeba (S)	2011	1	17120
Mareeba (S)	2016	0	4239
Mareeba (S)	2016	1	17318
Moreton Bay (R)	2006	0	38291
Moreton Bay (R)	2006	1	286500
Moreton Bay (R)	2011	0	50864
Moreton Bay (R)	2011	1	327183
Moreton Bay (R)	2016	0	62349
Moreton Bay (R)	2016	1	362953
Mornington (S)	2006	0	10
Mornington (S)	2006	1	1026
Mornington (S)	2011	0	10
Mornington (S)	2011	1	1133
Mornington (S)	2016	0	65
Mornington (S)	2016	1	1078
Mount Isa (C)	2006	0	3963
Mount Isa (C)	2006	1	15697
Mount Isa (C)	2011	0	5012
Mount Isa (C)	2011	1	16226
Mount Isa (C)	2016	0	4074
Mount Isa (C)	2016	1	14597
Murweh (S)	2006	0	444
Murweh (S)	2006	1	4135
Murweh (S)	2011	0	575
Murweh (S)	2011	1	4042
Murweh (S)	2016	0	473
Murweh (S)	2016	1	3834
Napranum (S)	2006	0	4
Napranum (S)	2006	1	834
Napranum (S)	2011	0	-2
Napranum (S)	2011	1	858
Napranum (S)	2016	0	12
Napranum (S)	2016	1	945
Noosa (S)	2006	0	6776
Noosa (S)	2006	1	39625
Noosa (S)	2011	0	6779
Noosa (S)	2011	1	42183
Noosa (S)	2016	0	7280
Noosa (S)	2016	1	44869
North Burnett (R)	2006	0	757
North Burnett (R)	2006	1	9389
North Burnett (R)	2011	0	1106
North Burnett (R)	2011	1	9036
North Burnett (R)	2016	0	1709
North Burnett (R)	2016	1	8769
Northern Peninsula Area (R)	2006	0	28
Northern Peninsula Area (R)	2006	1	1912
Northern Peninsula Area (R)	2011	0	46
Northern Peninsula Area (R)	2011	1	2253
Northern Peninsula Area (R)	2016	0	112
