LGA_NAME16	Year	BornAust	Sex	persons
Kalgoorlie/Boulder (C)	2006	1	F	9890
Kalgoorlie/Boulder (C)	2006	1	M	10549
Kalgoorlie/Boulder (C)	2011	0	F	3263
Kalgoorlie/Boulder (C)	2011	0	M	3635
Kalgoorlie/Boulder (C)	2011	1	F	9955
Kalgoorlie/Boulder (C)	2011	1	M	10598
Kalgoorlie/Boulder (C)	2016	0	F	3498
Kalgoorlie/Boulder (C)	2016	0	M	3660
Kalgoorlie/Boulder (C)	2016	1	F	9454
Kalgoorlie/Boulder (C)	2016	1	M	10300
Karratha (C)	2006	0	F	1114
Karratha (C)	2006	0	M	1255
Karratha (C)	2006	1	F	5450
Karratha (C)	2006	1	M	6282
Karratha (C)	2011	0	F	1661
Karratha (C)	2011	0	M	3047
Karratha (C)	2011	1	F	5940
Karratha (C)	2011	1	M	7631
Karratha (C)	2016	0	F	2017
Karratha (C)	2016	0	M	2410
Karratha (C)	2016	1	F	6468
Karratha (C)	2016	1	M	7829
Katanning (S)	2006	0	F	298
Katanning (S)	2006	0	M	290
Katanning (S)	2006	1	F	1575
Katanning (S)	2006	1	M	1556
Katanning (S)	2011	0	F	426
Katanning (S)	2011	0	M	406
Katanning (S)	2011	1	F	1586
Katanning (S)	2011	1	M	1570
Katanning (S)	2016	0	F	401
Katanning (S)	2016	0	M	437
Katanning (S)	2016	1	F	1337
Katanning (S)	2016	1	M	1388
Kellerberrin (S)	2006	0	F	75
Kellerberrin (S)	2006	0	M	53
Kellerberrin (S)	2006	1	F	492
Kellerberrin (S)	2006	1	M	503
Kellerberrin (S)	2011	0	F	76
Kellerberrin (S)	2011	0	M	39
Kellerberrin (S)	2011	1	F	486
Kellerberrin (S)	2011	1	M	525
Kellerberrin (S)	2016	0	F	76
Kellerberrin (S)	2016	0	M	63
Kellerberrin (S)	2016	1	F	466
Kellerberrin (S)	2016	1	M	484
Kent (S)	2006	0	F	24
Kent (S)	2006	0	M	18
Kent (S)	2006	1	F	220
Kent (S)	2006	1	M	295
Kent (S)	2011	0	F	23
Kent (S)	2011	0	M	21
Kent (S)	2011	1	F	207
Kent (S)	2011	1	M	246
Kent (S)	2016	0	F	27
Kent (S)	2016	0	M	16
Kent (S)	2016	1	F	182
Kent (S)	2016	1	M	247
Kojonup (S)	2006	0	F	122
Kojonup (S)	2006	0	M	120
Kojonup (S)	2006	1	F	847
Kojonup (S)	2006	1	M	890
Kojonup (S)	2011	0	F	140
Kojonup (S)	2011	0	M	119
Kojonup (S)	2011	1	F	821
Kojonup (S)	2011	1	M	813
Kojonup (S)	2016	0	F	132
Kojonup (S)	2016	0	M	117
Kojonup (S)	2016	1	F	743
Kojonup (S)	2016	1	M	781
Kondinin (S)	2006	0	F	44
Kondinin (S)	2006	0	M	48
Kondinin (S)	2006	1	F	387
Kondinin (S)	2006	1	M	455
Kondinin (S)	2011	0	F	62
Kondinin (S)	2011	0	M	71
Kondinin (S)	2011	1	F	371
Kondinin (S)	2011	1	M	469
Kondinin (S)	2016	0	F	58
Kondinin (S)	2016	0	M	66
Kondinin (S)	2016	1	F	301
Kondinin (S)	2016	1	M	371
Koorda (S)	2006	0	F	18
Koorda (S)	2006	0	M	16
Koorda (S)	2006	1	F	173
Koorda (S)	2006	1	M	201
Koorda (S)	2011	0	F	26
Koorda (S)	2011	0	M	18
Koorda (S)	2011	1	F	166
Koorda (S)	2011	1	M	211
Koorda (S)	2016	0	F	26
Koorda (S)	2016	0	M	20
Koorda (S)	2016	1	F	158
Koorda (S)	2016	1	M	181
Kulin (S)	2006	0	F	45
Kulin (S)	2006	0	M	31
Kulin (S)	2006	1	F	356
Kulin (S)	2006	1	M	407
Kulin (S)	2011	0	F	46
Kulin (S)	2011	0	M	38
Kulin (S)	2011	1	F	334
Kulin (S)	2011	1	M	385
Kulin (S)	2016	0	F	36
Kulin (S)	2016	0	M	34
Kulin (S)	2016	1	F	300
Kulin (S)	2016	1	M	330
Kwinana (C)	2006	0	F	2934
Kwinana (C)	2006	0	M	3000
Kwinana (C)	2006	1	F	7174
Kwinana (C)	2006	1	M	7778
Kwinana (C)	2011	0	F	4057
Kwinana (C)	2011	0	M	4588
Kwinana (C)	2011	1	F	9223
Kwinana (C)	2011	1	M	9025
Kwinana (C)	2016	0	F	6659
Kwinana (C)	2016	0	M	6730
Kwinana (C)	2016	1	F	10858
Kwinana (C)	2016	1	M	11684
Lake Grace (S)	2006	0	F	72
Lake Grace (S)	2006	0	M	81
Lake Grace (S)	2006	1	F	559
Lake Grace (S)	2006	1	M	675
Lake Grace (S)	2011	0	F	86
Lake Grace (S)	2011	0	M	92
Lake Grace (S)	2011	1	F	533
Lake Grace (S)	2011	1	M	594
Lake Grace (S)	2016	0	F	73
Lake Grace (S)	2016	0	M	67
Lake Grace (S)	2016	1	F	466
Lake Grace (S)	2016	1	M	530
Laverton (S)	2006	0	F	38
Laverton (S)	2006	0	M	86
Laverton (S)	2006	1	F	222
Laverton (S)	2006	1	M	333
Laverton (S)	2011	0	F	53
Laverton (S)	2011	0	M	190
Laverton (S)	2011	1	F	290
Laverton (S)	2011	1	M	562
Laverton (S)	2016	0	F	47
Laverton (S)	2016	0	M	187
Laverton (S)	2016	1	F	266
Laverton (S)	2016	1	M	444
Leonora (S)	2006	0	F	124
Leonora (S)	2006	0	M	174
Leonora (S)	2006	1	F	411
Leonora (S)	2006	1	M	601
Leonora (S)	2011	0	F	198
Leonora (S)	2011	0	M	397
Leonora (S)	2011	1	F	495
Leonora (S)	2011	1	M	881
Leonora (S)	2016	0	F	89
Leonora (S)	2016	0	M	165
Leonora (S)	2016	1	F	325
Leonora (S)	2016	1	M	487
Mandurah (C)	2006	0	F	6190
Mandurah (C)	2006	0	M	5670
Mandurah (C)	2006	1	F	20023
Mandurah (C)	2006	1	M	19286
Mandurah (C)	2011	0	F	9202
Mandurah (C)	2011	0	M	8422
Mandurah (C)	2011	1	F	24504
Mandurah (C)	2011	1	M	23200
Mandurah (C)	2016	0	F	11725
Mandurah (C)	2016	0	M	10495
Mandurah (C)	2016	1	F	27097
Mandurah (C)	2016	1	M	25792
Manjimup (S)	2006	0	F	703
Manjimup (S)	2006	0	M	640
Manjimup (S)	2006	1	F	3601
Manjimup (S)	2006	1	M	3696
Manjimup (S)	2011	0	F	713
Manjimup (S)	2011	0	M	698
Manjimup (S)	2011	1	F	3614
Manjimup (S)	2011	1	M	3701
Manjimup (S)	2016	0	F	712
Manjimup (S)	2016	0	M	674
Manjimup (S)	2016	1	F	3383
Manjimup (S)	2016	1	M	3504
Meekatharra (S)	2006	0	F	38
Meekatharra (S)	2006	0	M	51
Meekatharra (S)	2006	1	F	379
Meekatharra (S)	2006	1	M	408
Meekatharra (S)	2011	0	F	63
Meekatharra (S)	2011	0	M	122
Meekatharra (S)	2011	1	F	398
Meekatharra (S)	2011	1	M	542
Meekatharra (S)	2016	0	F	52
Meekatharra (S)	2016	0	M	97
Meekatharra (S)	2016	1	F	269
Meekatharra (S)	2016	1	M	398
Melville (C)	2006	0	F	15504
Melville (C)	2006	0	M	13957
Melville (C)	2006	1	F	30431
Melville (C)	2006	1	M	27560
Melville (C)	2011	0	F	16968
Melville (C)	2011	0	M	15675
Melville (C)	2011	1	F	30576
Melville (C)	2011	1	M	28185
Melville (C)	2016	0	F	17719
Melville (C)	2016	0	M	16088
Melville (C)	2016	1	F	30692
Melville (C)	2016	1	M	28885
Menzies (S)	2006	0	F	4
Menzies (S)	2006	0	M	9
Menzies (S)	2006	1	F	90
Menzies (S)	2006	1	M	110
Menzies (S)	2011	0	F	11
Menzies (S)	2011	0	M	9
Menzies (S)	2011	1	F	169
Menzies (S)	2011	1	M	182
Menzies (S)	2016	0	F	17
Menzies (S)	2016	0	M	57
Menzies (S)	2016	1	F	142
Menzies (S)	2016	1	M	211
Merredin (S)	2006	0	F	186
Merredin (S)	2006	0	M	192
Merredin (S)	2006	1	F	1292
Merredin (S)	2006	1	M	1347
Merredin (S)	2011	0	F	183
Merredin (S)	2011	0	M	299
Merredin (S)	2011	1	F	1270
Merredin (S)	2011	1	M	1346
Merredin (S)	2016	0	F	202
Merredin (S)	2016	0	M	316
Merredin (S)	2016	1	F	1252
Merredin (S)	2016	1	M	1301
Mingenew (S)	2006	0	F	13
Mingenew (S)	2006	0	M	15
Mingenew (S)	2006	1	F	183
Mingenew (S)	2006	1	M	219
Mingenew (S)	2011	0	F	24
Mingenew (S)	2011	0	M	15
Mingenew (S)	2011	1	F	195
Mingenew (S)	2011	1	M	230
Mingenew (S)	2016	0	F	19
Mingenew (S)	2016	0	M	21
Mingenew (S)	2016	1	F	157
Mingenew (S)	2016	1	M	212
Moora (S)	2006	0	F	121
Moora (S)	2006	0	M	127
Moora (S)	2006	1	F	1000
Moora (S)	2006	1	M	1037
Moora (S)	2011	0	F	162
Moora (S)	2011	0	M	134
Moora (S)	2011	1	F	1008
Moora (S)	2011	1	M	1037
Moora (S)	2016	0	F	127
Moora (S)	2016	0	M	130
Moora (S)	2016	1	F	890
Moora (S)	2016	1	M	982
Morawa (S)	2006	0	F	39
Morawa (S)	2006	0	M	37
Morawa (S)	2006	1	F	328
Morawa (S)	2006	1	M	378
Morawa (S)	2011	0	F	50
Morawa (S)	2011	0	M	43
Morawa (S)	2011	1	F	340
Morawa (S)	2011	1	M	383
Morawa (S)	2016	0	F	35
Morawa (S)	2016	0	M	37
Morawa (S)	2016	1	F	278
Morawa (S)	2016	1	M	325
Mosman Park (T)	2006	0	F	1287
Mosman Park (T)	2006	0	M	1090
Mosman Park (T)	2006	1	F	2821
Mosman Park (T)	2006	1	M	2313
Mosman Park (T)	2011	0	F	1526
Mosman Park (T)	2011	0	M	1274
Mosman Park (T)	2011	1	F	2858
Mosman Park (T)	2011	1	M	2411
Mosman Park (T)	2016	0	F	1512
Mosman Park (T)	2016	0	M	1284
Mosman Park (T)	2016	1	F	2816
Mosman Park (T)	2016	1	M	2408
Mount Magnet (S)	2006	0	F	21
Mount Magnet (S)	2006	0	M	25
Mount Magnet (S)	2006	1	F	159
Mount Magnet (S)	2006	1	M	165
Mount Magnet (S)	2011	0	F	44
Mount Magnet (S)	2011	0	M	48
Mount Magnet (S)	2011	1	F	224
Mount Magnet (S)	2011	1	M	278
Mount Magnet (S)	2016	0	F	35
Mount Magnet (S)	2016	0	M	30
Mount Magnet (S)	2016	1	F	130
Mount Magnet (S)	2016	1	M	164
Mount Marshall (S)	2006	0	F	21
Mount Marshall (S)	2006	0	M	32
Mount Marshall (S)	2006	1	F	244
Mount Marshall (S)	2006	1	M	296
Mount Marshall (S)	2011	0	F	22
Mount Marshall (S)	2011	0	M	16
Mount Marshall (S)	2011	1	F	195
Mount Marshall (S)	2011	1	M	242
Mount Marshall (S)	2016	0	F	26
Mount Marshall (S)	2016	0	M	26
Mount Marshall (S)	2016	1	F	191
Mount Marshall (S)	2016	1	M	233
Mukinbudin (S)	2006	0	F	24
Mukinbudin (S)	2006	0	M	26
Mukinbudin (S)	2006	1	F	247
Mukinbudin (S)	2006	1	M	244
Mukinbudin (S)	2011	0	F	23
Mukinbudin (S)	2011	0	M	22
Mukinbudin (S)	2011	1	F	206
Mukinbudin (S)	2011	1	M	222
Mukinbudin (S)	2016	0	F	27
Mukinbudin (S)	2016	0	M	30
Mukinbudin (S)	2016	1	F	208
Mukinbudin (S)	2016	1	M	238
Mundaring (S)	2006	0	F	4243
Mundaring (S)	2006	0	M	4300
Mundaring (S)	2006	1	F	12045
Mundaring (S)	2006	1	M	12599
Mundaring (S)	2011	0	F	4424
Mundaring (S)	2011	0	M	5565
Mundaring (S)	2011	1	F	12411
Mundaring (S)	2011	1	M	12223
Mundaring (S)	2016	0	F	4529
Mundaring (S)	2016	0	M	4731
Mundaring (S)	2016	1	F	12715
Mundaring (S)	2016	1	M	14059
Murchison (S)	2006	0	F	0
Murchison (S)	2006	0	M	3
Murchison (S)	2006	1	F	43
Murchison (S)	2006	1	M	59
Murchison (S)	2011	0	F	4
Murchison (S)	2011	0	M	9
Murchison (S)	2011	1	F	42
Murchison (S)	2011	1	M	47
Murchison (S)	2016	0	F	6
Murchison (S)	2016	0	M	3
Murchison (S)	2016	1	F	44
Murchison (S)	2016	1	M	48
Murray (S)	2006	0	F	1124
Murray (S)	2006	0	M	1110
Murray (S)	2006	1	F	4295
Murray (S)	2006	1	M	4410
Murray (S)	2011	0	F	1315
Murray (S)	2011	0	M	1335
Murray (S)	2011	1	F	5244
Murray (S)	2011	1	M	5349
Murray (S)	2016	0	F	1530
Murray (S)	2016	0	M	1468
Murray (S)	2016	1	F	6091
Murray (S)	2016	1	M	6095
Nannup (S)	2006	0	F	122
Nannup (S)	2006	0	M	116
Nannup (S)	2006	1	F	402
Nannup (S)	2006	1	M	479
Nannup (S)	2011	0	F	136
Nannup (S)	2011	0	M	137
Nannup (S)	2011	1	F	423
Nannup (S)	2011	1	M	506
Nannup (S)	2016	0	F	142
Nannup (S)	2016	0	M	136
Nannup (S)	2016	1	F	438
Nannup (S)	2016	1	M	480
Narembeen (S)	2006	0	F	60
Narembeen (S)	2006	0	M	50
Narembeen (S)	2006	1	F	348
Narembeen (S)	2006	1	M	394
Narembeen (S)	2011	0	F	51
Narembeen (S)	2011	0	M	40
Narembeen (S)	2011	1	F	319
Narembeen (S)	2011	1	M	352
Narembeen (S)	2016	0	F	61
Narembeen (S)	2016	0	M	42
Narembeen (S)	2016	1	F	299
Narembeen (S)	2016	1	M	331
Narrogin (S)	2006	0	F	329
Narrogin (S)	2006	0	M	286
Narrogin (S)	2006	1	F	2146
Narrogin (S)	2006	1	M	2059
Narrogin (S)	2011	0	F	358
Narrogin (S)	2011	0	M	341
Narrogin (S)	2011	1	F	2122
Narrogin (S)	2011	1	M	2043
Narrogin (S)	2016	0	F	406
Narrogin (S)	2016	0	M	337
Narrogin (S)	2016	1	F	1907
Narrogin (S)	2016	1	M	1865
Nedlands (C)	2006	0	F	3038
Nedlands (C)	2006	0	M	2840
Nedlands (C)	2006	1	F	6690
Nedlands (C)	2006	1	M	6226
Nedlands (C)	2011	0	F	3474
Nedlands (C)	2011	0	M	3252
Nedlands (C)	2011	1	F	6677
Nedlands (C)	2011	1	M	6307
Nedlands (C)	2016	0	F	3475
Nedlands (C)	2016	0	M	3235
Nedlands (C)	2016	1	F	6741
Nedlands (C)	2016	1	M	6700
Ngaanyatjarraku (S)	2006	0	F	3
Ngaanyatjarraku (S)	2006	0	M	4
Ngaanyatjarraku (S)	2006	1	F	692
Ngaanyatjarraku (S)	2006	1	M	617
Ngaanyatjarraku (S)	2011	0	F	6
Ngaanyatjarraku (S)	2011	0	M	7
Ngaanyatjarraku (S)	2011	1	F	725
Ngaanyatjarraku (S)	2011	1	M	682
Ngaanyatjarraku (S)	2016	0	F	33
Ngaanyatjarraku (S)	2016	0	M	28
Ngaanyatjarraku (S)	2016	1	F	733
Ngaanyatjarraku (S)	2016	1	M	699
Northam (S)	2006	0	F	779
Northam (S)	2006	0	M	692
Northam (S)	2006	1	F	3776
Northam (S)	2006	1	M	3756
Northam (S)	2011	0	F	920
Northam (S)	2011	0	M	776
Northam (S)	2011	1	F	4001
Northam (S)	2011	1	M	3955
Northam (S)	2016	0	F	959
Northam (S)	2016	0	M	1256
Northam (S)	2016	1	F	3875
Northam (S)	2016	1	M	3869
Northampton (S)	2006	0	F	201
Northampton (S)	2006	0	M	188
Northampton (S)	2006	1	F	1252
Northampton (S)	2006	1	M	1338
Northampton (S)	2011	0	F	234
Northampton (S)	2011	0	M	194
Northampton (S)	2011	1	F	1238
Northampton (S)	2011	1	M	1327
Northampton (S)	2016	0	F	224
Northampton (S)	2016	0	M	180
Northampton (S)	2016	1	F	1175
Northampton (S)	2016	1	M	1331
Nungarin (S)	2006	0	F	13
Nungarin (S)	2006	0	M	14
Nungarin (S)	2006	1	F	100
Nungarin (S)	2006	1	M	105
Nungarin (S)	2011	0	F	6
Nungarin (S)	2011	0	M	18
Nungarin (S)	2011	1	F	91
Nungarin (S)	2011	1	M	100
Nungarin (S)	2016	0	F	15
Nungarin (S)	2016	0	M	20
Nungarin (S)	2016	1	F	101
Nungarin (S)	2016	1	M	102
Peppermint Grove (S)	2006	0	F	199
Peppermint Grove (S)	2006	0	M	147
Peppermint Grove (S)	2006	1	F	641
Peppermint Grove (S)	2006	1	M	481
Peppermint Grove (S)	2011	0	F	211
Peppermint Grove (S)	2011	0	M	161
Peppermint Grove (S)	2011	1	F	562
Peppermint Grove (S)	2011	1	M	470
Peppermint Grove (S)	2016	0	F	235
Peppermint Grove (S)	2016	0	M	186
Peppermint Grove (S)	2016	1	F	644
Peppermint Grove (S)	2016	1	M	456
Perenjori (S)	2006	0	F	16
Perenjori (S)	2006	0	M	23
Perenjori (S)	2006	1	F	224
Perenjori (S)	2006	1	M	232
Perenjori (S)	2011	0	F	42
Perenjori (S)	2011	0	M	121
Perenjori (S)	2011	1	F	244
Perenjori (S)	2011	1	M	424
Perenjori (S)	2016	0	F	26
Perenjori (S)	2016	0	M	54
Perenjori (S)	2016	1	F	174
Perenjori (S)	2016	1	M	290
Perth (C)	2006	0	F	2281
Perth (C)	2006	0	M	2785
Perth (C)	2006	1	F	1737
Perth (C)	2006	1	M	2126
Perth (C)	2011	0	F	3997
Perth (C)	2011	0	M	4627
Perth (C)	2011	1	F	2328
Perth (C)	2011	1	M	3000
Perth (C)	2016	0	F	5761
Perth (C)	2016	0	M	5946
Perth (C)	2016	1	F	2907
Perth (C)	2016	1	M	3588
Pingelly (S)	2006	0	F	85
Pingelly (S)	2006	0	M	76
Pingelly (S)	2006	1	F	435
Pingelly (S)	2006	1	M	451
Pingelly (S)	2011	0	F	89
Pingelly (S)	2011	0	M	75
Pingelly (S)	2011	1	F	452
Pingelly (S)	2011	1	M	490
Pingelly (S)	2016	0	F	77
Pingelly (S)	2016	0	M	80
Pingelly (S)	2016	1	F	417
Pingelly (S)	2016	1	M	435
Plantagenet (S)	2006	0	F	420
Plantagenet (S)	2006	0	M	386
Plantagenet (S)	2006	1	F	1640
Plantagenet (S)	2006	1	M	1699
Plantagenet (S)	2011	0	F	493
Plantagenet (S)	2011	0	M	513
Plantagenet (S)	2011	1	F	1769
Plantagenet (S)	2011	1	M	1835
Plantagenet (S)	2016	0	F	490
Plantagenet (S)	2016	0	M	488
Plantagenet (S)	2016	1	F	1752
Plantagenet (S)	2016	1	M	1874
Port Hedland (T)	2006	0	F	777
Port Hedland (T)	2006	0	M	945
Port Hedland (T)	2006	1	F	3250
Port Hedland (T)	2006	1	M	3704
Port Hedland (T)	2011	0	F	1126
Port Hedland (T)	2011	0	M	1515
Port Hedland (T)	2011	1	F	4105
Port Hedland (T)	2011	1	M	5153
Port Hedland (T)	2016	0	F	1416
Port Hedland (T)	2016	0	M	1541
Port Hedland (T)	2016	1	F	4226
Port Hedland (T)	2016	1	M	4913
Quairading (S)	2006	0	F	46
Quairading (S)	2006	0	M	49
Quairading (S)	2006	1	F	415
Quairading (S)	2006	1	M	433
Quairading (S)	2011	0	F	50
Quairading (S)	2011	0	M	48
Quairading (S)	2011	1	F	468
Quairading (S)	2011	1	M	437
Quairading (S)	2016	0	F	58
Quairading (S)	2016	0	M	55
Quairading (S)	2016	1	F	397
Quairading (S)	2016	1	M	370
Ravensthorpe (S)	2006	0	F	106
Ravensthorpe (S)	2006	0	M	238
Ravensthorpe (S)	2006	1	F	619
Ravensthorpe (S)	2006	1	M	855
Ravensthorpe (S)	2011	0	F	160
Ravensthorpe (S)	2011	0	M	199
Ravensthorpe (S)	2011	1	F	726
Ravensthorpe (S)	2011	1	M	893
Ravensthorpe (S)	2016	0	F	146
Ravensthorpe (S)	2016	0	M	147
Ravensthorpe (S)	2016	1	F	546
Ravensthorpe (S)	2016	1	M	667
Rockingham (C)	2006	0	F	12094
Rockingham (C)	2006	0	M	11680
Rockingham (C)	2006	1	F	27239
Rockingham (C)	2006	1	M	26776
Rockingham (C)	2011	0	F	16636
Rockingham (C)	2011	0	M	16093
Rockingham (C)	2011	1	F	32996
Rockingham (C)	2011	1	M	32438
Rockingham (C)	2016	0	F	20347
Rockingham (C)	2016	0	M	19304
Rockingham (C)	2016	1	F	38213
Rockingham (C)	2016	1	M	37572
Sandstone (S)	2006	0	F	7
Sandstone (S)	2006	0	M	8
Sandstone (S)	2006	1	F	39
Sandstone (S)	2006	1	M	44
Sandstone (S)	2011	0	F	6
Sandstone (S)	2011	0	M	12
Sandstone (S)	2011	1	F	43
Sandstone (S)	2011	1	M	32
Sandstone (S)	2016	0	F	4
Sandstone (S)	2016	0	M	6
Sandstone (S)	2016	1	F	26
Sandstone (S)	2016	1	M	35
Serpentine-Jarrahdale (S)	2006	0	F	1516
Serpentine-Jarrahdale (S)	2006	0	M	1513
Serpentine-Jarrahdale (S)	2006	1	F	4501
Serpentine-Jarrahdale (S)	2006	1	M	4766
Serpentine-Jarrahdale (S)	2011	0	F	2092
Serpentine-Jarrahdale (S)	2011	0	M	2201
Serpentine-Jarrahdale (S)	2011	1	F	6264
Serpentine-Jarrahdale (S)	2011	1	M	6380
Serpentine-Jarrahdale (S)	2016	0	F	3420
Serpentine-Jarrahdale (S)	2016	0	M	3371
Serpentine-Jarrahdale (S)	2016	1	F	8999
Serpentine-Jarrahdale (S)	2016	1	M	9335
Shark Bay (S)	2006	0	F	63
Shark Bay (S)	2006	0	M	76
Shark Bay (S)	2006	1	F	284
Shark Bay (S)	2006	1	M	312
Shark Bay (S)	2011	0	F	72
Shark Bay (S)	2011	0	M	79
Shark Bay (S)	2011	1	F	302
Shark Bay (S)	2011	1	M	355
Shark Bay (S)	2016	0	F	87
Shark Bay (S)	2016	0	M	89
Shark Bay (S)	2016	1	F	306
Shark Bay (S)	2016	1	M	363
South Perth (C)	2006	0	F	6335
South Perth (C)	2006	0	M	5989
South Perth (C)	2006	1	F	11739
South Perth (C)	2006	1	M	11046
South Perth (C)	2011	0	F	7398
South Perth (C)	2011	0	M	7112
South Perth (C)	2011	1	F	12179
South Perth (C)	2011	1	M	11425
South Perth (C)	2016	0	F	7780
South Perth (C)	2016	0	M	7354
South Perth (C)	2016	1	F	12171
South Perth (C)	2016	1	M	11757
Stirling (C)	2006	0	F	29178
Stirling (C)	2006	0	M	27432
Stirling (C)	2006	1	F	55068
Stirling (C)	2006	1	M	51107
Stirling (C)	2011	0	F	35508
Stirling (C)	2011	0	M	34495
Stirling (C)	2011	1	F	58080
Stirling (C)	2011	1	M	54789
Stirling (C)	2016	0	F	40460
Stirling (C)	2016	0	M	38902
Stirling (C)	2016	1	F	59829
Stirling (C)	2016	1	M	56702
Subiaco (C)	2006	0	F	2779
Subiaco (C)	2006	0	M	2666
Subiaco (C)	2006	1	F	4928
Subiaco (C)	2006	1	M	4524
Subiaco (C)	2011	0	F	3493
Subiaco (C)	2011	0	M	3266
Subiaco (C)	2011	1	F	5008
Subiaco (C)	2011	1	M	4639
Subiaco (C)	2016	0	F	3910
Subiaco (C)	2016	0	M	3837
Subiaco (C)	2016	1	F	5339
Subiaco (C)	2016	1	M	4922
Swan (C)	2006	0	F	13136
Swan (C)	2006	0	M	12655
Swan (C)	2006	1	F	30533
Swan (C)	2006	1	M	30137
Swan (C)	2011	0	F	16733
Swan (C)	2011	0	M	15996
Swan (C)	2011	1	F	34757
Swan (C)	2011	1	M	34759
Swan (C)	2016	0	F	22480
Swan (C)	2016	0	M	21572
Swan (C)	2016	1	F	40311
Swan (C)	2016	1	M	40253
Tammin (S)	2006	0	F	21
Tammin (S)	2006	0	M	16
Tammin (S)	2006	1	F	151
Tammin (S)	2006	1	M	178
Tammin (S)	2011	0	F	21
Tammin (S)	2011	0	M	25
Tammin (S)	2011	1	F	147
Tammin (S)	2011	1	M	193
Tammin (S)	2016	0	F	20
Tammin (S)	2016	0	M	24
Tammin (S)	2016	1	F	142
Tammin (S)	2016	1	M	165
Three Springs (S)	2006	0	F	36
Three Springs (S)	2006	0	M	52
Three Springs (S)	2006	1	F	260
Three Springs (S)	2006	1	M	274
Three Springs (S)	2011	0	F	46
Three Springs (S)	2011	0	M	55
Three Springs (S)	2011	1	F	234
Three Springs (S)	2011	1	M	245
Three Springs (S)	2016	0	F	54
Three Springs (S)	2016	0	M	48
Three Springs (S)	2016	1	F	212
Three Springs (S)	2016	1	M	236
Toodyay (S)	2006	0	F	419
Toodyay (S)	2006	0	M	422
Toodyay (S)	2006	1	F	1462
Toodyay (S)	2006	1	M	1507
Toodyay (S)	2011	0	F	484
Toodyay (S)	2011	0	M	467
Toodyay (S)	2011	1	F	1572
Toodyay (S)	2011	1	M	1511
Toodyay (S)	2016	0	F	475
Toodyay (S)	2016	0	M	474
Toodyay (S)	2016	1	F	1480
Toodyay (S)	2016	1	M	1509
Trayning (S)	2006	0	F	26
Trayning (S)	2006	0	M	20
Trayning (S)	2006	1	F	146
Trayning (S)	2006	1	M	176
Trayning (S)	2011	0	F	26
Trayning (S)	2011	0	M	23
Trayning (S)	2011	1	F	133
Trayning (S)	2011	1	M	157
Trayning (S)	2016	0	F	19
Trayning (S)	2016	0	M	21
Trayning (S)	2016	1	F	107
Trayning (S)	2016	1	M	136
Upper Gascoyne (S)	2006	0	F	8
Upper Gascoyne (S)	2006	0	M	9
Upper Gascoyne (S)	2006	1	F	111
Upper Gascoyne (S)	2006	1	M	127
Upper Gascoyne (S)	2011	0	F	7
Upper Gascoyne (S)	2011	0	M	7
Upper Gascoyne (S)	2011	1	F	103
Upper Gascoyne (S)	2011	1	M	118
Upper Gascoyne (S)	2016	0	F	8
Upper Gascoyne (S)	2016	0	M	13
Upper Gascoyne (S)	2016	1	F	103
Upper Gascoyne (S)	2016	1	M	131
Victoria Park (T)	2006	0	F	4956
Victoria Park (T)	2006	0	M	4758
Victoria Park (T)	2006	1	F	7942
Victoria Park (T)	2006	1	M	7525
Victoria Park (T)	2011	0	F	6542
Victoria Park (T)	2011	0	M	6666
Victoria Park (T)	2011	1	F	8446
Victoria Park (T)	2011	1	M	8185
Victoria Park (T)	2016	0	F	7022
Victoria Park (T)	2016	0	M	7002
Victoria Park (T)	2016	1	F	9009
Victoria Park (T)	2016	1	M	8829
Victoria Plains (S)	2006	0	F	56
Victoria Plains (S)	2006	0	M	53
Victoria Plains (S)	2006	1	F	327
Victoria Plains (S)	2006	1	M	414
Victoria Plains (S)	2011	0	F	63
Victoria Plains (S)	2011	0	M	67
Victoria Plains (S)	2011	1	F	305
Victoria Plains (S)	2011	1	M	396
Victoria Plains (S)	2016	0	F	74
Victoria Plains (S)	2016	0	M	67
Victoria Plains (S)	2016	1	F	309
Victoria Plains (S)	2016	1	M	365
Vincent (C)	2006	0	F	4536
Vincent (C)	2006	0	M	4534
Vincent (C)	2006	1	F	7934
Vincent (C)	2006	1	M	7777
Vincent (C)	2011	0	F	5477
Vincent (C)	2011	0	M	5796
Vincent (C)	2011	1	F	8897
Vincent (C)	2011	1	M	8837
Vincent (C)	2016	0	F	5902
Vincent (C)	2016	0	M	5747
Vincent (C)	2016	1	F	9563
Vincent (C)	2016	1	M	9563
Wagin (S)	2006	0	F	139
Wagin (S)	2006	0	M	114
Wagin (S)	2006	1	F	727
Wagin (S)	2006	1	M	734
Wagin (S)	2011	0	F	149
Wagin (S)	2011	0	M	137
Wagin (S)	2011	1	F	720
Wagin (S)	2011	1	M	752
Wagin (S)	2016	0	F	139
Wagin (S)	2016	0	M	114
Wagin (S)	2016	1	F	695
Wagin (S)	2016	1	M	690
Wandering (S)	2006	0	F	17
Wandering (S)	2006	0	M	13
Wandering (S)	2006	1	F	123
Wandering (S)	2006	1	M	155
Wandering (S)	2011	0	F	37
Wandering (S)	2011	0	M	26
Wandering (S)	2011	1	F	166
Wandering (S)	2011	1	M	190
Wandering (S)	2016	0	F	31
