LGA_NAME16	Year	SameAddress1YearAgo	persons
Queanbeyan-Palerang Regional (A)	2006		3449
Queanbeyan-Palerang Regional (A)	2006	0	7630
Queanbeyan-Palerang Regional (A)	2006	1	37210
Queanbeyan-Palerang Regional (A)	2011		3236
Queanbeyan-Palerang Regional (A)	2011	0	7620
Queanbeyan-Palerang Regional (A)	2011	1	41484
Queanbeyan-Palerang Regional (A)	2016		5623
Queanbeyan-Palerang Regional (A)	2016	0	8043
Queanbeyan-Palerang Regional (A)	2016	1	42361
Randwick (C)	2006		12761
Randwick (C)	2006	0	21433
Randwick (C)	2006	1	85688
Randwick (C)	2011		12041
Randwick (C)	2011	0	22522
Randwick (C)	2011	1	94424
Randwick (C)	2016		15818
Randwick (C)	2016	0	26345
Randwick (C)	2016	1	98497
Richmond Valley (A)	2006		1067
Richmond Valley (A)	2006	0	3148
Richmond Valley (A)	2006	1	17099
Richmond Valley (A)	2011		1308
Richmond Valley (A)	2011	0	2934
Richmond Valley (A)	2011	1	17796
Richmond Valley (A)	2016		2322
Richmond Valley (A)	2016	0	2852
Richmond Valley (A)	2016	1	17633
Rockdale (C)	2006		8322
Rockdale (C)	2006	0	12278
Rockdale (C)	2006	1	71522
Rockdale (C)	2011		7127
Rockdale (C)	2011	0	11947
Rockdale (C)	2011	1	78265
Rockdale (C)	2016		9998
Rockdale (C)	2016	0	17198
Rockdale (C)	2016	1	82208
Ryde (C)	2006		6861
Ryde (C)	2006	0	13875
Ryde (C)	2006	1	76215
Ryde (C)	2011		5479
Ryde (C)	2011	0	15065
Ryde (C)	2011	1	82496
Ryde (C)	2016		8311
Ryde (C)	2016	0	20388
Ryde (C)	2016	1	87603
Shellharbour (C)	2006		3444
Shellharbour (C)	2006	0	7342
Shellharbour (C)	2006	1	49549
Shellharbour (C)	2011		2808
Shellharbour (C)	2011	0	7508
Shellharbour (C)	2011	1	53288
Shellharbour (C)	2016		5661
Shellharbour (C)	2016	0	8163
Shellharbour (C)	2016	1	54636
Shoalhaven (C)	2006		5282
Shoalhaven (C)	2006	0	12580
Shoalhaven (C)	2006	1	70544
Shoalhaven (C)	2011		6255
Shoalhaven (C)	2011	0	12524
Shoalhaven (C)	2011	1	74033
Shoalhaven (C)	2016		10124
Shoalhaven (C)	2016	0	13679
Shoalhaven (C)	2016	1	75847
Singleton (A)	2006		1262
Singleton (A)	2006	0	3557
Singleton (A)	2006	1	17118
Singleton (A)	2011		1194
Singleton (A)	2011	0	3325
Singleton (A)	2011	1	18176
Singleton (A)	2016		2321
Singleton (A)	2016	0	3155
Singleton (A)	2016	1	17511
Snowy Monaro Regional (A)	2006		2272
Snowy Monaro Regional (A)	2006	0	2629
Snowy Monaro Regional (A)	2006	1	14549
Snowy Monaro Regional (A)	2011		1713
Snowy Monaro Regional (A)	2011	0	2774
Snowy Monaro Regional (A)	2011	1	15204
Snowy Monaro Regional (A)	2016		2295
Snowy Monaro Regional (A)	2016	0	2719
Snowy Monaro Regional (A)	2016	1	15204
Snowy Valleys (A)	2006		897
Snowy Valleys (A)	2006	0	1826
Snowy Valleys (A)	2006	1	11606
Snowy Valleys (A)	2011		887
Snowy Valleys (A)	2011	0	1758
Snowy Valleys (A)	2011	1	11648
Snowy Valleys (A)	2016		1757
Snowy Valleys (A)	2016	0	1668
Snowy Valleys (A)	2016	1	10970
Strathfield (A)	2006		2777
Strathfield (A)	2006	0	5164
Strathfield (A)	2006	1	24039
Strathfield (A)	2011		2859
Strathfield (A)	2011	0	5280
Strathfield (A)	2011	1	27048
Strathfield (A)	2016		3642
Strathfield (A)	2016	0	7412
Strathfield (A)	2016	1	29258
Sutherland Shire (A)	2006		11455
Sutherland Shire (A)	2006	0	23620
Sutherland Shire (A)	2006	1	170374
Sutherland Shire (A)	2011		9660
Sutherland Shire (A)	2011	0	23634
Sutherland Shire (A)	2011	1	177568
Sutherland Shire (A)	2016		15667
Sutherland Shire (A)	2016	0	22778
Sutherland Shire (A)	2016	1	180019
Sydney (C)	2006		39232
Sydney (C)	2006	0	36419
Sydney (C)	2006	1	80921
Sydney (C)	2011		23991
Sydney (C)	2011	0	41468
Sydney (C)	2011	1	104047
Sydney (C)	2016		31559
Sydney (C)	2016	0	56478
Sydney (C)	2016	1	120337
Tamworth Regional (A)	2006		2829
Tamworth Regional (A)	2006	0	8521
Tamworth Regional (A)	2006	1	42242
Tamworth Regional (A)	2011		3519
Tamworth Regional (A)	2011	0	8612
Tamworth Regional (A)	2011	1	44160
Tamworth Regional (A)	2016		6310
Tamworth Regional (A)	2016	0	8839
Tamworth Regional (A)	2016	1	44514
Temora (A)	2006		268
Temora (A)	2006	0	639
Temora (A)	2006	1	4950
Temora (A)	2011		245
Temora (A)	2011	0	639
Temora (A)	2011	1	4892
Temora (A)	2016		522
Temora (A)	2016	0	691
Temora (A)	2016	1	4897
Tenterfield (A)	2006		323
Tenterfield (A)	2006	0	844
Tenterfield (A)	2006	1	5369
Tenterfield (A)	2011		459
Tenterfield (A)	2011	0	704
Tenterfield (A)	2011	1	5646
Tenterfield (A)	2016		844
Tenterfield (A)	2016	0	674
Tenterfield (A)	2016	1	5110
The Hills Shire (A)	2006		5763
The Hills Shire (A)	2006	0	15397
The Hills Shire (A)	2006	1	111496
The Hills Shire (A)	2011		5008
The Hills Shire (A)	2011	0	15662
The Hills Shire (A)	2011	1	121325
The Hills Shire (A)	2016		8798
The Hills Shire (A)	2016	0	19068
The Hills Shire (A)	2016	1	129377
Tweed (A)	2006		5202
Tweed (A)	2006	0	13035
Tweed (A)	2006	1	61083
Tweed (A)	2011		5004
Tweed (A)	2011	0	12263
Tweed (A)	2011	1	67840
Tweed (A)	2016		9168
Tweed (A)	2016	0	13446
Tweed (A)	2016	1	68757
Upper Hunter Shire (A)	2006		634
Upper Hunter Shire (A)	2006	0	1947
Upper Hunter Shire (A)	2006	1	10393
Upper Hunter Shire (A)	2011		769
Upper Hunter Shire (A)	2011	0	2063
Upper Hunter Shire (A)	2011	1	10919
Upper Hunter Shire (A)	2016		1566
Upper Hunter Shire (A)	2016	0	1745
Upper Hunter Shire (A)	2016	1	10801
Upper Lachlan Shire (A)	2006		467
Upper Lachlan Shire (A)	2006	0	645
Upper Lachlan Shire (A)	2006	1	5941
Upper Lachlan Shire (A)	2011		318
Upper Lachlan Shire (A)	2011	0	709
Upper Lachlan Shire (A)	2011	1	6165
Upper Lachlan Shire (A)	2016		736
Upper Lachlan Shire (A)	2016	0	792
Upper Lachlan Shire (A)	2016	1	6167
Uralla (A)	2006		243
Uralla (A)	2006	0	706
Uralla (A)	2006	1	4788
Uralla (A)	2011		288
Uralla (A)	2011	0	690
Uralla (A)	2011	1	5054
Uralla (A)	2016		471
Uralla (A)	2016	0	630
Uralla (A)	2016	1	4947
Wagga Wagga (C)	2006		2727
Wagga Wagga (C)	2006	0	11014
Wagga Wagga (C)	2006	1	43271
Wagga Wagga (C)	2011		2863
Wagga Wagga (C)	2011	0	10463
Wagga Wagga (C)	2011	1	46133
Wagga Wagga (C)	2016		5651
Wagga Wagga (C)	2016	0	10801
Wagga Wagga (C)	2016	1	45933
Walcha (A)	2006		127
Walcha (A)	2006	0	405
Walcha (A)	2006	1	2656
Walcha (A)	2011		107
Walcha (A)	2011	0	351
Walcha (A)	2011	1	2563
Walcha (A)	2016		391
Walcha (A)	2016	0	290
Walcha (A)	2016	1	2411
Walgett (A)	2006		610
Walgett (A)	2006	0	1031
Walgett (A)	2006	1	5301
Walgett (A)	2011		622
Walgett (A)	2011	0	730
Walgett (A)	2011	1	5101
Walgett (A)	2016		895
Walgett (A)	2016	0	692
Walgett (A)	2016	1	4520
Warren (A)	2006		153
Warren (A)	2006	0	334
Warren (A)	2006	1	2261
Warren (A)	2011		154
Warren (A)	2011	0	387
Warren (A)	2011	1	2218
Warren (A)	2016		355
Warren (A)	2016	0	220
Warren (A)	2016	1	2157
Warrumbungle Shire (A)	2006		539
Warrumbungle Shire (A)	2006	0	1312
Warrumbungle Shire (A)	2006	1	7957
Warrumbungle Shire (A)	2011		660
Warrumbungle Shire (A)	2011	0	1114
Warrumbungle Shire (A)	2011	1	7815
Warrumbungle Shire (A)	2016		1228
Warrumbungle Shire (A)	2016	0	933
Warrumbungle Shire (A)	2016	1	7223
Waverley (A)	2006		10576
Waverley (A)	2006	0	10516
Waverley (A)	2006	1	39621
Waverley (A)	2011		7737
Waverley (A)	2011	0	11635
Waverley (A)	2011	1	44113
Waverley (A)	2016		9043
Waverley (A)	2016	0	12397
Waverley (A)	2016	1	45372
Weddin (A)	2006		132
Weddin (A)	2006	0	404
Weddin (A)	2006	1	3100
Weddin (A)	2011		188
Weddin (A)	2011	0	389
Weddin (A)	2011	1	3088
Weddin (A)	2016		411
Weddin (A)	2016	0	341
Weddin (A)	2016	1	2912
Wentworth (A)	2006		418
Wentworth (A)	2006	0	831
Wentworth (A)	2006	1	5529
Wentworth (A)	2011		382
Wentworth (A)	2011	0	823
Wentworth (A)	2011	1	5405
Wentworth (A)	2016		795
Wentworth (A)	2016	0	796
Wentworth (A)	2016	1	5203
Western Plains Regional (A)	2006		3570
Western Plains Regional (A)	2006	0	7267
Western Plains Regional (A)	2006	1	35129
Western Plains Regional (A)	2011		3267
Western Plains Regional (A)	2011	0	6943
Western Plains Regional (A)	2011	1	37087
Western Plains Regional (A)	2016		6229
Western Plains Regional (A)	2016	0	7300
Western Plains Regional (A)	2016	1	36548
Willoughby (C)	2006		5021
Willoughby (C)	2006	0	10742
Willoughby (C)	2006	1	47841
Willoughby (C)	2011		3906
Willoughby (C)	2011	0	10828
Willoughby (C)	2011	1	52621
Willoughby (C)	2016		5671
Willoughby (C)	2016	0	12591
Willoughby (C)	2016	1	56040
Wingecarribee (A)	2006		2579
Wingecarribee (A)	2006	0	5576
Wingecarribee (A)	2006	1	34117
Wingecarribee (A)	2011		2235
Wingecarribee (A)	2011	0	5770
Wingecarribee (A)	2011	1	36391
Wingecarribee (A)	2016		4436
Wingecarribee (A)	2016	0	6689
Wingecarribee (A)	2016	1	36757
Wollondilly (A)	2006		2313
Wollondilly (A)	2006	0	4374
Wollondilly (A)	2006	1	33657
Wollondilly (A)	2011		2099
Wollondilly (A)	2011	0	4841
Wollondilly (A)	2011	1	36321
Wollondilly (A)	2016		3670
Wollondilly (A)	2016	0	5598
Wollondilly (A)	2016	1	39251
Wollongong (C)	2006		11194
Wollongong (C)	2006	0	23590
Wollongong (C)	2006	1	149426
Wollongong (C)	2011		10059
Wollongong (C)	2011	0	24473
Wollongong (C)	2011	1	157887
Wollongong (C)	2016		16529
Wollongong (C)	2016	0	26594
Wollongong (C)	2016	1	160507
Woollahra (A)	2006		6775
Woollahra (A)	2006	0	8835
Woollahra (A)	2006	1	34552
Woollahra (A)	2011		6033
Woollahra (A)	2011	0	9118
Woollahra (A)	2011	1	37008
Woollahra (A)	2016		6549
Woollahra (A)	2016	0	9839
Woollahra (A)	2016	1	37852
Yass Valley (A)	2006		623
Yass Valley (A)	2006	0	1829
Yass Valley (A)	2006	1	10681
Yass Valley (A)	2011		897
Yass Valley (A)	2011	0	1935
Yass Valley (A)	2011	1	12188
Yass Valley (A)	2016		1357
Yass Valley (A)	2016	0	1978
Yass Valley (A)	2016	1	12807
Unincorporated NSW	2006		46
Unincorporated NSW	2006	0	145
Unincorporated NSW	2006	1	864
Unincorporated NSW	2011		43
Unincorporated NSW	2011	0	111
Unincorporated NSW	2011	1	903
Unincorporated NSW	2016		139
Unincorporated NSW	2016	0	99
Unincorporated NSW	2016	1	818
No usual address (NSW)	2006	0	6948
No usual address (NSW)	2006	1	1800
No usual address (NSW)	2011	0	7743
No usual address (NSW)	2011	1	2145
No usual address (NSW)	2016	0	6200
No usual address (NSW)	2016	1	2420
Migratory - Offshore - Shipping (NSW)	2006	0	12
Migratory - Offshore - Shipping (NSW)	2006	1	39
Migratory - Offshore - Shipping (NSW)	2011	0	13
Migratory - Offshore - Shipping (NSW)	2011	1	93
Migratory - Offshore - Shipping (NSW)	2016	0	43
Migratory - Offshore - Shipping (NSW)	2016	1	322
Alpine (S)	2006		673
Alpine (S)	2006	0	1544
Alpine (S)	2006	1	9780
Alpine (S)	2011		534
Alpine (S)	2011	0	1377
Alpine (S)	2011	1	9969
Alpine (S)	2016		1202
Alpine (S)	2016	0	1418
Alpine (S)	2016	1	9717
Ararat (RC)	2006		825
Ararat (RC)	2006	0	1246
Ararat (RC)	2006	1	9185
Ararat (RC)	2011		908
Ararat (RC)	2011	0	1307
Ararat (RC)	2011	1	8969
Ararat (RC)	2016		1707
Ararat (RC)	2016	0	1315
Ararat (RC)	2016	1	8578
Ballarat (C)	2006		5118
Ballarat (C)	2006	0	14577
Ballarat (C)	2006	1	65501
Ballarat (C)	2011		5213
Ballarat (C)	2011	0	15525
Ballarat (C)	2011	1	72763
Ballarat (C)	2016		9494
Ballarat (C)	2016	0	15741
Ballarat (C)	2016	1	76451
Banyule (C)	2006		6202
Banyule (C)	2006	0	13243
Banyule (C)	2006	1	95424
Banyule (C)	2011		5553
Banyule (C)	2011	0	13430
Banyule (C)	2011	1	99325
Banyule (C)	2016		9662
Banyule (C)	2016	0	14661
Banyule (C)	2016	1	97542
Bass Coast (S)	2006		2212
Bass Coast (S)	2006	0	3773
Bass Coast (S)	2006	1	20560
Bass Coast (S)	2011		1897
Bass Coast (S)	2011	0	4700
Bass Coast (S)	2011	1	23019
Bass Coast (S)	2016		3128
Bass Coast (S)	2016	0	4954
Bass Coast (S)	2016	1	24722
Baw Baw (S)	2006		1794
Baw Baw (S)	2006	0	4988
Baw Baw (S)	2006	1	30396
Baw Baw (S)	2011		2098
Baw Baw (S)	2011	0	6018
Baw Baw (S)	2011	1	34747
Baw Baw (S)	2016		4659
Baw Baw (S)	2016	0	6575
Baw Baw (S)	2016	1	37245
Bayside (C)	2006		5396
Bayside (C)	2006	0	10888
Bayside (C)	2006	1	71653
Bayside (C)	2011		4908
Bayside (C)	2011	0	11495
Bayside (C)	2011	1	75410
Bayside (C)	2016		8009
Bayside (C)	2016	0	13149
Bayside (C)	2016	1	75929
Benalla (RC)	2006		612
Benalla (RC)	2006	0	1843
Benalla (RC)	2006	1	11069
Benalla (RC)	2011		566
Benalla (RC)	2011	0	1833
Benalla (RC)	2011	1	11249
Benalla (RC)	2016		1417
Benalla (RC)	2016	0	1678
Benalla (RC)	2016	1	10766
Boroondara (C)	2006		8675
Boroondara (C)	2006	0	22274
Boroondara (C)	2006	1	123505
Boroondara (C)	2011		7255
Boroondara (C)	2011	0	22868
Boroondara (C)	2011	1	129061
Boroondara (C)	2016		12667
Boroondara (C)	2016	0	26540
Boroondara (C)	2016	1	128024
Brimbank (C)	2006		11698
Brimbank (C)	2006	0	17214
Brimbank (C)	2006	1	139309
Brimbank (C)	2011		12929
Brimbank (C)	2011	0	19616
Brimbank (C)	2011	1	150191
Brimbank (C)	2016		17199
Brimbank (C)	2016	0	22014
Brimbank (C)	2016	1	155106
Buloke (S)	2006		291
Buloke (S)	2006	0	644
Buloke (S)	2006	1	5915
Buloke (S)	2011		264
Buloke (S)	2011	0	645
Buloke (S)	2011	1	5474
Buloke (S)	2016		692
Buloke (S)	2016	0	541
Buloke (S)	2016	1	4968
Campaspe (S)	2006		1893
Campaspe (S)	2006	0	4962
Campaspe (S)	2006	1	29354
Campaspe (S)	2011		1959
Campaspe (S)	2011	0	4479
Campaspe (S)	2011	1	29926
Campaspe (S)	2016		3628
Campaspe (S)	2016	0	4004
Campaspe (S)	2016	1	29429
Cardinia (S)	2006		3443
Cardinia (S)	2006	0	8380
Cardinia (S)	2006	1	45293
Cardinia (S)	2011		3923
Cardinia (S)	2011	0	12140
Cardinia (S)	2011	1	58112
Cardinia (S)	2016		8301
Cardinia (S)	2016	0	13961
Cardinia (S)	2016	1	71866
Casey (C)	2006		13625
Casey (C)	2006	0	28840
Casey (C)	2006	1	172497
Casey (C)	2011		12164
Casey (C)	2011	0	31669
Casey (C)	2011	1	208547
Casey (C)	2016		24321
Casey (C)	2016	0	40366
Casey (C)	2016	1	234614
Central Goldfields (S)	2006		526
Central Goldfields (S)	2006	0	1425
Central Goldfields (S)	2006	1	10373
Central Goldfields (S)	2011		631
Central Goldfields (S)	2011	0	1346
Central Goldfields (S)	2011	1	10519
Central Goldfields (S)	2016		1164
Central Goldfields (S)	2016	0	1479
Central Goldfields (S)	2016	1	10352
Colac-Otway (S)	2006		1077
Colac-Otway (S)	2006	0	2402
Colac-Otway (S)	2006	1	16817
Colac-Otway (S)	2011		1030
Colac-Otway (S)	2011	0	2313
Colac-Otway (S)	2011	1	17004
Colac-Otway (S)	2016		1928
Colac-Otway (S)	2016	0	2441
Colac-Otway (S)	2016	1	16603
Corangamite (S)	2006		823
Corangamite (S)	2006	0	1799
Corangamite (S)	2006	1	13997
Corangamite (S)	2011		735
Corangamite (S)	2011	0	1707
Corangamite (S)	2011	1	13935
Corangamite (S)	2016		1602
Corangamite (S)	2016	0	1549
Corangamite (S)	2016	1	12900
Darebin (C)	2006		10754
Darebin (C)	2006	0	18083
Darebin (C)	2006	1	99226
Darebin (C)	2011		9405
Darebin (C)	2011	0	19641
Darebin (C)	2011	1	107428
Darebin (C)	2016		14277
Darebin (C)	2016	0	23781
Darebin (C)	2016	1	108661
East Gippsland (S)	2006		2243
East Gippsland (S)	2006	0	5344
East Gippsland (S)	2006	1	32451
East Gippsland (S)	2011		2113
East Gippsland (S)	2011	0	5755
East Gippsland (S)	2011	1	34325
East Gippsland (S)	2016		4882
East Gippsland (S)	2016	0	5532
East Gippsland (S)	2016	1	34626
Frankston (C)	2006		8656
Frankston (C)	2006	0	16622
Frankston (C)	2006	1	92525
Frankston (C)	2011		7581
Frankston (C)	2011	0	17863
Frankston (C)	2011	1	101012
Frankston (C)	2016		12978
Frankston (C)	2016	0	16894
Frankston (C)	2016	1	104271
Gannawarra (S)	2006		551
Gannawarra (S)	2006	0	1378
Gannawarra (S)	2006	1	9366
Gannawarra (S)	2011		591
Gannawarra (S)	2011	0	1138
Gannawarra (S)	2011	1	8637
Gannawarra (S)	2016		1011
Gannawarra (S)	2016	0	944
Gannawarra (S)	2016	1	8594
Glen Eira (C)	2006		9723
Glen Eira (C)	2006	0	16269
Glen Eira (C)	2006	1	98091
Glen Eira (C)	2011		7001
Glen Eira (C)	2011	0	18289
Glen Eira (C)	2011	1	105723
Glen Eira (C)	2016		10940
Glen Eira (C)	2016	0	22233
Glen Eira (C)	2016	1	107702
Glenelg (S)	2006		1009
Glenelg (S)	2006	0	2582
Glenelg (S)	2006	1	16169
Glenelg (S)	2011		1041
Glenelg (S)	2011	0	2367
Glenelg (S)	2011	1	16167
Glenelg (S)	2016		1980
Glenelg (S)	2016	0	1938
Glenelg (S)	2016	1	15639
Golden Plains (S)	2006		826
Golden Plains (S)	2006	0	1635
Golden Plains (S)	2006	1	13992
Golden Plains (S)	2011		830
Golden Plains (S)	2011	0	2068
Golden Plains (S)	2011	1	15874
Golden Plains (S)	2016		1654
Golden Plains (S)	2016	0	2107
Golden Plains (S)	2016	1	17927
Greater Bendigo (C)	2006		5081
Greater Bendigo (C)	2006	0	14611
Greater Bendigo (C)	2006	1	73562
Greater Bendigo (C)	2011		5339
Greater Bendigo (C)	2011	0	14855
Greater Bendigo (C)	2011	1	80423
Greater Bendigo (C)	2016		10726
Greater Bendigo (C)	2016	0	15484
Greater Bendigo (C)	2016	1	84267
Greater Dandenong (C)	2006		10103
Greater Dandenong (C)	2006	0	15724
Greater Dandenong (C)	2006	1	99691
Greater Dandenong (C)	2011		8191
Greater Dandenong (C)	2011	0	18081
Greater Dandenong (C)	2011	1	109333
Greater Dandenong (C)	2016		13195
Greater Dandenong (C)	2016	0	22766
Greater Dandenong (C)	2016	1	116089
Greater Geelong (C)	2006		10818
Greater Geelong (C)	2006	0	28080
Greater Geelong (C)	2006	1	158579
Greater Geelong (C)	2011		10895
Greater Geelong (C)	2011	0	29590
Greater Geelong (C)	2011	1	170388
Greater Geelong (C)	2016		22005
Greater Geelong (C)	2016	0	34133
Greater Geelong (C)	2016	1	177291
Greater Shepparton (C)	2006		3710
Greater Shepparton (C)	2006	0	8180
Greater Shepparton (C)	2006	1	45200
Greater Shepparton (C)	2011		3885
Greater Shepparton (C)	2011	0	7842
Greater Shepparton (C)	2011	1	48721
Greater Shepparton (C)	2016		7257
Greater Shepparton (C)	2016	0	8187
Greater Shepparton (C)	2016	1	48393
Hepburn (S)	2006		877
Hepburn (S)	2006	0	1588
Hepburn (S)	2006	1	11267
Hepburn (S)	2011		797
Hepburn (S)	2011	0	1709
Hepburn (S)	2011	1	11862
Hepburn (S)	2016		1672
Hepburn (S)	2016	0	1654
Hepburn (S)	2016	1	12004
Hindmarsh (S)	2006		246
Hindmarsh (S)	2006	0	639
Hindmarsh (S)	2006	1	5155
Hindmarsh (S)	2011		230
Hindmarsh (S)	2011	0	535
Hindmarsh (S)	2011	1	5032
Hindmarsh (S)	2016		510
Hindmarsh (S)	2016	0	520
Hindmarsh (S)	2016	1	4691
Hobsons Bay (C)	2006		5603
Hobsons Bay (C)	2006	0	10218
Hobsons Bay (C)	2006	1	65641
Hobsons Bay (C)	2011		5283
Hobsons Bay (C)	2011	0	10919
Hobsons Bay (C)	2011	1	67662
Hobsons Bay (C)	2016		7895
Hobsons Bay (C)	2016	0	11738
Hobsons Bay (C)	2016	1	69145
Horsham (RC)	2006		893
Horsham (RC)	2006	0	2781
Horsham (RC)	2006	1	14823
Horsham (RC)	2011		949
Horsham (RC)	2011	0	2670
Horsham (RC)	2011	1	15660
Horsham (RC)	2016		1613
Horsham (RC)	2016	0	2548
Horsham (RC)	2016	1	15481
Hume (C)	2006		10053
Hume (C)	2006	0	17475
Hume (C)	2006	1	120255
Hume (C)	2011		10015
Hume (C)	2011	0	18562
Hume (C)	2011	1	138986
Hume (C)	2016		17130
Hume (C)	2016	0	26211
Hume (C)	2016	1	154035
Indigo (S)	2006		850
Indigo (S)	2006	0	1655
Indigo (S)	2006	1	12296
Indigo (S)	2011		815
Indigo (S)	2011	0	1753
Indigo (S)	2011	1	12611
Indigo (S)	2016		1429
Indigo (S)	2016	0	1706
Indigo (S)	2016	1	12817
Kingston (C) (Vic.)	2006		8484
Kingston (C) (Vic.)	2006	0	15884
Kingston (C) (Vic.)	2006	1	110255
Kingston (C) (Vic.)	2011		7518
Kingston (C) (Vic.)	2011	0	16367
Kingston (C) (Vic.)	2011	1	118541
Kingston (C) (Vic.)	2016		12424
Kingston (C) (Vic.)	2016	0	19167
Kingston (C) (Vic.)	2016	1	119798
Knox (C)	2006		6480
Knox (C)	2006	0	14687
Knox (C)	2006	1	125572
Knox (C)	2011		5468
Knox (C)	2011	0	14258
Knox (C)	2011	1	129575
Knox (C)	2016		10795
Knox (C)	2016	0	16614
Knox (C)	2016	1	126701
Latrobe (C) (Vic.)	2006		4157
Latrobe (C) (Vic.)	2006	0	9719
Latrobe (C) (Vic.)	2006	1	55450
Latrobe (C) (Vic.)	2011		4379
Latrobe (C) (Vic.)	2011	0	9716
Latrobe (C) (Vic.)	2011	1	58300
Latrobe (C) (Vic.)	2016		8066
Latrobe (C) (Vic.)	2016	0	8728
Latrobe (C) (Vic.)	2016	1	56463
Loddon (S)	2006		351
Loddon (S)	2006	0	821
Loddon (S)	2006	1	6663
Loddon (S)	2011		443
Loddon (S)	2011	0	706
Loddon (S)	2011	1	6311
Loddon (S)	2016		920
Loddon (S)	2016	0	540
Loddon (S)	2016	1	6056
Macedon Ranges (S)	2006		2031
Macedon Ranges (S)	2006	0	4325
Macedon Ranges (S)	2006	1	32006
Macedon Ranges (S)	2011		1888
Macedon Ranges (S)	2011	0	4920
Macedon Ranges (S)	2011	1	35052
Macedon Ranges (S)	2016		4062
Macedon Ranges (S)	2016	0	5065
Macedon Ranges (S)	2016	1	36973
Manningham (C)	2006		5214
Manningham (C)	2006	0	10621
Manningham (C)	2006	1	94081
Manningham (C)	2011		4225
Manningham (C)	2011	0	10772
Manningham (C)	2011	1	96304
Manningham (C)	2016		7600
Manningham (C)	2016	0	13778
Manningham (C)	2016	1	94877
Mansfield (S)	2006		519
Mansfield (S)	2006	0	1184
Mansfield (S)	2006	1	5489
Mansfield (S)	2011		367
Mansfield (S)	2011	0	1356
Mansfield (S)	2011	1	6168
Mansfield (S)	2016		859
Mansfield (S)	2016	0	1296
Mansfield (S)	2016	1	6429
Maribyrnong (C)	2006		5852
Maribyrnong (C)	2006	0	10320
Maribyrnong (C)	2006	1	46971
Maribyrnong (C)	2011		6504
Maribyrnong (C)	2011	0	11896
Maribyrnong (C)	2011	1	53233
Maribyrnong (C)	2016		8507
Maribyrnong (C)	2016	0	14720
Maribyrnong (C)	2016	1	59061
Maroondah (C)	2006		5329
Maroondah (C)	2006	0	11619
Maroondah (C)	2006	1	82251
Maroondah (C)	2011		4175
Maroondah (C)	2011	0	12079
Maroondah (C)	2011	1	87586
Maroondah (C)	2016		8378
Maroondah (C)	2016	0	13573
Maroondah (C)	2016	1	88425
Melbourne (C)	2006		11829
Melbourne (C)	2006	0	23944
Melbourne (C)	2006	1	40374
Melbourne (C)	2011		11365
Melbourne (C)	2011	0	28168
Melbourne (C)	2011	1	54092
Melbourne (C)	2016		18678
Melbourne (C)	2016	0	46469
Melbourne (C)	2016	1	70812
Melton (C)	2006		5824
Melton (C)	2006	0	12387
Melton (C)	2006	1	60698
Melton (C)	2011		7443
Melton (C)	2011	0	14866
Melton (C)	2011	1	86949
Melton (C)	2016		13129
Melton (C)	2016	0	17375
Melton (C)	2016	1	104939
Mildura (RC)	2006		2997
Mildura (RC)	2006	0	7710
Mildura (RC)	2006	1	39107
Mildura (RC)	2011		3120
Mildura (RC)	2011	0	7246
Mildura (RC)	2011	1	40613
Mildura (RC)	2016		6106
Mildura (RC)	2016	0	7408
Mildura (RC)	2016	1	40364
Mitchell (S)	2006		1940
Mitchell (S)	2006	0	4348
Mitchell (S)	2006	1	24641
Mitchell (S)	2011		2183
Mitchell (S)	2011	0	5142
Mitchell (S)	2011	1	27312
Mitchell (S)	2016		4256
Mitchell (S)	2016	0	5630
Mitchell (S)	2016	1	31032
Moira (S)	2006		1442
Moira (S)	2006	0	3773
Moira (S)	2006	1	21868
Moira (S)	2011		1710
Moira (S)	2011	0	3772
Moira (S)	2011	1	22642
Moira (S)	2016		3003
Moira (S)	2016	0	3635
Moira (S)	2016	1	22474
Monash (C)	2006		9501
Monash (C)	2006	0	21355
Monash (C)	2006	1	130385
Monash (C)	2011		7748
Monash (C)	2011	0	23804
Monash (C)	2011	1	137732
Monash (C)	2016		13182
Monash (C)	2016	0	31354
Monash (C)	2016	1	138082
Moonee Valley (C)	2006		7239
Moonee Valley (C)	2006	0	12735
Moonee Valley (C)	2006	1	82351
Moonee Valley (C)	2011		6322
Moonee Valley (C)	2011	0	13602
Moonee Valley (C)	2011	1	87519
Moonee Valley (C)	2016		10469
Moonee Valley (C)	2016	0	16399
Moonee Valley (C)	2016	1	89803
Moorabool (S)	2006		1245
Moorabool (S)	2006	0	2994
Moorabool (S)	2006	1	21238
Moorabool (S)	2011		1384
Moorabool (S)	2011	0	3535
Moorabool (S)	2011	1	23206
Moorabool (S)	2016		2802
Moorabool (S)	2016	0	3292
Moorabool (S)	2016	1	25724
Moreland (C)	2006		10309
Moreland (C)	2006	0	19319
Moreland (C)	2006	1	106138
Moreland (C)	2011		9990
Moreland (C)	2011	0	21962
Moreland (C)	2011	1	115291
Moreland (C)	2016		14853
Moreland (C)	2016	0	28496
Moreland (C)	2016	1	119209
Mornington Peninsula (S)	2006		10838
Mornington Peninsula (S)	2006	0	18515
Mornington Peninsula (S)	2006	1	107130
Mornington Peninsula (S)	2011		8274
Mornington Peninsula (S)	2011	0	18932
