LGA_NAME16	Year	unemployment
Toowoomba (R)	2016	6.7
Torres (S)	2006	4.8
Torres (S)	2011	5.2
Torres (S)	2016	7.7
Torres Strait Island (R)	2006	3.6
Torres Strait Island (R)	2011	7.5
Torres Strait Island (R)	2016	15.9
Townsville (C)	2006	4.4
Townsville (C)	2011	5.1
Townsville (C)	2016	8.9
Weipa (T)	2006	1
Weipa (T)	2011	2.6
Weipa (T)	2016	2.6
Western Downs (R)	2006	4.3
Western Downs (R)	2011	3.6
Western Downs (R)	2016	6.3
Whitsunday (R)	2006	3.7
Whitsunday (R)	2011	4.7
Whitsunday (R)	2016	6.7
Winton (S)	2006	2.3
Winton (S)	2011	3.6
Winton (S)	2016	4.1
Woorabinda (S)	2006	5.3
Woorabinda (S)	2011	27.8
Woorabinda (S)	2016	18.1
Wujal Wujal (S)	2006	5.4
Wujal Wujal (S)	2011	18.2
Wujal Wujal (S)	2016	29.3
Yarrabah (S)	2006	8.6
Yarrabah (S)	2011	62
Yarrabah (S)	2016	45.5
No usual address (Qld)	2006	17.8
No usual address (Qld)	2011	21.3
No usual address (Qld)	2016	24.2
Migratory - Offshore - Shipping (Qld)	2006	4.9
Migratory - Offshore - Shipping (Qld)	2011	2.4
Migratory - Offshore - Shipping (Qld)	2016	5.9
Adelaide (C)	2006	7.9
Adelaide (C)	2011	9.1
Adelaide (C)	2016	11.9
Adelaide Hills (DC)	2006	3
Adelaide Hills (DC)	2011	3.6
Adelaide Hills (DC)	2016	4.4
Alexandrina (DC)	2006	5
Alexandrina (DC)	2011	5.7
Alexandrina (DC)	2016	5.8
Anangu Pitjantjatjara (AC)	2006	5.2
Anangu Pitjantjatjara (AC)	2011	11.8
Anangu Pitjantjatjara (AC)	2016	25.3
Barossa (DC)	2006	3.3
Barossa (DC)	2011	3.6
Barossa (DC)	2016	4.6
Barunga West (DC)	2006	6
Barunga West (DC)	2011	4.5
Barunga West (DC)	2016	5.8
Berri and Barmera (DC)	2006	6.6
Berri and Barmera (DC)	2011	7.4
Berri and Barmera (DC)	2016	6.8
Burnside (C)	2006	3.6
Burnside (C)	2011	4.4
Burnside (C)	2016	5.9
Campbelltown (C) (SA)	2006	4.5
Campbelltown (C) (SA)	2011	5.2
Campbelltown (C) (SA)	2016	7
Ceduna (DC)	2006	3.7
Ceduna (DC)	2011	4.6
Ceduna (DC)	2016	3.5
Charles Sturt (C)	2006	5.3
Charles Sturt (C)	2011	5.6
Charles Sturt (C)	2016	7.1
Clare and Gilbert Valleys (DC)	2006	3.2
Clare and Gilbert Valleys (DC)	2011	3.4
Clare and Gilbert Valleys (DC)	2016	3.5
Cleve (DC)	2006	2.1
Cleve (DC)	2011	1.6
Cleve (DC)	2016	2.6
Coober Pedy (DC)	2006	9.9
Coober Pedy (DC)	2011	8.8
Coober Pedy (DC)	2016	9.9
Copper Coast (DC)	2006	8.9
Copper Coast (DC)	2011	6.8
Copper Coast (DC)	2016	8.8
Elliston (DC)	2006	3.6
Elliston (DC)	2011	6.1
Elliston (DC)	2016	4.6
Flinders Ranges (DC)	2006	5.6
Flinders Ranges (DC)	2011	4.5
Flinders Ranges (DC)	2016	6.5
Franklin Harbour (DC)	2006	2.5
Franklin Harbour (DC)	2011	5.4
Franklin Harbour (DC)	2016	7
Gawler (T)	2006	5.6
Gawler (T)	2011	5.8
Gawler (T)	2016	8.4
Goyder (DC)	2006	4.5
Goyder (DC)	2011	4.8
Goyder (DC)	2016	6.3
Grant (DC)	2006	3.8
Grant (DC)	2011	4.4
Grant (DC)	2016	3.7
Holdfast Bay (C)	2006	4.2
Holdfast Bay (C)	2011	4.6
Holdfast Bay (C)	2016	5.6
Kangaroo Island (DC)	2006	4
Kangaroo Island (DC)	2011	4.4
Kangaroo Island (DC)	2016	5.2
Karoonda East Murray (DC)	2006	3.4
Karoonda East Murray (DC)	2011	2.2
Karoonda East Murray (DC)	2016	5.1
Kimba (DC)	2006	2.4
Kimba (DC)	2011	0.5
Kimba (DC)	2016	2.2
Kingston (DC) (SA)	2006	3.8
Kingston (DC) (SA)	2011	2.4
Kingston (DC) (SA)	2016	4.4
Light (RegC)	2006	4.1
Light (RegC)	2011	4.3
Light (RegC)	2016	5.3
Lower Eyre Peninsula (DC)	2006	4
Lower Eyre Peninsula (DC)	2011	3.9
Lower Eyre Peninsula (DC)	2016	4.6
Loxton Waikerie (DC)	2006	3.5
Loxton Waikerie (DC)	2011	5.1
Loxton Waikerie (DC)	2016	4.8
Mallala (DC)	2006	4.9
Mallala (DC)	2011	5.1
Mallala (DC)	2016	6.9
Maralinga Tjarutja (AC)	2006	0
Maralinga Tjarutja (AC)	2011	0
Maralinga Tjarutja (AC)	2016	0
Marion (C)	2006	5
Marion (C)	2011	5.4
Marion (C)	2016	7
Mid Murray (DC)	2006	5.8
Mid Murray (DC)	2011	6
Mid Murray (DC)	2016	6.5
Mitcham (C)	2006	3.8
Mitcham (C)	2011	4.4
Mitcham (C)	2016	6
Mount Barker (DC)	2006	3.9
Mount Barker (DC)	2011	4.5
Mount Barker (DC)	2016	5.2
Mount Gambier (C)	2006	6.9
Mount Gambier (C)	2011	7
Mount Gambier (C)	2016	6.7
Mount Remarkable (DC)	2006	3.3
Mount Remarkable (DC)	2011	4.1
Mount Remarkable (DC)	2016	5.6
Murray Bridge (RC)	2006	6.6
Murray Bridge (RC)	2011	7.2
Murray Bridge (RC)	2016	8.8
Naracoorte and Lucindale (DC)	2006	3.3
Naracoorte and Lucindale (DC)	2011	3.4
Naracoorte and Lucindale (DC)	2016	3.9
Northern Areas (DC)	2006	4.7
Northern Areas (DC)	2011	3.5
Northern Areas (DC)	2016	4.8
Norwood Payneham St Peters (C)	2006	4.4
Norwood Payneham St Peters (C)	2011	5.2
Norwood Payneham St Peters (C)	2016	6.7
Onkaparinga (C)	2006	5.6
Onkaparinga (C)	2011	5.9
Onkaparinga (C)	2016	7.7
Orroroo/Carrieton (DC)	2006	4.6
Orroroo/Carrieton (DC)	2011	1.5
Orroroo/Carrieton (DC)	2016	4.3
Peterborough (DC)	2006	13.3
Peterborough (DC)	2011	9.1
Peterborough (DC)	2016	13.3
Playford (C)	2006	8.5
Playford (C)	2011	9.5
Playford (C)	2016	12.8
Port Adelaide Enfield (C)	2006	6.9
Port Adelaide Enfield (C)	2011	6.8
Port Adelaide Enfield (C)	2016	9.3
Port Augusta (C)	2006	7
Port Augusta (C)	2011	5.8
Port Augusta (C)	2016	9.7
Port Lincoln (C)	2006	5.5
Port Lincoln (C)	2011	5.5
Port Lincoln (C)	2016	6.4
Port Pirie City and Dists (M)	2006	10
Port Pirie City and Dists (M)	2011	7.4
Port Pirie City and Dists (M)	2016	10.7
Prospect (C)	2006	4.2
Prospect (C)	2011	4.5
Prospect (C)	2016	6.4
Renmark Paringa (DC)	2006	4.4
Renmark Paringa (DC)	2011	5.6
Renmark Paringa (DC)	2016	6.9
Robe (DC)	2006	3.2
Robe (DC)	2011	2.9
Robe (DC)	2016	2.9
Roxby Downs (M)	2006	2.2
Roxby Downs (M)	2011	1.8
Roxby Downs (M)	2016	3.5
Salisbury (C)	2006	5.8
Salisbury (C)	2011	7.3
Salisbury (C)	2016	10.1
Southern Mallee (DC)	2006	1.9
Southern Mallee (DC)	2011	2.7
Southern Mallee (DC)	2016	3.7
Streaky Bay (DC)	2006	3.8
Streaky Bay (DC)	2011	5.2
Streaky Bay (DC)	2016	4.3
Tatiara (DC)	2006	1.8
Tatiara (DC)	2011	2.7
Tatiara (DC)	2016	2.4
Tea Tree Gully (C)	2006	4.1
Tea Tree Gully (C)	2011	4.7
Tea Tree Gully (C)	2016	6.5
The Coorong (DC)	2006	4.5
The Coorong (DC)	2011	5.2
The Coorong (DC)	2016	4.9
Tumby Bay (DC)	2006	3.6
Tumby Bay (DC)	2011	3.7
Tumby Bay (DC)	2016	3.8
Unley (C)	2006	3.9
Unley (C)	2011	4.7
Unley (C)	2016	5.8
Victor Harbor (C)	2006	5.7
Victor Harbor (C)	2011	6.7
Victor Harbor (C)	2016	7.1
Wakefield (DC)	2006	3.9
Wakefield (DC)	2011	4.5
Wakefield (DC)	2016	6.4
Walkerville (M)	2006	4.1
Walkerville (M)	2011	4.5
Walkerville (M)	2016	5.8
Wattle Range (DC)	2006	5.1
Wattle Range (DC)	2011	6.1
Wattle Range (DC)	2016	6.2
West Torrens (C)	2006	5.5
West Torrens (C)	2011	5.7
West Torrens (C)	2016	7.5
Whyalla (C)	2006	8.9
Whyalla (C)	2011	8.2
Whyalla (C)	2016	12.4
Wudinna (DC)	2006	3.3
Wudinna (DC)	2011	1.1
Wudinna (DC)	2016	1.8
Yankalilla (DC)	2006	6
Yankalilla (DC)	2011	6.1
Yankalilla (DC)	2016	6.4
Yorke Peninsula (DC)	2006	5.4
Yorke Peninsula (DC)	2011	4.5
Yorke Peninsula (DC)	2016	5.7
Unincorporated SA	2006	3.9
Unincorporated SA	2011	4
Unincorporated SA	2016	5.4
No usual address (SA)	2006	19.4
No usual address (SA)	2011	21.6
No usual address (SA)	2016	29
Migratory - Offshore - Shipping (SA)	2006	0
Migratory - Offshore - Shipping (SA)	2011	0
Migratory - Offshore - Shipping (SA)	2016	0
Albany (C)	2006	4.1
Albany (C)	2011	4.9
Albany (C)	2016	5.2
Armadale (C)	2006	4.4
Armadale (C)	2011	5.4
Armadale (C)	2016	9.2
Ashburton (S)	2006	2.3
Ashburton (S)	2011	1.7
Ashburton (S)	2016	2
Augusta-Margaret River (S)	2006	3
Augusta-Margaret River (S)	2011	4.2
Augusta-Margaret River (S)	2016	4.6
Bassendean (T)	2006	3.6
Bassendean (T)	2011	4.5
Bassendean (T)	2016	7.9
Bayswater (C)	2006	3.7
Bayswater (C)	2011	4.6
Bayswater (C)	2016	7.7
Belmont (C)	2006	4.4
Belmont (C)	2011	5.2
Belmont (C)	2016	8.8
Beverley (S)	2006	5.5
Beverley (S)	2011	4.8
Beverley (S)	2016	5.5
Boddington (S)	2006	3.8
Boddington (S)	2011	2.5
Boddington (S)	2016	5.4
Boyup Brook (S)	2006	2.9
Boyup Brook (S)	2011	4.2
Boyup Brook (S)	2016	4.9
Bridgetown-Greenbushes (S)	2006	3.9
Bridgetown-Greenbushes (S)	2011	4.3
Bridgetown-Greenbushes (S)	2016	5.9
Brookton (S)	2006	3.7
Brookton (S)	2011	4.3
Brookton (S)	2016	8.7
Broome (S)	2006	3.9
Broome (S)	2011	4.8
Broome (S)	2016	6.5
Broomehill-Tambellup (S)	2006	3.4
Broomehill-Tambellup (S)	2011	4.1
Broomehill-Tambellup (S)	2016	7
Bruce Rock (S)	2006	5.1
Bruce Rock (S)	2011	5.4
Bruce Rock (S)	2016	3.7
Bunbury (C)	2006	4.3
Bunbury (C)	2011	5.6
Bunbury (C)	2016	8.9
Busselton (C)	2006	3.4
Busselton (C)	2011	4.8
Busselton (C)	2016	5.7
Cambridge (T)	2006	2.3
Cambridge (T)	2011	3
Cambridge (T)	2016	5.3
Canning (C)	2006	4
Canning (C)	2011	5.5
Canning (C)	2016	10.2
Capel (S)	2006	3
Capel (S)	2011	4
Capel (S)	2016	6.8
Carnamah (S)	2006	2.4
Carnamah (S)	2011	0
Carnamah (S)	2016	6.2
Carnarvon (S)	2006	2.7
Carnarvon (S)	2011	5.1
Carnarvon (S)	2016	6.6
Chapman Valley (S)	2006	4.3
Chapman Valley (S)	2011	3.4
Chapman Valley (S)	2016	4
Chittering (S)	2006	3
Chittering (S)	2011	3.5
Chittering (S)	2016	6
Claremont (T)	2006	3.2
Claremont (T)	2011	3.5
Claremont (T)	2016	5.5
Cockburn (C)	2006	3.3
Cockburn (C)	2011	4.3
Cockburn (C)	2016	7.6
Collie (S)	2006	5.4
Collie (S)	2011	4.7
Collie (S)	2016	11
Coolgardie (S)	2006	5.2
Coolgardie (S)	2011	6.6
Coolgardie (S)	2016	9.2
Coorow (S)	2006	4.8
Coorow (S)	2011	5.1
Coorow (S)	2016	8.4
Corrigin (S)	2006	3.3
Corrigin (S)	2011	3.9
Corrigin (S)	2016	4
Cottesloe (T)	2006	2.5
Cottesloe (T)	2011	3.3
Cottesloe (T)	2016	4.9
Cranbrook (S)	2006	3.1
Cranbrook (S)	2011	5.1
Cranbrook (S)	2016	2.8
Cuballing (S)	2006	2.5
Cuballing (S)	2011	3.2
Cuballing (S)	2016	5.1
Cue (S)	2006	4.3
Cue (S)	2011	11.5
Cue (S)	2016	4.3
Cunderdin (S)	2006	3.8
Cunderdin (S)	2011	3.8
Cunderdin (S)	2016	5.5
Dalwallinu (S)	2006	2.4
Dalwallinu (S)	2011	1.5
Dalwallinu (S)	2016	3.3
Dandaragan (S)	2006	4.5
Dandaragan (S)	2011	4
Dandaragan (S)	2016	4.5
Dardanup (S)	2006	3.4
Dardanup (S)	2011	4.1
Dardanup (S)	2016	6.9
Denmark (S)	2006	5
Denmark (S)	2011	4.8
Denmark (S)	2016	4.8
Derby-West Kimberley (S)	2006	3.6
Derby-West Kimberley (S)	2011	4.9
Derby-West Kimberley (S)	2016	14.2
Donnybrook-Balingup (S)	2006	2.6
Donnybrook-Balingup (S)	2011	3.9
Donnybrook-Balingup (S)	2016	6.3
Dowerin (S)	2006	2.2
Dowerin (S)	2011	3.6
Dowerin (S)	2016	4.1
Dumbleyung (S)	2006	3
Dumbleyung (S)	2011	3.7
Dumbleyung (S)	2016	5.3
Dundas (S)	2006	6.6
Dundas (S)	2011	4.9
Dundas (S)	2016	8.9
East Fremantle (T)	2006	2.6
East Fremantle (T)	2011	3.5
East Fremantle (T)	2016	5.6
East Pilbara (S)	2006	3.8
East Pilbara (S)	2011	2.1
East Pilbara (S)	2016	4.2
Esperance (S)	2006	4.4
Esperance (S)	2011	4.4
Esperance (S)	2016	4.5
Exmouth (S)	2006	3.9
Exmouth (S)	2011	3.5
Exmouth (S)	2016	4.1
Fremantle (C)	2006	4.6
Fremantle (C)	2011	5
Fremantle (C)	2016	7.4
Gingin (S)	2006	3.9
Gingin (S)	2011	4.4
Gingin (S)	2016	6.5
Gnowangerup (S)	2006	3.3
Gnowangerup (S)	2011	4.9
Gnowangerup (S)	2016	3.2
Goomalling (S)	2006	4.3
Goomalling (S)	2011	3.5
Goomalling (S)	2016	5.5
Gosnells (C)	2006	3.8
Gosnells (C)	2011	5.5
Gosnells (C)	2016	9.7
Greater Geraldton (C)	2006	5.9
Greater Geraldton (C)	2011	5.5
Greater Geraldton (C)	2016	8.8
Halls Creek (S)	2006	7.2
Halls Creek (S)	2011	12.9
Halls Creek (S)	2016	18.5
Harvey (S)	2006	3.6
Harvey (S)	2011	4.7
Harvey (S)	2016	7.7
Irwin (S)	2006	6.5
Irwin (S)	2011	5
Irwin (S)	2016	7.8
Jerramungup (S)	2006	1.4
Jerramungup (S)	2011	1.9
Jerramungup (S)	2016	2.2
Joondalup (C)	2006	2.9
Joondalup (C)	2011	3.9
Joondalup (C)	2016	6.9
Kalamunda (S)	2006	2.7
Kalamunda (S)	2011	3.7
Kalamunda (S)	2016	7.1
Kalgoorlie/Boulder (C)	2006	3.5
Kalgoorlie/Boulder (C)	2011	4.3
Kalgoorlie/Boulder (C)	2016	5.8
Karratha (C)	2006	2.9
Karratha (C)	2011	2.5
Karratha (C)	2016	6
Katanning (S)	2006	4.2
Katanning (S)	2011	5.7
Katanning (S)	2016	6.1
Kellerberrin (S)	2006	5.7
Kellerberrin (S)	2011	4.2
Kellerberrin (S)	2016	4.3
Kent (S)	2006	0.9
Kent (S)	2011	1
Kent (S)	2016	1
Kojonup (S)	2006	2.3
Kojonup (S)	2011	3.9
Kojonup (S)	2016	2.5
Kondinin (S)	2006	2.1
Kondinin (S)	2011	3.8
Kondinin (S)	2016	2.8
Koorda (S)	2006	3.6
Koorda (S)	2011	3.3
Koorda (S)	2016	2.5
Kulin (S)	2006	3.3
Kulin (S)	2011	2.8
Kulin (S)	2016	2.4
Kwinana (C)	2006	5.8
Kwinana (C)	2011	6.7
Kwinana (C)	2016	10.8
Lake Grace (S)	2006	2.2
Lake Grace (S)	2011	1.3
Lake Grace (S)	2016	1.1
Laverton (S)	2006	2.5
Laverton (S)	2011	2.7
Laverton (S)	2016	8.4
Leonora (S)	2006	2.5
Leonora (S)	2011	1.9
Leonora (S)	2016	3.7
Mandurah (C)	2006	5.5
Mandurah (C)	2011	7.1
Mandurah (C)	2016	10.9
Manjimup (S)	2006	3.5
Manjimup (S)	2011	4.4
Manjimup (S)	2016	5.2
Meekatharra (S)	2006	6.4
Meekatharra (S)	2011	3.3
Meekatharra (S)	2016	5.1
Melville (C)	2006	3.1
Melville (C)	2011	4.1
Melville (C)	2016	6.8
Menzies (S)	2006	3.1
Menzies (S)	2011	3.8
Menzies (S)	2016	10.6
Merredin (S)	2006	3.4
Merredin (S)	2011	4.1
Merredin (S)	2016	5
Mingenew (S)	2006	4.3
Mingenew (S)	2011	9.1
Mingenew (S)	2016	2.9
Moora (S)	2006	3.5
Moora (S)	2011	3.3
Moora (S)	2016	4.5
Morawa (S)	2006	3.6
Morawa (S)	2011	4.5
Morawa (S)	2016	8.5
Mosman Park (T)	2006	4.1
Mosman Park (T)	2011	4.4
Mosman Park (T)	2016	6.1
Mount Magnet (S)	2006	6.9
Mount Magnet (S)	2011	5.9
Mount Magnet (S)	2016	9.3
Mount Marshall (S)	2006	0.9
Mount Marshall (S)	2011	2.6
Mount Marshall (S)	2016	3.1
Mukinbudin (S)	2006	2.8
Mukinbudin (S)	2011	1.1
Mukinbudin (S)	2016	2.8
Mundaring (S)	2006	3.1
Mundaring (S)	2011	3.9
Mundaring (S)	2016	6.8
Murchison (S)	2006	0
Murchison (S)	2011	5.9
Murchison (S)	2016	8.8
Murray (S)	2006	4.7
Murray (S)	2011	5.7
Murray (S)	2016	9.6
Nannup (S)	2006	3.7
Nannup (S)	2011	4.5
Nannup (S)	2016	6.6
Narembeen (S)	2006	2.3
Narembeen (S)	2011	2.8
Narembeen (S)	2016	3.3
Narrogin (S)	2006	3.4
Narrogin (S)	2011	6
Narrogin (S)	2016	5.1
Nedlands (C)	2006	2.5
Nedlands (C)	2011	3.8
Nedlands (C)	2016	5.4
Ngaanyatjarraku (S)	2006	1.5
Ngaanyatjarraku (S)	2011	8.3
Ngaanyatjarraku (S)	2016	27.7
Northam (S)	2006	6.5
Northam (S)	2011	6.6
Northam (S)	2016	8.5
Northampton (S)	2006	5.2
Northampton (S)	2011	4.9
Northampton (S)	2016	7.5
Nungarin (S)	2006	6.6
Nungarin (S)	2011	7.5
Nungarin (S)	2016	3.4
Peppermint Grove (S)	2006	2.7
Peppermint Grove (S)	2011	2.9
Peppermint Grove (S)	2016	3.5
Perenjori (S)	2006	1.8
Perenjori (S)	2011	1.2
Perenjori (S)	2016	2.8
Perth (C)	2006	5.7
Perth (C)	2011	5.3
Perth (C)	2016	9.4
Pingelly (S)	2006	3.7
Pingelly (S)	2011	7.6
Pingelly (S)	2016	8.7
Plantagenet (S)	2006	4.7
Plantagenet (S)	2011	5.6
Plantagenet (S)	2016	6.8
Port Hedland (T)	2006	4.1
Port Hedland (T)	2011	3.6
Port Hedland (T)	2016	5.2
Quairading (S)	2006	6.6
Quairading (S)	2011	6.3
Quairading (S)	2016	6.3
Ravensthorpe (S)	2006	1.3
Ravensthorpe (S)	2011	2.3
Ravensthorpe (S)	2016	6.2
Rockingham (C)	2006	4.7
Rockingham (C)	2011	5.9
Rockingham (C)	2016	9.8
Sandstone (S)	2006	12.3
Sandstone (S)	2011	0
Sandstone (S)	2016	7.7
Serpentine-Jarrahdale (S)	2006	2.5
Serpentine-Jarrahdale (S)	2011	4
Serpentine-Jarrahdale (S)	2016	7.1
Shark Bay (S)	2006	3.3
Shark Bay (S)	2011	2.4
Shark Bay (S)	2016	4.8
South Perth (C)	2006	3.8
South Perth (C)	2011	4.6
South Perth (C)	2016	7.2
Stirling (C)	2006	3.6
Stirling (C)	2011	4.5
Stirling (C)	2016	7.3
Subiaco (C)	2006	4
Subiaco (C)	2011	4.4
Subiaco (C)	2016	7.8
Swan (C)	2006	3.5
Swan (C)	2011	4.8
Swan (C)	2016	8.3
Tammin (S)	2006	6.2
Tammin (S)	2011	7.2
Tammin (S)	2016	4.9
Three Springs (S)	2006	2
Three Springs (S)	2011	7.1
Three Springs (S)	2016	5.1
Toodyay (S)	2006	5.8
Toodyay (S)	2011	5.6
Toodyay (S)	2016	8
Trayning (S)	2006	2.7
Trayning (S)	2011	6.1
Trayning (S)	2016	5
Upper Gascoyne (S)	2006	2.7
Upper Gascoyne (S)	2011	4
Upper Gascoyne (S)	2016	14.8
Victoria Park (T)	2006	4.8
Victoria Park (T)	2011	5.4
Victoria Park (T)	2016	8.6
Victoria Plains (S)	2006	1.4
Victoria Plains (S)	2011	2.6
Victoria Plains (S)	2016	3.6
Vincent (C)	2006	3.3
Vincent (C)	2011	4
Vincent (C)	2016	6.1
Wagin (S)	2006	3.5
Wagin (S)	2011	4.7
Wagin (S)	2016	6.4
Wandering (S)	2006	2.7
Wandering (S)	2011	2.1
Wandering (S)	2016	5
Wanneroo (C)	2006	4
Wanneroo (C)	2011	4.9
Wanneroo (C)	2016	8.5
Waroona (S)	2006	4.1
Waroona (S)	2011	5.6
Waroona (S)	2016	8.7
West Arthur (S)	2006	1.7
West Arthur (S)	2011	1.7
West Arthur (S)	2016	5.8
Westonia (S)	2006	2.6
Westonia (S)	2011	3.5
Westonia (S)	2016	2.3
Wickepin (S)	2006	4.1
Wickepin (S)	2011	2.7
Wickepin (S)	2016	4.3
Williams (S)	2006	2.3
Williams (S)	2011	2.2
Williams (S)	2016	2.3
Wiluna (S)	2006	3.1
Wiluna (S)	2011	4.5
Wiluna (S)	2016	6.2
Wongan-Ballidu (S)	2006	2.1
Wongan-Ballidu (S)	2011	5.2
Wongan-Ballidu (S)	2016	6.3
Woodanilling (S)	2006	2.8
Woodanilling (S)	2011	3.3
Woodanilling (S)	2016	4.1
Wyalkatchem (S)	2006	1.9
Wyalkatchem (S)	2011	1.4
Wyalkatchem (S)	2016	9
Wyndham-East Kimberley (S)	2006	2.6
Wyndham-East Kimberley (S)	2011	4.9
Wyndham-East Kimberley (S)	2016	6.8
Yalgoo (S)	2006	8.3
Yalgoo (S)	2011	4.5
Yalgoo (S)	2016	1.5
Yilgarn (S)	2006	2.3
Yilgarn (S)	2011	2.8
Yilgarn (S)	2016	6.7
York (S)	2006	4.8
York (S)	2011	5
York (S)	2016	5.9
No usual address (WA)	2006	14.9
No usual address (WA)	2011	15.2
No usual address (WA)	2016	20
Migratory - Offshore - Shipping (WA)	2006	0
Migratory - Offshore - Shipping (WA)	2011	0.9
Migratory - Offshore - Shipping (WA)	2016	0
Break O'Day (M)	2006	9.1
Break O'Day (M)	2011	10.3
Break O'Day (M)	2016	10.9
Brighton (M)	2006	8.8
Brighton (M)	2011	7.6
Brighton (M)	2016	8
Burnie (C)	2006	8.6
Burnie (C)	2011	8.5
Burnie (C)	2016	8.9
Central Coast (M) (Tas.)	2006	7.8
Central Coast (M) (Tas.)	2011	6.3
Central Coast (M) (Tas.)	2016	6.9
Central Highlands (M) (Tas.)	2006	6.6
Central Highlands (M) (Tas.)	2011	8.4
Central Highlands (M) (Tas.)	2016	8.1
Circular Head (M)	2006	4.2
Circular Head (M)	2011	4.8
Circular Head (M)	2016	4.9
Clarence (C)	2006	5.2
Clarence (C)	2011	4.9
Clarence (C)	2016	5.2
Derwent Valley (M)	2006	9
Derwent Valley (M)	2011	8.6
Derwent Valley (M)	2016	8.4
Devonport (C)	2006	8.9
Devonport (C)	2011	7.7
Devonport (C)	2016	8.5
Dorset (M)	2006	5.7
Dorset (M)	2011	9.2
Dorset (M)	2016	7.6
Flinders (M) (Tas.)	2006	3.6
Flinders (M) (Tas.)	2011	5.7
Flinders (M) (Tas.)	2016	7.3
George Town (M)	2006	10.4
George Town (M)	2011	9.2
George Town (M)	2016	12.4
Glamorgan/Spring Bay (M)	2006	5.1
Glamorgan/Spring Bay (M)	2011	7.1
Glamorgan/Spring Bay (M)	2016	5.3
Glenorchy (C)	2006	6.8
Glenorchy (C)	2011	6.7
Glenorchy (C)	2016	7.8
Hobart (C)	2006	5.5
Hobart (C)	2011	5.5
Hobart (C)	2016	6.7
Huon Valley (M)	2006	7.3
Huon Valley (M)	2011	6.6
Huon Valley (M)	2016	6.7
Kentish (M)	2006	9.5
Kentish (M)	2011	7.5
Kentish (M)	2016	6.9
King Island (M)	2006	2.1
King Island (M)	2011	3.2
King Island (M)	2016	3.3
Kingborough (M)	2006	4.5
Kingborough (M)	2011	4.6
Kingborough (M)	2016	5
Latrobe (M) (Tas.)	2006	7.1
Latrobe (M) (Tas.)	2011	5.8
Latrobe (M) (Tas.)	2016	6.4
Launceston (C)	2006	7
Launceston (C)	2011	7.2
Launceston (C)	2016	8.3
Meander Valley (M)	2006	5
Meander Valley (M)	2011	5
Meander Valley (M)	2016	5.8
Northern Midlands (M)	2006	5
Northern Midlands (M)	2011	5.5
Northern Midlands (M)	2016	6.1
Sorell (M)	2006	6.7
Sorell (M)	2011	6.6
Sorell (M)	2016	6.5
Southern Midlands (M)	2006	6.3
Southern Midlands (M)	2011	6
Southern Midlands (M)	2016	5.5
Tasman (M)	2006	9.5
Tasman (M)	2011	7.5
Tasman (M)	2016	6.3
Waratah/Wynyard (M)	2006	8.1
Waratah/Wynyard (M)	2011	6.9
Waratah/Wynyard (M)	2016	7.5
West Coast (M)	2006	8.9
West Coast (M)	2011	7.6
West Coast (M)	2016	13.8
West Tamar (M)	2006	5.2
West Tamar (M)	2011	5.4
West Tamar (M)	2016	6.4
No usual address (Tas.)	2006	27.6
No usual address (Tas.)	2011	27.3
No usual address (Tas.)	2016	27.5
Migratory - Offshore - Shipping (Tas.)	2006	0
Migratory - Offshore - Shipping (Tas.)	2011	7.3
Migratory - Offshore - Shipping (Tas.)	2016	0
Alice Springs (T)	2006	2.5
Alice Springs (T)	2011	3
Alice Springs (T)	2016	3.3
Barkly (R)	2006	13.6
Barkly (R)	2011	10.5
Barkly (R)	2016	24.9
Belyuen (S)	2006	10
Belyuen (S)	2011	6.1
Belyuen (S)	2016	54.8
Central Desert (R)	2006	8.2
Central Desert (R)	2011	14.5
Central Desert (R)	2016	40.2
Coomalie (S)	2006	8.9
Coomalie (S)	2011	8.8
Coomalie (S)	2016	9.9
Darwin (C)	2006	3.5
Darwin (C)	2011	3.6
Darwin (C)	2016	4.7
East Arnhem (R)	2006	16.7
East Arnhem (R)	2011	19.6
East Arnhem (R)	2016	25.9
Katherine (T)	2006	4.6
Katherine (T)	2011	5.9
Katherine (T)	2016	3.8
Litchfield (M)	2006	2.8
Litchfield (M)	2011	3.4
Litchfield (M)	2016	3.9
MacDonnell (R)	2006	12.6
MacDonnell (R)	2011	15.5
MacDonnell (R)	2016	23.5
Palmerston (C)	2006	3.8
Palmerston (C)	2011	3.7
Palmerston (C)	2016	5.1
Roper Gulf (R)	2006	8.7
Roper Gulf (R)	2011	18.8
Roper Gulf (R)	2016	17.2
Tiwi Islands (R)	2006	7.3
Tiwi Islands (R)	2011	9
Tiwi Islands (R)	2016	23.8
Victoria Daly (R)	2006	5.1
Victoria Daly (R)	2011	5.4
Victoria Daly (R)	2016	16.7
Wagait (S)	2006	2
Wagait (S)	2011	3.8
Wagait (S)	2016	7.5
West Arnhem (R)	2006	5.9
West Arnhem (R)	2011	13.5
West Arnhem (R)	2016	20.3
West Daly (R)	2006	4
West Daly (R)	2011	22.2
West Daly (R)	2016	42.7
Unincorporated NT	2006	2.1
Unincorporated NT	2011	2.3
Unincorporated NT	2016	3
No usual address (NT)	2006	12.4
No usual address (NT)	2011	13.5
No usual address (NT)	2016	11.7
Migratory - Offshore - Shipping (NT)	2006	0
Migratory - Offshore - Shipping (NT)	2011	3.6
