LGA_NAME16	Year	AustCitizen	Sex	persons
Dowerin (S)	2016	0		66
Dowerin (S)	2016	1	F	306
Dowerin (S)	2016	1	M	318
Dumbleyung (S)	2006	0		52
Dumbleyung (S)	2006	1	F	269
Dumbleyung (S)	2006	1	M	308
Dumbleyung (S)	2011	0		49
Dumbleyung (S)	2011	1	F	259
Dumbleyung (S)	2011	1	M	295
Dumbleyung (S)	2016	0		110
Dumbleyung (S)	2016	1	F	269
Dumbleyung (S)	2016	1	M	292
Dundas (S)	2006	0		225
Dundas (S)	2006	1	F	369
Dundas (S)	2006	1	M	474
Dundas (S)	2011	0		323
Dundas (S)	2011	1	F	368
Dundas (S)	2011	1	M	452
Dundas (S)	2016	0		236
Dundas (S)	2016	1	F	238
Dundas (S)	2016	1	M	298
East Fremantle (T)	2006	0		899
East Fremantle (T)	2006	1	F	3017
East Fremantle (T)	2006	1	M	2784
East Fremantle (T)	2011	0		920
East Fremantle (T)	2011	1	F	3111
East Fremantle (T)	2011	1	M	2901
East Fremantle (T)	2016	0		1040
East Fremantle (T)	2016	1	F	3300
East Fremantle (T)	2016	1	M	3036
East Pilbara (S)	2006	0		1613
East Pilbara (S)	2006	1	F	2173
East Pilbara (S)	2006	1	M	2760
East Pilbara (S)	2011	0		3673
East Pilbara (S)	2011	1	F	2877
East Pilbara (S)	2011	1	M	5400
East Pilbara (S)	2016	0		3230
East Pilbara (S)	2016	1	F	2608
East Pilbara (S)	2016	1	M	4753
Esperance (S)	2006	0		1416
Esperance (S)	2006	1	F	5821
Esperance (S)	2006	1	M	5726
Esperance (S)	2011	0		1762
Esperance (S)	2011	1	F	5894
Esperance (S)	2011	1	M	5821
Esperance (S)	2016	0		2382
Esperance (S)	2016	1	F	5891
Esperance (S)	2016	1	M	5963
Exmouth (S)	2006	0		282
Exmouth (S)	2006	1	F	827
Exmouth (S)	2006	1	M	953
Exmouth (S)	2011	0		373
Exmouth (S)	2011	1	F	921
Exmouth (S)	2011	1	M	1099
Exmouth (S)	2016	0		460
Exmouth (S)	2016	1	F	1074
Exmouth (S)	2016	1	M	1194
Fremantle (C)	2006	0		4138
Fremantle (C)	2006	1	F	10622
Fremantle (C)	2006	1	M	10074
Fremantle (C)	2011	0		4598
Fremantle (C)	2011	1	F	11330
Fremantle (C)	2011	1	M	10655
Fremantle (C)	2016	0		5701
Fremantle (C)	2016	1	F	12064
Fremantle (C)	2016	1	M	11128
Gingin (S)	2006	0		851
Gingin (S)	2006	1	F	1686
Gingin (S)	2006	1	M	1779
Gingin (S)	2011	0		771
Gingin (S)	2011	1	F	1915
Gingin (S)	2011	1	M	2001
Gingin (S)	2016	0		924
Gingin (S)	2016	1	F	2067
Gingin (S)	2016	1	M	2226
Gnowangerup (S)	2006	0		119
Gnowangerup (S)	2006	1	F	606
Gnowangerup (S)	2006	1	M	640
Gnowangerup (S)	2011	0		119
Gnowangerup (S)	2011	1	F	542
Gnowangerup (S)	2011	1	M	610
Gnowangerup (S)	2016	0		240
Gnowangerup (S)	2016	1	F	459
Gnowangerup (S)	2016	1	M	516
Goomalling (S)	2006	0		100
Goomalling (S)	2006	1	F	412
Goomalling (S)	2006	1	M	424
Goomalling (S)	2011	0		96
Goomalling (S)	2011	1	F	452
Goomalling (S)	2011	1	M	438
Goomalling (S)	2016	0		138
Goomalling (S)	2016	1	F	454
Goomalling (S)	2016	1	M	441
Gosnells (C)	2006	0		15822
Gosnells (C)	2006	1	F	38097
Gosnells (C)	2006	1	M	37663
Gosnells (C)	2011	0		24668
Gosnells (C)	2011	1	F	41105
Gosnells (C)	2011	1	M	40811
Gosnells (C)	2016	0		30652
Gosnells (C)	2016	1	F	43271
Gosnells (C)	2016	1	M	44150
Greater Geraldton (C)	2006	0		4473
Greater Geraldton (C)	2006	1	F	14864
Greater Geraldton (C)	2006	1	M	14527
Greater Geraldton (C)	2011	0		4911
Greater Geraldton (C)	2011	1	F	16363
Greater Geraldton (C)	2011	1	M	15883
Greater Geraldton (C)	2016	0		5940
Greater Geraldton (C)	2016	1	F	16607
Greater Geraldton (C)	2016	1	M	16087
Halls Creek (S)	2006	0		391
Halls Creek (S)	2006	1	F	1353
Halls Creek (S)	2006	1	M	1342
Halls Creek (S)	2011	0		194
Halls Creek (S)	2011	1	F	1660
Halls Creek (S)	2011	1	M	1708
Halls Creek (S)	2016	0		526
Halls Creek (S)	2016	1	F	1416
Halls Creek (S)	2016	1	M	1327
Harvey (S)	2006	0		2342
Harvey (S)	2006	1	F	8517
Harvey (S)	2006	1	M	8697
Harvey (S)	2011	0		3449
Harvey (S)	2011	1	F	9878
Harvey (S)	2011	1	M	9911
Harvey (S)	2016	0		4240
Harvey (S)	2016	1	F	11155
Harvey (S)	2016	1	M	11158
Irwin (S)	2006	0		354
Irwin (S)	2006	1	F	1297
Irwin (S)	2006	1	M	1401
Irwin (S)	2011	0		394
Irwin (S)	2011	1	F	1573
Irwin (S)	2011	1	M	1601
Irwin (S)	2016	0		399
Irwin (S)	2016	1	F	1560
Irwin (S)	2016	1	M	1610
Jerramungup (S)	2006	0		108
Jerramungup (S)	2006	1	F	463
Jerramungup (S)	2006	1	M	555
Jerramungup (S)	2011	0		134
Jerramungup (S)	2011	1	F	423
Jerramungup (S)	2011	1	M	496
Jerramungup (S)	2016	0		230
Jerramungup (S)	2016	1	F	387
Jerramungup (S)	2016	1	M	492
Joondalup (C)	2006	0		23539
Joondalup (C)	2006	1	F	64088
Joondalup (C)	2006	1	M	62048
Joondalup (C)	2011	0		24755
Joondalup (C)	2011	1	F	64894
Joondalup (C)	2011	1	M	62756
Joondalup (C)	2016	0		24875
Joondalup (C)	2016	1	F	65576
Joondalup (C)	2016	1	M	63994
Kalamunda (S)	2006	0		6584
Kalamunda (S)	2006	1	F	21746
Kalamunda (S)	2006	1	M	21204
Kalamunda (S)	2011	0		7787
Kalamunda (S)	2011	1	F	23250
Kalamunda (S)	2011	1	M	22531
Kalamunda (S)	2016	0		9396
Kalamunda (S)	2016	1	F	24282
Kalamunda (S)	2016	1	M	23771
Kalgoorlie/Boulder (C)	2006	0		6100
Kalgoorlie/Boulder (C)	2006	1	F	10821
Kalgoorlie/Boulder (C)	2006	1	M	11502
Kalgoorlie/Boulder (C)	2011	0		8422
Kalgoorlie/Boulder (C)	2011	1	F	11014
Kalgoorlie/Boulder (C)	2011	1	M	11673
Kalgoorlie/Boulder (C)	2016	0		7746
Kalgoorlie/Boulder (C)	2016	1	F	10721
Kalgoorlie/Boulder (C)	2016	1	M	11592
Karratha (C)	2006	0		3545
Karratha (C)	2006	1	F	6032
Karratha (C)	2006	1	M	6842
Karratha (C)	2011	0		7622
Karratha (C)	2011	1	F	6583
Karratha (C)	2011	1	M	8694
Karratha (C)	2016	0		5385
Karratha (C)	2016	1	F	7334
Karratha (C)	2016	1	M	8754
Katanning (S)	2006	0		810
Katanning (S)	2006	1	F	1717
Katanning (S)	2006	1	M	1681
Katanning (S)	2011	0		704
Katanning (S)	2011	1	F	1766
Katanning (S)	2011	1	M	1714
Katanning (S)	2016	0		989
Katanning (S)	2016	1	F	1559
Katanning (S)	2016	1	M	1603
Kellerberrin (S)	2006	0		104
Kellerberrin (S)	2006	1	F	548
Kellerberrin (S)	2006	1	M	530
Kellerberrin (S)	2011	0		102
Kellerberrin (S)	2011	1	F	531
Kellerberrin (S)	2011	1	M	547
Kellerberrin (S)	2016	0		171
Kellerberrin (S)	2016	1	F	525
Kellerberrin (S)	2016	1	M	528
Kent (S)	2006	0		52
Kent (S)	2006	1	F	227
Kent (S)	2006	1	M	299
Kent (S)	2011	0		45
Kent (S)	2011	1	F	213
Kent (S)	2011	1	M	252
Kent (S)	2016	0		107
Kent (S)	2016	1	F	196
Kent (S)	2016	1	M	256
Kojonup (S)	2006	0		252
Kojonup (S)	2006	1	F	942
Kojonup (S)	2006	1	M	959
Kojonup (S)	2011	0		235
Kojonup (S)	2011	1	F	893
Kojonup (S)	2011	1	M	854
Kojonup (S)	2016	0		355
Kojonup (S)	2016	1	F	804
Kojonup (S)	2016	1	M	826
Kondinin (S)	2006	0		93
Kondinin (S)	2006	1	F	403
Kondinin (S)	2006	1	M	472
Kondinin (S)	2011	0		141
Kondinin (S)	2011	1	F	401
Kondinin (S)	2011	1	M	504
Kondinin (S)	2016	0		134
Kondinin (S)	2016	1	F	335
Kondinin (S)	2016	1	M	404
Koorda (S)	2006	0		48
Koorda (S)	2006	1	F	183
Koorda (S)	2006	1	M	201
Koorda (S)	2011	0		40
Koorda (S)	2011	1	F	178
Koorda (S)	2011	1	M	216
Koorda (S)	2016	0		39
Koorda (S)	2016	1	F	178
Koorda (S)	2016	1	M	197
Kulin (S)	2006	0		75
Kulin (S)	2006	1	F	376
Kulin (S)	2006	1	M	430
Kulin (S)	2011	0		58
Kulin (S)	2011	1	F	362
Kulin (S)	2011	1	M	406
Kulin (S)	2016	0		105
Kulin (S)	2016	1	F	314
Kulin (S)	2016	1	M	346
Kwinana (C)	2006	0		4931
Kwinana (C)	2006	1	F	9132
Kwinana (C)	2006	1	M	9135
Kwinana (C)	2011	0		6599
Kwinana (C)	2011	1	F	11448
Kwinana (C)	2011	1	M	11180
Kwinana (C)	2016	0		10190
Kwinana (C)	2016	1	F	14293
Kwinana (C)	2016	1	M	14435
Lake Grace (S)	2006	0		123
Lake Grace (S)	2006	1	F	607
Lake Grace (S)	2006	1	M	728
Lake Grace (S)	2011	0		153
Lake Grace (S)	2011	1	F	568
Lake Grace (S)	2011	1	M	638
Lake Grace (S)	2016	0		180
Lake Grace (S)	2016	1	F	507
Lake Grace (S)	2016	1	M	581
Laverton (S)	2006	0		110
Laverton (S)	2006	1	F	238
Laverton (S)	2006	1	M	378
Laverton (S)	2011	0		275
Laverton (S)	2011	1	F	312
Laverton (S)	2011	1	M	639
Laverton (S)	2016	0		346
Laverton (S)	2016	1	F	281
Laverton (S)	2016	1	M	526
Leonora (S)	2006	0		244
Leonora (S)	2006	1	F	465
Leonora (S)	2006	1	M	700
Leonora (S)	2011	0		966
Leonora (S)	2011	1	F	532
Leonora (S)	2011	1	M	1014
Leonora (S)	2016	0		482
Leonora (S)	2016	1	F	362
Leonora (S)	2016	1	M	567
Mandurah (C)	2006	0		8450
Mandurah (C)	2006	1	F	24303
Mandurah (C)	2006	1	M	23064
Mandurah (C)	2011	0		12090
Mandurah (C)	2011	1	F	29844
Mandurah (C)	2011	1	M	27969
Mandurah (C)	2016	0		14594
Mandurah (C)	2016	1	F	34189
Mandurah (C)	2016	1	M	32030
Manjimup (S)	2006	0		966
Manjimup (S)	2006	1	F	4112
Manjimup (S)	2006	1	M	4179
Manjimup (S)	2011	0		899
Manjimup (S)	2011	1	F	4105
Manjimup (S)	2011	1	M	4178
Manjimup (S)	2016	0		1257
Manjimup (S)	2016	1	F	3940
Manjimup (S)	2016	1	M	4053
Meekatharra (S)	2006	0		294
Meekatharra (S)	2006	1	F	396
Meekatharra (S)	2006	1	M	444
Meekatharra (S)	2011	0		369
Meekatharra (S)	2011	1	F	424
Meekatharra (S)	2011	1	M	584
Meekatharra (S)	2016	0		300
Meekatharra (S)	2016	1	F	311
Meekatharra (S)	2016	1	M	456
Melville (C)	2006	0		14787
Melville (C)	2006	1	F	40958
Melville (C)	2006	1	M	37039
Melville (C)	2011	0		16105
Melville (C)	2011	1	F	41523
Melville (C)	2011	1	M	38074
Melville (C)	2016	0		16891
Melville (C)	2016	1	F	42078
Melville (C)	2016	1	M	39114
Menzies (S)	2006	0		10
Menzies (S)	2006	1	F	93
Menzies (S)	2006	1	M	114
Menzies (S)	2011	0		29
Menzies (S)	2011	1	F	169
Menzies (S)	2011	1	M	187
Menzies (S)	2016	0		111
Menzies (S)	2016	1	F	148
Menzies (S)	2016	1	M	231
Merredin (S)	2006	0		379
Merredin (S)	2006	1	F	1406
Merredin (S)	2006	1	M	1459
Merredin (S)	2011	0		458
Merredin (S)	2011	1	F	1362
Merredin (S)	2011	1	M	1462
Merredin (S)	2016	0		560
Merredin (S)	2016	1	F	1370
Merredin (S)	2016	1	M	1420
Mingenew (S)	2006	0		45
Mingenew (S)	2006	1	F	196
Mingenew (S)	2006	1	M	230
Mingenew (S)	2011	0		43
Mingenew (S)	2011	1	F	201
Mingenew (S)	2011	1	M	235
Mingenew (S)	2016	0		55
Mingenew (S)	2016	1	F	174
Mingenew (S)	2016	1	M	226
Moora (S)	2006	0		275
Moora (S)	2006	1	F	1051
Moora (S)	2006	1	M	1086
Moora (S)	2011	0		300
Moora (S)	2011	1	F	1088
Moora (S)	2011	1	M	1088
Moora (S)	2016	0		361
Moora (S)	2016	1	F	995
Moora (S)	2016	1	M	1072
Morawa (S)	2006	0		79
Morawa (S)	2006	1	F	351
Morawa (S)	2006	1	M	393
Morawa (S)	2011	0		116
Morawa (S)	2011	1	F	365
Morawa (S)	2011	1	M	410
Morawa (S)	2016	0		95
Morawa (S)	2016	1	F	303
Morawa (S)	2016	1	M	352
Mosman Park (T)	2006	0		1661
Mosman Park (T)	2006	1	F	3580
Mosman Park (T)	2006	1	M	3007
Mosman Park (T)	2011	0		1722
Mosman Park (T)	2011	1	F	3749
Mosman Park (T)	2011	1	M	3128
Mosman Park (T)	2016	0		1829
Mosman Park (T)	2016	1	F	3749
Mosman Park (T)	2016	1	M	3179
Mount Magnet (S)	2006	0		100
Mount Magnet (S)	2006	1	F	174
Mount Magnet (S)	2006	1	M	184
Mount Magnet (S)	2011	0		99
Mount Magnet (S)	2011	1	F	240
Mount Magnet (S)	2011	1	M	304
Mount Magnet (S)	2016	0		162
Mount Magnet (S)	2016	1	F	143
Mount Magnet (S)	2016	1	M	177
Mount Marshall (S)	2006	0		45
Mount Marshall (S)	2006	1	F	257
Mount Marshall (S)	2006	1	M	311
Mount Marshall (S)	2011	0		29
Mount Marshall (S)	2011	1	F	207
Mount Marshall (S)	2011	1	M	250
Mount Marshall (S)	2016	0		80
Mount Marshall (S)	2016	1	F	204
Mount Marshall (S)	2016	1	M	243
Mukinbudin (S)	2006	0		63
Mukinbudin (S)	2006	1	F	258
Mukinbudin (S)	2006	1	M	259
Mukinbudin (S)	2011	0		40
Mukinbudin (S)	2011	1	F	211
Mukinbudin (S)	2011	1	M	238
Mukinbudin (S)	2016	0		65
Mukinbudin (S)	2016	1	F	229
Mukinbudin (S)	2016	1	M	261
Mundaring (S)	2006	0		4969
Mundaring (S)	2006	1	F	15226
Mundaring (S)	2006	1	M	14898
Mundaring (S)	2011	0		5626
Mundaring (S)	2011	1	F	15685
Mundaring (S)	2011	1	M	15219
Mundaring (S)	2016	0		6495
Mundaring (S)	2016	1	F	15943
Mundaring (S)	2016	1	M	15719
Murchison (S)	2006	0		11
Murchison (S)	2006	1	F	41
Murchison (S)	2006	1	M	58
Murchison (S)	2011	0		16
Murchison (S)	2011	1	F	45
Murchison (S)	2011	1	M	54
Murchison (S)	2016	0		46
Murchison (S)	2016	1	F	51
Murchison (S)	2016	1	M	56
Murray (S)	2006	0		1632
Murray (S)	2006	1	F	5127
Murray (S)	2006	1	M	5214
Murray (S)	2011	0		1799
Murray (S)	2011	1	F	6125
Murray (S)	2011	1	M	6226
Murray (S)	2016	0		2400
Murray (S)	2016	1	F	7177
Murray (S)	2016	1	M	7121
Nannup (S)	2006	0		126
Nannup (S)	2006	1	F	498
Nannup (S)	2006	1	M	566
Nannup (S)	2011	0		157
Nannup (S)	2011	1	F	513
Nannup (S)	2011	1	M	593
Nannup (S)	2016	0		188
Nannup (S)	2016	1	F	544
Nannup (S)	2016	1	M	596
Narembeen (S)	2006	0		101
Narembeen (S)	2006	1	F	384
Narembeen (S)	2006	1	M	419
Narembeen (S)	2011	0		87
Narembeen (S)	2011	1	F	353
Narembeen (S)	2011	1	M	373
Narembeen (S)	2016	0		128
Narembeen (S)	2016	1	F	328
Narembeen (S)	2016	1	M	353
Narrogin (S)	2006	0		479
Narrogin (S)	2006	1	F	2361
Narrogin (S)	2006	1	M	2231
Narrogin (S)	2011	0		559
Narrogin (S)	2011	1	F	2326
Narrogin (S)	2011	1	M	2213
Narrogin (S)	2016	0		845
Narrogin (S)	2016	1	F	2199
Narrogin (S)	2016	1	M	2118
Nedlands (C)	2006	0		3276
Nedlands (C)	2006	1	F	8845
Nedlands (C)	2006	1	M	8215
Nedlands (C)	2011	0		3147
Nedlands (C)	2011	1	F	8956
Nedlands (C)	2011	1	M	8431
Nedlands (C)	2016	0		3093
Nedlands (C)	2016	1	F	9111
Nedlands (C)	2016	1	M	8917
Ngaanyatjarraku (S)	2006	0		19
Ngaanyatjarraku (S)	2006	1	F	698
Ngaanyatjarraku (S)	2006	1	M	619
Ngaanyatjarraku (S)	2011	0		23
Ngaanyatjarraku (S)	2011	1	F	724
Ngaanyatjarraku (S)	2011	1	M	690
Ngaanyatjarraku (S)	2016	0		155
Ngaanyatjarraku (S)	2016	1	F	747
Ngaanyatjarraku (S)	2016	1	M	704
Northam (S)	2006	0		1228
Northam (S)	2006	1	F	4336
Northam (S)	2006	1	M	4240
Northam (S)	2011	0		1559
Northam (S)	2011	1	F	4601
Northam (S)	2011	1	M	4397
Northam (S)	2016	0		2092
Northam (S)	2016	1	F	4575
Northam (S)	2016	1	M	4445
Northampton (S)	2006	0		347
Northampton (S)	2006	1	F	1388
Northampton (S)	2006	1	M	1472
Northampton (S)	2011	0		318
Northampton (S)	2011	1	F	1399
Northampton (S)	2011	1	M	1471
Northampton (S)	2016	0		451
Northampton (S)	2016	1	F	1367
Northampton (S)	2016	1	M	1501
Nungarin (S)	2006	0		15
Nungarin (S)	2006	1	F	114
Nungarin (S)	2006	1	M	116
Nungarin (S)	2011	0		24
Nungarin (S)	2011	1	F	96
Nungarin (S)	2011	1	M	111
Nungarin (S)	2016	0		36
Nungarin (S)	2016	1	F	106
Nungarin (S)	2016	1	M	115
Peppermint Grove (S)	2006	0		227
Peppermint Grove (S)	2006	1	F	766
Peppermint Grove (S)	2006	1	M	586
Peppermint Grove (S)	2011	0		248
Peppermint Grove (S)	2011	1	F	704
Peppermint Grove (S)	2011	1	M	575
Peppermint Grove (S)	2016	0		255
Peppermint Grove (S)	2016	1	F	800
Peppermint Grove (S)	2016	1	M	581
Perenjori (S)	2006	0		51
Perenjori (S)	2006	1	F	229
Perenjori (S)	2006	1	M	252
Perenjori (S)	2011	0		163
Perenjori (S)	2011	1	F	258
Perenjori (S)	2011	1	M	484
Perenjori (S)	2016	0		117
Perenjori (S)	2016	1	F	181
Perenjori (S)	2016	1	M	319
Perth (C)	2006	0		5661
Perth (C)	2006	1	F	2628
Perth (C)	2006	1	M	3191
Perth (C)	2011	0		8468
Perth (C)	2011	1	F	3637
Perth (C)	2011	1	M	4610
Perth (C)	2016	0		11472
Perth (C)	2016	1	F	4697
Perth (C)	2016	1	M	5628
Pingelly (S)	2006	0		168
Pingelly (S)	2006	1	F	497
Pingelly (S)	2006	1	M	504
Pingelly (S)	2011	0		133
Pingelly (S)	2011	1	F	500
Pingelly (S)	2011	1	M	531
Pingelly (S)	2016	0		174
Pingelly (S)	2016	1	F	474
Pingelly (S)	2016	1	M	498
Plantagenet (S)	2006	0		574
Plantagenet (S)	2006	1	F	1943
Plantagenet (S)	2006	1	M	1966
Plantagenet (S)	2011	0		636
Plantagenet (S)	2011	1	F	2104
Plantagenet (S)	2011	1	M	2142
Plantagenet (S)	2016	0		827
Plantagenet (S)	2016	1	F	2117
Plantagenet (S)	2016	1	M	2135
Port Hedland (T)	2006	0		4014
Port Hedland (T)	2006	1	F	3701
Port Hedland (T)	2006	1	M	4245
Port Hedland (T)	2011	0		4738
Port Hedland (T)	2011	1	F	4534
Port Hedland (T)	2011	1	M	5774
Port Hedland (T)	2016	0		4020
Port Hedland (T)	2016	1	F	4816
Port Hedland (T)	2016	1	M	5633
Quairading (S)	2006	0		102
Quairading (S)	2006	1	F	449
Quairading (S)	2006	1	M	468
Quairading (S)	2011	0		63
Quairading (S)	2011	1	F	506
Quairading (S)	2011	1	M	475
Quairading (S)	2016	0		170
Quairading (S)	2016	1	F	436
Quairading (S)	2016	1	M	413
Ravensthorpe (S)	2006	0		294
Ravensthorpe (S)	2006	1	F	674
Ravensthorpe (S)	2006	1	M	984
Ravensthorpe (S)	2011	0		342
Ravensthorpe (S)	2011	1	F	805
Ravensthorpe (S)	2011	1	M	979
Ravensthorpe (S)	2016	0		365
Ravensthorpe (S)	2016	1	F	629
Ravensthorpe (S)	2016	1	M	739
Rockingham (C)	2006	0		14305
Rockingham (C)	2006	1	F	35386
Rockingham (C)	2006	1	M	34615
Rockingham (C)	2011	0		19973
Rockingham (C)	2011	1	F	42602
Rockingham (C)	2011	1	M	41530
Rockingham (C)	2016	0		26623
Rockingham (C)	2016	1	F	49893
Rockingham (C)	2016	1	M	48598
Sandstone (S)	2006	0		24
Sandstone (S)	2006	1	F	41
Sandstone (S)	2006	1	M	52
Sandstone (S)	2011	0		17
Sandstone (S)	2011	1	F	44
Sandstone (S)	2011	1	M	44
Sandstone (S)	2016	0		19
Sandstone (S)	2016	1	F	27
Sandstone (S)	2016	1	M	43
Serpentine-Jarrahdale (S)	2006	0		1685
Serpentine-Jarrahdale (S)	2006	1	F	5572
Serpentine-Jarrahdale (S)	2006	1	M	5636
Serpentine-Jarrahdale (S)	2011	0		2434
Serpentine-Jarrahdale (S)	2011	1	F	7656
Serpentine-Jarrahdale (S)	2011	1	M	7655
Serpentine-Jarrahdale (S)	2016	0		4825
Serpentine-Jarrahdale (S)	2016	1	F	10971
Serpentine-Jarrahdale (S)	2016	1	M	11037
Shark Bay (S)	2006	0		174
Shark Bay (S)	2006	1	F	320
Shark Bay (S)	2006	1	M	361
Shark Bay (S)	2011	0		87
Shark Bay (S)	2011	1	F	358
Shark Bay (S)	2011	1	M	410
Shark Bay (S)	2016	0		168
Shark Bay (S)	2016	1	F	360
Shark Bay (S)	2016	1	M	418
South Perth (C)	2006	0		8666
South Perth (C)	2006	1	F	15408
South Perth (C)	2006	1	M	14287
South Perth (C)	2011	0		9554
South Perth (C)	2011	1	F	16164
South Perth (C)	2011	1	M	15021
South Perth (C)	2016	0		9854
South Perth (C)	2016	1	F	16463
South Perth (C)	2016	1	M	15672
Stirling (C)	2006	0		29559
Stirling (C)	2006	1	F	75909
Stirling (C)	2006	1	M	70642
Stirling (C)	2011	0		39937
Stirling (C)	2011	1	F	80317
Stirling (C)	2011	1	M	75445
Stirling (C)	2016	0		47180
Stirling (C)	2016	1	F	83909
Stirling (C)	2016	1	M	79119
Subiaco (C)	2006	0		3897
Subiaco (C)	2006	1	F	6505
Subiaco (C)	2006	1	M	5978
Subiaco (C)	2011	0		4832
Subiaco (C)	2011	1	F	6622
Subiaco (C)	2011	1	M	6121
Subiaco (C)	2016	0		5490
Subiaco (C)	2016	1	F	7206
Subiaco (C)	2016	1	M	6663
Swan (C)	2006	0		14168
Swan (C)	2006	1	F	39889
Swan (C)	2006	1	M	39219
Swan (C)	2011	0		18198
Swan (C)	2011	1	F	45338
Swan (C)	2011	1	M	44926
Swan (C)	2016	0		26558
Swan (C)	2016	1	F	53753
Swan (C)	2016	1	M	53540
Tammin (S)	2006	0		45
Tammin (S)	2006	1	F	156
Tammin (S)	2006	1	M	188
Tammin (S)	2011	0		55
Tammin (S)	2011	1	F	152
Tammin (S)	2011	1	M	198
Tammin (S)	2016	0		69
Tammin (S)	2016	1	F	155
Tammin (S)	2016	1	M	178
Three Springs (S)	2006	0		68
Three Springs (S)	2006	1	F	290
Three Springs (S)	2006	1	M	307
Three Springs (S)	2011	0		90
Three Springs (S)	2011	1	F	254
Three Springs (S)	2011	1	M	270
Three Springs (S)	2016	0		98
Three Springs (S)	2016	1	F	235
Three Springs (S)	2016	1	M	261
Toodyay (S)	2006	0		525
Toodyay (S)	2006	1	F	1760
Toodyay (S)	2006	1	M	1825
Toodyay (S)	2011	0		654
Toodyay (S)	2011	1	F	1910
Toodyay (S)	2011	1	M	1823
Toodyay (S)	2016	0		689
Toodyay (S)	2016	1	F	1858
Toodyay (S)	2016	1	M	1892
Trayning (S)	2006	0		34
Trayning (S)	2006	1	F	165
Trayning (S)	2006	1	M	193
Trayning (S)	2011	0		30
Trayning (S)	2011	1	F	147
Trayning (S)	2011	1	M	170
Trayning (S)	2016	0		67
Trayning (S)	2016	1	F	125
Trayning (S)	2016	1	M	158
Upper Gascoyne (S)	2006	0		41
Upper Gascoyne (S)	2006	1	F	116
Upper Gascoyne (S)	2006	1	M	131
Upper Gascoyne (S)	2011	0		27
Upper Gascoyne (S)	2011	1	F	105
Upper Gascoyne (S)	2011	1	M	118
Upper Gascoyne (S)	2016	0		37
Upper Gascoyne (S)	2016	1	F	106
Upper Gascoyne (S)	2016	1	M	135
Victoria Park (T)	2006	0		7414
Victoria Park (T)	2006	1	F	10532
Victoria Park (T)	2006	1	M	10013
Victoria Park (T)	2011	0		10223
Victoria Park (T)	2011	1	F	11247
Victoria Park (T)	2011	1	M	10963
Victoria Park (T)	2016	0		11069
Victoria Park (T)	2016	1	F	12057
Victoria Park (T)	2016	1	M	11864
Victoria Plains (S)	2006	0		100
Victoria Plains (S)	2006	1	F	356
Victoria Plains (S)	2006	1	M	449
Victoria Plains (S)	2011	0		132
Victoria Plains (S)	2011	1	F	332
Victoria Plains (S)	2011	1	M	433
Victoria Plains (S)	2016	0		179
Victoria Plains (S)	2016	1	F	341
Victoria Plains (S)	2016	1	M	390
Vincent (C)	2006	0		5774
Vincent (C)	2006	1	F	11102
Vincent (C)	2006	1	M	10857
Vincent (C)	2011	0		7560
Vincent (C)	2011	1	F	12026
Vincent (C)	2011	1	M	11964
Vincent (C)	2016	0		8140
Vincent (C)	2016	1	F	12836
Vincent (C)	2016	1	M	12717
Wagin (S)	2006	0		233
Wagin (S)	2006	1	F	816
Wagin (S)	2006	1	M	793
Wagin (S)	2011	0		203
Wagin (S)	2011	1	F	809
Wagin (S)	2011	1	M	835
Wagin (S)	2016	0		306
Wagin (S)	2016	1	F	789
Wagin (S)	2016	1	M	757
Wandering (S)	2006	0		41
Wandering (S)	2006	1	F	143
Wandering (S)	2006	1	M	170
Wandering (S)	2011	0		34
Wandering (S)	2011	1	F	197
Wandering (S)	2011	1	M	207
Wandering (S)	2016	0		64
Wandering (S)	2016	1	F	183
Wandering (S)	2016	1	M	197
Wanneroo (C)	2006	0		20459
Wanneroo (C)	2006	1	F	45869
Wanneroo (C)	2006	1	M	44613
Wanneroo (C)	2011	0		32554
Wanneroo (C)	2011	1	F	60714
Wanneroo (C)	2011	1	M	58808
Wanneroo (C)	2016	0		41024
Wanneroo (C)	2016	1	F	74629
Wanneroo (C)	2016	1	M	72559
Waroona (S)	2006	0		348
Waroona (S)	2006	1	F	1541
Waroona (S)	2006	1	M	1559
Waroona (S)	2011	0		342
Waroona (S)	2011	1	F	1643
Waroona (S)	2011	1	M	1597
Waroona (S)	2016	0		701
Waroona (S)	2016	1	F	1691
Waroona (S)	2016	1	M	1756
West Arthur (S)	2006	0		74
West Arthur (S)	2006	1	F	364
West Arthur (S)	2006	1	M	418
West Arthur (S)	2011	0		54
West Arthur (S)	2011	1	F	391
West Arthur (S)	2011	1	M	423
West Arthur (S)	2016	0		110
West Arthur (S)	2016	1	F	334
West Arthur (S)	2016	1	M	365
Westonia (S)	2006	0		6
Westonia (S)	2006	1	F	103
Westonia (S)	2006	1	M	101
Westonia (S)	2011	0		38
Westonia (S)	2011	1	F	95
Westonia (S)	2011	1	M	143
Westonia (S)	2016	0		62
Westonia (S)	2016	1	F	101
Westonia (S)	2016	1	M	141
Wickepin (S)	2006	0		47
Wickepin (S)	2006	1	F	321
Wickepin (S)	2006	1	M	348
Wickepin (S)	2011	0		55
Wickepin (S)	2011	1	F	335
Wickepin (S)	2011	1	M	359
Wickepin (S)	2016	0		79
