LGA_NAME16	Year	SameAddress5YearsAgo	Sex	persons
Strathbogie (S)	2016	0	M	1498
Strathbogie (S)	2016	1	F	2899
Strathbogie (S)	2016	1	M	2889
Surf Coast (S)	2006		F	1243
Surf Coast (S)	2006		M	1402
Surf Coast (S)	2006	0	F	3960
Surf Coast (S)	2006	0	M	3819
Surf Coast (S)	2006	1	F	5693
Surf Coast (S)	2006	1	M	5654
Surf Coast (S)	2011		F	1412
Surf Coast (S)	2011		M	1552
Surf Coast (S)	2011	0	F	5026
Surf Coast (S)	2011	0	M	4787
Surf Coast (S)	2011	1	F	6601
Surf Coast (S)	2011	1	M	6494
Surf Coast (S)	2016		F	1727
Surf Coast (S)	2016		M	1869
Surf Coast (S)	2016	0	F	5633
Surf Coast (S)	2016	0	M	5321
Surf Coast (S)	2016	1	F	7458
Surf Coast (S)	2016	1	M	7392
Swan Hill (RC)	2006		F	1258
Swan Hill (RC)	2006		M	1402
Swan Hill (RC)	2006	0	F	3382
Swan Hill (RC)	2006	0	M	3393
Swan Hill (RC)	2006	1	F	5608
Swan Hill (RC)	2006	1	M	5590
Swan Hill (RC)	2011		F	1274
Swan Hill (RC)	2011		M	1400
Swan Hill (RC)	2011	0	F	3311
Swan Hill (RC)	2011	0	M	3221
Swan Hill (RC)	2011	1	F	5562
Swan Hill (RC)	2011	1	M	5683
Swan Hill (RC)	2016		F	1870
Swan Hill (RC)	2016		M	2053
Swan Hill (RC)	2016	0	F	2989
Swan Hill (RC)	2016	0	M	2895
Swan Hill (RC)	2016	1	F	5358
Swan Hill (RC)	2016	1	M	5420
Towong (S)	2006		F	276
Towong (S)	2006		M	279
Towong (S)	2006	0	F	889
Towong (S)	2006	0	M	914
Towong (S)	2006	1	F	1805
Towong (S)	2006	1	M	1851
Towong (S)	2011		F	213
Towong (S)	2011		M	259
Towong (S)	2011	0	F	832
Towong (S)	2011	0	M	744
Towong (S)	2011	1	F	1873
Towong (S)	2011	1	M	1975
Towong (S)	2016		F	348
Towong (S)	2016		M	416
Towong (S)	2016	0	F	797
Towong (S)	2016	0	M	797
Towong (S)	2016	1	F	1762
Towong (S)	2016	1	M	1864
Wangaratta (RC)	2006		F	1338
Wangaratta (RC)	2006		M	1417
Wangaratta (RC)	2006	0	F	4615
Wangaratta (RC)	2006	0	M	4124
Wangaratta (RC)	2006	1	F	7597
Wangaratta (RC)	2006	1	M	7301
Wangaratta (RC)	2011		F	1342
Wangaratta (RC)	2011		M	1335
Wangaratta (RC)	2011	0	F	4366
Wangaratta (RC)	2011	0	M	3804
Wangaratta (RC)	2011	1	F	8122
Wangaratta (RC)	2011	1	M	7846
Wangaratta (RC)	2016		F	1921
Wangaratta (RC)	2016		M	1789
Wangaratta (RC)	2016	0	F	4487
Wangaratta (RC)	2016	0	M	4023
Wangaratta (RC)	2016	1	F	8257
Wangaratta (RC)	2016	1	M	7839
Warrnambool (C)	2006		F	1897
Warrnambool (C)	2006		M	1769
Warrnambool (C)	2006	0	F	5913
Warrnambool (C)	2006	0	M	5427
Warrnambool (C)	2006	1	F	7969
Warrnambool (C)	2006	1	M	7415
Warrnambool (C)	2011		F	1806
Warrnambool (C)	2011		M	1954
Warrnambool (C)	2011	0	F	5995
Warrnambool (C)	2011	0	M	5373
Warrnambool (C)	2011	1	F	8740
Warrnambool (C)	2011	1	M	8165
Warrnambool (C)	2016		F	2330
Warrnambool (C)	2016		M	2259
Warrnambool (C)	2016	0	F	6341
Warrnambool (C)	2016	0	M	5725
Warrnambool (C)	2016	1	F	8831
Warrnambool (C)	2016	1	M	8173
Wellington (S)	2006		F	2073
Wellington (S)	2006		M	2878
Wellington (S)	2006	0	F	7233
Wellington (S)	2006	0	M	6790
Wellington (S)	2006	1	F	10545
Wellington (S)	2006	1	M	10558
Wellington (S)	2011		F	2239
Wellington (S)	2011		M	3102
Wellington (S)	2011	0	F	7079
Wellington (S)	2011	0	M	6553
Wellington (S)	2011	1	F	11339
Wellington (S)	2011	1	M	11128
Wellington (S)	2016		F	2947
Wellington (S)	2016		M	3783
Wellington (S)	2016	0	F	6840
Wellington (S)	2016	0	M	6437
Wellington (S)	2016	1	F	11500
Wellington (S)	2016	1	M	11475
West Wimmera (S)	2006		F	183
West Wimmera (S)	2006		M	183
West Wimmera (S)	2006	0	F	586
West Wimmera (S)	2006	0	M	536
West Wimmera (S)	2006	1	F	1437
West Wimmera (S)	2006	1	M	1555
West Wimmera (S)	2011		F	178
West Wimmera (S)	2011		M	216
West Wimmera (S)	2011	0	F	549
West Wimmera (S)	2011	0	M	499
West Wimmera (S)	2011	1	F	1375
West Wimmera (S)	2011	1	M	1434
West Wimmera (S)	2016		F	224
West Wimmera (S)	2016		M	217
West Wimmera (S)	2016	0	F	478
West Wimmera (S)	2016	0	M	435
West Wimmera (S)	2016	1	F	1239
West Wimmera (S)	2016	1	M	1314
Whitehorse (C)	2006		F	7531
Whitehorse (C)	2006		M	7703
Whitehorse (C)	2006	0	F	23284
Whitehorse (C)	2006	0	M	21281
Whitehorse (C)	2006	1	F	44853
Whitehorse (C)	2006	1	M	40115
Whitehorse (C)	2011		F	7622
Whitehorse (C)	2011		M	7747
Whitehorse (C)	2011	0	F	24434
Whitehorse (C)	2011	0	M	23023
Whitehorse (C)	2011	1	F	46458
Whitehorse (C)	2011	1	M	42051
Whitehorse (C)	2016		F	8040
Whitehorse (C)	2016		M	7733
Whitehorse (C)	2016	0	F	30358
Whitehorse (C)	2016	0	M	28909
Whitehorse (C)	2016	1	F	45634
Whitehorse (C)	2016	1	M	41409
Whittlesea (C)	2006		F	7180
Whittlesea (C)	2006		M	7482
Whittlesea (C)	2006	0	F	19020
Whittlesea (C)	2006	0	M	18073
Whittlesea (C)	2006	1	F	36689
Whittlesea (C)	2006	1	M	36206
Whittlesea (C)	2011		F	8753
Whittlesea (C)	2011		M	9516
Whittlesea (C)	2011	0	F	28184
Whittlesea (C)	2011	0	M	27089
Whittlesea (C)	2011	1	F	41151
Whittlesea (C)	2011	1	M	40188
Whittlesea (C)	2016		F	13136
Whittlesea (C)	2016		M	13228
Whittlesea (C)	2016	0	F	37697
Whittlesea (C)	2016	0	M	36487
Whittlesea (C)	2016	1	F	49119
Whittlesea (C)	2016	1	M	47826
Wodonga (C)	2006		F	1801
Wodonga (C)	2006		M	1871
Wodonga (C)	2006	0	F	7319
Wodonga (C)	2006	0	M	7030
Wodonga (C)	2006	1	F	7632
Wodonga (C)	2006	1	M	7356
Wodonga (C)	2011		F	2017
Wodonga (C)	2011		M	2120
Wodonga (C)	2011	0	F	7375
Wodonga (C)	2011	0	M	7085
Wodonga (C)	2011	1	F	8624
Wodonga (C)	2011	1	M	8298
Wodonga (C)	2016		F	2744
Wodonga (C)	2016		M	2723
Wodonga (C)	2016	0	F	8101
Wodonga (C)	2016	0	M	7826
Wodonga (C)	2016	1	F	9205
Wodonga (C)	2016	1	M	8747
Wyndham (C)	2006		F	7516
Wyndham (C)	2006		M	8849
Wyndham (C)	2006	0	F	23541
Wyndham (C)	2006	0	M	22251
Wyndham (C)	2006	1	F	25490
Wyndham (C)	2006	1	M	25048
Wyndham (C)	2011		F	11074
Wyndham (C)	2011		M	12507
Wyndham (C)	2011	0	F	34975
Wyndham (C)	2011	0	M	33825
Wyndham (C)	2011	1	F	34943
Wyndham (C)	2011	1	M	34247
Wyndham (C)	2016		F	15988
Wyndham (C)	2016		M	17840
Wyndham (C)	2016	0	F	45716
Wyndham (C)	2016	0	M	44778
Wyndham (C)	2016	1	F	46615
Wyndham (C)	2016	1	M	46188
Yarra (C)	2006		F	4973
Yarra (C)	2006		M	5828
Yarra (C)	2006	0	F	16862
Yarra (C)	2006	0	M	15627
Yarra (C)	2006	1	F	13471
Yarra (C)	2006	1	M	12572
Yarra (C)	2011		F	4610
Yarra (C)	2011		M	5151
Yarra (C)	2011	0	F	17892
Yarra (C)	2011	0	M	16636
Yarra (C)	2011	1	F	15434
Yarra (C)	2011	1	M	14367
Yarra (C)	2016		F	6026
Yarra (C)	2016		M	6006
Yarra (C)	2016	0	F	22405
Yarra (C)	2016	0	M	21088
Yarra (C)	2016	1	F	16188
Yarra (C)	2016	1	M	14945
Yarra Ranges (S)	2006		F	7622
Yarra Ranges (S)	2006		M	7986
Yarra Ranges (S)	2006	0	F	21711
Yarra Ranges (S)	2006	0	M	20402
Yarra Ranges (S)	2006	1	F	41416
Yarra Ranges (S)	2006	1	M	41081
Yarra Ranges (S)	2011		F	7194
Yarra Ranges (S)	2011		M	7686
Yarra Ranges (S)	2011	0	F	21566
Yarra Ranges (S)	2011	0	M	20211
Yarra Ranges (S)	2011	1	F	44270
Yarra Ranges (S)	2011	1	M	43614
Yarra Ranges (S)	2016		F	8341
Yarra Ranges (S)	2016		M	8487
Yarra Ranges (S)	2016	0	F	22972
Yarra Ranges (S)	2016	0	M	21439
Yarra Ranges (S)	2016	1	F	44404
Yarra Ranges (S)	2016	1	M	43893
Yarriambiack (S)	2006		F	362
Yarriambiack (S)	2006		M	354
Yarriambiack (S)	2006	0	F	959
Yarriambiack (S)	2006	0	M	886
Yarriambiack (S)	2006	1	F	2490
Yarriambiack (S)	2006	1	M	2466
Yarriambiack (S)	2011		F	394
Yarriambiack (S)	2011		M	415
Yarriambiack (S)	2011	0	F	834
Yarriambiack (S)	2011	0	M	853
Yarriambiack (S)	2011	1	F	2326
Yarriambiack (S)	2011	1	M	2262
Yarriambiack (S)	2016		F	429
Yarriambiack (S)	2016		M	458
Yarriambiack (S)	2016	0	F	850
Yarriambiack (S)	2016	0	M	773
Yarriambiack (S)	2016	1	F	2026
Yarriambiack (S)	2016	1	M	2135
Unincorporated Vic	2006		F	47
Unincorporated Vic	2006		M	67
Unincorporated Vic	2006	0	F	139
Unincorporated Vic	2006	0	M	196
Unincorporated Vic	2006	1	F	104
Unincorporated Vic	2006	1	M	177
Unincorporated Vic	2011		F	51
Unincorporated Vic	2011		M	63
Unincorporated Vic	2011	0	F	150
Unincorporated Vic	2011	0	M	175
Unincorporated Vic	2011	1	F	111
Unincorporated Vic	2011	1	M	213
Unincorporated Vic	2016		F	133
Unincorporated Vic	2016		M	147
Unincorporated Vic	2016	0	F	149
Unincorporated Vic	2016	0	M	158
Unincorporated Vic	2016	1	F	127
Unincorporated Vic	2016	1	M	168
No usual address (Vic.)	2006	0	F	2031
No usual address (Vic.)	2006	0	M	2422
No usual address (Vic.)	2006	1	F	274
No usual address (Vic.)	2006	1	M	482
No usual address (Vic.)	2011	0	F	2461
No usual address (Vic.)	2011	0	M	2728
No usual address (Vic.)	2011	1	F	307
No usual address (Vic.)	2011	1	M	497
No usual address (Vic.)	2016	0	F	1988
No usual address (Vic.)	2016	0	M	2233
No usual address (Vic.)	2016	1	F	315
No usual address (Vic.)	2016	1	M	534
Migratory - Offshore - Shipping (Vic.)	2006	0	F	0
Migratory - Offshore - Shipping (Vic.)	2006	0	M	19
Migratory - Offshore - Shipping (Vic.)	2006	1	F	0
Migratory - Offshore - Shipping (Vic.)	2006	1	M	23
Migratory - Offshore - Shipping (Vic.)	2011	0	F	0
Migratory - Offshore - Shipping (Vic.)	2011	0	M	16
Migratory - Offshore - Shipping (Vic.)	2011	1	F	0
Migratory - Offshore - Shipping (Vic.)	2011	1	M	17
Migratory - Offshore - Shipping (Vic.)	2016	0	F	0
Migratory - Offshore - Shipping (Vic.)	2016	0	M	16
Migratory - Offshore - Shipping (Vic.)	2016	1	F	0
Migratory - Offshore - Shipping (Vic.)	2016	1	M	12
Aurukun (S)	2006		F	77
Aurukun (S)	2006		M	61
Aurukun (S)	2006	0	F	48
Aurukun (S)	2006	0	M	49
Aurukun (S)	2006	1	F	415
Aurukun (S)	2006	1	M	393
Aurukun (S)	2011		F	72
Aurukun (S)	2011		M	75
Aurukun (S)	2011	0	F	47
Aurukun (S)	2011	0	M	48
Aurukun (S)	2011	1	F	534
Aurukun (S)	2011	1	M	517
Aurukun (S)	2016		F	62
Aurukun (S)	2016		M	78
Aurukun (S)	2016	0	F	44
Aurukun (S)	2016	0	M	73
Aurukun (S)	2016	1	F	529
Aurukun (S)	2016	1	M	481
Balonne (S)	2006		F	321
Balonne (S)	2006		M	378
Balonne (S)	2006	0	F	943
Balonne (S)	2006	0	M	921
Balonne (S)	2006	1	F	986
Balonne (S)	2006	1	M	1073
Balonne (S)	2011		F	337
Balonne (S)	2011		M	440
Balonne (S)	2011	0	F	815
Balonne (S)	2011	0	M	803
Balonne (S)	2011	1	F	1131
Balonne (S)	2011	1	M	1194
Balonne (S)	2016		F	338
Balonne (S)	2016		M	333
Balonne (S)	2016	0	F	699
Balonne (S)	2016	0	M	696
Balonne (S)	2016	1	F	1092
Balonne (S)	2016	1	M	1222
Banana (S)	2006		F	896
Banana (S)	2006		M	1089
Banana (S)	2006	0	F	2748
Banana (S)	2006	0	M	2888
Banana (S)	2006	1	F	3405
Banana (S)	2006	1	M	3626
Banana (S)	2011		F	901
Banana (S)	2011		M	1033
Banana (S)	2011	0	F	2655
Banana (S)	2011	0	M	2657
Banana (S)	2011	1	F	3421
Banana (S)	2011	1	M	3789
Banana (S)	2016		F	1062
Banana (S)	2016		M	1162
Banana (S)	2016	0	F	2336
Banana (S)	2016	0	M	2345
Banana (S)	2016	1	F	3530
Banana (S)	2016	1	M	3881
Barcaldine (R)	2006		F	191
Barcaldine (R)	2006		M	243
Barcaldine (R)	2006	0	F	574
Barcaldine (R)	2006	0	M	533
Barcaldine (R)	2006	1	F	817
Barcaldine (R)	2006	1	M	903
Barcaldine (R)	2011		F	229
Barcaldine (R)	2011		M	222
Barcaldine (R)	2011	0	F	501
Barcaldine (R)	2011	0	M	487
Barcaldine (R)	2011	1	F	865
Barcaldine (R)	2011	1	M	911
Barcaldine (R)	2016		F	181
Barcaldine (R)	2016		M	225
Barcaldine (R)	2016	0	F	402
Barcaldine (R)	2016	0	M	368
Barcaldine (R)	2016	1	F	836
Barcaldine (R)	2016	1	M	856
Barcoo (S)	2006		F	22
Barcoo (S)	2006		M	16
Barcoo (S)	2006	0	F	67
Barcoo (S)	2006	0	M	78
Barcoo (S)	2006	1	F	72
Barcoo (S)	2006	1	M	102
Barcoo (S)	2011		F	10
Barcoo (S)	2011		M	34
Barcoo (S)	2011	0	F	69
Barcoo (S)	2011	0	M	72
Barcoo (S)	2011	1	F	80
Barcoo (S)	2011	1	M	83
Barcoo (S)	2016		F	17
Barcoo (S)	2016		M	27
Barcoo (S)	2016	0	F	61
Barcoo (S)	2016	0	M	50
Barcoo (S)	2016	1	F	45
Barcoo (S)	2016	1	M	72
Blackall-Tambo (R)	2006		F	95
Blackall-Tambo (R)	2006		M	95
Blackall-Tambo (R)	2006	0	F	387
Blackall-Tambo (R)	2006	0	M	338
Blackall-Tambo (R)	2006	1	F	540
Blackall-Tambo (R)	2006	1	M	561
Blackall-Tambo (R)	2011		F	112
Blackall-Tambo (R)	2011		M	154
Blackall-Tambo (R)	2011	0	F	413
Blackall-Tambo (R)	2011	0	M	364
Blackall-Tambo (R)	2011	1	F	586
Blackall-Tambo (R)	2011	1	M	573
Blackall-Tambo (R)	2016		F	131
Blackall-Tambo (R)	2016		M	105
Blackall-Tambo (R)	2016	0	F	291
Blackall-Tambo (R)	2016	0	M	278
Blackall-Tambo (R)	2016	1	F	536
Blackall-Tambo (R)	2016	1	M	561
Boulia (S)	2006		F	31
Boulia (S)	2006		M	27
Boulia (S)	2006	0	F	94
Boulia (S)	2006	0	M	93
Boulia (S)	2006	1	F	77
Boulia (S)	2006	1	M	102
Boulia (S)	2011		F	40
Boulia (S)	2011		M	44
Boulia (S)	2011	0	F	68
Boulia (S)	2011	0	M	86
Boulia (S)	2011	1	F	108
Boulia (S)	2011	1	M	133
Boulia (S)	2016		F	47
Boulia (S)	2016		M	53
Boulia (S)	2016	0	F	105
Boulia (S)	2016	0	M	98
Boulia (S)	2016	1	F	49
Boulia (S)	2016	1	M	77
Brisbane (C)	2006		F	58367
Brisbane (C)	2006		M	64859
Brisbane (C)	2006	0	F	215045
Brisbane (C)	2006	0	M	202719
Brisbane (C)	2006	1	F	215379
Brisbane (C)	2006	1	M	199765
Brisbane (C)	2011		F	57152
Brisbane (C)	2011		M	65103
Brisbane (C)	2011	0	F	226762
Brisbane (C)	2011	0	M	219676
Brisbane (C)	2011	1	F	244213
Brisbane (C)	2011	1	M	228929
Brisbane (C)	2016		F	66234
Brisbane (C)	2016		M	70040
Brisbane (C)	2016	0	F	253218
Brisbane (C)	2016	0	M	245384
Brisbane (C)	2016	1	F	255268
Brisbane (C)	2016	1	M	241016
Bulloo (S)	2006		F	11
Bulloo (S)	2006		M	25
Bulloo (S)	2006	0	F	68
Bulloo (S)	2006	0	M	75
Bulloo (S)	2006	1	F	76
Bulloo (S)	2006	1	M	115
Bulloo (S)	2011		F	13
Bulloo (S)	2011		M	43
Bulloo (S)	2011	0	F	85
Bulloo (S)	2011	0	M	95
Bulloo (S)	2011	1	F	64
Bulloo (S)	2011	1	M	101
Bulloo (S)	2016		F	35
Bulloo (S)	2016		M	28
Bulloo (S)	2016	0	F	57
Bulloo (S)	2016	0	M	65
Bulloo (S)	2016	1	F	72
Bulloo (S)	2016	1	M	94
Bundaberg (R)	2006		F	4904
Bundaberg (R)	2006		M	5268
Bundaberg (R)	2006	0	F	18896
Bundaberg (R)	2006	0	M	17481
Bundaberg (R)	2006	1	F	18386
Bundaberg (R)	2006	1	M	18026
Bundaberg (R)	2011		F	4960
Bundaberg (R)	2011		M	5449
Bundaberg (R)	2011	0	F	18812
Bundaberg (R)	2011	0	M	17385
Bundaberg (R)	2011	1	F	21808
Bundaberg (R)	2011	1	M	21392
Bundaberg (R)	2016		F	5947
Bundaberg (R)	2016		M	6159
Bundaberg (R)	2016	0	F	17837
Bundaberg (R)	2016	0	M	16432
Bundaberg (R)	2016	1	F	23396
Bundaberg (R)	2016	1	M	23125
Burdekin (S)	2006		F	954
Burdekin (S)	2006		M	1103
Burdekin (S)	2006	0	F	2764
Burdekin (S)	2006	0	M	2668
Burdekin (S)	2006	1	F	4722
Burdekin (S)	2006	1	M	4808
Burdekin (S)	2011		F	985
Burdekin (S)	2011		M	1118
Burdekin (S)	2011	0	F	2690
Burdekin (S)	2011	0	M	2508
Burdekin (S)	2011	1	F	4967
Burdekin (S)	2011	1	M	5099
Burdekin (S)	2016		F	1109
Burdekin (S)	2016		M	1192
Burdekin (S)	2016	0	F	2363
Burdekin (S)	2016	0	M	2337
Burdekin (S)	2016	1	F	4930
Burdekin (S)	2016	1	M	5144
Burke (S)	2006		F	54
Burke (S)	2006		M	79
Burke (S)	2006	0	F	71
Burke (S)	2006	0	M	128
Burke (S)	2006	1	F	61
Burke (S)	2006	1	M	102
Burke (S)	2011		F	43
Burke (S)	2011		M	79
Burke (S)	2011	0	F	68
Burke (S)	2011	0	M	104
Burke (S)	2011	1	F	87
Burke (S)	2011	1	M	134
Burke (S)	2016		F	34
Burke (S)	2016		M	43
Burke (S)	2016	0	F	42
Burke (S)	2016	0	M	57
Burke (S)	2016	1	F	68
Burke (S)	2016	1	M	83
Cairns (R)	2006		F	10185
Cairns (R)	2006		M	11247
Cairns (R)	2006	0	F	30149
Cairns (R)	2006	0	M	28760
Cairns (R)	2006	1	F	23441
Cairns (R)	2006	1	M	23652
Cairns (R)	2011		F	10645
Cairns (R)	2011		M	11763
Cairns (R)	2011	0	F	33621
Cairns (R)	2011	0	M	30974
Cairns (R)	2011	1	F	29080
Cairns (R)	2011	1	M	29257
Cairns (R)	2016		F	12301
Cairns (R)	2016		M	12831
Cairns (R)	2016	0	F	34120
Cairns (R)	2016	0	M	31557
Cairns (R)	2016	1	F	33087
Cairns (R)	2016	1	M	33002
Carpentaria (S)	2006		F	199
Carpentaria (S)	2006		M	257
Carpentaria (S)	2006	0	F	379
Carpentaria (S)	2006	0	M	393
Carpentaria (S)	2006	1	F	330
Carpentaria (S)	2006	1	M	383
Carpentaria (S)	2011		F	209
Carpentaria (S)	2011		M	217
Carpentaria (S)	2011	0	F	380
Carpentaria (S)	2011	0	M	397
Carpentaria (S)	2011	1	F	389
Carpentaria (S)	2011	1	M	461
Carpentaria (S)	2016		F	174
Carpentaria (S)	2016		M	190
Carpentaria (S)	2016	0	F	349
Carpentaria (S)	2016	0	M	353
Carpentaria (S)	2016	1	F	424
Carpentaria (S)	2016	1	M	460
Cassowary Coast (R)	2006		F	1782
Cassowary Coast (R)	2006		M	2089
Cassowary Coast (R)	2006	0	F	5162
Cassowary Coast (R)	2006	0	M	5229
Cassowary Coast (R)	2006	1	F	6551
Cassowary Coast (R)	2006	1	M	6962
Cassowary Coast (R)	2011		F	1537
Cassowary Coast (R)	2011		M	1803
Cassowary Coast (R)	2011	0	F	4606
Cassowary Coast (R)	2011	0	M	4720
Cassowary Coast (R)	2011	1	F	7244
Cassowary Coast (R)	2011	1	M	7759
Cassowary Coast (R)	2016		F	2131
Cassowary Coast (R)	2016		M	2427
Cassowary Coast (R)	2016	0	F	4542
Cassowary Coast (R)	2016	0	M	4499
Cassowary Coast (R)	2016	1	F	7288
Cassowary Coast (R)	2016	1	M	7843
Central Highlands (R) (Qld)	2006		F	1852
Central Highlands (R) (Qld)	2006		M	2411
Central Highlands (R) (Qld)	2006	0	F	6247
Central Highlands (R) (Qld)	2006	0	M	6879
Central Highlands (R) (Qld)	2006	1	F	4135
Central Highlands (R) (Qld)	2006	1	M	4947
Central Highlands (R) (Qld)	2011		F	2185
Central Highlands (R) (Qld)	2011		M	2952
Central Highlands (R) (Qld)	2011	0	F	6258
Central Highlands (R) (Qld)	2011	0	M	6800
Central Highlands (R) (Qld)	2011	1	F	4879
Central Highlands (R) (Qld)	2011	1	M	5641
Central Highlands (R) (Qld)	2016		F	2707
Central Highlands (R) (Qld)	2016		M	3240
Central Highlands (R) (Qld)	2016	0	F	5362
Central Highlands (R) (Qld)	2016	0	M	5457
Central Highlands (R) (Qld)	2016	1	F	5171
Central Highlands (R) (Qld)	2016	1	M	6059
Charters Towers (R)	2006		F	703
Charters Towers (R)	2006		M	747
Charters Towers (R)	2006	0	F	2531
Charters Towers (R)	2006	0	M	2440
Charters Towers (R)	2006	1	F	2519
Charters Towers (R)	2006	1	M	2537
Charters Towers (R)	2011		F	781
Charters Towers (R)	2011		M	993
Charters Towers (R)	2011	0	F	2455
Charters Towers (R)	2011	0	M	2188
Charters Towers (R)	2011	1	F	2837
Charters Towers (R)	2011	1	M	2915
Charters Towers (R)	2016		F	928
Charters Towers (R)	2016		M	958
Charters Towers (R)	2016	0	F	2035
Charters Towers (R)	2016	0	M	1875
Charters Towers (R)	2016	1	F	3029
Charters Towers (R)	2016	1	M	3052
Cherbourg (S)	2006		F	88
Cherbourg (S)	2006		M	97
Cherbourg (S)	2006	0	F	63
Cherbourg (S)	2006	0	M	67
Cherbourg (S)	2006	1	F	430
Cherbourg (S)	2006	1	M	385
Cherbourg (S)	2011		F	96
Cherbourg (S)	2011		M	94
Cherbourg (S)	2011	0	F	58
Cherbourg (S)	2011	0	M	60
Cherbourg (S)	2011	1	F	480
Cherbourg (S)	2011	1	M	444
Cherbourg (S)	2016		F	89
Cherbourg (S)	2016		M	112
Cherbourg (S)	2016	0	F	71
Cherbourg (S)	2016	0	M	77
Cherbourg (S)	2016	1	F	475
Cherbourg (S)	2016	1	M	439
Cloncurry (S)	2006		F	289
Cloncurry (S)	2006		M	293
Cloncurry (S)	2006	0	F	642
Cloncurry (S)	2006	0	M	777
Cloncurry (S)	2006	1	F	503
Cloncurry (S)	2006	1	M	629
Cloncurry (S)	2011		F	276
Cloncurry (S)	2011		M	392
Cloncurry (S)	2011	0	F	607
Cloncurry (S)	2011	0	M	732
Cloncurry (S)	2011	1	F	538
Cloncurry (S)	2011	1	M	685
Cloncurry (S)	2016		F	295
Cloncurry (S)	2016		M	395
Cloncurry (S)	2016	0	F	497
Cloncurry (S)	2016	0	M	669
Cloncurry (S)	2016	1	F	535
Cloncurry (S)	2016	1	M	642
Cook (S)	2006		F	326
Cook (S)	2006		M	420
Cook (S)	2006	0	F	619
Cook (S)	2006	0	M	676
Cook (S)	2006	1	F	638
Cook (S)	2006	1	M	787
Cook (S)	2011		F	283
Cook (S)	2011		M	791
Cook (S)	2011	0	F	659
Cook (S)	2011	0	M	705
Cook (S)	2011	1	F	780
Cook (S)	2011	1	M	934
Cook (S)	2016		F	413
Cook (S)	2016		M	523
Cook (S)	2016	0	F	701
Cook (S)	2016	0	M	733
Cook (S)	2016	1	F	836
Cook (S)	2016	1	M	1017
Croydon (S)	2006		F	24
Croydon (S)	2006		M	29
Croydon (S)	2006	0	F	50
Croydon (S)	2006	0	M	53
Croydon (S)	2006	1	F	48
Croydon (S)	2006	1	M	48
Croydon (S)	2011		F	25
Croydon (S)	2011		M	36
Croydon (S)	2011	0	F	45
Croydon (S)	2011	0	M	50
Croydon (S)	2011	1	F	72
Croydon (S)	2011	1	M	81
Croydon (S)	2016		F	44
Croydon (S)	2016		M	55
Croydon (S)	2016	0	F	41
Croydon (S)	2016	0	M	38
Croydon (S)	2016	1	F	60
Croydon (S)	2016	1	M	55
Diamantina (S)	2006		F	17
Diamantina (S)	2006		M	21
Diamantina (S)	2006	0	F	65
Diamantina (S)	2006	0	M	80
Diamantina (S)	2006	1	F	42
Diamantina (S)	2006	1	M	55
Diamantina (S)	2011		F	12
Diamantina (S)	2011		M	26
Diamantina (S)	2011	0	F	71
Diamantina (S)	2011	0	M	77
Diamantina (S)	2011	1	F	45
Diamantina (S)	2011	1	M	52
Diamantina (S)	2016		F	34
Diamantina (S)	2016		M	34
Diamantina (S)	2016	0	F	53
Diamantina (S)	2016	0	M	52
Diamantina (S)	2016	1	F	55
Diamantina (S)	2016	1	M	64
Doomadgee (S)	2006		F	152
Doomadgee (S)	2006		M	186
Doomadgee (S)	2006	0	F	44
Doomadgee (S)	2006	0	M	52
Doomadgee (S)	2006	1	F	337
Doomadgee (S)	2006	1	M	311
Doomadgee (S)	2011		F	87
Doomadgee (S)	2011		M	106
Doomadgee (S)	2011	0	F	70
Doomadgee (S)	2011	0	M	79
Doomadgee (S)	2011	1	F	465
Doomadgee (S)	2011	1	M	482
Doomadgee (S)	2016		F	92
Doomadgee (S)	2016		M	107
Doomadgee (S)	2016	0	F	86
Doomadgee (S)	2016	0	M	101
Doomadgee (S)	2016	1	F	514
Doomadgee (S)	2016	1	M	499
Douglas (S)	2006		F	709
Douglas (S)	2006		M	881
Douglas (S)	2006	0	F	2319
Douglas (S)	2006	0	M	2344
Douglas (S)	2006	1	F	1860
Douglas (S)	2006	1	M	2075
Douglas (S)	2011		F	761
Douglas (S)	2011		M	985
Douglas (S)	2011	0	F	2192
Douglas (S)	2011	0	M	2118
Douglas (S)	2011	1	F	2321
Douglas (S)	2011	1	M	2454
Douglas (S)	2016		F	1116
Douglas (S)	2016		M	1125
Douglas (S)	2016	0	F	2347
Douglas (S)	2016	0	M	2295
Douglas (S)	2016	1	F	2295
Douglas (S)	2016	1	M	2540
Etheridge (S)	2006		F	57
Etheridge (S)	2006		M	75
Etheridge (S)	2006	0	F	142
Etheridge (S)	2006	0	M	162
Etheridge (S)	2006	1	F	177
Etheridge (S)	2006	1	M	239
Etheridge (S)	2011		F	48
Etheridge (S)	2011		M	77
Etheridge (S)	2011	0	F	123
Etheridge (S)	2011	0	M	149
Etheridge (S)	2011	1	F	212
Etheridge (S)	2011	1	M	282
Etheridge (S)	2016		F	71
Etheridge (S)	2016		M	74
Etheridge (S)	2016	0	F	107
Etheridge (S)	2016	0	M	116
Etheridge (S)	2016	1	F	191
Etheridge (S)	2016	1	M	245
Flinders (S) (Qld)	2006		F	112
Flinders (S) (Qld)	2006		M	134
Flinders (S) (Qld)	2006	0	F	310
Flinders (S) (Qld)	2006	0	M	312
