LGA_NAME16	Year	SameAddress5YearsAgo	Sex	persons
Greater Bendigo (C)	2006	1	F	24210
Greater Bendigo (C)	2006	1	M	22933
Greater Bendigo (C)	2011		F	5605
Greater Bendigo (C)	2011		M	5947
Greater Bendigo (C)	2011	0	F	19005
Greater Bendigo (C)	2011	0	M	17166
Greater Bendigo (C)	2011	1	F	27232
Greater Bendigo (C)	2011	1	M	25664
Greater Bendigo (C)	2016		F	7720
Greater Bendigo (C)	2016		M	7621
Greater Bendigo (C)	2016	0	F	21223
Greater Bendigo (C)	2016	0	M	19078
Greater Bendigo (C)	2016	1	F	27948
Greater Bendigo (C)	2016	1	M	26888
Greater Dandenong (C)	2006		F	8488
Greater Dandenong (C)	2006		M	9229
Greater Dandenong (C)	2006	0	F	19202
Greater Dandenong (C)	2006	0	M	19325
Greater Dandenong (C)	2006	1	F	35018
Greater Dandenong (C)	2006	1	M	34262
Greater Dandenong (C)	2011		F	8124
Greater Dandenong (C)	2011		M	8796
Greater Dandenong (C)	2011	0	F	21530
Greater Dandenong (C)	2011	0	M	23212
Greater Dandenong (C)	2011	1	F	37430
Greater Dandenong (C)	2011	1	M	36513
Greater Dandenong (C)	2016		F	9655
Greater Dandenong (C)	2016		M	10358
Greater Dandenong (C)	2016	0	F	26812
Greater Dandenong (C)	2016	0	M	29889
Greater Dandenong (C)	2016	1	F	38039
Greater Dandenong (C)	2016	1	M	37303
Greater Geelong (C)	2006		F	10561
Greater Geelong (C)	2006		M	11633
Greater Geelong (C)	2006	0	F	36284
Greater Geelong (C)	2006	0	M	33396
Greater Geelong (C)	2006	1	F	54501
Greater Geelong (C)	2006	1	M	51106
Greater Geelong (C)	2011		F	10750
Greater Geelong (C)	2011		M	12060
Greater Geelong (C)	2011	0	F	38924
Greater Geelong (C)	2011	0	M	35249
Greater Geelong (C)	2011	1	F	58738
Greater Geelong (C)	2011	1	M	55159
Greater Geelong (C)	2016		F	14665
Greater Geelong (C)	2016		M	15523
Greater Geelong (C)	2016	0	F	45083
Greater Geelong (C)	2016	0	M	41130
Greater Geelong (C)	2016	1	F	60469
Greater Geelong (C)	2016	1	M	56561
Greater Shepparton (C)	2006		F	3469
Greater Shepparton (C)	2006		M	3711
Greater Shepparton (C)	2006	0	F	10460
Greater Shepparton (C)	2006	0	M	9708
Greater Shepparton (C)	2006	1	F	14972
Greater Shepparton (C)	2006	1	M	14769
Greater Shepparton (C)	2011		F	3702
Greater Shepparton (C)	2011		M	4127
Greater Shepparton (C)	2011	0	F	10484
Greater Shepparton (C)	2011	0	M	9586
Greater Shepparton (C)	2011	1	F	16382
Greater Shepparton (C)	2011	1	M	16170
Greater Shepparton (C)	2016		F	4817
Greater Shepparton (C)	2016		M	5118
Greater Shepparton (C)	2016	0	F	10437
Greater Shepparton (C)	2016	0	M	9887
Greater Shepparton (C)	2016	1	F	16871
Greater Shepparton (C)	2016	1	M	16708
Hepburn (S)	2006		F	759
Hepburn (S)	2006		M	792
Hepburn (S)	2006	0	F	2208
Hepburn (S)	2006	0	M	1941
Hepburn (S)	2006	1	F	4090
Hepburn (S)	2006	1	M	3944
Hepburn (S)	2011		F	791
Hepburn (S)	2011		M	745
Hepburn (S)	2011	0	F	2372
Hepburn (S)	2011	0	M	2069
Hepburn (S)	2011	1	F	4252
Hepburn (S)	2011	1	M	4136
Hepburn (S)	2016		F	1160
Hepburn (S)	2016		M	1028
Hepburn (S)	2016	0	F	2453
Hepburn (S)	2016	0	M	2147
Hepburn (S)	2016	1	F	4331
Hepburn (S)	2016	1	M	4207
Hindmarsh (S)	2006		F	279
Hindmarsh (S)	2006		M	280
Hindmarsh (S)	2006	0	F	815
Hindmarsh (S)	2006	0	M	754
Hindmarsh (S)	2006	1	F	1976
Hindmarsh (S)	2006	1	M	1936
Hindmarsh (S)	2011		F	254
Hindmarsh (S)	2011		M	277
Hindmarsh (S)	2011	0	F	780
Hindmarsh (S)	2011	0	M	730
Hindmarsh (S)	2011	1	F	1883
Hindmarsh (S)	2011	1	M	1876
Hindmarsh (S)	2016		F	357
Hindmarsh (S)	2016		M	357
Hindmarsh (S)	2016	0	F	779
Hindmarsh (S)	2016	0	M	717
Hindmarsh (S)	2016	1	F	1736
Hindmarsh (S)	2016	1	M	1774
Hobsons Bay (C)	2006		F	5086
Hobsons Bay (C)	2006		M	5340
Hobsons Bay (C)	2006	0	F	12595
Hobsons Bay (C)	2006	0	M	12012
Hobsons Bay (C)	2006	1	F	23676
Hobsons Bay (C)	2006	1	M	22751
Hobsons Bay (C)	2011		F	5068
Hobsons Bay (C)	2011		M	5257
Hobsons Bay (C)	2011	0	F	13111
Hobsons Bay (C)	2011	0	M	13288
Hobsons Bay (C)	2011	1	F	24064
Hobsons Bay (C)	2011	1	M	23073
Hobsons Bay (C)	2016		F	5565
Hobsons Bay (C)	2016		M	5700
Hobsons Bay (C)	2016	0	F	15127
Hobsons Bay (C)	2016	0	M	14674
Hobsons Bay (C)	2016	1	F	24454
Hobsons Bay (C)	2016	1	M	23257
Horsham (RC)	2006		F	954
Horsham (RC)	2006		M	928
Horsham (RC)	2006	0	F	3591
Horsham (RC)	2006	0	M	3245
Horsham (RC)	2006	1	F	4939
Horsham (RC)	2006	1	M	4836
Horsham (RC)	2011		F	1040
Horsham (RC)	2011		M	1097
Horsham (RC)	2011	0	F	3482
Horsham (RC)	2011	0	M	3199
Horsham (RC)	2011	1	F	5347
Horsham (RC)	2011	1	M	5114
Horsham (RC)	2016		F	1176
Horsham (RC)	2016		M	1241
Horsham (RC)	2016	0	F	3365
Horsham (RC)	2016	0	M	2986
Horsham (RC)	2016	1	F	5526
Horsham (RC)	2016	1	M	5349
Hume (C)	2006		F	9728
Hume (C)	2006		M	10232
Hume (C)	2006	0	F	24597
Hume (C)	2006	0	M	23482
Hume (C)	2006	1	F	40319
Hume (C)	2006	1	M	39427
Hume (C)	2011		F	10350
Hume (C)	2011		M	10832
Hume (C)	2011	0	F	26512
Hume (C)	2011	0	M	25521
Hume (C)	2011	1	F	47675
Hume (C)	2011	1	M	46672
Hume (C)	2016		F	13276
Hume (C)	2016		M	13950
Hume (C)	2016	0	F	33517
Hume (C)	2016	0	M	33182
Hume (C)	2016	1	F	52309
Hume (C)	2016	1	M	51141
Indigo (S)	2006		F	735
Indigo (S)	2006		M	881
Indigo (S)	2006	0	F	2439
Indigo (S)	2006	0	M	2211
Indigo (S)	2006	1	F	4325
Indigo (S)	2006	1	M	4206
Indigo (S)	2011		F	692
Indigo (S)	2011		M	889
Indigo (S)	2011	0	F	2339
Indigo (S)	2011	0	M	2057
Indigo (S)	2011	1	F	4622
Indigo (S)	2011	1	M	4579
Indigo (S)	2016		F	912
Indigo (S)	2016		M	1085
Indigo (S)	2016	0	F	2464
Indigo (S)	2016	0	M	2216
Indigo (S)	2016	1	F	4721
Indigo (S)	2016	1	M	4558
Kingston (C) (Vic.)	2006		F	7828
Kingston (C) (Vic.)	2006		M	8053
Kingston (C) (Vic.)	2006	0	F	21922
Kingston (C) (Vic.)	2006	0	M	20641
Kingston (C) (Vic.)	2006	1	F	39298
Kingston (C) (Vic.)	2006	1	M	36885
Kingston (C) (Vic.)	2011		F	7429
Kingston (C) (Vic.)	2011		M	8024
Kingston (C) (Vic.)	2011	0	F	22998
Kingston (C) (Vic.)	2011	0	M	21815
Kingston (C) (Vic.)	2011	1	F	42368
Kingston (C) (Vic.)	2011	1	M	39790
Kingston (C) (Vic.)	2016		F	8691
Kingston (C) (Vic.)	2016		M	8450
Kingston (C) (Vic.)	2016	0	F	26146
Kingston (C) (Vic.)	2016	0	M	24892
Kingston (C) (Vic.)	2016	1	F	42916
Kingston (C) (Vic.)	2016	1	M	40295
Knox (C)	2006		F	7206
Knox (C)	2006		M	7342
Knox (C)	2006	0	F	22073
Knox (C)	2006	0	M	20589
Knox (C)	2006	1	F	45619
Knox (C)	2006	1	M	43909
Knox (C)	2011		F	6290
Knox (C)	2011		M	7061
Knox (C)	2011	0	F	21259
Knox (C)	2011	0	M	19765
Knox (C)	2011	1	F	48345
Knox (C)	2011	1	M	46580
Knox (C)	2016		F	7723
Knox (C)	2016		M	7708
Knox (C)	2016	0	F	23536
Knox (C)	2016	0	M	21952
Knox (C)	2016	1	F	47534
Knox (C)	2016	1	M	45657
Latrobe (C) (Vic.)	2006		F	4062
Latrobe (C) (Vic.)	2006		M	4068
Latrobe (C) (Vic.)	2006	0	F	12048
Latrobe (C) (Vic.)	2006	0	M	11121
Latrobe (C) (Vic.)	2006	1	F	19350
Latrobe (C) (Vic.)	2006	1	M	18685
Latrobe (C) (Vic.)	2011		F	4272
Latrobe (C) (Vic.)	2011		M	4493
Latrobe (C) (Vic.)	2011	0	F	12624
Latrobe (C) (Vic.)	2011	0	M	11352
Latrobe (C) (Vic.)	2011	1	F	20136
Latrobe (C) (Vic.)	2011	1	M	19521
Latrobe (C) (Vic.)	2016		F	5391
Latrobe (C) (Vic.)	2016		M	5377
Latrobe (C) (Vic.)	2016	0	F	11641
Latrobe (C) (Vic.)	2016	0	M	10461
Latrobe (C) (Vic.)	2016	1	F	20437
Latrobe (C) (Vic.)	2016	1	M	19950
Loddon (S)	2006		F	388
Loddon (S)	2006		M	373
Loddon (S)	2006	0	F	1075
Loddon (S)	2006	0	M	1049
Loddon (S)	2006	1	F	2378
Loddon (S)	2006	1	M	2576
Loddon (S)	2011		F	392
Loddon (S)	2011		M	446
Loddon (S)	2011	0	F	876
Loddon (S)	2011	0	M	865
Loddon (S)	2011	1	F	2379
Loddon (S)	2011	1	M	2497
Loddon (S)	2016		F	576
Loddon (S)	2016		M	609
Loddon (S)	2016	0	F	855
Loddon (S)	2016	0	M	839
Loddon (S)	2016	1	F	2237
Loddon (S)	2016	1	M	2400
Macedon Ranges (S)	2006		F	2127
Macedon Ranges (S)	2006		M	2174
Macedon Ranges (S)	2006	0	F	6383
Macedon Ranges (S)	2006	0	M	6078
Macedon Ranges (S)	2006	1	F	10886
Macedon Ranges (S)	2006	1	M	10706
Macedon Ranges (S)	2011		F	2146
Macedon Ranges (S)	2011		M	2106
Macedon Ranges (S)	2011	0	F	6922
Macedon Ranges (S)	2011	0	M	6446
Macedon Ranges (S)	2011	1	F	12179
Macedon Ranges (S)	2011	1	M	12061
Macedon Ranges (S)	2016		F	3038
Macedon Ranges (S)	2016		M	2965
Macedon Ranges (S)	2016	0	F	7337
Macedon Ranges (S)	2016	0	M	6902
Macedon Ranges (S)	2016	1	F	13040
Macedon Ranges (S)	2016	1	M	12818
Manningham (C)	2006		F	5089
Manningham (C)	2006		M	5165
Manningham (C)	2006	0	F	15880
Manningham (C)	2006	0	M	14542
Manningham (C)	2006	1	F	35529
Manningham (C)	2006	1	M	33712
Manningham (C)	2011		F	4471
Manningham (C)	2011		M	4536
Manningham (C)	2011	0	F	15569
Manningham (C)	2011	0	M	14619
Manningham (C)	2011	1	F	37220
Manningham (C)	2011	1	M	34883
Manningham (C)	2016		F	5302
Manningham (C)	2016		M	5187
Manningham (C)	2016	0	F	18661
Manningham (C)	2016	0	M	17465
Manningham (C)	2016	1	F	35990
Manningham (C)	2016	1	M	33654
Mansfield (S)	2006		F	388
Mansfield (S)	2006		M	443
Mansfield (S)	2006	0	F	1498
Mansfield (S)	2006	0	M	1456
Mansfield (S)	2006	1	F	1685
Mansfield (S)	2006	1	M	1724
Mansfield (S)	2011		F	363
Mansfield (S)	2011		M	429
Mansfield (S)	2011	0	F	1535
Mansfield (S)	2011	0	M	1362
Mansfield (S)	2011	1	F	2064
Mansfield (S)	2011	1	M	2144
Mansfield (S)	2016		F	583
Mansfield (S)	2016		M	605
Mansfield (S)	2016	0	F	1550
Mansfield (S)	2016	0	M	1445
Mansfield (S)	2016	1	F	2181
Mansfield (S)	2016	1	M	2222
Maribyrnong (C)	2006		F	4441
Maribyrnong (C)	2006		M	5125
Maribyrnong (C)	2006	0	F	11724
Maribyrnong (C)	2006	0	M	12212
Maribyrnong (C)	2006	1	F	15117
Maribyrnong (C)	2006	1	M	14520
Maribyrnong (C)	2011		F	5012
Maribyrnong (C)	2011		M	6015
Maribyrnong (C)	2011	0	F	13694
Maribyrnong (C)	2011	0	M	14540
Maribyrnong (C)	2011	1	F	16537
Maribyrnong (C)	2011	1	M	15840
Maribyrnong (C)	2016		F	5674
Maribyrnong (C)	2016		M	6033
Maribyrnong (C)	2016	0	F	17135
Maribyrnong (C)	2016	0	M	18006
Maribyrnong (C)	2016	1	F	18074
Maribyrnong (C)	2016	1	M	17366
Maroondah (C)	2006		F	5452
Maroondah (C)	2006		M	5452
Maroondah (C)	2006	0	F	16154
Maroondah (C)	2006	0	M	14618
Maroondah (C)	2006	1	F	29695
Maroondah (C)	2006	1	M	27829
Maroondah (C)	2011		F	5029
Maroondah (C)	2011		M	5065
Maroondah (C)	2011	0	F	16963
Maroondah (C)	2011	0	M	15650
Maroondah (C)	2011	1	F	31457
Maroondah (C)	2011	1	M	29675
Maroondah (C)	2016		F	6263
Maroondah (C)	2016		M	6141
Maroondah (C)	2016	0	F	19210
Maroondah (C)	2016	0	M	17725
Maroondah (C)	2016	1	F	31506
Maroondah (C)	2016	1	M	29532
Melbourne (C)	2006		F	6047
Melbourne (C)	2006		M	7758
Melbourne (C)	2006	0	F	23461
Melbourne (C)	2006	0	M	22784
Melbourne (C)	2006	1	F	8134
Melbourne (C)	2006	1	M	7965
Melbourne (C)	2011		F	6410
Melbourne (C)	2011		M	7728
Melbourne (C)	2011	0	F	29462
Melbourne (C)	2011	0	M	28069
Melbourne (C)	2011	1	F	10979
Melbourne (C)	2011	1	M	10978
Melbourne (C)	2016		F	10086
Melbourne (C)	2016		M	10367
Melbourne (C)	2016	0	F	46626
Melbourne (C)	2016	0	M	42951
Melbourne (C)	2016	1	F	13111
Melbourne (C)	2016	1	M	12819
Melton (C)	2006		F	5746
Melton (C)	2006		M	6170
Melton (C)	2006	0	F	17477
Melton (C)	2006	0	M	16614
Melton (C)	2006	1	F	16335
Melton (C)	2006	1	M	16567
Melton (C)	2011		F	7871
Melton (C)	2011		M	8416
Melton (C)	2011	0	F	21610
Melton (C)	2011	0	M	20416
Melton (C)	2011	1	F	25514
Melton (C)	2011	1	M	25435
Melton (C)	2016		F	10074
Melton (C)	2016		M	10489
Melton (C)	2016	0	F	24442
Melton (C)	2016	0	M	22960
Melton (C)	2016	1	F	34033
Melton (C)	2016	1	M	33441
Mildura (RC)	2006		F	2950
Mildura (RC)	2006		M	3044
Mildura (RC)	2006	0	F	9685
Mildura (RC)	2006	0	M	8887
Mildura (RC)	2006	1	F	12796
Mildura (RC)	2006	1	M	12453
Mildura (RC)	2011		F	2994
Mildura (RC)	2011		M	3212
Mildura (RC)	2011	0	F	9082
Mildura (RC)	2011	0	M	8266
Mildura (RC)	2011	1	F	13928
Mildura (RC)	2011	1	M	13497
Mildura (RC)	2016		F	4116
Mildura (RC)	2016		M	4234
Mildura (RC)	2016	0	F	9451
Mildura (RC)	2016	0	M	8746
Mildura (RC)	2016	1	F	13831
Mildura (RC)	2016	1	M	13501
Mitchell (S)	2006		F	1912
Mitchell (S)	2006		M	2135
Mitchell (S)	2006	0	F	5936
Mitchell (S)	2006	0	M	5974
Mitchell (S)	2006	1	F	7443
Mitchell (S)	2006	1	M	7529
Mitchell (S)	2011		F	2135
Mitchell (S)	2011		M	2147
Mitchell (S)	2011	0	F	6131
Mitchell (S)	2011	0	M	6008
Mitchell (S)	2011	1	F	9023
Mitchell (S)	2011	1	M	9195
Mitchell (S)	2016		F	3104
Mitchell (S)	2016		M	3254
Mitchell (S)	2016	0	F	7270
Mitchell (S)	2016	0	M	7173
Mitchell (S)	2016	1	F	9976
Mitchell (S)	2016	1	M	10143
Moira (S)	2006		F	1452
Moira (S)	2006		M	1590
Moira (S)	2006	0	F	5041
Moira (S)	2006	0	M	4774
Moira (S)	2006	1	F	7071
Moira (S)	2006	1	M	7155
Moira (S)	2011		F	1603
Moira (S)	2011		M	1706
Moira (S)	2011	0	F	4670
Moira (S)	2011	0	M	4368
Moira (S)	2011	1	F	7866
Moira (S)	2011	1	M	7910
Moira (S)	2016		F	2039
Moira (S)	2016		M	2177
Moira (S)	2016	0	F	4641
Moira (S)	2016	0	M	4385
Moira (S)	2016	1	F	7918
Moira (S)	2016	1	M	7952
Monash (C)	2006		F	8294
Monash (C)	2006		M	8732
Monash (C)	2006	0	F	25687
Monash (C)	2006	0	M	25827
Monash (C)	2006	1	F	47684
Monash (C)	2006	1	M	45012
Monash (C)	2011		F	7516
Monash (C)	2011		M	8011
Monash (C)	2011	0	F	28747
Monash (C)	2011	0	M	29068
Monash (C)	2011	1	F	49399
Monash (C)	2011	1	M	46535
Monash (C)	2016		F	9028
Monash (C)	2016		M	9114
Monash (C)	2016	0	F	36153
Monash (C)	2016	0	M	35863
Monash (C)	2016	1	F	47709
Monash (C)	2016	1	M	44745
Moonee Valley (C)	2006		F	6011
Moonee Valley (C)	2006		M	6386
Moonee Valley (C)	2006	0	F	15237
Moonee Valley (C)	2006	0	M	14011
Moonee Valley (C)	2006	1	F	31634
Moonee Valley (C)	2006	1	M	29042
Moonee Valley (C)	2011		F	5843
Moonee Valley (C)	2011		M	6065
Moonee Valley (C)	2011	0	F	17039
Moonee Valley (C)	2011	0	M	16121
Moonee Valley (C)	2011	1	F	32500
Moonee Valley (C)	2011	1	M	29875
Moonee Valley (C)	2016		F	6975
Moonee Valley (C)	2016		M	6795
Moonee Valley (C)	2016	0	F	20863
Moonee Valley (C)	2016	0	M	19715
Moonee Valley (C)	2016	1	F	32442
Moonee Valley (C)	2016	1	M	29884
Moorabool (S)	2006		F	1249
Moorabool (S)	2006		M	1385
Moorabool (S)	2006	0	F	4116
Moorabool (S)	2006	0	M	3817
Moorabool (S)	2006	1	F	7461
Moorabool (S)	2006	1	M	7448
Moorabool (S)	2011		F	1457
Moorabool (S)	2011		M	1595
Moorabool (S)	2011	0	F	4649
Moorabool (S)	2011	0	M	4370
Moorabool (S)	2011	1	F	7992
Moorabool (S)	2011	1	M	8059
Moorabool (S)	2016		F	2005
Moorabool (S)	2016		M	2083
Moorabool (S)	2016	0	F	5329
Moorabool (S)	2016	0	M	4877
Moorabool (S)	2016	1	F	8739
Moorabool (S)	2016	1	M	8784
Moreland (C)	2006		F	8625
Moreland (C)	2006		M	9124
Moreland (C)	2006	0	F	22678
Moreland (C)	2006	0	M	21262
Moreland (C)	2006	1	F	38534
Moreland (C)	2006	1	M	35542
Moreland (C)	2011		F	8737
Moreland (C)	2011		M	9557
Moreland (C)	2011	0	F	26120
Moreland (C)	2011	0	M	25529
Moreland (C)	2011	1	F	40253
Moreland (C)	2011	1	M	37042
Moreland (C)	2016		F	10244
Moreland (C)	2016		M	10333
Moreland (C)	2016	0	F	32920
Moreland (C)	2016	0	M	32471
Moreland (C)	2016	1	F	39887
Moreland (C)	2016	1	M	36703
Mornington Peninsula (S)	2006		F	8994
Mornington Peninsula (S)	2006		M	8907
Mornington Peninsula (S)	2006	0	F	25522
Mornington Peninsula (S)	2006	0	M	23864
Mornington Peninsula (S)	2006	1	F	35571
Mornington Peninsula (S)	2006	1	M	33625
Mornington Peninsula (S)	2011		F	8083
Mornington Peninsula (S)	2011		M	7936
Mornington Peninsula (S)	2011	0	F	26779
Mornington Peninsula (S)	2011	0	M	24786
Mornington Peninsula (S)	2011	1	F	39704
Mornington Peninsula (S)	2011	1	M	37320
Mornington Peninsula (S)	2016		F	9188
Mornington Peninsula (S)	2016		M	8795
Mornington Peninsula (S)	2016	0	F	29325
Mornington Peninsula (S)	2016	0	M	26764
Mornington Peninsula (S)	2016	1	F	41612
Mornington Peninsula (S)	2016	1	M	39316
Mount Alexander (S)	2006		F	1020
Mount Alexander (S)	2006		M	1251
Mount Alexander (S)	2006	0	F	2840
Mount Alexander (S)	2006	0	M	2527
Mount Alexander (S)	2006	1	F	4787
Mount Alexander (S)	2006	1	M	4642
Mount Alexander (S)	2011		F	924
Mount Alexander (S)	2011		M	1247
Mount Alexander (S)	2011	0	F	2815
Mount Alexander (S)	2011	0	M	2541
Mount Alexander (S)	2011	1	F	5137
Mount Alexander (S)	2011	1	M	4927
Mount Alexander (S)	2016		F	1300
Mount Alexander (S)	2016		M	1863
Mount Alexander (S)	2016	0	F	2931
Mount Alexander (S)	2016	0	M	2516
Mount Alexander (S)	2016	1	F	5144
Mount Alexander (S)	2016	1	M	5010
Moyne (S)	2006		F	871
Moyne (S)	2006		M	869
Moyne (S)	2006	0	F	2370
Moyne (S)	2006	0	M	2237
Moyne (S)	2006	1	F	4508
Moyne (S)	2006	1	M	4600
Moyne (S)	2011		F	895
Moyne (S)	2011		M	877
Moyne (S)	2011	0	F	2430
Moyne (S)	2011	0	M	2228
Moyne (S)	2011	1	F	4725
Moyne (S)	2011	1	M	4798
Moyne (S)	2016		F	1113
Moyne (S)	2016		M	1147
Moyne (S)	2016	0	F	2360
Moyne (S)	2016	0	M	2250
Moyne (S)	2016	1	F	4772
Moyne (S)	2016	1	M	4858
Murrindindi (S)	2006		F	808
Murrindindi (S)	2006		M	910
Murrindindi (S)	2006	0	F	2286
Murrindindi (S)	2006	0	M	2226
Murrindindi (S)	2006	1	F	3644
Murrindindi (S)	2006	1	M	3798
Murrindindi (S)	2011		F	672
Murrindindi (S)	2011		M	756
Murrindindi (S)	2011	0	F	2010
Murrindindi (S)	2011	0	M	1945
Murrindindi (S)	2011	1	F	3762
Murrindindi (S)	2011	1	M	3915
Murrindindi (S)	2016		F	924
Murrindindi (S)	2016		M	938
Murrindindi (S)	2016	0	F	2018
Murrindindi (S)	2016	0	M	2004
Murrindindi (S)	2016	1	F	3829
Murrindindi (S)	2016	1	M	4015
Nillumbik (S)	2006		F	2883
Nillumbik (S)	2006		M	3015
Nillumbik (S)	2006	0	F	8037
Nillumbik (S)	2006	0	M	7520
Nillumbik (S)	2006	1	F	19212
Nillumbik (S)	2006	1	M	19128
Nillumbik (S)	2011		F	2568
Nillumbik (S)	2011		M	2683
Nillumbik (S)	2011	0	F	7725
Nillumbik (S)	2011	0	M	7325
Nillumbik (S)	2011	1	F	20153
Nillumbik (S)	2011	1	M	19886
Nillumbik (S)	2016		F	2913
Nillumbik (S)	2016		M	2910
Nillumbik (S)	2016	0	F	8109
Nillumbik (S)	2016	0	M	7643
Nillumbik (S)	2016	1	F	19985
Nillumbik (S)	2016	1	M	19713
Northern Grampians (S)	2006		F	597
Northern Grampians (S)	2006		M	600
Northern Grampians (S)	2006	0	F	1820
Northern Grampians (S)	2006	0	M	1748
Northern Grampians (S)	2006	1	F	3571
Northern Grampians (S)	2006	1	M	3574
Northern Grampians (S)	2011		F	529
Northern Grampians (S)	2011		M	608
Northern Grampians (S)	2011	0	F	1802
Northern Grampians (S)	2011	0	M	1712
Northern Grampians (S)	2011	1	F	3605
Northern Grampians (S)	2011	1	M	3589
Northern Grampians (S)	2016		F	697
Northern Grampians (S)	2016		M	704
Northern Grampians (S)	2016	0	F	1626
Northern Grampians (S)	2016	0	M	1480
Northern Grampians (S)	2016	1	F	3462
Northern Grampians (S)	2016	1	M	3468
Port Phillip (C)	2006		F	7107
Port Phillip (C)	2006		M	8266
Port Phillip (C)	2006	0	F	21071
Port Phillip (C)	2006	0	M	19914
Port Phillip (C)	2006	1	F	14683
Port Phillip (C)	2006	1	M	14056
Port Phillip (C)	2011		F	5720
Port Phillip (C)	2011		M	6601
Port Phillip (C)	2011	0	F	23409
Port Phillip (C)	2011	0	M	22630
Port Phillip (C)	2011	1	F	16929
Port Phillip (C)	2011	1	M	16085
Port Phillip (C)	2016		F	7588
Port Phillip (C)	2016		M	7641
Port Phillip (C)	2016	0	F	26034
Port Phillip (C)	2016	0	M	24674
Port Phillip (C)	2016	1	F	17941
Port Phillip (C)	2016	1	M	16992
Pyrenees (S)	2006		F	323
Pyrenees (S)	2006		M	439
Pyrenees (S)	2006	0	F	980
Pyrenees (S)	2006	0	M	958
Pyrenees (S)	2006	1	F	1874
Pyrenees (S)	2006	1	M	1986
Pyrenees (S)	2011		F	330
Pyrenees (S)	2011		M	446
Pyrenees (S)	2011	0	F	956
Pyrenees (S)	2011	0	M	891
Pyrenees (S)	2011	1	F	1956
Pyrenees (S)	2011	1	M	2091
Pyrenees (S)	2016		F	477
Pyrenees (S)	2016		M	892
Pyrenees (S)	2016	0	F	915
Pyrenees (S)	2016	0	M	890
Pyrenees (S)	2016	1	F	2016
Pyrenees (S)	2016	1	M	2049
Queenscliffe (B)	2006		F	175
Queenscliffe (B)	2006		M	135
Queenscliffe (B)	2006	0	F	506
Queenscliffe (B)	2006	0	M	455
Queenscliffe (B)	2006	1	F	950
Queenscliffe (B)	2006	1	M	797
Queenscliffe (B)	2011		F	137
Queenscliffe (B)	2011		M	139
Queenscliffe (B)	2011	0	F	543
Queenscliffe (B)	2011	0	M	502
Queenscliffe (B)	2011	1	F	899
Queenscliffe (B)	2011	1	M	783
Queenscliffe (B)	2016		F	177
Queenscliffe (B)	2016		M	152
Queenscliffe (B)	2016	0	F	442
Queenscliffe (B)	2016	0	M	406
Queenscliffe (B)	2016	1	F	908
Queenscliffe (B)	2016	1	M	767
South Gippsland (S)	2006		F	1387
South Gippsland (S)	2006		M	1383
South Gippsland (S)	2006	0	F	4254
South Gippsland (S)	2006	0	M	3958
South Gippsland (S)	2006	1	F	7382
South Gippsland (S)	2006	1	M	7373
South Gippsland (S)	2011		F	1323
South Gippsland (S)	2011		M	1446
South Gippsland (S)	2011	0	F	4654
South Gippsland (S)	2011	0	M	4253
South Gippsland (S)	2011	1	F	7815
South Gippsland (S)	2011	1	M	7715
South Gippsland (S)	2016		F	1994
South Gippsland (S)	2016		M	2015
South Gippsland (S)	2016	0	F	4573
South Gippsland (S)	2016	0	M	4084
South Gippsland (S)	2016	1	F	8077
South Gippsland (S)	2016	1	M	7960
Southern Grampians (S)	2006		F	728
Southern Grampians (S)	2006		M	786
Southern Grampians (S)	2006	0	F	2688
Southern Grampians (S)	2006	0	M	2561
Southern Grampians (S)	2006	1	F	5078
Southern Grampians (S)	2006	1	M	4800
Southern Grampians (S)	2011		F	741
Southern Grampians (S)	2011		M	777
Southern Grampians (S)	2011	0	F	2553
Southern Grampians (S)	2011	0	M	2344
Southern Grampians (S)	2011	1	F	5045
Southern Grampians (S)	2011	1	M	4896
Southern Grampians (S)	2016		F	960
Southern Grampians (S)	2016		M	935
Southern Grampians (S)	2016	0	F	2318
Southern Grampians (S)	2016	0	M	2102
Southern Grampians (S)	2016	1	F	4900
Southern Grampians (S)	2016	1	M	4722
Stonnington (C)	2006		F	6161
Stonnington (C)	2006		M	6517
Stonnington (C)	2006	0	F	19684
Stonnington (C)	2006	0	M	18165
Stonnington (C)	2006	1	F	20867
Stonnington (C)	2006	1	M	18492
Stonnington (C)	2011		F	5118
Stonnington (C)	2011		M	5585
Stonnington (C)	2011	0	F	21084
Stonnington (C)	2011	0	M	19280
Stonnington (C)	2011	1	F	22160
Stonnington (C)	2011	1	M	19922
Stonnington (C)	2016		F	6175
Stonnington (C)	2016		M	6006
Stonnington (C)	2016	0	F	26378
Stonnington (C)	2016	0	M	23827
Stonnington (C)	2016	1	F	21909
Stonnington (C)	2016	1	M	19538
Strathbogie (S)	2006		F	453
Strathbogie (S)	2006		M	482
Strathbogie (S)	2006	0	F	1520
Strathbogie (S)	2006	0	M	1447
Strathbogie (S)	2006	1	F	2702
Strathbogie (S)	2006	1	M	2689
Strathbogie (S)	2011		F	459
Strathbogie (S)	2011		M	533
Strathbogie (S)	2011	0	F	1480
Strathbogie (S)	2011	0	M	1373
Strathbogie (S)	2011	1	F	2802
Strathbogie (S)	2011	1	M	2841
Strathbogie (S)	2016		F	676
Strathbogie (S)	2016		M	687
Strathbogie (S)	2016	0	F	1623
