LGA_NAME16	Year	Sex	adults
Cumberland (A)	2011	M	76133
Cumberland (A)	2016	F	83324
Cumberland (A)	2016	M	88366
Cunderdin (S)	2006	F	449
Cunderdin (S)	2006	M	537
Cunderdin (S)	2011	F	488
Cunderdin (S)	2011	M	557
Cunderdin (S)	2016	F	509
Cunderdin (S)	2016	M	673
Dalwallinu (S)	2006	F	486
Dalwallinu (S)	2006	M	544
Dalwallinu (S)	2011	F	468
Dalwallinu (S)	2011	M	546
Dalwallinu (S)	2016	F	526
Dalwallinu (S)	2016	M	625
Dandaragan (S)	2006	F	1056
Dandaragan (S)	2006	M	1191
Dandaragan (S)	2011	F	1186
Dandaragan (S)	2011	M	1382
Dandaragan (S)	2016	F	1287
Dandaragan (S)	2016	M	1437
Dardanup (S)	2006	F	3928
Dardanup (S)	2006	M	3897
Dardanup (S)	2011	F	4844
Dardanup (S)	2011	M	4710
Dardanup (S)	2016	F	5584
Dardanup (S)	2016	M	5417
Darebin (C)	2006	F	55670
Darebin (C)	2006	M	51487
Darebin (C)	2011	F	59203
Darebin (C)	2011	M	55025
Darebin (C)	2016	F	64348
Darebin (C)	2016	M	58941
Darwin (C)	2006	F	25555
Darwin (C)	2006	M	27397
Darwin (C)	2011	F	28295
Darwin (C)	2011	M	30731
Darwin (C)	2016	F	31232
Darwin (C)	2016	M	33023
Denmark (S)	2006	F	1845
Denmark (S)	2006	M	1793
Denmark (S)	2011	F	2157
Denmark (S)	2011	M	2036
Denmark (S)	2016	F	2471
Denmark (S)	2016	M	2358
Derby-West Kimberley (S)	2006	F	2268
Derby-West Kimberley (S)	2006	M	2389
Derby-West Kimberley (S)	2011	F	2492
Derby-West Kimberley (S)	2011	M	3992
Derby-West Kimberley (S)	2016	F	2854
Derby-West Kimberley (S)	2016	M	2886
Derwent Valley (M)	2006	F	3723
Derwent Valley (M)	2006	M	3756
Derwent Valley (M)	2011	F	3857
Derwent Valley (M)	2011	M	3891
Derwent Valley (M)	2016	F	4102
Derwent Valley (M)	2016	M	4045
Devonport (C)	2006	F	10224
Devonport (C)	2006	M	9041
Devonport (C)	2011	F	10497
Devonport (C)	2011	M	9321
Devonport (C)	2016	F	10751
Devonport (C)	2016	M	9453
Diamantina (S)	2006	F	100
Diamantina (S)	2006	M	125
Diamantina (S)	2011	F	102
Diamantina (S)	2011	M	119
Diamantina (S)	2016	F	112
Diamantina (S)	2016	M	122
Donnybrook-Balingup (S)	2006	F	1864
Donnybrook-Balingup (S)	2006	M	1873
Donnybrook-Balingup (S)	2011	F	2142
Donnybrook-Balingup (S)	2011	M	2141
Donnybrook-Balingup (S)	2016	F	2439
Donnybrook-Balingup (S)	2016	M	2375
Doomadgee (S)	2006	F	362
Doomadgee (S)	2006	M	312
Doomadgee (S)	2011	F	402
Doomadgee (S)	2011	M	400
Doomadgee (S)	2016	F	457
Doomadgee (S)	2016	M	395
Dorset (M)	2006	F	2770
Dorset (M)	2006	M	2803
Dorset (M)	2011	F	2754
Dorset (M)	2011	M	2723
Dorset (M)	2016	F	2749
Dorset (M)	2016	M	2717
Douglas (S)	2006	F	3979
Douglas (S)	2006	M	4266
Douglas (S)	2011	F	4338
Douglas (S)	2011	M	4483
Douglas (S)	2016	F	4872
Douglas (S)	2016	M	4924
Dowerin (S)	2006	F	258
Dowerin (S)	2006	M	282
Dowerin (S)	2011	F	255
Dowerin (S)	2011	M	261
Dowerin (S)	2016	F	261
Dowerin (S)	2016	M	262
Dumbleyung (S)	2006	F	229
Dumbleyung (S)	2006	M	259
Dumbleyung (S)	2011	F	214
Dumbleyung (S)	2011	M	265
Dumbleyung (S)	2016	F	259
Dumbleyung (S)	2016	M	301
Dundas (S)	2006	F	351
Dundas (S)	2006	M	485
Dundas (S)	2011	F	378
Dundas (S)	2011	M	548
Dundas (S)	2016	F	289
Dundas (S)	2016	M	374
Dungog (A)	2006	F	3184
Dungog (A)	2006	M	3171
Dungog (A)	2011	F	3364
Dungog (A)	2011	M	3397
Dungog (A)	2016	F	3691
Dungog (A)	2016	M	3630
East Arnhem (R)	2006	F	2905
East Arnhem (R)	2006	M	2681
East Arnhem (R)	2011	F	3196
East Arnhem (R)	2011	M	3031
East Arnhem (R)	2016	F	3307
East Arnhem (R)	2016	M	3135
East Fremantle (T)	2006	F	2816
East Fremantle (T)	2006	M	2560
East Fremantle (T)	2011	F	2933
East Fremantle (T)	2011	M	2680
East Fremantle (T)	2016	F	3142
East Fremantle (T)	2016	M	2897
East Gippsland (S)	2006	F	16798
East Gippsland (S)	2006	M	15864
East Gippsland (S)	2011	F	17863
East Gippsland (S)	2011	M	17060
East Gippsland (S)	2016	F	19385
East Gippsland (S)	2016	M	18500
East Pilbara (S)	2006	F	2011
East Pilbara (S)	2006	M	2954
East Pilbara (S)	2011	F	3038
East Pilbara (S)	2011	M	7090
East Pilbara (S)	2016	F	2754
East Pilbara (S)	2016	M	6226
Edward River (A)	2006	F	3625
Edward River (A)	2006	M	3547
Edward River (A)	2011	F	3539
Edward River (A)	2011	M	3409
Edward River (A)	2016	F	3712
Edward River (A)	2016	M	3555
Elliston (DC)	2006	F	421
Elliston (DC)	2006	M	454
Elliston (DC)	2011	F	406
Elliston (DC)	2011	M	436
Elliston (DC)	2016	F	405
Elliston (DC)	2016	M	452
Esperance (S)	2006	F	4971
Esperance (S)	2006	M	4861
Esperance (S)	2011	F	5277
Esperance (S)	2011	M	5222
Esperance (S)	2016	F	5638
Esperance (S)	2016	M	5661
Etheridge (S)	2006	F	292
Etheridge (S)	2006	M	391
Etheridge (S)	2011	F	305
Etheridge (S)	2011	M	433
Etheridge (S)	2016	F	290
Etheridge (S)	2016	M	364
Eurobodalla (A)	2006	F	14821
Eurobodalla (A)	2006	M	14084
Eurobodalla (A)	2011	F	15322
Eurobodalla (A)	2011	M	14543
Eurobodalla (A)	2016	F	16388
Eurobodalla (A)	2016	M	15531
Exmouth (S)	2006	F	761
Exmouth (S)	2006	M	892
Exmouth (S)	2011	F	881
Exmouth (S)	2011	M	1039
Exmouth (S)	2016	F	1030
Exmouth (S)	2016	M	1134
Fairfield (C)	2006	F	72204
Fairfield (C)	2006	M	68917
Fairfield (C)	2011	F	76686
Fairfield (C)	2011	M	72860
Fairfield (C)	2016	F	82460
Fairfield (C)	2016	M	78432
Federation (A)	2006	F	4951
Federation (A)	2006	M	4916
Federation (A)	2011	F	4911
Federation (A)	2011	M	4982
Federation (A)	2016	F	5136
Federation (A)	2016	M	5061
Flinders (M) (Tas.)	2006	F	341
Flinders (M) (Tas.)	2006	M	376
Flinders (M) (Tas.)	2011	F	310
Flinders (M) (Tas.)	2011	M	340
Flinders (M) (Tas.)	2016	F	352
Flinders (M) (Tas.)	2016	M	416
Flinders (S) (Qld)	2006	F	653
Flinders (S) (Qld)	2006	M	718
Flinders (S) (Qld)	2011	F	664
Flinders (S) (Qld)	2011	M	755
Flinders (S) (Qld)	2016	F	629
Flinders (S) (Qld)	2016	M	652
Flinders Ranges (DC)	2006	F	711
Flinders Ranges (DC)	2006	M	687
Flinders Ranges (DC)	2011	F	695
Flinders Ranges (DC)	2011	M	690
Flinders Ranges (DC)	2016	F	718
Flinders Ranges (DC)	2016	M	683
Forbes (A)	2006	F	3760
Forbes (A)	2006	M	3536
Forbes (A)	2011	F	3691
Forbes (A)	2011	M	3561
Forbes (A)	2016	F	3809
Forbes (A)	2016	M	3828
Franklin Harbour (DC)	2006	F	456
Franklin Harbour (DC)	2006	M	469
Franklin Harbour (DC)	2011	F	484
Franklin Harbour (DC)	2011	M	509
Franklin Harbour (DC)	2016	F	515
Franklin Harbour (DC)	2016	M	564
Frankston (C)	2006	F	48553
Frankston (C)	2006	M	45167
Frankston (C)	2011	F	52776
Frankston (C)	2011	M	49374
Frankston (C)	2016	F	56640
Frankston (C)	2016	M	52481
Fraser Coast (R)	2006	F	34742
Fraser Coast (R)	2006	M	33217
Fraser Coast (R)	2011	F	39775
Fraser Coast (R)	2011	M	37301
Fraser Coast (R)	2016	F	43430
Fraser Coast (R)	2016	M	41024
Fremantle (C)	2006	F	10767
Fremantle (C)	2006	M	10553
Fremantle (C)	2011	F	11631
Fremantle (C)	2011	M	11018
Fremantle (C)	2016	F	12891
Fremantle (C)	2016	M	11903
Gannawarra (S)	2006	F	4578
Gannawarra (S)	2006	M	4495
Gannawarra (S)	2011	F	4326
Gannawarra (S)	2011	M	4164
Gannawarra (S)	2016	F	4482
Gannawarra (S)	2016	M	4381
Gawler (T)	2006	F	8036
Gawler (T)	2006	M	7201
Gawler (T)	2011	F	8807
Gawler (T)	2011	M	7987
Gawler (T)	2016	F	9899
Gawler (T)	2016	M	9045
George Town (M)	2006	F	2514
George Town (M)	2006	M	2559
George Town (M)	2011	F	2634
George Town (M)	2011	M	2606
George Town (M)	2016	F	2768
George Town (M)	2016	M	2747
Georges River (A)	2006	F	54008
Georges River (A)	2006	M	49385
Georges River (A)	2011	F	57658
Georges River (A)	2011	M	53153
Georges River (A)	2016	F	63148
Georges River (A)	2016	M	59088
Gilgandra (A)	2006	F	1817
Gilgandra (A)	2006	M	1702
Gilgandra (A)	2011	F	1820
Gilgandra (A)	2011	M	1676
Gilgandra (A)	2016	F	1749
Gilgandra (A)	2016	M	1680
Gingin (S)	2006	F	1679
Gingin (S)	2006	M	1821
Gingin (S)	2011	F	1809
Gingin (S)	2011	M	1955
Gingin (S)	2016	F	2078
Gingin (S)	2016	M	2256
Gladstone (R)	2006	F	18708
Gladstone (R)	2006	M	19896
Gladstone (R)	2011	F	21319
Gladstone (R)	2011	M	23359
Gladstone (R)	2016	F	23122
Gladstone (R)	2016	M	24577
Glamorgan/Spring Bay (M)	2006	F	1728
Glamorgan/Spring Bay (M)	2006	M	1785
Glamorgan/Spring Bay (M)	2011	F	1764
Glamorgan/Spring Bay (M)	2011	M	1819
Glamorgan/Spring Bay (M)	2016	F	1908
Glamorgan/Spring Bay (M)	2016	M	1978
Glen Eira (C)	2006	F	53377
Glen Eira (C)	2006	M	48994
Glen Eira (C)	2011	F	55831
Glen Eira (C)	2011	M	51544
Glen Eira (C)	2016	F	60189
Glen Eira (C)	2016	M	54923
Glen Innes Severn (A)	2006	F	3557
Glen Innes Severn (A)	2006	M	3421
Glen Innes Severn (A)	2011	F	3601
Glen Innes Severn (A)	2011	M	3497
Glen Innes Severn (A)	2016	F	3703
Glen Innes Severn (A)	2016	M	3633
Glenelg (S)	2006	F	7882
Glenelg (S)	2006	M	7846
Glenelg (S)	2011	F	8039
Glenelg (S)	2011	M	7893
Glenelg (S)	2016	F	8235
Glenelg (S)	2016	M	8127
Glenorchy (C)	2006	F	18614
Glenorchy (C)	2006	M	16511
Glenorchy (C)	2011	F	19032
Glenorchy (C)	2011	M	17185
Glenorchy (C)	2016	F	19736
Glenorchy (C)	2016	M	18091
Gnowangerup (S)	2006	F	495
Gnowangerup (S)	2006	M	532
Gnowangerup (S)	2011	F	442
Gnowangerup (S)	2011	M	504
Gnowangerup (S)	2016	F	432
Gnowangerup (S)	2016	M	529
Gold Coast (C)	2006	F	181736
Gold Coast (C)	2006	M	172613
Gold Coast (C)	2011	F	208197
Gold Coast (C)	2011	M	194592
Gold Coast (C)	2016	F	236373
Gold Coast (C)	2016	M	218471
Golden Plains (S)	2006	F	6145
Golden Plains (S)	2006	M	6338
Golden Plains (S)	2011	F	7132
Golden Plains (S)	2011	M	7289
Golden Plains (S)	2016	F	8272
Golden Plains (S)	2016	M	8493
Goomalling (S)	2006	F	362
Goomalling (S)	2006	M	365
Goomalling (S)	2011	F	379
Goomalling (S)	2011	M	374
Goomalling (S)	2016	F	409
Goomalling (S)	2016	M	416
Goondiwindi (R)	2006	F	3834
Goondiwindi (R)	2006	M	3927
Goondiwindi (R)	2011	F	4081
Goondiwindi (R)	2011	M	4020
Goondiwindi (R)	2016	F	4197
Goondiwindi (R)	2016	M	4160
Gosnells (C)	2006	F	35898
Gosnells (C)	2006	M	35486
Gosnells (C)	2011	F	41987
Gosnells (C)	2011	M	41992
Gosnells (C)	2016	F	46151
Gosnells (C)	2016	M	47265
Goulburn Mulwaree (A)	2006	F	10445
Goulburn Mulwaree (A)	2006	M	10506
Goulburn Mulwaree (A)	2011	F	11134
Goulburn Mulwaree (A)	2011	M	11114
Goulburn Mulwaree (A)	2016	F	12059
Goulburn Mulwaree (A)	2016	M	12176
Goyder (DC)	2006	F	1670
Goyder (DC)	2006	M	1696
Goyder (DC)	2011	F	1687
Goyder (DC)	2011	M	1716
Goyder (DC)	2016	F	1673
Goyder (DC)	2016	M	1742
Grant (DC)	2006	F	2674
Grant (DC)	2006	M	3023
Grant (DC)	2011	F	2882
Grant (DC)	2011	M	3306
Grant (DC)	2016	F	2975
Grant (DC)	2016	M	3680
Greater Bendigo (C)	2006	F	38844
Greater Bendigo (C)	2006	M	35323
Greater Bendigo (C)	2011	F	42302
Greater Bendigo (C)	2011	M	38599
Greater Bendigo (C)	2016	F	46633
Greater Bendigo (C)	2016	M	42657
Greater Dandenong (C)	2006	F	51342
Greater Dandenong (C)	2006	M	50382
Greater Dandenong (C)	2011	F	55169
Greater Dandenong (C)	2011	M	55820
Greater Dandenong (C)	2016	F	61170
Greater Dandenong (C)	2016	M	63436
Greater Geelong (C)	2006	F	82977
Greater Geelong (C)	2006	M	76323
Greater Geelong (C)	2011	F	89525
Greater Geelong (C)	2011	M	82398
Greater Geelong (C)	2016	F	99677
Greater Geelong (C)	2016	M	91501
Greater Geraldton (C)	2006	F	12943
Greater Geraldton (C)	2006	M	12888
Greater Geraldton (C)	2011	F	14522
Greater Geraldton (C)	2011	M	14332
Greater Geraldton (C)	2016	F	15457
Greater Geraldton (C)	2016	M	15146
Greater Hume Shire (A)	2006	F	3792
Greater Hume Shire (A)	2006	M	3803
Greater Hume Shire (A)	2011	F	3862
Greater Hume Shire (A)	2011	M	3884
Greater Hume Shire (A)	2016	F	4065
Greater Hume Shire (A)	2016	M	4059
Greater Shepparton (C)	2006	F	22735
Greater Shepparton (C)	2006	M	21686
Greater Shepparton (C)	2011	F	24280
Greater Shepparton (C)	2011	M	23225
Greater Shepparton (C)	2016	F	26025
Greater Shepparton (C)	2016	M	25103
Griffith (C)	2006	F	9186
Griffith (C)	2006	M	9051
Griffith (C)	2011	F	9532
Griffith (C)	2011	M	9349
Griffith (C)	2016	F	10197
Griffith (C)	2016	M	10070
Gundagai (A)	2006	F	4484
Gundagai (A)	2006	M	4192
Gundagai (A)	2011	F	4511
Gundagai (A)	2011	M	4315
Gundagai (A)	2016	F	4689
Gundagai (A)	2016	M	4433
Gunnedah (A)	2006	F	4552
Gunnedah (A)	2006	M	4382
Gunnedah (A)	2011	F	4804
Gunnedah (A)	2011	M	4711
Gunnedah (A)	2016	F	4891
Gunnedah (A)	2016	M	4796
Gwydir (A)	2006	F	2116
Gwydir (A)	2006	M	2151
Gwydir (A)	2011	F	2004
Gwydir (A)	2011	M	2022
Gwydir (A)	2016	F	2141
Gwydir (A)	2016	M	2141
Gympie (R)	2006	F	16668
Gympie (R)	2006	M	16201
Gympie (R)	2011	F	18430
Gympie (R)	2011	M	17932
Gympie (R)	2016	F	20632
Gympie (R)	2016	M	19891
Halls Creek (S)	2006	F	1082
Halls Creek (S)	2006	M	1067
Halls Creek (S)	2011	F	1225
Halls Creek (S)	2011	M	1268
Halls Creek (S)	2016	F	1249
Halls Creek (S)	2016	M	1153
Harvey (S)	2006	F	7488
Harvey (S)	2006	M	7495
Harvey (S)	2011	F	8968
Harvey (S)	2011	M	8923
Harvey (S)	2016	F	10442
Harvey (S)	2016	M	10233
Hawkesbury (C)	2006	F	23614
Hawkesbury (C)	2006	M	22937
Hawkesbury (C)	2011	F	24790
Hawkesbury (C)	2011	M	24202
Hawkesbury (C)	2016	F	26386
Hawkesbury (C)	2016	M	25336
Hay (A)	2006	F	1272
Hay (A)	2006	M	1269
Hay (A)	2011	F	1187
Hay (A)	2011	M	1179
Hay (A)	2016	F	1202
Hay (A)	2016	M	1226
Hepburn (S)	2006	F	5808
Hepburn (S)	2006	M	5365
Hepburn (S)	2011	F	6181
Hepburn (S)	2011	M	5712
Hepburn (S)	2016	F	6715
Hepburn (S)	2016	M	6211
Hilltops (A)	2006	F	7051
Hilltops (A)	2006	M	6848
Hilltops (A)	2011	F	7367
Hilltops (A)	2011	M	6979
Hilltops (A)	2016	F	7656
Hilltops (A)	2016	M	7225
Hinchinbrook (S)	2006	F	4559
Hinchinbrook (S)	2006	M	4649
Hinchinbrook (S)	2011	F	4651
Hinchinbrook (S)	2011	M	4862
Hinchinbrook (S)	2016	F	4496
Hinchinbrook (S)	2016	M	4668
Hindmarsh (S)	2006	F	2497
Hindmarsh (S)	2006	M	2390
Hindmarsh (S)	2011	F	2401
Hindmarsh (S)	2011	M	2368
Hindmarsh (S)	2016	F	2449
Hindmarsh (S)	2016	M	2402
Hobart (C)	2006	F	21089
Hobart (C)	2006	M	19548
Hobart (C)	2011	F	21501
Hobart (C)	2011	M	20036
Hobart (C)	2016	F	22368
Hobart (C)	2016	M	20833
Hobsons Bay (C)	2006	F	33729
Hobsons Bay (C)	2006	M	31913
Hobsons Bay (C)	2011	F	34821
Hobsons Bay (C)	2011	M	33820
Hobsons Bay (C)	2016	F	37130
Hobsons Bay (C)	2016	M	35293
Holdfast Bay (C)	2006	F	15539
Holdfast Bay (C)	2006	M	13602
Holdfast Bay (C)	2011	F	16008
Holdfast Bay (C)	2011	M	14236
Holdfast Bay (C)	2016	F	16215
Holdfast Bay (C)	2016	M	14388
Hope Vale (S)	2006	F	263
Hope Vale (S)	2006	M	293
Hope Vale (S)	2011	F	322
Hope Vale (S)	2011	M	372
Hope Vale (S)	2016	F	314
Hope Vale (S)	2016	M	351
Hornsby (A)	2006	F	55242
Hornsby (A)	2006	M	50554
Hornsby (A)	2011	F	57207
Hornsby (A)	2011	M	52985
Hornsby (A)	2016	F	59568
Hornsby (A)	2016	M	55225
Horsham (RC)	2006	F	7614
Horsham (RC)	2006	M	7094
Horsham (RC)	2011	F	8031
Horsham (RC)	2011	M	7488
Horsham (RC)	2016	F	8307
Horsham (RC)	2016	M	7601
Hume (C)	2006	F	57077
Hume (C)	2006	M	54755
Hume (C)	2011	F	65867
Hume (C)	2011	M	63612
Hume (C)	2016	F	77795
Hume (C)	2016	M	75668
Hunters Hill (A)	2006	F	5509
Hunters Hill (A)	2006	M	5268
Hunters Hill (A)	2011	F	5525
Hunters Hill (A)	2011	M	5180
Hunters Hill (A)	2016	F	5790
Hunters Hill (A)	2016	M	5557
Huon Valley (M)	2006	F	5439
Huon Valley (M)	2006	M	5467
Huon Valley (M)	2011	F	6026
Huon Valley (M)	2011	M	6043
Huon Valley (M)	2016	F	6688
Huon Valley (M)	2016	M	6599
Indigo (S)	2006	F	5939
Indigo (S)	2006	M	5751
Indigo (S)	2011	F	6206
Indigo (S)	2011	M	6092
Indigo (S)	2016	F	6678
Indigo (S)	2016	M	6441
Inner West (A)	2006	F	70837
Inner West (A)	2006	M	66315
Inner West (A)	2011	F	74525
Inner West (A)	2011	M	69154
Inner West (A)	2016	F	79717
Inner West (A)	2016	M	74422
Inverell (A)	2006	F	6203
Inverell (A)	2006	M	5876
Inverell (A)	2011	F	6497
Inverell (A)	2011	M	6148
Inverell (A)	2016	F	6750
Inverell (A)	2016	M	6404
Ipswich (C)	2006	F	53491
Ipswich (C)	2006	M	52261
Ipswich (C)	2011	F	64355
Ipswich (C)	2011	M	62712
Ipswich (C)	2016	F	75579
Ipswich (C)	2016	M	72235
Irwin (S)	2006	F	1163
Irwin (S)	2006	M	1254
Irwin (S)	2011	F	1411
Irwin (S)	2011	M	1404
Irwin (S)	2016	F	1478
Irwin (S)	2016	M	1478
Isaac (R)	2006	F	6378
Isaac (R)	2006	M	8344
Isaac (R)	2011	F	7304
Isaac (R)	2011	M	9581
Isaac (R)	2016	F	6944
Isaac (R)	2016	M	8707
Jerramungup (S)	2006	F	369
Jerramungup (S)	2006	M	483
Jerramungup (S)	2011	F	373
Jerramungup (S)	2011	M	443
Jerramungup (S)	2016	F	390
Jerramungup (S)	2016	M	486
Joondalup (C)	2006	F	60827
Joondalup (C)	2006	M	58340
Joondalup (C)	2011	F	62705
Joondalup (C)	2011	M	60246
Joondalup (C)	2016	F	63544
Joondalup (C)	2016	M	61390
Junee (A)	2006	F	1968
Junee (A)	2006	M	2640
Junee (A)	2011	F	1994
Junee (A)	2011	M	2735
Junee (A)	2016	F	2184
Junee (A)	2016	M	2990
Kalamunda (S)	2006	F	20113
Kalamunda (S)	2006	M	19429
Kalamunda (S)	2011	F	21874
Kalamunda (S)	2011	M	21111
Kalamunda (S)	2016	F	23505
Kalamunda (S)	2016	M	22767
Kalgoorlie/Boulder (C)	2006	F	10141
Kalgoorlie/Boulder (C)	2006	M	11206
Kalgoorlie/Boulder (C)	2011	F	11240
Kalgoorlie/Boulder (C)	2011	M	12599
Kalgoorlie/Boulder (C)	2016	F	10985
Kalgoorlie/Boulder (C)	2016	M	12171
Kangaroo Island (DC)	2006	F	1668
Kangaroo Island (DC)	2006	M	1764
Kangaroo Island (DC)	2011	F	1781
Kangaroo Island (DC)	2011	M	1839
Kangaroo Island (DC)	2016	F	1930
Kangaroo Island (DC)	2016	M	2001
Karoonda East Murray (DC)	2006	F	450
Karoonda East Murray (DC)	2006	M	489
Karoonda East Murray (DC)	2011	F	387
Karoonda East Murray (DC)	2011	M	447
Karoonda East Murray (DC)	2016	F	425
Karoonda East Murray (DC)	2016	M	462
Karratha (C)	2006	F	5511
Karratha (C)	2006	M	6656
Karratha (C)	2011	F	6960
Karratha (C)	2011	M	11243
Karratha (C)	2016	F	7018
Karratha (C)	2016	M	9148
Katanning (S)	2006	F	1596
Katanning (S)	2006	M	1570
Katanning (S)	2011	F	1617
Katanning (S)	2011	M	1554
Katanning (S)	2016	F	1640
Katanning (S)	2016	M	1678
Katherine (T)	2006	F	3125
Katherine (T)	2006	M	3229
Katherine (T)	2011	F	3412
Katherine (T)	2011	M	3482
Katherine (T)	2016	F	3648
Katherine (T)	2016	M	3876
Kellerberrin (S)	2006	F	466
Kellerberrin (S)	2006	M	463
Kellerberrin (S)	2011	F	473
Kellerberrin (S)	2011	M	445
Kellerberrin (S)	2016	F	511
Kellerberrin (S)	2016	M	492
Kempsey (A)	2006	F	10880
Kempsey (A)	2006	M	10821
Kempsey (A)	2011	F	11387
Kempsey (A)	2011	M	11284
Kempsey (A)	2016	F	11972
Kempsey (A)	2016	M	11949
Kent (S)	2006	F	208
Kent (S)	2006	M	252
Kent (S)	2011	F	175
Kent (S)	2011	M	224
Kent (S)	2016	F	192
Kent (S)	2016	M	243
Kentish (M)	2006	F	2217
Kentish (M)	2006	M	2313
Kentish (M)	2011	F	2419
Kentish (M)	2011	M	2484
Kentish (M)	2016	F	2523
Kentish (M)	2016	M	2582
Kiama (A)	2006	F	7985
Kiama (A)	2006	M	7424
Kiama (A)	2011	F	8517
Kiama (A)	2011	M	7965
Kiama (A)	2016	F	9209
Kiama (A)	2016	M	8657
Kimba (DC)	2006	F	457
Kimba (DC)	2006	M	461
Kimba (DC)	2011	F	415
Kimba (DC)	2011	M	444
Kimba (DC)	2016	F	401
Kimba (DC)	2016	M	413
King Island (M)	2006	F	614
King Island (M)	2006	M	733
King Island (M)	2011	F	635
King Island (M)	2011	M	704
King Island (M)	2016	F	648
King Island (M)	2016	M	683
Kingborough (M)	2006	F	12776
Kingborough (M)	2006	M	11641
Kingborough (M)	2011	F	14083
Kingborough (M)	2011	M	12795
Kingborough (M)	2016	F	15076
Kingborough (M)	2016	M	13644
Kingston (C) (Vic.)	2006	F	57504
Kingston (C) (Vic.)	2006	M	53200
Kingston (C) (Vic.)	2011	F	60600
Kingston (C) (Vic.)	2011	M	56728
Kingston (C) (Vic.)	2016	F	64662
Kingston (C) (Vic.)	2016	M	59928
Kingston (DC) (SA)	2006	F	934
Kingston (DC) (SA)	2006	M	953
Kingston (DC) (SA)	2011	F	969
Kingston (DC) (SA)	2011	M	962
Kingston (DC) (SA)	2016	F	987
Kingston (DC) (SA)	2016	M	991
Knox (C)	2006	F	60184
Knox (C)	2006	M	56663
Knox (C)	2011	F	62584
Knox (C)	2011	M	59070
Knox (C)	2016	F	65723
Knox (C)	2016	M	61328
Kojonup (S)	2006	F	800
Kojonup (S)	2006	M	865
Kojonup (S)	2011	F	771
Kojonup (S)	2011	M	786
Kojonup (S)	2016	F	767
Kojonup (S)	2016	M	797
Kondinin (S)	2006	F	328
Kondinin (S)	2006	M	396
Kondinin (S)	2011	F	348
Kondinin (S)	2011	M	505
Kondinin (S)	2016	F	310
Kondinin (S)	2016	M	402
Koorda (S)	2006	F	155
Koorda (S)	2006	M	187
Koorda (S)	2011	F	149
Koorda (S)	2011	M	176
Koorda (S)	2016	F	159
Koorda (S)	2016	M	165
Kowanyama (S)	2006	F	386
Kowanyama (S)	2006	M	333
Kowanyama (S)	2011	F	387
Kowanyama (S)	2011	M	358
Kowanyama (S)	2016	F	363
Kowanyama (S)	2016	M	327
Ku-ring-gai (A)	2006	F	42552
Ku-ring-gai (A)	2006	M	37615
Ku-ring-gai (A)	2011	F	46005
Ku-ring-gai (A)	2011	M	40762
Ku-ring-gai (A)	2016	F	49819
Ku-ring-gai (A)	2016	M	44362
Kulin (S)	2006	F	311
Kulin (S)	2006	M	347
Kulin (S)	2011	F	279
Kulin (S)	2011	M	331
Kulin (S)	2016	F	278
Kulin (S)	2016	M	334
Kwinana (C)	2006	F	8587
Kwinana (C)	2006	M	9229
Kwinana (C)	2011	F	11061
Kwinana (C)	2011	M	11471
Kwinana (C)	2016	F	14762
Kwinana (C)	2016	M	15482
Kyogle (A)	2006	F	3596
Kyogle (A)	2006	M	3640
Kyogle (A)	2011	F	3719
Kyogle (A)	2011	M	3746
Kyogle (A)	2016	F	3689
Kyogle (A)	2016	M	3787
Lachlan (A)	2006	F	2592
Lachlan (A)	2006	M	2603
Lachlan (A)	2011	F	2545
Lachlan (A)	2011	M	2553
Lachlan (A)	2016	F	2441
Lachlan (A)	2016	M	2401
Lake Grace (S)	2006	F	490
Lake Grace (S)	2006	M	637
Lake Grace (S)	2011	F	476
Lake Grace (S)	2011	M	593
Lake Grace (S)	2016	F	455
Lake Grace (S)	2016	M	536
Lake Macquarie (C)	2006	F	76166
Lake Macquarie (C)	2006	M	71095
Lake Macquarie (C)	2011	F	79528
Lake Macquarie (C)	2011	M	74291
Lake Macquarie (C)	2016	F	83538
Lake Macquarie (C)	2016	M	77728
Lane Cove (A)	2006	F	12856
Lane Cove (A)	2006	M	12010
Lane Cove (A)	2011	F	13371
Lane Cove (A)	2011	M	12155
Lane Cove (A)	2016	F	15079
Lane Cove (A)	2016	M	14292
Latrobe (C) (Vic.)	2006	F	28387
Latrobe (C) (Vic.)	2006	M	26556
Latrobe (C) (Vic.)	2011	F	30140
Latrobe (C) (Vic.)	2011	M	28157
Latrobe (C) (Vic.)	2016	F	31028
Latrobe (C) (Vic.)	2016	M	28974
Latrobe (M) (Tas.)	2006	F	3496
Latrobe (M) (Tas.)	2006	M	3477
Latrobe (M) (Tas.)	2011	F	4062
Latrobe (M) (Tas.)	2011	M	3942
Latrobe (M) (Tas.)	2016	F	4606
Latrobe (M) (Tas.)	2016	M	4305
Launceston (C)	2006	F	26405
Launceston (C)	2006	M	23898
Launceston (C)	2011	F	27278
Launceston (C)	2011	M	25048
Launceston (C)	2016	F	27953
Launceston (C)	2016	M	25742
Laverton (S)	2006	F	199
Laverton (S)	2006	M	405
Laverton (S)	2011	F	311
Laverton (S)	2011	M	754
Laverton (S)	2016	F	288
Laverton (S)	2016	M	719
Leeton (A)	2006	F	4212
Leeton (A)	2006	M	4219
Leeton (A)	2011	F	4330
Leeton (A)	2011	M	4100
