LGA_NAME16	Year	Sex	adults
West Tamar (M)	2011	F	9071
West Tamar (M)	2011	M	8517
West Tamar (M)	2016	F	9671
West Tamar (M)	2016	M	9066
West Torrens (C)	2006	F	22944
West Torrens (C)	2006	M	21656
West Torrens (C)	2011	F	24144
West Torrens (C)	2011	M	22761
West Torrens (C)	2016	F	25518
West Torrens (C)	2016	M	23934
West Wimmera (S)	2006	F	1758
West Wimmera (S)	2006	M	1819
West Wimmera (S)	2011	F	1706
West Wimmera (S)	2011	M	1747
West Wimmera (S)	2016	F	1609
West Wimmera (S)	2016	M	1632
Western Downs (R)	2006	F	10694
Western Downs (R)	2006	M	11086
Western Downs (R)	2011	F	11777
Western Downs (R)	2011	M	12435
Western Downs (R)	2016	F	12776
Western Downs (R)	2016	M	13284
Western Plains Regional (A)	2006	F	18322
Western Plains Regional (A)	2006	M	16763
Western Plains Regional (A)	2011	F	19084
Western Plains Regional (A)	2011	M	17757
Western Plains Regional (A)	2016	F	20480
Western Plains Regional (A)	2016	M	19232
Westonia (S)	2006	F	66
Westonia (S)	2006	M	78
Westonia (S)	2011	F	83
Westonia (S)	2011	M	139
Westonia (S)	2016	F	107
Westonia (S)	2016	M	156
Whitehorse (C)	2006	F	63302
Whitehorse (C)	2006	M	56160
Whitehorse (C)	2011	F	65775
Whitehorse (C)	2011	M	59434
Whitehorse (C)	2016	F	70663
Whitehorse (C)	2016	M	64170
Whitsunday (R)	2006	F	11290
Whitsunday (R)	2006	M	12661
Whitsunday (R)	2011	F	12065
Whitsunday (R)	2011	M	13452
Whitsunday (R)	2016	F	13370
Whitsunday (R)	2016	M	14282
Whittlesea (C)	2006	F	49713
Whittlesea (C)	2006	M	47982
Whittlesea (C)	2011	F	62460
Whittlesea (C)	2011	M	60208
Whittlesea (C)	2016	F	79521
Whittlesea (C)	2016	M	75784
Whyalla (C)	2006	F	8305
Whyalla (C)	2006	M	8475
Whyalla (C)	2011	F	8774
Whyalla (C)	2011	M	8881
Whyalla (C)	2016	F	8836
Whyalla (C)	2016	M	8799
Wickepin (S)	2006	F	277
Wickepin (S)	2006	M	284
Wickepin (S)	2011	F	274
Wickepin (S)	2011	M	298
Wickepin (S)	2016	F	277
Wickepin (S)	2016	M	300
Williams (S)	2006	F	335
Williams (S)	2006	M	377
Williams (S)	2011	F	354
Williams (S)	2011	M	387
Williams (S)	2016	F	380
Williams (S)	2016	M	393
Willoughby (C)	2006	F	27431
Willoughby (C)	2006	M	24670
Willoughby (C)	2011	F	28722
Willoughby (C)	2011	M	25778
Willoughby (C)	2016	F	31652
Willoughby (C)	2016	M	28238
Wiluna (S)	2006	F	179
Wiluna (S)	2006	M	399
Wiluna (S)	2011	F	285
Wiluna (S)	2011	M	742
Wiluna (S)	2016	F	200
Wiluna (S)	2016	M	456
Wingecarribee (A)	2006	F	17660
Wingecarribee (A)	2006	M	15847
Wingecarribee (A)	2011	F	18856
Wingecarribee (A)	2011	M	16947
Wingecarribee (A)	2016	F	20863
Wingecarribee (A)	2016	M	18600
Winton (S)	2006	F	517
Winton (S)	2006	M	587
Winton (S)	2011	F	506
Winton (S)	2011	M	573
Winton (S)	2016	F	459
Winton (S)	2016	M	490
Wodonga (C)	2006	F	13155
Wodonga (C)	2006	M	12499
Wodonga (C)	2011	F	14205
Wodonga (C)	2011	M	13610
Wodonga (C)	2016	F	16046
Wodonga (C)	2016	M	15187
Wollondilly (A)	2006	F	15386
Wollondilly (A)	2006	M	15186
Wollondilly (A)	2011	F	16818
Wollondilly (A)	2011	M	16463
Wollondilly (A)	2016	F	19177
Wollondilly (A)	2016	M	18658
Wollongong (C)	2006	F	75897
Wollongong (C)	2006	M	72867
Wollongong (C)	2011	F	79812
Wollongong (C)	2011	M	76944
Wollongong (C)	2016	F	85259
Wollongong (C)	2016	M	81809
Wongan-Ballidu (S)	2006	F	525
Wongan-Ballidu (S)	2006	M	551
Wongan-Ballidu (S)	2011	F	522
Wongan-Ballidu (S)	2011	M	558
Wongan-Ballidu (S)	2016	F	495
Wongan-Ballidu (S)	2016	M	580
Woodanilling (S)	2006	F	121
Woodanilling (S)	2006	M	154
Woodanilling (S)	2011	F	151
Woodanilling (S)	2011	M	167
Woodanilling (S)	2016	F	150
Woodanilling (S)	2016	M	165
Woollahra (A)	2006	F	23189
Woollahra (A)	2006	M	19696
Woollahra (A)	2011	F	23600
Woollahra (A)	2011	M	20519
Woollahra (A)	2016	F	24764
Woollahra (A)	2016	M	21001
Woorabinda (S)	2006	F	270
Woorabinda (S)	2006	M	245
Woorabinda (S)	2011	F	327
Woorabinda (S)	2011	M	273
Woorabinda (S)	2016	F	334
Woorabinda (S)	2016	M	307
Wudinna (DC)	2006	F	484
Wudinna (DC)	2006	M	544
Wudinna (DC)	2011	F	470
Wudinna (DC)	2011	M	495
Wudinna (DC)	2016	F	458
Wudinna (DC)	2016	M	518
Wujal Wujal (S)	2006	F	111
Wujal Wujal (S)	2006	M	121
Wujal Wujal (S)	2011	F	110
Wujal Wujal (S)	2011	M	101
Wujal Wujal (S)	2016	F	110
Wujal Wujal (S)	2016	M	97
Wyalkatchem (S)	2006	F	206
Wyalkatchem (S)	2006	M	222
Wyalkatchem (S)	2011	F	212
Wyalkatchem (S)	2011	M	217
Wyalkatchem (S)	2016	F	218
Wyalkatchem (S)	2016	M	227
Wyndham (C)	2006	F	43300
Wyndham (C)	2006	M	42275
Wyndham (C)	2011	F	62377
Wyndham (C)	2011	M	60894
Wyndham (C)	2016	F	82364
Wyndham (C)	2016	M	80948
Wyndham-East Kimberley (S)	2006	F	2303
Wyndham-East Kimberley (S)	2006	M	2616
Wyndham-East Kimberley (S)	2011	F	2793
Wyndham-East Kimberley (S)	2011	M	3104
Wyndham-East Kimberley (S)	2016	F	2781
Wyndham-East Kimberley (S)	2016	M	2715
Yalgoo (S)	2006	F	81
Yalgoo (S)	2006	M	123
Yalgoo (S)	2011	F	109
Yalgoo (S)	2011	M	249
Yalgoo (S)	2016	F	105
Yalgoo (S)	2016	M	188
Yankalilla (DC)	2006	F	1746
Yankalilla (DC)	2006	M	1746
Yankalilla (DC)	2011	F	1894
Yankalilla (DC)	2011	M	1855
Yankalilla (DC)	2016	F	2243
Yankalilla (DC)	2016	M	2197
Yarra (C)	2006	F	31426
Yarra (C)	2006	M	30190
Yarra (C)	2011	F	33602
Yarra (C)	2011	M	31738
Yarra (C)	2016	F	39773
Yarra (C)	2016	M	37200
Yarra Ranges (S)	2006	F	56101
Yarra Ranges (S)	2006	M	54168
Yarra Ranges (S)	2011	F	58988
Yarra Ranges (S)	2011	M	56690
Yarra Ranges (S)	2016	F	61906
Yarra Ranges (S)	2016	M	59179
Yarrabah (S)	2006	F	766
Yarrabah (S)	2006	M	723
Yarrabah (S)	2011	F	796
Yarrabah (S)	2011	M	786
Yarrabah (S)	2016	F	851
Yarrabah (S)	2016	M	832
Yarriambiack (S)	2006	F	3112
Yarriambiack (S)	2006	M	2996
Yarriambiack (S)	2011	F	2957
Yarriambiack (S)	2011	M	2880
Yarriambiack (S)	2016	F	2822
Yarriambiack (S)	2016	M	2808
Yass Valley (A)	2006	F	5187
Yass Valley (A)	2006	M	5014
Yass Valley (A)	2011	F	5927
Yass Valley (A)	2011	M	5782
Yass Valley (A)	2016	F	6552
Yass Valley (A)	2016	M	6170
Yilgarn (S)	2006	F	481
Yilgarn (S)	2006	M	614
Yilgarn (S)	2011	F	503
Yilgarn (S)	2011	M	847
Yilgarn (S)	2016	F	388
Yilgarn (S)	2016	M	662
York (S)	2006	F	1277
York (S)	2006	M	1251
York (S)	2011	F	1396
York (S)	2011	M	1376
York (S)	2016	F	1489
York (S)	2016	M	1503
Yorke Peninsula (DC)	2006	F	4559
Yorke Peninsula (DC)	2006	M	4728
Yorke Peninsula (DC)	2011	F	4559
Yorke Peninsula (DC)	2011	M	4761
Yorke Peninsula (DC)	2016	F	4640
Yorke Peninsula (DC)	2016	M	4903
