LGA_NAME16	Year	SameAddress1YearAgo	Sex	persons
Wollongong (C)	2011	0	F	12399
Wollongong (C)	2011	0	M	12073
Wollongong (C)	2011	1	F	79967
Wollongong (C)	2011	1	M	77916
Wollongong (C)	2016		F	8194
Wollongong (C)	2016		M	8335
Wollongong (C)	2016	0	F	13376
Wollongong (C)	2016	0	M	13220
Wollongong (C)	2016	1	F	81517
Wollongong (C)	2016	1	M	78987
Woollahra (A)	2006		F	3469
Woollahra (A)	2006		M	3314
Woollahra (A)	2006	0	F	4718
Woollahra (A)	2006	0	M	4112
Woollahra (A)	2006	1	F	18644
Woollahra (A)	2006	1	M	15907
Woollahra (A)	2011		F	2990
Woollahra (A)	2011		M	3037
Woollahra (A)	2011	0	F	4872
Woollahra (A)	2011	0	M	4249
Woollahra (A)	2011	1	F	19733
Woollahra (A)	2011	1	M	17276
Woollahra (A)	2016		F	3524
Woollahra (A)	2016		M	3013
Woollahra (A)	2016	0	F	5338
Woollahra (A)	2016	0	M	4508
Woollahra (A)	2016	1	F	20147
Woollahra (A)	2016	1	M	17711
Yass Valley (A)	2006		F	274
Yass Valley (A)	2006		M	339
Yass Valley (A)	2006	0	F	943
Yass Valley (A)	2006	0	M	888
Yass Valley (A)	2006	1	F	5405
Yass Valley (A)	2006	1	M	5281
Yass Valley (A)	2011		F	434
Yass Valley (A)	2011		M	468
Yass Valley (A)	2011	0	F	982
Yass Valley (A)	2011	0	M	947
Yass Valley (A)	2011	1	F	6154
Yass Valley (A)	2011	1	M	6035
Yass Valley (A)	2016		F	667
Yass Valley (A)	2016		M	685
Yass Valley (A)	2016	0	F	1033
Yass Valley (A)	2016	0	M	945
Yass Valley (A)	2016	1	F	6509
Yass Valley (A)	2016	1	M	6301
Unincorporated NSW	2006		F	14
Unincorporated NSW	2006		M	27
Unincorporated NSW	2006	0	F	82
Unincorporated NSW	2006	0	M	60
Unincorporated NSW	2006	1	F	390
Unincorporated NSW	2006	1	M	477
Unincorporated NSW	2011		F	13
Unincorporated NSW	2011		M	31
Unincorporated NSW	2011	0	F	59
Unincorporated NSW	2011	0	M	54
Unincorporated NSW	2011	1	F	423
Unincorporated NSW	2011	1	M	480
Unincorporated NSW	2016		F	59
Unincorporated NSW	2016		M	81
Unincorporated NSW	2016	0	F	48
Unincorporated NSW	2016	0	M	49
Unincorporated NSW	2016	1	F	385
Unincorporated NSW	2016	1	M	439
No usual address (NSW)	2006	0	F	3100
No usual address (NSW)	2006	0	M	3851
No usual address (NSW)	2006	1	F	606
No usual address (NSW)	2006	1	M	1186
No usual address (NSW)	2011	0	F	3581
No usual address (NSW)	2011	0	M	4161
No usual address (NSW)	2011	1	F	814
No usual address (NSW)	2011	1	M	1332
No usual address (NSW)	2016	0	F	2845
No usual address (NSW)	2016	0	M	3356
No usual address (NSW)	2016	1	F	849
No usual address (NSW)	2016	1	M	1571
Migratory - Offshore - Shipping (NSW)	2006	0	F	6
Migratory - Offshore - Shipping (NSW)	2006	0	M	11
Migratory - Offshore - Shipping (NSW)	2006	1	F	11
Migratory - Offshore - Shipping (NSW)	2006	1	M	32
Migratory - Offshore - Shipping (NSW)	2011	0	F	6
Migratory - Offshore - Shipping (NSW)	2011	0	M	11
Migratory - Offshore - Shipping (NSW)	2011	1	F	47
Migratory - Offshore - Shipping (NSW)	2011	1	M	43
Migratory - Offshore - Shipping (NSW)	2016	0	F	21
Migratory - Offshore - Shipping (NSW)	2016	0	M	14
Migratory - Offshore - Shipping (NSW)	2016	1	F	182
Migratory - Offshore - Shipping (NSW)	2016	1	M	138
Alpine (S)	2006		F	330
Alpine (S)	2006		M	344
Alpine (S)	2006	0	F	778
Alpine (S)	2006	0	M	768
Alpine (S)	2006	1	F	4949
Alpine (S)	2006	1	M	4829
Alpine (S)	2011		F	247
Alpine (S)	2011		M	293
Alpine (S)	2011	0	F	702
Alpine (S)	2011	0	M	674
Alpine (S)	2011	1	F	5055
Alpine (S)	2011	1	M	4910
Alpine (S)	2016		F	615
Alpine (S)	2016		M	594
Alpine (S)	2016	0	F	748
Alpine (S)	2016	0	M	669
Alpine (S)	2016	1	F	4902
Alpine (S)	2016	1	M	4811
Ararat (RC)	2006		F	233
Ararat (RC)	2006		M	588
Ararat (RC)	2006	0	F	655
Ararat (RC)	2006	0	M	590
Ararat (RC)	2006	1	F	4656
Ararat (RC)	2006	1	M	4532
Ararat (RC)	2011		F	280
Ararat (RC)	2011		M	633
Ararat (RC)	2011	0	F	665
Ararat (RC)	2011	0	M	635
Ararat (RC)	2011	1	F	4538
Ararat (RC)	2011	1	M	4431
Ararat (RC)	2016		F	499
Ararat (RC)	2016		M	1206
Ararat (RC)	2016	0	F	667
Ararat (RC)	2016	0	M	652
Ararat (RC)	2016	1	F	4283
Ararat (RC)	2016	1	M	4294
Ballarat (C)	2006		F	2575
Ballarat (C)	2006		M	2543
Ballarat (C)	2006	0	F	7618
Ballarat (C)	2006	0	M	6957
Ballarat (C)	2006	1	F	34091
Ballarat (C)	2006	1	M	31411
Ballarat (C)	2011		F	2611
Ballarat (C)	2011		M	2605
Ballarat (C)	2011	0	F	8213
Ballarat (C)	2011	0	M	7311
Ballarat (C)	2011	1	F	37799
Ballarat (C)	2011	1	M	34964
Ballarat (C)	2016		F	4896
Ballarat (C)	2016		M	4607
Ballarat (C)	2016	0	F	8277
Ballarat (C)	2016	0	M	7459
Ballarat (C)	2016	1	F	39648
Ballarat (C)	2016	1	M	36798
Banyule (C)	2006		F	2994
Banyule (C)	2006		M	3201
Banyule (C)	2006	0	F	6792
Banyule (C)	2006	0	M	6453
Banyule (C)	2006	1	F	49267
Banyule (C)	2006	1	M	46158
Banyule (C)	2011		F	2697
Banyule (C)	2011		M	2864
Banyule (C)	2011	0	F	6907
Banyule (C)	2011	0	M	6520
Banyule (C)	2011	1	F	51274
Banyule (C)	2011	1	M	48042
Banyule (C)	2016		F	4957
Banyule (C)	2016		M	4703
Banyule (C)	2016	0	F	7450
Banyule (C)	2016	0	M	7211
Banyule (C)	2016	1	F	50237
Banyule (C)	2016	1	M	47308
Bass Coast (S)	2006		F	1109
Bass Coast (S)	2006		M	1107
Bass Coast (S)	2006	0	F	1963
Bass Coast (S)	2006	0	M	1807
Bass Coast (S)	2006	1	F	10609
Bass Coast (S)	2006	1	M	9951
Bass Coast (S)	2011		F	962
Bass Coast (S)	2011		M	925
Bass Coast (S)	2011	0	F	2349
Bass Coast (S)	2011	0	M	2354
Bass Coast (S)	2011	1	F	11802
Bass Coast (S)	2011	1	M	11218
Bass Coast (S)	2016		F	1587
Bass Coast (S)	2016		M	1536
Bass Coast (S)	2016	0	F	2600
Bass Coast (S)	2016	0	M	2358
Bass Coast (S)	2016	1	F	12725
Bass Coast (S)	2016	1	M	12003
Baw Baw (S)	2006		F	912
Baw Baw (S)	2006		M	875
Baw Baw (S)	2006	0	F	2627
Baw Baw (S)	2006	0	M	2364
Baw Baw (S)	2006	1	F	15515
Baw Baw (S)	2006	1	M	14884
Baw Baw (S)	2011		F	995
Baw Baw (S)	2011		M	1110
Baw Baw (S)	2011	0	F	3161
Baw Baw (S)	2011	0	M	2853
Baw Baw (S)	2011	1	F	17699
Baw Baw (S)	2011	1	M	17046
Baw Baw (S)	2016		F	2396
Baw Baw (S)	2016		M	2265
Baw Baw (S)	2016	0	F	3494
Baw Baw (S)	2016	0	M	3082
Baw Baw (S)	2016	1	F	19048
Baw Baw (S)	2016	1	M	18196
Bayside (C)	2006		F	2868
Bayside (C)	2006		M	2528
Bayside (C)	2006	0	F	5673
Bayside (C)	2006	0	M	5215
Bayside (C)	2006	1	F	37755
Bayside (C)	2006	1	M	33899
Bayside (C)	2011		F	2533
Bayside (C)	2011		M	2372
Bayside (C)	2011	0	F	5996
Bayside (C)	2011	0	M	5503
Bayside (C)	2011	1	F	39443
Bayside (C)	2011	1	M	35967
Bayside (C)	2016		F	4227
Bayside (C)	2016		M	3794
Bayside (C)	2016	0	F	6860
Bayside (C)	2016	0	M	6283
Bayside (C)	2016	1	F	39775
Bayside (C)	2016	1	M	36152
Benalla (RC)	2006		F	307
Benalla (RC)	2006		M	309
Benalla (RC)	2006	0	F	956
Benalla (RC)	2006	0	M	887
Benalla (RC)	2006	1	F	5708
Benalla (RC)	2006	1	M	5356
Benalla (RC)	2011		F	299
Benalla (RC)	2011		M	269
Benalla (RC)	2011	0	F	965
Benalla (RC)	2011	0	M	865
Benalla (RC)	2011	1	F	5745
Benalla (RC)	2011	1	M	5503
Benalla (RC)	2016		F	723
Benalla (RC)	2016		M	705
Benalla (RC)	2016	0	F	894
Benalla (RC)	2016	0	M	784
Benalla (RC)	2016	1	F	5532
Benalla (RC)	2016	1	M	5231
Boroondara (C)	2006		F	4330
Boroondara (C)	2006		M	4330
Boroondara (C)	2006	0	F	11525
Boroondara (C)	2006	0	M	10753
Boroondara (C)	2006	1	F	64663
Boroondara (C)	2006	1	M	58850
Boroondara (C)	2011		F	3521
Boroondara (C)	2011		M	3730
Boroondara (C)	2011	0	F	11969
Boroondara (C)	2011	0	M	10900
Boroondara (C)	2011	1	F	67196
Boroondara (C)	2011	1	M	61870
Boroondara (C)	2016		F	6411
Boroondara (C)	2016		M	6252
Boroondara (C)	2016	0	F	13854
Boroondara (C)	2016	0	M	12686
Boroondara (C)	2016	1	F	66820
Boroondara (C)	2016	1	M	61207
Brimbank (C)	2006		F	5626
Brimbank (C)	2006		M	6073
Brimbank (C)	2006	0	F	8624
Brimbank (C)	2006	0	M	8592
Brimbank (C)	2006	1	F	70508
Brimbank (C)	2006	1	M	68797
Brimbank (C)	2011		F	6197
Brimbank (C)	2011		M	6733
Brimbank (C)	2011	0	F	9623
Brimbank (C)	2011	0	M	9986
Brimbank (C)	2011	1	F	75571
Brimbank (C)	2011	1	M	74624
Brimbank (C)	2016		F	8335
Brimbank (C)	2016		M	8857
Brimbank (C)	2016	0	F	10669
Brimbank (C)	2016	0	M	11351
Brimbank (C)	2016	1	F	78075
Brimbank (C)	2016	1	M	77031
Buloke (S)	2006		F	154
Buloke (S)	2006		M	143
Buloke (S)	2006	0	F	324
Buloke (S)	2006	0	M	319
Buloke (S)	2006	1	F	2947
Buloke (S)	2006	1	M	2968
Buloke (S)	2011		F	122
Buloke (S)	2011		M	142
Buloke (S)	2011	0	F	328
Buloke (S)	2011	0	M	322
Buloke (S)	2011	1	F	2706
Buloke (S)	2011	1	M	2764
Buloke (S)	2016		F	330
Buloke (S)	2016		M	356
Buloke (S)	2016	0	F	284
Buloke (S)	2016	0	M	266
Buloke (S)	2016	1	F	2452
Buloke (S)	2016	1	M	2516
Campaspe (S)	2006		F	891
Campaspe (S)	2006		M	995
Campaspe (S)	2006	0	F	2586
Campaspe (S)	2006	0	M	2382
Campaspe (S)	2006	1	F	14656
Campaspe (S)	2006	1	M	14698
Campaspe (S)	2011		F	989
Campaspe (S)	2011		M	980
Campaspe (S)	2011	0	F	2295
Campaspe (S)	2011	0	M	2176
Campaspe (S)	2011	1	F	15083
Campaspe (S)	2011	1	M	14844
Campaspe (S)	2016		F	1839
Campaspe (S)	2016		M	1781
Campaspe (S)	2016	0	F	2072
Campaspe (S)	2016	0	M	1934
Campaspe (S)	2016	1	F	14854
Campaspe (S)	2016	1	M	14578
Cardinia (S)	2006		F	1677
Cardinia (S)	2006		M	1752
Cardinia (S)	2006	0	F	4333
Cardinia (S)	2006	0	M	4050
Cardinia (S)	2006	1	F	22743
Cardinia (S)	2006	1	M	22558
Cardinia (S)	2011		F	1891
Cardinia (S)	2011		M	2042
Cardinia (S)	2011	0	F	6289
Cardinia (S)	2011	0	M	5846
Cardinia (S)	2011	1	F	29294
Cardinia (S)	2011	1	M	28816
Cardinia (S)	2016		F	4162
Cardinia (S)	2016		M	4143
Cardinia (S)	2016	0	F	7238
Cardinia (S)	2016	0	M	6725
Cardinia (S)	2016	1	F	36373
Cardinia (S)	2016	1	M	35490
Casey (C)	2006		F	6545
Casey (C)	2006		M	7074
Casey (C)	2006	0	F	14735
Casey (C)	2006	0	M	14109
Casey (C)	2006	1	F	86920
Casey (C)	2006	1	M	85576
Casey (C)	2011		F	5830
Casey (C)	2011		M	6335
Casey (C)	2011	0	F	16093
Casey (C)	2011	0	M	15579
Casey (C)	2011	1	F	105010
Casey (C)	2011	1	M	103539
Casey (C)	2016		F	11999
Casey (C)	2016		M	12328
Casey (C)	2016	0	F	20359
Casey (C)	2016	0	M	20002
Casey (C)	2016	1	F	117916
Casey (C)	2016	1	M	116694
Central Goldfields (S)	2006		F	273
Central Goldfields (S)	2006		M	246
Central Goldfields (S)	2006	0	F	732
Central Goldfields (S)	2006	0	M	698
Central Goldfields (S)	2006	1	F	5237
Central Goldfields (S)	2006	1	M	5140
Central Goldfields (S)	2011		F	283
Central Goldfields (S)	2011		M	340
Central Goldfields (S)	2011	0	F	707
Central Goldfields (S)	2011	0	M	646
Central Goldfields (S)	2011	1	F	5303
Central Goldfields (S)	2011	1	M	5217
Central Goldfields (S)	2016		F	584
Central Goldfields (S)	2016		M	575
Central Goldfields (S)	2016	0	F	760
Central Goldfields (S)	2016	0	M	723
Central Goldfields (S)	2016	1	F	5236
Central Goldfields (S)	2016	1	M	5114
Colac-Otway (S)	2006		F	484
Colac-Otway (S)	2006		M	591
Colac-Otway (S)	2006	0	F	1183
Colac-Otway (S)	2006	0	M	1218
Colac-Otway (S)	2006	1	F	8511
Colac-Otway (S)	2006	1	M	8304
Colac-Otway (S)	2011		F	468
Colac-Otway (S)	2011		M	561
Colac-Otway (S)	2011	0	F	1190
Colac-Otway (S)	2011	0	M	1123
Colac-Otway (S)	2011	1	F	8546
Colac-Otway (S)	2011	1	M	8455
Colac-Otway (S)	2016		F	946
Colac-Otway (S)	2016		M	984
Colac-Otway (S)	2016	0	F	1247
Colac-Otway (S)	2016	0	M	1194
Colac-Otway (S)	2016	1	F	8296
Colac-Otway (S)	2016	1	M	8307
Corangamite (S)	2006		F	409
Corangamite (S)	2006		M	411
Corangamite (S)	2006	0	F	905
Corangamite (S)	2006	0	M	890
Corangamite (S)	2006	1	F	7026
Corangamite (S)	2006	1	M	6977
Corangamite (S)	2011		F	350
Corangamite (S)	2011		M	384
Corangamite (S)	2011	0	F	855
Corangamite (S)	2011	0	M	848
Corangamite (S)	2011	1	F	6940
Corangamite (S)	2011	1	M	6998
Corangamite (S)	2016		F	792
Corangamite (S)	2016		M	809
Corangamite (S)	2016	0	F	783
Corangamite (S)	2016	0	M	766
Corangamite (S)	2016	1	F	6395
Corangamite (S)	2016	1	M	6507
Darebin (C)	2006		F	5081
Darebin (C)	2006		M	5676
Darebin (C)	2006	0	F	9365
Darebin (C)	2006	0	M	8719
Darebin (C)	2006	1	F	51393
Darebin (C)	2006	1	M	47829
Darebin (C)	2011		F	4461
Darebin (C)	2011		M	4947
Darebin (C)	2011	0	F	10278
Darebin (C)	2011	0	M	9360
Darebin (C)	2011	1	F	55280
Darebin (C)	2011	1	M	52150
Darebin (C)	2016		F	7294
Darebin (C)	2016		M	6980
Darebin (C)	2016	0	F	12423
Darebin (C)	2016	0	M	11362
Darebin (C)	2016	1	F	56099
Darebin (C)	2016	1	M	52561
East Gippsland (S)	2006		F	1063
East Gippsland (S)	2006		M	1181
East Gippsland (S)	2006	0	F	2831
East Gippsland (S)	2006	0	M	2516
East Gippsland (S)	2006	1	F	16450
East Gippsland (S)	2006	1	M	15999
East Gippsland (S)	2011		F	1018
East Gippsland (S)	2011		M	1096
East Gippsland (S)	2011	0	F	2993
East Gippsland (S)	2011	0	M	2766
East Gippsland (S)	2011	1	F	17389
East Gippsland (S)	2011	1	M	16938
East Gippsland (S)	2016		F	2503
East Gippsland (S)	2016		M	2386
East Gippsland (S)	2016	0	F	2875
East Gippsland (S)	2016	0	M	2650
East Gippsland (S)	2016	1	F	17554
East Gippsland (S)	2016	1	M	17071
Frankston (C)	2006		F	4296
Frankston (C)	2006		M	4372
Frankston (C)	2006	0	F	8587
Frankston (C)	2006	0	M	8029
Frankston (C)	2006	1	F	47553
Frankston (C)	2006	1	M	44969
Frankston (C)	2011		F	3762
Frankston (C)	2011		M	3823
Frankston (C)	2011	0	F	9168
Frankston (C)	2011	0	M	8700
Frankston (C)	2011	1	F	51679
Frankston (C)	2011	1	M	49330
Frankston (C)	2016		F	6577
Frankston (C)	2016		M	6398
Frankston (C)	2016	0	F	8738
Frankston (C)	2016	0	M	8158
Frankston (C)	2016	1	F	53412
Frankston (C)	2016	1	M	50862
Gannawarra (S)	2006		F	275
Gannawarra (S)	2006		M	275
Gannawarra (S)	2006	0	F	683
Gannawarra (S)	2006	0	M	696
Gannawarra (S)	2006	1	F	4702
Gannawarra (S)	2006	1	M	4670
Gannawarra (S)	2011		F	279
Gannawarra (S)	2011		M	310
Gannawarra (S)	2011	0	F	606
Gannawarra (S)	2011	0	M	528
Gannawarra (S)	2011	1	F	4337
Gannawarra (S)	2011	1	M	4304
Gannawarra (S)	2016		F	487
Gannawarra (S)	2016		M	526
Gannawarra (S)	2016	0	F	491
Gannawarra (S)	2016	0	M	451
Gannawarra (S)	2016	1	F	4315
Gannawarra (S)	2016	1	M	4280
Glen Eira (C)	2006		F	4692
Glen Eira (C)	2006		M	5037
Glen Eira (C)	2006	0	F	8309
Glen Eira (C)	2006	0	M	7957
Glen Eira (C)	2006	1	F	50839
Glen Eira (C)	2006	1	M	47253
Glen Eira (C)	2011		F	3416
Glen Eira (C)	2011		M	3591
Glen Eira (C)	2011	0	F	9371
Glen Eira (C)	2011	0	M	8913
Glen Eira (C)	2011	1	F	54466
Glen Eira (C)	2011	1	M	51257
Glen Eira (C)	2016		F	5517
Glen Eira (C)	2016		M	5428
Glen Eira (C)	2016	0	F	11434
Glen Eira (C)	2016	0	M	10798
Glen Eira (C)	2016	1	F	55784
Glen Eira (C)	2016	1	M	51914
Glenelg (S)	2006		F	489
Glenelg (S)	2006		M	514
Glenelg (S)	2006	0	F	1305
Glenelg (S)	2006	0	M	1277
Glenelg (S)	2006	1	F	8009
Glenelg (S)	2006	1	M	8161
Glenelg (S)	2011		F	518
Glenelg (S)	2011		M	523
Glenelg (S)	2011	0	F	1223
Glenelg (S)	2011	0	M	1146
Glenelg (S)	2011	1	F	8044
Glenelg (S)	2011	1	M	8121
Glenelg (S)	2016		F	982
Glenelg (S)	2016		M	1005
Glenelg (S)	2016	0	F	1011
Glenelg (S)	2016	0	M	919
Glenelg (S)	2016	1	F	7816
Glenelg (S)	2016	1	M	7825
Golden Plains (S)	2006		F	414
Golden Plains (S)	2006		M	416
Golden Plains (S)	2006	0	F	816
Golden Plains (S)	2006	0	M	817
Golden Plains (S)	2006	1	F	6844
Golden Plains (S)	2006	1	M	7147
Golden Plains (S)	2011		F	380
Golden Plains (S)	2011		M	449
Golden Plains (S)	2011	0	F	1050
Golden Plains (S)	2011	0	M	1014
Golden Plains (S)	2011	1	F	7790
Golden Plains (S)	2011	1	M	8085
Golden Plains (S)	2016		F	848
Golden Plains (S)	2016		M	820
Golden Plains (S)	2016	0	F	1036
Golden Plains (S)	2016	0	M	1069
Golden Plains (S)	2016	1	F	8791
Golden Plains (S)	2016	1	M	9130
Greater Bendigo (C)	2006		F	2579
Greater Bendigo (C)	2006		M	2505
Greater Bendigo (C)	2006	0	F	7735
Greater Bendigo (C)	2006	0	M	6869
Greater Bendigo (C)	2006	1	F	37930
Greater Bendigo (C)	2006	1	M	35634
Greater Bendigo (C)	2011		F	2578
Greater Bendigo (C)	2011		M	2757
Greater Bendigo (C)	2011	0	F	7826
Greater Bendigo (C)	2011	0	M	7033
Greater Bendigo (C)	2011	1	F	41438
Greater Bendigo (C)	2011	1	M	38987
Greater Bendigo (C)	2016		F	5523
Greater Bendigo (C)	2016		M	5204
Greater Bendigo (C)	2016	0	F	8217
Greater Bendigo (C)	2016	0	M	7266
Greater Bendigo (C)	2016	1	F	43151
Greater Bendigo (C)	2016	1	M	41117
Greater Dandenong (C)	2006		F	4761
Greater Dandenong (C)	2006		M	5346
Greater Dandenong (C)	2006	0	F	7764
Greater Dandenong (C)	2006	0	M	7960
Greater Dandenong (C)	2006	1	F	50183
Greater Dandenong (C)	2006	1	M	49510
Greater Dandenong (C)	2011		F	3830
Greater Dandenong (C)	2011		M	4365
Greater Dandenong (C)	2011	0	F	8493
Greater Dandenong (C)	2011	0	M	9587
Greater Dandenong (C)	2011	1	F	54761
Greater Dandenong (C)	2011	1	M	54569
Greater Dandenong (C)	2016		F	6207
Greater Dandenong (C)	2016		M	6996
Greater Dandenong (C)	2016	0	F	10696
Greater Dandenong (C)	2016	0	M	12066
Greater Dandenong (C)	2016	1	F	57603
Greater Dandenong (C)	2016	1	M	58488
Greater Geelong (C)	2006		F	4939
Greater Geelong (C)	2006		M	5882
Greater Geelong (C)	2006	0	F	14608
Greater Geelong (C)	2006	0	M	13468
Greater Geelong (C)	2006	1	F	81799
Greater Geelong (C)	2006	1	M	76785
Greater Geelong (C)	2011		F	4927
Greater Geelong (C)	2011		M	5974
Greater Geelong (C)	2011	0	F	15517
Greater Geelong (C)	2011	0	M	14076
Greater Geelong (C)	2011	1	F	87968
Greater Geelong (C)	2011	1	M	82418
Greater Geelong (C)	2016		F	10830
Greater Geelong (C)	2016		M	11166
Greater Geelong (C)	2016	0	F	17836
Greater Geelong (C)	2016	0	M	16301
Greater Geelong (C)	2016	1	F	91551
Greater Geelong (C)	2016	1	M	85747
Greater Shepparton (C)	2006		F	1745
Greater Shepparton (C)	2006		M	1959
Greater Shepparton (C)	2006	0	F	4241
Greater Shepparton (C)	2006	0	M	3941
Greater Shepparton (C)	2006	1	F	22915
Greater Shepparton (C)	2006	1	M	22288
Greater Shepparton (C)	2011		F	1796
Greater Shepparton (C)	2011		M	2091
Greater Shepparton (C)	2011	0	F	4069
Greater Shepparton (C)	2011	0	M	3774
Greater Shepparton (C)	2011	1	F	24703
Greater Shepparton (C)	2011	1	M	24018
Greater Shepparton (C)	2016		F	3532
Greater Shepparton (C)	2016		M	3731
Greater Shepparton (C)	2016	0	F	4236
Greater Shepparton (C)	2016	0	M	3948
Greater Shepparton (C)	2016	1	F	24357
Greater Shepparton (C)	2016	1	M	24034
Hepburn (S)	2006		F	415
Hepburn (S)	2006		M	459
Hepburn (S)	2006	0	F	852
Hepburn (S)	2006	0	M	739
Hepburn (S)	2006	1	F	5790
Hepburn (S)	2006	1	M	5479
Hepburn (S)	2011		F	411
Hepburn (S)	2011		M	385
Hepburn (S)	2011	0	F	914
Hepburn (S)	2011	0	M	792
Hepburn (S)	2011	1	F	6090
Hepburn (S)	2011	1	M	5773
Hepburn (S)	2016		F	899
Hepburn (S)	2016		M	767
Hepburn (S)	2016	0	F	903
Hepburn (S)	2016	0	M	746
Hepburn (S)	2016	1	F	6142
Hepburn (S)	2016	1	M	5869
Hindmarsh (S)	2006		F	141
Hindmarsh (S)	2006		M	108
Hindmarsh (S)	2006	0	F	336
Hindmarsh (S)	2006	0	M	304
Hindmarsh (S)	2006	1	F	2593
Hindmarsh (S)	2006	1	M	2558
Hindmarsh (S)	2011		F	107
Hindmarsh (S)	2011		M	129
Hindmarsh (S)	2011	0	F	274
Hindmarsh (S)	2011	0	M	264
Hindmarsh (S)	2011	1	F	2536
Hindmarsh (S)	2011	1	M	2490
Hindmarsh (S)	2016		F	250
Hindmarsh (S)	2016		M	251
Hindmarsh (S)	2016	0	F	271
Hindmarsh (S)	2016	0	M	251
Hindmarsh (S)	2016	1	F	2351
Hindmarsh (S)	2016	1	M	2346
Hobsons Bay (C)	2006		F	2746
Hobsons Bay (C)	2006		M	2854
Hobsons Bay (C)	2006	0	F	5185
Hobsons Bay (C)	2006	0	M	5032
Hobsons Bay (C)	2006	1	F	33426
Hobsons Bay (C)	2006	1	M	32217
Hobsons Bay (C)	2011		F	2533
Hobsons Bay (C)	2011		M	2748
Hobsons Bay (C)	2011	0	F	5389
Hobsons Bay (C)	2011	0	M	5533
Hobsons Bay (C)	2011	1	F	34321
Hobsons Bay (C)	2011	1	M	33337
Hobsons Bay (C)	2016		F	3926
Hobsons Bay (C)	2016		M	3964
Hobsons Bay (C)	2016	0	F	5963
Hobsons Bay (C)	2016	0	M	5777
Hobsons Bay (C)	2016	1	F	35257
Hobsons Bay (C)	2016	1	M	33890
Horsham (RC)	2006		F	462
Horsham (RC)	2006		M	417
Horsham (RC)	2006	0	F	1460
Horsham (RC)	2006	0	M	1329
Horsham (RC)	2006	1	F	7562
Horsham (RC)	2006	1	M	7263
Horsham (RC)	2011		F	457
Horsham (RC)	2011		M	488
Horsham (RC)	2011	0	F	1386
Horsham (RC)	2011	0	M	1291
Horsham (RC)	2011	1	F	8026
Horsham (RC)	2011	1	M	7631
Horsham (RC)	2016		F	811
Horsham (RC)	2016		M	803
Horsham (RC)	2016	0	F	1386
Horsham (RC)	2016	0	M	1160
Horsham (RC)	2016	1	F	7870
Horsham (RC)	2016	1	M	7613
Hume (C)	2006		F	4910
Hume (C)	2006		M	5140
Hume (C)	2006	0	F	8964
Hume (C)	2006	0	M	8511
Hume (C)	2006	1	F	60770
Hume (C)	2006	1	M	59490
Hume (C)	2011		F	4922
Hume (C)	2011		M	5100
Hume (C)	2011	0	F	9476
Hume (C)	2011	0	M	9082
Hume (C)	2011	1	F	70139
Hume (C)	2011	1	M	68843
Hume (C)	2016		F	8396
Hume (C)	2016		M	8735
Hume (C)	2016	0	F	13153
Hume (C)	2016	0	M	13062
Hume (C)	2016	1	F	77553
Hume (C)	2016	1	M	76476
Indigo (S)	2006		F	349
Indigo (S)	2006		M	490
Indigo (S)	2006	0	F	886
Indigo (S)	2006	0	M	772
Indigo (S)	2006	1	F	6264
Indigo (S)	2006	1	M	6036
Indigo (S)	2011		F	312
Indigo (S)	2011		M	503
Indigo (S)	2011	0	F	921
Indigo (S)	2011	0	M	832
Indigo (S)	2011	1	F	6420
Indigo (S)	2011	1	M	6190
Indigo (S)	2016		F	622
Indigo (S)	2016		M	808
Indigo (S)	2016	0	F	905
Indigo (S)	2016	0	M	806
Indigo (S)	2016	1	F	6570
Indigo (S)	2016	1	M	6245
Kingston (C) (Vic.)	2006		F	4160
Kingston (C) (Vic.)	2006		M	4333
Kingston (C) (Vic.)	2006	0	F	8136
Kingston (C) (Vic.)	2006	0	M	7745
Kingston (C) (Vic.)	2006	1	F	56752
Kingston (C) (Vic.)	2006	1	M	53501
Kingston (C) (Vic.)	2011		F	3583
Kingston (C) (Vic.)	2011		M	3938
Kingston (C) (Vic.)	2011	0	F	8397
Kingston (C) (Vic.)	2011	0	M	7968
Kingston (C) (Vic.)	2011	1	F	60815
Kingston (C) (Vic.)	2011	1	M	57723
Kingston (C) (Vic.)	2016		F	6321
Kingston (C) (Vic.)	2016		M	6104
Kingston (C) (Vic.)	2016	0	F	9763
Kingston (C) (Vic.)	2016	0	M	9403
Kingston (C) (Vic.)	2016	1	F	61669
Kingston (C) (Vic.)	2016	1	M	58130
Knox (C)	2006		F	3200
Knox (C)	2006		M	3283
Knox (C)	2006	0	F	7609
Knox (C)	2006	0	M	7074
Knox (C)	2006	1	F	64089
Knox (C)	2006	1	M	61483
Knox (C)	2011		F	2529
Knox (C)	2011		M	2941
Knox (C)	2011	0	F	7328
Knox (C)	2011	0	M	6928
Knox (C)	2011	1	F	66037
Knox (C)	2011	1	M	63537
Knox (C)	2016		F	5388
Knox (C)	2016		M	5401
Knox (C)	2016	0	F	8635
Knox (C)	2016	0	M	7978
Knox (C)	2016	1	F	64770
Knox (C)	2016	1	M	61938
Latrobe (C) (Vic.)	2006		F	2086
Latrobe (C) (Vic.)	2006		M	2085
Latrobe (C) (Vic.)	2006	0	F	5111
Latrobe (C) (Vic.)	2006	0	M	4607
Latrobe (C) (Vic.)	2006	1	F	28263
Latrobe (C) (Vic.)	2006	1	M	27182
