LGA_NAME16	Year	EduInstitutionType	students
Central Coast (M) (Tas.)	2006	Secondary	1359
Central Coast (M) (Tas.)	2006	Technical or Further Educational Institution	525
Central Coast (M) (Tas.)	2006	University or other tertiary	267
Central Coast (M) (Tas.)	2011		1578
Central Coast (M) (Tas.)	2011	Infants/Primary	1818
Central Coast (M) (Tas.)	2011	Pre-school	161
Central Coast (M) (Tas.)	2011	Secondary	1317
Central Coast (M) (Tas.)	2011	Technical or Further Educational Institution	577
Central Coast (M) (Tas.)	2011	University or other tertiary	317
Central Coast (M) (Tas.)	2016		1738
Central Coast (M) (Tas.)	2016	Infants/Primary	1777
Central Coast (M) (Tas.)	2016	Pre-school	134
Central Coast (M) (Tas.)	2016	Secondary	1200
Central Coast (M) (Tas.)	2016	Technical or Further Educational Institution	439
Central Coast (M) (Tas.)	2016	University or other tertiary	355
Central Highlands (M) (Tas.)	2006		193
Central Highlands (M) (Tas.)	2006	Infants/Primary	195
Central Highlands (M) (Tas.)	2006	Pre-school	13
Central Highlands (M) (Tas.)	2006	Secondary	115
Central Highlands (M) (Tas.)	2006	Technical or Further Educational Institution	58
Central Highlands (M) (Tas.)	2006	University or other tertiary	12
Central Highlands (M) (Tas.)	2011		184
Central Highlands (M) (Tas.)	2011	Infants/Primary	171
Central Highlands (M) (Tas.)	2011	Pre-school	24
Central Highlands (M) (Tas.)	2011	Secondary	94
Central Highlands (M) (Tas.)	2011	Technical or Further Educational Institution	41
Central Highlands (M) (Tas.)	2011	University or other tertiary	29
Central Highlands (M) (Tas.)	2016		218
Central Highlands (M) (Tas.)	2016	Infants/Primary	164
Central Highlands (M) (Tas.)	2016	Pre-school	15
Central Highlands (M) (Tas.)	2016	Secondary	79
Central Highlands (M) (Tas.)	2016	Technical or Further Educational Institution	34
Central Highlands (M) (Tas.)	2016	University or other tertiary	17
Circular Head (M)	2006		480
Circular Head (M)	2006	Infants/Primary	887
Circular Head (M)	2006	Pre-school	64
Circular Head (M)	2006	Secondary	501
Circular Head (M)	2006	Technical or Further Educational Institution	202
Circular Head (M)	2006	University or other tertiary	51
Circular Head (M)	2011		582
Circular Head (M)	2011	Infants/Primary	784
Circular Head (M)	2011	Pre-school	78
Circular Head (M)	2011	Secondary	564
Circular Head (M)	2011	Technical or Further Educational Institution	172
Circular Head (M)	2011	University or other tertiary	79
Circular Head (M)	2016		755
Circular Head (M)	2016	Infants/Primary	786
Circular Head (M)	2016	Pre-school	54
Circular Head (M)	2016	Secondary	477
Circular Head (M)	2016	Technical or Further Educational Institution	126
Circular Head (M)	2016	University or other tertiary	66
Clarence (C)	2006		3939
Clarence (C)	2006	Infants/Primary	4384
Clarence (C)	2006	Pre-school	455
Clarence (C)	2006	Secondary	3246
Clarence (C)	2006	Technical or Further Educational Institution	1258
Clarence (C)	2006	University or other tertiary	1246
Clarence (C)	2011		3659
Clarence (C)	2011	Infants/Primary	4381
Clarence (C)	2011	Pre-school	467
Clarence (C)	2011	Secondary	3068
Clarence (C)	2011	Technical or Further Educational Institution	1293
Clarence (C)	2011	University or other tertiary	1536
Clarence (C)	2016		3808
Clarence (C)	2016	Infants/Primary	4992
Clarence (C)	2016	Pre-school	403
Clarence (C)	2016	Secondary	3203
Clarence (C)	2016	Technical or Further Educational Institution	1042
Clarence (C)	2016	University or other tertiary	1779
Derwent Valley (M)	2006		993
Derwent Valley (M)	2006	Infants/Primary	917
Derwent Valley (M)	2006	Pre-school	95
Derwent Valley (M)	2006	Secondary	536
Derwent Valley (M)	2006	Technical or Further Educational Institution	214
Derwent Valley (M)	2006	University or other tertiary	90
Derwent Valley (M)	2011		699
Derwent Valley (M)	2011	Infants/Primary	847
Derwent Valley (M)	2011	Pre-school	95
Derwent Valley (M)	2011	Secondary	581
Derwent Valley (M)	2011	Technical or Further Educational Institution	235
Derwent Valley (M)	2011	University or other tertiary	116
Derwent Valley (M)	2016		876
Derwent Valley (M)	2016	Infants/Primary	922
Derwent Valley (M)	2016	Pre-school	76
Derwent Valley (M)	2016	Secondary	558
Derwent Valley (M)	2016	Technical or Further Educational Institution	188
Derwent Valley (M)	2016	University or other tertiary	141
Devonport (C)	2006		1893
Devonport (C)	2006	Infants/Primary	2254
Devonport (C)	2006	Pre-school	218
Devonport (C)	2006	Secondary	1417
Devonport (C)	2006	Technical or Further Educational Institution	663
Devonport (C)	2006	University or other tertiary	287
Devonport (C)	2011		1863
Devonport (C)	2011	Infants/Primary	2074
Devonport (C)	2011	Pre-school	225
Devonport (C)	2011	Secondary	1402
Devonport (C)	2011	Technical or Further Educational Institution	769
Devonport (C)	2011	University or other tertiary	317
Devonport (C)	2016		1982
Devonport (C)	2016	Infants/Primary	2240
Devonport (C)	2016	Pre-school	171
Devonport (C)	2016	Secondary	1440
Devonport (C)	2016	Technical or Further Educational Institution	616
Devonport (C)	2016	University or other tertiary	374
Dorset (M)	2006		572
Dorset (M)	2006	Infants/Primary	688
Dorset (M)	2006	Pre-school	54
Dorset (M)	2006	Secondary	416
Dorset (M)	2006	Technical or Further Educational Institution	190
Dorset (M)	2006	University or other tertiary	54
Dorset (M)	2011		448
Dorset (M)	2011	Infants/Primary	602
Dorset (M)	2011	Pre-school	48
Dorset (M)	2011	Secondary	405
Dorset (M)	2011	Technical or Further Educational Institution	147
Dorset (M)	2011	University or other tertiary	81
Dorset (M)	2016		611
Dorset (M)	2016	Infants/Primary	555
Dorset (M)	2016	Pre-school	38
Dorset (M)	2016	Secondary	350
Dorset (M)	2016	Technical or Further Educational Institution	117
Dorset (M)	2016	University or other tertiary	79
Flinders (M) (Tas.)	2006		58
Flinders (M) (Tas.)	2006	Infants/Primary	66
Flinders (M) (Tas.)	2006	Pre-school	5
Flinders (M) (Tas.)	2006	Secondary	34
Flinders (M) (Tas.)	2006	Technical or Further Educational Institution	17
Flinders (M) (Tas.)	2006	University or other tertiary	15
Flinders (M) (Tas.)	2011		62
Flinders (M) (Tas.)	2011	Infants/Primary	44
Flinders (M) (Tas.)	2011	Pre-school	3
Flinders (M) (Tas.)	2011	Secondary	11
Flinders (M) (Tas.)	2011	Technical or Further Educational Institution	13
Flinders (M) (Tas.)	2011	University or other tertiary	4
Flinders (M) (Tas.)	2016		74
Flinders (M) (Tas.)	2016	Infants/Primary	45
Flinders (M) (Tas.)	2016	Pre-school	6
Flinders (M) (Tas.)	2016	Secondary	34
Flinders (M) (Tas.)	2016	Technical or Further Educational Institution	15
Flinders (M) (Tas.)	2016	University or other tertiary	8
George Town (M)	2006		562
George Town (M)	2006	Infants/Primary	640
George Town (M)	2006	Pre-school	62
George Town (M)	2006	Secondary	405
George Town (M)	2006	Technical or Further Educational Institution	165
George Town (M)	2006	University or other tertiary	72
George Town (M)	2011		491
George Town (M)	2011	Infants/Primary	597
George Town (M)	2011	Pre-school	61
George Town (M)	2011	Secondary	371
George Town (M)	2011	Technical or Further Educational Institution	172
George Town (M)	2011	University or other tertiary	72
George Town (M)	2016		722
George Town (M)	2016	Infants/Primary	584
George Town (M)	2016	Pre-school	42
George Town (M)	2016	Secondary	343
George Town (M)	2016	Technical or Further Educational Institution	148
George Town (M)	2016	University or other tertiary	84
Glamorgan/Spring Bay (M)	2006		370
Glamorgan/Spring Bay (M)	2006	Infants/Primary	301
Glamorgan/Spring Bay (M)	2006	Pre-school	45
Glamorgan/Spring Bay (M)	2006	Secondary	166
Glamorgan/Spring Bay (M)	2006	Technical or Further Educational Institution	79
Glamorgan/Spring Bay (M)	2006	University or other tertiary	19
Glamorgan/Spring Bay (M)	2011		289
Glamorgan/Spring Bay (M)	2011	Infants/Primary	290
Glamorgan/Spring Bay (M)	2011	Pre-school	38
Glamorgan/Spring Bay (M)	2011	Secondary	141
Glamorgan/Spring Bay (M)	2011	Technical or Further Educational Institution	68
Glamorgan/Spring Bay (M)	2011	University or other tertiary	27
Glamorgan/Spring Bay (M)	2016		464
Glamorgan/Spring Bay (M)	2016	Infants/Primary	241
Glamorgan/Spring Bay (M)	2016	Pre-school	24
Glamorgan/Spring Bay (M)	2016	Secondary	145
Glamorgan/Spring Bay (M)	2016	Technical or Further Educational Institution	40
Glamorgan/Spring Bay (M)	2016	University or other tertiary	33
Glenorchy (C)	2006		4107
Glenorchy (C)	2006	Infants/Primary	3682
Glenorchy (C)	2006	Pre-school	344
Glenorchy (C)	2006	Secondary	2534
Glenorchy (C)	2006	Technical or Further Educational Institution	1253
Glenorchy (C)	2006	University or other tertiary	797
Glenorchy (C)	2011		3565
Glenorchy (C)	2011	Infants/Primary	3592
Glenorchy (C)	2011	Pre-school	333
Glenorchy (C)	2011	Secondary	2502
Glenorchy (C)	2011	Technical or Further Educational Institution	1455
Glenorchy (C)	2011	University or other tertiary	1033
Glenorchy (C)	2016		4041
Glenorchy (C)	2016	Infants/Primary	3992
Glenorchy (C)	2016	Pre-school	325
Glenorchy (C)	2016	Secondary	2655
Glenorchy (C)	2016	Technical or Further Educational Institution	1205
Glenorchy (C)	2016	University or other tertiary	1331
Hobart (C)	2006		3784
Hobart (C)	2006	Infants/Primary	3176
Hobart (C)	2006	Pre-school	354
Hobart (C)	2006	Secondary	3057
Hobart (C)	2006	Technical or Further Educational Institution	1243
Hobart (C)	2006	University or other tertiary	4961
Hobart (C)	2011		3195
Hobart (C)	2011	Infants/Primary	3272
Hobart (C)	2011	Pre-school	324
Hobart (C)	2011	Secondary	2762
Hobart (C)	2011	Technical or Further Educational Institution	1060
Hobart (C)	2011	University or other tertiary	5368
Hobart (C)	2016		3482
Hobart (C)	2016	Infants/Primary	3558
Hobart (C)	2016	Pre-school	396
Hobart (C)	2016	Secondary	2815
Hobart (C)	2016	Technical or Further Educational Institution	927
Hobart (C)	2016	University or other tertiary	5868
Huon Valley (M)	2006		1165
Huon Valley (M)	2006	Infants/Primary	1416
Huon Valley (M)	2006	Pre-school	135
Huon Valley (M)	2006	Secondary	888
Huon Valley (M)	2006	Technical or Further Educational Institution	321
Huon Valley (M)	2006	University or other tertiary	222
Huon Valley (M)	2011		983
Huon Valley (M)	2011	Infants/Primary	1389
Huon Valley (M)	2011	Pre-school	97
Huon Valley (M)	2011	Secondary	877
Huon Valley (M)	2011	Technical or Further Educational Institution	334
Huon Valley (M)	2011	University or other tertiary	255
Huon Valley (M)	2016		1420
Huon Valley (M)	2016	Infants/Primary	1360
Huon Valley (M)	2016	Pre-school	112
Huon Valley (M)	2016	Secondary	883
Huon Valley (M)	2016	Technical or Further Educational Institution	331
Huon Valley (M)	2016	University or other tertiary	348
Kentish (M)	2006		427
Kentish (M)	2006	Infants/Primary	585
Kentish (M)	2006	Pre-school	63
Kentish (M)	2006	Secondary	430
Kentish (M)	2006	Technical or Further Educational Institution	153
Kentish (M)	2006	University or other tertiary	44
Kentish (M)	2011		394
Kentish (M)	2011	Infants/Primary	512
Kentish (M)	2011	Pre-school	45
Kentish (M)	2011	Secondary	402
Kentish (M)	2011	Technical or Further Educational Institution	159
Kentish (M)	2011	University or other tertiary	73
Kentish (M)	2016		563
Kentish (M)	2016	Infants/Primary	507
Kentish (M)	2016	Pre-school	40
Kentish (M)	2016	Secondary	322
Kentish (M)	2016	Technical or Further Educational Institution	143
Kentish (M)	2016	University or other tertiary	91
King Island (M)	2006		125
King Island (M)	2006	Infants/Primary	140
King Island (M)	2006	Pre-school	14
King Island (M)	2006	Secondary	69
King Island (M)	2006	Technical or Further Educational Institution	24
King Island (M)	2006	University or other tertiary	11
King Island (M)	2011		96
King Island (M)	2011	Infants/Primary	92
King Island (M)	2011	Pre-school	16
King Island (M)	2011	Secondary	59
King Island (M)	2011	Technical or Further Educational Institution	22
King Island (M)	2011	University or other tertiary	17
King Island (M)	2016		160
King Island (M)	2016	Infants/Primary	104
King Island (M)	2016	Pre-school	15
King Island (M)	2016	Secondary	46
King Island (M)	2016	Technical or Further Educational Institution	18
King Island (M)	2016	University or other tertiary	10
Kingborough (M)	2006		1875
Kingborough (M)	2006	Infants/Primary	2990
Kingborough (M)	2006	Pre-school	312
Kingborough (M)	2006	Secondary	2261
Kingborough (M)	2006	Technical or Further Educational Institution	820
Kingborough (M)	2006	University or other tertiary	1174
Kingborough (M)	2011		1779
Kingborough (M)	2011	Infants/Primary	3470
Kingborough (M)	2011	Pre-school	324
Kingborough (M)	2011	Secondary	2211
Kingborough (M)	2011	Technical or Further Educational Institution	765
Kingborough (M)	2011	University or other tertiary	1312
Kingborough (M)	2016		2110
Kingborough (M)	2016	Infants/Primary	3513
Kingborough (M)	2016	Pre-school	309
Kingborough (M)	2016	Secondary	2553
Kingborough (M)	2016	Technical or Further Educational Institution	640
Kingborough (M)	2016	University or other tertiary	1457
Latrobe (M) (Tas.)	2006		562
Latrobe (M) (Tas.)	2006	Infants/Primary	806
Latrobe (M) (Tas.)	2006	Pre-school	73
Latrobe (M) (Tas.)	2006	Secondary	494
Latrobe (M) (Tas.)	2006	Technical or Further Educational Institution	223
Latrobe (M) (Tas.)	2006	University or other tertiary	95
Latrobe (M) (Tas.)	2011		556
Latrobe (M) (Tas.)	2011	Infants/Primary	851
Latrobe (M) (Tas.)	2011	Pre-school	87
Latrobe (M) (Tas.)	2011	Secondary	554
Latrobe (M) (Tas.)	2011	Technical or Further Educational Institution	269
Latrobe (M) (Tas.)	2011	University or other tertiary	137
Latrobe (M) (Tas.)	2016		867
Latrobe (M) (Tas.)	2016	Infants/Primary	896
Latrobe (M) (Tas.)	2016	Pre-school	67
Latrobe (M) (Tas.)	2016	Secondary	501
Latrobe (M) (Tas.)	2016	Technical or Further Educational Institution	227
Latrobe (M) (Tas.)	2016	University or other tertiary	150
Launceston (C)	2006		5302
Launceston (C)	2006	Infants/Primary	5540
Launceston (C)	2006	Pre-school	517
Launceston (C)	2006	Secondary	3722
Launceston (C)	2006	Technical or Further Educational Institution	1772
Launceston (C)	2006	University or other tertiary	2761
Launceston (C)	2011		4504
Launceston (C)	2011	Infants/Primary	5209
Launceston (C)	2011	Pre-school	554
Launceston (C)	2011	Secondary	3871
Launceston (C)	2011	Technical or Further Educational Institution	1957
Launceston (C)	2011	University or other tertiary	3288
Launceston (C)	2016		5660
Launceston (C)	2016	Infants/Primary	5545
Launceston (C)	2016	Pre-school	547
Launceston (C)	2016	Secondary	3719
Launceston (C)	2016	Technical or Further Educational Institution	1604
Launceston (C)	2016	University or other tertiary	3332
Meander Valley (M)	2006		1448
Meander Valley (M)	2006	Infants/Primary	1883
Meander Valley (M)	2006	Pre-school	146
Meander Valley (M)	2006	Secondary	1202
Meander Valley (M)	2006	Technical or Further Educational Institution	410
Meander Valley (M)	2006	University or other tertiary	295
Meander Valley (M)	2011		1004
Meander Valley (M)	2011	Infants/Primary	1681
Meander Valley (M)	2011	Pre-school	189
Meander Valley (M)	2011	Secondary	1293
Meander Valley (M)	2011	Technical or Further Educational Institution	428
Meander Valley (M)	2011	University or other tertiary	376
Meander Valley (M)	2016		1525
Meander Valley (M)	2016	Infants/Primary	1621
Meander Valley (M)	2016	Pre-school	144
Meander Valley (M)	2016	Secondary	1178
Meander Valley (M)	2016	Technical or Further Educational Institution	361
Meander Valley (M)	2016	University or other tertiary	386
Northern Midlands (M)	2006		912
Northern Midlands (M)	2006	Infants/Primary	1254
Northern Midlands (M)	2006	Pre-school	114
Northern Midlands (M)	2006	Secondary	731
Northern Midlands (M)	2006	Technical or Further Educational Institution	250
Northern Midlands (M)	2006	University or other tertiary	168
Northern Midlands (M)	2011		756
Northern Midlands (M)	2011	Infants/Primary	1107
Northern Midlands (M)	2011	Pre-school	140
Northern Midlands (M)	2011	Secondary	771
Northern Midlands (M)	2011	Technical or Further Educational Institution	250
Northern Midlands (M)	2011	University or other tertiary	205
Northern Midlands (M)	2016		1237
Northern Midlands (M)	2016	Infants/Primary	1029
Northern Midlands (M)	2016	Pre-school	112
Northern Midlands (M)	2016	Secondary	670
Northern Midlands (M)	2016	Technical or Further Educational Institution	207
Northern Midlands (M)	2016	University or other tertiary	214
Sorell (M)	2006		853
Sorell (M)	2006	Infants/Primary	1173
Sorell (M)	2006	Pre-school	92
Sorell (M)	2006	Secondary	760
Sorell (M)	2006	Technical or Further Educational Institution	308
Sorell (M)	2006	University or other tertiary	173
Sorell (M)	2011		933
Sorell (M)	2011	Infants/Primary	1109
Sorell (M)	2011	Pre-school	114
Sorell (M)	2011	Secondary	770
Sorell (M)	2011	Technical or Further Educational Institution	330
Sorell (M)	2011	University or other tertiary	234
Sorell (M)	2016		1104
Sorell (M)	2016	Infants/Primary	1244
Sorell (M)	2016	Pre-school	103
Sorell (M)	2016	Secondary	813
Sorell (M)	2016	Technical or Further Educational Institution	287
Sorell (M)	2016	University or other tertiary	306
Southern Midlands (M)	2006		504
Southern Midlands (M)	2006	Infants/Primary	563
Southern Midlands (M)	2006	Pre-school	46
Southern Midlands (M)	2006	Secondary	365
Southern Midlands (M)	2006	Technical or Further Educational Institution	97
Southern Midlands (M)	2006	University or other tertiary	42
Southern Midlands (M)	2011		483
Southern Midlands (M)	2011	Infants/Primary	560
Southern Midlands (M)	2011	Pre-school	54
Southern Midlands (M)	2011	Secondary	358
Southern Midlands (M)	2011	Technical or Further Educational Institution	124
Southern Midlands (M)	2011	University or other tertiary	71
Southern Midlands (M)	2016		555
Southern Midlands (M)	2016	Infants/Primary	542
Southern Midlands (M)	2016	Pre-school	32
Southern Midlands (M)	2016	Secondary	388
