LGA_NAME16	Year	EduInstitutionType	students
East Gippsland (S)	2016	Secondary	2396
East Gippsland (S)	2016	Technical or Further Educational Institution	617
East Gippsland (S)	2016	University or other tertiary	539
Frankston (C)	2006		11255
Frankston (C)	2006	Infants/Primary	10087
Frankston (C)	2006	Pre-school	1915
Frankston (C)	2006	Secondary	8064
Frankston (C)	2006	Technical or Further Educational Institution	2635
Frankston (C)	2006	University or other tertiary	2338
Frankston (C)	2011		9988
Frankston (C)	2011	Infants/Primary	9870
Frankston (C)	2011	Pre-school	2300
Frankston (C)	2011	Secondary	8102
Frankston (C)	2011	Technical or Further Educational Institution	3287
Frankston (C)	2011	University or other tertiary	3270
Frankston (C)	2016		10485
Frankston (C)	2016	Infants/Primary	10720
Frankston (C)	2016	Pre-school	2380
Frankston (C)	2016	Secondary	7962
Frankston (C)	2016	Technical or Further Educational Institution	2740
Frankston (C)	2016	University or other tertiary	4195
Gannawarra (S)	2006		856
Gannawarra (S)	2006	Infants/Primary	1025
Gannawarra (S)	2006	Pre-school	191
Gannawarra (S)	2006	Secondary	809
Gannawarra (S)	2006	Technical or Further Educational Institution	140
Gannawarra (S)	2006	University or other tertiary	88
Gannawarra (S)	2011		805
Gannawarra (S)	2011	Infants/Primary	795
Gannawarra (S)	2011	Pre-school	146
Gannawarra (S)	2011	Secondary	731
Gannawarra (S)	2011	Technical or Further Educational Institution	125
Gannawarra (S)	2011	University or other tertiary	83
Gannawarra (S)	2016		944
Gannawarra (S)	2016	Infants/Primary	746
Gannawarra (S)	2016	Pre-school	142
Gannawarra (S)	2016	Secondary	668
Gannawarra (S)	2016	Technical or Further Educational Institution	110
Gannawarra (S)	2016	University or other tertiary	100
Glen Eira (C)	2006		11576
Glen Eira (C)	2006	Infants/Primary	8988
Glen Eira (C)	2006	Pre-school	2133
Glen Eira (C)	2006	Secondary	7238
Glen Eira (C)	2006	Technical or Further Educational Institution	2253
Glen Eira (C)	2006	University or other tertiary	7551
Glen Eira (C)	2011		8750
Glen Eira (C)	2011	Infants/Primary	9958
Glen Eira (C)	2011	Pre-school	2586
Glen Eira (C)	2011	Secondary	7820
Glen Eira (C)	2011	Technical or Further Educational Institution	2372
Glen Eira (C)	2011	University or other tertiary	8480
Glen Eira (C)	2016		8575
Glen Eira (C)	2016	Infants/Primary	11777
Glen Eira (C)	2016	Pre-school	2695
Glen Eira (C)	2016	Secondary	8790
Glen Eira (C)	2016	Technical or Further Educational Institution	1968
Glen Eira (C)	2016	University or other tertiary	11080
Glenelg (S)	2006		1414
Glenelg (S)	2006	Infants/Primary	1907
Glenelg (S)	2006	Pre-school	291
Glenelg (S)	2006	Secondary	1433
Glenelg (S)	2006	Technical or Further Educational Institution	420
Glenelg (S)	2006	University or other tertiary	167
Glenelg (S)	2011		1418
Glenelg (S)	2011	Infants/Primary	1610
Glenelg (S)	2011	Pre-school	258
Glenelg (S)	2011	Secondary	1484
Glenelg (S)	2011	Technical or Further Educational Institution	430
Glenelg (S)	2011	University or other tertiary	216
Glenelg (S)	2016		1997
Glenelg (S)	2016	Infants/Primary	1378
Glenelg (S)	2016	Pre-school	234
Glenelg (S)	2016	Secondary	1231
Glenelg (S)	2016	Technical or Further Educational Institution	261
Glenelg (S)	2016	University or other tertiary	265
Golden Plains (S)	2006		1130
Golden Plains (S)	2006	Infants/Primary	1812
Golden Plains (S)	2006	Pre-school	333
Golden Plains (S)	2006	Secondary	1317
Golden Plains (S)	2006	Technical or Further Educational Institution	275
Golden Plains (S)	2006	University or other tertiary	320
Golden Plains (S)	2011		1147
Golden Plains (S)	2011	Infants/Primary	1976
Golden Plains (S)	2011	Pre-school	367
Golden Plains (S)	2011	Secondary	1499
Golden Plains (S)	2011	Technical or Further Educational Institution	350
Golden Plains (S)	2011	University or other tertiary	400
Golden Plains (S)	2016		1569
Golden Plains (S)	2016	Infants/Primary	2299
Golden Plains (S)	2016	Pre-school	413
Golden Plains (S)	2016	Secondary	1661
Golden Plains (S)	2016	Technical or Further Educational Institution	325
Golden Plains (S)	2016	University or other tertiary	555
Greater Bendigo (C)	2006		7228
Greater Bendigo (C)	2006	Infants/Primary	8385
Greater Bendigo (C)	2006	Pre-school	1441
Greater Bendigo (C)	2006	Secondary	6843
Greater Bendigo (C)	2006	Technical or Further Educational Institution	1770
Greater Bendigo (C)	2006	University or other tertiary	3288
Greater Bendigo (C)	2011		7038
Greater Bendigo (C)	2011	Infants/Primary	8133
Greater Bendigo (C)	2011	Pre-school	1635
Greater Bendigo (C)	2011	Secondary	6767
Greater Bendigo (C)	2011	Technical or Further Educational Institution	2322
Greater Bendigo (C)	2011	University or other tertiary	3825
Greater Bendigo (C)	2016		9354
Greater Bendigo (C)	2016	Infants/Primary	9149
Greater Bendigo (C)	2016	Pre-school	1765
Greater Bendigo (C)	2016	Secondary	7029
Greater Bendigo (C)	2016	Technical or Further Educational Institution	1954
Greater Bendigo (C)	2016	University or other tertiary	3917
Greater Dandenong (C)	2006		14488
Greater Dandenong (C)	2006	Infants/Primary	9096
Greater Dandenong (C)	2006	Pre-school	1523
Greater Dandenong (C)	2006	Secondary	8042
Greater Dandenong (C)	2006	Technical or Further Educational Institution	3371
Greater Dandenong (C)	2006	University or other tertiary	3648
Greater Dandenong (C)	2011		13593
Greater Dandenong (C)	2011	Infants/Primary	8873
Greater Dandenong (C)	2011	Pre-school	1826
Greater Dandenong (C)	2011	Secondary	8475
Greater Dandenong (C)	2011	Technical or Further Educational Institution	3959
Greater Dandenong (C)	2011	University or other tertiary	5270
Greater Dandenong (C)	2016		13623
Greater Dandenong (C)	2016	Infants/Primary	10665
Greater Dandenong (C)	2016	Pre-school	1980
Greater Dandenong (C)	2016	Secondary	9294
Greater Dandenong (C)	2016	Technical or Further Educational Institution	3738
Greater Dandenong (C)	2016	University or other tertiary	7921
Greater Geelong (C)	2006		15320
Greater Geelong (C)	2006	Infants/Primary	16485
Greater Geelong (C)	2006	Pre-school	3242
Greater Geelong (C)	2006	Secondary	13990
Greater Geelong (C)	2006	Technical or Further Educational Institution	4167
Greater Geelong (C)	2006	University or other tertiary	5855
Greater Geelong (C)	2011		14764
Greater Geelong (C)	2011	Infants/Primary	16330
Greater Geelong (C)	2011	Pre-school	3417
Greater Geelong (C)	2011	Secondary	14210
Greater Geelong (C)	2011	Technical or Further Educational Institution	4902
Greater Geelong (C)	2011	University or other tertiary	7775
Greater Geelong (C)	2016		18440
Greater Geelong (C)	2016	Infants/Primary	18345
Greater Geelong (C)	2016	Pre-school	3714
Greater Geelong (C)	2016	Secondary	14704
Greater Geelong (C)	2016	Technical or Further Educational Institution	4078
Greater Geelong (C)	2016	University or other tertiary	10603
Greater Shepparton (C)	2006		4924
Greater Shepparton (C)	2006	Infants/Primary	5588
Greater Shepparton (C)	2006	Pre-school	913
Greater Shepparton (C)	2006	Secondary	4322
Greater Shepparton (C)	2006	Technical or Further Educational Institution	1161
Greater Shepparton (C)	2006	University or other tertiary	862
Greater Shepparton (C)	2011		5129
Greater Shepparton (C)	2011	Infants/Primary	5177
Greater Shepparton (C)	2011	Pre-school	986
Greater Shepparton (C)	2011	Secondary	4535
Greater Shepparton (C)	2011	Technical or Further Educational Institution	1371
Greater Shepparton (C)	2011	University or other tertiary	922
Greater Shepparton (C)	2016		6694
Greater Shepparton (C)	2016	Infants/Primary	5459
Greater Shepparton (C)	2016	Pre-school	956
Greater Shepparton (C)	2016	Secondary	4404
Greater Shepparton (C)	2016	Technical or Further Educational Institution	1211
Greater Shepparton (C)	2016	University or other tertiary	1196
Hepburn (S)	2006		1291
Hepburn (S)	2006	Infants/Primary	1086
Hepburn (S)	2006	Pre-school	181
Hepburn (S)	2006	Secondary	955
Hepburn (S)	2006	Technical or Further Educational Institution	233
Hepburn (S)	2006	University or other tertiary	252
Hepburn (S)	2011		1139
Hepburn (S)	2011	Infants/Primary	1045
Hepburn (S)	2011	Pre-school	226
Hepburn (S)	2011	Secondary	810
Hepburn (S)	2011	Technical or Further Educational Institution	249
Hepburn (S)	2011	University or other tertiary	331
Hepburn (S)	2016		1668
Hepburn (S)	2016	Infants/Primary	1063
Hepburn (S)	2016	Pre-school	217
Hepburn (S)	2016	Secondary	712
Hepburn (S)	2016	Technical or Further Educational Institution	175
Hepburn (S)	2016	University or other tertiary	340
Hindmarsh (S)	2006		381
Hindmarsh (S)	2006	Infants/Primary	528
Hindmarsh (S)	2006	Pre-school	84
Hindmarsh (S)	2006	Secondary	447
Hindmarsh (S)	2006	Technical or Further Educational Institution	59
Hindmarsh (S)	2006	University or other tertiary	57
Hindmarsh (S)	2011		372
Hindmarsh (S)	2011	Infants/Primary	469
Hindmarsh (S)	2011	Pre-school	63
Hindmarsh (S)	2011	Secondary	416
Hindmarsh (S)	2011	Technical or Further Educational Institution	64
Hindmarsh (S)	2011	University or other tertiary	71
Hindmarsh (S)	2016		492
Hindmarsh (S)	2016	Infants/Primary	377
Hindmarsh (S)	2016	Pre-school	56
Hindmarsh (S)	2016	Secondary	382
Hindmarsh (S)	2016	Technical or Further Educational Institution	48
Hindmarsh (S)	2016	University or other tertiary	68
Hobsons Bay (C)	2006		7464
Hobsons Bay (C)	2006	Infants/Primary	6359
Hobsons Bay (C)	2006	Pre-school	1333
Hobsons Bay (C)	2006	Secondary	5082
Hobsons Bay (C)	2006	Technical or Further Educational Institution	1385
Hobsons Bay (C)	2006	University or other tertiary	2629
Hobsons Bay (C)	2011		6907
Hobsons Bay (C)	2011	Infants/Primary	5873
Hobsons Bay (C)	2011	Pre-school	1360
Hobsons Bay (C)	2011	Secondary	4938
Hobsons Bay (C)	2011	Technical or Further Educational Institution	1631
Hobsons Bay (C)	2011	University or other tertiary	3512
Hobsons Bay (C)	2016		6460
Hobsons Bay (C)	2016	Infants/Primary	6965
Hobsons Bay (C)	2016	Pre-school	1516
Hobsons Bay (C)	2016	Secondary	4909
Hobsons Bay (C)	2016	Technical or Further Educational Institution	1245
Hobsons Bay (C)	2016	University or other tertiary	4301
Horsham (RC)	2006		1153
Horsham (RC)	2006	Infants/Primary	1703
Horsham (RC)	2006	Pre-school	247
Horsham (RC)	2006	Secondary	1337
Horsham (RC)	2006	Technical or Further Educational Institution	351
Horsham (RC)	2006	University or other tertiary	293
Horsham (RC)	2011		1159
Horsham (RC)	2011	Infants/Primary	1600
Horsham (RC)	2011	Pre-school	290
Horsham (RC)	2011	Secondary	1296
Horsham (RC)	2011	Technical or Further Educational Institution	306
Horsham (RC)	2011	University or other tertiary	350
Horsham (RC)	2016		1442
Horsham (RC)	2016	Infants/Primary	1695
Horsham (RC)	2016	Pre-school	290
Horsham (RC)	2016	Secondary	1222
Horsham (RC)	2016	Technical or Further Educational Institution	210
Horsham (RC)	2016	University or other tertiary	346
Hume (C)	2006		13960
Hume (C)	2006	Infants/Primary	14832
Hume (C)	2006	Pre-school	2313
Hume (C)	2006	Secondary	11978
Hume (C)	2006	Technical or Further Educational Institution	3333
Hume (C)	2006	University or other tertiary	3572
Hume (C)	2011		14729
Hume (C)	2011	Infants/Primary	14986
Hume (C)	2011	Pre-school	2708
Hume (C)	2011	Secondary	13067
Hume (C)	2011	Technical or Further Educational Institution	4208
Hume (C)	2011	University or other tertiary	5355
Hume (C)	2016		16408
Hume (C)	2016	Infants/Primary	18028
Hume (C)	2016	Pre-school	3209
Hume (C)	2016	Secondary	14312
Hume (C)	2016	Technical or Further Educational Institution	4220
Hume (C)	2016	University or other tertiary	8560
Indigo (S)	2006		1084
Indigo (S)	2006	Infants/Primary	1411
Indigo (S)	2006	Pre-school	260
Indigo (S)	2006	Secondary	1243
Indigo (S)	2006	Technical or Further Educational Institution	340
Indigo (S)	2006	University or other tertiary	263
Indigo (S)	2011		1035
Indigo (S)	2011	Infants/Primary	1286
Indigo (S)	2011	Pre-school	292
Indigo (S)	2011	Secondary	1184
Indigo (S)	2011	Technical or Further Educational Institution	389
Indigo (S)	2011	University or other tertiary	262
Indigo (S)	2016		1397
Indigo (S)	2016	Infants/Primary	1352
Indigo (S)	2016	Pre-school	252
Indigo (S)	2016	Secondary	1104
Indigo (S)	2016	Technical or Further Educational Institution	282
Indigo (S)	2016	University or other tertiary	275
Kingston (C) (Vic.)	2006		11176
Kingston (C) (Vic.)	2006	Infants/Primary	9969
Kingston (C) (Vic.)	2006	Pre-school	2228
Kingston (C) (Vic.)	2006	Secondary	8203
Kingston (C) (Vic.)	2006	Technical or Further Educational Institution	2924
Kingston (C) (Vic.)	2006	University or other tertiary	4559
Kingston (C) (Vic.)	2011		9681
Kingston (C) (Vic.)	2011	Infants/Primary	10366
Kingston (C) (Vic.)	2011	Pre-school	2567
Kingston (C) (Vic.)	2011	Secondary	8535
Kingston (C) (Vic.)	2011	Technical or Further Educational Institution	3064
Kingston (C) (Vic.)	2011	University or other tertiary	5712
Kingston (C) (Vic.)	2016		9931
Kingston (C) (Vic.)	2016	Infants/Primary	12035
Kingston (C) (Vic.)	2016	Pre-school	2634
Kingston (C) (Vic.)	2016	Secondary	8985
Kingston (C) (Vic.)	2016	Technical or Further Educational Institution	2613
Kingston (C) (Vic.)	2016	University or other tertiary	7169
Knox (C)	2006		9052
Knox (C)	2006	Infants/Primary	13229
Knox (C)	2006	Pre-school	2339
Knox (C)	2006	Secondary	11764
Knox (C)	2006	Technical or Further Educational Institution	3401
Knox (C)	2006	University or other tertiary	4670
Knox (C)	2011		7708
Knox (C)	2011	Infants/Primary	11906
Knox (C)	2011	Pre-school	2404
Knox (C)	2011	Secondary	11030
Knox (C)	2011	Technical or Further Educational Institution	3534
Knox (C)	2011	University or other tertiary	5800
Knox (C)	2016		8256
Knox (C)	2016	Infants/Primary	11977
Knox (C)	2016	Pre-school	2421
Knox (C)	2016	Secondary	10585
Knox (C)	2016	Technical or Further Educational Institution	2850
Knox (C)	2016	University or other tertiary	7020
Latrobe (C) (Vic.)	2006		5807
Latrobe (C) (Vic.)	2006	Infants/Primary	6197
Latrobe (C) (Vic.)	2006	Pre-school	955
Latrobe (C) (Vic.)	2006	Secondary	5213
Latrobe (C) (Vic.)	2006	Technical or Further Educational Institution	1543
Latrobe (C) (Vic.)	2006	University or other tertiary	1516
Latrobe (C) (Vic.)	2011		5671
Latrobe (C) (Vic.)	2011	Infants/Primary	5754
Latrobe (C) (Vic.)	2011	Pre-school	1064
Latrobe (C) (Vic.)	2011	Secondary	4893
Latrobe (C) (Vic.)	2011	Technical or Further Educational Institution	1809
Latrobe (C) (Vic.)	2011	University or other tertiary	1736
Latrobe (C) (Vic.)	2016		7112
Latrobe (C) (Vic.)	2016	Infants/Primary	5733
Latrobe (C) (Vic.)	2016	Pre-school	951
Latrobe (C) (Vic.)	2016	Secondary	4357
Latrobe (C) (Vic.)	2016	Technical or Further Educational Institution	1263
Latrobe (C) (Vic.)	2016	University or other tertiary	1826
Loddon (S)	2006		557
Loddon (S)	2006	Infants/Primary	666
Loddon (S)	2006	Pre-school	103
Loddon (S)	2006	Secondary	570
Loddon (S)	2006	Technical or Further Educational Institution	82
Loddon (S)	2006	University or other tertiary	65
Loddon (S)	2011		549
Loddon (S)	2011	Infants/Primary	571
Loddon (S)	2011	Pre-school	103
Loddon (S)	2011	Secondary	476
Loddon (S)	2011	Technical or Further Educational Institution	79
Loddon (S)	2011	University or other tertiary	73
Loddon (S)	2016		911
Loddon (S)	2016	Infants/Primary	513
Loddon (S)	2016	Pre-school	79
Loddon (S)	2016	Secondary	444
Loddon (S)	2016	Technical or Further Educational Institution	45
Loddon (S)	2016	University or other tertiary	81
Macedon Ranges (S)	2006		2693
Macedon Ranges (S)	2006	Infants/Primary	3991
Macedon Ranges (S)	2006	Pre-school	724
Macedon Ranges (S)	2006	Secondary	3306
Macedon Ranges (S)	2006	Technical or Further Educational Institution	619
Macedon Ranges (S)	2006	University or other tertiary	934
Macedon Ranges (S)	2011		2479
Macedon Ranges (S)	2011	Infants/Primary	4103
Macedon Ranges (S)	2011	Pre-school	797
Macedon Ranges (S)	2011	Secondary	3278
Macedon Ranges (S)	2011	Technical or Further Educational Institution	807
Macedon Ranges (S)	2011	University or other tertiary	1183
Macedon Ranges (S)	2016		3725
Macedon Ranges (S)	2016	Infants/Primary	4344
Macedon Ranges (S)	2016	Pre-school	864
Macedon Ranges (S)	2016	Secondary	3290
Macedon Ranges (S)	2016	Technical or Further Educational Institution	598
Macedon Ranges (S)	2016	University or other tertiary	1355
Manningham (C)	2006		7105
Manningham (C)	2006	Infants/Primary	8270
Manningham (C)	2006	Pre-school	1743
Manningham (C)	2006	Secondary	8169
Manningham (C)	2006	Technical or Further Educational Institution	1863
Manningham (C)	2006	University or other tertiary	5680
Manningham (C)	2011		5975
Manningham (C)	2011	Infants/Primary	8253
Manningham (C)	2011	Pre-school	1837
Manningham (C)	2011	Secondary	7954
Manningham (C)	2011	Technical or Further Educational Institution	1927
Manningham (C)	2011	University or other tertiary	6238
Manningham (C)	2016		6417
Manningham (C)	2016	Infants/Primary	8738
Manningham (C)	2016	Pre-school	1764
Manningham (C)	2016	Secondary	8167
Manningham (C)	2016	Technical or Further Educational Institution	1631
Manningham (C)	2016	University or other tertiary	7214
Mansfield (S)	2006		639
Mansfield (S)	2006	Infants/Primary	558
Mansfield (S)	2006	Pre-school	94
Mansfield (S)	2006	Secondary	628
Mansfield (S)	2006	Technical or Further Educational Institution	123
Mansfield (S)	2006	University or other tertiary	77
Mansfield (S)	2011		482
Mansfield (S)	2011	Infants/Primary	515
Mansfield (S)	2011	Pre-school	115
Mansfield (S)	2011	Secondary	735
Mansfield (S)	2011	Technical or Further Educational Institution	139
Mansfield (S)	2011	University or other tertiary	80
Mansfield (S)	2016		852
Mansfield (S)	2016	Infants/Primary	684
Mansfield (S)	2016	Pre-school	138
Mansfield (S)	2016	Secondary	613
Mansfield (S)	2016	Technical or Further Educational Institution	98
Mansfield (S)	2016	University or other tertiary	113
Maribyrnong (C)	2006		7255
Maribyrnong (C)	2006	Infants/Primary	3696
Maribyrnong (C)	2006	Pre-school	806
Maribyrnong (C)	2006	Secondary	2857
Maribyrnong (C)	2006	Technical or Further Educational Institution	1647
Maribyrnong (C)	2006	University or other tertiary	4256
Maribyrnong (C)	2011		7784
Maribyrnong (C)	2011	Infants/Primary	4116
Maribyrnong (C)	2011	Pre-school	1028
Maribyrnong (C)	2011	Secondary	3087
Maribyrnong (C)	2011	Technical or Further Educational Institution	1911
Maribyrnong (C)	2011	University or other tertiary	5216
Maribyrnong (C)	2016		7603
Maribyrnong (C)	2016	Infants/Primary	5056
Maribyrnong (C)	2016	Pre-school	1230
Maribyrnong (C)	2016	Secondary	3481
Maribyrnong (C)	2016	Technical or Further Educational Institution	1765
Maribyrnong (C)	2016	University or other tertiary	7438
Maroondah (C)	2006		6822
Maroondah (C)	2006	Infants/Primary	8372
Maroondah (C)	2006	Pre-school	1804
Maroondah (C)	2006	Secondary	6990
Maroondah (C)	2006	Technical or Further Educational Institution	2238
Maroondah (C)	2006	University or other tertiary	3105
Maroondah (C)	2011		5764
Maroondah (C)	2011	Infants/Primary	8263
Maroondah (C)	2011	Pre-school	1974
Maroondah (C)	2011	Secondary	6897
Maroondah (C)	2011	Technical or Further Educational Institution	2571
Maroondah (C)	2011	University or other tertiary	3912
Maroondah (C)	2016		6437
Maroondah (C)	2016	Infants/Primary	8987
Maroondah (C)	2016	Pre-school	2003
Maroondah (C)	2016	Secondary	7131
Maroondah (C)	2016	Technical or Further Educational Institution	2101
Maroondah (C)	2016	University or other tertiary	4717
Melbourne (C)	2006		13398
Melbourne (C)	2006	Infants/Primary	1531
Melbourne (C)	2006	Pre-school	362
Melbourne (C)	2006	Secondary	1838
Melbourne (C)	2006	Technical or Further Educational Institution	2394
Melbourne (C)	2006	University or other tertiary	16483
Melbourne (C)	2011		12759
Melbourne (C)	2011	Infants/Primary	1879
Melbourne (C)	2011	Pre-school	509
Melbourne (C)	2011	Secondary	2119
Melbourne (C)	2011	Technical or Further Educational Institution	2575
Melbourne (C)	2011	University or other tertiary	19923
Melbourne (C)	2016		19665
Melbourne (C)	2016	Infants/Primary	2686
Melbourne (C)	2016	Pre-school	777
Melbourne (C)	2016	Secondary	2511
Melbourne (C)	2016	Technical or Further Educational Institution	4314
Melbourne (C)	2016	University or other tertiary	34363
Melton (C)	2006		7004
Melton (C)	2006	Infants/Primary	7748
Melton (C)	2006	Pre-school	1546
Melton (C)	2006	Secondary	5620
Melton (C)	2006	Technical or Further Educational Institution	1365
Melton (C)	2006	University or other tertiary	1813
Melton (C)	2011		9269
Melton (C)	2011	Infants/Primary	10643
Melton (C)	2011	Pre-school	2350
Melton (C)	2011	Secondary	7443
Melton (C)	2011	Technical or Further Educational Institution	2046
Melton (C)	2011	University or other tertiary	3008
Melton (C)	2016		11671
Melton (C)	2016	Infants/Primary	14482
Melton (C)	2016	Pre-school	2690
Melton (C)	2016	Secondary	9754
Melton (C)	2016	Technical or Further Educational Institution	2078
Melton (C)	2016	University or other tertiary	4788
Mildura (RC)	2006		4255
Mildura (RC)	2006	Infants/Primary	4925
Mildura (RC)	2006	Pre-school	876
Mildura (RC)	2006	Secondary	3700
Mildura (RC)	2006	Technical or Further Educational Institution	879
Mildura (RC)	2006	University or other tertiary	632
Mildura (RC)	2011		4258
Mildura (RC)	2011	Infants/Primary	4272
Mildura (RC)	2011	Pre-school	912
Mildura (RC)	2011	Secondary	3811
Mildura (RC)	2011	Technical or Further Educational Institution	1179
Mildura (RC)	2011	University or other tertiary	789
Mildura (RC)	2016		5515
Mildura (RC)	2016	Infants/Primary	4346
Mildura (RC)	2016	Pre-school	951
Mildura (RC)	2016	Secondary	3486
Mildura (RC)	2016	Technical or Further Educational Institution	1001
Mildura (RC)	2016	University or other tertiary	948
Mitchell (S)	2006		2499
Mitchell (S)	2006	Infants/Primary	3244
Mitchell (S)	2006	Pre-school	567
Mitchell (S)	2006	Secondary	2761
Mitchell (S)	2006	Technical or Further Educational Institution	586
Mitchell (S)	2006	University or other tertiary	444
Mitchell (S)	2011		2732
Mitchell (S)	2011	Infants/Primary	3225
Mitchell (S)	2011	Pre-school	610
Mitchell (S)	2011	Secondary	2735
Mitchell (S)	2011	Technical or Further Educational Institution	739
Mitchell (S)	2011	University or other tertiary	654
Mitchell (S)	2016		4033
Mitchell (S)	2016	Infants/Primary	3578
Mitchell (S)	2016	Pre-school	725
Mitchell (S)	2016	Secondary	2895
Mitchell (S)	2016	Technical or Further Educational Institution	756
Mitchell (S)	2016	University or other tertiary	954
Moira (S)	2006		2048
Moira (S)	2006	Infants/Primary	2482
Moira (S)	2006	Pre-school	462
Moira (S)	2006	Secondary	1929
Moira (S)	2006	Technical or Further Educational Institution	421
Moira (S)	2006	University or other tertiary	222
Moira (S)	2011		2342
Moira (S)	2011	Infants/Primary	2254
Moira (S)	2011	Pre-school	437
Moira (S)	2011	Secondary	1939
Moira (S)	2011	Technical or Further Educational Institution	545
Moira (S)	2011	University or other tertiary	298
Moira (S)	2016		2906
Moira (S)	2016	Infants/Primary	2257
Moira (S)	2016	Pre-school	435
Moira (S)	2016	Secondary	1742
Moira (S)	2016	Technical or Further Educational Institution	493
Moira (S)	2016	University or other tertiary	342
Monash (C)	2006		12257
Monash (C)	2006	Infants/Primary	10717
Monash (C)	2006	Pre-school	2237
Monash (C)	2006	Secondary	10136
Monash (C)	2006	Technical or Further Educational Institution	3924
Monash (C)	2006	University or other tertiary	13068
Monash (C)	2011		10372
Monash (C)	2011	Infants/Primary	11198
Monash (C)	2011	Pre-school	2529
Monash (C)	2011	Secondary	10621
Monash (C)	2011	Technical or Further Educational Institution	3886
Monash (C)	2011	University or other tertiary	15399
Monash (C)	2016		11015
Monash (C)	2016	Infants/Primary	13074
Monash (C)	2016	Pre-school	2753
Monash (C)	2016	Secondary	11187
Monash (C)	2016	Technical or Further Educational Institution	3374
Monash (C)	2016	University or other tertiary	21251
Moonee Valley (C)	2006		9272
Moonee Valley (C)	2006	Infants/Primary	7169
Moonee Valley (C)	2006	Pre-school	1538
Moonee Valley (C)	2006	Secondary	6209
Moonee Valley (C)	2006	Technical or Further Educational Institution	1903
Moonee Valley (C)	2006	University or other tertiary	5054
Moonee Valley (C)	2011		8224
Moonee Valley (C)	2011	Infants/Primary	7558
Moonee Valley (C)	2011	Pre-school	1655
Moonee Valley (C)	2011	Secondary	6281
Moonee Valley (C)	2011	Technical or Further Educational Institution	2068
Moonee Valley (C)	2011	University or other tertiary	5958
Moonee Valley (C)	2016		8805
Moonee Valley (C)	2016	Infants/Primary	8583
Moonee Valley (C)	2016	Pre-school	1710
Moonee Valley (C)	2016	Secondary	6869
Moonee Valley (C)	2016	Technical or Further Educational Institution	1606
Moonee Valley (C)	2016	University or other tertiary	7558
Moorabool (S)	2006		1770
Moorabool (S)	2006	Infants/Primary	2777
Moorabool (S)	2006	Pre-school	410
Moorabool (S)	2006	Secondary	2081
Moorabool (S)	2006	Technical or Further Educational Institution	390
Moorabool (S)	2006	University or other tertiary	617
Moorabool (S)	2011		1921
Moorabool (S)	2011	Infants/Primary	2537
Moorabool (S)	2011	Pre-school	467
Moorabool (S)	2011	Secondary	2234
Moorabool (S)	2011	Technical or Further Educational Institution	445
Moorabool (S)	2011	University or other tertiary	764
Moorabool (S)	2016		2520
Moorabool (S)	2016	Infants/Primary	2968
Moorabool (S)	2016	Pre-school	502
Moorabool (S)	2016	Secondary	2185
Moorabool (S)	2016	Technical or Further Educational Institution	426
Moorabool (S)	2016	University or other tertiary	924
Moreland (C)	2006		13304
Moreland (C)	2006	Infants/Primary	8487
Moreland (C)	2006	Pre-school	1931
Moreland (C)	2006	Secondary	6504
Moreland (C)	2006	Technical or Further Educational Institution	2961
Moreland (C)	2006	University or other tertiary	7979
Moreland (C)	2011		12886
Moreland (C)	2011	Infants/Primary	8997
Moreland (C)	2011	Pre-school	2268
Moreland (C)	2011	Secondary	6730
Moreland (C)	2011	Technical or Further Educational Institution	3609
Moreland (C)	2011	University or other tertiary	9942
Moreland (C)	2016		12647
Moreland (C)	2016	Infants/Primary	10565
Moreland (C)	2016	Pre-school	2499
Moreland (C)	2016	Secondary	7193
Moreland (C)	2016	Technical or Further Educational Institution	2838
Moreland (C)	2016	University or other tertiary	13401
Mornington Peninsula (S)	2006		13961
Mornington Peninsula (S)	2006	Infants/Primary	10970
Mornington Peninsula (S)	2006	Pre-school	2218
Mornington Peninsula (S)	2006	Secondary	9047
Mornington Peninsula (S)	2006	Technical or Further Educational Institution	2591
Mornington Peninsula (S)	2006	University or other tertiary	2186
Mornington Peninsula (S)	2011		11168
Mornington Peninsula (S)	2011	Infants/Primary	11703
Mornington Peninsula (S)	2011	Pre-school	2538
Mornington Peninsula (S)	2011	Secondary	9121
Mornington Peninsula (S)	2011	Technical or Further Educational Institution	2917
Mornington Peninsula (S)	2011	University or other tertiary	3019
Mornington Peninsula (S)	2016		11347
Mornington Peninsula (S)	2016	Infants/Primary	12692
Mornington Peninsula (S)	2016	Pre-school	2437
Mornington Peninsula (S)	2016	Secondary	9533
Mornington Peninsula (S)	2016	Technical or Further Educational Institution	2432
Mornington Peninsula (S)	2016	University or other tertiary	3694
Mount Alexander (S)	2006		1822
Mount Alexander (S)	2006	Infants/Primary	1426
Mount Alexander (S)	2006	Pre-school	247
Mount Alexander (S)	2006	Secondary	1180
Mount Alexander (S)	2006	Technical or Further Educational Institution	303
Mount Alexander (S)	2006	University or other tertiary	285
Mount Alexander (S)	2011		1876
Mount Alexander (S)	2011	Infants/Primary	1264
Mount Alexander (S)	2011	Pre-school	262
Mount Alexander (S)	2011	Secondary	1120
Mount Alexander (S)	2011	Technical or Further Educational Institution	358
Mount Alexander (S)	2011	University or other tertiary	397
Mount Alexander (S)	2016		2529
Mount Alexander (S)	2016	Infants/Primary	1276
Mount Alexander (S)	2016	Pre-school	235
