LGA_NAME16	Year	Age	Sex	persons
Kingston (C) (Vic.)	2006	5-14	F	7555
Kingston (C) (Vic.)	2006	5-14	M	8191
Kingston (C) (Vic.)	2006	15-19	F	3949
Kingston (C) (Vic.)	2006	15-19	M	4201
Kingston (C) (Vic.)	2006	20-24	F	3925
Kingston (C) (Vic.)	2006	20-24	M	4135
Kingston (C) (Vic.)	2006	25-34	F	9236
Kingston (C) (Vic.)	2006	25-34	M	9044
Kingston (C) (Vic.)	2006	35-44	F	10860
Kingston (C) (Vic.)	2006	35-44	M	10308
Kingston (C) (Vic.)	2006	45-54	F	9446
Kingston (C) (Vic.)	2006	45-54	M	9121
Kingston (C) (Vic.)	2006	55-64	F	7868
Kingston (C) (Vic.)	2006	55-64	M	7320
Kingston (C) (Vic.)	2006	65-74	F	5470
Kingston (C) (Vic.)	2006	65-74	M	4775
Kingston (C) (Vic.)	2006	75-84	F	4727
Kingston (C) (Vic.)	2006	75-84	M	3361
Kingston (C) (Vic.)	2006	85+	F	2023
Kingston (C) (Vic.)	2006	85+	M	935
Kingston (C) (Vic.)	2011	0-4	F	4368
Kingston (C) (Vic.)	2011	0-4	M	4731
Kingston (C) (Vic.)	2011	5-14	F	7826
Kingston (C) (Vic.)	2011	5-14	M	8175
Kingston (C) (Vic.)	2011	15-19	F	3922
Kingston (C) (Vic.)	2011	15-19	M	4364
Kingston (C) (Vic.)	2011	20-24	F	4077
Kingston (C) (Vic.)	2011	20-24	M	4611
Kingston (C) (Vic.)	2011	25-34	F	9522
Kingston (C) (Vic.)	2011	25-34	M	9326
Kingston (C) (Vic.)	2011	35-44	F	11510
Kingston (C) (Vic.)	2011	35-44	M	10854
Kingston (C) (Vic.)	2011	45-54	F	10156
Kingston (C) (Vic.)	2011	45-54	M	9741
Kingston (C) (Vic.)	2011	55-64	F	8552
Kingston (C) (Vic.)	2011	55-64	M	7826
Kingston (C) (Vic.)	2011	65-74	F	5967
Kingston (C) (Vic.)	2011	65-74	M	5306
Kingston (C) (Vic.)	2011	75-84	F	4605
Kingston (C) (Vic.)	2011	75-84	M	3438
Kingston (C) (Vic.)	2011	85+	F	2289
Kingston (C) (Vic.)	2011	85+	M	1262
Kingston (C) (Vic.)	2016	0-4	F	4510
Kingston (C) (Vic.)	2016	0-4	M	4598
Kingston (C) (Vic.)	2016	5-14	F	8575
Kingston (C) (Vic.)	2016	5-14	M	9114
Kingston (C) (Vic.)	2016	15-19	F	4020
Kingston (C) (Vic.)	2016	15-19	M	4154
Kingston (C) (Vic.)	2016	20-24	F	4068
Kingston (C) (Vic.)	2016	20-24	M	4741
Kingston (C) (Vic.)	2016	25-34	F	10110
Kingston (C) (Vic.)	2016	25-34	M	9687
Kingston (C) (Vic.)	2016	35-44	F	11527
Kingston (C) (Vic.)	2016	35-44	M	10948
Kingston (C) (Vic.)	2016	45-54	F	11173
Kingston (C) (Vic.)	2016	45-54	M	10426
Kingston (C) (Vic.)	2016	55-64	F	9142
Kingston (C) (Vic.)	2016	55-64	M	8469
Kingston (C) (Vic.)	2016	65-74	F	7316
Kingston (C) (Vic.)	2016	65-74	M	6238
Kingston (C) (Vic.)	2016	75-84	F	4706
Kingston (C) (Vic.)	2016	75-84	M	3723
Kingston (C) (Vic.)	2016	85+	F	2600
Kingston (C) (Vic.)	2016	85+	M	1542
Knox (C)	2006	0-4	F	4376
Knox (C)	2006	0-4	M	4626
Knox (C)	2006	5-14	F	10350
Knox (C)	2006	5-14	M	10553
Knox (C)	2006	15-19	F	5640
Knox (C)	2006	15-19	M	5803
Knox (C)	2006	20-24	F	4916
Knox (C)	2006	20-24	M	5169
Knox (C)	2006	25-34	F	9386
Knox (C)	2006	25-34	M	9200
Knox (C)	2006	35-44	F	11777
Knox (C)	2006	35-44	M	10772
Knox (C)	2006	45-54	F	11542
Knox (C)	2006	45-54	M	10824
Knox (C)	2006	55-64	F	8177
Knox (C)	2006	55-64	M	8094
Knox (C)	2006	65-74	F	4216
Knox (C)	2006	65-74	M	4030
Knox (C)	2006	75-84	F	3083
Knox (C)	2006	75-84	M	2173
Knox (C)	2006	85+	F	1447
Knox (C)	2006	85+	M	598
Knox (C)	2011	0-4	F	4169
Knox (C)	2011	0-4	M	4750
Knox (C)	2011	5-14	F	9140
Knox (C)	2011	5-14	M	9583
Knox (C)	2011	15-19	F	5373
Knox (C)	2011	15-19	M	5491
Knox (C)	2011	20-24	F	5005
Knox (C)	2011	20-24	M	5271
Knox (C)	2011	25-34	F	9410
Knox (C)	2011	25-34	M	9351
Knox (C)	2011	35-44	F	11130
Knox (C)	2011	35-44	M	10377
Knox (C)	2011	45-54	F	11619
Knox (C)	2011	45-54	M	10899
Knox (C)	2011	55-64	F	9600
Knox (C)	2011	55-64	M	9145
Knox (C)	2011	65-74	F	5466
Knox (C)	2011	65-74	M	5162
Knox (C)	2011	75-84	F	3274
Knox (C)	2011	75-84	M	2548
Knox (C)	2011	85+	F	1707
Knox (C)	2011	85+	M	826
Knox (C)	2016	0-4	F	4410
Knox (C)	2016	0-4	M	4605
Knox (C)	2016	5-14	F	8672
Knox (C)	2016	5-14	M	9374
Knox (C)	2016	15-19	F	4831
Knox (C)	2016	15-19	M	5083
Knox (C)	2016	20-24	F	4974
Knox (C)	2016	20-24	M	5223
Knox (C)	2016	25-34	F	10316
Knox (C)	2016	25-34	M	10020
Knox (C)	2016	35-44	F	10647
Knox (C)	2016	35-44	M	10102
Knox (C)	2016	45-54	F	11536
Knox (C)	2016	45-54	M	10538
Knox (C)	2016	55-64	F	10329
Knox (C)	2016	55-64	M	9564
Knox (C)	2016	65-74	F	7184
Knox (C)	2016	65-74	M	6483
Knox (C)	2016	75-84	F	3898
Knox (C)	2016	75-84	M	3213
Knox (C)	2016	85+	F	2008
Knox (C)	2016	85+	M	1102
Latrobe (C) (Vic.)	2006	0-4	F	2154
Latrobe (C) (Vic.)	2006	0-4	M	2143
Latrobe (C) (Vic.)	2006	5-14	F	4923
Latrobe (C) (Vic.)	2006	5-14	M	5185
Latrobe (C) (Vic.)	2006	15-19	F	2553
Latrobe (C) (Vic.)	2006	15-19	M	2638
Latrobe (C) (Vic.)	2006	20-24	F	2375
Latrobe (C) (Vic.)	2006	20-24	M	2225
Latrobe (C) (Vic.)	2006	25-34	F	4051
Latrobe (C) (Vic.)	2006	25-34	M	3785
Latrobe (C) (Vic.)	2006	35-44	F	5000
Latrobe (C) (Vic.)	2006	35-44	M	4615
Latrobe (C) (Vic.)	2006	45-54	F	5109
Latrobe (C) (Vic.)	2006	45-54	M	5007
Latrobe (C) (Vic.)	2006	55-64	F	3891
Latrobe (C) (Vic.)	2006	55-64	M	3928
Latrobe (C) (Vic.)	2006	65-74	F	2637
Latrobe (C) (Vic.)	2006	65-74	M	2490
Latrobe (C) (Vic.)	2006	75-84	F	2071
Latrobe (C) (Vic.)	2006	75-84	M	1521
Latrobe (C) (Vic.)	2006	85+	F	700
Latrobe (C) (Vic.)	2006	85+	M	347
Latrobe (C) (Vic.)	2011	0-4	F	2336
Latrobe (C) (Vic.)	2011	0-4	M	2441
Latrobe (C) (Vic.)	2011	5-14	F	4548
Latrobe (C) (Vic.)	2011	5-14	M	4771
Latrobe (C) (Vic.)	2011	15-19	F	2607
Latrobe (C) (Vic.)	2011	15-19	M	2621
Latrobe (C) (Vic.)	2011	20-24	F	2473
Latrobe (C) (Vic.)	2011	20-24	M	2403
Latrobe (C) (Vic.)	2011	25-34	F	4435
Latrobe (C) (Vic.)	2011	25-34	M	4129
Latrobe (C) (Vic.)	2011	35-44	F	4681
Latrobe (C) (Vic.)	2011	35-44	M	4317
Latrobe (C) (Vic.)	2011	45-54	F	5232
Latrobe (C) (Vic.)	2011	45-54	M	4997
Latrobe (C) (Vic.)	2011	55-64	F	4643
Latrobe (C) (Vic.)	2011	55-64	M	4580
Latrobe (C) (Vic.)	2011	65-74	F	3110
Latrobe (C) (Vic.)	2011	65-74	M	2973
Latrobe (C) (Vic.)	2011	75-84	F	2017
Latrobe (C) (Vic.)	2011	75-84	M	1678
Latrobe (C) (Vic.)	2011	85+	F	942
Latrobe (C) (Vic.)	2011	85+	M	459
Latrobe (C) (Vic.)	2016	0-4	F	2092
Latrobe (C) (Vic.)	2016	0-4	M	2266
Latrobe (C) (Vic.)	2016	5-14	F	4352
Latrobe (C) (Vic.)	2016	5-14	M	4547
Latrobe (C) (Vic.)	2016	15-19	F	2131
Latrobe (C) (Vic.)	2016	15-19	M	2279
Latrobe (C) (Vic.)	2016	20-24	F	2428
Latrobe (C) (Vic.)	2016	20-24	M	2360
Latrobe (C) (Vic.)	2016	25-34	F	4718
Latrobe (C) (Vic.)	2016	25-34	M	4340
Latrobe (C) (Vic.)	2016	35-44	F	4307
Latrobe (C) (Vic.)	2016	35-44	M	4032
Latrobe (C) (Vic.)	2016	45-54	F	4989
Latrobe (C) (Vic.)	2016	45-54	M	4728
Latrobe (C) (Vic.)	2016	55-64	F	5139
Latrobe (C) (Vic.)	2016	55-64	M	4956
Latrobe (C) (Vic.)	2016	65-74	F	3870
Latrobe (C) (Vic.)	2016	65-74	M	3738
Latrobe (C) (Vic.)	2016	75-84	F	2340
Latrobe (C) (Vic.)	2016	75-84	M	1887
Latrobe (C) (Vic.)	2016	85+	F	1106
Latrobe (C) (Vic.)	2016	85+	M	654
Loddon (S)	2006	0-4	F	225
Loddon (S)	2006	0-4	M	211
Loddon (S)	2006	5-14	F	522
Loddon (S)	2006	5-14	M	535
Loddon (S)	2006	15-19	F	232
Loddon (S)	2006	15-19	M	235
Loddon (S)	2006	20-24	F	110
Loddon (S)	2006	20-24	M	133
Loddon (S)	2006	25-34	F	318
Loddon (S)	2006	25-34	M	325
Loddon (S)	2006	35-44	F	489
Loddon (S)	2006	35-44	M	451
Loddon (S)	2006	45-54	F	587
Loddon (S)	2006	45-54	M	648
Loddon (S)	2006	55-64	F	533
Loddon (S)	2006	55-64	M	633
Loddon (S)	2006	65-74	F	415
Loddon (S)	2006	65-74	M	458
Loddon (S)	2006	75-84	F	298
Loddon (S)	2006	75-84	M	300
Loddon (S)	2006	85+	F	131
Loddon (S)	2006	85+	M	74
Loddon (S)	2011	0-4	F	208
Loddon (S)	2011	0-4	M	205
Loddon (S)	2011	5-14	F	448
Loddon (S)	2011	5-14	M	434
Loddon (S)	2011	15-19	F	203
Loddon (S)	2011	15-19	M	202
Loddon (S)	2011	20-24	F	84
Loddon (S)	2011	20-24	M	108
Loddon (S)	2011	25-34	F	278
Loddon (S)	2011	25-34	M	236
Loddon (S)	2011	35-44	F	395
Loddon (S)	2011	35-44	M	421
Loddon (S)	2011	45-54	F	560
Loddon (S)	2011	45-54	M	574
Loddon (S)	2011	55-64	F	619
Loddon (S)	2011	55-64	M	707
Loddon (S)	2011	65-74	F	427
Loddon (S)	2011	65-74	M	532
Loddon (S)	2011	75-84	F	313
Loddon (S)	2011	75-84	M	283
Loddon (S)	2011	85+	F	122
Loddon (S)	2011	85+	M	103
Loddon (S)	2016	0-4	F	178
Loddon (S)	2016	0-4	M	160
Loddon (S)	2016	5-14	F	423
Loddon (S)	2016	5-14	M	431
Loddon (S)	2016	15-19	F	212
Loddon (S)	2016	15-19	M	198
Loddon (S)	2016	20-24	F	110
Loddon (S)	2016	20-24	M	120
Loddon (S)	2016	25-34	F	260
Loddon (S)	2016	25-34	M	252
Loddon (S)	2016	35-44	F	346
Loddon (S)	2016	35-44	M	370
Loddon (S)	2016	45-54	F	554
Loddon (S)	2016	45-54	M	520
Loddon (S)	2016	55-64	F	619
Loddon (S)	2016	55-64	M	737
Loddon (S)	2016	65-74	F	508
Loddon (S)	2016	65-74	M	632
Loddon (S)	2016	75-84	F	309
Loddon (S)	2016	75-84	M	307
Loddon (S)	2016	85+	F	145
Loddon (S)	2016	85+	M	110
Macedon Ranges (S)	2006	0-4	F	1264
Macedon Ranges (S)	2006	0-4	M	1327
Macedon Ranges (S)	2006	5-14	F	3068
Macedon Ranges (S)	2006	5-14	M	3249
Macedon Ranges (S)	2006	15-19	F	1361
Macedon Ranges (S)	2006	15-19	M	1408
Macedon Ranges (S)	2006	20-24	F	811
Macedon Ranges (S)	2006	20-24	M	839
Macedon Ranges (S)	2006	25-34	F	1796
Macedon Ranges (S)	2006	25-34	M	1637
Macedon Ranges (S)	2006	35-44	F	3317
Macedon Ranges (S)	2006	35-44	M	2819
Macedon Ranges (S)	2006	45-54	F	3168
Macedon Ranges (S)	2006	45-54	M	3122
Macedon Ranges (S)	2006	55-64	F	2447
Macedon Ranges (S)	2006	55-64	M	2559
Macedon Ranges (S)	2006	65-74	F	1091
Macedon Ranges (S)	2006	65-74	M	1247
Macedon Ranges (S)	2006	75-84	F	729
Macedon Ranges (S)	2006	75-84	M	616
Macedon Ranges (S)	2006	85+	F	349
Macedon Ranges (S)	2006	85+	M	147
Macedon Ranges (S)	2011	0-4	F	1343
Macedon Ranges (S)	2011	0-4	M	1349
Macedon Ranges (S)	2011	5-14	F	3000
Macedon Ranges (S)	2011	5-14	M	3204
Macedon Ranges (S)	2011	15-19	F	1455
Macedon Ranges (S)	2011	15-19	M	1590
Macedon Ranges (S)	2011	20-24	F	902
Macedon Ranges (S)	2011	20-24	M	1036
Macedon Ranges (S)	2011	25-34	F	1830
Macedon Ranges (S)	2011	25-34	M	1576
Macedon Ranges (S)	2011	35-44	F	3402
Macedon Ranges (S)	2011	35-44	M	2998
Macedon Ranges (S)	2011	45-54	F	3438
Macedon Ranges (S)	2011	45-54	M	3247
Macedon Ranges (S)	2011	55-64	F	2967
Macedon Ranges (S)	2011	55-64	M	2889
Macedon Ranges (S)	2011	65-74	F	1677
Macedon Ranges (S)	2011	65-74	M	1825
Macedon Ranges (S)	2011	75-84	F	817
Macedon Ranges (S)	2011	75-84	M	697
Macedon Ranges (S)	2011	85+	F	421
Macedon Ranges (S)	2011	85+	M	207
Macedon Ranges (S)	2016	0-4	F	1425
Macedon Ranges (S)	2016	0-4	M	1477
Macedon Ranges (S)	2016	5-14	F	3191
Macedon Ranges (S)	2016	5-14	M	3348
Macedon Ranges (S)	2016	15-19	F	1408
Macedon Ranges (S)	2016	15-19	M	1509
Macedon Ranges (S)	2016	20-24	F	1000
Macedon Ranges (S)	2016	20-24	M	1116
Macedon Ranges (S)	2016	25-34	F	2048
Macedon Ranges (S)	2016	25-34	M	1891
Macedon Ranges (S)	2016	35-44	F	3325
Macedon Ranges (S)	2016	35-44	M	2952
Macedon Ranges (S)	2016	45-54	F	3727
Macedon Ranges (S)	2016	45-54	M	3459
Macedon Ranges (S)	2016	55-64	F	3241
Macedon Ranges (S)	2016	55-64	M	3109
Macedon Ranges (S)	2016	65-74	F	2533
Macedon Ranges (S)	2016	65-74	M	2516
Macedon Ranges (S)	2016	75-84	F	1003
Macedon Ranges (S)	2016	75-84	M	1008
Macedon Ranges (S)	2016	85+	F	513
Macedon Ranges (S)	2016	85+	M	296
Manningham (C)	2006	0-4	F	2715
Manningham (C)	2006	0-4	M	2863
Manningham (C)	2006	5-14	F	6424
Manningham (C)	2006	5-14	M	6789
Manningham (C)	2006	15-19	F	3862
Manningham (C)	2006	15-19	M	4042
Manningham (C)	2006	20-24	F	3503
Manningham (C)	2006	20-24	M	3652
Manningham (C)	2006	25-34	F	5872
Manningham (C)	2006	25-34	M	5725
Manningham (C)	2006	35-44	F	8358
Manningham (C)	2006	35-44	M	7394
Manningham (C)	2006	45-54	F	8261
Manningham (C)	2006	45-54	M	7448
Manningham (C)	2006	55-64	F	7842
Manningham (C)	2006	55-64	M	6925
Manningham (C)	2006	65-74	F	5304
Manningham (C)	2006	65-74	M	5313
Manningham (C)	2006	75-84	F	3032
Manningham (C)	2006	75-84	M	2631
Manningham (C)	2006	85+	F	1330
Manningham (C)	2006	85+	M	636
Manningham (C)	2011	0-4	F	2638
Manningham (C)	2011	0-4	M	2754
Manningham (C)	2011	5-14	F	6182
Manningham (C)	2011	5-14	M	6692
Manningham (C)	2011	15-19	F	3557
Manningham (C)	2011	15-19	M	3826
Manningham (C)	2011	20-24	F	3535
Manningham (C)	2011	20-24	M	3767
Manningham (C)	2011	25-34	F	5788
Manningham (C)	2011	25-34	M	5738
Manningham (C)	2011	35-44	F	7864
Manningham (C)	2011	35-44	M	7005
Manningham (C)	2011	45-54	F	8562
Manningham (C)	2011	45-54	M	7794
Manningham (C)	2011	55-64	F	7605
Manningham (C)	2011	55-64	M	6530
Manningham (C)	2011	65-74	F	6168
Manningham (C)	2011	65-74	M	5723
Manningham (C)	2011	75-84	F	3683
Manningham (C)	2011	75-84	M	3332
Manningham (C)	2011	85+	F	1669
Manningham (C)	2011	85+	M	888
Manningham (C)	2016	0-4	F	2660
Manningham (C)	2016	0-4	M	2882
Manningham (C)	2016	5-14	F	6355
Manningham (C)	2016	5-14	M	6834
Manningham (C)	2016	15-19	F	3620
Manningham (C)	2016	15-19	M	3919
Manningham (C)	2016	20-24	F	3426
Manningham (C)	2016	20-24	M	3800
Manningham (C)	2016	25-34	F	6496
Manningham (C)	2016	25-34	M	6388
Manningham (C)	2016	35-44	F	7431
Manningham (C)	2016	35-44	M	6615
Manningham (C)	2016	45-54	F	8785
Manningham (C)	2016	45-54	M	7899
Manningham (C)	2016	55-64	F	7622
Manningham (C)	2016	55-64	M	6827
Manningham (C)	2016	65-74	F	6690
Manningham (C)	2016	65-74	M	5601
Manningham (C)	2016	75-84	F	4623
Manningham (C)	2016	75-84	M	4114
Manningham (C)	2016	85+	F	2249
Manningham (C)	2016	85+	M	1423
Mansfield (S)	2006	0-4	F	169
Mansfield (S)	2006	0-4	M	183
Mansfield (S)	2006	5-14	F	481
Mansfield (S)	2006	5-14	M	525
Mansfield (S)	2006	15-19	F	222
Mansfield (S)	2006	15-19	M	280
Mansfield (S)	2006	20-24	F	130
Mansfield (S)	2006	20-24	M	128
Mansfield (S)	2006	25-34	F	324
Mansfield (S)	2006	25-34	M	314
Mansfield (S)	2006	35-44	F	474
Mansfield (S)	2006	35-44	M	470
Mansfield (S)	2006	45-54	F	589
Mansfield (S)	2006	45-54	M	582
Mansfield (S)	2006	55-64	F	544
Mansfield (S)	2006	55-64	M	549
Mansfield (S)	2006	65-74	F	308
Mansfield (S)	2006	65-74	M	354
Mansfield (S)	2006	75-84	F	227
Mansfield (S)	2006	75-84	M	178
Mansfield (S)	2006	85+	F	105
Mansfield (S)	2006	85+	M	53
Mansfield (S)	2011	0-4	F	218
Mansfield (S)	2011	0-4	M	262
Mansfield (S)	2011	5-14	F	498
Mansfield (S)	2011	5-14	M	482
Mansfield (S)	2011	15-19	F	276
Mansfield (S)	2011	15-19	M	303
Mansfield (S)	2011	20-24	F	120
Mansfield (S)	2011	20-24	M	142
Mansfield (S)	2011	25-34	F	358
Mansfield (S)	2011	25-34	M	311
Mansfield (S)	2011	35-44	F	476
Mansfield (S)	2011	35-44	M	420
Mansfield (S)	2011	45-54	F	618
Mansfield (S)	2011	45-54	M	601
Mansfield (S)	2011	55-64	F	668
Mansfield (S)	2011	55-64	M	661
Mansfield (S)	2011	65-74	F	401
Mansfield (S)	2011	65-74	M	488
Mansfield (S)	2011	75-84	F	216
Mansfield (S)	2011	75-84	M	212
Mansfield (S)	2011	85+	F	111
Mansfield (S)	2011	85+	M	52
Mansfield (S)	2016	0-4	F	209
Mansfield (S)	2016	0-4	M	220
Mansfield (S)	2016	5-14	F	558
Mansfield (S)	2016	5-14	M	548
Mansfield (S)	2016	15-19	F	237
Mansfield (S)	2016	15-19	M	266
Mansfield (S)	2016	20-24	F	142
Mansfield (S)	2016	20-24	M	160
Mansfield (S)	2016	25-34	F	342
Mansfield (S)	2016	25-34	M	319
Mansfield (S)	2016	35-44	F	493
Mansfield (S)	2016	35-44	M	442
Mansfield (S)	2016	45-54	F	582
Mansfield (S)	2016	45-54	M	572
Mansfield (S)	2016	55-64	F	718
Mansfield (S)	2016	55-64	M	711
Mansfield (S)	2016	65-74	F	628
Mansfield (S)	2016	65-74	M	680
Mansfield (S)	2016	75-84	F	281
Mansfield (S)	2016	75-84	M	267
Mansfield (S)	2016	85+	F	123
Mansfield (S)	2016	85+	M	81
Maribyrnong (C)	2006	0-4	F	2055
Maribyrnong (C)	2006	0-4	M	2091
Maribyrnong (C)	2006	5-14	F	2965
Maribyrnong (C)	2006	5-14	M	3205
Maribyrnong (C)	2006	15-19	F	1550
Maribyrnong (C)	2006	15-19	M	1635
Maribyrnong (C)	2006	20-24	F	2500
Maribyrnong (C)	2006	20-24	M	2981
Maribyrnong (C)	2006	25-34	F	6245
Maribyrnong (C)	2006	25-34	M	6581
Maribyrnong (C)	2006	35-44	F	5308
Maribyrnong (C)	2006	35-44	M	5515
Maribyrnong (C)	2006	45-54	F	3850
Maribyrnong (C)	2006	45-54	M	4034
Maribyrnong (C)	2006	55-64	F	2342
Maribyrnong (C)	2006	55-64	M	2427
Maribyrnong (C)	2006	65-74	F	1932
Maribyrnong (C)	2006	65-74	M	1693
Maribyrnong (C)	2006	75-84	F	1809
Maribyrnong (C)	2006	75-84	M	1366
Maribyrnong (C)	2006	85+	F	732
Maribyrnong (C)	2006	85+	M	323
Maribyrnong (C)	2011	0-4	F	2578
Maribyrnong (C)	2011	0-4	M	2656
Maribyrnong (C)	2011	5-14	F	3223
Maribyrnong (C)	2011	5-14	M	3411
Maribyrnong (C)	2011	15-19	F	1647
Maribyrnong (C)	2011	15-19	M	1711
Maribyrnong (C)	2011	20-24	F	3014
Maribyrnong (C)	2011	20-24	M	3325
Maribyrnong (C)	2011	25-34	F	7382
Maribyrnong (C)	2011	25-34	M	8053
Maribyrnong (C)	2011	35-44	F	6146
Maribyrnong (C)	2011	35-44	M	6430
Maribyrnong (C)	2011	45-54	F	4345
Maribyrnong (C)	2011	45-54	M	4559
Maribyrnong (C)	2011	55-64	F	2924
Maribyrnong (C)	2011	55-64	M	2980
Maribyrnong (C)	2011	65-74	F	1724
Maribyrnong (C)	2011	65-74	M	1677
Maribyrnong (C)	2011	75-84	F	1543
Maribyrnong (C)	2011	75-84	M	1161
Maribyrnong (C)	2011	85+	F	729
Maribyrnong (C)	2011	85+	M	422
Maribyrnong (C)	2016	0-4	F	2737
Maribyrnong (C)	2016	0-4	M	2945
Maribyrnong (C)	2016	5-14	F	3717
Maribyrnong (C)	2016	5-14	M	3803
Maribyrnong (C)	2016	15-19	F	1784
Maribyrnong (C)	2016	15-19	M	1847
Maribyrnong (C)	2016	20-24	F	3395
Maribyrnong (C)	2016	20-24	M	3860
Maribyrnong (C)	2016	25-34	F	9302
Maribyrnong (C)	2016	25-34	M	9704
Maribyrnong (C)	2016	35-44	F	6901
Maribyrnong (C)	2016	35-44	M	7154
Maribyrnong (C)	2016	45-54	F	4992
Maribyrnong (C)	2016	45-54	M	4908
Maribyrnong (C)	2016	55-64	F	3632
Maribyrnong (C)	2016	55-64	M	3613
Maribyrnong (C)	2016	65-74	F	2084
Maribyrnong (C)	2016	65-74	M	1939
Maribyrnong (C)	2016	75-84	F	1477
Maribyrnong (C)	2016	75-84	M	1109
Maribyrnong (C)	2016	85+	F	854
Maribyrnong (C)	2016	85+	M	522
Maroondah (C)	2006	0-4	F	3063
Maroondah (C)	2006	0-4	M	3237
Maroondah (C)	2006	5-14	F	6417
Maroondah (C)	2006	5-14	M	6662
Maroondah (C)	2006	15-19	F	3274
Maroondah (C)	2006	15-19	M	3506
Maroondah (C)	2006	20-24	F	3244
Maroondah (C)	2006	20-24	M	3275
Maroondah (C)	2006	25-34	F	6572
Maroondah (C)	2006	25-34	M	6373
Maroondah (C)	2006	35-44	F	7773
Maroondah (C)	2006	35-44	M	7239
Maroondah (C)	2006	45-54	F	7026
Maroondah (C)	2006	45-54	M	6569
Maroondah (C)	2006	55-64	F	5938
Maroondah (C)	2006	55-64	M	5262
Maroondah (C)	2006	65-74	F	3646
Maroondah (C)	2006	65-74	M	3119
Maroondah (C)	2006	75-84	F	2996
Maroondah (C)	2006	75-84	M	2094
Maroondah (C)	2006	85+	F	1353
Maroondah (C)	2006	85+	M	562
Maroondah (C)	2011	0-4	F	3284
Maroondah (C)	2011	0-4	M	3467
Maroondah (C)	2011	5-14	F	6097
Maroondah (C)	2011	5-14	M	6643
Maroondah (C)	2011	15-19	F	3302
Maroondah (C)	2011	15-19	M	3450
Maroondah (C)	2011	20-24	F	3245
Maroondah (C)	2011	20-24	M	3403
Maroondah (C)	2011	25-34	F	7091
Maroondah (C)	2011	25-34	M	6939
Maroondah (C)	2011	35-44	F	7883
Maroondah (C)	2011	35-44	M	7443
Maroondah (C)	2011	45-54	F	7416
Maroondah (C)	2011	45-54	M	6880
Maroondah (C)	2011	55-64	F	6348
Maroondah (C)	2011	55-64	M	5550
Maroondah (C)	2011	65-74	F	4187
Maroondah (C)	2011	65-74	M	3653
Maroondah (C)	2011	75-84	F	2969
Maroondah (C)	2011	75-84	M	2208
Maroondah (C)	2011	85+	F	1617
Maroondah (C)	2011	85+	M	760
Maroondah (C)	2016	0-4	F	3536
Maroondah (C)	2016	0-4	M	3802
Maroondah (C)	2016	5-14	F	6396
Maroondah (C)	2016	5-14	M	6877
Maroondah (C)	2016	15-19	F	3214
Maroondah (C)	2016	15-19	M	3461
Maroondah (C)	2016	20-24	F	3253
Maroondah (C)	2016	20-24	M	3372
Maroondah (C)	2016	25-34	F	7941
Maroondah (C)	2016	25-34	M	7339
Maroondah (C)	2016	35-44	F	7947
Maroondah (C)	2016	35-44	M	7665
Maroondah (C)	2016	45-54	F	7916
Maroondah (C)	2016	45-54	M	7239
Maroondah (C)	2016	55-64	F	6665
Maroondah (C)	2016	55-64	M	6048
Maroondah (C)	2016	65-74	F	5300
Maroondah (C)	2016	65-74	M	4344
Maroondah (C)	2016	75-84	F	3063
Maroondah (C)	2016	75-84	M	2344
Maroondah (C)	2016	85+	F	1747
Maroondah (C)	2016	85+	M	900
Melbourne (C)	2006	0-4	F	1051
Melbourne (C)	2006	0-4	M	1131
Melbourne (C)	2006	5-14	F	1405
Melbourne (C)	2006	5-14	M	1494
Melbourne (C)	2006	15-19	F	3570
Melbourne (C)	2006	15-19	M	3079
Melbourne (C)	2006	20-24	F	9118
Melbourne (C)	2006	20-24	M	8225
Melbourne (C)	2006	25-34	F	10088
Melbourne (C)	2006	25-34	M	11085
Melbourne (C)	2006	35-44	F	4185
Melbourne (C)	2006	35-44	M	5033
Melbourne (C)	2006	45-54	F	3078
Melbourne (C)	2006	45-54	M	3265
Melbourne (C)	2006	55-64	F	2602
Melbourne (C)	2006	55-64	M	2847
Melbourne (C)	2006	65-74	F	1248
Melbourne (C)	2006	65-74	M	1371
Melbourne (C)	2006	75-84	F	869
Melbourne (C)	2006	75-84	M	762
Melbourne (C)	2006	85+	F	429
Melbourne (C)	2006	85+	M	222
Melbourne (C)	2011	0-4	F	1517
Melbourne (C)	2011	0-4	M	1655
Melbourne (C)	2011	5-14	F	1719
Melbourne (C)	2011	5-14	M	1752
Melbourne (C)	2011	15-19	F	3360
Melbourne (C)	2011	15-19	M	2932
Melbourne (C)	2011	20-24	F	10436
Melbourne (C)	2011	20-24	M	9177
Melbourne (C)	2011	25-34	F	14340
Melbourne (C)	2011	25-34	M	15039
Melbourne (C)	2011	35-44	F	5174
Melbourne (C)	2011	35-44	M	6112
Melbourne (C)	2011	45-54	F	3830
Melbourne (C)	2011	45-54	M	3868
Melbourne (C)	2011	55-64	F	3276
Melbourne (C)	2011	55-64	M	3288
Melbourne (C)	2011	65-74	F	1729
Melbourne (C)	2011	65-74	M	1883
Melbourne (C)	2011	75-84	F	931
Melbourne (C)	2011	75-84	M	817
Melbourne (C)	2011	85+	F	543
Melbourne (C)	2011	85+	M	249
Melbourne (C)	2016	0-4	F	2213
Melbourne (C)	2016	0-4	M	2174
Melbourne (C)	2016	5-14	F	2117
