LGA_NAME16	Year	Sex	unemployment
Wollondilly (A)	2011	M	3.9
Wollondilly (A)	2016	F	4.6
Wollondilly (A)	2016	M	3.5
Wollongong (C)	2006	F	7.3
Wollongong (C)	2006	M	7.7
Wollongong (C)	2011	F	6.6
Wollongong (C)	2011	M	7.3
Wollongong (C)	2016	F	6.7
Wollongong (C)	2016	M	7.5
Woollahra (A)	2006	F	2.6
Woollahra (A)	2006	M	2.8
Woollahra (A)	2011	F	3.6
Woollahra (A)	2011	M	3.8
Woollahra (A)	2016	F	3.4
Woollahra (A)	2016	M	3.2
Yass Valley (A)	2006	F	2.8
Yass Valley (A)	2006	M	2.6
Yass Valley (A)	2011	F	2.6
Yass Valley (A)	2011	M	2.3
Yass Valley (A)	2016	F	3
Yass Valley (A)	2016	M	2.9
Unincorporated NSW	2006	F	1.4
Unincorporated NSW	2006	M	2
Unincorporated NSW	2011	F	1.7
Unincorporated NSW	2011	M	1.6
Unincorporated NSW	2016	F	1.5
Unincorporated NSW	2016	M	0
No usual address (NSW)	2006	F	20.2
No usual address (NSW)	2006	M	21.4
No usual address (NSW)	2011	F	22.5
No usual address (NSW)	2011	M	22.4
No usual address (NSW)	2016	F	21.7
No usual address (NSW)	2016	M	22.2
Migratory - Offshore - Shipping (NSW)	2006	F	0
Migratory - Offshore - Shipping (NSW)	2006	M	0
Migratory - Offshore - Shipping (NSW)	2011	F	0
Migratory - Offshore - Shipping (NSW)	2011	M	0
Migratory - Offshore - Shipping (NSW)	2016	F	4.2
Migratory - Offshore - Shipping (NSW)	2016	M	0
Alpine (S)	2006	F	4.2
Alpine (S)	2006	M	5
Alpine (S)	2011	F	3.7
Alpine (S)	2011	M	5.5
Alpine (S)	2016	F	3
Alpine (S)	2016	M	4.6
Ararat (RC)	2006	F	6
Ararat (RC)	2006	M	5.9
Ararat (RC)	2011	F	3.7
Ararat (RC)	2011	M	3.9
Ararat (RC)	2016	F	4.6
Ararat (RC)	2016	M	5.7
Ballarat (C)	2006	F	6.4
Ballarat (C)	2006	M	6.4
Ballarat (C)	2011	F	5.6
Ballarat (C)	2011	M	6
Ballarat (C)	2016	F	6.7
Ballarat (C)	2016	M	7.5
Banyule (C)	2006	F	4
Banyule (C)	2006	M	4.4
Banyule (C)	2011	F	4.2
Banyule (C)	2011	M	4.6
Banyule (C)	2016	F	5.4
Banyule (C)	2016	M	5.6
Bass Coast (S)	2006	F	5.7
Bass Coast (S)	2006	M	6.4
Bass Coast (S)	2011	F	4.7
Bass Coast (S)	2011	M	4.7
Bass Coast (S)	2016	F	5.9
Bass Coast (S)	2016	M	6.9
Baw Baw (S)	2006	F	5.3
Baw Baw (S)	2006	M	4.4
Baw Baw (S)	2011	F	5.2
Baw Baw (S)	2011	M	4.7
Baw Baw (S)	2016	F	5.9
Baw Baw (S)	2016	M	5.2
Bayside (C)	2006	F	3.2
Bayside (C)	2006	M	3.3
Bayside (C)	2011	F	3.7
Bayside (C)	2011	M	3.9
Bayside (C)	2016	F	4.8
Bayside (C)	2016	M	4.4
Benalla (RC)	2006	F	5.9
Benalla (RC)	2006	M	5.7
Benalla (RC)	2011	F	5
Benalla (RC)	2011	M	4.9
Benalla (RC)	2016	F	4.9
Benalla (RC)	2016	M	5.6
Boroondara (C)	2006	F	3.8
Boroondara (C)	2006	M	4
Boroondara (C)	2011	F	4.3
Boroondara (C)	2011	M	4.6
Boroondara (C)	2016	F	5.3
Boroondara (C)	2016	M	5.8
Brimbank (C)	2006	F	9.4
Brimbank (C)	2006	M	8.5
Brimbank (C)	2011	F	8.9
Brimbank (C)	2011	M	7.8
Brimbank (C)	2016	F	11.2
Brimbank (C)	2016	M	9.7
Buloke (S)	2006	F	3.3
Buloke (S)	2006	M	3.2
Buloke (S)	2011	F	3.3
Buloke (S)	2011	M	4.1
Buloke (S)	2016	F	3.4
Buloke (S)	2016	M	5.1
Campaspe (S)	2006	F	4.8
Campaspe (S)	2006	M	4.6
Campaspe (S)	2011	F	4.2
Campaspe (S)	2011	M	4.7
Campaspe (S)	2016	F	4.7
Campaspe (S)	2016	M	5
Cardinia (S)	2006	F	4.9
Cardinia (S)	2006	M	3.7
Cardinia (S)	2011	F	5.3
Cardinia (S)	2011	M	4
Cardinia (S)	2016	F	6.2
Cardinia (S)	2016	M	4.8
Casey (C)	2006	F	6.2
Casey (C)	2006	M	4.7
Casey (C)	2011	F	6.8
Casey (C)	2011	M	5.2
Casey (C)	2016	F	7.9
Casey (C)	2016	M	6.6
Central Goldfields (S)	2006	F	8.7
Central Goldfields (S)	2006	M	10.8
Central Goldfields (S)	2011	F	5.6
Central Goldfields (S)	2011	M	7.5
Central Goldfields (S)	2016	F	7.6
Central Goldfields (S)	2016	M	10
Colac-Otway (S)	2006	F	4.6
Colac-Otway (S)	2006	M	4.5
Colac-Otway (S)	2011	F	3.4
Colac-Otway (S)	2011	M	3.8
Colac-Otway (S)	2016	F	3.5
Colac-Otway (S)	2016	M	4.3
Corangamite (S)	2006	F	3.9
Corangamite (S)	2006	M	3.6
Corangamite (S)	2011	F	3.1
Corangamite (S)	2011	M	2.9
Corangamite (S)	2016	F	3.8
Corangamite (S)	2016	M	4.1
Darebin (C)	2006	F	6
Darebin (C)	2006	M	7.1
Darebin (C)	2011	F	6.2
Darebin (C)	2011	M	6.2
Darebin (C)	2016	F	6.9
Darebin (C)	2016	M	7.5
East Gippsland (S)	2006	F	5.5
East Gippsland (S)	2006	M	6.8
East Gippsland (S)	2011	F	4.9
East Gippsland (S)	2011	M	6.1
East Gippsland (S)	2016	F	5.7
East Gippsland (S)	2016	M	7
Frankston (C)	2006	F	6.3
Frankston (C)	2006	M	5.7
Frankston (C)	2011	F	6.1
Frankston (C)	2011	M	5.3
Frankston (C)	2016	F	6.7
Frankston (C)	2016	M	6.2
Gannawarra (S)	2006	F	4.2
Gannawarra (S)	2006	M	4.1
Gannawarra (S)	2011	F	4.3
Gannawarra (S)	2011	M	3.5
Gannawarra (S)	2016	F	4.5
Gannawarra (S)	2016	M	4.8
Glen Eira (C)	2006	F	3.9
Glen Eira (C)	2006	M	4.2
Glen Eira (C)	2011	F	4.7
Glen Eira (C)	2011	M	4.6
Glen Eira (C)	2016	F	5.7
Glen Eira (C)	2016	M	5.9
Glenelg (S)	2006	F	6.6
Glenelg (S)	2006	M	6.1
Glenelg (S)	2011	F	4.9
Glenelg (S)	2011	M	4.9
Glenelg (S)	2016	F	5.5
Glenelg (S)	2016	M	6.4
Golden Plains (S)	2006	F	5.5
Golden Plains (S)	2006	M	4.9
Golden Plains (S)	2011	F	4.9
Golden Plains (S)	2011	M	3.9
Golden Plains (S)	2016	F	4.9
Golden Plains (S)	2016	M	4.5
Greater Bendigo (C)	2006	F	6.5
Greater Bendigo (C)	2006	M	6.5
Greater Bendigo (C)	2011	F	5.3
Greater Bendigo (C)	2011	M	5.1
Greater Bendigo (C)	2016	F	6.1
Greater Bendigo (C)	2016	M	6.7
Greater Dandenong (C)	2006	F	10
Greater Dandenong (C)	2006	M	9
Greater Dandenong (C)	2011	F	9.8
Greater Dandenong (C)	2011	M	8.2
Greater Dandenong (C)	2016	F	11
Greater Dandenong (C)	2016	M	9.7
Greater Geelong (C)	2006	F	6.2
Greater Geelong (C)	2006	M	6.4
Greater Geelong (C)	2011	F	5.5
Greater Geelong (C)	2011	M	5.6
Greater Geelong (C)	2016	F	6
Greater Geelong (C)	2016	M	6.7
Greater Shepparton (C)	2006	F	6.2
Greater Shepparton (C)	2006	M	5.9
Greater Shepparton (C)	2011	F	5.3
Greater Shepparton (C)	2011	M	5.7
Greater Shepparton (C)	2016	F	6
Greater Shepparton (C)	2016	M	6.9
Hepburn (S)	2006	F	6.4
Hepburn (S)	2006	M	6.5
Hepburn (S)	2011	F	5.3
Hepburn (S)	2011	M	6
Hepburn (S)	2016	F	4.9
Hepburn (S)	2016	M	5.6
Hindmarsh (S)	2006	F	5.1
Hindmarsh (S)	2006	M	5
Hindmarsh (S)	2011	F	3.8
Hindmarsh (S)	2011	M	2.9
Hindmarsh (S)	2016	F	4.5
Hindmarsh (S)	2016	M	5.5
Hobsons Bay (C)	2006	F	5.7
Hobsons Bay (C)	2006	M	6
Hobsons Bay (C)	2011	F	5.5
Hobsons Bay (C)	2011	M	5.8
Hobsons Bay (C)	2016	F	6.5
Hobsons Bay (C)	2016	M	6.6
Horsham (RC)	2006	F	5.3
Horsham (RC)	2006	M	5
Horsham (RC)	2011	F	3.7
Horsham (RC)	2011	M	3.5
Horsham (RC)	2016	F	4.4
Horsham (RC)	2016	M	5.4
Hume (C)	2006	F	7.2
Hume (C)	2006	M	6.8
Hume (C)	2011	F	7.2
Hume (C)	2011	M	6.5
Hume (C)	2016	F	9
Hume (C)	2016	M	8.5
Indigo (S)	2006	F	4.1
Indigo (S)	2006	M	3.4
Indigo (S)	2011	F	3.4
Indigo (S)	2011	M	4.3
Indigo (S)	2016	F	4.3
Indigo (S)	2016	M	4.2
Kingston (C) (Vic.)	2006	F	4.5
Kingston (C) (Vic.)	2006	M	4.6
Kingston (C) (Vic.)	2011	F	4.5
Kingston (C) (Vic.)	2011	M	4.6
Kingston (C) (Vic.)	2016	F	5.1
Kingston (C) (Vic.)	2016	M	5.7
Knox (C)	2006	F	4.3
Knox (C)	2006	M	4.1
Knox (C)	2011	F	4.6
Knox (C)	2011	M	4.5
Knox (C)	2016	F	5.5
Knox (C)	2016	M	5.7
Latrobe (C) (Vic.)	2006	F	8.2
Latrobe (C) (Vic.)	2006	M	8.6
Latrobe (C) (Vic.)	2011	F	7.4
Latrobe (C) (Vic.)	2011	M	8.3
Latrobe (C) (Vic.)	2016	F	8.4
Latrobe (C) (Vic.)	2016	M	10.8
Loddon (S)	2006	F	5.8
Loddon (S)	2006	M	5.6
Loddon (S)	2011	F	5.6
Loddon (S)	2011	M	5.9
Loddon (S)	2016	F	4.8
Loddon (S)	2016	M	5.5
Macedon Ranges (S)	2006	F	4.3
Macedon Ranges (S)	2006	M	3.3
Macedon Ranges (S)	2011	F	4
Macedon Ranges (S)	2011	M	3.3
Macedon Ranges (S)	2016	F	4.4
Macedon Ranges (S)	2016	M	4.4
Manningham (C)	2006	F	4.3
Manningham (C)	2006	M	4.1
Manningham (C)	2011	F	4.6
Manningham (C)	2011	M	4.8
Manningham (C)	2016	F	6.1
Manningham (C)	2016	M	6.2
Mansfield (S)	2006	F	3.4
Mansfield (S)	2006	M	5.4
Mansfield (S)	2011	F	2.1
Mansfield (S)	2011	M	3.3
Mansfield (S)	2016	F	2.7
Mansfield (S)	2016	M	3.8
Maribyrnong (C)	2006	F	8.4
Maribyrnong (C)	2006	M	8.6
Maribyrnong (C)	2011	F	7.1
Maribyrnong (C)	2011	M	6.9
Maribyrnong (C)	2016	F	8.2
Maribyrnong (C)	2016	M	8.4
Maroondah (C)	2006	F	3.9
Maroondah (C)	2006	M	3.9
Maroondah (C)	2011	F	4.3
Maroondah (C)	2011	M	4.3
Maroondah (C)	2016	F	5.2
Maroondah (C)	2016	M	5.3
Melbourne (C)	2006	F	7.6
Melbourne (C)	2006	M	7.6
Melbourne (C)	2011	F	8.7
Melbourne (C)	2011	M	7.7
Melbourne (C)	2016	F	12
Melbourne (C)	2016	M	9.9
Melton (C)	2006	F	6.6
Melton (C)	2006	M	5.3
Melton (C)	2011	F	6.7
Melton (C)	2011	M	5.5
Melton (C)	2016	F	8.2
Melton (C)	2016	M	7.1
Mildura (RC)	2006	F	5.9
Mildura (RC)	2006	M	5.5
Mildura (RC)	2011	F	6.1
Mildura (RC)	2011	M	7
Mildura (RC)	2016	F	6.7
Mildura (RC)	2016	M	7.9
Mitchell (S)	2006	F	5.3
Mitchell (S)	2006	M	4.4
Mitchell (S)	2011	F	6
Mitchell (S)	2011	M	4.4
Mitchell (S)	2016	F	6.6
Mitchell (S)	2016	M	4.9
Moira (S)	2006	F	4.9
Moira (S)	2006	M	4.6
Moira (S)	2011	F	4.6
Moira (S)	2011	M	5
Moira (S)	2016	F	5.3
Moira (S)	2016	M	4.8
Monash (C)	2006	F	5.5
Monash (C)	2006	M	5.6
Monash (C)	2011	F	6.2
Monash (C)	2011	M	6.2
Monash (C)	2016	F	8.4
Monash (C)	2016	M	7.6
Moonee Valley (C)	2006	F	4.8
Moonee Valley (C)	2006	M	5.1
Moonee Valley (C)	2011	F	4.3
Moonee Valley (C)	2011	M	5.1
Moonee Valley (C)	2016	F	5.4
Moonee Valley (C)	2016	M	5.9
Moorabool (S)	2006	F	5.6
Moorabool (S)	2006	M	5
Moorabool (S)	2011	F	5.1
Moorabool (S)	2011	M	4.4
Moorabool (S)	2016	F	5.8
Moorabool (S)	2016	M	5.8
Moreland (C)	2006	F	5.4
Moreland (C)	2006	M	6.6
Moreland (C)	2011	F	5.5
Moreland (C)	2011	M	6.1
Moreland (C)	2016	F	6.5
Moreland (C)	2016	M	7.2
Mornington Peninsula (S)	2006	F	4.8
Mornington Peninsula (S)	2006	M	4.6
Mornington Peninsula (S)	2011	F	4.6
Mornington Peninsula (S)	2011	M	4.4
Mornington Peninsula (S)	2016	F	5
Mornington Peninsula (S)	2016	M	4.9
Mount Alexander (S)	2006	F	6.5
Mount Alexander (S)	2006	M	6.6
Mount Alexander (S)	2011	F	4.7
Mount Alexander (S)	2011	M	5.2
Mount Alexander (S)	2016	F	5.1
Mount Alexander (S)	2016	M	5.7
Moyne (S)	2006	F	3.7
Moyne (S)	2006	M	3
Moyne (S)	2011	F	3.4
Moyne (S)	2011	M	3.9
Moyne (S)	2016	F	3.9
Moyne (S)	2016	M	3.5
Murrindindi (S)	2006	F	4.2
Murrindindi (S)	2006	M	4.2
Murrindindi (S)	2011	F	4.5
Murrindindi (S)	2011	M	4.7
Murrindindi (S)	2016	F	5.4
Murrindindi (S)	2016	M	4.8
Nillumbik (S)	2006	F	3
Nillumbik (S)	2006	M	3
Nillumbik (S)	2011	F	3.4
Nillumbik (S)	2011	M	3.5
Nillumbik (S)	2016	F	4.1
Nillumbik (S)	2016	M	4.5
Northern Grampians (S)	2006	F	5.4
Northern Grampians (S)	2006	M	4.8
Northern Grampians (S)	2011	F	4.6
Northern Grampians (S)	2011	M	4.7
Northern Grampians (S)	2016	F	3.9
Northern Grampians (S)	2016	M	6.4
Port Phillip (C)	2006	F	3.9
Port Phillip (C)	2006	M	4.9
Port Phillip (C)	2011	F	4.2
Port Phillip (C)	2011	M	4.5
Port Phillip (C)	2016	F	4.9
Port Phillip (C)	2016	M	5.3
Pyrenees (S)	2006	F	7.3
Pyrenees (S)	2006	M	7.5
Pyrenees (S)	2011	F	6.7
Pyrenees (S)	2011	M	7
Pyrenees (S)	2016	F	5.9
Pyrenees (S)	2016	M	6.5
Queenscliffe (B)	2006	F	2.8
Queenscliffe (B)	2006	M	3.1
Queenscliffe (B)	2011	F	3.6
Queenscliffe (B)	2011	M	5.3
Queenscliffe (B)	2016	F	3.5
Queenscliffe (B)	2016	M	2.4
South Gippsland (S)	2006	F	4.2
South Gippsland (S)	2006	M	3.8
South Gippsland (S)	2011	F	4
South Gippsland (S)	2011	M	3.4
South Gippsland (S)	2016	F	4.7
South Gippsland (S)	2016	M	5
Southern Grampians (S)	2006	F	4.1
Southern Grampians (S)	2006	M	4
Southern Grampians (S)	2011	F	3.8
Southern Grampians (S)	2011	M	3.9
Southern Grampians (S)	2016	F	3.9
Southern Grampians (S)	2016	M	4.7
Stonnington (C)	2006	F	3.8
Stonnington (C)	2006	M	4.3
Stonnington (C)	2011	F	4.6
Stonnington (C)	2011	M	4.2
Stonnington (C)	2016	F	5.4
Stonnington (C)	2016	M	5.1
Strathbogie (S)	2006	F	4.8
Strathbogie (S)	2006	M	4.1
Strathbogie (S)	2011	F	3.7
Strathbogie (S)	2011	M	4.5
Strathbogie (S)	2016	F	4.8
Strathbogie (S)	2016	M	4.3
Surf Coast (S)	2006	F	3.7
Surf Coast (S)	2006	M	4
Surf Coast (S)	2011	F	4.3
Surf Coast (S)	2011	M	3.5
Surf Coast (S)	2016	F	3.9
Surf Coast (S)	2016	M	3.6
Swan Hill (RC)	2006	F	4.5
Swan Hill (RC)	2006	M	4.7
Swan Hill (RC)	2011	F	5.1
Swan Hill (RC)	2011	M	4.8
Swan Hill (RC)	2016	F	4.9
Swan Hill (RC)	2016	M	5.2
Towong (S)	2006	F	3.8
Towong (S)	2006	M	3.7
Towong (S)	2011	F	4.3
Towong (S)	2011	M	3.9
Towong (S)	2016	F	4.3
Towong (S)	2016	M	5.2
Wangaratta (RC)	2006	F	4.6
Wangaratta (RC)	2006	M	4.6
Wangaratta (RC)	2011	F	4.9
Wangaratta (RC)	2011	M	4.6
Wangaratta (RC)	2016	F	4.6
Wangaratta (RC)	2016	M	4.7
Warrnambool (C)	2006	F	5.6
Warrnambool (C)	2006	M	4.9
Warrnambool (C)	2011	F	4.7
Warrnambool (C)	2011	M	5.1
Warrnambool (C)	2016	F	5.1
Warrnambool (C)	2016	M	5.3
Wellington (S)	2006	F	6.2
Wellington (S)	2006	M	5.7
Wellington (S)	2011	F	5.3
Wellington (S)	2011	M	5.2
Wellington (S)	2016	F	5.4
Wellington (S)	2016	M	7
West Wimmera (S)	2006	F	2.5
West Wimmera (S)	2006	M	2.9
West Wimmera (S)	2011	F	2.8
West Wimmera (S)	2011	M	2.5
West Wimmera (S)	2016	F	3.4
West Wimmera (S)	2016	M	3.9
Whitehorse (C)	2006	F	4.5
Whitehorse (C)	2006	M	4.6
Whitehorse (C)	2011	F	5.1
Whitehorse (C)	2011	M	5.4
Whitehorse (C)	2016	F	6.7
Whitehorse (C)	2016	M	7.2
Whittlesea (C)	2006	F	6.1
Whittlesea (C)	2006	M	5.7
Whittlesea (C)	2011	F	6.1
Whittlesea (C)	2011	M	5.3
Whittlesea (C)	2016	F	7.5
Whittlesea (C)	2016	M	7
Wodonga (C)	2006	F	6.3
Wodonga (C)	2006	M	4.5
Wodonga (C)	2011	F	6.3
Wodonga (C)	2011	M	5.1
Wodonga (C)	2016	F	6.4
Wodonga (C)	2016	M	5.7
Wyndham (C)	2006	F	6
Wyndham (C)	2006	M	5
Wyndham (C)	2011	F	7.3
Wyndham (C)	2011	M	5.4
Wyndham (C)	2016	F	9.6
Wyndham (C)	2016	M	7.1
Yarra (C)	2006	F	4.6
Yarra (C)	2006	M	5.6
Yarra (C)	2011	F	4.4
Yarra (C)	2011	M	5.1
Yarra (C)	2016	F	5
Yarra (C)	2016	M	5.5
Yarra Ranges (S)	2006	F	4.3
Yarra Ranges (S)	2006	M	3.9
Yarra Ranges (S)	2011	F	4.3
Yarra Ranges (S)	2011	M	3.7
Yarra Ranges (S)	2016	F	4.7
Yarra Ranges (S)	2016	M	4.5
Yarriambiack (S)	2006	F	4
Yarriambiack (S)	2006	M	4.6
Yarriambiack (S)	2011	F	3.2
Yarriambiack (S)	2011	M	4.2
Yarriambiack (S)	2016	F	4.2
Yarriambiack (S)	2016	M	5.4
Unincorporated Vic	2006	F	0
Unincorporated Vic	2006	M	1
Unincorporated Vic	2011	F	0
Unincorporated Vic	2011	M	2.2
Unincorporated Vic	2016	F	1.5
Unincorporated Vic	2016	M	3.4
No usual address (Vic.)	2006	F	17.1
No usual address (Vic.)	2006	M	18.8
No usual address (Vic.)	2011	F	22.1
No usual address (Vic.)	2011	M	21.8
No usual address (Vic.)	2016	F	24.2
No usual address (Vic.)	2016	M	22.8
Migratory - Offshore - Shipping (Vic.)	2006	F	0
Migratory - Offshore - Shipping (Vic.)	2006	M	0
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	0
Migratory - Offshore - Shipping (Vic.)	2016	F	0
Migratory - Offshore - Shipping (Vic.)	2016	M	0
Aurukun (S)	2006	F	9.5
Aurukun (S)	2006	M	7.1
Aurukun (S)	2011	F	23.6
Aurukun (S)	2011	M	23.2
Aurukun (S)	2016	F	38.5
Aurukun (S)	2016	M	35.7
Balonne (S)	2006	F	2.9
Balonne (S)	2006	M	3.8
Balonne (S)	2011	F	3.5
Balonne (S)	2011	M	4.6
Balonne (S)	2016	F	4.2
Balonne (S)	2016	M	4.8
Banana (S)	2006	F	2.6
Banana (S)	2006	M	2
Banana (S)	2011	F	3
Banana (S)	2011	M	2.3
Banana (S)	2016	F	4.2
Banana (S)	2016	M	3.9
Barcaldine (R)	2006	F	3
Barcaldine (R)	2006	M	2.3
Barcaldine (R)	2011	F	2.5
Barcaldine (R)	2011	M	2.1
Barcaldine (R)	2016	F	3.4
Barcaldine (R)	2016	M	2.4
Barcoo (S)	2006	F	0
Barcoo (S)	2006	M	0
Barcoo (S)	2011	F	0
Barcoo (S)	2011	M	2.3
Barcoo (S)	2016	F	0
Barcoo (S)	2016	M	0
Blackall-Tambo (R)	2006	F	4.6
Blackall-Tambo (R)	2006	M	1.7
Blackall-Tambo (R)	2011	F	3.2
Blackall-Tambo (R)	2011	M	2.3
Blackall-Tambo (R)	2016	F	2.6
Blackall-Tambo (R)	2016	M	4.5
Boulia (S)	2006	F	5.6
Boulia (S)	2006	M	10
Boulia (S)	2011	F	0
Boulia (S)	2011	M	6.2
Boulia (S)	2016	F	6.1
Boulia (S)	2016	M	8.4
Brisbane (C)	2006	F	4
Brisbane (C)	2006	M	3.9
Brisbane (C)	2011	F	5.2
Brisbane (C)	2011	M	5.4
Brisbane (C)	2016	F	6.5
Brisbane (C)	2016	M	7.1
Bulloo (S)	2006	F	0
Bulloo (S)	2006	M	2.2
Bulloo (S)	2011	F	0
Bulloo (S)	2011	M	0
Bulloo (S)	2016	F	6.3
Bulloo (S)	2016	M	0
Bundaberg (R)	2006	F	8.3
Bundaberg (R)	2006	M	7.4
Bundaberg (R)	2011	F	8.6
Bundaberg (R)	2011	M	9.2
Bundaberg (R)	2016	F	9.4
Bundaberg (R)	2016	M	11.6
Burdekin (S)	2006	F	4.3
Burdekin (S)	2006	M	3.4
Burdekin (S)	2011	F	4.7
Burdekin (S)	2011	M	3.6
Burdekin (S)	2016	F	5.8
Burdekin (S)	2016	M	5.8
Burke (S)	2006	F	0
Burke (S)	2006	M	0
Burke (S)	2011	F	0
Burke (S)	2011	M	2.1
Burke (S)	2016	F	10.3
Burke (S)	2016	M	5.2
Cairns (R)	2006	F	4.4
Cairns (R)	2006	M	4.2
Cairns (R)	2011	F	6.3
Cairns (R)	2011	M	7.1
Cairns (R)	2016	F	6.9
Cairns (R)	2016	M	8.5
Carpentaria (S)	2006	F	4.1
Carpentaria (S)	2006	M	4.7
Carpentaria (S)	2011	F	4.9
Carpentaria (S)	2011	M	5
Carpentaria (S)	2016	F	9.2
Carpentaria (S)	2016	M	7.3
Cassowary Coast (R)	2006	F	5.9
Cassowary Coast (R)	2006	M	3.5
Cassowary Coast (R)	2011	F	6.6
Cassowary Coast (R)	2011	M	5.5
Cassowary Coast (R)	2016	F	6.9
Cassowary Coast (R)	2016	M	8.6
Central Highlands (R) (Qld)	2006	F	3.3
Central Highlands (R) (Qld)	2006	M	1.7
Central Highlands (R) (Qld)	2011	F	3.2
Central Highlands (R) (Qld)	2011	M	1.9
Central Highlands (R) (Qld)	2016	F	6.1
Central Highlands (R) (Qld)	2016	M	4.9
Charters Towers (R)	2006	F	6.5
Charters Towers (R)	2006	M	4.8
Charters Towers (R)	2011	F	5.5
Charters Towers (R)	2011	M	5.2
Charters Towers (R)	2016	F	7.5
Charters Towers (R)	2016	M	10
Cherbourg (S)	2006	F	3.4
Cherbourg (S)	2006	M	6.2
Cherbourg (S)	2011	F	37.1
Cherbourg (S)	2011	M	33.9
Cherbourg (S)	2016	F	47.5
Cherbourg (S)	2016	M	56.4
Cloncurry (S)	2006	F	3
Cloncurry (S)	2006	M	3.4
Cloncurry (S)	2011	F	5.5
Cloncurry (S)	2011	M	4.4
Cloncurry (S)	2016	F	4.4
Cloncurry (S)	2016	M	4.8
Cook (S)	2006	F	4.3
Cook (S)	2006	M	7.9
Cook (S)	2011	F	5.5
Cook (S)	2011	M	7.8
Cook (S)	2016	F	7.2
Cook (S)	2016	M	7.6
Croydon (S)	2006	F	18.2
Croydon (S)	2006	M	10.5
Croydon (S)	2011	F	4.7
Croydon (S)	2011	M	4.4
Croydon (S)	2016	F	8.5
Croydon (S)	2016	M	9
Diamantina (S)	2006	F	3.8
Diamantina (S)	2006	M	2.9
Diamantina (S)	2011	F	0
Diamantina (S)	2011	M	2.8
Diamantina (S)	2016	F	7.1
Diamantina (S)	2016	M	0
Doomadgee (S)	2006	F	10.4
Doomadgee (S)	2006	M	3.4
Doomadgee (S)	2011	F	22
Doomadgee (S)	2011	M	20.5
Doomadgee (S)	2016	F	18
Doomadgee (S)	2016	M	20.8
Douglas (S)	2006	F	2.4
Douglas (S)	2006	M	2.3
Douglas (S)	2011	F	4.5
Douglas (S)	2011	M	5.7
Douglas (S)	2016	F	4.1
Douglas (S)	2016	M	6
Etheridge (S)	2006	F	2.3
Etheridge (S)	2006	M	3.4
Etheridge (S)	2011	F	3.8
Etheridge (S)	2011	M	3.8
Etheridge (S)	2016	F	3.7
Etheridge (S)	2016	M	6.8
Flinders (S) (Qld)	2006	F	3.4
Flinders (S) (Qld)	2006	M	2.4
Flinders (S) (Qld)	2011	F	3
Flinders (S) (Qld)	2011	M	2.9
Flinders (S) (Qld)	2016	F	4.3
Flinders (S) (Qld)	2016	M	3.1
Fraser Coast (R)	2006	F	8.7
Fraser Coast (R)	2006	M	8.2
Fraser Coast (R)	2011	F	9.8
Fraser Coast (R)	2011	M	11.1
Fraser Coast (R)	2016	F	10.6
Fraser Coast (R)	2016	M	13.5
Gladstone (R)	2006	F	6.7
Gladstone (R)	2006	M	4.4
Gladstone (R)	2011	F	5.4
Gladstone (R)	2011	M	3.8
Gladstone (R)	2016	F	10.7
Gladstone (R)	2016	M	11.3
Gold Coast (C)	2006	F	5.5
Gold Coast (C)	2006	M	4.9
Gold Coast (C)	2011	F	7.3
Gold Coast (C)	2011	M	7.6
Gold Coast (C)	2016	F	7
Gold Coast (C)	2016	M	7
Goondiwindi (R)	2006	F	4.3
Goondiwindi (R)	2006	M	3.4
Goondiwindi (R)	2011	F	2.8
Goondiwindi (R)	2011	M	3
Goondiwindi (R)	2016	F	3.5
Goondiwindi (R)	2016	M	3.9
Gympie (R)	2006	F	8.1
Gympie (R)	2006	M	7.3
Gympie (R)	2011	F	7.4
Gympie (R)	2011	M	7.9
Gympie (R)	2016	F	9.1
Gympie (R)	2016	M	10.1
Hinchinbrook (S)	2006	F	4.1
Hinchinbrook (S)	2006	M	2.9
Hinchinbrook (S)	2011	F	3.9
Hinchinbrook (S)	2011	M	3.4
Hinchinbrook (S)	2016	F	5.9
Hinchinbrook (S)	2016	M	6.1
Hope Vale (S)	2006	F	7.6
Hope Vale (S)	2006	M	4.5
Hope Vale (S)	2011	F	36
Hope Vale (S)	2011	M	30
Hope Vale (S)	2016	F	41.1
Hope Vale (S)	2016	M	39.2
Ipswich (C)	2006	F	6
Ipswich (C)	2006	M	4.4
Ipswich (C)	2011	F	7.4
Ipswich (C)	2011	M	7
Ipswich (C)	2016	F	9.2
Ipswich (C)	2016	M	8.8
Isaac (R)	2006	F	2.9
Isaac (R)	2006	M	1.5
Isaac (R)	2011	F	3.3
Isaac (R)	2011	M	1.1
Isaac (R)	2016	F	6.8
Isaac (R)	2016	M	3.7
Kowanyama (S)	2006	F	1.4
Kowanyama (S)	2006	M	2.6
Kowanyama (S)	2011	F	16.7
Kowanyama (S)	2011	M	9.8
Kowanyama (S)	2016	F	38.1
Kowanyama (S)	2016	M	37.4
Livingstone (S)	2006	F	4.9
Livingstone (S)	2006	M	4.1
Livingstone (S)	2011	F	4.9
Livingstone (S)	2011	M	4.3
Livingstone (S)	2016	F	7.2
Livingstone (S)	2016	M	8.6
