LGA_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Campaspe (S)	2011	M	1	16797
Campaspe (S)	2016	F	0	577
Campaspe (S)	2016	F	1	16751
Campaspe (S)	2016	M	0	519
Campaspe (S)	2016	M	1	16430
Cardinia (S)	2006	F	0	1371
Cardinia (S)	2006	F	1	26168
Cardinia (S)	2006	M	0	1299
Cardinia (S)	2006	M	1	25820
Cardinia (S)	2011	F	0	2691
Cardinia (S)	2011	F	1	33437
Cardinia (S)	2011	M	0	2513
Cardinia (S)	2011	M	1	32747
Cardinia (S)	2016	F	0	5485
Cardinia (S)	2016	F	1	39659
Cardinia (S)	2016	M	0	5091
Cardinia (S)	2016	M	1	38665
Casey (C)	2006	F	0	25947
Casey (C)	2006	F	1	77490
Casey (C)	2006	M	0	25066
Casey (C)	2006	M	1	76321
Casey (C)	2011	F	0	38095
Casey (C)	2011	F	1	84414
Casey (C)	2011	M	0	37271
Casey (C)	2011	M	1	83487
Casey (C)	2016	F	0	54113
Casey (C)	2016	F	1	88822
Casey (C)	2016	M	0	53161
Casey (C)	2016	M	1	88442
Central Goldfields (S)	2006	F	0	106
Central Goldfields (S)	2006	F	1	5959
Central Goldfields (S)	2006	M	0	102
Central Goldfields (S)	2006	M	1	5802
Central Goldfields (S)	2011	F	0	117
Central Goldfields (S)	2011	F	1	5976
Central Goldfields (S)	2011	M	0	112
Central Goldfields (S)	2011	M	1	5835
Central Goldfields (S)	2016	F	0	165
Central Goldfields (S)	2016	F	1	5944
Central Goldfields (S)	2016	M	0	159
Central Goldfields (S)	2016	M	1	5811
Colac-Otway (S)	2006	F	0	228
Colac-Otway (S)	2006	F	1	9593
Colac-Otway (S)	2006	M	0	258
Colac-Otway (S)	2006	M	1	9409
Colac-Otway (S)	2011	F	0	322
Colac-Otway (S)	2011	F	1	9523
Colac-Otway (S)	2011	M	0	301
Colac-Otway (S)	2011	M	1	9460
Colac-Otway (S)	2016	F	0	416
Colac-Otway (S)	2016	F	1	9356
Colac-Otway (S)	2016	M	0	466
Colac-Otway (S)	2016	M	1	9287
Corangamite (S)	2006	F	0	126
Corangamite (S)	2006	F	1	7922
Corangamite (S)	2006	M	0	129
Corangamite (S)	2006	M	1	7867
Corangamite (S)	2011	F	0	140
Corangamite (S)	2011	F	1	7767
Corangamite (S)	2011	M	0	112
Corangamite (S)	2011	M	1	7822
Corangamite (S)	2016	F	0	133
Corangamite (S)	2016	F	1	7219
Corangamite (S)	2016	M	0	129
Corangamite (S)	2016	M	1	7296
Darebin (C)	2006	F	0	25316
Darebin (C)	2006	F	1	36601
Darebin (C)	2006	M	0	24580
Darebin (C)	2006	M	1	33116
Darebin (C)	2011	F	0	27051
Darebin (C)	2011	F	1	39556
Darebin (C)	2011	M	0	25831
Darebin (C)	2011	M	1	36692
Darebin (C)	2016	F	0	27991
Darebin (C)	2016	F	1	42821
Darebin (C)	2016	M	0	26348
Darebin (C)	2016	M	1	39798
East Gippsland (S)	2006	F	0	633
East Gippsland (S)	2006	F	1	18876
East Gippsland (S)	2006	M	0	548
East Gippsland (S)	2006	M	1	18266
East Gippsland (S)	2011	F	0	714
East Gippsland (S)	2011	F	1	19862
East Gippsland (S)	2011	M	0	628
East Gippsland (S)	2011	M	1	19294
East Gippsland (S)	2016	F	0	848
East Gippsland (S)	2016	F	1	20093
East Gippsland (S)	2016	M	0	737
East Gippsland (S)	2016	M	1	19468
Frankston (C)	2006	F	0	5083
Frankston (C)	2006	F	1	51952
Frankston (C)	2006	M	0	4610
Frankston (C)	2006	M	1	49363
Frankston (C)	2011	F	0	6779
Frankston (C)	2011	F	1	54848
Frankston (C)	2011	M	0	6136
Frankston (C)	2011	M	1	52722
Frankston (C)	2016	F	0	8098
Frankston (C)	2016	F	1	56411
Frankston (C)	2016	M	0	7144
Frankston (C)	2016	M	1	54206
Gannawarra (S)	2006	F	0	83
Gannawarra (S)	2006	F	1	5361
Gannawarra (S)	2006	M	0	105
Gannawarra (S)	2006	M	1	5323
Gannawarra (S)	2011	F	0	79
Gannawarra (S)	2011	F	1	4928
Gannawarra (S)	2011	M	0	77
Gannawarra (S)	2011	M	1	4831
Gannawarra (S)	2016	F	0	105
Gannawarra (S)	2016	F	1	4832
Gannawarra (S)	2016	M	0	102
Gannawarra (S)	2016	M	1	4756
Glen Eira (C)	2006	F	0	16679
Glen Eira (C)	2006	F	1	43281
Glen Eira (C)	2006	M	0	15517
Glen Eira (C)	2006	M	1	40583
Glen Eira (C)	2011	F	0	19990
Glen Eira (C)	2011	F	1	44659
Glen Eira (C)	2011	M	0	18567
Glen Eira (C)	2011	M	1	42358
Glen Eira (C)	2016	F	0	23304
Glen Eira (C)	2016	F	1	46110
Glen Eira (C)	2016	M	0	21066
Glen Eira (C)	2016	M	1	43829
Glenelg (S)	2006	F	0	183
Glenelg (S)	2006	F	1	9255
Glenelg (S)	2006	M	0	157
Glenelg (S)	2006	M	1	9372
Glenelg (S)	2011	F	0	237
Glenelg (S)	2011	F	1	9160
Glenelg (S)	2011	M	0	210
Glenelg (S)	2011	M	1	9167
Glenelg (S)	2016	F	0	246
Glenelg (S)	2016	F	1	8793
Glenelg (S)	2016	M	0	202
Glenelg (S)	2016	M	1	8755
Golden Plains (S)	2006	F	0	224
Golden Plains (S)	2006	F	1	7560
Golden Plains (S)	2006	M	0	240
Golden Plains (S)	2006	M	1	7848
Golden Plains (S)	2011	F	0	286
Golden Plains (S)	2011	F	1	8653
Golden Plains (S)	2011	M	0	312
Golden Plains (S)	2011	M	1	8932
Golden Plains (S)	2016	F	0	327
Golden Plains (S)	2016	F	1	9815
Golden Plains (S)	2016	M	0	328
Golden Plains (S)	2016	M	1	10119
Greater Bendigo (C)	2006	F	0	1049
Greater Bendigo (C)	2006	F	1	45428
Greater Bendigo (C)	2006	M	0	985
Greater Bendigo (C)	2006	M	1	42283
Greater Bendigo (C)	2011	F	0	1666
Greater Bendigo (C)	2011	F	1	48138
Greater Bendigo (C)	2011	M	0	1483
Greater Bendigo (C)	2011	M	1	45230
Greater Bendigo (C)	2016	F	0	2685
Greater Bendigo (C)	2016	F	1	50377
Greater Bendigo (C)	2016	M	0	2416
Greater Bendigo (C)	2016	M	1	47486
Greater Dandenong (C)	2006	F	0	34966
Greater Dandenong (C)	2006	F	1	24073
Greater Dandenong (C)	2006	M	0	34365
Greater Dandenong (C)	2006	M	1	24202
Greater Dandenong (C)	2011	F	0	41349
Greater Dandenong (C)	2011	F	1	22563
Greater Dandenong (C)	2011	M	0	41676
Greater Dandenong (C)	2011	M	1	23163
Greater Dandenong (C)	2016	F	0	48401
Greater Dandenong (C)	2016	F	1	21948
Greater Dandenong (C)	2016	M	0	49617
Greater Dandenong (C)	2016	M	1	23403
Greater Geelong (C)	2006	F	0	9400
Greater Geelong (C)	2006	F	1	88346
Greater Geelong (C)	2006	M	0	8729
Greater Geelong (C)	2006	M	1	83012
Greater Geelong (C)	2011	F	0	10432
Greater Geelong (C)	2011	F	1	94216
Greater Geelong (C)	2011	M	0	9835
Greater Geelong (C)	2011	M	1	87866
Greater Geelong (C)	2016	F	0	12742
Greater Geelong (C)	2016	F	1	100530
Greater Geelong (C)	2016	M	0	12064
Greater Geelong (C)	2016	M	1	93631
Greater Shepparton (C)	2006	F	0	2815
Greater Shepparton (C)	2006	F	1	24745
Greater Shepparton (C)	2006	M	0	2815
Greater Shepparton (C)	2006	M	1	23945
Greater Shepparton (C)	2011	F	0	3770
Greater Shepparton (C)	2011	F	1	25310
Greater Shepparton (C)	2011	M	0	3787
Greater Shepparton (C)	2011	M	1	24390
Greater Shepparton (C)	2016	F	0	4696
Greater Shepparton (C)	2016	F	1	24845
Greater Shepparton (C)	2016	M	0	4692
Greater Shepparton (C)	2016	M	1	24189
Hepburn (S)	2006	F	0	269
Hepburn (S)	2006	F	1	6476
Hepburn (S)	2006	M	0	258
Hepburn (S)	2006	M	1	6074
Hepburn (S)	2011	F	0	330
Hepburn (S)	2011	F	1	6765
Hepburn (S)	2011	M	0	300
Hepburn (S)	2011	M	1	6329
Hepburn (S)	2016	F	0	372
Hepburn (S)	2016	F	1	6840
Hepburn (S)	2016	M	0	343
Hepburn (S)	2016	M	1	6391
Hindmarsh (S)	2006	F	0	66
Hindmarsh (S)	2006	F	1	2928
Hindmarsh (S)	2006	M	0	51
Hindmarsh (S)	2006	M	1	2847
Hindmarsh (S)	2011	F	0	92
Hindmarsh (S)	2011	F	1	2735
Hindmarsh (S)	2011	M	0	116
Hindmarsh (S)	2011	M	1	2667
Hindmarsh (S)	2016	F	0	143
Hindmarsh (S)	2016	F	1	2522
Hindmarsh (S)	2016	M	0	162
Hindmarsh (S)	2016	M	1	2516
Hobsons Bay (C)	2006	F	0	11771
Hobsons Bay (C)	2006	F	1	27450
Hobsons Bay (C)	2006	M	0	11095
Hobsons Bay (C)	2006	M	1	26782
Hobsons Bay (C)	2011	F	0	12549
Hobsons Bay (C)	2011	F	1	27768
Hobsons Bay (C)	2011	M	0	12127
Hobsons Bay (C)	2011	M	1	27350
Hobsons Bay (C)	2016	F	0	13407
Hobsons Bay (C)	2016	F	1	29339
Hobsons Bay (C)	2016	M	0	12355
Hobsons Bay (C)	2016	M	1	28894
Horsham (RC)	2006	F	0	226
Horsham (RC)	2006	F	1	8958
Horsham (RC)	2006	M	0	191
Horsham (RC)	2006	M	1	8569
Horsham (RC)	2011	F	0	312
Horsham (RC)	2011	F	1	9220
Horsham (RC)	2011	M	0	260
Horsham (RC)	2011	M	1	8796
Horsham (RC)	2016	F	0	400
Horsham (RC)	2016	F	1	9129
Horsham (RC)	2016	M	0	345
Horsham (RC)	2016	M	1	8700
Hume (C)	2006	F	0	27099
Hume (C)	2006	F	1	43573
Hume (C)	2006	M	0	26395
Hume (C)	2006	M	1	42642
Hume (C)	2011	F	0	34714
Hume (C)	2011	F	1	45859
Hume (C)	2011	M	0	33928
Hume (C)	2011	M	1	44973
Hume (C)	2016	F	0	44591
Hume (C)	2016	F	1	49014
Hume (C)	2016	M	0	43962
Hume (C)	2016	M	1	48583
Indigo (S)	2006	F	0	170
Indigo (S)	2006	F	1	7063
Indigo (S)	2006	M	0	151
Indigo (S)	2006	M	1	6769
Indigo (S)	2011	F	0	174
Indigo (S)	2011	F	1	7224
Indigo (S)	2011	M	0	150
Indigo (S)	2011	M	1	6937
Indigo (S)	2016	F	0	205
Indigo (S)	2016	F	1	7423
Indigo (S)	2016	M	0	150
Indigo (S)	2016	M	1	7049
Kingston (C) (Vic.)	2006	F	0	15716
Kingston (C) (Vic.)	2006	F	1	50021
Kingston (C) (Vic.)	2006	M	0	14986
Kingston (C) (Vic.)	2006	M	1	47189
Kingston (C) (Vic.)	2011	F	0	17998
Kingston (C) (Vic.)	2011	F	1	52121
Kingston (C) (Vic.)	2011	M	0	17111
Kingston (C) (Vic.)	2011	M	1	49494
Kingston (C) (Vic.)	2016	F	0	20489
Kingston (C) (Vic.)	2016	F	1	53359
Kingston (C) (Vic.)	2016	M	0	18861
Kingston (C) (Vic.)	2016	M	1	51052
Knox (C)	2006	F	0	13513
Knox (C)	2006	F	1	59037
Knox (C)	2006	M	0	12467
Knox (C)	2006	M	1	57101
Knox (C)	2011	F	0	16471
Knox (C)	2011	F	1	57701
Knox (C)	2011	M	0	15088
Knox (C)	2011	M	1	56321
Knox (C)	2016	F	0	20401
Knox (C)	2016	F	1	55447
Knox (C)	2016	M	0	18421
Knox (C)	2016	M	1	54043
Latrobe (C) (Vic.)	2006	F	0	2175
Latrobe (C) (Vic.)	2006	F	1	31676
Latrobe (C) (Vic.)	2006	M	0	1931
Latrobe (C) (Vic.)	2006	M	1	30369
Latrobe (C) (Vic.)	2011	F	0	2605
Latrobe (C) (Vic.)	2011	F	1	32782
Latrobe (C) (Vic.)	2011	M	0	2382
Latrobe (C) (Vic.)	2011	M	1	31261
Latrobe (C) (Vic.)	2016	F	0	2559
Latrobe (C) (Vic.)	2016	F	1	31948
Latrobe (C) (Vic.)	2016	M	0	2283
Latrobe (C) (Vic.)	2016	M	1	30643
Loddon (S)	2006	F	0	49
Loddon (S)	2006	F	1	3671
Loddon (S)	2006	M	0	64
Loddon (S)	2006	M	1	3803
Loddon (S)	2011	F	0	78
Loddon (S)	2011	F	1	3404
Loddon (S)	2011	M	0	89
Loddon (S)	2011	M	1	3522
Loddon (S)	2016	F	0	113
Loddon (S)	2016	F	1	3170
Loddon (S)	2016	M	0	116
Loddon (S)	2016	M	1	3309
Macedon Ranges (S)	2006	F	0	748
Macedon Ranges (S)	2006	F	1	17835
Macedon Ranges (S)	2006	M	0	713
Macedon Ranges (S)	2006	M	1	17476
Macedon Ranges (S)	2011	F	0	896
Macedon Ranges (S)	2011	F	1	19647
Macedon Ranges (S)	2011	M	0	839
Macedon Ranges (S)	2011	M	1	19057
Macedon Ranges (S)	2016	F	0	1068
Macedon Ranges (S)	2016	F	1	20781
Macedon Ranges (S)	2016	M	0	1000
Macedon Ranges (S)	2016	M	1	20241
Manningham (C)	2006	F	0	20623
Manningham (C)	2006	F	1	33909
Manningham (C)	2006	M	0	18627
Manningham (C)	2006	M	1	32764
Manningham (C)	2011	F	0	22790
Manningham (C)	2011	F	1	32850
Manningham (C)	2011	M	0	20370
Manningham (C)	2011	M	1	32073
Manningham (C)	2016	F	0	26087
Manningham (C)	2016	F	1	31473
Manningham (C)	2016	M	0	23317
Manningham (C)	2016	M	1	30858
Mansfield (S)	2006	F	0	90
Mansfield (S)	2006	F	1	3304
Mansfield (S)	2006	M	0	106
Mansfield (S)	2006	M	1	3285
Mansfield (S)	2011	F	0	162
Mansfield (S)	2011	F	1	3668
Mansfield (S)	2011	M	0	161
Mansfield (S)	2011	M	1	3620
Mansfield (S)	2016	F	0	175
Mansfield (S)	2016	F	1	3822
Mansfield (S)	2016	M	0	166
Mansfield (S)	2016	M	1	3768
Maribyrnong (C)	2006	F	0	13321
Maribyrnong (C)	2006	F	1	15924
Maribyrnong (C)	2006	M	0	13728
Maribyrnong (C)	2006	M	1	15523
Maribyrnong (C)	2011	F	0	15251
Maribyrnong (C)	2011	F	1	17773
Maribyrnong (C)	2011	M	0	15431
Maribyrnong (C)	2011	M	1	17813
Maribyrnong (C)	2016	F	0	17207
Maribyrnong (C)	2016	F	1	20879
Maribyrnong (C)	2016	M	0	17238
Maribyrnong (C)	2016	M	1	21164
Maroondah (C)	2006	F	0	4751
Maroondah (C)	2006	F	1	44634
Maroondah (C)	2006	M	0	4258
Maroondah (C)	2006	M	1	41808
Maroondah (C)	2011	F	0	6841
Maroondah (C)	2011	F	1	45091
Maroondah (C)	2011	M	0	6254
Maroondah (C)	2011	M	1	42680
Maroondah (C)	2016	F	0	9778
Maroondah (C)	2016	F	1	44768
Maroondah (C)	2016	M	0	8950
Maroondah (C)	2016	M	1	42250
Melbourne (C)	2006	F	0	13434
Melbourne (C)	2006	F	1	19415
Melbourne (C)	2006	M	0	11923
Melbourne (C)	2006	M	1	20269
Melbourne (C)	2011	F	0	18943
Melbourne (C)	2011	F	1	23293
Melbourne (C)	2011	M	0	16801
Melbourne (C)	2011	M	1	24148
Melbourne (C)	2016	F	0	35323
Melbourne (C)	2016	F	1	26927
Melbourne (C)	2016	M	0	30122
Melbourne (C)	2016	M	1	28079
Melton (C)	2006	F	0	9772
Melton (C)	2006	F	1	27762
Melton (C)	2006	M	0	9399
Melton (C)	2006	M	1	27646
Melton (C)	2011	F	0	16234
Melton (C)	2011	F	1	36107
Melton (C)	2011	M	0	15350
Melton (C)	2011	M	1	35784
Melton (C)	2016	F	0	22465
Melton (C)	2016	F	1	41820
Melton (C)	2016	M	0	21121
Melton (C)	2016	M	1	41164
Mildura (RC)	2006	F	0	2096
Mildura (RC)	2006	F	1	22287
Mildura (RC)	2006	M	0	2060
Mildura (RC)	2006	M	1	21263
Mildura (RC)	2011	F	0	2288
Mildura (RC)	2011	F	1	22475
Mildura (RC)	2011	M	0	2284
Mildura (RC)	2011	M	1	21442
Mildura (RC)	2016	F	0	2576
Mildura (RC)	2016	F	1	22633
Mildura (RC)	2016	M	0	2547
Mildura (RC)	2016	M	1	21652
Mitchell (S)	2006	F	0	799
Mitchell (S)	2006	F	1	13830
Mitchell (S)	2006	M	0	739
Mitchell (S)	2006	M	1	14124
Mitchell (S)	2011	F	0	994
Mitchell (S)	2011	F	1	15412
Mitchell (S)	2011	M	0	966
Mitchell (S)	2011	M	1	15534
Mitchell (S)	2016	F	0	1448
Mitchell (S)	2016	F	1	17237
Mitchell (S)	2016	M	0	1499
Mitchell (S)	2016	M	1	17450
Moira (S)	2006	F	0	569
Moira (S)	2006	F	1	12479
Moira (S)	2006	M	0	588
Moira (S)	2006	M	1	12350
Moira (S)	2011	F	0	647
Moira (S)	2011	F	1	12845
Moira (S)	2011	M	0	660
Moira (S)	2011	M	1	12598
Moira (S)	2016	F	0	665
Moira (S)	2016	F	1	12850
Moira (S)	2016	M	0	670
Moira (S)	2016	M	1	12705
Monash (C)	2006	F	0	31578
Monash (C)	2006	F	1	46430
Monash (C)	2006	M	0	30619
Monash (C)	2006	M	1	45013
Monash (C)	2011	F	0	38422
Monash (C)	2011	F	1	44546
Monash (C)	2011	M	0	36791
Monash (C)	2011	M	1	43619
Monash (C)	2016	F	0	47365
Monash (C)	2016	F	1	41442
Monash (C)	2016	M	0	44184
Monash (C)	2016	M	1	41500
Moonee Valley (C)	2006	F	0	15478
Moonee Valley (C)	2006	F	1	34650
Moonee Valley (C)	2006	M	0	13893
Moonee Valley (C)	2006	M	1	32438
Moonee Valley (C)	2011	F	0	16757
Moonee Valley (C)	2011	F	1	36149
Moonee Valley (C)	2011	M	0	15059
Moonee Valley (C)	2011	M	1	34397
Moonee Valley (C)	2016	F	0	18546
Moonee Valley (C)	2016	F	1	38277
Moonee Valley (C)	2016	M	0	16167
Moonee Valley (C)	2016	M	1	36940
Moorabool (S)	2006	F	0	474
Moorabool (S)	2006	F	1	11936
Moorabool (S)	2006	M	0	475
Moorabool (S)	2006	M	1	11681
Moorabool (S)	2011	F	0	657
Moorabool (S)	2011	F	1	12959
Moorabool (S)	2011	M	0	617
Moorabool (S)	2011	M	1	12820
Moorabool (S)	2016	F	0	856
Moorabool (S)	2016	F	1	14228
Moorabool (S)	2016	M	0	838
Moorabool (S)	2016	M	1	13931
Moreland (C)	2006	F	0	27575
Moreland (C)	2006	F	1	38497
Moreland (C)	2006	M	0	26013
Moreland (C)	2006	M	1	35630
Moreland (C)	2011	F	0	29605
Moreland (C)	2011	F	1	41931
Moreland (C)	2011	M	0	28466
Moreland (C)	2011	M	1	39414
Moreland (C)	2016	F	0	31694
Moreland (C)	2016	F	1	46580
Moreland (C)	2016	M	0	30344
Moreland (C)	2016	M	1	44447
Mornington Peninsula (S)	2006	F	0	3150
Mornington Peninsula (S)	2006	F	1	62357
Mornington Peninsula (S)	2006	M	0	2928
Mornington Peninsula (S)	2006	M	1	59167
Mornington Peninsula (S)	2011	F	0	3755
Mornington Peninsula (S)	2011	F	1	67243
Mornington Peninsula (S)	2011	M	0	3399
Mornington Peninsula (S)	2011	M	1	63383
Mornington Peninsula (S)	2016	F	0	4464
Mornington Peninsula (S)	2016	F	1	71089
Mornington Peninsula (S)	2016	M	0	3937
Mornington Peninsula (S)	2016	M	1	66706
Mount Alexander (S)	2006	F	0	176
Mount Alexander (S)	2006	F	1	7965
Mount Alexander (S)	2006	M	0	179
Mount Alexander (S)	2006	M	1	7537
Mount Alexander (S)	2011	F	0	254
Mount Alexander (S)	2011	F	1	8133
Mount Alexander (S)	2011	M	0	229
Mount Alexander (S)	2011	M	1	7680
Mount Alexander (S)	2016	F	0	338
Mount Alexander (S)	2016	F	1	8232
Mount Alexander (S)	2016	M	0	297
Mount Alexander (S)	2016	M	1	7709
Moyne (S)	2006	F	0	75
Moyne (S)	2006	F	1	7371
Moyne (S)	2006	M	0	86
Moyne (S)	2006	M	1	7276
Moyne (S)	2011	F	0	127
Moyne (S)	2011	F	1	7639
Moyne (S)	2011	M	0	113
Moyne (S)	2011	M	1	7494
Moyne (S)	2016	F	0	196
Moyne (S)	2016	F	1	7428
Moyne (S)	2016	M	0	156
Moyne (S)	2016	M	1	7463
Murrindindi (S)	2006	F	0	214
Murrindindi (S)	2006	F	1	6123
Murrindindi (S)	2006	M	0	194
Murrindindi (S)	2006	M	1	6292
Murrindindi (S)	2011	F	0	209
Murrindindi (S)	2011	F	1	5948
Murrindindi (S)	2011	M	0	228
Murrindindi (S)	2011	M	1	6029
Murrindindi (S)	2016	F	0	223
Murrindindi (S)	2016	F	1	5992
Murrindindi (S)	2016	M	0	215
Murrindindi (S)	2016	M	1	6164
Nillumbik (S)	2006	F	0	2301
Nillumbik (S)	2006	F	1	26916
Nillumbik (S)	2006	M	0	2154
Nillumbik (S)	2006	M	1	26541
Nillumbik (S)	2011	F	0	2628
Nillumbik (S)	2011	F	1	27021
Nillumbik (S)	2011	M	0	2261
Nillumbik (S)	2011	M	1	26865
Nillumbik (S)	2016	F	0	2991
Nillumbik (S)	2016	F	1	26786
Nillumbik (S)	2016	M	0	2645
Nillumbik (S)	2016	M	1	26381
Northern Grampians (S)	2006	F	0	105
Northern Grampians (S)	2006	F	1	5700
Northern Grampians (S)	2006	M	0	99
Northern Grampians (S)	2006	M	1	5615
Northern Grampians (S)	2011	F	0	136
Northern Grampians (S)	2011	F	1	5584
Northern Grampians (S)	2011	M	0	149
Northern Grampians (S)	2011	M	1	5503
Northern Grampians (S)	2016	F	0	188
Northern Grampians (S)	2016	F	1	5171
Northern Grampians (S)	2016	M	0	178
Northern Grampians (S)	2016	M	1	5090
Port Phillip (C)	2006	F	0	7782
Port Phillip (C)	2006	F	1	30282
Port Phillip (C)	2006	M	0	7178
Port Phillip (C)	2006	M	1	29161
Port Phillip (C)	2011	F	0	9336
Port Phillip (C)	2011	F	1	33475
Port Phillip (C)	2011	M	0	8662
Port Phillip (C)	2011	M	1	32630
Port Phillip (C)	2016	F	0	11008
Port Phillip (C)	2016	F	1	35484
Port Phillip (C)	2016	M	0	9754
Port Phillip (C)	2016	M	1	34474
Pyrenees (S)	2006	F	0	55
Pyrenees (S)	2006	F	1	3002
Pyrenees (S)	2006	M	0	71
Pyrenees (S)	2006	M	1	3076
Pyrenees (S)	2011	F	0	65
Pyrenees (S)	2011	F	1	3058
Pyrenees (S)	2011	M	0	64
Pyrenees (S)	2011	M	1	3099
Pyrenees (S)	2016	F	0	80
Pyrenees (S)	2016	F	1	3035
Pyrenees (S)	2016	M	0	74
Pyrenees (S)	2016	M	1	3087
Queenscliffe (B)	2006	F	0	57
Queenscliffe (B)	2006	F	1	1473
Queenscliffe (B)	2006	M	0	29
Queenscliffe (B)	2006	M	1	1304
Queenscliffe (B)	2011	F	0	39
Queenscliffe (B)	2011	F	1	1469
Queenscliffe (B)	2011	M	0	29
Queenscliffe (B)	2011	M	1	1321
Queenscliffe (B)	2016	F	0	54
Queenscliffe (B)	2016	F	1	1356
Queenscliffe (B)	2016	M	0	33
Queenscliffe (B)	2016	M	1	1181
South Gippsland (S)	2006	F	0	458
South Gippsland (S)	2006	F	1	11993
South Gippsland (S)	2006	M	0	384
South Gippsland (S)	2006	M	1	11804
South Gippsland (S)	2011	F	0	511
South Gippsland (S)	2011	F	1	12831
South Gippsland (S)	2011	M	0	435
South Gippsland (S)	2011	M	1	12448
South Gippsland (S)	2016	F	0	522
South Gippsland (S)	2016	F	1	12979
South Gippsland (S)	2016	M	0	449
South Gippsland (S)	2016	M	1	12534
Southern Grampians (S)	2006	F	0	144
Southern Grampians (S)	2006	F	1	8152
Southern Grampians (S)	2006	M	0	133
Southern Grampians (S)	2006	M	1	7793
Southern Grampians (S)	2011	F	0	169
Southern Grampians (S)	2011	F	1	7925
Southern Grampians (S)	2011	M	0	176
Southern Grampians (S)	2011	M	1	7595
Southern Grampians (S)	2016	F	0	228
Southern Grampians (S)	2016	F	1	7479
Southern Grampians (S)	2016	M	0	195
Southern Grampians (S)	2016	M	1	7121
Stonnington (C)	2006	F	0	9208
Stonnington (C)	2006	F	1	33882
Stonnington (C)	2006	M	0	8330
Stonnington (C)	2006	M	1	30832
Stonnington (C)	2011	F	0	10589
Stonnington (C)	2011	F	1	35012
Stonnington (C)	2011	M	0	9293
Stonnington (C)	2011	M	1	32403
Stonnington (C)	2016	F	0	13101
Stonnington (C)	2016	F	1	37507
Stonnington (C)	2016	M	0	10965
Stonnington (C)	2016	M	1	34713
Strathbogie (S)	2006	F	0	109
Strathbogie (S)	2006	F	1	4369
Strathbogie (S)	2006	M	0	113
Strathbogie (S)	2006	M	1	4312
Strathbogie (S)	2011	F	0	126
Strathbogie (S)	2011	F	1	4410
Strathbogie (S)	2011	M	0	131
Strathbogie (S)	2011	M	1	4382
Strathbogie (S)	2016	F	0	188
Strathbogie (S)	2016	F	1	4594
Strathbogie (S)	2016	M	0	158
Strathbogie (S)	2016	M	1	4512
Surf Coast (S)	2006	F	0	345
Surf Coast (S)	2006	F	1	10073
Surf Coast (S)	2006	M	0	339
Surf Coast (S)	2006	M	1	9962
Surf Coast (S)	2011	F	0	486
Surf Coast (S)	2011	F	1	12063
Surf Coast (S)	2011	M	0	405
Surf Coast (S)	2011	M	1	11873
Surf Coast (S)	2016	F	0	621
Surf Coast (S)	2016	F	1	13395
Surf Coast (S)	2016	M	0	559
Surf Coast (S)	2016	M	1	13175
Swan Hill (RC)	2006	F	0	858
Swan Hill (RC)	2006	F	1	8900
Swan Hill (RC)	2006	M	0	995
Swan Hill (RC)	2006	M	1	8791
Swan Hill (RC)	2011	F	0	1125
Swan Hill (RC)	2011	F	1	8525
Swan Hill (RC)	2011	M	0	1281
Swan Hill (RC)	2011	M	1	8474
Swan Hill (RC)	2016	F	0	1147
Swan Hill (RC)	2016	F	1	7892
Swan Hill (RC)	2016	M	0	1229
Swan Hill (RC)	2016	M	1	7822
Towong (S)	2006	F	0	55
Towong (S)	2006	F	1	2821
Towong (S)	2006	M	0	45
Towong (S)	2006	M	1	2897
Towong (S)	2011	F	0	47
Towong (S)	2011	F	1	2804
Towong (S)	2011	M	0	63
Towong (S)	2011	M	1	2855
Towong (S)	2016	F	0	80
Towong (S)	2016	F	1	2622
Towong (S)	2016	M	0	75
Towong (S)	2016	M	1	2773
Wangaratta (RC)	2006	F	0	655
Wangaratta (RC)	2006	F	1	12468
Wangaratta (RC)	2006	M	0	590
Wangaratta (RC)	2006	M	1	11838
Wangaratta (RC)	2011	F	0	659
Wangaratta (RC)	2011	F	1	12721
Wangaratta (RC)	2011	M	0	586
Wangaratta (RC)	2011	M	1	11994
Wangaratta (RC)	2016	F	0	678
Wangaratta (RC)	2016	F	1	12865
Wangaratta (RC)	2016	M	0	625
Wangaratta (RC)	2016	M	1	12051
Warrnambool (C)	2006	F	0	327
Warrnambool (C)	2006	F	1	14823
Warrnambool (C)	2006	M	0	296
Warrnambool (C)	2006	M	1	13727
Warrnambool (C)	2011	F	0	501
Warrnambool (C)	2011	F	1	15251
Warrnambool (C)	2011	M	0	439
Warrnambool (C)	2011	M	1	14270
Warrnambool (C)	2016	F	0	733
Warrnambool (C)	2016	F	1	15525
Warrnambool (C)	2016	M	0	730
Warrnambool (C)	2016	M	1	14294
Wellington (S)	2006	F	0	606
Wellington (S)	2006	F	1	18522
Wellington (S)	2006	M	0	496
Wellington (S)	2006	M	1	18196
Wellington (S)	2011	F	0	699
Wellington (S)	2011	F	1	19136
Wellington (S)	2011	M	0	642
Wellington (S)	2011	M	1	18425
Wellington (S)	2016	F	0	853
Wellington (S)	2016	F	1	18855
Wellington (S)	2016	M	0	765
Wellington (S)	2016	M	1	18503
West Wimmera (S)	2006	F	0	38
West Wimmera (S)	2006	F	1	2123
West Wimmera (S)	2006	M	0	28
West Wimmera (S)	2006	M	1	2185
