LGA_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Playford (C)	2011	F	0	3767
Playford (C)	2011	F	1	34350
Playford (C)	2011	M	0	3671
Playford (C)	2011	M	1	33737
Playford (C)	2016	F	0	5651
Playford (C)	2016	F	1	36490
Playford (C)	2016	M	0	5486
Playford (C)	2016	M	1	35791
Port Adelaide Enfield (C)	2006	F	0	11849
Port Adelaide Enfield (C)	2006	F	1	37609
Port Adelaide Enfield (C)	2006	M	0	11604
Port Adelaide Enfield (C)	2006	M	1	35431
Port Adelaide Enfield (C)	2011	F	0	15866
Port Adelaide Enfield (C)	2011	F	1	38225
Port Adelaide Enfield (C)	2011	M	0	15778
Port Adelaide Enfield (C)	2011	M	1	37058
Port Adelaide Enfield (C)	2016	F	0	19778
Port Adelaide Enfield (C)	2016	F	1	38027
Port Adelaide Enfield (C)	2016	M	0	19393
Port Adelaide Enfield (C)	2016	M	1	36930
Port Augusta (C)	2006	F	0	279
Port Augusta (C)	2006	F	1	6169
Port Augusta (C)	2006	M	0	227
Port Augusta (C)	2006	M	1	5941
Port Augusta (C)	2011	F	0	317
Port Augusta (C)	2011	F	1	5978
Port Augusta (C)	2011	M	0	263
Port Augusta (C)	2011	M	1	5866
Port Augusta (C)	2016	F	0	319
Port Augusta (C)	2016	F	1	5865
Port Augusta (C)	2016	M	0	282
Port Augusta (C)	2016	M	1	5617
Port Lincoln (C)	2006	F	0	217
Port Lincoln (C)	2006	F	1	6250
Port Lincoln (C)	2006	M	0	206
Port Lincoln (C)	2006	M	1	6170
Port Lincoln (C)	2011	F	0	260
Port Lincoln (C)	2011	F	1	6704
Port Lincoln (C)	2011	M	0	216
Port Lincoln (C)	2011	M	1	6367
Port Lincoln (C)	2016	F	0	285
Port Lincoln (C)	2016	F	1	6326
Port Lincoln (C)	2016	M	0	228
Port Lincoln (C)	2016	M	1	6149
Port Pirie City and Dists (M)	2006	F	0	338
Port Pirie City and Dists (M)	2006	F	1	8105
Port Pirie City and Dists (M)	2006	M	0	311
Port Pirie City and Dists (M)	2006	M	1	7758
Port Pirie City and Dists (M)	2011	F	0	380
Port Pirie City and Dists (M)	2011	F	1	8184
Port Pirie City and Dists (M)	2011	M	0	333
Port Pirie City and Dists (M)	2011	M	1	7878
Port Pirie City and Dists (M)	2016	F	0	408
Port Pirie City and Dists (M)	2016	F	1	7904
Port Pirie City and Dists (M)	2016	M	0	330
Port Pirie City and Dists (M)	2016	M	1	7656
Prospect (C)	2006	F	0	1919
Prospect (C)	2006	F	1	7371
Prospect (C)	2006	M	0	2042
Prospect (C)	2006	M	1	7096
Prospect (C)	2011	F	0	2505
Prospect (C)	2011	F	1	7260
Prospect (C)	2011	M	0	2535
Prospect (C)	2011	M	1	6974
Prospect (C)	2016	F	0	2652
Prospect (C)	2016	F	1	7115
Prospect (C)	2016	M	0	2715
Prospect (C)	2016	M	1	7130
Renmark Paringa (DC)	2006	F	0	598
Renmark Paringa (DC)	2006	F	1	3878
Renmark Paringa (DC)	2006	M	0	631
Renmark Paringa (DC)	2006	M	1	3841
Renmark Paringa (DC)	2011	F	0	637
Renmark Paringa (DC)	2011	F	1	3761
Renmark Paringa (DC)	2011	M	0	688
Renmark Paringa (DC)	2011	M	1	3656
Renmark Paringa (DC)	2016	F	0	626
Renmark Paringa (DC)	2016	F	1	3794
Renmark Paringa (DC)	2016	M	0	667
Renmark Paringa (DC)	2016	M	1	3713
Robe (DC)	2006	F	0	6
Robe (DC)	2006	F	1	619
Robe (DC)	2006	M	0	3
Robe (DC)	2006	M	1	616
Robe (DC)	2011	F	0	13
Robe (DC)	2011	F	1	631
Robe (DC)	2011	M	0	12
Robe (DC)	2011	M	1	674
Robe (DC)	2016	F	0	17
Robe (DC)	2016	F	1	600
Robe (DC)	2016	M	0	17
Robe (DC)	2016	M	1	634
Roxby Downs (M)	2006	F	0	89
Roxby Downs (M)	2006	F	1	1621
Roxby Downs (M)	2006	M	0	103
Roxby Downs (M)	2006	M	1	2000
Roxby Downs (M)	2011	F	0	163
Roxby Downs (M)	2011	F	1	1683
Roxby Downs (M)	2011	M	0	190
Roxby Downs (M)	2011	M	1	2200
Roxby Downs (M)	2016	F	0	136
Roxby Downs (M)	2016	F	1	1428
Roxby Downs (M)	2016	M	0	163
Roxby Downs (M)	2016	M	1	1831
Salisbury (C)	2006	F	0	10778
Salisbury (C)	2006	F	1	46256
Salisbury (C)	2006	M	0	10467
Salisbury (C)	2006	M	1	45619
Salisbury (C)	2011	F	0	14451
Salisbury (C)	2011	F	1	47757
Salisbury (C)	2011	M	0	13889
Salisbury (C)	2011	M	1	47369
Salisbury (C)	2016	F	0	19601
Salisbury (C)	2016	F	1	46370
Salisbury (C)	2016	M	0	19099
Salisbury (C)	2016	M	1	46299
Southern Mallee (DC)	2006	F	0	22
Southern Mallee (DC)	2006	F	1	999
Southern Mallee (DC)	2006	M	0	22
Southern Mallee (DC)	2006	M	1	1057
Southern Mallee (DC)	2011	F	0	41
Southern Mallee (DC)	2011	F	1	959
Southern Mallee (DC)	2011	M	0	30
Southern Mallee (DC)	2011	M	1	1005
Southern Mallee (DC)	2016	F	0	46
Southern Mallee (DC)	2016	F	1	867
Southern Mallee (DC)	2016	M	0	56
Southern Mallee (DC)	2016	M	1	906
Streaky Bay (DC)	2006	F	0	6
Streaky Bay (DC)	2006	F	1	906
Streaky Bay (DC)	2006	M	0	8
Streaky Bay (DC)	2006	M	1	1012
Streaky Bay (DC)	2011	F	0	20
Streaky Bay (DC)	2011	F	1	931
Streaky Bay (DC)	2011	M	0	14
Streaky Bay (DC)	2011	M	1	1010
Streaky Bay (DC)	2016	F	0	13
Streaky Bay (DC)	2016	F	1	897
Streaky Bay (DC)	2016	M	0	14
Streaky Bay (DC)	2016	M	1	999
Tatiara (DC)	2006	F	0	72
Tatiara (DC)	2006	F	1	3111
Tatiara (DC)	2006	M	0	103
Tatiara (DC)	2006	M	1	3332
Tatiara (DC)	2011	F	0	172
Tatiara (DC)	2011	F	1	2958
Tatiara (DC)	2011	M	0	195
Tatiara (DC)	2011	M	1	3112
Tatiara (DC)	2016	F	0	152
Tatiara (DC)	2016	F	1	2740
Tatiara (DC)	2016	M	0	250
Tatiara (DC)	2016	M	1	2934
Tea Tree Gully (C)	2006	F	0	4481
Tea Tree Gully (C)	2006	F	1	43156
Tea Tree Gully (C)	2006	M	0	4205
Tea Tree Gully (C)	2006	M	1	41551
Tea Tree Gully (C)	2011	F	0	5396
Tea Tree Gully (C)	2011	F	1	42018
Tea Tree Gully (C)	2011	M	0	5009
Tea Tree Gully (C)	2011	M	1	40565
Tea Tree Gully (C)	2016	F	0	6513
Tea Tree Gully (C)	2016	F	1	41636
Tea Tree Gully (C)	2016	M	0	5837
Tea Tree Gully (C)	2016	M	1	40302
The Coorong (DC)	2006	F	0	84
The Coorong (DC)	2006	F	1	2596
The Coorong (DC)	2006	M	0	69
The Coorong (DC)	2006	M	1	2682
The Coorong (DC)	2011	F	0	94
The Coorong (DC)	2011	F	1	2427
The Coorong (DC)	2011	M	0	75
The Coorong (DC)	2011	M	1	2568
The Coorong (DC)	2016	F	0	114
The Coorong (DC)	2016	F	1	2335
The Coorong (DC)	2016	M	0	97
The Coorong (DC)	2016	M	1	2487
Tumby Bay (DC)	2006	F	0	12
Tumby Bay (DC)	2006	F	1	1176
Tumby Bay (DC)	2006	M	0	6
Tumby Bay (DC)	2006	M	1	1253
Tumby Bay (DC)	2011	F	0	21
Tumby Bay (DC)	2011	F	1	1258
Tumby Bay (DC)	2011	M	0	13
Tumby Bay (DC)	2011	M	1	1257
Tumby Bay (DC)	2016	F	0	10
Tumby Bay (DC)	2016	F	1	1243
Tumby Bay (DC)	2016	M	0	13
Tumby Bay (DC)	2016	M	1	1211
Unley (C)	2006	F	0	2958
Unley (C)	2006	F	1	15367
Unley (C)	2006	M	0	2591
Unley (C)	2006	M	1	13444
Unley (C)	2011	F	0	3409
Unley (C)	2011	F	1	15294
Unley (C)	2011	M	0	3003
Unley (C)	2011	M	1	13543
Unley (C)	2016	F	0	3897
Unley (C)	2016	F	1	15180
Unley (C)	2016	M	0	3410
Unley (C)	2016	M	1	13511
Victor Harbor (C)	2006	F	0	159
Victor Harbor (C)	2006	F	1	5843
Victor Harbor (C)	2006	M	0	131
Victor Harbor (C)	2006	M	1	5293
Victor Harbor (C)	2011	F	0	206
Victor Harbor (C)	2011	F	1	6682
Victor Harbor (C)	2011	M	0	197
Victor Harbor (C)	2011	M	1	5976
Victor Harbor (C)	2016	F	0	250
Victor Harbor (C)	2016	F	1	7088
Victor Harbor (C)	2016	M	0	214
Victor Harbor (C)	2016	M	1	6299
Wakefield (DC)	2006	F	0	32
Wakefield (DC)	2006	F	1	2995
Wakefield (DC)	2006	M	0	40
Wakefield (DC)	2006	M	1	2997
Wakefield (DC)	2011	F	0	88
Wakefield (DC)	2011	F	1	3068
Wakefield (DC)	2011	M	0	93
Wakefield (DC)	2011	M	1	3149
Wakefield (DC)	2016	F	0	120
Wakefield (DC)	2016	F	1	3023
Wakefield (DC)	2016	M	0	138
Wakefield (DC)	2016	M	1	3123
Walkerville (M)	2006	F	0	460
Walkerville (M)	2006	F	1	3000
Walkerville (M)	2006	M	0	438
Walkerville (M)	2006	M	1	2681
Walkerville (M)	2011	F	0	661
Walkerville (M)	2011	F	1	2799
Walkerville (M)	2011	M	0	604
Walkerville (M)	2011	M	1	2620
Walkerville (M)	2016	F	0	887
Walkerville (M)	2016	F	1	2809
Walkerville (M)	2016	M	0	748
Walkerville (M)	2016	M	1	2742
Wattle Range (DC)	2006	F	0	148
Wattle Range (DC)	2006	F	1	5521
Wattle Range (DC)	2006	M	0	139
Wattle Range (DC)	2006	M	1	5650
Wattle Range (DC)	2011	F	0	147
Wattle Range (DC)	2011	F	1	5472
Wattle Range (DC)	2011	M	0	121
Wattle Range (DC)	2011	M	1	5571
Wattle Range (DC)	2016	F	0	165
Wattle Range (DC)	2016	F	1	5245
Wattle Range (DC)	2016	M	0	136
Wattle Range (DC)	2016	M	1	5375
West Torrens (C)	2006	F	0	6864
West Torrens (C)	2006	F	1	18740
West Torrens (C)	2006	M	0	6464
West Torrens (C)	2006	M	1	17804
West Torrens (C)	2011	F	0	8205
West Torrens (C)	2011	F	1	18803
West Torrens (C)	2011	M	0	7798
West Torrens (C)	2011	M	1	17932
West Torrens (C)	2016	F	0	9182
West Torrens (C)	2016	F	1	19028
West Torrens (C)	2016	M	0	8663
West Torrens (C)	2016	M	1	18215
Whyalla (C)	2006	F	0	535
Whyalla (C)	2006	F	1	9530
Whyalla (C)	2006	M	0	540
Whyalla (C)	2006	M	1	9743
Whyalla (C)	2011	F	0	660
Whyalla (C)	2011	F	1	9731
Whyalla (C)	2011	M	0	656
Whyalla (C)	2011	M	1	9869
Whyalla (C)	2016	F	0	689
Whyalla (C)	2016	F	1	9467
Whyalla (C)	2016	M	0	657
Whyalla (C)	2016	M	1	9494
Wudinna (DC)	2006	F	0	7
Wudinna (DC)	2006	F	1	619
Wudinna (DC)	2006	M	0	10
Wudinna (DC)	2006	M	1	652
Wudinna (DC)	2011	F	0	11
Wudinna (DC)	2011	F	1	589
Wudinna (DC)	2011	M	0	14
Wudinna (DC)	2011	M	1	610
Wudinna (DC)	2016	F	0	5
Wudinna (DC)	2016	F	1	555
Wudinna (DC)	2016	M	0	11
Wudinna (DC)	2016	M	1	592
Yankalilla (DC)	2006	F	0	64
Yankalilla (DC)	2006	F	1	1881
Yankalilla (DC)	2006	M	0	56
Yankalilla (DC)	2006	M	1	1864
Yankalilla (DC)	2011	F	0	30
Yankalilla (DC)	2011	F	1	2129
Yankalilla (DC)	2011	M	0	40
Yankalilla (DC)	2011	M	1	2063
Yankalilla (DC)	2016	F	0	67
Yankalilla (DC)	2016	F	1	2376
Yankalilla (DC)	2016	M	0	64
Yankalilla (DC)	2016	M	1	2307
Yorke Peninsula (DC)	2006	F	0	65
Yorke Peninsula (DC)	2006	F	1	5233
Yorke Peninsula (DC)	2006	M	0	88
Yorke Peninsula (DC)	2006	M	1	5418
Yorke Peninsula (DC)	2011	F	0	78
Yorke Peninsula (DC)	2011	F	1	5186
Yorke Peninsula (DC)	2011	M	0	82
Yorke Peninsula (DC)	2011	M	1	5386
Yorke Peninsula (DC)	2016	F	0	83
Yorke Peninsula (DC)	2016	F	1	4978
Yorke Peninsula (DC)	2016	M	0	89
Yorke Peninsula (DC)	2016	M	1	5297
Unincorporated SA	2006	F	0	138
Unincorporated SA	2006	F	1	1351
Unincorporated SA	2006	M	0	173
Unincorporated SA	2006	M	1	1749
Unincorporated SA	2011	F	0	160
Unincorporated SA	2011	F	1	1338
Unincorporated SA	2011	M	0	183
Unincorporated SA	2011	M	1	2122
Unincorporated SA	2016	F	0	175
Unincorporated SA	2016	F	1	980
Unincorporated SA	2016	M	0	231
Unincorporated SA	2016	M	1	1561
No usual address (SA)	2006	F	0	145
No usual address (SA)	2006	F	1	890
No usual address (SA)	2006	M	0	163
No usual address (SA)	2006	M	1	1189
No usual address (SA)	2011	F	0	157
No usual address (SA)	2011	F	1	943
No usual address (SA)	2011	M	0	184
No usual address (SA)	2011	M	1	1281
No usual address (SA)	2016	F	0	150
No usual address (SA)	2016	F	1	769
No usual address (SA)	2016	M	0	196
No usual address (SA)	2016	M	1	1167
Migratory - Offshore - Shipping (SA)	2006	F	0	0
Migratory - Offshore - Shipping (SA)	2006	F	1	0
Migratory - Offshore - Shipping (SA)	2006	M	0	4
Migratory - Offshore - Shipping (SA)	2006	M	1	3
Migratory - Offshore - Shipping (SA)	2011	F	0	0
Migratory - Offshore - Shipping (SA)	2011	F	1	0
Migratory - Offshore - Shipping (SA)	2011	M	0	3
Migratory - Offshore - Shipping (SA)	2011	M	1	7
Migratory - Offshore - Shipping (SA)	2016	F	0	0
Migratory - Offshore - Shipping (SA)	2016	F	1	0
Migratory - Offshore - Shipping (SA)	2016	M	0	4
Migratory - Offshore - Shipping (SA)	2016	M	1	4
Albany (C)	2006	F	0	564
Albany (C)	2006	F	1	14727
Albany (C)	2006	M	0	587
Albany (C)	2006	M	1	14166
Albany (C)	2011	F	0	956
Albany (C)	2011	F	1	15570
Albany (C)	2011	M	0	806
Albany (C)	2011	M	1	14811
Albany (C)	2016	F	0	1186
Albany (C)	2016	F	1	16265
Albany (C)	2016	M	0	1005
Albany (C)	2016	M	1	15526
Armadale (C)	2006	F	0	1530
Armadale (C)	2006	F	1	22561
Armadale (C)	2006	M	0	1375
Armadale (C)	2006	M	1	22149
Armadale (C)	2011	F	0	3144
Armadale (C)	2011	F	1	26487
Armadale (C)	2011	M	0	2867
Armadale (C)	2011	M	1	26290
Armadale (C)	2016	F	0	7672
Armadale (C)	2016	F	1	29951
Armadale (C)	2016	M	0	7247
Armadale (C)	2016	M	1	29807
Ashburton (S)	2006	F	0	190
Ashburton (S)	2006	F	1	2240
Ashburton (S)	2006	M	0	202
Ashburton (S)	2006	M	1	2815
Ashburton (S)	2011	F	0	272
Ashburton (S)	2011	F	1	2879
Ashburton (S)	2011	M	0	439
Ashburton (S)	2011	M	1	4972
Ashburton (S)	2016	F	0	372
Ashburton (S)	2016	F	1	2822
Ashburton (S)	2016	M	0	1122
Ashburton (S)	2016	M	1	6566
Augusta-Margaret River (S)	2006	F	0	162
Augusta-Margaret River (S)	2006	F	1	4693
Augusta-Margaret River (S)	2006	M	0	146
Augusta-Margaret River (S)	2006	M	1	4711
Augusta-Margaret River (S)	2011	F	0	333
Augusta-Margaret River (S)	2011	F	1	5148
Augusta-Margaret River (S)	2011	M	0	299
Augusta-Margaret River (S)	2011	M	1	5140
Augusta-Margaret River (S)	2016	F	0	512
Augusta-Margaret River (S)	2016	F	1	6077
Augusta-Margaret River (S)	2016	M	0	448
Augusta-Margaret River (S)	2016	M	1	6067
Bassendean (T)	2006	F	0	849
Bassendean (T)	2006	F	1	5768
Bassendean (T)	2006	M	0	746
Bassendean (T)	2006	M	1	5520
Bassendean (T)	2011	F	0	968
Bassendean (T)	2011	F	1	5955
Bassendean (T)	2011	M	0	915
Bassendean (T)	2011	M	1	5907
Bassendean (T)	2016	F	0	1228
Bassendean (T)	2016	F	1	6000
Bassendean (T)	2016	M	0	1043
Bassendean (T)	2016	M	1	5954
Bayswater (C)	2006	F	0	6256
Bayswater (C)	2006	F	1	20300
Bayswater (C)	2006	M	0	5965
Bayswater (C)	2006	M	1	20051
Bayswater (C)	2011	F	0	8160
Bayswater (C)	2011	F	1	21040
Bayswater (C)	2011	M	0	7915
Bayswater (C)	2011	M	1	20936
Bayswater (C)	2016	F	0	9477
Bayswater (C)	2016	F	1	21040
Bayswater (C)	2016	M	0	8876
Bayswater (C)	2016	M	1	21301
Belmont (C)	2006	F	0	2362
Belmont (C)	2006	F	1	11803
Belmont (C)	2006	M	0	2173
Belmont (C)	2006	M	1	11531
Belmont (C)	2011	F	0	4146
Belmont (C)	2011	F	1	12028
Belmont (C)	2011	M	0	4239
Belmont (C)	2011	M	1	12140
Belmont (C)	2016	F	0	5747
Belmont (C)	2016	F	1	11772
Belmont (C)	2016	M	0	5971
Belmont (C)	2016	M	1	12132
Beverley (S)	2006	F	0	18
Beverley (S)	2006	F	1	702
Beverley (S)	2006	M	0	17
Beverley (S)	2006	M	1	749
Beverley (S)	2011	F	0	27
Beverley (S)	2011	F	1	701
Beverley (S)	2011	M	0	27
Beverley (S)	2011	M	1	743
Beverley (S)	2016	F	0	44
Beverley (S)	2016	F	1	717
Beverley (S)	2016	M	0	36
Beverley (S)	2016	M	1	746
Boddington (S)	2006	F	0	14
Boddington (S)	2006	F	1	611
Boddington (S)	2006	M	0	6
Boddington (S)	2006	M	1	672
Boddington (S)	2011	F	0	44
Boddington (S)	2011	F	1	733
Boddington (S)	2011	M	0	62
Boddington (S)	2011	M	1	1016
Boddington (S)	2016	F	0	48
Boddington (S)	2016	F	1	754
Boddington (S)	2016	M	0	52
Boddington (S)	2016	M	1	846
Boyup Brook (S)	2006	F	0	18
Boyup Brook (S)	2006	F	1	690
Boyup Brook (S)	2006	M	0	9
Boyup Brook (S)	2006	M	1	724
Boyup Brook (S)	2011	F	0	33
Boyup Brook (S)	2011	F	1	749
Boyup Brook (S)	2011	M	0	21
Boyup Brook (S)	2011	M	1	747
Boyup Brook (S)	2016	F	0	26
Boyup Brook (S)	2016	F	1	757
Boyup Brook (S)	2016	M	0	18
Boyup Brook (S)	2016	M	1	772
Bridgetown-Greenbushes (S)	2006	F	0	52
Bridgetown-Greenbushes (S)	2006	F	1	1884
Bridgetown-Greenbushes (S)	2006	M	0	44
Bridgetown-Greenbushes (S)	2006	M	1	1826
Bridgetown-Greenbushes (S)	2011	F	0	70
Bridgetown-Greenbushes (S)	2011	F	1	2091
Bridgetown-Greenbushes (S)	2011	M	0	68
Bridgetown-Greenbushes (S)	2011	M	1	1998
Bridgetown-Greenbushes (S)	2016	F	0	85
Bridgetown-Greenbushes (S)	2016	F	1	2129
Bridgetown-Greenbushes (S)	2016	M	0	65
Bridgetown-Greenbushes (S)	2016	M	1	2027
Brookton (S)	2006	F	0	11
Brookton (S)	2006	F	1	465
Brookton (S)	2006	M	0	11
Brookton (S)	2006	M	1	453
Brookton (S)	2011	F	0	8
Brookton (S)	2011	F	1	421
Brookton (S)	2011	M	0	5
Brookton (S)	2011	M	1	435
Brookton (S)	2016	F	0	15
Brookton (S)	2016	F	1	403
Brookton (S)	2016	M	0	17
Brookton (S)	2016	M	1	420
Broome (S)	2006	F	0	311
Broome (S)	2006	F	1	5073
Broome (S)	2006	M	0	304
Broome (S)	2006	M	1	5296
Broome (S)	2011	F	0	741
Broome (S)	2011	F	1	5913
Broome (S)	2011	M	0	651
Broome (S)	2011	M	1	6098
Broome (S)	2016	F	0	972
Broome (S)	2016	F	1	6154
Broome (S)	2016	M	0	897
Broome (S)	2016	M	1	6157
Broomehill-Tambellup (S)	2006	F	0	13
Broomehill-Tambellup (S)	2006	F	1	467
Broomehill-Tambellup (S)	2006	M	0	10
Broomehill-Tambellup (S)	2006	M	1	521
Broomehill-Tambellup (S)	2011	F	0	24
Broomehill-Tambellup (S)	2011	F	1	525
Broomehill-Tambellup (S)	2011	M	0	19
Broomehill-Tambellup (S)	2011	M	1	525
Broomehill-Tambellup (S)	2016	F	0	15
Broomehill-Tambellup (S)	2016	F	1	481
Broomehill-Tambellup (S)	2016	M	0	16
Broomehill-Tambellup (S)	2016	M	1	493
Bruce Rock (S)	2006	F	0	11
Bruce Rock (S)	2006	F	1	441
Bruce Rock (S)	2006	M	0	10
Bruce Rock (S)	2006	M	1	461
Bruce Rock (S)	2011	F	0	10
Bruce Rock (S)	2011	F	1	445
Bruce Rock (S)	2011	M	0	11
Bruce Rock (S)	2011	M	1	452
Bruce Rock (S)	2016	F	0	19
Bruce Rock (S)	2016	F	1	390
Bruce Rock (S)	2016	M	0	18
Bruce Rock (S)	2016	M	1	425
Bunbury (C)	2006	F	0	831
Bunbury (C)	2006	F	1	13395
Bunbury (C)	2006	M	0	724
Bunbury (C)	2006	M	1	12778
Bunbury (C)	2011	F	0	1176
Bunbury (C)	2011	F	1	13714
Bunbury (C)	2011	M	0	1192
Bunbury (C)	2011	M	1	13064
Bunbury (C)	2016	F	0	1542
Bunbury (C)	2016	F	1	13588
Bunbury (C)	2016	M	0	1407
Bunbury (C)	2016	M	1	12721
Busselton (C)	2006	F	0	348
Busselton (C)	2006	F	1	11894
Busselton (C)	2006	M	0	307
Busselton (C)	2006	M	1	11543
Busselton (C)	2011	F	0	580
Busselton (C)	2011	F	1	14280
Busselton (C)	2011	M	0	542
Busselton (C)	2011	M	1	13513
Busselton (C)	2016	F	0	945
Busselton (C)	2016	F	1	16573
Busselton (C)	2016	M	0	769
Busselton (C)	2016	M	1	15822
Cambridge (T)	2006	F	0	1214
Cambridge (T)	2006	F	1	10306
Cambridge (T)	2006	M	0	995
Cambridge (T)	2006	M	1	9832
Cambridge (T)	2011	F	0	1600
Cambridge (T)	2011	F	1	10667
Cambridge (T)	2011	M	0	1365
Cambridge (T)	2011	M	1	10320
Cambridge (T)	2016	F	0	2010
Cambridge (T)	2016	F	1	10973
Cambridge (T)	2016	M	0	1698
Cambridge (T)	2016	M	1	10736
Canning (C)	2006	F	0	9001
Canning (C)	2006	F	1	28477
Canning (C)	2006	M	0	8453
Canning (C)	2006	M	1	27588
Canning (C)	2011	F	0	13531
Canning (C)	2011	F	1	27439
Canning (C)	2011	M	0	13539
Canning (C)	2011	M	1	27116
Canning (C)	2016	F	0	17821
Canning (C)	2016	F	1	25016
Canning (C)	2016	M	0	17991
Canning (C)	2016	M	1	25074
Capel (S)	2006	F	0	168
Capel (S)	2006	F	1	4785
Capel (S)	2006	M	0	135
Capel (S)	2006	M	1	4723
Capel (S)	2011	F	0	451
Capel (S)	2011	F	1	6562
Capel (S)	2011	M	0	404
Capel (S)	2011	M	1	6462
Capel (S)	2016	F	0	733
Capel (S)	2016	F	1	7533
Capel (S)	2016	M	0	635
Capel (S)	2016	M	1	7232
Carnamah (S)	2006	F	0	5
Carnamah (S)	2006	F	1	313
Carnamah (S)	2006	M	0	3
Carnamah (S)	2006	M	1	354
Carnamah (S)	2011	F	0	7
Carnamah (S)	2011	F	1	236
Carnamah (S)	2011	M	0	12
Carnamah (S)	2011	M	1	254
Carnamah (S)	2016	F	0	8
Carnamah (S)	2016	F	1	221
Carnamah (S)	2016	M	0	17
Carnamah (S)	2016	M	1	260
Carnarvon (S)	2006	F	0	264
Carnarvon (S)	2006	F	1	2284
Carnarvon (S)	2006	M	0	283
Carnarvon (S)	2006	M	1	2412
Carnarvon (S)	2011	F	0	308
Carnarvon (S)	2011	F	1	2203
Carnarvon (S)	2011	M	0	291
Carnarvon (S)	2011	M	1	2348
Carnarvon (S)	2016	F	0	353
Carnarvon (S)	2016	F	1	1888
Carnarvon (S)	2016	M	0	351
Carnarvon (S)	2016	M	1	2075
Chapman Valley (S)	2006	F	0	8
Chapman Valley (S)	2006	F	1	420
Chapman Valley (S)	2006	M	0	6
Chapman Valley (S)	2006	M	1	456
Chapman Valley (S)	2011	F	0	17
Chapman Valley (S)	2011	F	1	527
Chapman Valley (S)	2011	M	0	13
Chapman Valley (S)	2011	M	1	558
Chapman Valley (S)	2016	F	0	18
Chapman Valley (S)	2016	F	1	597
Chapman Valley (S)	2016	M	0	17
Chapman Valley (S)	2016	M	1	606
Chittering (S)	2006	F	0	38
Chittering (S)	2006	F	1	1627
Chittering (S)	2006	M	0	46
Chittering (S)	2006	M	1	1662
Chittering (S)	2011	F	0	79
Chittering (S)	2011	F	1	2018
Chittering (S)	2011	M	0	83
Chittering (S)	2011	M	1	2053
Chittering (S)	2016	F	0	99
Chittering (S)	2016	F	1	2380
Chittering (S)	2016	M	0	89
Chittering (S)	2016	M	1	2443
Claremont (T)	2006	F	0	373
Claremont (T)	2006	F	1	4015
Claremont (T)	2006	M	0	379
Claremont (T)	2006	M	1	3601
Claremont (T)	2011	F	0	542
Claremont (T)	2011	F	1	3999
Claremont (T)	2011	M	0	453
Claremont (T)	2011	M	1	3630
Claremont (T)	2016	F	0	655
Claremont (T)	2016	F	1	4129
Claremont (T)	2016	M	0	588
Claremont (T)	2016	M	1	3917
Cockburn (C)	2006	F	0	6197
Cockburn (C)	2006	F	1	29306
Cockburn (C)	2006	M	0	6031
Cockburn (C)	2006	M	1	28747
Cockburn (C)	2011	F	0	8717
Cockburn (C)	2011	F	1	34534
Cockburn (C)	2011	M	0	8388
Cockburn (C)	2011	M	1	34192
Cockburn (C)	2016	F	0	11596
Cockburn (C)	2016	F	1	38133
Cockburn (C)	2016	M	0	10863
Cockburn (C)	2016	M	1	37458
Collie (S)	2006	F	0	156
Collie (S)	2006	F	1	3839
Collie (S)	2006	M	0	130
Collie (S)	2006	M	1	3949
Collie (S)	2011	F	0	153
Collie (S)	2011	F	1	3928
Collie (S)	2011	M	0	198
Collie (S)	2011	M	1	4372
Collie (S)	2016	F	0	150
Collie (S)	2016	F	1	3862
Collie (S)	2016	M	0	132
Collie (S)	2016	M	1	3922
Coolgardie (S)	2006	F	0	112
Coolgardie (S)	2006	F	1	1416
Coolgardie (S)	2006	M	0	105
Coolgardie (S)	2006	M	1	1729
Coolgardie (S)	2011	F	0	137
Coolgardie (S)	2011	F	1	1490
Coolgardie (S)	2011	M	0	122
Coolgardie (S)	2011	M	1	1799
Coolgardie (S)	2016	F	0	120
Coolgardie (S)	2016	F	1	1361
Coolgardie (S)	2016	M	0	107
Coolgardie (S)	2016	M	1	1555
Coorow (S)	2006	F	0	12
Coorow (S)	2006	F	1	497
Coorow (S)	2006	M	0	12
Coorow (S)	2006	M	1	629
Coorow (S)	2011	F	0	11
Coorow (S)	2011	F	1	460
Coorow (S)	2011	M	0	9
Coorow (S)	2011	M	1	527
Coorow (S)	2016	F	0	11
Coorow (S)	2016	F	1	423
Coorow (S)	2016	M	0	5
Coorow (S)	2016	M	1	521
Corrigin (S)	2006	F	0	13
Corrigin (S)	2006	F	1	509
Corrigin (S)	2006	M	0	9
Corrigin (S)	2006	M	1	554
Corrigin (S)	2011	F	0	9
Corrigin (S)	2011	F	1	495
Corrigin (S)	2011	M	0	7
Corrigin (S)	2011	M	1	512
Corrigin (S)	2016	F	0	13
Corrigin (S)	2016	F	1	478
Corrigin (S)	2016	M	0	15
Corrigin (S)	2016	M	1	517
Cottesloe (T)	2006	F	0	185
Cottesloe (T)	2006	F	1	3171
Cottesloe (T)	2006	M	0	168
Cottesloe (T)	2006	M	1	2912
Cottesloe (T)	2011	F	0	251
Cottesloe (T)	2011	F	1	3275
Cottesloe (T)	2011	M	0	200
Cottesloe (T)	2011	M	1	3177
Cottesloe (T)	2016	F	0	271
Cottesloe (T)	2016	F	1	3344
