LGA_NAME16	Year	Occupation	Sex	workers
Narromine (A)	2011	Technicians and trades workers	F	62
Narromine (A)	2011	Technicians and trades workers	M	280
Narromine (A)	2016		F	14
Narromine (A)	2016		M	28
Narromine (A)	2016	Clerical and administrative workers	F	231
Narromine (A)	2016	Clerical and administrative workers	M	35
Narromine (A)	2016	Community and personal service workers	F	231
Narromine (A)	2016	Community and personal service workers	M	45
Narromine (A)	2016	Labourers	F	100
Narromine (A)	2016	Labourers	M	188
Narromine (A)	2016	Machinery operators and drivers	F	36
Narromine (A)	2016	Machinery operators and drivers	M	231
Narromine (A)	2016	Managers	F	156
Narromine (A)	2016	Managers	M	441
Narromine (A)	2016	Professionals	F	256
Narromine (A)	2016	Professionals	M	76
Narromine (A)	2016	Sales workers	F	124
Narromine (A)	2016	Sales workers	M	60
Narromine (A)	2016	Technicians and trades workers	F	59
Narromine (A)	2016	Technicians and trades workers	M	279
Newcastle (C)	2006		F	344
Newcastle (C)	2006		M	533
Newcastle (C)	2006	Clerical and administrative workers	F	7029
Newcastle (C)	2006	Clerical and administrative workers	M	2028
Newcastle (C)	2006	Community and personal service workers	F	4246
Newcastle (C)	2006	Community and personal service workers	M	1964
Newcastle (C)	2006	Labourers	F	2087
Newcastle (C)	2006	Labourers	M	3887
Newcastle (C)	2006	Machinery operators and drivers	F	275
Newcastle (C)	2006	Machinery operators and drivers	M	3326
Newcastle (C)	2006	Managers	F	2240
Newcastle (C)	2006	Managers	M	3888
Newcastle (C)	2006	Professionals	F	7945
Newcastle (C)	2006	Professionals	M	7109
Newcastle (C)	2006	Sales workers	F	4114
Newcastle (C)	2006	Sales workers	M	2402
Newcastle (C)	2006	Technicians and trades workers	F	1325
Newcastle (C)	2006	Technicians and trades workers	M	7690
Newcastle (C)	2011		F	398
Newcastle (C)	2011		M	607
Newcastle (C)	2011	Clerical and administrative workers	F	7645
Newcastle (C)	2011	Clerical and administrative workers	M	2271
Newcastle (C)	2011	Community and personal service workers	F	4937
Newcastle (C)	2011	Community and personal service workers	M	2449
Newcastle (C)	2011	Labourers	F	2131
Newcastle (C)	2011	Labourers	M	4184
Newcastle (C)	2011	Machinery operators and drivers	F	308
Newcastle (C)	2011	Machinery operators and drivers	M	3787
Newcastle (C)	2011	Managers	F	2602
Newcastle (C)	2011	Managers	M	4337
Newcastle (C)	2011	Professionals	F	9615
Newcastle (C)	2011	Professionals	M	8452
Newcastle (C)	2011	Sales workers	F	4416
Newcastle (C)	2011	Sales workers	M	2493
Newcastle (C)	2011	Technicians and trades workers	F	1473
Newcastle (C)	2011	Technicians and trades workers	M	8181
Newcastle (C)	2016		F	424
Newcastle (C)	2016		M	612
Newcastle (C)	2016	Clerical and administrative workers	F	7371
Newcastle (C)	2016	Clerical and administrative workers	M	2187
Newcastle (C)	2016	Community and personal service workers	F	6084
Newcastle (C)	2016	Community and personal service workers	M	2913
Newcastle (C)	2016	Labourers	F	2104
Newcastle (C)	2016	Labourers	M	4208
Newcastle (C)	2016	Machinery operators and drivers	F	288
Newcastle (C)	2016	Machinery operators and drivers	M	3492
Newcastle (C)	2016	Managers	F	2841
Newcastle (C)	2016	Managers	M	4481
Newcastle (C)	2016	Professionals	F	11117
Newcastle (C)	2016	Professionals	M	8787
Newcastle (C)	2016	Sales workers	F	4162
Newcastle (C)	2016	Sales workers	M	2551
Newcastle (C)	2016	Technicians and trades workers	F	1582
Newcastle (C)	2016	Technicians and trades workers	M	7842
North Sydney (A)	2006		F	259
North Sydney (A)	2006		M	348
North Sydney (A)	2006	Clerical and administrative workers	F	3741
North Sydney (A)	2006	Clerical and administrative workers	M	1385
North Sydney (A)	2006	Community and personal service workers	F	1315
North Sydney (A)	2006	Community and personal service workers	M	780
North Sydney (A)	2006	Labourers	F	238
North Sydney (A)	2006	Labourers	M	486
North Sydney (A)	2006	Machinery operators and drivers	F	30
North Sydney (A)	2006	Machinery operators and drivers	M	268
North Sydney (A)	2006	Managers	F	3046
North Sydney (A)	2006	Managers	M	4016
North Sydney (A)	2006	Professionals	F	7119
North Sydney (A)	2006	Professionals	M	7699
North Sydney (A)	2006	Sales workers	F	1356
North Sydney (A)	2006	Sales workers	M	1192
North Sydney (A)	2006	Technicians and trades workers	F	430
North Sydney (A)	2006	Technicians and trades workers	M	1544
North Sydney (A)	2011		F	283
North Sydney (A)	2011		M	408
North Sydney (A)	2011	Clerical and administrative workers	F	3832
North Sydney (A)	2011	Clerical and administrative workers	M	1506
North Sydney (A)	2011	Community and personal service workers	F	1382
North Sydney (A)	2011	Community and personal service workers	M	851
North Sydney (A)	2011	Labourers	F	202
North Sydney (A)	2011	Labourers	M	488
North Sydney (A)	2011	Machinery operators and drivers	F	33
North Sydney (A)	2011	Machinery operators and drivers	M	265
North Sydney (A)	2011	Managers	F	3379
North Sydney (A)	2011	Managers	M	4242
North Sydney (A)	2011	Professionals	F	7952
North Sydney (A)	2011	Professionals	M	8520
North Sydney (A)	2011	Sales workers	F	1262
North Sydney (A)	2011	Sales workers	M	1169
North Sydney (A)	2011	Technicians and trades workers	F	486
North Sydney (A)	2011	Technicians and trades workers	M	1516
North Sydney (A)	2016		F	305
North Sydney (A)	2016		M	379
North Sydney (A)	2016	Clerical and administrative workers	F	3700
North Sydney (A)	2016	Clerical and administrative workers	M	1399
North Sydney (A)	2016	Community and personal service workers	F	1504
North Sydney (A)	2016	Community and personal service workers	M	896
North Sydney (A)	2016	Labourers	F	258
North Sydney (A)	2016	Labourers	M	533
North Sydney (A)	2016	Machinery operators and drivers	F	39
North Sydney (A)	2016	Machinery operators and drivers	M	322
North Sydney (A)	2016	Managers	F	3910
North Sydney (A)	2016	Managers	M	4723
North Sydney (A)	2016	Professionals	F	8855
North Sydney (A)	2016	Professionals	M	8858
North Sydney (A)	2016	Sales workers	F	1422
North Sydney (A)	2016	Sales workers	M	1246
North Sydney (A)	2016	Technicians and trades workers	F	505
North Sydney (A)	2016	Technicians and trades workers	M	1573
Northern Beaches (A)	2006		F	742
Northern Beaches (A)	2006		M	1055
Northern Beaches (A)	2006	Clerical and administrative workers	F	14267
Northern Beaches (A)	2006	Clerical and administrative workers	M	3864
Northern Beaches (A)	2006	Community and personal service workers	F	6469
Northern Beaches (A)	2006	Community and personal service workers	M	2998
Northern Beaches (A)	2006	Labourers	F	2145
Northern Beaches (A)	2006	Labourers	M	4451
Northern Beaches (A)	2006	Machinery operators and drivers	F	471
Northern Beaches (A)	2006	Machinery operators and drivers	M	3160
Northern Beaches (A)	2006	Managers	F	6534
Northern Beaches (A)	2006	Managers	M	12866
Northern Beaches (A)	2006	Professionals	F	15255
Northern Beaches (A)	2006	Professionals	M	15462
Northern Beaches (A)	2006	Sales workers	F	6323
Northern Beaches (A)	2006	Sales workers	M	5064
Northern Beaches (A)	2006	Technicians and trades workers	F	2170
Northern Beaches (A)	2006	Technicians and trades workers	M	12064
Northern Beaches (A)	2011		F	837
Northern Beaches (A)	2011		M	1143
Northern Beaches (A)	2011	Clerical and administrative workers	F	14177
Northern Beaches (A)	2011	Clerical and administrative workers	M	4016
Northern Beaches (A)	2011	Community and personal service workers	F	7349
Northern Beaches (A)	2011	Community and personal service workers	M	3358
Northern Beaches (A)	2011	Labourers	F	1844
Northern Beaches (A)	2011	Labourers	M	4298
Northern Beaches (A)	2011	Machinery operators and drivers	F	417
Northern Beaches (A)	2011	Machinery operators and drivers	M	3106
Northern Beaches (A)	2011	Managers	F	7385
Northern Beaches (A)	2011	Managers	M	13693
Northern Beaches (A)	2011	Professionals	F	17218
Northern Beaches (A)	2011	Professionals	M	16988
Northern Beaches (A)	2011	Sales workers	F	6338
Northern Beaches (A)	2011	Sales workers	M	5013
Northern Beaches (A)	2011	Technicians and trades workers	F	2188
Northern Beaches (A)	2011	Technicians and trades workers	M	12268
Northern Beaches (A)	2016		F	905
Northern Beaches (A)	2016		M	1201
Northern Beaches (A)	2016	Clerical and administrative workers	F	13694
Northern Beaches (A)	2016	Clerical and administrative workers	M	3790
Northern Beaches (A)	2016	Community and personal service workers	F	8341
Northern Beaches (A)	2016	Community and personal service workers	M	3900
Northern Beaches (A)	2016	Labourers	F	1957
Northern Beaches (A)	2016	Labourers	M	4661
Northern Beaches (A)	2016	Machinery operators and drivers	F	459
Northern Beaches (A)	2016	Machinery operators and drivers	M	3097
Northern Beaches (A)	2016	Managers	F	8960
Northern Beaches (A)	2016	Managers	M	15120
Northern Beaches (A)	2016	Professionals	F	19590
Northern Beaches (A)	2016	Professionals	M	17495
Northern Beaches (A)	2016	Sales workers	F	6528
Northern Beaches (A)	2016	Sales workers	M	5276
Northern Beaches (A)	2016	Technicians and trades workers	F	2403
Northern Beaches (A)	2016	Technicians and trades workers	M	12300
Oberon (A)	2006		F	15
Oberon (A)	2006		M	28
Oberon (A)	2006	Clerical and administrative workers	F	192
Oberon (A)	2006	Clerical and administrative workers	M	28
Oberon (A)	2006	Community and personal service workers	F	126
Oberon (A)	2006	Community and personal service workers	M	54
Oberon (A)	2006	Labourers	F	145
Oberon (A)	2006	Labourers	M	224
Oberon (A)	2006	Machinery operators and drivers	F	32
Oberon (A)	2006	Machinery operators and drivers	M	287
Oberon (A)	2006	Managers	F	143
Oberon (A)	2006	Managers	M	328
Oberon (A)	2006	Professionals	F	138
Oberon (A)	2006	Professionals	M	84
Oberon (A)	2006	Sales workers	F	108
Oberon (A)	2006	Sales workers	M	29
Oberon (A)	2006	Technicians and trades workers	F	57
Oberon (A)	2006	Technicians and trades workers	M	325
Oberon (A)	2011		F	18
Oberon (A)	2011		M	36
Oberon (A)	2011	Clerical and administrative workers	F	222
Oberon (A)	2011	Clerical and administrative workers	M	35
Oberon (A)	2011	Community and personal service workers	F	147
Oberon (A)	2011	Community and personal service workers	M	48
Oberon (A)	2011	Labourers	F	129
Oberon (A)	2011	Labourers	M	190
Oberon (A)	2011	Machinery operators and drivers	F	34
Oberon (A)	2011	Machinery operators and drivers	M	280
Oberon (A)	2011	Managers	F	125
Oberon (A)	2011	Managers	M	290
Oberon (A)	2011	Professionals	F	163
Oberon (A)	2011	Professionals	M	81
Oberon (A)	2011	Sales workers	F	99
Oberon (A)	2011	Sales workers	M	26
Oberon (A)	2011	Technicians and trades workers	F	63
Oberon (A)	2011	Technicians and trades workers	M	326
Oberon (A)	2016		F	19
Oberon (A)	2016		M	31
Oberon (A)	2016	Clerical and administrative workers	F	199
Oberon (A)	2016	Clerical and administrative workers	M	24
Oberon (A)	2016	Community and personal service workers	F	160
Oberon (A)	2016	Community and personal service workers	M	49
Oberon (A)	2016	Labourers	F	115
Oberon (A)	2016	Labourers	M	155
Oberon (A)	2016	Machinery operators and drivers	F	34
Oberon (A)	2016	Machinery operators and drivers	M	281
Oberon (A)	2016	Managers	F	131
Oberon (A)	2016	Managers	M	291
Oberon (A)	2016	Professionals	F	191
Oberon (A)	2016	Professionals	M	79
Oberon (A)	2016	Sales workers	F	116
Oberon (A)	2016	Sales workers	M	43
Oberon (A)	2016	Technicians and trades workers	F	47
Oberon (A)	2016	Technicians and trades workers	M	274
Orange (C)	2006		F	105
Orange (C)	2006		M	142
Orange (C)	2006	Clerical and administrative workers	F	1797
Orange (C)	2006	Clerical and administrative workers	M	393
Orange (C)	2006	Community and personal service workers	F	1034
Orange (C)	2006	Community and personal service workers	M	378
Orange (C)	2006	Labourers	F	734
Orange (C)	2006	Labourers	M	1223
Orange (C)	2006	Machinery operators and drivers	F	87
Orange (C)	2006	Machinery operators and drivers	M	1046
Orange (C)	2006	Managers	F	598
Orange (C)	2006	Managers	M	1248
Orange (C)	2006	Professionals	F	1552
Orange (C)	2006	Professionals	M	1182
Orange (C)	2006	Sales workers	F	1020
Orange (C)	2006	Sales workers	M	594
Orange (C)	2006	Technicians and trades workers	F	360
Orange (C)	2006	Technicians and trades workers	M	1986
Orange (C)	2011		F	96
Orange (C)	2011		M	158
Orange (C)	2011	Clerical and administrative workers	F	1917
Orange (C)	2011	Clerical and administrative workers	M	488
Orange (C)	2011	Community and personal service workers	F	1247
Orange (C)	2011	Community and personal service workers	M	464
Orange (C)	2011	Labourers	F	750
Orange (C)	2011	Labourers	M	1194
Orange (C)	2011	Machinery operators and drivers	F	137
Orange (C)	2011	Machinery operators and drivers	M	1353
Orange (C)	2011	Managers	F	585
Orange (C)	2011	Managers	M	1214
Orange (C)	2011	Professionals	F	1983
Orange (C)	2011	Professionals	M	1367
Orange (C)	2011	Sales workers	F	1022
Orange (C)	2011	Sales workers	M	626
Orange (C)	2011	Technicians and trades workers	F	394
Orange (C)	2011	Technicians and trades workers	M	2250
Orange (C)	2016		F	112
Orange (C)	2016		M	148
Orange (C)	2016	Clerical and administrative workers	F	1869
Orange (C)	2016	Clerical and administrative workers	M	463
Orange (C)	2016	Community and personal service workers	F	1509
Orange (C)	2016	Community and personal service workers	M	549
Orange (C)	2016	Labourers	F	664
Orange (C)	2016	Labourers	M	1211
Orange (C)	2016	Machinery operators and drivers	F	98
Orange (C)	2016	Machinery operators and drivers	M	1125
Orange (C)	2016	Managers	F	717
Orange (C)	2016	Managers	M	1224
Orange (C)	2016	Professionals	F	2340
Orange (C)	2016	Professionals	M	1434
Orange (C)	2016	Sales workers	F	1053
Orange (C)	2016	Sales workers	M	678
Orange (C)	2016	Technicians and trades workers	F	402
Orange (C)	2016	Technicians and trades workers	M	2213
Parkes (A)	2006		F	32
Parkes (A)	2006		M	51
Parkes (A)	2006	Clerical and administrative workers	F	578
Parkes (A)	2006	Clerical and administrative workers	M	113
Parkes (A)	2006	Community and personal service workers	F	426
Parkes (A)	2006	Community and personal service workers	M	128
Parkes (A)	2006	Labourers	F	219
Parkes (A)	2006	Labourers	M	425
Parkes (A)	2006	Machinery operators and drivers	F	29
Parkes (A)	2006	Machinery operators and drivers	M	536
Parkes (A)	2006	Managers	F	380
Parkes (A)	2006	Managers	M	821
Parkes (A)	2006	Professionals	F	450
Parkes (A)	2006	Professionals	M	264
Parkes (A)	2006	Sales workers	F	338
Parkes (A)	2006	Sales workers	M	195
Parkes (A)	2006	Technicians and trades workers	F	146
Parkes (A)	2006	Technicians and trades workers	M	707
Parkes (A)	2011		F	39
Parkes (A)	2011		M	53
Parkes (A)	2011	Clerical and administrative workers	F	616
Parkes (A)	2011	Clerical and administrative workers	M	129
Parkes (A)	2011	Community and personal service workers	F	453
Parkes (A)	2011	Community and personal service workers	M	125
Parkes (A)	2011	Labourers	F	204
Parkes (A)	2011	Labourers	M	400
Parkes (A)	2011	Machinery operators and drivers	F	39
Parkes (A)	2011	Machinery operators and drivers	M	641
Parkes (A)	2011	Managers	F	341
Parkes (A)	2011	Managers	M	724
Parkes (A)	2011	Professionals	F	539
Parkes (A)	2011	Professionals	M	284
Parkes (A)	2011	Sales workers	F	382
Parkes (A)	2011	Sales workers	M	185
Parkes (A)	2011	Technicians and trades workers	F	159
Parkes (A)	2011	Technicians and trades workers	M	727
Parkes (A)	2016		F	38
Parkes (A)	2016		M	68
Parkes (A)	2016	Clerical and administrative workers	F	533
Parkes (A)	2016	Clerical and administrative workers	M	114
Parkes (A)	2016	Community and personal service workers	F	477
Parkes (A)	2016	Community and personal service workers	M	140
Parkes (A)	2016	Labourers	F	230
Parkes (A)	2016	Labourers	M	380
Parkes (A)	2016	Machinery operators and drivers	F	47
Parkes (A)	2016	Machinery operators and drivers	M	562
Parkes (A)	2016	Managers	F	333
Parkes (A)	2016	Managers	M	676
Parkes (A)	2016	Professionals	F	577
Parkes (A)	2016	Professionals	M	285
Parkes (A)	2016	Sales workers	F	342
Parkes (A)	2016	Sales workers	M	188
Parkes (A)	2016	Technicians and trades workers	F	144
Parkes (A)	2016	Technicians and trades workers	M	718
Parramatta (C)	2006		F	671
Parramatta (C)	2006		M	956
Parramatta (C)	2006	Clerical and administrative workers	F	10422
Parramatta (C)	2006	Clerical and administrative workers	M	4045
Parramatta (C)	2006	Community and personal service workers	F	3788
Parramatta (C)	2006	Community and personal service workers	M	2178
Parramatta (C)	2006	Labourers	F	2056
Parramatta (C)	2006	Labourers	M	3907
Parramatta (C)	2006	Machinery operators and drivers	F	447
Parramatta (C)	2006	Machinery operators and drivers	M	3592
Parramatta (C)	2006	Managers	F	3396
Parramatta (C)	2006	Managers	M	6717
Parramatta (C)	2006	Professionals	F	10802
Parramatta (C)	2006	Professionals	M	11381
Parramatta (C)	2006	Sales workers	F	4011
Parramatta (C)	2006	Sales workers	M	3517
Parramatta (C)	2006	Technicians and trades workers	F	1429
Parramatta (C)	2006	Technicians and trades workers	M	8196
Parramatta (C)	2011		F	748
Parramatta (C)	2011		M	1066
Parramatta (C)	2011	Clerical and administrative workers	F	11200
Parramatta (C)	2011	Clerical and administrative workers	M	4751
Parramatta (C)	2011	Community and personal service workers	F	4559
Parramatta (C)	2011	Community and personal service workers	M	2662
Parramatta (C)	2011	Labourers	F	2108
Parramatta (C)	2011	Labourers	M	4050
Parramatta (C)	2011	Machinery operators and drivers	F	521
Parramatta (C)	2011	Machinery operators and drivers	M	3976
Parramatta (C)	2011	Managers	F	3891
Parramatta (C)	2011	Managers	M	7565
Parramatta (C)	2011	Professionals	F	12996
Parramatta (C)	2011	Professionals	M	14240
Parramatta (C)	2011	Sales workers	F	4227
Parramatta (C)	2011	Sales workers	M	3605
Parramatta (C)	2011	Technicians and trades workers	F	1635
Parramatta (C)	2011	Technicians and trades workers	M	8594
Parramatta (C)	2016		F	906
Parramatta (C)	2016		M	1194
Parramatta (C)	2016	Clerical and administrative workers	F	11339
Parramatta (C)	2016	Clerical and administrative workers	M	5092
Parramatta (C)	2016	Community and personal service workers	F	5771
Parramatta (C)	2016	Community and personal service workers	M	3046
Parramatta (C)	2016	Labourers	F	2402
Parramatta (C)	2016	Labourers	M	4528
Parramatta (C)	2016	Machinery operators and drivers	F	596
Parramatta (C)	2016	Machinery operators and drivers	M	4472
Parramatta (C)	2016	Managers	F	4593
Parramatta (C)	2016	Managers	M	8923
Parramatta (C)	2016	Professionals	F	16069
Parramatta (C)	2016	Professionals	M	17699
Parramatta (C)	2016	Sales workers	F	4778
Parramatta (C)	2016	Sales workers	M	4176
Parramatta (C)	2016	Technicians and trades workers	F	1834
Parramatta (C)	2016	Technicians and trades workers	M	9172
Penrith (C)	2006		F	730
Penrith (C)	2006		M	964
Penrith (C)	2006	Clerical and administrative workers	F	12374
Penrith (C)	2006	Clerical and administrative workers	M	3587
Penrith (C)	2006	Community and personal service workers	F	4763
Penrith (C)	2006	Community and personal service workers	M	2378
Penrith (C)	2006	Labourers	F	3101
Penrith (C)	2006	Labourers	M	5709
Penrith (C)	2006	Machinery operators and drivers	F	853
Penrith (C)	2006	Machinery operators and drivers	M	7918
Penrith (C)	2006	Managers	F	2877
Penrith (C)	2006	Managers	M	5537
Penrith (C)	2006	Professionals	F	6077
Penrith (C)	2006	Professionals	M	4646
Penrith (C)	2006	Sales workers	F	5474
Penrith (C)	2006	Sales workers	M	3211
Penrith (C)	2006	Technicians and trades workers	F	1598
Penrith (C)	2006	Technicians and trades workers	M	11681
Penrith (C)	2011		F	658
Penrith (C)	2011		M	986
Penrith (C)	2011	Clerical and administrative workers	F	12947
Penrith (C)	2011	Clerical and administrative workers	M	3700
Penrith (C)	2011	Community and personal service workers	F	5697
Penrith (C)	2011	Community and personal service workers	M	2733
Penrith (C)	2011	Labourers	F	2724
Penrith (C)	2011	Labourers	M	5643
Penrith (C)	2011	Machinery operators and drivers	F	948
Penrith (C)	2011	Machinery operators and drivers	M	8378
Penrith (C)	2011	Managers	F	3107
Penrith (C)	2011	Managers	M	5667
Penrith (C)	2011	Professionals	F	7129
Penrith (C)	2011	Professionals	M	5004
Penrith (C)	2011	Sales workers	F	5500
Penrith (C)	2011	Sales workers	M	3123
Penrith (C)	2011	Technicians and trades workers	F	1723
Penrith (C)	2011	Technicians and trades workers	M	11576
Penrith (C)	2016		F	745
Penrith (C)	2016		M	1069
Penrith (C)	2016	Clerical and administrative workers	F	13021
Penrith (C)	2016	Clerical and administrative workers	M	3825
Penrith (C)	2016	Community and personal service workers	F	7023
Penrith (C)	2016	Community and personal service workers	M	2921
Penrith (C)	2016	Labourers	F	2928
Penrith (C)	2016	Labourers	M	6240
Penrith (C)	2016	Machinery operators and drivers	F	1118
Penrith (C)	2016	Machinery operators and drivers	M	9166
Penrith (C)	2016	Managers	F	3664
Penrith (C)	2016	Managers	M	5937
Penrith (C)	2016	Professionals	F	8415
Penrith (C)	2016	Professionals	M	5655
Penrith (C)	2016	Sales workers	F	5763
Penrith (C)	2016	Sales workers	M	3319
Penrith (C)	2016	Technicians and trades workers	F	1812
Penrith (C)	2016	Technicians and trades workers	M	12242
Port Macquarie-Hastings (A)	2006		F	161
Port Macquarie-Hastings (A)	2006		M	216
Port Macquarie-Hastings (A)	2006	Clerical and administrative workers	F	2956
Port Macquarie-Hastings (A)	2006	Clerical and administrative workers	M	637
Port Macquarie-Hastings (A)	2006	Community and personal service workers	F	1837
Port Macquarie-Hastings (A)	2006	Community and personal service workers	M	723
Port Macquarie-Hastings (A)	2006	Labourers	F	1011
Port Macquarie-Hastings (A)	2006	Labourers	M	1839
Port Macquarie-Hastings (A)	2006	Machinery operators and drivers	F	74
Port Macquarie-Hastings (A)	2006	Machinery operators and drivers	M	1251
Port Macquarie-Hastings (A)	2006	Managers	F	1139
Port Macquarie-Hastings (A)	2006	Managers	M	2087
Port Macquarie-Hastings (A)	2006	Professionals	F	2371
Port Macquarie-Hastings (A)	2006	Professionals	M	1856
Port Macquarie-Hastings (A)	2006	Sales workers	F	1932
Port Macquarie-Hastings (A)	2006	Sales workers	M	1137
Port Macquarie-Hastings (A)	2006	Technicians and trades workers	F	602
Port Macquarie-Hastings (A)	2006	Technicians and trades workers	M	3309
Port Macquarie-Hastings (A)	2011		F	185
Port Macquarie-Hastings (A)	2011		M	207
Port Macquarie-Hastings (A)	2011	Clerical and administrative workers	F	3267
Port Macquarie-Hastings (A)	2011	Clerical and administrative workers	M	760
Port Macquarie-Hastings (A)	2011	Community and personal service workers	F	2360
Port Macquarie-Hastings (A)	2011	Community and personal service workers	M	886
Port Macquarie-Hastings (A)	2011	Labourers	F	979
Port Macquarie-Hastings (A)	2011	Labourers	M	1809
Port Macquarie-Hastings (A)	2011	Machinery operators and drivers	F	89
Port Macquarie-Hastings (A)	2011	Machinery operators and drivers	M	1388
Port Macquarie-Hastings (A)	2011	Managers	F	1196
Port Macquarie-Hastings (A)	2011	Managers	M	2112
Port Macquarie-Hastings (A)	2011	Professionals	F	2924
Port Macquarie-Hastings (A)	2011	Professionals	M	2164
Port Macquarie-Hastings (A)	2011	Sales workers	F	1976
Port Macquarie-Hastings (A)	2011	Sales workers	M	1227
Port Macquarie-Hastings (A)	2011	Technicians and trades workers	F	641
Port Macquarie-Hastings (A)	2011	Technicians and trades workers	M	3457
Port Macquarie-Hastings (A)	2016		F	166
Port Macquarie-Hastings (A)	2016		M	270
Port Macquarie-Hastings (A)	2016	Clerical and administrative workers	F	3195
Port Macquarie-Hastings (A)	2016	Clerical and administrative workers	M	715
Port Macquarie-Hastings (A)	2016	Community and personal service workers	F	2735
Port Macquarie-Hastings (A)	2016	Community and personal service workers	M	1081
Port Macquarie-Hastings (A)	2016	Labourers	F	1096
Port Macquarie-Hastings (A)	2016	Labourers	M	1988
Port Macquarie-Hastings (A)	2016	Machinery operators and drivers	F	94
Port Macquarie-Hastings (A)	2016	Machinery operators and drivers	M	1530
Port Macquarie-Hastings (A)	2016	Managers	F	1268
Port Macquarie-Hastings (A)	2016	Managers	M	2078
Port Macquarie-Hastings (A)	2016	Professionals	F	3478
Port Macquarie-Hastings (A)	2016	Professionals	M	2349
Port Macquarie-Hastings (A)	2016	Sales workers	F	2049
Port Macquarie-Hastings (A)	2016	Sales workers	M	1188
Port Macquarie-Hastings (A)	2016	Technicians and trades workers	F	729
Port Macquarie-Hastings (A)	2016	Technicians and trades workers	M	3646
Port Stephens (A)	2006		F	158
Port Stephens (A)	2006		M	241
Port Stephens (A)	2006	Clerical and administrative workers	F	2647
Port Stephens (A)	2006	Clerical and administrative workers	M	641
Port Stephens (A)	2006	Community and personal service workers	F	1762
Port Stephens (A)	2006	Community and personal service workers	M	771
Port Stephens (A)	2006	Labourers	F	1045
Port Stephens (A)	2006	Labourers	M	1773
Port Stephens (A)	2006	Machinery operators and drivers	F	97
Port Stephens (A)	2006	Machinery operators and drivers	M	1790
Port Stephens (A)	2006	Managers	F	963
Port Stephens (A)	2006	Managers	M	1780
Port Stephens (A)	2006	Professionals	F	1744
Port Stephens (A)	2006	Professionals	M	1412
Port Stephens (A)	2006	Sales workers	F	1844
Port Stephens (A)	2006	Sales workers	M	785
Port Stephens (A)	2006	Technicians and trades workers	F	541
Port Stephens (A)	2006	Technicians and trades workers	M	3908
Port Stephens (A)	2011		F	151
Port Stephens (A)	2011		M	274
Port Stephens (A)	2011	Clerical and administrative workers	F	2914
Port Stephens (A)	2011	Clerical and administrative workers	M	674
Port Stephens (A)	2011	Community and personal service workers	F	2094
Port Stephens (A)	2011	Community and personal service workers	M	901
Port Stephens (A)	2011	Labourers	F	1095
Port Stephens (A)	2011	Labourers	M	1767
Port Stephens (A)	2011	Machinery operators and drivers	F	157
Port Stephens (A)	2011	Machinery operators and drivers	M	2061
Port Stephens (A)	2011	Managers	F	1073
Port Stephens (A)	2011	Managers	M	1884
Port Stephens (A)	2011	Professionals	F	2172
Port Stephens (A)	2011	Professionals	M	1590
Port Stephens (A)	2011	Sales workers	F	1970
Port Stephens (A)	2011	Sales workers	M	856
Port Stephens (A)	2011	Technicians and trades workers	F	633
Port Stephens (A)	2011	Technicians and trades workers	M	4339
Port Stephens (A)	2016		F	171
Port Stephens (A)	2016		M	296
Port Stephens (A)	2016	Clerical and administrative workers	F	2906
Port Stephens (A)	2016	Clerical and administrative workers	M	642
Port Stephens (A)	2016	Community and personal service workers	F	2555
Port Stephens (A)	2016	Community and personal service workers	M	944
Port Stephens (A)	2016	Labourers	F	1124
Port Stephens (A)	2016	Labourers	M	1922
Port Stephens (A)	2016	Machinery operators and drivers	F	195
Port Stephens (A)	2016	Machinery operators and drivers	M	2073
Port Stephens (A)	2016	Managers	F	1120
Port Stephens (A)	2016	Managers	M	1880
Port Stephens (A)	2016	Professionals	F	2388
Port Stephens (A)	2016	Professionals	M	1679
Port Stephens (A)	2016	Sales workers	F	1982
Port Stephens (A)	2016	Sales workers	M	867
Port Stephens (A)	2016	Technicians and trades workers	F	638
Port Stephens (A)	2016	Technicians and trades workers	M	4232
Queanbeyan-Palerang Regional (A)	2006		F	183
Queanbeyan-Palerang Regional (A)	2006		M	260
Queanbeyan-Palerang Regional (A)	2006	Clerical and administrative workers	F	3606
Queanbeyan-Palerang Regional (A)	2006	Clerical and administrative workers	M	1144
Queanbeyan-Palerang Regional (A)	2006	Community and personal service workers	F	1408
Queanbeyan-Palerang Regional (A)	2006	Community and personal service workers	M	799
Queanbeyan-Palerang Regional (A)	2006	Labourers	F	758
Queanbeyan-Palerang Regional (A)	2006	Labourers	M	1394
Queanbeyan-Palerang Regional (A)	2006	Machinery operators and drivers	F	105
Queanbeyan-Palerang Regional (A)	2006	Machinery operators and drivers	M	1281
Queanbeyan-Palerang Regional (A)	2006	Managers	F	1455
Queanbeyan-Palerang Regional (A)	2006	Managers	M	2499
Queanbeyan-Palerang Regional (A)	2006	Professionals	F	2641
Queanbeyan-Palerang Regional (A)	2006	Professionals	M	2278
Queanbeyan-Palerang Regional (A)	2006	Sales workers	F	1207
Queanbeyan-Palerang Regional (A)	2006	Sales workers	M	705
Queanbeyan-Palerang Regional (A)	2006	Technicians and trades workers	F	539
Queanbeyan-Palerang Regional (A)	2006	Technicians and trades workers	M	3056
Queanbeyan-Palerang Regional (A)	2011		F	315
