SA3_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
40402,0,3,84,14,8,7,22,25,70,89,57,18,7,6,14,337,10,6,11,20,23,50,38,21,8,9,0,4,200,27,12,15,26,34,60,70,41,5,8,0,15,316,53,30,39,72,94,205,211,139,35,21,9,29,935,258,166,149,301,367,1058,1246,1429,465,312,150,182,6085
40403,0,3,41,12,0,8,17,16,46,45,49,16,11,4,6,223,5,5,3,9,14,15,24,36,4,4,5,4,147,21,6,9,22,20,39,36,26,4,3,6,11,201,39,20,23,50,52,103,115,119,33,25,16,28,611,282,133,106,211,261,783,858,1299,670,479,251,184,5516
40501,0,0,62,5,5,3,12,23,63,39,26,4,4,4,12,191,9,0,8,7,7,25,22,6,7,0,0,3,89,6,11,5,17,17,41,19,17,3,3,3,3,157,19,26,18,37,52,154,96,51,13,10,12,18,503,221,144,126,252,367,1065,1062,879,237,179,98,164,4795
40502,0,0,36,3,4,3,21,11,21,6,6,0,0,0,4,96,4,7,4,10,9,14,3,3,0,0,0,0,54,8,3,6,15,15,13,0,3,0,0,0,3,69,14,19,25,48,45,52,20,18,0,3,0,13,257,149,119,133,240,240,493,331,214,79,47,33,86,2165
40503,0,0,62,5,12,11,36,37,34,14,3,3,0,0,6,158,4,11,3,10,10,22,0,0,0,0,0,7,68,16,11,14,21,18,20,3,4,3,0,0,8,124,33,35,39,78,78,91,21,11,6,0,0,23,411,158,166,172,355,349,644,328,212,62,29,25,114,2619
40504,0,0,31,3,0,3,7,35,34,7,5,0,0,0,4,97,4,3,0,5,8,14,3,3,0,0,0,0,44,11,0,3,3,7,17,11,3,0,0,0,0,66,14,9,11,27,56,72,24,16,0,0,0,3,242,143,113,100,177,255,495,374,205,59,33,18,86,2056
40601,0,0,61,9,12,12,31,52,95,47,16,7,3,0,7,299,0,8,6,11,22,28,12,8,3,0,0,3,106,7,17,19,22,22,28,22,5,3,0,0,17,156,20,31,43,76,109,177,96,34,8,8,0,24,626,283,205,218,424,548,1278,1045,794,241,170,75,220,5500
40602,0,0,15,13,8,5,19,13,26,11,8,5,3,0,8,117,4,3,3,0,9,13,3,4,0,0,0,0,38,7,6,6,7,15,10,19,4,0,0,3,0,74,22,16,18,23,45,51,33,14,5,0,4,6,246,110,63,78,138,176,372,306,238,94,56,22,61,1725
40701,0,7,61,3,7,4,17,26,58,50,29,3,6,4,11,210,0,3,5,9,9,33,23,11,0,3,0,6,100,15,6,11,19,22,40,22,12,10,6,0,15,172,27,18,22,49,62,153,97,53,16,16,5,27,548,330,203,177,303,428,1096,969,819,252,213,118,182,5096
40702,0,0,76,10,18,18,56,55,81,23,17,4,3,3,14,304,3,6,8,16,28,32,9,5,0,0,0,0,107,19,10,26,31,38,45,15,5,0,3,0,11,205,38,40,52,122,131,174,67,31,4,9,10,28,691,396,228,270,635,859,1812,1161,691,213,142,101,284,6786
40703,0,3,84,9,15,28,59,62,120,50,20,5,0,3,15,389,5,6,6,22,20,40,13,3,0,0,0,7,125,16,24,27,36,44,64,27,11,0,8,0,18,275,28,48,58,126,147,246,98,47,5,10,10,46,870,397,310,312,658,880,1730,1062,643,170,113,99,297,6660
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,4,3,72,9,0,10,12,19,47,57,50,23,4,7,8,248,3,0,3,4,12,22,19,18,9,3,0,4,98,8,3,5,13,13,29,23,18,8,7,4,6,145,28,9,16,34,51,110,116,109,44,19,10,23,564,265,89,102,175,239,690,904,1439,677,538,244,231,5599
50102,4,3,147,20,13,8,25,45,125,137,136,32,22,12,12,607,4,10,4,3,20,55,44,32,6,10,4,3,199,28,23,12,39,39,78,79,71,15,18,7,21,418,57,47,30,72,115,289,303,263,71,59,25,38,1371,425,242,199,376,550,1732,2406,3343,1332,924,418,425,12374
50103,0,0,20,0,0,3,9,11,31,19,15,4,5,3,7,110,0,4,3,7,5,12,6,0,3,0,0,3,39,9,4,9,7,4,9,11,3,0,3,0,6,63,10,15,15,22,26,57,39,27,10,6,4,11,244,114,75,61,128,146,454,412,413,178,127,87,107,2301
50201,0,3,125,27,15,9,20,20,94,118,146,62,30,14,23,582,8,9,9,9,16,45,57,38,9,13,3,10,210,29,19,17,29,27,81,66,79,20,14,11,28,423,63,51,36,73,66,238,264,290,105,57,39,59,1335,442,193,194,347,388,1346,1962,3133,1397,943,505,444,11295
50301,26,0,64,23,3,0,0,0,16,16,21,11,23,48,8,169,13,0,4,0,6,12,11,21,15,19,26,7,143,15,4,4,7,5,15,12,17,9,14,20,9,129,59,5,12,8,21,47,49,69,46,63,118,22,514,471,85,68,95,132,346,290,632,418,847,2325,314,6023
50302,8,3,63,24,3,3,4,4,31,30,58,31,49,35,12,277,12,5,3,6,7,22,23,34,12,20,14,10,164,13,10,5,14,13,25,17,25,15,20,27,8,191,46,22,12,24,30,88,83,129,64,102,73,27,702,424,120,105,150,220,684,703,1360,1029,1519,1795,248,8364
50401,3,6,83,18,13,7,11,23,68,64,80,37,30,18,12,378,4,4,9,12,11,29,44,38,26,9,4,3,209,29,16,15,31,27,46,46,60,27,19,13,20,353,60,38,35,51,68,152,177,194,98,68,42,42,1018,426,167,157,256,312,967,1161,2055,1383,1144,568,295,8889
50402,3,0,76,13,6,8,10,13,34,54,62,26,33,5,9,279,6,0,3,10,9,20,17,32,13,5,0,6,135,20,16,13,22,12,36,48,36,30,16,11,14,266,41,25,29,43,44,106,128,143,81,63,22,31,752,258,120,105,193,231,654,800,1369,849,778,340,240,5937
50403,5,5,253,30,6,10,32,48,137,198,258,123,65,39,35,979,26,12,15,32,25,68,77,94,27,14,13,24,424,51,25,28,34,52,119,158,174,73,35,17,32,808,120,47,57,105,147,362,469,599,264,127,70,93,2462,643,236,239,438,608,2039,2851,6004,3527,1856,878,731,20046
50501,9,10,213,29,15,13,25,32,96,99,166,89,72,36,29,699,17,17,11,15,24,94,97,101,37,32,26,24,488,53,23,22,45,51,116,107,101,51,44,24,39,679,110,54,58,99,121,345,331,410,206,173,90,93,2085,997,438,354,624,772,2291,2543,4608,3519,3462,1885,807,22298
50502,14,9,171,30,14,9,24,39,124,156,167,75,59,55,30,783,31,12,10,21,35,94,87,84,32,45,22,11,485,64,28,23,40,43,86,109,125,66,35,35,16,676,135,57,46,86,125,328,376,411,192,163,128,65,2111,979,317,265,475,654,1950,2451,4215,2655,3029,2359,731,20079
50503,6,13,325,54,22,27,56,61,183,289,399,158,85,36,49,1418,27,9,14,21,34,117,128,133,51,40,7,20,604,51,25,24,48,73,193,188,212,72,45,29,44,1009,142,61,62,144,194,548,670,823,327,194,79,122,3366,861,336,338,649,835,2736,4096,8649,5585,3157,1347,984,29567
50601,6,3,99,28,13,10,18,26,107,183,132,60,32,19,23,658,10,0,11,9,31,48,50,54,11,13,3,8,254,26,16,20,24,32,100,102,99,22,20,9,25,497,64,35,42,60,98,283,353,309,105,77,34,56,1508,353,184,170,308,457,1400,2108,3454,1892,1165,496,377,12356
50602,3,0,46,4,12,3,12,19,33,47,54,29,17,16,8,242,5,3,0,8,9,12,19,32,11,7,7,0,120,19,11,7,8,9,34,31,39,13,14,6,7,202,34,24,13,27,36,87,107,139,63,39,27,16,613,270,92,91,151,222,596,798,1495,994,856,437,178,6173
50603,0,6,98,20,18,5,10,19,29,71,77,40,39,15,11,358,8,3,7,11,20,40,34,53,34,24,9,6,241,29,17,10,20,30,50,52,71,13,6,3,13,316,66,36,33,43,68,139,168,229,99,72,29,38,1017,536,175,187,254,316,983,1235,2321,1327,1188,659,319,9501
50604,5,8,167,33,13,17,35,33,116,177,169,65,40,21,21,726,9,14,13,13,23,67,77,64,25,19,5,23,340,42,31,18,45,51,127,120,114,37,21,10,33,659,95,56,49,97,120,336,407,384,147,80,32,82,1886,623,278,264,432,621,1915,2885,4283,2264,1288,588,572,16017
50605,3,7,89,12,0,5,9,16,48,77,86,34,21,15,8,337,7,4,12,6,14,31,34,43,15,12,10,8,188,20,6,15,16,24,68,47,57,22,21,7,19,319,38,15,31,35,60,161,173,205,78,64,39,39,936,307,107,110,211,266,925,1083,2071,1312,915,441,300,8068
50606,0,0,32,9,3,0,7,11,28,47,75,22,17,12,3,231,0,0,0,3,3,8,13,14,5,4,3,4,58,10,0,0,3,5,13,28,33,15,11,4,5,132,17,5,0,19,18,58,95,133,53,37,14,13,453,108,38,36,96,122,350,677,1577,788,568,268,152,4773
50607,0,0,34,3,0,0,0,6,16,19,18,10,11,19,3,112,15,3,0,0,10,9,8,14,8,7,20,4,96,16,3,3,7,4,19,15,4,14,12,6,3,99,42,7,4,7,23,46,48,46,28,33,48,11,339,254,40,60,65,108,266,322,579,407,669,784,129,3682
50701,6,8,144,15,9,6,21,31,67,106,144,76,58,19,22,581,11,3,10,17,26,40,36,60,26,21,7,9,267,33,16,23,17,41,84,77,93,32,27,11,34,496,69,36,40,67,107,222,241,325,144,119,47,75,1485,474,210,182,331,489,1382,1805,3605,2439,1907,881,491,14196
50702,3,0,48,5,4,6,4,8,16,26,33,19,9,5,0,140,5,3,0,3,7,16,24,15,9,6,8,4,103,8,7,5,5,9,18,11,19,9,7,9,7,103,19,12,11,19,25,50,70,80,41,33,28,7,393,181,57,50,85,109,349,385,667,476,609,627,115,3711
50703,5,0,63,11,5,4,17,21,56,66,74,20,14,7,13,310,7,5,0,4,6,27,25,29,7,3,0,3,118,7,9,7,15,26,46,36,40,19,0,4,10,222,27,17,10,38,49,144,144,158,51,18,17,25,712,136,70,73,147,200,700,1183,1820,788,367,180,161,5833
50704,9,3,95,14,3,10,9,10,42,50,81,41,46,35,10,351,18,8,4,10,16,48,44,60,15,30,16,18,292,31,9,15,13,26,48,42,53,24,30,17,11,320,70,26,28,41,55,145,146,221,100,103,86,41,1067,649,220,164,258,331,969,978,1907,1361,1931,1650,406,10827
50705,3,3,184,29,13,6,25,43,141,232,254,90,28,17,28,916,16,7,7,22,24,53,65,62,28,15,0,7,313,26,19,16,34,38,105,127,118,30,25,13,35,591,73,43,38,85,112,342,448,485,169,82,38,79,2001,509,254,220,407,510,1871,2945,5613,2613,1477,600,561,17576
50901,0,0,64,20,14,7,15,23,66,44,37,8,8,0,17,256,6,0,3,9,3,20,22,7,0,0,3,6,77,15,13,13,15,16,36,12,22,8,3,3,11,167,46,31,25,47,47,133,87,80,20,11,4,28,566,365,161,134,262,329,1009,946,1103,407,268,168,237,5394
50902,0,0,47,6,10,25,32,21,37,38,35,17,12,4,11,251,4,3,10,0,13,16,15,11,0,0,0,3,78,16,12,12,18,22,36,11,15,6,11,7,12,179,27,33,39,61,60,102,68,68,31,20,8,31,550,367,186,180,339,407,873,727,941,486,452,203,264,5432
50903,0,0,13,6,3,3,10,14,19,18,7,0,4,0,4,89,0,0,0,0,6,4,3,0,0,0,0,0,24,6,8,7,10,5,5,5,3,0,0,0,3,54,12,8,11,21,28,35,23,11,0,3,0,7,172,151,67,66,138,135,301,225,224,86,63,32,73,1560
51001,4,0,16,0,0,3,0,4,10,8,18,8,15,5,3,80,0,0,0,0,0,3,0,3,0,0,0,0,16,3,0,0,3,0,6,7,8,6,5,0,3,43,3,0,4,4,7,19,19,36,15,27,7,13,149,49,15,23,32,29,109,147,249,238,295,183,82,1445
51002,0,0,4,3,0,0,0,0,0,0,8,4,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,3,0,3,0,0,17,6,4,3,3,3,0,4,9,6,5,3,0,43,21,21,8,10,12,38,31,64,35,95,68,24,423
51003,0,0,3,0,0,0,3,3,6,7,3,7,3,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,3,0,19,3,0,0,3,4,4,9,10,3,12,6,0,54,26,4,10,14,16,49,70,150,102,158,177,29,801
51101,0,0,11,0,0,3,6,10,12,12,13,0,0,0,0,60,0,0,0,0,4,0,3,4,0,0,0,0,21,4,3,0,5,3,8,7,4,3,3,0,0,33,9,7,3,17,16,26,23,27,3,3,0,10,126,86,22,27,40,77,231,212,298,129,114,43,67,1351
51102,0,0,4,0,0,0,0,0,11,4,3,0,0,6,6,33,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,4,0,0,6,4,0,0,0,0,0,22,0,0,4,0,5,23,6,6,0,3,6,8,63,27,13,10,17,25,104,78,115,61,78,39,35,602
51103,0,3,28,5,9,7,3,16,42,26,30,15,12,4,11,169,3,0,0,3,3,9,13,9,0,4,0,0,45,3,8,3,8,11,27,13,23,3,3,0,10,106,8,10,10,18,33,80,54,66,20,19,7,26,353,74,42,67,120,170,661,674,1013,432,307,128,157,3857
51104,0,0,65,16,4,5,16,19,50,52,44,14,8,8,11,245,9,3,4,10,0,20,12,10,3,4,0,3,84,20,8,6,16,11,21,28,27,10,4,4,13,171,36,21,20,37,36,102,108,95,35,19,12,30,557,235,125,122,193,282,745,867,1114,578,399,208,194,5059
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,0,0,19,3,9,0,16,12,49,28,13,0,0,0,3,143,3,3,3,9,13,20,8,0,0,0,0,5,57,6,6,0,6,13,12,10,3,3,0,0,4,65,15,17,3,28,42,87,52,21,3,5,0,16,286,78,70,46,153,202,518,482,331,98,39,16,68,2106
60102,0,0,87,12,5,10,26,52,89,67,41,13,7,0,10,332,9,5,13,20,30,52,34,5,9,0,0,8,188,20,10,19,25,33,58,37,22,14,5,0,8,251,48,25,45,72,127,226,161,77,31,10,4,22,858,281,171,177,331,484,1232,1286,1255,441,296,146,160,6264
60103,0,4,100,9,7,10,34,47,144,76,39,3,4,0,11,390,14,6,17,9,30,58,33,11,3,0,0,3,197,32,17,11,37,39,70,57,10,3,0,3,12,289,55,44,41,95,132,309,191,67,14,10,5,29,976,218,180,167,338,552,1584,1315,702,170,100,51,165,5547
60104,0,0,50,10,10,8,16,10,52,55,29,4,3,0,8,205,7,9,0,13,16,32,22,16,4,0,0,3,117,7,11,3,18,17,28,25,14,4,0,3,3,133,28,23,11,52,43,121,117,71,17,4,8,11,508,182,117,81,193,218,724,858,944,284,231,98,108,4030
60105,3,0,54,11,3,5,7,24,43,46,38,19,15,6,10,214,10,10,4,9,12,30,28,21,12,0,0,3,136,14,5,12,10,10,22,29,21,5,4,0,11,136,37,20,22,35,43,116,104,81,34,21,10,20,538,256,116,91,196,246,633,770,932,417,399,292,124,4477
60106,0,0,22,3,4,3,19,22,41,28,16,4,0,0,5,147,0,3,3,0,5,10,10,3,3,0,0,3,47,6,11,4,4,13,28,12,11,0,0,0,4,95,12,18,15,28,47,81,59,27,9,0,0,12,309,87,75,66,134,205,466,485,335,116,45,26,85,2109
60201,0,7,110,14,4,12,36,72,148,87,27,8,9,0,14,423,11,9,15,21,32,69,48,24,5,0,0,5,234,27,23,17,50,45,97,54,23,3,8,4,15,358,54,42,48,114,155,349,202,70,19,17,6,44,1124,319,227,211,509,813,2131,1789,1149,358,279,146,256,8193
60202,0,0,27,4,4,5,9,17,24,19,11,6,3,0,0,104,4,0,0,4,8,12,10,3,3,0,0,0,52,5,12,5,17,5,19,5,9,0,0,0,7,86,14,15,15,31,38,68,41,24,9,3,0,6,271,125,106,104,188,256,614,468,312,100,61,36,112,2486
60203,0,0,38,9,7,4,21,16,54,22,15,0,0,0,0,160,5,0,3,7,10,12,3,7,0,0,0,5,53,13,12,6,14,16,20,13,4,3,0,0,9,110,30,19,21,42,53,102,38,24,4,0,0,14,364,216,170,155,306,389,902,642,397,121,90,50,139,3582
60301,0,5,16,0,3,5,13,10,22,18,4,3,0,0,0,76,0,0,3,3,3,7,3,0,0,0,0,0,15,3,7,4,17,0,14,8,3,0,0,0,0,49,3,10,14,30,14,42,30,10,3,0,0,3,158,73,77,77,130,140,314,246,149,39,27,12,49,1339
60302,0,0,26,4,4,5,7,15,30,15,8,4,4,0,5,102,0,0,3,9,7,15,6,4,0,0,0,0,43,4,4,6,4,16,13,12,0,0,0,0,9,64,12,7,13,25,38,68,35,11,3,6,0,9,232,128,102,102,151,200,484,459,310,97,65,30,93,2225
60303,0,0,6,0,3,0,4,3,9,3,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,4,0,0,0,0,20,3,6,4,10,12,17,5,6,0,0,0,0,54,35,30,28,55,64,128,73,47,9,10,4,24,518
60401,0,3,71,11,13,11,32,47,88,43,17,3,3,0,5,270,3,8,10,20,29,31,11,8,3,0,0,8,133,21,9,15,21,33,51,18,4,3,0,0,0,186,42,29,43,84,120,191,77,28,15,3,5,15,654,264,162,210,413,631,1426,891,541,165,102,62,154,5023
60402,0,0,63,11,15,12,27,40,95,39,15,5,3,0,8,271,8,6,6,11,14,26,15,4,0,0,0,0,88,13,14,6,10,26,43,21,12,4,0,0,8,150,26,31,25,59,92,181,87,36,8,4,0,17,563,209,170,179,350,474,1190,894,555,152,107,52,156,4496
60403,0,0,21,7,8,7,15,19,17,8,3,3,0,0,4,82,0,0,6,3,3,0,3,0,0,0,0,0,19,3,4,5,3,14,10,6,0,0,0,0,4,54,7,10,18,26,38,33,19,9,3,5,0,8,171,118,107,103,153,214,380,260,167,40,31,27,85,1672
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,3,0,11,0,0,0,0,0,5,7,17,6,9,6,0,64,0,0,0,0,3,3,0,6,4,3,0,0,24,3,3,0,0,0,3,4,15,7,6,3,3,54,10,0,3,3,3,14,16,41,14,21,12,3,145,74,14,12,14,33,124,130,308,236,267,245,44,1503
70102,6,0,50,7,3,8,8,13,30,35,60,37,36,18,9,265,6,3,0,3,3,13,21,28,13,6,5,3,105,5,7,4,6,7,17,38,23,17,14,9,11,161,23,14,16,16,23,70,105,127,69,71,37,24,585,133,60,79,109,136,444,600,985,824,819,475,195,4858
70103,3,3,22,3,0,3,3,3,21,21,32,26,19,12,13,150,0,0,0,0,0,12,3,11,3,6,0,4,40,0,4,0,6,3,16,17,17,5,6,9,6,88,9,3,4,13,8,39,44,65,39,34,23,21,304,55,35,25,51,81,232,261,490,424,646,334,157,2780
70104,0,3,45,4,3,0,4,7,25,47,38,35,21,9,6,202,0,0,0,3,0,9,14,12,10,5,0,4,51,7,4,6,5,7,26,21,26,17,10,3,3,138,15,10,6,13,17,67,90,94,66,41,13,15,437,72,38,15,61,61,305,426,838,774,704,267,143,3702
70201,0,0,28,5,3,3,3,10,32,25,49,15,3,0,3,152,0,0,3,0,3,15,9,11,0,3,0,0,46,3,0,0,0,0,12,13,15,3,3,4,3,68,13,7,6,7,9,59,64,81,29,13,9,9,302,42,20,18,40,73,261,392,637,363,258,122,74,2314
70202,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,4,3,0,0,0,0,20,5,6,8,9,7,33,31,15,0,0,3,0,118
70203,0,0,4,3,3,3,0,0,3,3,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,13,9,3,5,0,0,4,3,4,4,3,0,0,44,21,17,10,16,9,45,47,39,23,19,14,19,266
70204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,13
70205,0,0,3,3,0,3,0,0,3,16,3,4,3,0,3,37,0,0,0,0,3,0,4,0,0,0,0,0,8,0,3,0,0,0,6,3,0,0,0,0,3,17,3,3,7,3,5,16,21,9,6,3,0,7,70,16,8,19,17,36,93,129,137,69,55,22,22,628
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,4,5,140,7,16,3,13,18,63,106,158,55,33,13,9,490,3,3,0,15,9,33,39,70,18,16,5,3,214,22,8,12,21,24,64,69,90,24,20,3,13,374,40,30,14,43,63,174,228,357,116,82,31,37,1213,399,168,131,265,379,1063,1562,3166,1770,1175,545,290,10918
80103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,4,7,6,13,0,4,3,0,39
80104,3,0,73,12,3,5,6,14,44,71,94,52,44,7,11,364,4,4,3,11,4,18,39,50,22,16,3,12,195,14,4,10,12,7,43,53,54,26,20,3,8,255,24,13,17,25,31,115,170,224,113,94,25,24,888,356,110,77,148,216,742,1309,2650,1780,1635,750,298,10075
80105,4,0,39,4,0,0,6,4,13,21,33,27,15,3,3,135,4,3,3,0,7,11,11,4,8,8,6,0,67,9,0,0,3,3,9,17,19,3,4,4,8,79,15,9,4,14,18,44,55,62,41,35,18,14,323,203,49,49,73,105,295,391,700,555,638,458,106,3620
80106,11,0,27,7,0,0,3,4,8,9,19,13,4,16,0,79,0,0,0,3,3,3,7,13,6,9,6,0,56,3,0,0,0,5,4,5,5,7,5,4,0,37,7,3,5,3,12,16,24,42,25,25,30,3,202,123,29,19,43,65,159,177,337,266,388,558,73,2239
80107,4,5,129,16,13,12,13,29,70,103,174,52,32,12,19,531,14,11,5,16,23,63,65,81,32,16,3,8,337,10,12,17,25,37,88,85,134,45,24,17,13,517,35,34,35,55,96,238,289,426,141,80,41,50,1512,429,185,195,291,426,1179,1553,3310,1939,1362,553,340,11757
80108,0,0,39,0,4,0,6,4,9,24,26,22,11,11,0,122,0,0,3,4,0,10,9,16,3,3,0,5,53,3,3,0,4,3,8,9,20,9,5,0,7,78,9,11,3,14,8,34,45,69,49,18,15,12,288,105,61,31,64,91,230,307,611,462,438,245,80,2733
80109,0,0,31,7,3,8,3,3,11,14,19,16,14,10,9,118,3,3,0,0,8,11,9,21,6,15,10,0,78,4,0,3,6,0,11,15,12,6,7,3,7,80,20,6,9,16,14,46,47,64,29,35,19,10,303,181,63,55,68,81,278,320,598,399,587,463,102,3197
80110,0,0,4,0,0,0,0,3,0,7,10,7,0,0,3,31,0,0,0,0,0,0,4,0,3,0,0,0,17,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,6,0,15,19,14,3,3,3,69,12,3,3,17,15,44,149,233,135,163,72,23,856
80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,4,4,23,14,18,10,4,95
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,9,14,11,3,4,7,0,54
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
