STE_NAME16	Year	CountryOfBirth	persons
Other Territories	2006	ITA	0
Other Territories	2006	JPN	0
Other Territories	2006	KOR	0
Other Territories	2006	LBN	0
Other Territories	2006	LKA	0
Other Territories	2006	MKD	0
Other Territories	2006	MLT	0
Other Territories	2006	MYS	437
Other Territories	2006	NLD	3
Other Territories	2006	NZL	28
Other Territories	2006	PAK	0
Other Territories	2006	PHL	3
Other Territories	2006	POL	3
Other Territories	2006	SGP	51
Other Territories	2006	THA	4
Other Territories	2006	TUR	0
Other Territories	2006	USA	8
Other Territories	2006	VNM	0
Other Territories	2006	ZAF	3
Other Territories	2006	ZWE	0
Other Territories	2011		460
Other Territories	2011	AUS	1475
Other Territories	2011	CAN	0
Other Territories	2011	CHN	4
Other Territories	2011	DEU	6
Other Territories	2011	EGY	3
Other Territories	2011	FJI	0
Other Territories	2011	GBR	69
Other Territories	2011	GRC	0
Other Territories	2011	HKG	0
Other Territories	2011	HRV	0
Other Territories	2011	IDN	18
Other Territories	2011	IND	6
Other Territories	2011	IRL	0
Other Territories	2011	IRN	334
Other Territories	2011	IRQ	93
Other Territories	2011	ITA	0
Other Territories	2011	JPN	4
Other Territories	2011	KOR	0
Other Territories	2011	LBN	0
Other Territories	2011	LKA	3
Other Territories	2011	MKD	0
Other Territories	2011	MLT	0
Other Territories	2011	MYS	401
Other Territories	2011	NLD	3
Other Territories	2011	NZL	21
Other Territories	2011	PAK	23
Other Territories	2011	PHL	13
Other Territories	2011	POL	3
Other Territories	2011	SGP	54
Other Territories	2011	THA	17
Other Territories	2011	TUR	0
Other Territories	2011	USA	5
Other Territories	2011	VNM	5
Other Territories	2011	ZAF	7
Other Territories	2011	ZWE	4
Other Territories	2016		704
Other Territories	2016	AUS	2535
Other Territories	2016	CAN	10
Other Territories	2016	CHN	19
Other Territories	2016	DEU	11
Other Territories	2016	EGY	3
Other Territories	2016	FJI	52
Other Territories	2016	GBR	140
Other Territories	2016	GRC	0
Other Territories	2016	HKG	10
Other Territories	2016	HRV	0
Other Territories	2016	IDN	14
Other Territories	2016	IND	11
Other Territories	2016	IRL	6
Other Territories	2016	IRN	31
Other Territories	2016	IRQ	15
Other Territories	2016	ITA	4
Other Territories	2016	JPN	3
Other Territories	2016	KOR	3
Other Territories	2016	LBN	6
Other Territories	2016	LKA	3
Other Territories	2016	MKD	7
Other Territories	2016	MLT	4
Other Territories	2016	MYS	393
Other Territories	2016	NLD	6
Other Territories	2016	NZL	366
Other Territories	2016	PAK	8
Other Territories	2016	PHL	69
Other Territories	2016	POL	0
Other Territories	2016	SGP	51
Other Territories	2016	THA	24
Other Territories	2016	TUR	0
Other Territories	2016	USA	11
Other Territories	2016	VNM	33
Other Territories	2016	ZAF	34
Other Territories	2016	ZWE	4
