STE_NAME16	Year	Age	FOE	Sex	adults
Victoria	2006	15-19	Field of study inadequately described	F	131
Victoria	2006	15-19	Field of study inadequately described	M	167
Victoria	2006	15-19	Field of study not stated	F	18596
Victoria	2006	15-19	Field of study not stated	M	21126
Victoria	2006	15-19	Food hospitality and personal services	F	2958
Victoria	2006	15-19	Food hospitality and personal services	M	908
Victoria	2006	15-19	Health	F	430
Victoria	2006	15-19	Health	M	118
Victoria	2006	15-19	Information technology	F	157
Victoria	2006	15-19	Information technology	M	690
Victoria	2006	15-19	Management and commerce	F	2649
Victoria	2006	15-19	Management and commerce	M	1088
Victoria	2006	15-19	Mixed field programmes	F	172
Victoria	2006	15-19	Mixed field programmes	M	162
Victoria	2006	15-19	Natural and physical sciences	F	66
Victoria	2006	15-19	Natural and physical sciences	M	65
Victoria	2006	15-19	Society and culture	F	1155
Victoria	2006	15-19	Society and culture	M	550
Victoria	2006	20-24	Agriculture environmental and related studies	F	1416
Victoria	2006	20-24	Agriculture environmental and related studies	M	2529
Victoria	2006	20-24	Architecture and building	F	1027
Victoria	2006	20-24	Architecture and building	M	8284
Victoria	2006	20-24	Creative arts	F	6216
Victoria	2006	20-24	Creative arts	M	4495
Victoria	2006	20-24	Education	F	3597
Victoria	2006	20-24	Education	M	894
Victoria	2006	20-24	Engineering and related technologies	F	1502
Victoria	2006	20-24	Engineering and related technologies	M	14216
Victoria	2006	20-24	Field of study inadequately described	F	1512
Victoria	2006	20-24	Field of study inadequately described	M	1148
Victoria	2006	20-24	Field of study not stated	F	13617
Victoria	2006	20-24	Field of study not stated	M	18400
Victoria	2006	20-24	Food hospitality and personal services	F	9858
Victoria	2006	20-24	Food hospitality and personal services	M	4163
Victoria	2006	20-24	Health	F	8508
Victoria	2006	20-24	Health	M	1624
Victoria	2006	20-24	Information technology	F	1996
Victoria	2006	20-24	Information technology	M	7578
Victoria	2006	20-24	Management and commerce	F	22941
Victoria	2006	20-24	Management and commerce	M	12735
Victoria	2006	20-24	Mixed field programmes	F	284
Victoria	2006	20-24	Mixed field programmes	M	284
Victoria	2006	20-24	Natural and physical sciences	F	3263
Victoria	2006	20-24	Natural and physical sciences	M	1726
Victoria	2006	20-24	Society and culture	F	11816
Victoria	2006	20-24	Society and culture	M	4355
Victoria	2006	25-34	Agriculture environmental and related studies	F	3958
Victoria	2006	25-34	Agriculture environmental and related studies	M	7491
Victoria	2006	25-34	Architecture and building	F	2912
Victoria	2006	25-34	Architecture and building	M	21063
Victoria	2006	25-34	Creative arts	F	13735
Victoria	2006	25-34	Creative arts	M	9494
Victoria	2006	25-34	Education	F	19526
Victoria	2006	25-34	Education	M	5461
Victoria	2006	25-34	Engineering and related technologies	F	5816
Victoria	2006	25-34	Engineering and related technologies	M	52609
Victoria	2006	25-34	Field of study inadequately described	F	4466
Victoria	2006	25-34	Field of study inadequately described	M	3187
Victoria	2006	25-34	Field of study not stated	F	24856
Victoria	2006	25-34	Field of study not stated	M	31806
Victoria	2006	25-34	Food hospitality and personal services	F	16914
Victoria	2006	25-34	Food hospitality and personal services	M	9759
Victoria	2006	25-34	Health	F	28498
Victoria	2006	25-34	Health	M	7614
Victoria	2006	25-34	Information technology	F	6746
Victoria	2006	25-34	Information technology	M	19769
Victoria	2006	25-34	Management and commerce	F	59397
Victoria	2006	25-34	Management and commerce	M	36250
Victoria	2006	25-34	Mixed field programmes	F	188
Victoria	2006	25-34	Mixed field programmes	M	165
Victoria	2006	25-34	Natural and physical sciences	F	9754
Victoria	2006	25-34	Natural and physical sciences	M	6597
Victoria	2006	25-34	Society and culture	F	35928
Victoria	2006	25-34	Society and culture	M	14175
Victoria	2006	35-44	Agriculture environmental and related studies	F	2872
Victoria	2006	35-44	Agriculture environmental and related studies	M	7722
Victoria	2006	35-44	Architecture and building	F	2418
Victoria	2006	35-44	Architecture and building	M	22844
Victoria	2006	35-44	Creative arts	F	9147
Victoria	2006	35-44	Creative arts	M	6092
Victoria	2006	35-44	Education	F	25273
Victoria	2006	35-44	Education	M	7344
Victoria	2006	35-44	Engineering and related technologies	F	5482
Victoria	2006	35-44	Engineering and related technologies	M	69669
Victoria	2006	35-44	Field of study inadequately described	F	4064
Victoria	2006	35-44	Field of study inadequately described	M	3288
Victoria	2006	35-44	Field of study not stated	F	28418
Victoria	2006	35-44	Field of study not stated	M	32945
Victoria	2006	35-44	Food hospitality and personal services	F	14369
Victoria	2006	35-44	Food hospitality and personal services	M	8577
Victoria	2006	35-44	Health	F	33206
Victoria	2006	35-44	Health	M	9038
Victoria	2006	35-44	Information technology	F	4985
Victoria	2006	35-44	Information technology	M	11528
Victoria	2006	35-44	Management and commerce	F	45533
Victoria	2006	35-44	Management and commerce	M	33939
Victoria	2006	35-44	Mixed field programmes	F	201
Victoria	2006	35-44	Mixed field programmes	M	146
Victoria	2006	35-44	Natural and physical sciences	F	7294
Victoria	2006	35-44	Natural and physical sciences	M	7278
Victoria	2006	35-44	Society and culture	F	30677
Victoria	2006	35-44	Society and culture	M	14266
Victoria	2006	45-54	Agriculture environmental and related studies	F	1626
Victoria	2006	45-54	Agriculture environmental and related studies	M	5639
Victoria	2006	45-54	Architecture and building	F	1265
Victoria	2006	45-54	Architecture and building	M	20037
Victoria	2006	45-54	Creative arts	F	5392
Victoria	2006	45-54	Creative arts	M	4427
Victoria	2006	45-54	Education	F	32254
Victoria	2006	45-54	Education	M	11825
Victoria	2006	45-54	Engineering and related technologies	F	3681
Victoria	2006	45-54	Engineering and related technologies	M	64834
Victoria	2006	45-54	Field of study inadequately described	F	3002
Victoria	2006	45-54	Field of study inadequately described	M	3150
Victoria	2006	45-54	Field of study not stated	F	26341
Victoria	2006	45-54	Field of study not stated	M	30194
Victoria	2006	45-54	Food hospitality and personal services	F	8338
Victoria	2006	45-54	Food hospitality and personal services	M	5616
Victoria	2006	45-54	Health	F	33248
Victoria	2006	45-54	Health	M	9095
Victoria	2006	45-54	Information technology	F	2821
Victoria	2006	45-54	Information technology	M	5890
Victoria	2006	45-54	Management and commerce	F	28800
Victoria	2006	45-54	Management and commerce	M	28171
Victoria	2006	45-54	Mixed field programmes	F	223
Victoria	2006	45-54	Mixed field programmes	M	164
Victoria	2006	45-54	Natural and physical sciences	F	4768
Victoria	2006	45-54	Natural and physical sciences	M	6938
Victoria	2006	45-54	Society and culture	F	26698
Victoria	2006	45-54	Society and culture	M	14103
Victoria	2006	55-64	Agriculture environmental and related studies	F	593
Victoria	2006	55-64	Agriculture environmental and related studies	M	3223
Victoria	2006	55-64	Architecture and building	F	556
Victoria	2006	55-64	Architecture and building	M	13553
Victoria	2006	55-64	Creative arts	F	2865
Victoria	2006	55-64	Creative arts	M	2655
Victoria	2006	55-64	Education	F	22728
Victoria	2006	55-64	Education	M	10087
Victoria	2006	55-64	Engineering and related technologies	F	2638
Victoria	2006	55-64	Engineering and related technologies	M	49101
Victoria	2006	55-64	Field of study inadequately described	F	1644
Victoria	2006	55-64	Field of study inadequately described	M	1975
Victoria	2006	55-64	Field of study not stated	F	25398
Victoria	2006	55-64	Field of study not stated	M	26126
Victoria	2006	55-64	Food hospitality and personal services	F	6261
Victoria	2006	55-64	Food hospitality and personal services	M	3594
Victoria	2006	55-64	Health	F	19869
Victoria	2006	55-64	Health	M	5529
Victoria	2006	55-64	Information technology	F	885
Victoria	2006	55-64	Information technology	M	1905
Victoria	2006	55-64	Management and commerce	F	15829
Victoria	2006	55-64	Management and commerce	M	18413
Victoria	2006	55-64	Mixed field programmes	F	167
Victoria	2006	55-64	Mixed field programmes	M	126
Victoria	2006	55-64	Natural and physical sciences	F	2089
Victoria	2006	55-64	Natural and physical sciences	M	5312
Victoria	2006	55-64	Society and culture	F	15271
Victoria	2006	55-64	Society and culture	M	9950
Victoria	2006	65-74	Agriculture environmental and related studies	F	216
Victoria	2006	65-74	Agriculture environmental and related studies	M	1560
Victoria	2006	65-74	Architecture and building	F	165
Victoria	2006	65-74	Architecture and building	M	8942
Victoria	2006	65-74	Creative arts	F	1374
Victoria	2006	65-74	Creative arts	M	1041
Victoria	2006	65-74	Education	F	8942
Victoria	2006	65-74	Education	M	4445
Victoria	2006	65-74	Engineering and related technologies	F	2530
Victoria	2006	65-74	Engineering and related technologies	M	27746
Victoria	2006	65-74	Field of study inadequately described	F	703
Victoria	2006	65-74	Field of study inadequately described	M	875
Victoria	2006	65-74	Field of study not stated	F	27347
Victoria	2006	65-74	Field of study not stated	M	23547
Victoria	2006	65-74	Food hospitality and personal services	F	2099
Victoria	2006	65-74	Food hospitality and personal services	M	1939
Victoria	2006	65-74	Health	F	10426
Victoria	2006	65-74	Health	M	2791
Victoria	2006	65-74	Information technology	F	152
Victoria	2006	65-74	Information technology	M	229
Victoria	2006	65-74	Management and commerce	F	6342
Victoria	2006	65-74	Management and commerce	M	7244
Victoria	2006	65-74	Mixed field programmes	F	121
Victoria	2006	65-74	Mixed field programmes	M	110
Victoria	2006	65-74	Natural and physical sciences	F	675
Victoria	2006	65-74	Natural and physical sciences	M	2069
Victoria	2006	65-74	Society and culture	F	4401
Victoria	2006	65-74	Society and culture	M	4074
Victoria	2006	75-84	Agriculture environmental and related studies	F	109
Victoria	2006	75-84	Agriculture environmental and related studies	M	807
Victoria	2006	75-84	Architecture and building	F	78
Victoria	2006	75-84	Architecture and building	M	4084
Victoria	2006	75-84	Creative arts	F	946
Victoria	2006	75-84	Creative arts	M	526
Victoria	2006	75-84	Education	F	3860
Victoria	2006	75-84	Education	M	1822
Victoria	2006	75-84	Engineering and related technologies	F	1679
Victoria	2006	75-84	Engineering and related technologies	M	15130
Victoria	2006	75-84	Field of study inadequately described	F	427
Victoria	2006	75-84	Field of study inadequately described	M	610
Victoria	2006	75-84	Field of study not stated	F	34520
Victoria	2006	75-84	Field of study not stated	M	22851
Victoria	2006	75-84	Food hospitality and personal services	F	1192
Victoria	2006	75-84	Food hospitality and personal services	M	862
Victoria	2006	75-84	Health	F	5214
Victoria	2006	75-84	Health	M	1736
Victoria	2006	75-84	Information technology	F	45
Victoria	2006	75-84	Information technology	M	68
Victoria	2006	75-84	Management and commerce	F	4657
Victoria	2006	75-84	Management and commerce	M	3840
Victoria	2006	75-84	Mixed field programmes	F	96
Victoria	2006	75-84	Mixed field programmes	M	91
Victoria	2006	75-84	Natural and physical sciences	F	407
Victoria	2006	75-84	Natural and physical sciences	M	1102
Victoria	2006	75-84	Society and culture	F	1812
Victoria	2006	75-84	Society and culture	M	1777
Victoria	2006	85+	Agriculture environmental and related studies	F	34
Victoria	2006	85+	Agriculture environmental and related studies	M	169
Victoria	2006	85+	Architecture and building	F	30
Victoria	2006	85+	Architecture and building	M	804
Victoria	2006	85+	Creative arts	F	332
Victoria	2006	85+	Creative arts	M	148
Victoria	2006	85+	Education	F	1204
Victoria	2006	85+	Education	M	351
Victoria	2006	85+	Engineering and related technologies	F	530
Victoria	2006	85+	Engineering and related technologies	M	2875
Victoria	2006	85+	Field of study inadequately described	F	128
Victoria	2006	85+	Field of study inadequately described	M	157
Victoria	2006	85+	Field of study not stated	F	18566
Victoria	2006	85+	Field of study not stated	M	7992
Victoria	2006	85+	Food hospitality and personal services	F	328
Victoria	2006	85+	Food hospitality and personal services	M	213
Victoria	2006	85+	Health	F	1581
Victoria	2006	85+	Health	M	359
Victoria	2006	85+	Information technology	F	10
Victoria	2006	85+	Information technology	M	14
Victoria	2006	85+	Management and commerce	F	1247
Victoria	2006	85+	Management and commerce	M	997
Victoria	2006	85+	Mixed field programmes	F	37
Victoria	2006	85+	Mixed field programmes	M	32
Victoria	2006	85+	Natural and physical sciences	F	107
Victoria	2006	85+	Natural and physical sciences	M	227
Victoria	2006	85+	Society and culture	F	421
Victoria	2006	85+	Society and culture	M	409
Victoria	2011	15-19	Agriculture environmental and related studies	F	304
Victoria	2011	15-19	Agriculture environmental and related studies	M	405
Victoria	2011	15-19	Architecture and building	F	67
Victoria	2011	15-19	Architecture and building	M	2165
Victoria	2011	15-19	Creative arts	F	669
Victoria	2011	15-19	Creative arts	M	688
Victoria	2011	15-19	Education	F	153
Victoria	2011	15-19	Education	M	84
Victoria	2011	15-19	Engineering and related technologies	F	199
Victoria	2011	15-19	Engineering and related technologies	M	2114
Victoria	2011	15-19	Field of study inadequately described	F	117
Victoria	2011	15-19	Field of study inadequately described	M	159
Victoria	2011	15-19	Field of study not stated	F	15737
Victoria	2011	15-19	Field of study not stated	M	17611
Victoria	2011	15-19	Food hospitality and personal services	F	3275
Victoria	2011	15-19	Food hospitality and personal services	M	1007
Victoria	2011	15-19	Health	F	575
Victoria	2011	15-19	Health	M	170
Victoria	2011	15-19	Information technology	F	86
Victoria	2011	15-19	Information technology	M	589
Victoria	2011	15-19	Management and commerce	F	3264
Victoria	2011	15-19	Management and commerce	M	1400
Victoria	2011	15-19	Mixed field programmes	F	176
Victoria	2011	15-19	Mixed field programmes	M	173
Victoria	2011	15-19	Natural and physical sciences	F	80
Victoria	2011	15-19	Natural and physical sciences	M	61
Victoria	2011	15-19	Society and culture	F	2018
Victoria	2011	15-19	Society and culture	M	1014
Victoria	2011	20-24	Agriculture environmental and related studies	F	1297
Victoria	2011	20-24	Agriculture environmental and related studies	M	2337
Victoria	2011	20-24	Architecture and building	F	1314
Victoria	2011	20-24	Architecture and building	M	12137
Victoria	2011	20-24	Creative arts	F	7253
Victoria	2011	20-24	Creative arts	M	5464
Victoria	2011	20-24	Education	F	4190
Victoria	2011	20-24	Education	M	1087
Victoria	2011	20-24	Engineering and related technologies	F	1573
Victoria	2011	20-24	Engineering and related technologies	M	17055
Victoria	2011	20-24	Field of study inadequately described	F	1528
Victoria	2011	20-24	Field of study inadequately described	M	1145
Victoria	2011	20-24	Field of study not stated	F	12355
Victoria	2011	20-24	Field of study not stated	M	16887
Victoria	2011	20-24	Food hospitality and personal services	F	11759
Victoria	2011	20-24	Food hospitality and personal services	M	5937
Victoria	2011	20-24	Health	F	11153
Victoria	2011	20-24	Health	M	2476
Victoria	2011	20-24	Information technology	F	1020
Victoria	2011	20-24	Information technology	M	4839
Victoria	2011	20-24	Management and commerce	F	23207
Victoria	2011	20-24	Management and commerce	M	15120
Victoria	2011	20-24	Mixed field programmes	F	280
Victoria	2011	20-24	Mixed field programmes	M	301
Victoria	2011	20-24	Natural and physical sciences	F	3572
Victoria	2011	20-24	Natural and physical sciences	M	2252
Victoria	2011	20-24	Society and culture	F	14779
Victoria	2011	20-24	Society and culture	M	5872
Victoria	2011	25-34	Agriculture environmental and related studies	F	4301
Victoria	2011	25-34	Agriculture environmental and related studies	M	7693
Victoria	2011	25-34	Architecture and building	F	4119
Victoria	2011	25-34	Architecture and building	M	26788
Victoria	2011	25-34	Creative arts	F	18448
Victoria	2011	25-34	Creative arts	M	13450
Victoria	2011	25-34	Education	F	23736
Victoria	2011	25-34	Education	M	6625
Victoria	2011	25-34	Engineering and related technologies	F	6893
Victoria	2011	25-34	Engineering and related technologies	M	55903
Victoria	2011	25-34	Field of study inadequately described	F	5004
Victoria	2011	25-34	Field of study inadequately described	M	3938
Victoria	2011	25-34	Field of study not stated	F	23937
Victoria	2011	25-34	Field of study not stated	M	31871
Victoria	2011	25-34	Food hospitality and personal services	F	22572
Victoria	2011	25-34	Food hospitality and personal services	M	14041
Victoria	2011	25-34	Health	F	37752
Victoria	2011	25-34	Health	M	10288
Victoria	2011	25-34	Information technology	F	8283
Victoria	2011	25-34	Information technology	M	26618
Victoria	2011	25-34	Management and commerce	F	75601
Victoria	2011	25-34	Management and commerce	M	50277
Victoria	2011	25-34	Mixed field programmes	F	222
Victoria	2011	25-34	Mixed field programmes	M	262
Victoria	2011	25-34	Natural and physical sciences	F	11732
Victoria	2011	25-34	Natural and physical sciences	M	7230
Victoria	2011	25-34	Society and culture	F	45933
Victoria	2011	25-34	Society and culture	M	18104
Victoria	2011	35-44	Agriculture environmental and related studies	F	3700
Victoria	2011	35-44	Agriculture environmental and related studies	M	8151
Victoria	2011	35-44	Architecture and building	F	3306
Victoria	2011	35-44	Architecture and building	M	26029
Victoria	2011	35-44	Creative arts	F	12319
Victoria	2011	35-44	Creative arts	M	8438
Victoria	2011	35-44	Education	F	26828
Victoria	2011	35-44	Education	M	7685
Victoria	2011	35-44	Engineering and related technologies	F	6442
Victoria	2011	35-44	Engineering and related technologies	M	67247
Victoria	2011	35-44	Field of study inadequately described	F	5039
Victoria	2011	35-44	Field of study inadequately described	M	4133
Victoria	2011	35-44	Field of study not stated	F	24032
Victoria	2011	35-44	Field of study not stated	M	29324
Victoria	2011	35-44	Food hospitality and personal services	F	17640
Victoria	2011	35-44	Food hospitality and personal services	M	9922
Victoria	2011	35-44	Health	F	37384
Victoria	2011	35-44	Health	M	10717
Victoria	2011	35-44	Information technology	F	6220
Victoria	2011	35-44	Information technology	M	16689
Victoria	2011	35-44	Management and commerce	F	63217
Victoria	2011	35-44	Management and commerce	M	45046
Victoria	2011	35-44	Mixed field programmes	F	199
Victoria	2011	35-44	Mixed field programmes	M	179
Victoria	2011	35-44	Natural and physical sciences	F	9836
Victoria	2011	35-44	Natural and physical sciences	M	8201
Victoria	2011	35-44	Society and culture	F	43828
Victoria	2011	35-44	Society and culture	M	17973
Victoria	2011	45-54	Agriculture environmental and related studies	F	2524
Victoria	2011	45-54	Agriculture environmental and related studies	M	7075
Victoria	2011	45-54	Architecture and building	F	1863
Victoria	2011	45-54	Architecture and building	M	21979
Victoria	2011	45-54	Creative arts	F	7126
Victoria	2011	45-54	Creative arts	M	5089
Victoria	2011	45-54	Education	F	29622
Victoria	2011	45-54	Education	M	9805
Victoria	2011	45-54	Engineering and related technologies	F	4715
Victoria	2011	45-54	Engineering and related technologies	M	70361
Victoria	2011	45-54	Field of study inadequately described	F	3496
Victoria	2011	45-54	Field of study inadequately described	M	3534
Victoria	2011	45-54	Field of study not stated	F	23967
Victoria	2011	45-54	Field of study not stated	M	28314
Victoria	2011	45-54	Food hospitality and personal services	F	11338
Victoria	2011	45-54	Food hospitality and personal services	M	7161
Victoria	2011	45-54	Health	F	36907
Victoria	2011	45-54	Health	M	10386
Victoria	2011	45-54	Information technology	F	3762
Victoria	2011	45-54	Information technology	M	8629
Victoria	2011	45-54	Management and commerce	F	41490
Victoria	2011	45-54	Management and commerce	M	34795
Victoria	2011	45-54	Mixed field programmes	F	205
Victoria	2011	45-54	Mixed field programmes	M	179
Victoria	2011	45-54	Natural and physical sciences	F	6316
Victoria	2011	45-54	Natural and physical sciences	M	7705
Victoria	2011	45-54	Society and culture	F	35907
Victoria	2011	45-54	Society and culture	M	15174
Victoria	2011	55-64	Agriculture environmental and related studies	F	1007
Victoria	2011	55-64	Agriculture environmental and related studies	M	4430
Victoria	2011	55-64	Architecture and building	F	850
Victoria	2011	55-64	Architecture and building	M	16146
Victoria	2011	55-64	Creative arts	F	4111
Victoria	2011	55-64	Creative arts	M	3526
Victoria	2011	55-64	Education	F	29804
Victoria	2011	55-64	Education	M	11760
Victoria	2011	55-64	Engineering and related technologies	F	2893
Victoria	2011	55-64	Engineering and related technologies	M	56879
Victoria	2011	55-64	Field of study inadequately described	F	2234
Victoria	2011	55-64	Field of study inadequately described	M	2714
Victoria	2011	55-64	Field of study not stated	F	23477
Victoria	2011	55-64	Field of study not stated	M	24946
Victoria	2011	55-64	Food hospitality and personal services	F	7545
Victoria	2011	55-64	Food hospitality and personal services	M	4268
Victoria	2011	55-64	Health	F	27396
Victoria	2011	55-64	Health	M	7703
Victoria	2011	55-64	Information technology	F	1521
Victoria	2011	55-64	Information technology	M	3596
Victoria	2011	55-64	Management and commerce	F	23453
Victoria	2011	55-64	Management and commerce	M	24755
Victoria	2011	55-64	Mixed field programmes	F	172
Victoria	2011	55-64	Mixed field programmes	M	135
Victoria	2011	55-64	Natural and physical sciences	F	3537
Victoria	2011	55-64	Natural and physical sciences	M	6510
Victoria	2011	55-64	Society and culture	F	24754
Victoria	2011	55-64	Society and culture	M	13370
Victoria	2011	65-74	Agriculture environmental and related studies	F	402
Victoria	2011	65-74	Agriculture environmental and related studies	M	2184
Victoria	2011	65-74	Architecture and building	F	333
Victoria	2011	65-74	Architecture and building	M	10318
Victoria	2011	65-74	Creative arts	F	1960
Victoria	2011	65-74	Creative arts	M	1624
Victoria	2011	65-74	Education	F	14664
Victoria	2011	65-74	Education	M	6762
Victoria	2011	65-74	Engineering and related technologies	F	2342
Victoria	2011	65-74	Engineering and related technologies	M	35502
Victoria	2011	65-74	Field of study inadequately described	F	907
Victoria	2011	65-74	Field of study inadequately described	M	1332
Victoria	2011	65-74	Field of study not stated	F	24782
Victoria	2011	65-74	Field of study not stated	M	22118
Victoria	2011	65-74	Food hospitality and personal services	F	3606
Victoria	2011	65-74	Food hospitality and personal services	M	2497
Victoria	2011	65-74	Health	F	13833
Victoria	2011	65-74	Health	M	3713
Victoria	2011	65-74	Information technology	F	303
Victoria	2011	65-74	Information technology	M	631
Victoria	2011	65-74	Management and commerce	F	9599
Victoria	2011	65-74	Management and commerce	M	11174
Victoria	2011	65-74	Mixed field programmes	F	130
Victoria	2011	65-74	Mixed field programmes	M	113
Victoria	2011	65-74	Natural and physical sciences	F	1213
Victoria	2011	65-74	Natural and physical sciences	M	3510
Victoria	2011	65-74	Society and culture	F	8276
Victoria	2011	65-74	Society and culture	M	6376
Victoria	2011	75-84	Agriculture environmental and related studies	F	113
Victoria	2011	75-84	Agriculture environmental and related studies	M	979
Victoria	2011	75-84	Architecture and building	F	101
Victoria	2011	75-84	Architecture and building	M	5097
Victoria	2011	75-84	Creative arts	F	1025
Victoria	2011	75-84	Creative arts	M	568
Victoria	2011	75-84	Education	F	5115
Victoria	2011	75-84	Education	M	2509
Victoria	2011	75-84	Engineering and related technologies	F	1957
Victoria	2011	75-84	Engineering and related technologies	M	17265
Victoria	2011	75-84	Field of study inadequately described	F	454
Victoria	2011	75-84	Field of study inadequately described	M	679
Victoria	2011	75-84	Field of study not stated	F	27233
Victoria	2011	75-84	Field of study not stated	M	19847
Victoria	2011	75-84	Food hospitality and personal services	F	1432
Victoria	2011	75-84	Food hospitality and personal services	M	1035
Victoria	2011	75-84	Health	F	6848
Victoria	2011	75-84	Health	M	1992
Victoria	2011	75-84	Information technology	F	39
Victoria	2011	75-84	Information technology	M	77
Victoria	2011	75-84	Management and commerce	F	4583
Victoria	2011	75-84	Management and commerce	M	4346
Victoria	2011	75-84	Mixed field programmes	F	100
Victoria	2011	75-84	Mixed field programmes	M	91
Victoria	2011	75-84	Natural and physical sciences	F	468
Victoria	2011	75-84	Natural and physical sciences	M	1263
Victoria	2011	75-84	Society and culture	F	2458
Victoria	2011	75-84	Society and culture	M	2346
Victoria	2011	85+	Agriculture environmental and related studies	F	45
Victoria	2011	85+	Agriculture environmental and related studies	M	241
Victoria	2011	85+	Architecture and building	F	29
Victoria	2011	85+	Architecture and building	M	1247
Victoria	2011	85+	Creative arts	F	356
Victoria	2011	85+	Creative arts	M	191
Victoria	2011	85+	Education	F	1594
Victoria	2011	85+	Education	M	535
Victoria	2011	85+	Engineering and related technologies	F	709
Victoria	2011	85+	Engineering and related technologies	M	4880
Victoria	2011	85+	Field of study inadequately described	F	185
Victoria	2011	85+	Field of study inadequately described	M	263
Victoria	2011	85+	Field of study not stated	F	18848
Victoria	2011	85+	Field of study not stated	M	8638
Victoria	2011	85+	Food hospitality and personal services	F	422
Victoria	2011	85+	Food hospitality and personal services	M	236
Victoria	2011	85+	Health	F	2208
Victoria	2011	85+	Health	M	584
Victoria	2011	85+	Information technology	F	10
Victoria	2011	85+	Information technology	M	10
Victoria	2011	85+	Management and commerce	F	1987
Victoria	2011	85+	Management and commerce	M	1405
Victoria	2011	85+	Mixed field programmes	F	47
Victoria	2011	85+	Mixed field programmes	M	38
Victoria	2011	85+	Natural and physical sciences	F	179
Victoria	2011	85+	Natural and physical sciences	M	417
Victoria	2011	85+	Society and culture	F	608
Victoria	2011	85+	Society and culture	M	580
Victoria	2016	15-19	Agriculture environmental and related studies	F	336
Victoria	2016	15-19	Agriculture environmental and related studies	M	401
Victoria	2016	15-19	Architecture and building	F	99
Victoria	2016	15-19	Architecture and building	M	2035
Victoria	2016	15-19	Creative arts	F	905
Victoria	2016	15-19	Creative arts	M	970
Victoria	2016	15-19	Education	F	472
Victoria	2016	15-19	Education	M	131
Victoria	2016	15-19	Engineering and related technologies	F	220
Victoria	2016	15-19	Engineering and related technologies	M	2130
Victoria	2016	15-19	Field of study inadequately described	F	171
Victoria	2016	15-19	Field of study inadequately described	M	194
Victoria	2016	15-19	Field of study not stated	F	13957
Victoria	2016	15-19	Field of study not stated	M	14633
Victoria	2016	15-19	Food hospitality and personal services	F	2776
Victoria	2016	15-19	Food hospitality and personal services	M	780
Victoria	2016	15-19	Health	F	905
Victoria	2016	15-19	Health	M	298
Victoria	2016	15-19	Information technology	F	63
Victoria	2016	15-19	Information technology	M	573
Victoria	2016	15-19	Management and commerce	F	2134
Victoria	2016	15-19	Management and commerce	M	1360
Victoria	2016	15-19	Mixed field programmes	F	389
Victoria	2016	15-19	Mixed field programmes	M	363
Victoria	2016	15-19	Natural and physical sciences	F	154
Victoria	2016	15-19	Natural and physical sciences	M	122
Victoria	2016	15-19	Society and culture	F	2452
Victoria	2016	15-19	Society and culture	M	1421
Victoria	2016	20-24	Agriculture environmental and related studies	F	1580
Victoria	2016	20-24	Agriculture environmental and related studies	M	2349
Victoria	2016	20-24	Architecture and building	F	1678
Victoria	2016	20-24	Architecture and building	M	12666
Victoria	2016	20-24	Creative arts	F	8704
Victoria	2016	20-24	Creative arts	M	6461
Victoria	2016	20-24	Education	F	6310
Victoria	2016	20-24	Education	M	1446
Victoria	2016	20-24	Engineering and related technologies	F	2077
Victoria	2016	20-24	Engineering and related technologies	M	17959
Victoria	2016	20-24	Field of study inadequately described	F	1822
Victoria	2016	20-24	Field of study inadequately described	M	1237
Victoria	2016	20-24	Field of study not stated	F	14693
Victoria	2016	20-24	Field of study not stated	M	16813
Victoria	2016	20-24	Food hospitality and personal services	F	11039
Victoria	2016	20-24	Food hospitality and personal services	M	4597
Victoria	2016	20-24	Health	F	13000
Victoria	2016	20-24	Health	M	3303
Victoria	2016	20-24	Information technology	F	1299
Victoria	2016	20-24	Information technology	M	5550
Victoria	2016	20-24	Management and commerce	F	23119
Victoria	2016	20-24	Management and commerce	M	16645
Victoria	2016	20-24	Mixed field programmes	F	514
Victoria	2016	20-24	Mixed field programmes	M	532
Victoria	2016	20-24	Natural and physical sciences	F	5434
Victoria	2016	20-24	Natural and physical sciences	M	3994
Victoria	2016	20-24	Society and culture	F	18693
Victoria	2016	20-24	Society and culture	M	8381
Victoria	2016	25-34	Agriculture environmental and related studies	F	4337
Victoria	2016	25-34	Agriculture environmental and related studies	M	8006
Victoria	2016	25-34	Architecture and building	F	5728
Victoria	2016	25-34	Architecture and building	M	36802
Victoria	2016	25-34	Creative arts	F	23394
Victoria	2016	25-34	Creative arts	M	16956
Victoria	2016	25-34	Education	F	31643
Victoria	2016	25-34	Education	M	8656
Victoria	2016	25-34	Engineering and related technologies	F	8930
Victoria	2016	25-34	Engineering and related technologies	M	65251
Victoria	2016	25-34	Field of study inadequately described	F	5441
Victoria	2016	25-34	Field of study inadequately described	M	4431
Victoria	2016	25-34	Field of study not stated	F	33545
Victoria	2016	25-34	Field of study not stated	M	37912
Victoria	2016	25-34	Food hospitality and personal services	F	26646
Victoria	2016	25-34	Food hospitality and personal services	M	16293
Victoria	2016	25-34	Health	F	52769
Victoria	2016	25-34	Health	M	14872
Victoria	2016	25-34	Information technology	F	9686
Victoria	2016	25-34	Information technology	M	27861
Victoria	2016	25-34	Management and commerce	F	87322
Victoria	2016	25-34	Management and commerce	M	63252
Victoria	2016	25-34	Mixed field programmes	F	447
Victoria	2016	25-34	Mixed field programmes	M	552
