STE_NAME16	Year	Landlord	Rent.min	occupied_private_dwellings_being_rented
Queensland	2011	Real estate agent	18375	92884
Queensland	2011	Real estate agent	23625	27118
Queensland	2011	Real estate agent	28875	8648
Queensland	2011	Real estate agent	34125	3579
Queensland	2011	Real estate agent	39375	1524
Queensland	2011	Real estate agent	44625	724
Queensland	2011	Real estate agent	49875	2201
Queensland	2011	State or territory housing authority		3480
Queensland	2011	State or territory housing authority	0	11536
Queensland	2011	State or territory housing authority	3937	11466
Queensland	2011	State or territory housing authority	5250	14265
Queensland	2011	State or territory housing authority	7875	7256
Queensland	2011	State or territory housing authority	10500	2161
Queensland	2011	State or territory housing authority	11812	2131
Queensland	2011	State or territory housing authority	14437	1259
Queensland	2011	State or territory housing authority	18375	395
Queensland	2011	State or territory housing authority	23625	89
Queensland	2011	State or territory housing authority	28875	70
Queensland	2011	State or territory housing authority	34125	104
Queensland	2011	State or territory housing authority	39375	54
Queensland	2011	State or territory housing authority	44625	23
Queensland	2011	State or territory housing authority	49875	23
Queensland	2016			858
Queensland	2016		0	6201
Queensland	2016		3937	78
Queensland	2016		5250	288
Queensland	2016		7875	389
Queensland	2016		10500	268
Queensland	2016		11812	410
Queensland	2016		14437	682
Queensland	2016		18375	661
Queensland	2016		23625	192
Queensland	2016		28875	53
Queensland	2016		34125	23
Queensland	2016		39375	12
Queensland	2016		44625	4
Queensland	2016		49875	27
Queensland	2016	(Other)		2779
Queensland	2016	(Other)	0	6828
Queensland	2016	(Other)	3937	997
Queensland	2016	(Other)	5250	2127
Queensland	2016	(Other)	7875	2711
Queensland	2016	(Other)	10500	1841
Queensland	2016	(Other)	11812	5163
Queensland	2016	(Other)	14437	3824
Queensland	2016	(Other)	18375	2730
Queensland	2016	(Other)	23625	900
Queensland	2016	(Other)	28875	398
Queensland	2016	(Other)	34125	232
Queensland	2016	(Other)	39375	156
Queensland	2016	(Other)	44625	81
Queensland	2016	(Other)	49875	250
Queensland	2016	Co-op/church group etc		720
Queensland	2016	Co-op/church group etc	0	553
Queensland	2016	Co-op/church group etc	3937	439
Queensland	2016	Co-op/church group etc	5250	1322
Queensland	2016	Co-op/church group etc	7875	2121
Queensland	2016	Co-op/church group etc	10500	771
Queensland	2016	Co-op/church group etc	11812	1041
Queensland	2016	Co-op/church group etc	14437	893
Queensland	2016	Co-op/church group etc	18375	713
Queensland	2016	Co-op/church group etc	23625	162
Queensland	2016	Co-op/church group etc	28875	55
Queensland	2016	Co-op/church group etc	34125	24
Queensland	2016	Co-op/church group etc	39375	9
Queensland	2016	Co-op/church group etc	44625	7
Queensland	2016	Co-op/church group etc	49875	6
Queensland	2016	Person not in same household		4480
Queensland	2016	Person not in same household	0	7257
Queensland	2016	Person not in same household	3937	595
Queensland	2016	Person not in same household	5250	4808
Queensland	2016	Person not in same household	7875	8374
Queensland	2016	Person not in same household	10500	8929
Queensland	2016	Person not in same household	11812	14676
Queensland	2016	Person not in same household	14437	24960
Queensland	2016	Person not in same household	18375	26688
Queensland	2016	Person not in same household	23625	9674
Queensland	2016	Person not in same household	28875	3464
Queensland	2016	Person not in same household	34125	1457
Queensland	2016	Person not in same household	39375	706
Queensland	2016	Person not in same household	44625	356
Queensland	2016	Person not in same household	49875	864
Queensland	2016	Real estate agent		5146
Queensland	2016	Real estate agent	0	850
Queensland	2016	Real estate agent	3937	250
Queensland	2016	Real estate agent	5250	2248
Queensland	2016	Real estate agent	7875	9508
Queensland	2016	Real estate agent	10500	11603
Queensland	2016	Real estate agent	11812	35236
Queensland	2016	Real estate agent	14437	88041
Queensland	2016	Real estate agent	18375	125190
Queensland	2016	Real estate agent	23625	49211
Queensland	2016	Real estate agent	28875	16377
Queensland	2016	Real estate agent	34125	6437
Queensland	2016	Real estate agent	39375	2814
Queensland	2016	Real estate agent	44625	1351
Queensland	2016	Real estate agent	49875	2037
Queensland	2016	State or territory housing authority		2989
Queensland	2016	State or territory housing authority	0	3758
Queensland	2016	State or territory housing authority	3937	4723
Queensland	2016	State or territory housing authority	5250	17873
Queensland	2016	State or territory housing authority	7875	11059
Queensland	2016	State or territory housing authority	10500	3719
Queensland	2016	State or territory housing authority	11812	4349
Queensland	2016	State or territory housing authority	14437	3328
Queensland	2016	State or territory housing authority	18375	1071
Queensland	2016	State or territory housing authority	23625	162
Queensland	2016	State or territory housing authority	28875	63
Queensland	2016	State or territory housing authority	34125	48
Queensland	2016	State or territory housing authority	39375	32
Queensland	2016	State or territory housing authority	44625	21
Queensland	2016	State or territory housing authority	49875	19
South Australia	2006			362
South Australia	2006		0	3477
South Australia	2006		3937	149
South Australia	2006		5250	305
South Australia	2006		7875	309
South Australia	2006		10500	115
South Australia	2006		11812	89
South Australia	2006		14437	32
South Australia	2006		18375	16
South Australia	2006		23625	8
South Australia	2006		28875	5
South Australia	2006		34125	3
South Australia	2006		39375	0
South Australia	2006		44625	5
South Australia	2006		49875	38
South Australia	2006	(Other)		754
South Australia	2006	(Other)	0	1858
South Australia	2006	(Other)	3937	703
South Australia	2006	(Other)	5250	2119
South Australia	2006	(Other)	7875	1504
South Australia	2006	(Other)	10500	515
South Australia	2006	(Other)	11812	360
South Australia	2006	(Other)	14437	219
South Australia	2006	(Other)	18375	128
South Australia	2006	(Other)	23625	66
South Australia	2006	(Other)	28875	40
South Australia	2006	(Other)	34125	29
South Australia	2006	(Other)	39375	14
South Australia	2006	(Other)	44625	7
South Australia	2006	(Other)	49875	61
South Australia	2006	Co-op/church group etc		596
South Australia	2006	Co-op/church group etc	0	2629
South Australia	2006	Co-op/church group etc	3937	1021
South Australia	2006	Co-op/church group etc	5250	1257
South Australia	2006	Co-op/church group etc	7875	529
South Australia	2006	Co-op/church group etc	10500	120
South Australia	2006	Co-op/church group etc	11812	148
South Australia	2006	Co-op/church group etc	14437	42
South Australia	2006	Co-op/church group etc	18375	22
South Australia	2006	Co-op/church group etc	23625	7
South Australia	2006	Co-op/church group etc	28875	12
South Australia	2006	Co-op/church group etc	34125	5
South Australia	2006	Co-op/church group etc	39375	7
South Australia	2006	Co-op/church group etc	44625	4
South Australia	2006	Co-op/church group etc	49875	38
South Australia	2006	Person not in same household		1537
South Australia	2006	Person not in same household	0	3878
South Australia	2006	Person not in same household	3937	1654
South Australia	2006	Person not in same household	5250	10072
South Australia	2006	Person not in same household	7875	13725
South Australia	2006	Person not in same household	10500	6259
South Australia	2006	Person not in same household	11812	4996
South Australia	2006	Person not in same household	14437	2290
South Australia	2006	Person not in same household	18375	853
South Australia	2006	Person not in same household	23625	249
South Australia	2006	Person not in same household	28875	118
South Australia	2006	Person not in same household	34125	86
South Australia	2006	Person not in same household	39375	29
South Australia	2006	Person not in same household	44625	25
South Australia	2006	Person not in same household	49875	171
South Australia	2006	Real estate agent		778
South Australia	2006	Real estate agent	0	337
South Australia	2006	Real estate agent	3937	867
South Australia	2006	Real estate agent	5250	8463
South Australia	2006	Real estate agent	7875	17010
South Australia	2006	Real estate agent	10500	7562
South Australia	2006	Real estate agent	11812	8431
South Australia	2006	Real estate agent	14437	4231
South Australia	2006	Real estate agent	18375	1585
South Australia	2006	Real estate agent	23625	441
South Australia	2006	Real estate agent	28875	154
South Australia	2006	Real estate agent	34125	75
South Australia	2006	Real estate agent	39375	39
South Australia	2006	Real estate agent	44625	11
South Australia	2006	Real estate agent	49875	154
South Australia	2006	State or territory housing authority		2225
South Australia	2006	State or territory housing authority	0	15735
South Australia	2006	State or territory housing authority	3937	6256
South Australia	2006	State or territory housing authority	5250	9885
South Australia	2006	State or territory housing authority	7875	4382
South Australia	2006	State or territory housing authority	10500	664
South Australia	2006	State or territory housing authority	11812	245
South Australia	2006	State or territory housing authority	14437	57
South Australia	2006	State or territory housing authority	18375	33
South Australia	2006	State or territory housing authority	23625	40
South Australia	2006	State or territory housing authority	28875	73
South Australia	2006	State or territory housing authority	34125	28
South Australia	2006	State or territory housing authority	39375	15
South Australia	2006	State or territory housing authority	44625	12
South Australia	2006	State or territory housing authority	49875	831
South Australia	2011			394
South Australia	2011		0	2646
South Australia	2011		3937	136
South Australia	2011		5250	186
South Australia	2011		7875	188
South Australia	2011		10500	96
South Australia	2011		11812	182
South Australia	2011		14437	173
South Australia	2011		18375	75
South Australia	2011		23625	15
South Australia	2011		28875	7
South Australia	2011		34125	3
South Australia	2011		39375	8
South Australia	2011		44625	0
South Australia	2011		49875	22
South Australia	2011	(Other)		868
South Australia	2011	(Other)	0	1553
South Australia	2011	(Other)	3937	415
South Australia	2011	(Other)	5250	1384
South Australia	2011	(Other)	7875	1438
South Australia	2011	(Other)	10500	930
South Australia	2011	(Other)	11812	1103
South Australia	2011	(Other)	14437	977
South Australia	2011	(Other)	18375	389
South Australia	2011	(Other)	23625	128
South Australia	2011	(Other)	28875	78
South Australia	2011	(Other)	34125	48
South Australia	2011	(Other)	39375	33
South Australia	2011	(Other)	44625	15
South Australia	2011	(Other)	49875	67
South Australia	2011	Co-op/church group etc		608
South Australia	2011	Co-op/church group etc	0	1205
South Australia	2011	Co-op/church group etc	3937	1478
South Australia	2011	Co-op/church group etc	5250	1733
South Australia	2011	Co-op/church group etc	7875	883
South Australia	2011	Co-op/church group etc	10500	295
South Australia	2011	Co-op/church group etc	11812	362
South Australia	2011	Co-op/church group etc	14437	232
South Australia	2011	Co-op/church group etc	18375	72
South Australia	2011	Co-op/church group etc	23625	11
South Australia	2011	Co-op/church group etc	28875	9
South Australia	2011	Co-op/church group etc	34125	17
South Australia	2011	Co-op/church group etc	39375	14
South Australia	2011	Co-op/church group etc	44625	10
South Australia	2011	Co-op/church group etc	49875	8
South Australia	2011	Person not in same household		1832
South Australia	2011	Person not in same household	0	3366
South Australia	2011	Person not in same household	3937	742
South Australia	2011	Person not in same household	5250	4610
South Australia	2011	Person not in same household	7875	7301
South Australia	2011	Person not in same household	10500	5978
South Australia	2011	Person not in same household	11812	9453
South Australia	2011	Person not in same household	14437	10062
South Australia	2011	Person not in same household	18375	4204
South Australia	2011	Person not in same household	23625	924
South Australia	2011	Person not in same household	28875	325
South Australia	2011	Person not in same household	34125	155
South Australia	2011	Person not in same household	39375	99
South Australia	2011	Person not in same household	44625	47
South Australia	2011	Person not in same household	49875	274
South Australia	2011	Real estate agent		1012
South Australia	2011	Real estate agent	0	233
South Australia	2011	Real estate agent	3937	208
South Australia	2011	Real estate agent	5250	2442
South Australia	2011	Real estate agent	7875	7446
South Australia	2011	Real estate agent	10500	6036
South Australia	2011	Real estate agent	11812	15649
South Australia	2011	Real estate agent	14437	20560
South Australia	2011	Real estate agent	18375	10115
South Australia	2011	Real estate agent	23625	2501
South Australia	2011	Real estate agent	28875	844
South Australia	2011	Real estate agent	34125	335
South Australia	2011	Real estate agent	39375	156
South Australia	2011	Real estate agent	44625	66
South Australia	2011	Real estate agent	49875	314
South Australia	2011	State or territory housing authority		2437
South Australia	2011	State or territory housing authority	0	5576
South Australia	2011	State or territory housing authority	3937	11435
South Australia	2011	State or territory housing authority	5250	9330
South Australia	2011	State or territory housing authority	7875	4890
South Australia	2011	State or territory housing authority	10500	1617
South Australia	2011	State or territory housing authority	11812	1890
South Australia	2011	State or territory housing authority	14437	671
South Australia	2011	State or territory housing authority	18375	137
South Australia	2011	State or territory housing authority	23625	39
South Australia	2011	State or territory housing authority	28875	69
South Australia	2011	State or territory housing authority	34125	35
South Australia	2011	State or territory housing authority	39375	67
South Australia	2011	State or territory housing authority	44625	37
South Australia	2011	State or territory housing authority	49875	16
South Australia	2016			314
South Australia	2016		0	2214
South Australia	2016		3937	123
South Australia	2016		5250	186
South Australia	2016		7875	177
South Australia	2016		10500	90
South Australia	2016		11812	180
South Australia	2016		14437	187
South Australia	2016		18375	91
South Australia	2016		23625	26
South Australia	2016		28875	11
South Australia	2016		34125	7
South Australia	2016		39375	0
South Australia	2016		44625	3
South Australia	2016		49875	8
South Australia	2016	(Other)		817
South Australia	2016	(Other)	0	1171
South Australia	2016	(Other)	3937	207
South Australia	2016	(Other)	5250	1030
South Australia	2016	(Other)	7875	1101
South Australia	2016	(Other)	10500	633
South Australia	2016	(Other)	11812	1378
South Australia	2016	(Other)	14437	1238
South Australia	2016	(Other)	18375	501
South Australia	2016	(Other)	23625	133
South Australia	2016	(Other)	28875	106
South Australia	2016	(Other)	34125	63
South Australia	2016	(Other)	39375	46
South Australia	2016	(Other)	44625	26
South Australia	2016	(Other)	49875	65
South Australia	2016	Co-op/church group etc		590
South Australia	2016	Co-op/church group etc	0	416
South Australia	2016	Co-op/church group etc	3937	758
South Australia	2016	Co-op/church group etc	5250	1306
South Australia	2016	Co-op/church group etc	7875	1899
South Australia	2016	Co-op/church group etc	10500	633
South Australia	2016	Co-op/church group etc	11812	656
South Australia	2016	Co-op/church group etc	14437	412
South Australia	2016	Co-op/church group etc	18375	122
South Australia	2016	Co-op/church group etc	23625	45
South Australia	2016	Co-op/church group etc	28875	12
South Australia	2016	Co-op/church group etc	34125	15
South Australia	2016	Co-op/church group etc	39375	6
South Australia	2016	Co-op/church group etc	44625	3
South Australia	2016	Co-op/church group etc	49875	5
South Australia	2016	Person not in same household		1791
South Australia	2016	Person not in same household	0	3260
South Australia	2016	Person not in same household	3937	411
South Australia	2016	Person not in same household	5250	2987
South Australia	2016	Person not in same household	7875	4960
South Australia	2016	Person not in same household	10500	4550
South Australia	2016	Person not in same household	11812	8436
South Australia	2016	Person not in same household	14437	12522
South Australia	2016	Person not in same household	18375	7022
South Australia	2016	Person not in same household	23625	1697
South Australia	2016	Person not in same household	28875	534
South Australia	2016	Person not in same household	34125	226
South Australia	2016	Person not in same household	39375	130
South Australia	2016	Person not in same household	44625	59
South Australia	2016	Person not in same household	49875	172
South Australia	2016	Real estate agent		1268
South Australia	2016	Real estate agent	0	254
South Australia	2016	Real estate agent	3937	126
South Australia	2016	Real estate agent	5250	1428
South Australia	2016	Real estate agent	7875	4741
South Australia	2016	Real estate agent	10500	4555
South Australia	2016	Real estate agent	11812	15715
South Australia	2016	Real estate agent	14437	28744
South Australia	2016	Real estate agent	18375	19353
South Australia	2016	Real estate agent	23625	4907
South Australia	2016	Real estate agent	28875	1493
South Australia	2016	Real estate agent	34125	614
South Australia	2016	Real estate agent	39375	278
South Australia	2016	Real estate agent	44625	142
South Australia	2016	Real estate agent	49875	208
South Australia	2016	State or territory housing authority		1882
South Australia	2016	State or territory housing authority	0	2289
South Australia	2016	State or territory housing authority	3937	6412
South Australia	2016	State or territory housing authority	5250	10513
South Australia	2016	State or territory housing authority	7875	6042
South Australia	2016	State or territory housing authority	10500	2175
South Australia	2016	State or territory housing authority	11812	2391
South Australia	2016	State or territory housing authority	14437	1588
South Australia	2016	State or territory housing authority	18375	422
South Australia	2016	State or territory housing authority	23625	62
South Australia	2016	State or territory housing authority	28875	34
South Australia	2016	State or territory housing authority	34125	22
South Australia	2016	State or territory housing authority	39375	29
South Australia	2016	State or territory housing authority	44625	22
South Australia	2016	State or territory housing authority	49875	77
Western Australia	2006			398
Western Australia	2006		0	4840
Western Australia	2006		3937	157
Western Australia	2006		5250	326
Western Australia	2006		7875	298
Western Australia	2006		10500	140
Western Australia	2006		11812	124
Western Australia	2006		14437	56
Western Australia	2006		18375	24
Western Australia	2006		23625	14
Western Australia	2006		28875	14
Western Australia	2006		34125	9
Western Australia	2006		39375	3
Western Australia	2006		44625	5
Western Australia	2006		49875	27
Western Australia	2006	(Other)		1345
Western Australia	2006	(Other)	0	5267
Western Australia	2006	(Other)	3937	1207
Western Australia	2006	(Other)	5250	3201
Western Australia	2006	(Other)	7875	2256
Western Australia	2006	(Other)	10500	681
Western Australia	2006	(Other)	11812	527
Western Australia	2006	(Other)	14437	356
Western Australia	2006	(Other)	18375	244
Western Australia	2006	(Other)	23625	158
Western Australia	2006	(Other)	28875	107
Western Australia	2006	(Other)	34125	87
Western Australia	2006	(Other)	39375	58
Western Australia	2006	(Other)	44625	33
Western Australia	2006	(Other)	49875	157
Western Australia	2006	Co-op/church group etc		485
Western Australia	2006	Co-op/church group etc	0	2597
Western Australia	2006	Co-op/church group etc	3937	815
Western Australia	2006	Co-op/church group etc	5250	839
Western Australia	2006	Co-op/church group etc	7875	203
Western Australia	2006	Co-op/church group etc	10500	54
Western Australia	2006	Co-op/church group etc	11812	54
Western Australia	2006	Co-op/church group etc	14437	26
Western Australia	2006	Co-op/church group etc	18375	8
Western Australia	2006	Co-op/church group etc	23625	14
Western Australia	2006	Co-op/church group etc	28875	9
Western Australia	2006	Co-op/church group etc	34125	6
Western Australia	2006	Co-op/church group etc	39375	20
Western Australia	2006	Co-op/church group etc	44625	0
Western Australia	2006	Co-op/church group etc	49875	43
Western Australia	2006	Person not in same household		2043
Western Australia	2006	Person not in same household	0	4700
Western Australia	2006	Person not in same household	3937	1552
Western Australia	2006	Person not in same household	5250	11959
Western Australia	2006	Person not in same household	7875	18919
Western Australia	2006	Person not in same household	10500	8237
Western Australia	2006	Person not in same household	11812	7075
Western Australia	2006	Person not in same household	14437	3657
Western Australia	2006	Person not in same household	18375	1375
Western Australia	2006	Person not in same household	23625	526
Western Australia	2006	Person not in same household	28875	226
Western Australia	2006	Person not in same household	34125	113
Western Australia	2006	Person not in same household	39375	105
Western Australia	2006	Person not in same household	44625	64
Western Australia	2006	Person not in same household	49875	272
Western Australia	2006	Real estate agent		1316
Western Australia	2006	Real estate agent	0	522
Western Australia	2006	Real estate agent	3937	832
Western Australia	2006	Real estate agent	5250	9443
Western Australia	2006	Real estate agent	7875	24809
Western Australia	2006	Real estate agent	10500	12243
Western Australia	2006	Real estate agent	11812	15474
Western Australia	2006	Real estate agent	14437	8891
Western Australia	2006	Real estate agent	18375	3657
Western Australia	2006	Real estate agent	23625	1255
Western Australia	2006	Real estate agent	28875	548
Western Australia	2006	Real estate agent	34125	333
Western Australia	2006	Real estate agent	39375	193
Western Australia	2006	Real estate agent	44625	112
Western Australia	2006	Real estate agent	49875	348
Western Australia	2006	State or territory housing authority		1822
Western Australia	2006	State or territory housing authority	0	11123
Western Australia	2006	State or territory housing authority	3937	5726
Western Australia	2006	State or territory housing authority	5250	6787
Western Australia	2006	State or territory housing authority	7875	2111
Western Australia	2006	State or territory housing authority	10500	288
Western Australia	2006	State or territory housing authority	11812	196
Western Australia	2006	State or territory housing authority	14437	76
Western Australia	2006	State or territory housing authority	18375	33
Western Australia	2006	State or territory housing authority	23625	34
Western Australia	2006	State or territory housing authority	28875	51
Western Australia	2006	State or territory housing authority	34125	21
Western Australia	2006	State or territory housing authority	39375	30
Western Australia	2006	State or territory housing authority	44625	24
Western Australia	2006	State or territory housing authority	49875	577
Western Australia	2011			544
Western Australia	2011		0	4163
Western Australia	2011		3937	104
Western Australia	2011		5250	196
Western Australia	2011		7875	137
Western Australia	2011		10500	80
Western Australia	2011		11812	135
Western Australia	2011		14437	235
Western Australia	2011		18375	215
Western Australia	2011		23625	55
Western Australia	2011		28875	17
Western Australia	2011		34125	13
Western Australia	2011		39375	13
Western Australia	2011		44625	8
Western Australia	2011		49875	37
Western Australia	2011	(Other)		2287
Western Australia	2011	(Other)	0	6025
Western Australia	2011	(Other)	3937	716
Western Australia	2011	(Other)	5250	2605
Western Australia	2011	(Other)	7875	1999
Western Australia	2011	(Other)	10500	1207
Western Australia	2011	(Other)	11812	1302
Western Australia	2011	(Other)	14437	1748
Western Australia	2011	(Other)	18375	1304
Western Australia	2011	(Other)	23625	404
Western Australia	2011	(Other)	28875	171
Western Australia	2011	(Other)	34125	130
Western Australia	2011	(Other)	39375	95
Western Australia	2011	(Other)	44625	73
Western Australia	2011	(Other)	49875	468
Western Australia	2011	Co-op/church group etc		420
Western Australia	2011	Co-op/church group etc	0	1431
Western Australia	2011	Co-op/church group etc	3937	669
Western Australia	2011	Co-op/church group etc	5250	1418
Western Australia	2011	Co-op/church group etc	7875	585
Western Australia	2011	Co-op/church group etc	10500	154
Western Australia	2011	Co-op/church group etc	11812	196
Western Australia	2011	Co-op/church group etc	14437	182
Western Australia	2011	Co-op/church group etc	18375	92
Western Australia	2011	Co-op/church group etc	23625	26
Western Australia	2011	Co-op/church group etc	28875	14
Western Australia	2011	Co-op/church group etc	34125	6
Western Australia	2011	Co-op/church group etc	39375	13
Western Australia	2011	Co-op/church group etc	44625	7
Western Australia	2011	Co-op/church group etc	49875	0
Western Australia	2011	Person not in same household		2655
Western Australia	2011	Person not in same household	0	4874
Western Australia	2011	Person not in same household	3937	551
Western Australia	2011	Person not in same household	5250	3842
Western Australia	2011	Person not in same household	7875	5700
Western Australia	2011	Person not in same household	10500	5430
Western Australia	2011	Person not in same household	11812	8699
Western Australia	2011	Person not in same household	14437	16242
Western Australia	2011	Person not in same household	18375	14446
Western Australia	2011	Person not in same household	23625	4220
Western Australia	2011	Person not in same household	28875	1356
Western Australia	2011	Person not in same household	34125	619
Western Australia	2011	Person not in same household	39375	425
Western Australia	2011	Person not in same household	44625	213
Western Australia	2011	Person not in same household	49875	910
Western Australia	2011	Real estate agent		1985
Western Australia	2011	Real estate agent	0	490
Western Australia	2011	Real estate agent	3937	115
Western Australia	2011	Real estate agent	5250	1065
Western Australia	2011	Real estate agent	7875	3262
Western Australia	2011	Real estate agent	10500	3583
Western Australia	2011	Real estate agent	11812	11214
Western Australia	2011	Real estate agent	14437	28962
Western Australia	2011	Real estate agent	18375	33423
Western Australia	2011	Real estate agent	23625	10926
Western Australia	2011	Real estate agent	28875	4071
Western Australia	2011	Real estate agent	34125	1888
Western Australia	2011	Real estate agent	39375	1061
Western Australia	2011	Real estate agent	44625	599
Western Australia	2011	Real estate agent	49875	2216
Western Australia	2011	State or territory housing authority		2137
Western Australia	2011	State or territory housing authority	0	5460
Western Australia	2011	State or territory housing authority	3937	8230
Western Australia	2011	State or territory housing authority	5250	8007
Western Australia	2011	State or territory housing authority	7875	4393
Western Australia	2011	State or territory housing authority	10500	1437
Western Australia	2011	State or territory housing authority	11812	1309
Western Australia	2011	State or territory housing authority	14437	683
Western Australia	2011	State or territory housing authority	18375	281
Western Australia	2011	State or territory housing authority	23625	100
Western Australia	2011	State or territory housing authority	28875	55
Western Australia	2011	State or territory housing authority	34125	66
Western Australia	2011	State or territory housing authority	39375	41
Western Australia	2011	State or territory housing authority	44625	24
Western Australia	2011	State or territory housing authority	49875	14
Western Australia	2016			352
Western Australia	2016		0	3649
Western Australia	2016		3937	52
Western Australia	2016		5250	147
Western Australia	2016		7875	152
Western Australia	2016		10500	85
Western Australia	2016		11812	109
Western Australia	2016		14437	201
Western Australia	2016		18375	282
Western Australia	2016		23625	103
Western Australia	2016		28875	18
Western Australia	2016		34125	20
Western Australia	2016		39375	9
Western Australia	2016		44625	9
Western Australia	2016		49875	14
Western Australia	2016	(Other)		2005
Western Australia	2016	(Other)	0	5086
Western Australia	2016	(Other)	3937	531
Western Australia	2016	(Other)	5250	1943
Western Australia	2016	(Other)	7875	1640
Western Australia	2016	(Other)	10500	1030
Western Australia	2016	(Other)	11812	1749
Western Australia	2016	(Other)	14437	1900
Western Australia	2016	(Other)	18375	2027
Western Australia	2016	(Other)	23625	725
Western Australia	2016	(Other)	28875	225
Western Australia	2016	(Other)	34125	136
Western Australia	2016	(Other)	39375	92
Western Australia	2016	(Other)	44625	63
Western Australia	2016	(Other)	49875	218
Western Australia	2016	Co-op/church group etc		368
Western Australia	2016	Co-op/church group etc	0	511
Western Australia	2016	Co-op/church group etc	3937	391
Western Australia	2016	Co-op/church group etc	5250	848
Western Australia	2016	Co-op/church group etc	7875	1333
Western Australia	2016	Co-op/church group etc	10500	313
Western Australia	2016	Co-op/church group etc	11812	288
Western Australia	2016	Co-op/church group etc	14437	280
Western Australia	2016	Co-op/church group etc	18375	203
Western Australia	2016	Co-op/church group etc	23625	60
Western Australia	2016	Co-op/church group etc	28875	22
Western Australia	2016	Co-op/church group etc	34125	13
Western Australia	2016	Co-op/church group etc	39375	6
Western Australia	2016	Co-op/church group etc	44625	3
Western Australia	2016	Co-op/church group etc	49875	4
Western Australia	2016	Person not in same household		2578
Western Australia	2016	Person not in same household	0	4738
Western Australia	2016	Person not in same household	3937	328
Western Australia	2016	Person not in same household	5250	2444
Western Australia	2016	Person not in same household	7875	3568
Western Australia	2016	Person not in same household	10500	3496
Western Australia	2016	Person not in same household	11812	5769
Western Australia	2016	Person not in same household	14437	13189
Western Australia	2016	Person not in same household	18375	19620
Western Australia	2016	Person not in same household	23625	7700
Western Australia	2016	Person not in same household	28875	2399
Western Australia	2016	Person not in same household	34125	1001
Western Australia	2016	Person not in same household	39375	528
Western Australia	2016	Person not in same household	44625	255
Western Australia	2016	Person not in same household	49875	693
Western Australia	2016	Real estate agent		1974
Western Australia	2016	Real estate agent	0	425
Western Australia	2016	Real estate agent	3937	78
Western Australia	2016	Real estate agent	5250	571
Western Australia	2016	Real estate agent	7875	1650
Western Australia	2016	Real estate agent	10500	2096
Western Australia	2016	Real estate agent	11812	7173
Western Australia	2016	Real estate agent	14437	25370
Western Australia	2016	Real estate agent	18375	47538
Western Australia	2016	Real estate agent	23625	21090
Western Australia	2016	Real estate agent	28875	7295
Western Australia	2016	Real estate agent	34125	3135
Western Australia	2016	Real estate agent	39375	1716
Western Australia	2016	Real estate agent	44625	888
Western Australia	2016	Real estate agent	49875	1583
Western Australia	2016	State or territory housing authority		1962
Western Australia	2016	State or territory housing authority	0	2606
Western Australia	2016	State or territory housing authority	3937	2204
Western Australia	2016	State or territory housing authority	5250	11060
Western Australia	2016	State or territory housing authority	7875	6095
Western Australia	2016	State or territory housing authority	10500	2376
Western Australia	2016	State or territory housing authority	11812	2353
Western Australia	2016	State or territory housing authority	14437	1740
Western Australia	2016	State or territory housing authority	18375	703
Western Australia	2016	State or territory housing authority	23625	143
Western Australia	2016	State or territory housing authority	28875	56
Western Australia	2016	State or territory housing authority	34125	38
Western Australia	2016	State or territory housing authority	39375	21
Western Australia	2016	State or territory housing authority	44625	10
Western Australia	2016	State or territory housing authority	49875	22
Tasmania	2006			108
Tasmania	2006		0	1338
Tasmania	2006		3937	68
Tasmania	2006		5250	161
Tasmania	2006		7875	60
Tasmania	2006		10500	9
Tasmania	2006		11812	14
Tasmania	2006		14437	11
Tasmania	2006		18375	6
Tasmania	2006		23625	4
Tasmania	2006		28875	0
Tasmania	2006		34125	3
Tasmania	2006		39375	0
Tasmania	2006		44625	0
Tasmania	2006		49875	13
Tasmania	2006	(Other)		237
Tasmania	2006	(Other)	0	873
Tasmania	2006	(Other)	3937	206
Tasmania	2006	(Other)	5250	665
Tasmania	2006	(Other)	7875	421
Tasmania	2006	(Other)	10500	112
Tasmania	2006	(Other)	11812	93
Tasmania	2006	(Other)	14437	43
Tasmania	2006	(Other)	18375	21
Tasmania	2006	(Other)	23625	18
Tasmania	2006	(Other)	28875	11
Tasmania	2006	(Other)	34125	0
Tasmania	2006	(Other)	39375	3
Tasmania	2006	(Other)	44625	0
Tasmania	2006	(Other)	49875	16
Tasmania	2006	Co-op/church group etc		50
Tasmania	2006	Co-op/church group etc	0	378
Tasmania	2006	Co-op/church group etc	3937	238
Tasmania	2006	Co-op/church group etc	5250	299
Tasmania	2006	Co-op/church group etc	7875	62
Tasmania	2006	Co-op/church group etc	10500	19
Tasmania	2006	Co-op/church group etc	11812	10
Tasmania	2006	Co-op/church group etc	14437	20
Tasmania	2006	Co-op/church group etc	18375	7
Tasmania	2006	Co-op/church group etc	23625	9
Tasmania	2006	Co-op/church group etc	28875	0
Tasmania	2006	Co-op/church group etc	34125	4
Tasmania	2006	Co-op/church group etc	39375	0
Tasmania	2006	Co-op/church group etc	44625	0
Tasmania	2006	Co-op/church group etc	49875	8
Tasmania	2006	Person not in same household		476
Tasmania	2006	Person not in same household	0	1469
Tasmania	2006	Person not in same household	3937	944
Tasmania	2006	Person not in same household	5250	4989
Tasmania	2006	Person not in same household	7875	4445
