SA4_CODE_2016,C06_15_19_Mar_RegM_M,C06_15_19_Mar_RegM_F,C06_15_19_Mar_DFM_M,C06_15_19_Mar_DFM_F,C06_15_19_N_mar_M,C06_15_19_N_mar_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Mar_RegM_M,C06_20_24_Mar_RegM_F,C06_20_24_Mar_DFM_M,C06_20_24_Mar_DFM_F,C06_20_24_N_mar_M,C06_20_24_N_mar_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Mar_RegM_M,C06_25_29_Mar_RegM_F,C06_25_29_Mar_DFM_M,C06_25_29_Mar_DFM_F,C06_25_29_N_mar_M,C06_25_29_N_mar_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Mar_RegM_M,C06_30_34_Mar_RegM_F,C06_30_34_Mar_DFM_M,C06_30_34_Mar_DFM_F,C06_30_34_N_mar_M,C06_30_34_N_mar_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Mar_RegM_M,C06_35_39_Mar_RegM_F,C06_35_39_Mar_DFM_M,C06_35_39_Mar_DFM_F,C06_35_39_N_mar_M,C06_35_39_N_mar_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Mar_RegM_M,C06_40_44_Mar_RegM_F,C06_40_44_Mar_DFM_M,C06_40_44_Mar_DFM_F,C06_40_44_N_mar_M,C06_40_44_N_mar_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Mar_RegM_M,C06_45_49_Mar_RegM_F,C06_45_49_Mar_DFM_M,C06_45_49_Mar_DFM_F,C06_45_49_N_mar_M,C06_45_49_N_mar_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Mar_RegM_M,C06_50_54_Mar_RegM_F,C06_50_54_Mar_DFM_M,C06_50_54_Mar_DFM_F,C06_50_54_N_mar_M,C06_50_54_N_mar_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Mar_RegM_M,C06_55_59_Mar_RegM_F,C06_55_59_Mar_DFM_M,C06_55_59_Mar_DFM_F,C06_55_59_N_mar_M,C06_55_59_N_mar_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Mar_RegM_M,C06_60_64_Mar_RegM_F,C06_60_64_Mar_DFM_M,C06_60_64_Mar_DFM_F,C06_60_64_N_mar_M,C06_60_64_N_mar_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Mar_RegM_M,C06_65_69_Mar_RegM_F,C06_65_69_Mar_DFM_M,C06_65_69_Mar_DFM_F,C06_65_69_N_mar_M,C06_65_69_N_mar_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Mar_RegM_M,C06_70_74_Mar_RegM_F,C06_70_74_Mar_DFM_M,C06_70_74_Mar_DFM_F,C06_70_74_N_mar_M,C06_70_74_N_mar_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Mar_RegM_M,C06_75_79_Mar_RegM_F,C06_75_79_Mar_DFM_M,C06_75_79_Mar_DFM_F,C06_75_79_N_mar_M,C06_75_79_N_mar_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Mar_RegM_M,C06_80_84_Mar_RegM_F,C06_80_84_Mar_DFM_M,C06_80_84_Mar_DFM_F,C06_80_84_N_mar_M,C06_80_84_N_mar_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Mar_RegM_M,C06_85o_Mar_RegM_F,C06_85o_Mar_DFM_M,C06_85o_Mar_DFM_F,C06_85o_N_mar_M,C06_85o_N_mar_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Marr_reg_marr_M,C06_T_Marr_reg_marr_F,C06_T_Mar_de_fa_mar_M,C06_T_Mar_de_fa_mar_F,C06_Tot_N_mar_M,C06_Tot_N_mar_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F
601,11,15,80,198,6469,6114,6553,6328,12881,217,407,869,1265,4858,4436,5941,6106,12046,1045,1561,1293,1412,2597,2415,4929,5386,10317,2384,3101,1184,1174,1845,1868,5409,6141,11553,3311,3765,1048,1025,1660,1914,6014,6703,12717,3747,4169,858,791,1700,2074,6302,7043,13346,4302,4495,703,707,1757,2213,6759,7412,14168,4124,4246,528,475,1598,2046,6252,6773,13022,4130,3901,414,321,1305,1917,5847,6140,11982,3100,2866,247,154,957,1538,4306,4558,8865,2509,2164,117,78,737,1471,3358,3712,7073,1965,1662,61,31,664,1459,2686,3148,5834,1695,1176,31,17,585,1765,2310,2954,5258,1071,700,16,4,515,1647,1606,2353,3952,460,238,15,9,397,1367,875,1615,2490,34056,34472,7461,7652,27637,34235,69153,76362,145518,4,17,101,210,6309,5818,6419,6052,12466,183,381,998,1390,5104,4577,6282,6353,12633,1264,1768,1582,1769,3003,2717,5850,6251,12100,2262,2818,1312,1264,1851,1926,5422,6015,11432,3182,3703,1132,1116,1633,1907,5944,6726,12673,3585,3958,1018,994,1703,2109,6303,7061,13368,3817,4042
602,7,15,55,170,4107,3742,4168,3920,8088,160,356,596,898,2708,2292,3465,3545,7012,783,1190,783,778,1454,1307,3021,3278,6302,1644,2098,711,701,1083,1102,3447,3900,7348,2419,2769,611,586,993,1115,4023,4463,8485,2645,2910,549,484,1081,1219,4276,4615,8896,2962,3151,433,404,1106,1258,4509,4812,9320,2842,2919,363,305,1016,1122,4224,4347,8572,2974,2802,250,176,922,1113,4153,4089,8241,2416,2128,117,119,691,998,3221,3245,6472,1900,1655,82,63,521,940,2504,2660,5163,1472,1153,43,26,484,961,1997,2141,4139,1139,811,27,11,434,1117,1602,1942,3540,679,466,6,7,331,1026,1011,1501,2513,299,146,11,4,288,895,597,1046,1641,24336,24565,4655,4733,17235,20213,46220,49510,95736,0,12,86,165,4356,3924,4442,4092,8538,134,265,585,871,2765,2408,3485,3542,7025,743,1178,899,991,1537,1391,3175,3560,6739,1467,1812,719,663,962,1082,3155,3551,6708,1984,2390,656,664,959,1121,3604,4178,7776,2501,2751,591,576,1052,1327,4143,4654,8801,2579,2823
603,3,3,9,37,917,773,927,815,1740,33,75,126,182,436,304,595,565,1152,150,221,193,258,260,188,608,660,1266,360,473,234,227,224,201,813,899,1712,562,679,224,220,234,201,1022,1097,2124,600,729,222,210,291,235,1116,1175,2295,763,813,173,163,315,275,1256,1258,2512,789,839,125,117,327,270,1249,1229,2477,909,921,128,87,299,244,1338,1252,2587,814,683,76,45,284,211,1173,937,2106,569,479,25,17,215,202,813,701,1514,431,281,22,7,153,193,608,484,1083,276,162,3,5,123,191,404,355,761,130,76,0,3,91,144,220,223,443,49,17,0,0,48,142,104,165,266,6450,6451,1568,1585,4225,3764,12247,11803,24045,0,6,12,28,878,735,890,770,1662,21,48,117,162,454,304,596,521,1115,156,252,178,216,266,223,602,694,1289,316,403,192,235,217,197,733,833,1559,469,581,241,237,285,221,991,1036,2031,643,708,216,231,318,257,1171,1196,2362,638,750
604,0,7,67,191,3297,2908,3363,3117,6472,133,313,547,735,1659,1354,2340,2402,4741,650,966,638,688,1006,906,2287,2563,4853,1272,1625,620,599,809,812,2702,3029,5739,1823,2210,553,520,801,906,3178,3636,6812,2193,2366,452,429,881,933,3527,3730,7256,2355,2507,350,337,858,960,3562,3798,7367,2295,2409,266,249,839,787,3403,3451,6846,2365,2345,203,147,659,841,3220,3337,6553,2065,1896,119,84,543,702,2735,2682,5416,1703,1456,66,35,468,757,2229,2247,4479,1304,1011,29,25,388,796,1724,1828,3552,942,654,21,12,340,870,1299,1538,2835,566,343,12,6,289,860,863,1206,2074,268,112,6,4,193,681,471,794,1265,19939,20223,3955,4056,13012,15079,36905,39353,76257,0,8,60,146,3368,3003,3435,3162,6600,110,255,498,739,1744,1455,2353,2450,4802,608,896,738,803,984,949,2335,2647,4981,1073,1423,558,561,742,806,2380,2788,5168,1491,1725,580,574,783,888,2852,3194,6043,1819,2192,533,518,831,997,3185,3711,6897,2091,2286
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,12,23,54,195,3033,2669,3105,2885,5985,166,352,674,969,2168,1744,3001,3063,6066,792,1256,928,1015,1614,1361,3338,3629,6964,1480,1855,882,905,1292,1173,3651,3938,7588,1791,2209,764,749,1219,1081,3780,4037,7818,1921,2067,668,634,1085,1006,3675,3704,7376,1874,1974,487,454,1072,1055,3436,3483,6916,1735,1778,351,357,963,917,3055,3050,6108,1716,1444,257,200,875,773,2841,2421,5269,1171,853,133,76,549,562,1854,1488,3345,695,431,43,23,398,426,1135,880,2013,388,223,22,14,250,278,661,520,1181,217,124,9,7,186,244,416,371,788,107,48,0,4,87,159,196,211,405,32,26,5,4,46,106,81,135,216,14091,14669,5276,5604,14845,13550,34215,33824,68039,6,23,60,156,3310,2901,3377,3082,6456,193,406,718,1049,2591,1963,3502,3422,6920,925,1469,1103,1266,2131,1690,4160,4429,8590,1642,2155,899,922,1373,1244,3910,4315,8229,2107,2286,822,792,1108,1115,4034,4190,8224,2110,2397,704,670,1133,1069,3943,4143,8083,2020,2018
702,110,247,55,122,2811,2474,2972,2839,5812,535,726,327,480,1847,1741,2711,2950,5659,873,1114,493,547,1232,1364,2599,3015,5617,1250,1407,461,499,1017,1193,2722,3097,5826,1424,1570,430,437,939,949,2789,2957,5744,1365,1351,349,348,828,870,2549,2566,5113,1251,1256,304,262,764,812,2322,2331,4653,1085,1040,212,190,695,807,1990,2044,4031,899,703,149,120,577,575,1624,1396,3024,579,407,91,59,442,491,1111,963,2075,351,207,42,18,286,338,674,558,1234,133,96,24,13,145,260,295,374,667,96,41,3,0,120,177,222,220,440,42,15,3,0,56,111,99,123,227,24,12,0,0,46,109,68,121,189,10012,10190,2956,3097,11795,12268,24755,25558,50316,110,217,48,113,2776,2418,2934,2739,5679,569,766,381,540,1847,1752,2800,3062,5862,1049,1290,577,649,1385,1440,3009,3379,6384,1285,1485,509,517,1040,1095,2834,3094,5924,1388,1491,448,472,853,961,2689,2919,5607,1318,1417,410,402,825,1013,2550,2838,5391,1274,1237
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,6,33,77,223,10529,9699,10615,9956,20573,393,861,1341,1979,9597,8311,11330,11148,22476,2478,3726,2457,2547,5828,5078,10759,11351,22115,5421,6507,1978,1813,3541,3346,10936,11668,22603,6688,7332,1490,1459,2846,2950,11018,11746,22764,6930,7500,1185,1140,2494,3046,10603,11681,22287,7083,7454,971,947,2427,3279,10481,11678,22161,6855,6899,742,703,2067,3018,9661,10626,20286,6650,6200,588,441,1678,2784,8910,9428,18332,4803,3990,270,204,1110,2112,6177,6302,12485,3234,2715,126,62,782,1689,4134,4461,8602,2375,1918,59,32,644,1539,3075,3481,6557,1870,1304,32,12,523,1548,2428,2866,5293,1188,730,13,8,427,1620,1623,2356,3982,481,259,8,7,355,1220,843,1486,2328,56450,57414,11323,11573,44841,51234,112606,120225,232833,0,22,69,192,10471,9762,10544,9979,20523,331,854,1389,2136,10238,9031,11957,12024,23977,2958,4620,3088,3264,7153,5830,13205,13717,26929,6089,7199,2259,2122,3984,3583,12336,12903,25236,7418,7935,1685,1590,3052,3224,12157,12749,24903,7505,7771,1423,1398,2735,3222,11661,12391,24054,7190,7443
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,42,44,42,43,83,10,15,0,3,37,35,41,50,92,18,31,8,11,26,14,56,50,105,37,41,6,5,19,20,58,69,130,51,77,11,6,26,13,86,98,187,69,63,4,5,23,12,100,81,180,57,62,12,7,22,19,91,90,174,59,59,3,3,26,11,90,73,165,66,29,0,3,33,12,101,40,146,38,33,3,0,22,4,59,33,94,26,13,0,0,16,4,42,18,57,13,3,0,0,7,7,16,14,31,0,0,0,0,3,5,5,7,9,0,0,0,0,3,3,3,3,4,0,0,0,0,3,4,6,4,9,445,436,46,43,298,196,787,674,1462,0,0,0,0,66,42,71,38,110,0,14,3,5,33,31,40,46,89,29,30,4,14,30,9,64,53,110,28,40,4,6,21,15,53,59,112,35,49,7,4,19,16,60,65,130,44,59,4,4,22,19,70,81,157,78,63
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
