SA4_CODE_2016,C06_15_19_Mar_RegM_M,C06_15_19_Mar_RegM_F,C06_15_19_Mar_DFM_M,C06_15_19_Mar_DFM_F,C06_15_19_N_mar_M,C06_15_19_N_mar_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Mar_RegM_M,C06_20_24_Mar_RegM_F,C06_20_24_Mar_DFM_M,C06_20_24_Mar_DFM_F,C06_20_24_N_mar_M,C06_20_24_N_mar_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Mar_RegM_M,C06_25_29_Mar_RegM_F,C06_25_29_Mar_DFM_M,C06_25_29_Mar_DFM_F,C06_25_29_N_mar_M,C06_25_29_N_mar_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Mar_RegM_M,C06_30_34_Mar_RegM_F,C06_30_34_Mar_DFM_M,C06_30_34_Mar_DFM_F,C06_30_34_N_mar_M,C06_30_34_N_mar_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Mar_RegM_M,C06_35_39_Mar_RegM_F,C06_35_39_Mar_DFM_M,C06_35_39_Mar_DFM_F,C06_35_39_N_mar_M,C06_35_39_N_mar_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Mar_RegM_M,C06_40_44_Mar_RegM_F,C06_40_44_Mar_DFM_M,C06_40_44_Mar_DFM_F,C06_40_44_N_mar_M,C06_40_44_N_mar_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Mar_RegM_M,C06_45_49_Mar_RegM_F,C06_45_49_Mar_DFM_M,C06_45_49_Mar_DFM_F,C06_45_49_N_mar_M,C06_45_49_N_mar_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Mar_RegM_M,C06_50_54_Mar_RegM_F,C06_50_54_Mar_DFM_M,C06_50_54_Mar_DFM_F,C06_50_54_N_mar_M,C06_50_54_N_mar_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Mar_RegM_M,C06_55_59_Mar_RegM_F,C06_55_59_Mar_DFM_M,C06_55_59_Mar_DFM_F,C06_55_59_N_mar_M,C06_55_59_N_mar_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Mar_RegM_M,C06_60_64_Mar_RegM_F,C06_60_64_Mar_DFM_M,C06_60_64_Mar_DFM_F,C06_60_64_N_mar_M,C06_60_64_N_mar_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Mar_RegM_M,C06_65_69_Mar_RegM_F,C06_65_69_Mar_DFM_M,C06_65_69_Mar_DFM_F,C06_65_69_N_mar_M,C06_65_69_N_mar_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Mar_RegM_M,C06_70_74_Mar_RegM_F,C06_70_74_Mar_DFM_M,C06_70_74_Mar_DFM_F,C06_70_74_N_mar_M,C06_70_74_N_mar_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Mar_RegM_M,C06_75_79_Mar_RegM_F,C06_75_79_Mar_DFM_M,C06_75_79_Mar_DFM_F,C06_75_79_N_mar_M,C06_75_79_N_mar_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Mar_RegM_M,C06_80_84_Mar_RegM_F,C06_80_84_Mar_DFM_M,C06_80_84_Mar_DFM_F,C06_80_84_N_mar_M,C06_80_84_N_mar_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Mar_RegM_M,C06_85o_Mar_RegM_F,C06_85o_Mar_DFM_M,C06_85o_Mar_DFM_F,C06_85o_N_mar_M,C06_85o_N_mar_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Marr_reg_marr_M,C06_T_Marr_reg_marr_F,C06_T_Mar_de_fa_mar_M,C06_T_Mar_de_fa_mar_F,C06_Tot_N_mar_M,C06_Tot_N_mar_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F
201,3,10,56,129,4482,4127,4544,4259,8802,108,240,568,801,2909,2592,3587,3635,7220,797,1162,710,727,1552,1347,3055,3240,6302,1761,2125,676,634,1170,1138,3609,3894,7498,2388,2729,544,536,973,1264,3901,4529,8423,2707,3010,467,444,1097,1292,4274,4750,9021,2896,3028,374,407,1131,1353,4399,4788,9189,2876,2956,303,311,1073,1276,4244,4547,8790,2917,2811,250,188,973,1196,4136,4197,8334,2311,2164,148,92,751,960,3210,3220,6429,1819,1616,93,39,604,936,2515,2591,5101,1478,1208,27,17,525,969,2030,2192,4221,1170,871,17,12,443,1241,1627,2120,3748,704,454,8,7,379,1133,1093,1591,2681,308,162,5,5,258,945,577,1116,1688,24241,24556,4243,4335,18305,21773,46793,50663,97457,0,6,57,115,4532,4242,4595,4366,8965,100,217,532,792,3337,3013,3966,4022,7985,778,1156,906,969,1732,1581,3410,3712,7123,1642,1975,666,679,1083,1143,3394,3800,7193,2295,2521,704,648,1064,1253,4061,4431,8494,2528,2858,573,573,1111,1460,4217,4892,9111,2708,2941
202,0,9,43,127,4311,4101,4360,4237,8592,103,234,504,765,2733,2485,3344,3485,6827,705,1030,739,739,1395,1300,2838,3076,5918,1632,2002,624,633,973,1056,3231,3691,6922,2222,2617,513,492,949,1149,3678,4252,7929,2557,3004,468,457,1022,1300,4052,4757,8812,2924,3058,402,410,1107,1413,4434,4874,9311,2857,2849,349,298,1106,1294,4310,4443,8755,2797,2692,217,214,970,1198,3982,4101,8087,2212,1987,138,83,724,974,3075,3036,6114,1803,1645,63,49,614,851,2485,2548,5027,1488,1181,31,22,464,957,1979,2156,4138,1154,896,24,11,467,1120,1645,2031,3673,706,447,7,6,370,1015,1082,1464,2552,319,150,3,3,284,979,607,1136,1740,23486,23804,4138,4289,17488,21183,45110,49280,94388,3,6,50,112,4442,4174,4499,4295,8790,106,214,513,759,2982,2738,3606,3705,7314,747,1121,820,871,1569,1465,3135,3459,6595,1540,1868,654,670,1012,1075,3198,3610,6813,2157,2455,581,614,969,1112,3710,4182,7893,2460,2725,590,568,1079,1331,4132,4623,8752,2556,2971
203,5,17,57,148,7273,6776,7334,6934,14269,199,417,769,1192,5207,4510,6177,6118,12290,1373,2017,1325,1343,2894,2521,5586,5878,11463,3359,4116,1157,1066,2048,1930,6559,7104,13664,4394,4969,878,879,1752,2021,7023,7868,14890,4892,5326,696,699,1802,2193,7394,8218,15605,5084,5403,595,557,1722,2264,7408,8225,15627,5016,5086,457,425,1570,2000,7050,7504,14550,4906,4803,322,277,1291,1862,6516,6948,13463,3896,3633,200,138,935,1492,5029,5262,10291,3147,2838,101,60,738,1509,3982,4414,8391,2666,2324,46,27,717,1625,3427,3977,7406,2303,1675,23,15,711,2032,3036,3716,6754,1339,930,18,9,603,1989,1963,2931,4893,662,334,10,3,476,1508,1148,1847,2994,43236,43876,6648,6833,29733,36229,79621,86934,166561,0,4,46,113,7671,6969,7718,7094,14814,173,392,777,1170,5788,5096,6739,6657,13396,1454,2204,1533,1708,3323,2964,6313,6883,13197,3160,3863,1237,1173,1972,2026,6374,7057,13435,4582,5098,1089,1036,1825,2179,7499,8311,15814,4931,5299,912,944,1864,2342,7703,8590,16291,4976,5231
204,6,6,48,162,4892,4288,4942,4458,9402,144,316,582,854,2385,1922,3104,3090,6196,802,1238,795,811,1352,1153,2945,3207,6151,1809,2351,723,673,1103,1066,3630,4089,7722,2659,3084,640,615,1045,1206,4340,4903,9249,3220,3545,533,581,1246,1303,4995,5429,10428,3421,3722,469,471,1320,1418,5208,5617,10822,3475,3579,410,370,1210,1185,5095,5135,10228,3455,3388,297,281,1138,1108,4891,4775,9666,2865,2630,196,99,810,1035,3869,3763,7633,2211,1898,109,55,634,964,2956,2921,5878,1710,1409,50,27,539,1076,2296,2511,4808,1433,1028,18,15,545,1276,1998,2324,4324,845,506,12,6,398,1220,1257,1727,2986,350,176,7,3,274,1000,634,1176,1814,28405,28869,4888,5024,18878,21232,52173,55132,107308,3,16,46,133,4934,4455,4980,4600,9586,127,258,566,804,2609,1971,3301,3040,6336,773,1202,816,895,1466,1329,3059,3419,6480,1632,2035,675,680,1009,1110,3308,3817,7131,2326,2747,641,672,1001,1226,3970,4644,8617,2843,3216,651,627,1186,1366,4674,5207,9882,3151,3413
205,10,16,96,264,7644,7149,7747,7431,15173,202,501,967,1406,3902,3307,5068,5214,10282,1284,1955,1206,1187,2091,1866,4579,5005,9583,2694,3471,1032,1012,1625,1675,5351,6163,11514,3860,4460,945,936,1642,1905,6453,7309,13760,4579,5190,805,801,1836,2077,7225,8061,15280,5127,5649,744,722,1982,2216,7849,8584,16435,5255,5550,600,543,1909,2016,7759,8109,15874,5465,5409,454,374,1697,1865,7618,7646,15269,4572,4320,270,218,1321,1624,6168,6155,12326,3892,3455,122,94,1137,1580,5145,5119,10271,3036,2412,82,53,955,1756,4072,4214,8286,2464,1728,53,27,912,2117,3430,3876,7305,1377,853,20,8,704,1957,2105,2816,4922,561,254,11,3,514,1509,1081,1761,2844,44378,45210,7407,7648,29860,34613,81649,87470,169123,10,10,79,258,7858,7175,7943,7444,15386,193,423,1039,1534,4432,3679,5656,5629,11287,1432,2211,1572,1648,2509,2355,5504,6222,11731,2636,3277,1193,1097,1663,1723,5490,6088,11579,3524,4128,1052,1041,1639,1907,6213,7076,13294,4192,4758,1013,1034,1898,2197,7100,7997,15092,4611,5125
206,18,40,89,142,8691,9300,8797,9481,18276,333,963,1872,2798,16838,18770,19049,22531,41582,3071,4495,5453,6111,15155,14955,23684,25563,49247,7222,8368,5359,4751,9784,10252,22359,23372,45727,7975,8485,3457,2811,6937,7261,18364,18557,36925,6661,6652,2189,1782,5182,5485,14033,13922,27949,5840,5972,1633,1320,4385,5298,11863,12595,24458,5392,5527,1198,975,3700,4633,10287,11130,21416,5201,5129,883,620,3246,4296,9330,10044,19370,4266,3959,456,240,2399,3116,7120,7307,14432,3624,3369,183,90,1758,2801,5564,6256,11811,3127,2570,78,62,1500,2932,4698,5562,10262,2656,1800,62,27,1435,2973,4150,4799,8950,1647,987,32,13,1049,2854,2726,3852,6577,839,356,22,17,742,2665,1609,3043,4648,57865,58670,22968,21749,82785,97599,163615,178021,341635,11,36,58,149,8720,9018,8789,9206,17992,443,1021,2089,3045,18003,20045,20532,24110,44644,3678,5732,7060,8092,18271,18145,29001,31965,60970,8238,9085,6522,5818,10987,11331,25745,26231,51980,8525,8732,4075,3308,6941,7758,19541,19801,39344,7835,8057,2804,2271,5622,6291,16259,16623,32878,6646,6588
207,3,15,22,49,10558,10316,10579,10376,20961,168,405,541,789,10873,9919,11584,11116,22703,1580,2512,1348,1518,6097,4993,9034,9028,18059,4507,5757,1194,1093,3322,3036,9025,9884,18918,6970,8308,852,785,2343,2717,10162,11814,21974,7976,8805,647,661,1936,2721,10563,12183,22740,8138,8522,612,540,1911,2940,10662,11997,22656,7372,7534,491,474,1687,2864,9545,10870,20418,6928,7155,364,302,1455,2865,8745,10320,19065,6008,5489,234,154,1155,2334,7393,7983,15377,4872,4455,116,51,846,2185,5835,6694,12531,4089,3248,63,32,756,2383,4906,5661,10564,3298,2300,40,23,863,3004,4196,5331,9525,2084,1354,23,15,741,3104,2845,4470,7313,1078,518,9,11,769,2860,1856,3385,5240,65077,66371,6561,6482,45298,58246,116935,131102,248038,3,9,29,44,10890,10371,10924,10423,21343,202,466,562,821,11791,10911,12561,12192,24755,1873,2743,1536,1739,7212,5956,10625,10436,21064,4183,5133,1258,1119,3323,2918,8767,9162,17930,6278,7407,846,791,2095,2411,9213,10606,19822,7875,9108,751,765,2019,2796,10651,12667,23319,8245,8839
208,3,25,34,78,10058,9632,10102,9724,19828,199,531,665,1094,9220,8219,10085,9842,19927,1865,2861,1809,2045,5921,4775,9598,9679,19273,5541,6912,1764,1693,3659,3540,10965,12150,23112,8086,9538,1445,1361,2957,3165,12490,14057,26553,8599,9206,1102,1005,2559,3307,12260,13518,25777,8326,8502,897,840,2654,3498,11875,12839,24718,7431,7277,760,659,2472,3503,10666,11441,22103,6994,6591,582,484,2154,3312,9736,10394,20121,5180,4773,339,217,1559,2724,7076,7718,14796,4111,3663,160,95,1193,2442,5461,6200,11666,3323,2946,89,48,1076,2683,4490,5673,10159,3236,2554,68,34,1149,3522,4453,6117,10567,2370,1568,31,15,1040,3834,3438,5421,8859,1284,620,28,34,1033,3571,2343,4228,6564,66547,67562,9779,9704,48705,61723,125029,138996,264023,4,26,36,63,10564,9701,10605,9798,20396,214,538,682,1041,10347,9380,11238,10962,22197,2214,3514,1902,2284,6839,5406,10953,11206,22160,5372,6394,1870,1717,3466,3285,10705,11398,22101,8133,9166,1522,1426,2619,3187,12280,13771,26049,9425,10419,1326,1341,2615,3422,13361,15187,28551,8736,9054
209,10,43,35,115,13445,12591,13486,12751,26237,343,953,750,1159,11911,10232,13005,12340,25343,2902,4396,1724,1843,6872,5369,11497,11609,23109,6817,8262,1633,1642,4310,3948,12764,13843,26606,9134,10137,1413,1408,3520,3781,14067,15320,29393,9422,10142,1049,1051,3044,3692,13521,14890,28409,9690,10078,868,801,2839,3657,13399,14535,27933,8870,8995,666,557,2355,3161,11888,12711,24596,8577,8170,412,359,1938,2929,10926,11448,22376,6650,5837,211,163,1364,2313,8228,8314,16543,5131,4357,103,55,1000,2225,6231,6638,12869,4055,3183,47,41,902,2440,5004,5663,10662,3105,2135,37,23,910,2763,4056,4917,8978,1805,1083,15,11,763,2405,2579,3494,6070,718,343,9,5,578,1941,1297,2282,3582,77228,78102,8964,9235,55751,63437,141948,150767,292718,6,38,45,90,13384,12714,13438,12844,26277,407,1113,792,1254,13451,11844,14646,14214,28864,3559,5532,2250,2514,8838,6747,14650,14794,29443,7540,8904,1966,1957,4670,4100,14180,14958,29144,9734,10402,1742,1688,3616,3916,15092,16005,31092,10196,10659,1485,1502,3435,4042,15116,16202,31320,9535,9869
210,16,101,36,90,10048,9502,10098,9693,19788,427,1247,549,818,7657,6470,8636,8531,17163,2452,3589,1117,1274,4653,3699,8219,8568,16789,5018,5999,1076,1008,3090,2868,9184,9873,19059,6679,7479,932,900,2606,2857,10223,11241,21464,7147,7510,744,728,2266,2782,10155,11021,21180,6843,6719,543,487,2018,2582,9414,9783,19194,5902,5910,401,349,1720,2115,8023,8369,16395,5602,5647,270,224,1356,2013,7229,7888,15116,4768,4206,138,79,984,1618,5892,5903,11796,3905,3359,66,43,765,1662,4734,5070,9799,3247,2563,42,23,664,1929,3942,4511,8457,2536,1643,11,9,692,2096,3239,3747,6994,1350,766,10,0,551,1838,1911,2607,4519,506,206,12,3,379,1171,895,1381,2276,56408,56932,5954,6047,39449,45200,101812,108179,209987,12,60,22,55,10754,10199,10786,10310,21095,409,1238,479,806,9588,7741,10471,9787,20251,2784,4351,1360,1545,6027,4273,10174,10170,20338,5607,6430,1238,1188,3352,2883,10194,10500,20695,6796,7403,1014,1010,2541,2799,10346,11218,21564,7404,7716,970,903,2590,3074,10960,11692,22651,7341,7356
211,12,26,49,174,16739,15757,16799,15959,32759,354,857,1071,1750,12714,10850,14138,13458,27598,2973,4535,2406,2619,6774,5106,12154,12258,24409,7565,9264,2226,2111,4250,3875,14043,15253,29296,10293,11757,1925,1760,3650,3889,15865,17402,33271,11386,12461,1450,1417,3334,4003,16171,17877,34050,11997,12357,1179,1143,3176,4137,16351,17633,33978,11220,11305,905,844,2727,3981,14854,16127,30978,10904,10460,697,577,2332,3753,13937,14799,28732,8417,7391,356,255,1709,3102,10481,10751,21235,5889,4824,178,108,1277,2680,7349,7610,14960,4204,3287,65,52,972,2627,5243,5967,11213,3283,2336,33,24,999,2934,4318,5290,9612,1923,1229,19,8,803,2771,2744,4003,6749,884,470,21,4,608,2374,1519,2847,4365,91313,92570,12576,12840,62058,71828,165954,177239,343196,3,17,49,132,16091,15326,16143,15470,31618,341,793,974,1530,13440,11585,14749,13914,28662,2930,4584,2578,2963,7608,5880,13120,13431,26543,7210,8647,2227,2122,4229,3486,13671,14249,27922,9765,10971,2003,1928,3453,3764,15223,16657,31880,10956,11981,1833,1751,3527,4273,16317,18001,34326,11338,11916
212,22,86,97,215,20301,18406,20414,18714,39128,753,2145,1374,2192,18172,14868,20302,19214,39511,4866,7714,2588,2752,10779,7702,18236,18167,36399,10190,12562,2360,2114,6322,5371,18870,20051,38925,13186,14813,1891,1809,5128,5397,20208,22018,42223,14296,14641,1468,1389,4482,5096,20247,21128,41375,14159,14136,1128,1078,4077,4945,19365,20153,39522,12690,12524,897,773,3421,4503,17000,17803,34806,11906,11387,622,518,2806,4305,15331,16210,31534,9708,8579,362,254,2137,3531,12205,12364,24565,7715,6348,166,106,1584,3277,9468,9731,19197,5927,4681,95,44,1332,3432,7360,8162,15522,4491,3023,56,42,1330,3814,5874,6881,12750,2468,1417,26,20,989,3285,3487,4712,8201,1004,461,17,12,762,2539,1777,3010,4789,113390,114506,13142,13318,83615,90478,210141,218299,428443,19,87,73,155,22525,20462,22614,20702,43322,896,2375,1422,2323,21649,17216,23971,21920,45888,6271,10111,3231,3457,14020,9626,23522,23193,46719,12216,14194,2436,2275,7245,5634,21897,22100,43994,14521,15781,2158,2010,5340,5421,22012,23213,45223,15237,16047,1839,1771,5071,5983,22146,23802,45949,14990,14612
213,25,91,83,240,16791,15481,16901,15812,32711,667,1870,1281,2013,14637,12275,16587,16164,32747,4838,7343,2728,3056,9693,7625,17267,18029,35290,10068,11984,2751,2484,6279,6246,19096,20712,39806,11802,12940,2153,2063,5195,5748,19145,20754,39905,12127,12276,1633,1436,4403,5097,18166,18806,36971,11467,11597,1215,1158,3946,4891,16633,17647,34279,10578,10231,897,708,3475,4189,14955,15134,30084,9620,8843,540,450,2759,3612,12922,12905,25825,6950,5640,287,170,1857,2731,9101,8547,17650,5109,4111,133,71,1456,2526,6696,6708,13401,3882,3046,55,51,1105,2714,5042,5812,10848,2891,1950,41,24,999,3010,3927,4987,8914,1627,990,19,16,847,2578,2494,3583,6075,661,288,18,12,559,1834,1237,2132,3372,92310,93190,13840,13962,73995,80568,180151,187720,367868,22,81,82,208,18895,17732,19006,18026,37027,809,2334,1552,2311,18352,14989,20719,19637,40356,6306,10263,3627,4100,13667,9755,23607,24116,47723,13298,15085,3314,3193,7655,6894,24265,25168,49435,14951,15325,2835,2531,5850,6474,23642,24336,47975,13768,14094,2280,2106,5356,6492,21404,22692,44096,12826,12404
214,9,19,59,178,8036,7254,8107,7456,15563,174,403,816,1224,4953,4354,5939,5986,11925,1298,1998,1405,1496,2817,2406,5518,5895,11412,3322,3991,1437,1329,2164,2071,6925,7392,14321,4512,5313,1193,1100,2068,2341,7777,8758,16534,5080,5505,891,915,2013,2540,7985,8952,16940,5241,5471,807,721,2057,2473,8110,8663,16779,4893,4910,588,591,1741,2290,7227,7791,15017,5070,4996,460,410,1568,2322,7101,7728,14831,4319,4228,278,228,1232,2053,5831,6508,12339,3550,3193,193,118,989,1900,4730,5213,9938,2960,2497,101,41,830,1880,3892,4419,8312,2566,1892,60,29,823,2135,3445,4056,7502,1573,1035,16,15,697,1901,2288,2945,5237,728,369,12,12,522,1716,1265,2099,3362,45305,45813,8317,8400,32519,39645,86145,93866,180009,3,14,56,110,8169,7514,8226,7633,15863,159,361,772,1244,5976,5013,6905,6620,13526,1321,2201,1694,1907,3206,2748,6224,6855,13082,3153,3791,1407,1329,2130,2093,6685,7213,13898,4623,5137,1389,1312,2084,2353,8089,8813,16900,5148,5723,1188,1192,2233,2777,8572,9691,18264,5286,5427
215,3,16,57,184,4686,4134,4740,4335,9078,141,319,575,844,2380,1798,3093,2958,6056,890,1312,821,793,1433,1246,3145,3355,6495,1827,2387,616,568,1119,1068,3560,4025,7584,2695,3079,539,485,1102,1080,4338,4643,8986,3123,3407,435,408,1171,1184,4726,4999,9729,3447,3584,368,365,1281,1181,5094,5124,10215,3260,3339,276,235,1155,1024,4693,4596,9294,3299,3169,215,171,1068,954,4583,4295,8876,2601,2535,121,97,866,903,3586,3529,7120,2296,2052,78,49,754,1000,3126,3093,6225,1880,1500,43,27,586,1180,2507,2715,5219,1610,1180,23,18,627,1448,2257,2653,4910,953,606,13,0,443,1361,1411,1961,3373,408,191,10,0,329,1105,735,1292,2030,28437,28669,4185,4245,18988,20669,51606,53581,105184,3,17,69,178,4581,4092,4656,4288,8937,146,282,645,879,2569,1943,3355,3101,6456,797,1272,798,809,1538,1309,3135,3393,6523,1585,1950,592,574,998,996,3176,3518,6692,2116,2496,531,533,984,1109,3627,4132,7761,2596,2921,456,464,1163,1224,4221,4617,8832,2852,3133
216,5,20,48,126,3884,3541,3934,3681,7613,139,281,445,644,2121,1661,2704,2586,5294,707,1168,631,652,1151,1075,2493,2902,5392,1678,2026,549,462,913,911,3137,3396,6537,2324,2636,464,430,943,897,3726,3959,7681,2561,2824,333,369,921,956,3813,4145,7963,2763,2750,297,283,985,955,4046,3990,8039,2627,2706,244,224,806,857,3670,3786,7458,2589,2540,158,167,745,768,3494,3466,6957,2161,2002,122,65,627,680,2905,2751,5658,1831,1555,71,45,517,738,2420,2339,4754,1411,1147,37,24,436,843,1877,2019,3897,1138,841,12,16,380,942,1535,1796,3326,703,446,4,8,320,904,1029,1354,2386,289,145,3,5,237,728,534,880,1413,22912,23084,3424,3513,14982,16453,41320,43050,84366,3,7,54,110,4092,3704,4147,3824,7967,119,303,463,658,2121,1768,2708,2722,5434,793,1149,695,746,1251,1188,2738,3082,5827,1366,1735,505,493,843,867,2716,3099,5816,2012,2246,456,449,908,989,3366,3688,7057,2314,2540,435,414,1016,1055,3763,4010,7774,2478,2674
217,3,17,51,136,3900,3559,3954,3708,7664,101,243,474,665,2114,1544,2693,2443,5138,691,1062,611,628,1193,929,2496,2619,5117,1605,1889,544,500,900,757,3056,3150,6207,2101,2508,421,444,877,830,3394,3774,7171,2568,2830,397,376,956,990,3912,4201,8114,2714,2855,327,303,957,1044,3998,4203,8203,2766,2728,254,237,925,856,3939,3820,7758,2667,2569,186,133,764,811,3617,3511,7122,2095,1905,87,72,602,754,2788,2731,5520,1676,1503,46,40,467,814,2195,2352,4545,1348,1150,27,15,442,904,1813,2068,3884,1077,791,24,7,473,1099,1575,1900,3469,679,412,9,3,334,1105,1020,1522,2540,262,124,5,0,269,889,535,1009,1543,22352,22573,3458,3554,15173,16890,40985,43011,83996,0,8,38,116,3970,3497,4008,3620,7632,97,205,485,692,2122,1639,2700,2539,5243,604,945,696,746,1224,989,2523,2678,5202,1291,1627,581,522,822,782,2693,2926,5625,1908,2105,466,442,785,801,3165,3351,6509,2221,2544,411,430,907,995,3533,3967,7505,2470,2695
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,3,25,55,163,6531,6213,6588,6399,12983,260,520,682,1034,4325,3452,5268,5007,10272,1248,1905,1024,1040,2115,1743,4388,4684,9079,2984,3624,1031,946,1449,1518,5459,6091,11543,3955,4660,774,826,1336,1560,6062,7053,13111,4542,4999,757,700,1266,1705,6567,7404,13975,4667,4953,590,622,1286,1733,6549,7316,13861,4433,4479,463,439,1200,1602,6098,6519,12615,4264,4048,407,296,1102,1543,5772,5895,11664,3321,2990,200,171,820,1288,4344,4446,8791,2461,2071,97,77,618,1157,3170,3312,6483,1817,1478,60,34,545,1107,2428,2616,5040,1490,1108,27,14,448,1343,1968,2465,4431,944,604,10,7,428,1309,1382,1922,3304,473,204,16,14,317,1099,811,1309,2128,36873,37666,6203,6389,23777,28385,66851,72433,139284,0,15,41,131,7065,6662,7110,6811,13924,184,420,728,1096,4707,4046,5624,5563,11183,1371,1993,1358,1422,2479,2099,5205,5521,10724,2729,3558,1072,1047,1590,1506,5390,6110,11504,4316,4857,962,973,1404,1634,6684,7459,14140,4713,5308,826,882,1430,1822,6975,8013,14983,4872,5166
