SA4_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5
499,3,9,24,10,8,9,0,0,0,67,4,0,0,0,0,0,0,0,0,3,0,6,3,5,0,3,0,0,0,15,24,30,55,49,52,37,26,9,9,297,43,147,311,235,170,188,68,21,16,1188,0,8,15,7,3,3,5,0,0,38,0,3,15,6,0,3,0,0,0,27,3,15,61,31,49,48,33,0,0,236,4,10,21,18,10,16,6,0,0,78,0,8,16,3,4,3,0,0,0,38,0,4,27,18,15,17,4,0,0,95,0,0,20,6,17,19,4,0,0,66,3,32,49,41,18,24,11,0,0,177,4,9,43,35,31,19,3,0,4,144,0,3,20,16,9,4,0,0,0,51,3,10,26,5,10,10,3,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,14,21,39,91,87,108,79,54,60,57,601,35,134,403,279,281,243,123,66,66,1634
501,133,321,807,821,478,287,102,52,11,3022,7,8,5,10,9,6,0,0,0,54,18,16,68,111,98,60,30,18,5,434,1121,648,1400,1800,1704,1399,1378,1485,558,11496,1950,3424,9110,11662,11337,7471,4276,2692,783,52706,9,56,302,376,309,203,98,37,7,1402,45,79,192,154,105,73,20,3,0,674,215,911,2313,2793,2919,2221,1289,497,116,13283,114,471,870,880,995,736,413,177,35,4702,63,155,548,591,501,312,164,66,6,2405,40,196,913,1222,1520,1210,691,252,57,6098,33,147,832,1393,1452,1290,562,181,56,5949,298,660,1696,2013,1641,1213,570,182,55,8323,138,330,965,1168,1053,840,319,107,12,4930,33,116,306,321,271,199,99,49,7,1399,157,450,944,1052,655,413,186,67,12,3924,13,10,8,15,11,17,4,4,3,83,9,16,94,142,124,100,53,12,5,566,1008,697,1588,1858,1828,1601,1314,1310,621,11826,2189,4293,11574,13981,13390,10421,5779,2949,992,65563
502,58,145,329,362,236,210,120,64,16,1529,0,3,3,9,0,4,8,7,3,31,9,13,22,53,47,40,30,31,6,257,597,314,577,913,906,1070,1160,1248,389,7173,941,1487,3237,4628,4750,4374,3680,2374,580,26042,4,38,88,116,89,61,44,22,6,459,32,76,126,79,77,36,17,3,0,442,101,400,967,1287,1408,1281,1105,529,101,7181,69,211,361,423,445,365,409,211,34,2519,16,37,181,162,120,85,75,31,4,714,25,108,353,452,621,537,374,185,37,2691,21,91,366,568,596,527,304,142,30,2652,128,305,737,874,871,751,591,217,47,4528,80,214,452,541,591,366,193,86,19,2533,31,54,117,95,80,70,58,28,9,550,89,276,491,451,368,283,206,74,13,2243,7,4,12,0,0,7,12,3,3,40,6,9,44,68,68,50,40,23,11,335,608,399,746,918,884,1017,1081,1164,533,7356,1211,2227,5032,6041,6215,5438,4506,2720,846,34242
503,64,309,607,477,315,201,80,52,34,2129,15,16,15,3,7,12,16,10,3,97,11,88,222,195,161,132,66,31,26,927,1306,1859,2758,2136,2059,1764,1325,1527,1138,15873,1774,7273,17578,16676,15575,10712,5548,3854,1951,80946,7,486,1478,1023,1001,713,350,157,48,5261,18,164,908,509,397,143,39,4,0,2176,50,744,3089,2094,2063,1599,835,414,158,11041,40,411,1042,695,652,537,299,129,47,3852,11,82,374,253,194,138,113,56,16,1230,15,615,2488,2369,2548,1821,1100,592,207,11752,20,184,873,1104,1556,1639,846,355,138,6706,92,1408,4840,4175,3450,2090,1072,443,195,17763,59,819,2959,2561,2214,1935,853,382,112,11899,67,671,1476,792,557,357,180,74,26,4197,60,390,820,521,407,276,97,59,28,2660,15,28,14,14,7,10,8,6,6,112,11,83,240,200,196,140,89,46,19,1027,764,1293,3216,1824,1534,1511,1039,1081,921,13178,1215,7369,23816,18140,16766,12910,6927,3795,1923,92859
504,198,500,1102,1049,700,427,148,85,18,4219,15,11,18,22,19,23,3,3,0,118,16,62,149,236,164,125,55,41,8,861,1699,1374,2655,2955,2531,2141,1788,1722,662,17521,2842,6278,16266,18139,15825,10840,5634,3304,1015,80149,15,169,709,779,535,361,150,43,11,2771,71,208,901,605,378,148,35,0,0,2347,224,1248,3411,3958,4002,3173,1693,694,185,18601,98,522,1029,972,927,810,495,206,45,5103,37,135,402,419,303,187,83,28,4,1595,33,464,1493,1602,1611,1238,609,263,65,7369,62,269,1165,1649,1703,1313,645,206,62,7071,263,1288,3953,3805,2884,1766,810,282,79,15131,182,720,2217,2166,1829,1358,514,147,31,9168,115,443,1019,708,441,327,145,49,22,3275,189,707,1379,1273,850,572,238,86,17,5308,17,10,13,27,9,23,12,6,3,119,9,57,232,264,238,156,62,37,6,1061,1554,1441,2889,2952,2630,2178,1812,1476,793,17724,2870,7693,20803,21171,18325,13614,7306,3534,1327,96639
505,382,1235,2380,2432,1539,1023,346,167,45,9548,35,21,27,42,37,42,21,19,6,251,28,97,338,413,371,264,115,70,24,1713,3579,2555,4568,5346,4895,3964,3539,3597,1545,33592,5884,14613,37055,40780,36281,24090,12688,7784,2491,181656,15,511,1806,1761,1386,850,361,131,37,6859,143,458,2019,1697,932,383,66,6,0,5691,375,2404,7184,8334,8460,6555,3505,1645,425,38886,309,1478,3103,3138,2875,2008,1113,549,125,14705,55,250,907,746,503,293,139,64,11,2992,103,1397,4479,4823,4606,2916,1419,605,170,20509,100,670,3090,4102,4336,3324,1480,571,182,17849,523,3039,10186,10246,7614,5081,2434,975,317,40412,377,1881,5187,4885,3759,2696,1058,350,70,20256,182,959,2118,1392,778,604,255,127,33,6430,397,1587,3124,3022,2079,1191,543,197,67,12210,31,46,51,38,33,42,26,16,14,306,23,130,434,474,434,295,160,71,28,2057,2906,2603,5347,4947,4452,3843,3197,3273,1869,32446,5542,17422,49044,49593,42244,30080,15750,8578,3357,221611
506,326,1111,2021,1715,1237,882,271,150,39,7748,38,49,41,30,56,28,15,16,0,276,33,101,275,340,346,258,113,65,22,1545,3482,3108,4886,4933,4683,4000,3423,3718,1836,34057,5782,15686,33687,32055,30387,22048,11300,7448,2738,161126,25,680,2024,1717,1194,811,358,113,36,6963,154,510,2393,1385,750,285,50,3,0,5542,444,2777,8147,7584,7467,6170,3272,1407,365,37636,211,1082,2024,1782,1679,1542,942,491,127,9877,74,298,895,743,536,368,200,92,27,3242,116,1346,3976,3267,3369,2527,1249,579,156,16583,94,596,2322,2708,3027,2624,1297,498,172,13338,596,3854,10357,7756,5795,4116,1922,691,229,35315,382,1737,4663,3854,3363,2590,1026,318,73,18006,217,918,1847,1034,624,419,251,100,38,5456,359,1488,2868,2153,1411,1017,477,150,32,9969,47,68,44,38,54,44,40,23,8,355,26,135,423,469,384,284,128,63,33,1950,2813,3346,5960,5197,4507,4101,3186,3210,2007,34336,5575,18840,47936,39682,34165,26901,14410,7760,3308,198576
507,261,834,1726,1601,983,659,299,129,40,6540,26,15,23,39,29,26,20,17,6,203,38,70,260,344,307,190,91,61,15,1371,2600,2063,3659,4315,4044,3214,3078,3210,1262,27439,4269,10543,25341,29507,26811,17602,10117,6613,2022,132826,19,407,1370,1346,1111,783,328,99,24,5483,149,361,1258,898,584,238,56,5,0,3557,378,2074,6079,6895,6760,4966,2687,1411,374,31621,166,757,1751,1753,1702,1208,831,424,100,8685,51,243,746,663,541,325,146,68,18,2800,94,993,3205,3408,3332,2142,1153,546,187,15059,85,481,2038,2756,3012,2416,1117,440,110,12451,414,2173,6201,6573,5235,3467,1480,727,226,26504,309,1355,3558,3640,3175,2252,875,307,62,15526,153,686,1388,1068,684,480,213,88,26,4787,331,1064,2098,1998,1357,800,429,167,51,8294,38,30,26,25,48,26,17,9,9,218,20,99,314,417,339,236,126,69,23,1643,2191,1848,3645,3955,3492,2997,2617,2808,1544,25095,4384,12576,33672,35407,31356,22335,12083,7162,2741,161723
509,76,213,507,546,375,282,94,43,9,2142,9,8,10,8,9,5,7,4,0,63,11,8,49,83,86,86,26,14,8,366,889,520,1077,1571,1606,1489,1308,1327,496,10289,1577,2674,6896,8804,9091,7030,3934,2363,720,43090,3,31,189,231,186,135,89,24,7,891,29,53,118,96,85,48,25,0,0,452,148,604,1364,1649,1866,1610,1006,398,101,8748,70,222,392,434,505,523,347,147,20,2667,118,247,810,826,724,518,252,102,17,3605,22,146,563,818,1145,1034,616,234,59,4639,20,127,689,966,1061,1098,501,154,69,4676,173,404,1164,1308,1147,968,439,150,39,5801,86,218,679,793,867,804,287,83,17,3828,41,67,137,213,207,200,104,33,9,996,85,206,535,625,441,311,163,49,11,2430,15,5,15,13,8,14,9,4,0,82,6,11,59,85,89,74,60,17,7,422,794,596,1150,1464,1557,1453,1219,1084,472,9790,1620,2929,7864,9520,9880,8790,5112,2476,827,49022
510,30,156,444,335,175,63,5,0,0,1213,3,0,5,7,3,0,0,0,0,29,9,17,57,78,64,23,5,0,0,254,1039,1060,2449,2500,2064,1099,415,158,56,10836,1345,2698,8140,7575,5782,2786,785,232,74,29426,3,60,283,251,104,45,11,0,0,764,4,36,141,94,61,11,0,0,0,342,95,950,3347,2872,2229,1140,194,37,3,10875,30,275,759,632,497,285,68,13,0,2560,44,120,371,275,172,85,23,3,0,1090,19,145,717,739,630,350,71,10,3,2674,8,134,761,667,471,345,64,11,0,2461,107,424,1499,1165,829,387,59,8,0,4483,28,235,758,624,489,263,42,8,0,2439,13,63,225,180,105,61,13,3,0,660,56,240,710,492,301,121,28,0,0,1947,3,12,11,8,12,3,0,0,0,51,9,30,106,149,113,57,19,6,0,483,1045,1785,4516,3858,2945,1560,446,143,40,16337,1456,4514,14213,11998,8948,4710,1038,247,50,47177
511,75,269,625,518,292,177,63,23,3,2045,7,4,7,8,9,7,0,0,3,49,8,16,71,78,82,46,27,12,3,344,1091,858,1904,2225,1752,1476,1190,875,325,11702,1640,3295,8812,9399,7786,4920,2681,1370,410,40311,4,89,301,259,146,95,22,4,5,920,41,56,162,101,68,36,4,0,0,475,149,986,2459,2492,2214,1563,702,251,46,10850,69,243,535,537,556,457,238,89,14,2726,49,127,428,410,324,218,98,40,9,1704,29,200,676,870,826,638,304,108,23,3684,11,174,780,894,823,522,226,61,18,3510,155,428,1254,1270,1010,647,232,78,19,5087,85,253,716,707,635,409,130,20,4,2957,14,88,224,173,124,87,33,18,0,766,101,333,678,696,397,216,124,46,11,2600,10,7,13,11,11,10,6,0,0,70,12,26,78,88,97,55,31,7,5,398,1082,1071,2221,2159,2118,1575,1126,778,291,12428,1820,4069,10522,10665,9343,6517,3278,1500,439,48165
597,0,0,6,12,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,11,14,5,0,0,0,0,42,0,21,67,71,44,16,0,0,0,223,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,38,33,31,13,5,0,0,128,0,0,11,10,4,0,0,0,0,29,0,0,4,0,0,0,0,0,0,5,0,0,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,7,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,8,24,14,11,5,3,0,0,68,0,23,104,75,59,25,4,0,0,300
599,9,34,53,29,37,25,3,0,0,183,0,0,0,0,0,0,0,0,0,3,0,3,5,9,7,9,4,0,0,37,35,91,159,162,127,158,79,16,3,833,66,337,804,576,526,545,223,34,9,3126,0,21,39,28,16,9,3,0,0,119,0,12,26,9,4,5,0,0,0,54,7,50,191,153,133,154,99,3,0,787,3,37,70,43,33,45,24,7,0,266,3,6,28,17,21,14,0,0,0,90,0,24,78,54,43,89,22,3,0,313,0,6,45,28,34,61,27,0,0,201,4,41,143,79,70,85,27,3,0,459,0,40,94,56,51,43,16,0,0,291,3,27,59,28,10,15,4,0,0,139,4,17,64,27,35,27,5,0,0,178,0,0,3,0,0,0,0,0,0,5,0,0,9,7,12,7,7,0,0,42,65,114,320,289,255,204,82,38,4,1362,90,379,1160,811,715,766,322,54,12,4303
601,166,651,1121,993,640,405,157,68,24,4227,19,13,7,10,9,12,16,14,9,111,15,104,208,235,219,177,68,51,7,1085,1698,1216,1902,2200,2305,2170,2182,2545,1117,17334,2508,6457,14877,16564,17054,12134,7112,5395,1765,83861,3,215,773,912,721,574,243,113,34,3586,47,269,850,508,333,165,35,10,0,2214,105,655,1889,2422,2694,2346,1615,891,255,12871,114,550,1018,1166,1284,855,585,294,89,5956,26,135,466,543,463,239,110,71,16,2054,21,458,1535,1781,2203,1841,909,481,167,9391,7,130,975,1243,1770,1938,981,463,158,7676,274,1313,3590,3165,2847,2099,938,460,152,14842,120,858,2460,2573,2487,2011,761,250,74,11594,30,292,713,688,539,442,221,106,42,3082,202,715,1338,1146,783,512,272,82,33,5082,8,18,11,9,9,14,14,11,9,105,13,90,235,263,234,204,106,47,27,1220,1262,1036,1713,1764,1945,2019,2025,1899,1047,14715,2221,6744,17564,18182,18312,15258,8809,5179,2108,94383
602,132,422,747,653,431,344,108,53,18,2903,8,3,5,7,15,15,7,3,0,69,7,37,95,116,130,87,33,27,4,550,1057,632,1038,1411,1414,1465,1673,1794,712,11182,1586,3619,8150,9773,10183,7557,4747,3243,1113,49968,7,54,195,246,216,226,107,29,4,1093,19,97,316,180,146,73,15,6,0,853,118,539,1299,1664,2051,1767,1143,543,143,9265,62,355,557,677,771,570,365,207,44,3595,48,148,442,489,412,278,132,68,12,2028,10,270,849,1037,1362,1158,598,240,89,5613,6,108,706,834,1049,1116,662,261,77,4817,119,562,1650,1693,1582,1159,490,198,66,7521,97,333,927,1194,1184,1025,354,106,22,5242,23,110,347,299,256,252,126,55,20,1493,148,483,800,812,521,422,197,68,18,3458,13,7,5,8,14,6,6,4,4,68,3,23,106,118,134,116,70,28,6,602,860,451,824,1029,1171,1359,1464,1456,700,9310,1534,3536,9022,10282,10854,9529,5733,3276,1205,54968
603,23,69,170,167,141,102,20,8,4,695,5,0,5,0,3,3,0,0,0,17,4,13,20,33,35,27,12,8,3,135,262,130,307,432,461,471,454,335,91,2931,361,608,1676,2381,2715,2418,1278,614,138,12181,0,7,51,81,103,86,47,13,3,395,3,14,43,40,44,34,8,0,0,177,18,90,283,442,523,528,343,127,29,2385,13,59,109,214,218,219,145,46,9,1026,15,51,163,196,183,107,63,9,3,795,9,24,103,194,293,322,153,59,17,1166,0,4,78,159,191,292,205,56,12,995,21,109,291,344,338,361,150,39,10,1657,20,58,197,357,360,350,138,29,7,1509,6,7,73,110,101,120,71,13,0,513,24,78,208,208,172,122,58,11,5,883,0,0,0,0,0,0,0,0,0,4,4,3,23,41,38,55,23,5,0,194,177,101,210,320,373,498,456,293,110,2535,304,603,1831,2704,2933,3081,1876,702,190,14224
604,116,297,553,485,326,221,85,22,15,2131,4,4,4,7,10,7,4,3,3,48,3,14,46,73,81,50,20,8,3,303,798,332,714,1061,1080,1173,1400,1464,605,8627,1295,2399,5784,7277,7572,5518,3671,2445,800,36779,0,23,115,121,115,104,80,32,3,593,29,68,156,103,122,71,26,0,0,569,88,494,1249,1617,1744,1400,942,391,109,8030,45,281,370,480,638,556,338,150,37,2898,33,96,317,358,310,156,60,27,13,1375,9,147,463,625,918,842,431,154,77,3670,0,71,534,569,726,775,511,183,60,3426,119,446,1183,1161,1195,839,295,129,31,5411,104,272,697,903,935,658,202,66,10,3840,14,65,131,148,168,129,64,30,5,748,160,374,658,576,402,290,136,49,7,2653,4,0,3,0,9,12,8,3,3,48,5,19,56,67,86,89,42,23,3,388,706,359,623,932,1072,1069,1306,1253,587,7912,1332,2721,6561,7658,8442,6984,4447,2485,936,41570
697,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,9,0,3,20,31,15,10,0,0,0,83,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,19,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,3,3,0,0,12,0,8,22,17,13,10,3,0,0,82
699,3,4,8,4,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,8,14,9,15,14,9,4,8,98,14,36,111,69,63,42,18,10,4,369,0,0,0,0,3,4,0,0,0,15,0,0,3,0,0,0,0,0,0,12,0,6,21,13,19,8,12,0,0,77,0,0,9,8,0,3,3,0,0,23,0,0,3,5,0,0,0,0,0,12,0,3,14,4,14,17,7,0,0,52,0,0,9,3,3,10,3,0,0,23,0,3,15,12,7,5,0,0,0,48,0,9,13,7,17,15,3,0,0,66,0,3,4,7,0,0,0,0,0,13,3,0,9,6,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,7,13,12,44,34,20,27,19,5,0,168,19,41,150,101,91,94,42,11,0,540
701,103,315,680,545,305,148,36,18,0,2150,5,19,16,11,4,3,5,3,0,61,9,38,159,189,129,95,23,11,0,660,1408,1146,2423,2460,2196,1464,713,378,88,12274,1894,3950,11550,11488,9648,5905,2013,743,139,47330,4,63,376,361,286,189,65,12,0,1359,36,140,490,306,202,115,15,6,0,1307,105,787,2146,2243,2005,1369,592,153,18,9431,41,270,697,601,566,449,187,57,5,2874,37,110,358,359,252,129,49,11,3,1318,17,282,1338,1095,1024,675,224,76,17,4748,15,106,724,834,916,798,305,54,10,3770,144,747,2561,2282,1661,1000,260,44,11,8706,84,430,1504,1440,1197,751,259,57,10,5726,15,115,433,291,215,147,49,12,3,1271,104,424,883,690,435,204,69,16,4,2832,5,9,13,17,10,7,3,4,0,71,10,62,211,227,131,109,28,9,4,798,1409,1456,3251,2865,2381,1727,883,464,132,14578,2035,4997,14988,13613,11285,7671,2992,980,224,58792
702,69,221,343,273,151,86,18,6,0,1168,8,3,12,8,16,8,4,0,0,53,16,28,88,89,80,40,9,3,0,345,1278,1211,2279,2113,1697,1009,458,200,61,10309,1608,2594,6639,6762,5733,3167,1017,326,88,27939,0,32,165,127,107,70,26,0,0,531,5,31,128,80,58,26,6,0,0,335,53,331,964,1023,958,664,212,51,6,4260,32,125,419,348,311,228,99,12,0,1568,39,115,335,291,218,89,27,3,3,1128,16,95,721,699,712,468,112,35,5,2871,10,104,585,637,686,571,152,27,3,2773,47,253,922,890,704,466,77,13,0,3373,32,204,765,727,611,438,98,14,0,2898,13,57,189,160,130,75,26,0,3,658,77,204,398,295,226,107,20,5,4,1344,0,7,19,17,10,10,3,0,0,65,5,25,101,117,87,33,13,3,0,389,1189,1111,2244,1997,1473,1030,544,210,83,9879,1519,2697,7967,7412,6303,4289,1417,381,102,32082
797,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,7,0,0,0,0,0,23,0,26,14,13,4,0,0,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,9,8,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,13,0,6,22,12,15,6,3,0,0,70
799,3,12,14,10,6,11,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,17,36,86,40,55,76,18,4,0,329,21,95,264,138,183,255,84,4,0,1049,0,3,10,7,3,3,3,0,0,26,0,0,8,3,3,0,0,0,0,19,3,10,30,28,35,51,29,0,0,188,0,7,20,11,8,17,7,0,0,73,0,0,15,11,9,4,0,0,0,37,0,9,21,10,14,32,8,0,0,90,0,4,4,4,8,15,19,0,0,53,0,11,34,13,10,27,9,0,0,109,0,19,27,17,14,14,6,0,0,98,0,3,13,5,4,7,0,0,0,38,0,11,16,3,3,7,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,17,8,22,59,48,59,68,31,3,0,296,10,92,270,164,173,247,116,7,0,1084
