SA4_CODE_2016,Ag_forest_fish_C06_M,Ag_forest_fish_C06_F,Ag_forest_fish_C06_P,Ag_forest_fish_C11_M,Ag_forest_fish_C11_F,Ag_forest_fish_C11_P,Ag_forest_fish_C16_M,Ag_forest_fish_C16_F,Ag_forest_fish_C16_P,Mining_C06_M,Mining_C06_F,Mining_C06_P,Mining_C11_M,Mining_C11_F,Mining_C11_P,Mining_C16_M,Mining_C16_F,Mining_C16_P,Manuf_C06_M,Manuf_C06_F,Manuf_C06_P,Manuf_C11_M,Manuf_C11_F,Manuf_C11_P,Manuf_C16_M,Manuf_C16_F,Manuf_C16_P,Ele_gas_wat_was_ser_01_Cen_M,Ele_gas_wat_was_ser_01_Cen_F,Ele_gas_wat_was_ser_01_Cen_P,Ele_gas_wat_was_ser_06_Cen_M,Ele_gas_wat_was_ser_06_Cen_F,Ele_gas_wat_was_ser_06_Cen_P,Ele_gas_wat_was_ser_11_Cen_M,Ele_gas_wat_was_ser_11_Cen_F,Ele_gas_wat_was_ser_11_Cen_P,Constr_C06_M,Constr_C06_F,Constr_C06_P,Constr_C11_M,Constr_C11_F,Constr_C11_P,Constr_C16_M,Constr_C16_F,Constr_C16_P,Whlesale_tde_C06_M,Whlesale_tde_C06_F,Whlesale_tde_C06_P,Whlesale_tde_C11_M,Whlesale_tde_C11_F,Whlesale_tde_C11_P,Whlesale_tde_C16_M,Whlesale_tde_C16_F,Whlesale_tde_C16_P,Retail_tde_C06_M,Retail_tde_C06_F,Retail_tde_C06_P,Retail_tde_C11_M,Retail_tde_C11_F,Retail_tde_C11_P,Retail_tde_C16_M,Retail_tde_C16_F,Retail_tde_C16_P,Accom_food_S_C06_M,Accom_food_S_C06_F,Accom_food_S_C06_P,Accom_food_S_C11_M,Accom_food_S_C11_F,Accom_food_S_C11_P,Accom_food_S_C16_M,Accom_food_S_C16_F,Accom_food_S_C16_P,Tpt_post_ware_C06_M,Tpt_post_ware_C06_F,Tpt_post_ware_C06_P,Tpt_post_ware_C11_M,Tpt_post_ware_C11_F,Tpt_post_ware_C11_P,Tpt_post_ware_C16_M,Tpt_post_ware_C16_F,Tpt_post_ware_C16_P,Inf_Medi_Tele_C06_M,Inf_Medi_Tele_C06_F,Inf_Medi_Tele_C06_P,Inf_Medi_Tele_C11_M,Inf_Medi_Tele_C11_F,Inf_Medi_Tele_C11_P,Inf_Medi_Tele_C16_M,Inf_Medi_Tele_C16_F,Inf_Medi_Tele_C16_P,Finan_Insu_S_C06_M,Finan_Insu_S_C06_F,Finan_Insu_S_C06_P,Finan_Insu_S_C11_M,Finan_Insu_S_C11_F,Finan_Insu_S_C11_P,Finan_Insu_S_C16_M,Finan_Insu_S_C16_F,Finan_Insu_S_C16_P,Rent_hir_re_est_S_01_Cen_M,Rent_hir_re_est_S_01_Cen_F,Rent_hir_re_est_S_01_Cen_P,Rent_hir_re_est_S_06_Cen_M,Rent_hir_re_est_S_06_Cen_F,Rent_hir_re_est_S_06_Cen_P,Rent_hir_re_est_S_11_Cen_M,Rent_hir_re_est_S_11_Cen_F,Rent_hir_re_est_S_11_Cen_P,Prof_scie_tech_S_01_Cens_M,Prof_scie_tech_S_01_Cens_F,Prof_scie_tech_S_01_Cens_P,Prof_scie_tech_S_06_Cens_M,Prof_scie_tech_S_06_Cens_F,Prof_scie_tech_S_06_Cens_P,Prof_scie_tech_S_11_Cens_M,Prof_scie_tech_S_11_Cens_F,Prof_scie_tech_S_11_Cens_P,Admin_supp_S_C06_M,Admin_supp_S_C06_F,Admin_supp_S_C06_P,Admin_supp_S_C11_M,Admin_supp_S_C11_F,Admin_supp_S_C11_P,Admin_supp_S_C16_M,Admin_supp_S_C16_F,Admin_supp_S_C16_P,Pub_admin_safet_C06_M,Pub_admin_safet_C06_F,Pub_admin_safet_C06_P,Pub_admin_safet_C11_M,Pub_admin_safet_C11_F,Pub_admin_safet_C11_P,Pub_admin_safet_C16_M,Pub_admin_safet_C16_F,Pub_admin_safet_C16_P,Educ_trn_C06_M,Educ_trn_C06_F,Educ_trn_C06_P,Educ_trn_C11_M,Educ_trn_C11_F,Educ_trn_C11_P,Educ_trn_C16_M,Educ_trn_C16_F,Educ_trn_C16_P,Hea_car_soc_assist_01_Cens_M,Hea_car_soc_assist_01_Cens_F,Hea_car_soc_assist_01_Cens_P,Hea_car_soc_assist_06_Cens_M,Hea_car_soc_assist_06_Cens_F,Hea_car_soc_assist_06_Cens_P,Hea_car_soc_assist_11_Cens_M,Hea_car_soc_assist_11_Cens_F,Hea_car_soc_assist_11_Cens_P,Arts_rec_S_C06_M,Arts_rec_S_C06_F,Arts_rec_S_C06_P,Arts_rec_S_C11_M,Arts_rec_S_C11_F,Arts_rec_S_C11_P,Arts_rec_S_C16_M,Arts_rec_S_C16_F,Arts_rec_S_C16_P,Oth_services_C06_M,Oth_services_C06_F,Oth_services_C06_P,Oth_services_C11_M,Oth_services_C11_F,Oth_services_C11_P,Oth_services_C16_M,Oth_services_C16_F,Oth_services_C16_P,Inad_descr_Ns_C06_M,Inad_descr_Ns_C06_F,Inad_descr_Ns_C06_P,Inad_descr_Ns_C11_M,Inad_descr_Ns_C11_F,Inad_descr_Ns_C11_P,Inad_descr_Ns_C16_M,Inad_descr_Ns_C16_F,Inad_descr_Ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
304,205,111,316,151,89,244,245,152,397,606,192,795,1068,439,1505,1039,359,1391,3856,1396,5252,3217,1133,4349,2374,918,3293,590,221,811,700,318,1011,639,270,913,3784,722,4505,4227,836,5060,4304,744,5049,1973,995,2969,1893,881,2772,1384,669,2054,3844,4749,8596,3364,4324,7683,3248,4029,7279,2295,2808,5098,2395,2607,5000,2503,2884,5389,2003,700,2709,2089,680,2763,2088,704,2790,988,665,1647,930,591,1518,888,604,1488,2049,1830,3873,1973,1683,3661,1897,1670,3566,939,871,1806,823,784,1608,960,882,1839,6100,4066,10172,7281,4617,11896,6695,4269,10965,1203,1248,2448,1267,1345,2615,1253,1307,2561,4336,3032,7368,4925,3433,8356,4779,3236,8016,3548,6845,10390,3686,7305,10990,4018,8178,12202,2473,7266,9747,2838,8373,11211,3061,8775,11836,616,587,1202,685,648,1326,750,720,1469,1327,1323,2652,1320,1344,2669,1265,1423,2683,987,782,1772,814,662,1482,1593,1133,2722,43713,40412,84128,45637,42090,87726,44975,42924,87898
305,227,120,347,187,106,292,300,183,477,743,352,1103,2012,1049,3068,1880,883,2761,4753,1866,6613,4149,1620,5775,3030,1398,4430,687,360,1047,820,554,1375,826,495,1316,5122,1078,6202,6378,1335,7714,6812,1311,8121,2520,1424,3945,2426,1412,3836,1963,1131,3090,4625,5408,10034,4414,5254,9669,4754,5596,10350,4112,4401,8515,4912,5028,9944,6180,6086,12266,3144,1483,4626,3409,1653,5063,3669,1633,5296,1730,1328,3056,1611,1282,2897,1666,1184,2849,3107,2935,6046,3303,2926,6224,3676,3051,6728,1645,1433,3077,1705,1456,3160,2276,1874,4151,8744,6689,15429,11675,8336,20009,11404,8537,19940,1868,2340,4215,2282,2619,4902,2483,2919,5405,4229,4424,8657,4825,4850,9676,4912,4797,9710,3333,6660,9993,3742,7295,11037,4423,8860,13281,3969,9069,13041,5024,11367,16386,5596,12625,18217,1171,1043,2218,1295,1194,2482,1669,1431,3099,1532,1732,3267,1643,1943,3586,1748,2209,3957,1552,1086,2641,1367,1022,2384,2832,1982,4812,58811,55235,114052,67179,62302,129484,72086,68178,140263
306,3620,1426,5044,3482,1411,4896,4112,1932,6041,932,106,1035,1656,217,1870,1492,223,1716,4870,1310,6181,4496,1241,5742,3565,1015,4583,841,149,990,961,209,1169,843,159,997,7749,1187,8936,7900,1269,9171,7195,1113,8304,1982,878,2857,2048,930,2971,1519,713,2228,4762,7062,11830,4768,7202,11975,4313,6623,10935,4141,5654,9797,4146,5617,9764,4604,5790,10390,4335,1717,6056,4478,1755,6237,4393,1710,6109,528,415,944,475,398,877,457,319,776,604,1081,1681,529,1051,1582,472,965,1439,882,1120,2007,834,1054,1885,810,1101,1910,1781,2047,3833,2148,2453,4610,2109,2368,4479,1731,1752,3483,1752,1804,3557,2059,2293,4349,4419,3088,7508,4527,3290,7818,4501,3315,7823,1788,4970,6755,2144,5922,8066,2338,6995,9330,1821,7068,8889,2564,9684,12249,3039,11035,14080,806,712,1517,915,779,1695,1034,888,1921,2004,1533,3538,2288,1791,4075,2310,2017,4330,1655,1111,2765,1633,1039,2676,2707,1689,4395,51244,44395,95645,53754,49124,102879,53894,52249,106148
307,8519,3851,12365,7728,3480,11207,7733,3358,11092,646,68,713,1509,266,1774,1194,193,1382,3531,1136,4672,3163,1033,4198,2536,924,3461,505,65,571,705,121,824,800,137,939,3049,479,3530,3751,574,4329,3632,586,4220,1246,561,1811,1154,508,1666,992,440,1432,2363,3330,5695,2261,3463,5721,2020,3007,5028,785,1924,2710,989,2167,3157,1087,1980,3068,1953,602,2561,2230,628,2863,1937,619,2556,148,147,291,141,148,295,115,148,256,251,481,729,200,506,709,183,443,622,211,234,443,240,302,537,260,304,571,532,829,1367,676,956,1635,583,1051,1634,325,429,759,334,509,843,383,756,1138,1980,1020,2996,1844,1114,2957,1789,1204,2999,837,2905,3744,822,3139,3957,896,3550,4442,645,3713,4355,716,4407,5120,742,4510,5248,124,139,269,166,151,314,169,182,347,1066,695,1757,1140,756,1891,1183,804,1985,817,549,1369,924,582,1502,1564,878,2442,29548,23154,52702,30702,24800,55503,29786,25074,54865
308,3415,1695,5110,3044,1562,4599,3250,1732,4982,5375,582,5954,7707,1140,8846,7520,1013,8538,7876,1698,9571,7808,1907,9720,5646,1457,7105,1657,431,2087,1875,576,2451,1930,609,2534,7246,1230,8476,8276,1574,9845,6798,1236,8032,1920,765,2688,2127,865,2993,1735,653,2389,3542,5933,9475,3275,6504,9782,3257,6079,9335,2047,4044,6086,2239,4386,6630,2415,4181,6591,4149,1045,5196,4825,1320,6140,4321,1398,5714,394,309,707,273,296,569,301,232,532,466,1004,1467,429,981,1404,338,766,1105,675,819,1494,687,901,1587,645,827,1473,1551,1630,3180,2521,1988,4513,2042,1793,3842,1011,1106,2108,1051,1380,2430,1211,1586,2798,2930,2057,4987,2862,2509,5374,2872,2540,5406,1919,5548,7463,1878,5885,7762,1872,6889,8759,1312,6354,7666,1564,7867,9432,1809,8441,10248,269,278,547,285,340,627,356,388,744,1913,1391,3303,2291,1656,3940,2219,1763,3978,1392,789,2187,1586,886,2467,2254,1299,3554,51054,38709,89758,56602,44527,101130,52788,44867,97655
309,775,373,1150,689,362,1054,953,549,1502,565,115,675,1430,262,1692,1659,231,1886,14221,4625,18849,13252,4705,17957,10448,3901,14347,851,165,1012,1420,388,1806,1307,285,1589,21349,3641,24993,23122,3720,26844,26597,4112,30708,5106,3121,8229,5623,3210,8829,4142,2312,6457,11632,16216,27849,11969,17205,29176,12508,17304,29806,9210,11669,20886,9989,12888,22874,11537,14254,25792,5624,1877,7508,6857,2322,9179,7484,2577,10062,2134,1858,3988,2127,1881,4014,2360,1787,4144,2689,3491,6179,2880,3753,6627,3051,3747,6800,3238,3450,6687,3103,3391,6491,3778,4087,7869,5686,5574,11257,7825,7173,14993,8427,7933,16363,3622,3995,7616,4439,4985,9428,5147,6417,11561,4749,3331,8078,5874,4493,10367,6443,5028,11471,3897,9124,13024,5155,11904,17056,6155,15662,21823,4011,14801,18812,5587,20763,26358,7266,25816,33078,3031,2975,6006,3599,3382,6975,4119,3755,7875,4309,3858,8169,5048,4591,9635,5364,5257,10619,3715,2824,6540,3623,2717,6338,7953,5170,13123,110421,97093,207510,123594,114091,237688,136715,130176,266886
310,1752,1020,2771,1642,863,2501,1907,1033,2946,482,118,597,966,263,1233,1036,247,1281,13162,4302,17465,12533,4141,16679,9674,3467,13144,992,208,1194,1250,361,1612,1282,397,1675,6640,999,7638,8194,1151,9343,9656,1309,10967,3353,1561,4912,3669,1757,5431,3143,1363,4509,4928,6618,11548,5364,7622,12984,5872,7831,13703,1954,3252,5200,2424,4098,6525,3065,4652,7717,5460,1285,6746,6593,1596,8192,7057,1813,8874,666,462,1133,646,468,1118,824,542,1367,802,1647,2452,926,1964,2888,1094,2111,3203,735,872,1611,761,944,1703,929,1192,2115,2192,2175,4363,3171,2846,6010,3304,3101,6403,1356,1613,2973,1739,1912,3648,2154,2437,4595,4858,3310,8171,6139,4513,10653,6435,4619,11049,2106,5298,7407,2436,6439,8878,2934,8384,11316,2113,9107,11219,2690,11768,14455,3272,14109,17381,488,492,980,581,534,1110,728,688,1417,2110,1724,3830,2615,2142,4756,2956,2685,5642,1741,1089,2832,1875,1094,2969,4432,2236,6671,57893,47155,105047,66222,56480,122702,71745,64224,135965
311,845,563,1407,786,539,1323,1021,645,1661,371,105,479,734,231,965,764,190,954,13808,4999,18808,13262,4579,17841,9736,3528,13264,833,231,1064,1073,317,1389,1027,315,1338,11742,1952,13696,12797,2087,14881,14251,2115,16361,4569,2238,6803,4650,2336,6984,3664,1697,5360,6212,8775,14985,6219,8882,15102,5929,8419,14346,2221,3821,6040,2507,4357,6867,2853,4527,7381,6206,1861,8062,7222,2213,9432,7786,2258,10044,807,572,1382,757,591,1350,809,579,1391,970,2006,2972,1018,2073,3092,1022,1956,2974,1030,1127,2151,897,1048,1947,1085,1312,2392,2230,2557,4788,2990,3016,6006,2980,3056,6032,1923,1940,3860,2194,2314,4511,2284,2725,5012,3195,2748,5937,3463,3627,7093,3598,3576,7172,1791,5527,7327,2148,6429,8570,2489,7859,10348,1843,8692,10530,2395,11627,14017,2779,12927,15705,623,699,1316,708,777,1483,779,878,1659,3077,2115,5190,3353,2417,5771,3459,2636,6091,2328,1419,3745,2370,1464,3830,5207,2625,7828,66631,53924,120557,71535,60923,132461,73494,63817,137317
312,3336,1532,4871,2901,1245,4141,3026,1321,4348,7607,895,8504,10477,1767,12250,9698,1599,11300,4701,1158,5858,5280,1398,6677,3345,997,4345,481,119,597,587,160,745,584,149,736,5952,1015,6971,6932,1308,8241,4596,856,5449,2041,765,2815,2253,886,3142,1747,607,2359,2687,5200,7886,2584,5525,8106,2361,4906,7259,2131,3888,6015,2240,4199,6442,2521,3910,6429,3336,1028,4369,4142,1329,5468,3698,1265,4959,243,236,482,212,276,494,173,221,397,310,804,1113,274,768,1043,204,660,860,613,702,1314,714,788,1504,537,687,1223,1301,1395,2696,1626,1754,3378,1271,1519,2789,702,1076,1778,935,1415,2352,1097,1586,2678,1506,1195,2701,1677,1555,3236,1680,1574,3256,927,3349,4285,917,3762,4676,1049,4513,5557,738,4346,5085,828,5625,6446,1018,6128,7146,185,247,436,216,234,453,262,363,622,1769,1207,2975,2476,1475,3946,2062,1421,3488,1287,734,2022,1348,795,2138,2008,1175,3182,41862,30896,72758,48612,36269,84877,42940,35450,78391
313,1112,826,1939,978,700,1679,1363,1012,2375,322,71,393,782,165,950,897,157,1060,7587,2250,9835,7565,2352,9917,5334,1883,7211,589,151,744,964,244,1206,976,220,1203,7291,1055,8340,8545,1198,9744,9832,1332,11163,2213,1101,3308,2280,1163,3444,1710,787,2498,4063,5854,9918,4219,6519,10744,4222,6337,10560,1739,2971,4711,2130,3470,5608,2455,3620,6079,3806,1171,4971,4659,1426,6082,4673,1455,6127,577,387,961,522,382,906,580,331,912,545,993,1536,623,1195,1810,671,1128,1799,738,860,1600,712,846,1564,778,987,1762,1350,1622,2975,1897,1998,3890,1919,2050,3967,1183,1214,2393,1470,1430,2896,1569,1809,3382,2536,1930,4465,2844,2568,5410,2839,2486,5322,1268,3366,4638,1483,4146,5625,1693,5400,7095,1524,6902,8422,1958,9580,11539,2059,10641,12698,379,374,751,497,460,951,587,588,1179,1929,1361,3294,2171,1592,3762,2279,1775,4051,1356,874,2230,1351,905,2256,3127,1659,4783,42093,35325,77424,47645,42329,89974,49561,45661,95216
314,222,117,337,185,103,287,253,168,414,313,98,409,735,235,975,855,204,1054,5978,1905,7885,5871,1894,7758,4409,1498,5906,708,197,907,967,315,1278,877,270,1151,5561,998,6558,6786,1089,7873,8218,1205,9420,2139,1079,3212,2247,1136,3379,1861,915,2779,3791,5027,8815,4069,5453,9523,4460,5809,10272,1484,2094,3571,1870,2521,4390,2352,3159,5512,3385,1073,4456,3945,1374,5321,4229,1452,5680,843,503,1346,758,447,1207,840,457,1299,1061,1685,2747,1242,1851,3093,1300,1898,3198,657,755,1415,673,795,1468,710,885,1598,2271,2125,4394,3339,2790,6135,3472,2989,6454,1136,1134,2268,1351,1393,2748,1479,1686,3167,3476,2494,5968,4242,3183,7421,4629,3358,7987,1573,3866,5437,1814,4820,6632,2135,6363,8501,1525,6360,7885,2124,8748,10873,2552,10339,12888,438,455,892,519,590,1116,687,722,1408,1722,1353,3069,1999,1567,3561,2226,1848,4072,957,708,1661,1011,655,1665,2538,1370,3910,39237,34004,73246,45736,40950,86690,50087,46579,96668
315,3601,1916,5517,3345,1780,5127,2895,1580,4474,2832,433,3265,4074,838,4912,3677,748,4422,1438,426,1863,1009,316,1322,619,224,847,273,38,313,299,58,357,273,46,319,1622,270,1895,2079,319,2397,1707,262,1972,489,246,730,453,256,707,310,172,480,954,1694,2642,915,1736,2649,902,1479,2379,628,1283,1912,649,1280,1926,627,1153,1782,1236,358,1591,1272,415,1690,1005,396,1403,102,99,201,80,94,167,64,84,145,63,206,269,49,209,259,55,161,209,134,152,285,143,160,308,112,145,257,195,266,466,277,328,600,211,333,540,266,371,633,444,456,899,353,522,881,3974,2521,6499,2683,1708,4397,2296,1660,3957,608,2035,2637,622,2306,2927,615,2494,3110,792,2439,3227,822,2865,3679,745,2823,3569,116,110,229,197,139,337,184,134,313,471,317,790,963,593,1554,804,583,1380,875,573,1451,716,441,1151,794,527,1321,20683,15745,36421,21091,16280,37374,18241,15522,33765
316,1871,1084,2962,1502,830,2329,1689,951,2644,594,65,658,1649,174,1824,1964,204,2168,6431,2308,8734,6423,2408,8833,5046,2102,7145,654,88,745,1083,255,1342,1119,285,1403,13165,2119,15279,13487,2140,15623,15872,2245,18115,2537,1441,3977,2768,1507,4280,2076,1136,3209,7024,9698,16717,6937,10187,17127,6845,9887,16728,4635,6490,11129,5073,7158,12230,5712,7901,13614,3274,939,4208,3906,1102,5005,3997,1117,5110,870,794,1661,889,769,1666,941,678,1615,1342,1817,3163,1548,2037,3589,1955,2062,4018,1594,1827,3421,1485,1699,3189,1652,1946,3599,2984,3012,6001,4052,3972,8026,4353,4261,8609,2010,1837,3849,2338,2290,4630,2730,3265,5998,3189,2163,5352,3350,2621,5968,3492,2797,6293,2886,6113,8995,3383,7572,10959,3851,9612,13460,2808,10311,13119,3806,14200,18004,4899,17379,22276,966,879,1841,1071,1010,2078,1392,1418,2812,2529,2191,4716,2740,2490,5229,3012,3028,6038,1770,1320,3086,1847,1292,3142,4118,2672,6790,63142,56484,119626,69355,65724,135074,76699,74943,151648
317,1576,835,2411,1584,846,2433,1922,1043,2965,354,26,378,919,114,1033,938,123,1065,5184,1538,6726,4485,1297,5788,3247,1061,4313,485,76,561,558,121,678,628,110,741,3884,616,4497,4435,712,5148,4955,777,5735,1713,616,2328,1840,684,2530,1472,505,1979,3058,4218,7278,3067,4272,7336,2789,3743,6531,1180,2172,3349,1514,2397,3911,1745,2458,4206,2132,495,2628,2449,539,2989,2263,540,2803,408,282,687,395,274,668,341,175,516,762,1132,1898,756,1157,1917,736,1101,1836,436,485,927,440,421,866,482,541,1022,1155,1159,2314,1471,1428,2903,1493,1604,3101,614,651,1267,724,813,1534,785,949,1736,2735,1451,4182,2589,1763,4344,2622,1811,4432,1885,4103,5986,1999,4641,6639,2193,5419,7615,1579,5741,7319,1991,6936,8929,2227,7806,10028,269,280,542,278,331,604,320,332,651,1423,1061,2486,1465,1156,2620,1572,1234,2807,666,514,1185,744,524,1272,1505,801,2310,31493,27457,58948,33709,30428,64142,34244,32145,66386
318,2904,1022,3926,2610,875,3487,2733,899,3627,2486,336,2824,3148,425,3569,2497,286,2780,6821,1611,8431,7016,1671,8693,4427,1254,5679,975,323,1300,1164,414,1586,1113,407,1524,7265,1229,8492,8344,1456,9804,6885,1103,7987,1961,823,2779,2089,908,2991,1520,627,2149,3921,6345,10266,4149,7096,11246,3898,6228,10120,2230,3973,6198,2573,4457,7031,3029,4495,7525,3542,932,4480,3950,1132,5076,3634,1019,4657,737,599,1338,691,612,1297,688,429,1119,505,1118,1625,548,1089,1636,517,1035,1545,645,856,1500,661,882,1541,639,887,1520,1875,1806,3681,2308,2270,4575,2109,2182,4290,1152,1338,2492,1330,1629,2959,1430,1674,3103,6908,3648,10555,7052,4403,11450,8220,4653,12876,2054,5631,7688,2214,6476,8691,2525,7491,10019,1977,8103,10081,2437,10378,12815,2866,11730,14597,537,516,1058,597,613,1211,647,605,1251,1838,1437,3269,2234,1796,4032,2100,1861,3962,1482,915,2399,1392,916,2312,2248,1329,3577,51809,42565,94377,56507,49487,105991,53722,50200,103917
319,6439,3079,9522,5704,2621,8318,5818,2685,8499,1036,85,1121,2170,176,2352,2046,176,2220,7293,1869,9164,7072,1808,8886,5216,1496,6709,1131,190,1320,1387,263,1645,1192,205,1394,7169,1118,8283,7114,1117,8232,6964,980,7942,1816,937,2753,1816,879,2693,1268,584,1851,4913,7002,11915,4852,7484,12335,4596,6790,11389,2465,4127,6593,2589,4326,6919,2732,4327,7056,2974,834,3807,3214,883,4089,3014,823,3836,494,419,909,416,420,838,426,364,795,472,966,1439,436,977,1416,369,848,1225,756,833,1593,660,780,1443,622,845,1472,1178,1516,2695,1462,1747,3207,1384,1841,3225,1205,1226,2429,1349,1442,2792,1446,1728,3174,3302,2100,5405,3162,2309,5478,3150,2255,5407,2060,5368,7426,2272,6097,8364,2327,6888,9209,2044,8417,10461,2804,11231,14031,3171,12122,15290,323,277,599,387,322,716,416,411,829,1935,1453,3390,2189,1735,3923,2182,1778,3963,1550,1008,2560,1535,952,2490,2823,1555,4374,50554,42818,93373,52600,47567,100169,51147,48715,99867
397,0,0,0,16,3,14,4,0,3,0,0,0,0,0,0,0,0,0,5,0,5,7,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,5,26,9,0,14,0,0,0,6,0,10,0,0,0,0,0,0,6,6,19,3,3,5,0,0,0,4,6,17,0,3,3,56,6,62,55,8,65,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,4,3,5,3,0,0,3,0,3,3,0,6,0,0,4,0,0,0,5,7,11,0,4,4,0,0,0,0,20,21,0,10,10,0,0,0,5,0,4,0,0,0,0,0,0,0,6,7,3,0,0,4,0,6,10,8,19,4,5,4,67,7,81,158,82,239,31,33,60
399,278,181,458,226,139,368,204,216,420,145,15,167,161,38,206,71,19,92,284,51,335,186,49,229,112,37,153,33,9,39,18,4,25,25,3,29,455,37,488,378,36,418,275,23,298,80,42,124,67,14,84,40,12,55,135,142,279,94,129,226,87,89,177,197,229,423,169,231,391,143,230,381,194,27,230,173,26,206,130,28,154,27,14,47,14,10,28,15,9,26,35,38,72,29,24,50,12,17,28,21,21,41,25,17,36,20,16,42,99,61,159,122,77,197,64,63,129,69,73,145,95,81,177,72,85,162,132,93,225,82,60,146,75,56,131,60,79,140,46,97,144,50,88,140,85,256,346,66,218,283,70,171,244,42,32,74,59,42,101,39,33,72,70,34,105,65,40,106,52,50,99,152,58,209,116,56,171,184,74,257,2589,1509,4097,2199,1391,3594,1743,1336,3087
401,1346,667,2013,1269,575,1847,1373,627,1998,799,221,1024,1225,333,1559,1189,305,1488,7608,2842,10450,6756,2626,9381,5118,2261,7381,889,295,1186,1208,471,1675,1113,417,1533,6477,1257,7737,7528,1389,8920,7640,1383,9024,3287,1640,4921,3078,1529,4608,2450,1162,3619,6322,7541,13866,6415,7488,13900,6033,7032,13064,3641,4243,7886,4312,4712,9027,4659,5022,9676,2746,781,3526,2883,743,3626,2929,824,3750,1643,1136,2773,1601,1045,2649,1449,917,2368,2573,2689,5260,2517,2549,5063,2451,2471,4918,1212,1125,2335,1270,1046,2315,1327,1172,2491,7185,5138,12328,7611,5725,13342,7706,5721,13429,1765,2221,3984,1899,2291,4195,2068,2117,4183,5227,4387,9612,5544,5021,10565,5417,5021,10445,4528,8538,13059,4822,9375,14199,5004,10043,15047,5175,13638,18815,5762,15042,20803,6177,15826,22002,1031,851,1883,1172,1028,2206,1233,1056,2294,2477,2135,4609,2480,2316,4791,2546,2363,4906,1314,1051,2368,1295,1036,2335,2402,1666,4071,67234,62404,129634,70660,66337,137001,70295,67401,137691
402,1248,614,1861,1361,649,2010,1931,966,2904,562,110,675,900,190,1089,930,194,1122,21021,6365,27388,18721,5619,24336,13485,4465,17951,1386,431,1817,1783,636,2419,1769,597,2365,10077,1542,11622,12582,1719,14302,13077,1823,14904,4912,2220,7127,4855,2062,6917,4281,1678,5960,8818,11690,20510,9121,12098,21212,9410,11577,20983,3214,5083,8296,3795,5885,9680,4684,6255,10939,6875,1456,8324,7584,1540,9126,7931,1676,9604,1360,1081,2444,1426,1060,2494,1341,860,2202,1649,3204,4844,1744,3216,4959,1557,2867,4427,1004,1010,2005,938,961,1899,957,1112,2071,3317,3282,6604,3700,3728,7431,4107,3690,7799,2484,3374,5857,2866,4002,6862,3325,4089,7417,6832,4731,11566,8352,6115,14462,8075,6230,14308,2847,6831,9678,3384,7916,11301,3848,9361,13214,3337,15222,18558,3857,18393,22242,4869,21014,25881,761,844,1611,865,908,1771,1003,987,1989,3961,2647,6608,4264,3021,7280,4228,3237,7467,2135,1400,3541,2100,1343,3449,4422,2261,6679,87788,73151,160937,94194,81057,175249,95236,84946,180185
403,1025,541,1563,836,391,1226,932,395,1325,782,162,948,1253,220,1469,1225,196,1424,14080,4558,18631,11456,3520,14977,8021,2778,10798,1258,374,1633,1836,573,2415,1685,508,2190,9572,1335,10902,12058,1604,13663,12363,1610,13970,3605,1634,5242,3778,1568,5341,2994,1148,4137,8534,10673,19206,8636,10815,19453,7904,10070,17970,3853,4903,8754,4156,5490,9644,4851,5815,10670,4545,1182,5724,4594,1125,5724,4550,1189,5737,1709,960,2672,1658,960,2615,1593,882,2472,2579,3635,6219,2595,3688,6287,2328,3353,5685,1114,1115,2230,1158,1105,2261,1169,1207,2376,4746,4055,8800,5403,4393,9797,5406,4329,9737,2485,2856,5346,2648,3113,5757,3033,3043,6076,5755,4487,10241,6335,5434,11770,6363,5673,12038,4360,8395,12755,4826,9564,14396,4911,10686,15597,4728,17602,22330,5449,20305,25752,6097,22134,28233,1037,991,2028,1174,1176,2354,1277,1294,2571,3413,2718,6127,3762,2969,6729,3480,3122,6603,1571,1117,2691,1637,1152,2790,3090,1790,4885,80753,73288,154043,85257,79175,164435,83272,81221,164500
