SA3_NAME16	Year	IndustryOfEmployment	workers
Charters Towers - Ayr - Ingham	2006	Education and training	1578
Charters Towers - Ayr - Ingham	2006	Electricity gas water and waste services	219
Charters Towers - Ayr - Ingham	2006	Financial and insurance services	267
Charters Towers - Ayr - Ingham	2006	Health care and social assistance	1731
Charters Towers - Ayr - Ingham	2006	Information media and telecommunications	85
Charters Towers - Ayr - Ingham	2006	Manufacturing	2172
Charters Towers - Ayr - Ingham	2006	Mining	836
Charters Towers - Ayr - Ingham	2006	Other services	576
Charters Towers - Ayr - Ingham	2006	Professional scientific and technical services	434
Charters Towers - Ayr - Ingham	2006	Public administration and safety	959
Charters Towers - Ayr - Ingham	2006	Rental hiring and real estate services	148
Charters Towers - Ayr - Ingham	2006	Retail trade	1885
Charters Towers - Ayr - Ingham	2006	Transport postal and warehousing	604
Charters Towers - Ayr - Ingham	2006	Wholesale trade	331
Charters Towers - Ayr - Ingham	2011		480
Charters Towers - Ayr - Ingham	2011	Accommodation and food services	998
Charters Towers - Ayr - Ingham	2011	Administrative and support services	343
Charters Towers - Ayr - Ingham	2011	Agriculture forestry and fishing	3016
Charters Towers - Ayr - Ingham	2011	Arts and recreation services	82
Charters Towers - Ayr - Ingham	2011	Construction	1224
Charters Towers - Ayr - Ingham	2011	Education and training	1669
Charters Towers - Ayr - Ingham	2011	Electricity gas water and waste services	214
Charters Towers - Ayr - Ingham	2011	Financial and insurance services	237
Charters Towers - Ayr - Ingham	2011	Health care and social assistance	1905
Charters Towers - Ayr - Ingham	2011	Information media and telecommunications	95
Charters Towers - Ayr - Ingham	2011	Manufacturing	2071
Charters Towers - Ayr - Ingham	2011	Mining	1025
Charters Towers - Ayr - Ingham	2011	Other services	826
Charters Towers - Ayr - Ingham	2011	Professional scientific and technical services	513
Charters Towers - Ayr - Ingham	2011	Public administration and safety	1118
Charters Towers - Ayr - Ingham	2011	Rental hiring and real estate services	149
Charters Towers - Ayr - Ingham	2011	Retail trade	1929
Charters Towers - Ayr - Ingham	2011	Transport postal and warehousing	653
Charters Towers - Ayr - Ingham	2011	Wholesale trade	375
Charters Towers - Ayr - Ingham	2016		698
Charters Towers - Ayr - Ingham	2016	Accommodation and food services	944
Charters Towers - Ayr - Ingham	2016	Administrative and support services	436
Charters Towers - Ayr - Ingham	2016	Agriculture forestry and fishing	3008
Charters Towers - Ayr - Ingham	2016	Arts and recreation services	106
Charters Towers - Ayr - Ingham	2016	Construction	921
Charters Towers - Ayr - Ingham	2016	Education and training	1733
Charters Towers - Ayr - Ingham	2016	Electricity gas water and waste services	202
Charters Towers - Ayr - Ingham	2016	Financial and insurance services	243
Charters Towers - Ayr - Ingham	2016	Health care and social assistance	1938
Charters Towers - Ayr - Ingham	2016	Information media and telecommunications	64
Charters Towers - Ayr - Ingham	2016	Manufacturing	1638
Charters Towers - Ayr - Ingham	2016	Mining	713
Charters Towers - Ayr - Ingham	2016	Other services	698
Charters Towers - Ayr - Ingham	2016	Professional scientific and technical services	507
Charters Towers - Ayr - Ingham	2016	Public administration and safety	1060
Charters Towers - Ayr - Ingham	2016	Rental hiring and real estate services	142
Charters Towers - Ayr - Ingham	2016	Retail trade	1583
Charters Towers - Ayr - Ingham	2016	Transport postal and warehousing	533
Charters Towers - Ayr - Ingham	2016	Wholesale trade	269
Townsville	2006		1829
Townsville	2006	Accommodation and food services	5193
Townsville	2006	Administrative and support services	2169
Townsville	2006	Agriculture forestry and fishing	629
Townsville	2006	Arts and recreation services	976
Townsville	2006	Construction	7561
Townsville	2006	Education and training	6106
Townsville	2006	Electricity gas water and waste services	1078
Townsville	2006	Financial and insurance services	1359
Townsville	2006	Health care and social assistance	8347
Townsville	2006	Information media and telecommunications	1252
Townsville	2006	Manufacturing	6258
Townsville	2006	Mining	1986
Townsville	2006	Other services	2693
Townsville	2006	Professional scientific and technical services	3250
Townsville	2006	Public administration and safety	9595
Townsville	2006	Rental hiring and real estate services	1359
Townsville	2006	Retail trade	8381
Townsville	2006	Transport postal and warehousing	3869
Townsville	2006	Wholesale trade	2448
Townsville	2011		1829
Townsville	2011	Accommodation and food services	6037
Townsville	2011	Administrative and support services	2620
Townsville	2011	Agriculture forestry and fishing	472
Townsville	2011	Arts and recreation services	1124
Townsville	2011	Construction	8573
Townsville	2011	Education and training	7020
Townsville	2011	Electricity gas water and waste services	1372
Townsville	2011	Financial and insurance services	1393
Townsville	2011	Health care and social assistance	10911
Townsville	2011	Information media and telecommunications	1204
Townsville	2011	Manufacturing	6621
Townsville	2011	Mining	2545
Townsville	2011	Other services	3206
Townsville	2011	Professional scientific and technical services	4060
Townsville	2011	Public administration and safety	10333
Townsville	2011	Rental hiring and real estate services	1386
Townsville	2011	Retail trade	9317
Townsville	2011	Transport postal and warehousing	4424
Townsville	2011	Wholesale trade	2619
Townsville	2016		2879
Townsville	2016	Accommodation and food services	6581
Townsville	2016	Administrative and support services	2669
Townsville	2016	Agriculture forestry and fishing	618
Townsville	2016	Arts and recreation services	1146
Townsville	2016	Construction	7066
Townsville	2016	Education and training	8280
Townsville	2016	Electricity gas water and waste services	1325
Townsville	2016	Financial and insurance services	1305
Townsville	2016	Health care and social assistance	12661
Townsville	2016	Information media and telecommunications	1049
Townsville	2016	Manufacturing	4041
Townsville	2016	Mining	2069
Townsville	2016	Other services	3263
Townsville	2016	Professional scientific and technical services	3781
Townsville	2016	Public administration and safety	11817
Townsville	2016	Rental hiring and real estate services	1377
Townsville	2016	Retail trade	8540
Townsville	2016	Transport postal and warehousing	4121
Townsville	2016	Wholesale trade	1877
Bundaberg	2006		822
Bundaberg	2006	Accommodation and food services	2039
Bundaberg	2006	Administrative and support services	822
Bundaberg	2006	Agriculture forestry and fishing	3054
Bundaberg	2006	Arts and recreation services	214
Bundaberg	2006	Construction	2526
Bundaberg	2006	Education and training	2381
Bundaberg	2006	Electricity gas water and waste services	277
Bundaberg	2006	Financial and insurance services	562
Bundaberg	2006	Health care and social assistance	3509
Bundaberg	2006	Information media and telecommunications	306
Bundaberg	2006	Manufacturing	2789
Bundaberg	2006	Mining	222
Bundaberg	2006	Other services	1124
Bundaberg	2006	Professional scientific and technical services	935
Bundaberg	2006	Public administration and safety	1520
Bundaberg	2006	Rental hiring and real estate services	526
Bundaberg	2006	Retail trade	4065
Bundaberg	2006	Transport postal and warehousing	1053
Bundaberg	2006	Wholesale trade	1079
Bundaberg	2011		751
Bundaberg	2011	Accommodation and food services	2098
Bundaberg	2011	Administrative and support services	912
Bundaberg	2011	Agriculture forestry and fishing	2828
Bundaberg	2011	Arts and recreation services	224
Bundaberg	2011	Construction	2593
Bundaberg	2011	Education and training	2608
Bundaberg	2011	Electricity gas water and waste services	337
Bundaberg	2011	Financial and insurance services	569
Bundaberg	2011	Health care and social assistance	4821
Bundaberg	2011	Information media and telecommunications	255
Bundaberg	2011	Manufacturing	2837
Bundaberg	2011	Mining	685
Bundaberg	2011	Other services	1264
Bundaberg	2011	Professional scientific and technical services	1116
Bundaberg	2011	Public administration and safety	1621
Bundaberg	2011	Rental hiring and real estate services	472
Bundaberg	2011	Retail trade	4166
Bundaberg	2011	Transport postal and warehousing	1205
Bundaberg	2011	Wholesale trade	976
Bundaberg	2016		1344
Bundaberg	2016	Accommodation and food services	2264
Bundaberg	2016	Administrative and support services	1059
Bundaberg	2016	Agriculture forestry and fishing	2949
Bundaberg	2016	Arts and recreation services	281
Bundaberg	2016	Construction	2457
Bundaberg	2016	Education and training	2882
Bundaberg	2016	Electricity gas water and waste services	323
Bundaberg	2016	Financial and insurance services	501
Bundaberg	2016	Health care and social assistance	5395
Bundaberg	2016	Information media and telecommunications	252
Bundaberg	2016	Manufacturing	2108
Bundaberg	2016	Mining	597
Bundaberg	2016	Other services	1242
Bundaberg	2016	Professional scientific and technical services	1106
Bundaberg	2016	Public administration and safety	1589
Bundaberg	2016	Rental hiring and real estate services	467
Bundaberg	2016	Retail trade	3736
Bundaberg	2016	Transport postal and warehousing	1185
Bundaberg	2016	Wholesale trade	666
Burnett	2006		509
Burnett	2006	Accommodation and food services	870
Burnett	2006	Administrative and support services	348
Burnett	2006	Agriculture forestry and fishing	3663
Burnett	2006	Arts and recreation services	63
Burnett	2006	Construction	1130
Burnett	2006	Education and training	1432
Burnett	2006	Electricity gas water and waste services	440
Burnett	2006	Financial and insurance services	189
Burnett	2006	Health care and social assistance	1659
Burnett	2006	Information media and telecommunications	95
Burnett	2006	Manufacturing	1739
Burnett	2006	Mining	471
Burnett	2006	Other services	512
Burnett	2006	Professional scientific and technical services	375
Burnett	2006	Public administration and safety	1143
Burnett	2006	Rental hiring and real estate services	165
Burnett	2006	Retail trade	1933
Burnett	2006	Transport postal and warehousing	651
Burnett	2006	Wholesale trade	453
Burnett	2011		517
Burnett	2011	Accommodation and food services	951
Burnett	2011	Administrative and support services	406
Burnett	2011	Agriculture forestry and fishing	3183
Burnett	2011	Arts and recreation services	86
Burnett	2011	Construction	1228
Burnett	2011	Education and training	1556
Burnett	2011	Electricity gas water and waste services	491
Burnett	2011	Financial and insurance services	176
Burnett	2011	Health care and social assistance	2071
Burnett	2011	Information media and telecommunications	99
Burnett	2011	Manufacturing	1456
Burnett	2011	Mining	749
Burnett	2011	Other services	587
Burnett	2011	Professional scientific and technical services	409
Burnett	2011	Public administration and safety	1015
Burnett	2011	Rental hiring and real estate services	155
Burnett	2011	Retail trade	2016
Burnett	2011	Transport postal and warehousing	667
Burnett	2011	Wholesale trade	431
Burnett	2016		806
Burnett	2016	Accommodation and food services	922
Burnett	2016	Administrative and support services	451
Burnett	2016	Agriculture forestry and fishing	3124
Burnett	2016	Arts and recreation services	93
Burnett	2016	Construction	1063
Burnett	2016	Education and training	1656
Burnett	2016	Electricity gas water and waste services	433
Burnett	2016	Financial and insurance services	158
