SA3_NAME16	Year	IndigenousStatus	persons
Bringelly - Green Valley	2011	Torres Strait Islander	48
Bringelly - Green Valley	2016	Aboriginal	1668
Bringelly - Green Valley	2016	Both Aboriginal & Torres Strait Islander	19
Bringelly - Green Valley	2016	Non-indigenous	101094
Bringelly - Green Valley	2016	Torres Strait Islander	30
Fairfield	2006	Aboriginal	907
Fairfield	2006	Both Aboriginal & Torres Strait Islander	9
Fairfield	2006	Non-indigenous	168072
Fairfield	2006	Torres Strait Islander	97
Fairfield	2011	Aboriginal	1124
Fairfield	2011	Both Aboriginal & Torres Strait Islander	16
Fairfield	2011	Non-indigenous	174405
Fairfield	2011	Torres Strait Islander	92
Fairfield	2016	Aboriginal	1295
Fairfield	2016	Both Aboriginal & Torres Strait Islander	13
Fairfield	2016	Non-indigenous	184416
Fairfield	2016	Torres Strait Islander	78
Liverpool	2006	Aboriginal	962
Liverpool	2006	Both Aboriginal & Torres Strait Islander	21
Liverpool	2006	Non-indigenous	92554
Liverpool	2006	Torres Strait Islander	52
Liverpool	2011	Aboriginal	1271
Liverpool	2011	Both Aboriginal & Torres Strait Islander	27
Liverpool	2011	Non-indigenous	102826
Liverpool	2011	Torres Strait Islander	63
Liverpool	2016	Aboriginal	1502
Liverpool	2016	Both Aboriginal & Torres Strait Islander	14
Liverpool	2016	Non-indigenous	115796
Liverpool	2016	Torres Strait Islander	44
Cronulla - Miranda - Caringbah	2006	Aboriginal	533
Cronulla - Miranda - Caringbah	2006	Both Aboriginal & Torres Strait Islander	18
Cronulla - Miranda - Caringbah	2006	Non-indigenous	100534
Cronulla - Miranda - Caringbah	2006	Torres Strait Islander	28
Cronulla - Miranda - Caringbah	2011	Aboriginal	798
Cronulla - Miranda - Caringbah	2011	Both Aboriginal & Torres Strait Islander	12
Cronulla - Miranda - Caringbah	2011	Non-indigenous	103519
Cronulla - Miranda - Caringbah	2011	Torres Strait Islander	38
Cronulla - Miranda - Caringbah	2016	Aboriginal	1102
Cronulla - Miranda - Caringbah	2016	Both Aboriginal & Torres Strait Islander	24
Cronulla - Miranda - Caringbah	2016	Non-indigenous	108668
Cronulla - Miranda - Caringbah	2016	Torres Strait Islander	47
Sutherland - Menai - Heathcote	2006	Aboriginal	624
Sutherland - Menai - Heathcote	2006	Both Aboriginal & Torres Strait Islander	15
Sutherland - Menai - Heathcote	2006	Non-indigenous	103130
Sutherland - Menai - Heathcote	2006	Torres Strait Islander	31
Sutherland - Menai - Heathcote	2011	Aboriginal	835
Sutherland - Menai - Heathcote	2011	Both Aboriginal & Torres Strait Islander	13
Sutherland - Menai - Heathcote	2011	Non-indigenous	105012
Sutherland - Menai - Heathcote	2011	Torres Strait Islander	38
Sutherland - Menai - Heathcote	2016	Aboriginal	1178
Sutherland - Menai - Heathcote	2016	Both Aboriginal & Torres Strait Islander	27
Sutherland - Menai - Heathcote	2016	Non-indigenous	106799
Sutherland - Menai - Heathcote	2016	Torres Strait Islander	32
Migratory - Offshore - Shipping (NSW)	2006	Aboriginal	5
Migratory - Offshore - Shipping (NSW)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2006	Non-indigenous	45
Migratory - Offshore - Shipping (NSW)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2011	Aboriginal	0
Migratory - Offshore - Shipping (NSW)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2011	Non-indigenous	112
Migratory - Offshore - Shipping (NSW)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2016	Aboriginal	10
Migratory - Offshore - Shipping (NSW)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2016	Non-indigenous	402
Migratory - Offshore - Shipping (NSW)	2016	Torres Strait Islander	0
No usual address (NSW)	2006	Aboriginal	406
No usual address (NSW)	2006	Both Aboriginal & Torres Strait Islander	8
No usual address (NSW)	2006	Non-indigenous	9737
No usual address (NSW)	2006	Torres Strait Islander	24
No usual address (NSW)	2011	Aboriginal	852
No usual address (NSW)	2011	Both Aboriginal & Torres Strait Islander	24
No usual address (NSW)	2011	Non-indigenous	12008
No usual address (NSW)	2011	Torres Strait Islander	33
No usual address (NSW)	2016	Aboriginal	789
No usual address (NSW)	2016	Both Aboriginal & Torres Strait Islander	25
No usual address (NSW)	2016	Non-indigenous	11448
No usual address (NSW)	2016	Torres Strait Islander	26
Ballarat	2006	Aboriginal	782
Ballarat	2006	Both Aboriginal & Torres Strait Islander	22
Ballarat	2006	Non-indigenous	87126
Ballarat	2006	Torres Strait Islander	68
Ballarat	2011	Aboriginal	1046
Ballarat	2011	Both Aboriginal & Torres Strait Islander	25
Ballarat	2011	Non-indigenous	94419
Ballarat	2011	Torres Strait Islander	92
Ballarat	2016	Aboriginal	1400
Ballarat	2016	Both Aboriginal & Torres Strait Islander	30
Ballarat	2016	Non-indigenous	102317
Ballarat	2016	Torres Strait Islander	68
Creswick - Daylesford - Ballan	2006	Aboriginal	124
Creswick - Daylesford - Ballan	2006	Both Aboriginal & Torres Strait Islander	3
Creswick - Daylesford - Ballan	2006	Non-indigenous	24891
Creswick - Daylesford - Ballan	2006	Torres Strait Islander	22
Creswick - Daylesford - Ballan	2011	Aboriginal	175
Creswick - Daylesford - Ballan	2011	Both Aboriginal & Torres Strait Islander	3
Creswick - Daylesford - Ballan	2011	Non-indigenous	26578
Creswick - Daylesford - Ballan	2011	Torres Strait Islander	11
Creswick - Daylesford - Ballan	2016	Aboriginal	257
Creswick - Daylesford - Ballan	2016	Both Aboriginal & Torres Strait Islander	12
Creswick - Daylesford - Ballan	2016	Non-indigenous	28025
Creswick - Daylesford - Ballan	2016	Torres Strait Islander	13
Maryborough - Pyrenees	2006	Aboriginal	140
Maryborough - Pyrenees	2006	Both Aboriginal & Torres Strait Islander	9
Maryborough - Pyrenees	2006	Non-indigenous	22910
Maryborough - Pyrenees	2006	Torres Strait Islander	31
Maryborough - Pyrenees	2011	Aboriginal	214
Maryborough - Pyrenees	2011	Both Aboriginal & Torres Strait Islander	4
Maryborough - Pyrenees	2011	Non-indigenous	23647
Maryborough - Pyrenees	2011	Torres Strait Islander	26
Maryborough - Pyrenees	2016	Aboriginal	351
Maryborough - Pyrenees	2016	Both Aboriginal & Torres Strait Islander	12
Maryborough - Pyrenees	2016	Non-indigenous	24978
Maryborough - Pyrenees	2016	Torres Strait Islander	24
Bendigo	2006	Aboriginal	837
Bendigo	2006	Both Aboriginal & Torres Strait Islander	8
Bendigo	2006	Non-indigenous	78139
Bendigo	2006	Torres Strait Islander	68
Bendigo	2011	Aboriginal	1191
Bendigo	2011	Both Aboriginal & Torres Strait Islander	29
Bendigo	2011	Non-indigenous	84803
Bendigo	2011	Torres Strait Islander	55
Bendigo	2016	Aboriginal	1574
Bendigo	2016	Both Aboriginal & Torres Strait Islander	39
Bendigo	2016	Non-indigenous	92710
Bendigo	2016	Torres Strait Islander	55
Heathcote - Castlemaine - Kyneton	2006	Aboriginal	229
Heathcote - Castlemaine - Kyneton	2006	Both Aboriginal & Torres Strait Islander	10
Heathcote - Castlemaine - Kyneton	2006	Non-indigenous	40374
Heathcote - Castlemaine - Kyneton	2006	Torres Strait Islander	23
Heathcote - Castlemaine - Kyneton	2011	Aboriginal	334
Heathcote - Castlemaine - Kyneton	2011	Both Aboriginal & Torres Strait Islander	3
Heathcote - Castlemaine - Kyneton	2011	Non-indigenous	43068
Heathcote - Castlemaine - Kyneton	2011	Torres Strait Islander	26
Heathcote - Castlemaine - Kyneton	2016	Aboriginal	420
Heathcote - Castlemaine - Kyneton	2016	Both Aboriginal & Torres Strait Islander	4
Heathcote - Castlemaine - Kyneton	2016	Non-indigenous	46856
Heathcote - Castlemaine - Kyneton	2016	Torres Strait Islander	11
Loddon - Elmore	2006	Aboriginal	94
Loddon - Elmore	2006	Both Aboriginal & Torres Strait Islander	3
Loddon - Elmore	2006	Non-indigenous	12599
Loddon - Elmore	2006	Torres Strait Islander	14
Loddon - Elmore	2011	Aboriginal	142
Loddon - Elmore	2011	Both Aboriginal & Torres Strait Islander	0
Loddon - Elmore	2011	Non-indigenous	11037
Loddon - Elmore	2011	Torres Strait Islander	9
Loddon - Elmore	2016	Aboriginal	152
Loddon - Elmore	2016	Both Aboriginal & Torres Strait Islander	7
Loddon - Elmore	2016	Non-indigenous	11253
Loddon - Elmore	2016	Torres Strait Islander	9
Barwon - West	2006	Aboriginal	62
Barwon - West	2006	Both Aboriginal & Torres Strait Islander	0
Barwon - West	2006	Non-indigenous	13959
Barwon - West	2006	Torres Strait Islander	3
Barwon - West	2011	Aboriginal	79
Barwon - West	2011	Both Aboriginal & Torres Strait Islander	6
Barwon - West	2011	Non-indigenous	16525
Barwon - West	2011	Torres Strait Islander	5
Barwon - West	2016	Aboriginal	133
Barwon - West	2016	Both Aboriginal & Torres Strait Islander	4
Barwon - West	2016	Non-indigenous	18873
Barwon - West	2016	Torres Strait Islander	8
Geelong	2006	Aboriginal	1137
Geelong	2006	Both Aboriginal & Torres Strait Islander	37
Geelong	2006	Non-indigenous	162130
Geelong	2006	Torres Strait Islander	82
Geelong	2011	Aboriginal	1452
Geelong	2011	Both Aboriginal & Torres Strait Islander	28
Geelong	2011	Non-indigenous	171888
Geelong	2011	Torres Strait Islander	82
Geelong	2016	Aboriginal	1916
Geelong	2016	Both Aboriginal & Torres Strait Islander	45
Geelong	2016	Non-indigenous	186131
Geelong	2016	Torres Strait Islander	88
Surf Coast - Bellarine Peninsula	2006	Aboriginal	225
Surf Coast - Bellarine Peninsula	2006	Both Aboriginal & Torres Strait Islander	6
Surf Coast - Bellarine Peninsula	2006	Non-indigenous	53616
Surf Coast - Bellarine Peninsula	2006	Torres Strait Islander	13
Surf Coast - Bellarine Peninsula	2011	Aboriginal	338
Surf Coast - Bellarine Peninsula	2011	Both Aboriginal & Torres Strait Islander	7
Surf Coast - Bellarine Peninsula	2011	Non-indigenous	60216
Surf Coast - Bellarine Peninsula	2011	Torres Strait Islander	20
Surf Coast - Bellarine Peninsula	2016	Aboriginal	495
Surf Coast - Bellarine Peninsula	2016	Both Aboriginal & Torres Strait Islander	10
Surf Coast - Bellarine Peninsula	2016	Non-indigenous	71210
Surf Coast - Bellarine Peninsula	2016	Torres Strait Islander	14
Upper Goulburn Valley	2006	Aboriginal	384
Upper Goulburn Valley	2006	Both Aboriginal & Torres Strait Islander	17
Upper Goulburn Valley	2006	Non-indigenous	46084
Upper Goulburn Valley	2006	Torres Strait Islander	36
Upper Goulburn Valley	2011	Aboriginal	464
Upper Goulburn Valley	2011	Both Aboriginal & Torres Strait Islander	6
Upper Goulburn Valley	2011	Non-indigenous	49408
Upper Goulburn Valley	2011	Torres Strait Islander	33
Upper Goulburn Valley	2016	Aboriginal	667
Upper Goulburn Valley	2016	Both Aboriginal & Torres Strait Islander	13
Upper Goulburn Valley	2016	Non-indigenous	53129
Upper Goulburn Valley	2016	Torres Strait Islander	31
Wangaratta - Benalla	2006	Aboriginal	314
Wangaratta - Benalla	2006	Both Aboriginal & Torres Strait Islander	9
Wangaratta - Benalla	2006	Non-indigenous	43192
Wangaratta - Benalla	2006	Torres Strait Islander	38
Wangaratta - Benalla	2011	Aboriginal	419
Wangaratta - Benalla	2011	Both Aboriginal & Torres Strait Islander	13
Wangaratta - Benalla	2011	Non-indigenous	43758
Wangaratta - Benalla	2011	Torres Strait Islander	42
Wangaratta - Benalla	2016	Aboriginal	631
Wangaratta - Benalla	2016	Both Aboriginal & Torres Strait Islander	8
Wangaratta - Benalla	2016	Non-indigenous	45443
Wangaratta - Benalla	2016	Torres Strait Islander	18
Wodonga - Alpine	2006	Aboriginal	586
Wodonga - Alpine	2006	Both Aboriginal & Torres Strait Islander	14
Wodonga - Alpine	2006	Non-indigenous	61921
Wodonga - Alpine	2006	Torres Strait Islander	41
Wodonga - Alpine	2011	Aboriginal	916
Wodonga - Alpine	2011	Both Aboriginal & Torres Strait Islander	10
Wodonga - Alpine	2011	Non-indigenous	64182
Wodonga - Alpine	2011	Torres Strait Islander	41
Wodonga - Alpine	2016	Aboriginal	1229
Wodonga - Alpine	2016	Both Aboriginal & Torres Strait Islander	34
Wodonga - Alpine	2016	Non-indigenous	68927
Wodonga - Alpine	2016	Torres Strait Islander	59
Baw Baw	2006	Aboriginal	331
Baw Baw	2006	Both Aboriginal & Torres Strait Islander	5
Baw Baw	2006	Non-indigenous	37304
Baw Baw	2006	Torres Strait Islander	21
Baw Baw	2011	Aboriginal	391
Baw Baw	2011	Both Aboriginal & Torres Strait Islander	3
Baw Baw	2011	Non-indigenous	42567
Baw Baw	2011	Torres Strait Islander	26
Baw Baw	2016	Aboriginal	447
Baw Baw	2016	Both Aboriginal & Torres Strait Islander	14
Baw Baw	2016	Non-indigenous	48147
Baw Baw	2016	Torres Strait Islander	18
Gippsland - East	2006	Aboriginal	1097
Gippsland - East	2006	Both Aboriginal & Torres Strait Islander	33
Gippsland - East	2006	Non-indigenous	39042
Gippsland - East	2006	Torres Strait Islander	8
Gippsland - East	2011	Aboriginal	1323
Gippsland - East	2011	Both Aboriginal & Torres Strait Islander	13
Gippsland - East	2011	Non-indigenous	40942
Gippsland - East	2011	Torres Strait Islander	16
Gippsland - East	2016	Aboriginal	1266
Gippsland - East	2016	Both Aboriginal & Torres Strait Islander	9
Gippsland - East	2016	Non-indigenous	43858
Gippsland - East	2016	Torres Strait Islander	13
Gippsland - South West	2006	Aboriginal	227
Gippsland - South West	2006	Both Aboriginal & Torres Strait Islander	11
Gippsland - South West	2006	Non-indigenous	52089
Gippsland - South West	2006	Torres Strait Islander	43
Gippsland - South West	2011	Aboriginal	358
Gippsland - South West	2011	Both Aboriginal & Torres Strait Islander	8
Gippsland - South West	2011	Non-indigenous	56615
Gippsland - South West	2011	Torres Strait Islander	37
Gippsland - South West	2016	Aboriginal	508
Gippsland - South West	2016	Both Aboriginal & Torres Strait Islander	34
Gippsland - South West	2016	Non-indigenous	61087
Gippsland - South West	2016	Torres Strait Islander	39
Latrobe Valley	2006	Aboriginal	819
Latrobe Valley	2006	Both Aboriginal & Torres Strait Islander	20
Latrobe Valley	2006	Non-indigenous	67991
Latrobe Valley	2006	Torres Strait Islander	29
Latrobe Valley	2011	Aboriginal	984
Latrobe Valley	2011	Both Aboriginal & Torres Strait Islander	21
Latrobe Valley	2011	Non-indigenous	71166
Latrobe Valley	2011	Torres Strait Islander	45
Latrobe Valley	2016	Aboriginal	1102
Latrobe Valley	2016	Both Aboriginal & Torres Strait Islander	37
Latrobe Valley	2016	Non-indigenous	71915
Latrobe Valley	2016	Torres Strait Islander	45
Wellington	2006	Aboriginal	415
Wellington	2006	Both Aboriginal & Torres Strait Islander	9
Wellington	2006	Non-indigenous	39492
Wellington	2006	Torres Strait Islander	15
Wellington	2011	Aboriginal	559
Wellington	2011	Both Aboriginal & Torres Strait Islander	11
Wellington	2011	Non-indigenous	40745
Wellington	2011	Torres Strait Islander	21
Wellington	2016	Aboriginal	608
Wellington	2016	Both Aboriginal & Torres Strait Islander	20
Wellington	2016	Non-indigenous	42221
Wellington	2016	Torres Strait Islander	22
Brunswick - Coburg	2006	Aboriginal	257
Brunswick - Coburg	2006	Both Aboriginal & Torres Strait Islander	9
Brunswick - Coburg	2006	Non-indigenous	72520
Brunswick - Coburg	2006	Torres Strait Islander	25
Brunswick - Coburg	2011	Aboriginal	308
Brunswick - Coburg	2011	Both Aboriginal & Torres Strait Islander	18
Brunswick - Coburg	2011	Non-indigenous	78556
Brunswick - Coburg	2011	Torres Strait Islander	16
Brunswick - Coburg	2016	Aboriginal	407
Brunswick - Coburg	2016	Both Aboriginal & Torres Strait Islander	9
Brunswick - Coburg	2016	Non-indigenous	85821
Brunswick - Coburg	2016	Torres Strait Islander	20
Darebin - South	2006	Aboriginal	285
Darebin - South	2006	Both Aboriginal & Torres Strait Islander	14
Darebin - South	2006	Non-indigenous	45590
Darebin - South	2006	Torres Strait Islander	18
Darebin - South	2011	Aboriginal	288
Darebin - South	2011	Both Aboriginal & Torres Strait Islander	12
Darebin - South	2011	Non-indigenous	48249
Darebin - South	2011	Torres Strait Islander	9
Darebin - South	2016	Aboriginal	309
Darebin - South	2016	Both Aboriginal & Torres Strait Islander	4
Darebin - South	2016	Non-indigenous	51739
Darebin - South	2016	Torres Strait Islander	13
Essendon	2006	Aboriginal	157
Essendon	2006	Both Aboriginal & Torres Strait Islander	13
Essendon	2006	Non-indigenous	56729
Essendon	2006	Torres Strait Islander	22
Essendon	2011	Aboriginal	187
Essendon	2011	Both Aboriginal & Torres Strait Islander	3
Essendon	2011	Non-indigenous	60718
Essendon	2011	Torres Strait Islander	23
Essendon	2016	Aboriginal	249
Essendon	2016	Both Aboriginal & Torres Strait Islander	10
Essendon	2016	Non-indigenous	66329
Essendon	2016	Torres Strait Islander	7
Melbourne City	2006	Aboriginal	212
Melbourne City	2006	Both Aboriginal & Torres Strait Islander	8
Melbourne City	2006	Non-indigenous	75899
Melbourne City	2006	Torres Strait Islander	18
Melbourne City	2011	Aboriginal	233
Melbourne City	2011	Both Aboriginal & Torres Strait Islander	11
Melbourne City	2011	Non-indigenous	93358
Melbourne City	2011	Torres Strait Islander	10
Melbourne City	2016	Aboriginal	421
Melbourne City	2016	Both Aboriginal & Torres Strait Islander	25
Melbourne City	2016	Non-indigenous	135498
Melbourne City	2016	Torres Strait Islander	25
Port Phillip	2006	Aboriginal	198
Port Phillip	2006	Both Aboriginal & Torres Strait Islander	11
Port Phillip	2006	Non-indigenous	84864
Port Phillip	2006	Torres Strait Islander	26
Port Phillip	2011	Aboriginal	259
Port Phillip	2011	Both Aboriginal & Torres Strait Islander	6
Port Phillip	2011	Non-indigenous	91099
Port Phillip	2011	Torres Strait Islander	19
Port Phillip	2016	Aboriginal	357
Port Phillip	2016	Both Aboriginal & Torres Strait Islander	13
Port Phillip	2016	Non-indigenous	100484
Port Phillip	2016	Torres Strait Islander	18
Stonnington - West	2006	Aboriginal	101
Stonnington - West	2006	Both Aboriginal & Torres Strait Islander	3
Stonnington - West	2006	Non-indigenous	51769
Stonnington - West	2006	Torres Strait Islander	16
Stonnington - West	2011	Aboriginal	119
Stonnington - West	2011	Both Aboriginal & Torres Strait Islander	6
Stonnington - West	2011	Non-indigenous	53647
Stonnington - West	2011	Torres Strait Islander	11
Stonnington - West	2016	Aboriginal	200
Stonnington - West	2016	Both Aboriginal & Torres Strait Islander	5
Stonnington - West	2016	Non-indigenous	62252
Stonnington - West	2016	Torres Strait Islander	10
Yarra	2006	Aboriginal	224
Yarra	2006	Both Aboriginal & Torres Strait Islander	8
Yarra	2006	Non-indigenous	69890
Yarra	2006	Torres Strait Islander	14
Yarra	2011	Aboriginal	291
Yarra	2011	Both Aboriginal & Torres Strait Islander	8
Yarra	2011	Non-indigenous	74513
Yarra	2011	Torres Strait Islander	22
Yarra	2016	Aboriginal	354
Yarra	2016	Both Aboriginal & Torres Strait Islander	10
Yarra	2016	Non-indigenous	87069
Yarra	2016	Torres Strait Islander	20
Boroondara	2006	Aboriginal	150
Boroondara	2006	Both Aboriginal & Torres Strait Islander	5
Boroondara	2006	Non-indigenous	154284
Boroondara	2006	Torres Strait Islander	15
Boroondara	2011	Aboriginal	196
Boroondara	2011	Both Aboriginal & Torres Strait Islander	7
Boroondara	2011	Non-indigenous	158962
Boroondara	2011	Torres Strait Islander	19
Boroondara	2016	Aboriginal	291
Boroondara	2016	Both Aboriginal & Torres Strait Islander	8
Boroondara	2016	Non-indigenous	166914
Boroondara	2016	Torres Strait Islander	18
Manningham - West	2006	Aboriginal	73
Manningham - West	2006	Both Aboriginal & Torres Strait Islander	0
Manningham - West	2006	Non-indigenous	84480
Manningham - West	2006	Torres Strait Islander	12
Manningham - West	2011	Aboriginal	107
Manningham - West	2011	Both Aboriginal & Torres Strait Islander	3
Manningham - West	2011	Non-indigenous	85794
Manningham - West	2011	Torres Strait Islander	5
Manningham - West	2016	Aboriginal	132
Manningham - West	2016	Both Aboriginal & Torres Strait Islander	8
Manningham - West	2016	Non-indigenous	90216
Manningham - West	2016	Torres Strait Islander	13
Whitehorse - West	2006	Aboriginal	163
Whitehorse - West	2006	Both Aboriginal & Torres Strait Islander	6
Whitehorse - West	2006	Non-indigenous	89773
Whitehorse - West	2006	Torres Strait Islander	25
Whitehorse - West	2011	Aboriginal	170
Whitehorse - West	2011	Both Aboriginal & Torres Strait Islander	3
Whitehorse - West	2011	Non-indigenous	94725
Whitehorse - West	2011	Torres Strait Islander	15
Whitehorse - West	2016	Aboriginal	184
Whitehorse - West	2016	Both Aboriginal & Torres Strait Islander	3
Whitehorse - West	2016	Non-indigenous	101834
Whitehorse - West	2016	Torres Strait Islander	19
Bayside	2006	Aboriginal	123
Bayside	2006	Both Aboriginal & Torres Strait Islander	7
Bayside	2006	Non-indigenous	87796
Bayside	2006	Torres Strait Islander	11
Bayside	2011	Aboriginal	140
Bayside	2011	Both Aboriginal & Torres Strait Islander	0
Bayside	2011	Non-indigenous	91657
Bayside	2011	Torres Strait Islander	16
Bayside	2016	Aboriginal	178
Bayside	2016	Both Aboriginal & Torres Strait Islander	0
Bayside	2016	Non-indigenous	96895
Bayside	2016	Torres Strait Islander	14
Glen Eira	2006	Aboriginal	159
Glen Eira	2006	Both Aboriginal & Torres Strait Islander	8
Glen Eira	2006	Non-indigenous	130404
Glen Eira	2006	Torres Strait Islander	17
Glen Eira	2011	Aboriginal	226
Glen Eira	2011	Both Aboriginal & Torres Strait Islander	16
Glen Eira	2011	Non-indigenous	137815
Glen Eira	2011	Torres Strait Islander	10
Glen Eira	2016	Aboriginal	236
Glen Eira	2016	Both Aboriginal & Torres Strait Islander	9
Glen Eira	2016	Non-indigenous	148177
Glen Eira	2016	Torres Strait Islander	15
Kingston	2006	Aboriginal	188
Kingston	2006	Both Aboriginal & Torres Strait Islander	8
Kingston	2006	Non-indigenous	101705
Kingston	2006	Torres Strait Islander	37
Kingston	2011	Aboriginal	272
Kingston	2011	Both Aboriginal & Torres Strait Islander	19
Kingston	2011	Non-indigenous	108655
Kingston	2011	Torres Strait Islander	28
Kingston	2016	Aboriginal	453
Kingston	2016	Both Aboriginal & Torres Strait Islander	16
Kingston	2016	Non-indigenous	116310
Kingston	2016	Torres Strait Islander	38
Stonnington - East	2006	Aboriginal	37
Stonnington - East	2006	Both Aboriginal & Torres Strait Islander	3
Stonnington - East	2006	Non-indigenous	37949
Stonnington - East	2006	Torres Strait Islander	4
Stonnington - East	2011	Aboriginal	36
Stonnington - East	2011	Both Aboriginal & Torres Strait Islander	4
Stonnington - East	2011	Non-indigenous	39322
Stonnington - East	2011	Torres Strait Islander	4
Stonnington - East	2016	Aboriginal	86
Stonnington - East	2016	Both Aboriginal & Torres Strait Islander	0
Stonnington - East	2016	Non-indigenous	41281
Stonnington - East	2016	Torres Strait Islander	0
Banyule	2006	Aboriginal	473
Banyule	2006	Both Aboriginal & Torres Strait Islander	17
Banyule	2006	Non-indigenous	114349
Banyule	2006	Torres Strait Islander	30
Banyule	2011	Aboriginal	578
Banyule	2011	Both Aboriginal & Torres Strait Islander	16
Banyule	2011	Non-indigenous	117689
Banyule	2011	Torres Strait Islander	25
Banyule	2016	Aboriginal	669
Banyule	2016	Both Aboriginal & Torres Strait Islander	13
Banyule	2016	Non-indigenous	121158
Banyule	2016	Torres Strait Islander	25
Darebin - North	2006	Aboriginal	743
Darebin - North	2006	Both Aboriginal & Torres Strait Islander	21
Darebin - North	2006	Non-indigenous	81364
Darebin - North	2006	Torres Strait Islander	30
Darebin - North	2011	Aboriginal	758
Darebin - North	2011	Both Aboriginal & Torres Strait Islander	41
Darebin - North	2011	Non-indigenous	87073
Darebin - North	2011	Torres Strait Islander	45
Darebin - North	2016	Aboriginal	795
Darebin - North	2016	Both Aboriginal & Torres Strait Islander	21
Darebin - North	2016	Non-indigenous	93814
Darebin - North	2016	Torres Strait Islander	23
Nillumbik - Kinglake	2006	Aboriginal	171
Nillumbik - Kinglake	2006	Both Aboriginal & Torres Strait Islander	3
Nillumbik - Kinglake	2006	Non-indigenous	63720
Nillumbik - Kinglake	2006	Torres Strait Islander	18
Nillumbik - Kinglake	2011	Aboriginal	216
Nillumbik - Kinglake	2011	Both Aboriginal & Torres Strait Islander	5
Nillumbik - Kinglake	2011	Non-indigenous	63693
Nillumbik - Kinglake	2011	Torres Strait Islander	8
Nillumbik - Kinglake	2016	Aboriginal	269
Nillumbik - Kinglake	2016	Both Aboriginal & Torres Strait Islander	0
Nillumbik - Kinglake	2016	Non-indigenous	64842
Nillumbik - Kinglake	2016	Torres Strait Islander	12
Whittlesea - Wallan	2006	Aboriginal	829
Whittlesea - Wallan	2006	Both Aboriginal & Torres Strait Islander	18
Whittlesea - Wallan	2006	Non-indigenous	134693
Whittlesea - Wallan	2006	Torres Strait Islander	83
Whittlesea - Wallan	2011	Aboriginal	1145
Whittlesea - Wallan	2011	Both Aboriginal & Torres Strait Islander	31
Whittlesea - Wallan	2011	Non-indigenous	165661
Whittlesea - Wallan	2011	Torres Strait Islander	70
Whittlesea - Wallan	2016	Aboriginal	1762
Whittlesea - Wallan	2016	Both Aboriginal & Torres Strait Islander	68
Whittlesea - Wallan	2016	Non-indigenous	211821
Whittlesea - Wallan	2016	Torres Strait Islander	57
Keilor	2006	Aboriginal	109
Keilor	2006	Both Aboriginal & Torres Strait Islander	3
Keilor	2006	Non-indigenous	54073
Keilor	2006	Torres Strait Islander	10
Keilor	2011	Aboriginal	104
Keilor	2011	Both Aboriginal & Torres Strait Islander	4
Keilor	2011	Non-indigenous	54694
Keilor	2011	Torres Strait Islander	21
Keilor	2016	Aboriginal	166
Keilor	2016	Both Aboriginal & Torres Strait Islander	4
Keilor	2016	Non-indigenous	58378
Keilor	2016	Torres Strait Islander	17
Macedon Ranges	2006	Aboriginal	80
Macedon Ranges	2006	Both Aboriginal & Torres Strait Islander	3
Macedon Ranges	2006	Non-indigenous	23762
Macedon Ranges	2006	Torres Strait Islander	17
Macedon Ranges	2011	Aboriginal	106
Macedon Ranges	2011	Both Aboriginal & Torres Strait Islander	3
Macedon Ranges	2011	Non-indigenous	26510
Macedon Ranges	2011	Torres Strait Islander	20
Macedon Ranges	2016	Aboriginal	181
Macedon Ranges	2016	Both Aboriginal & Torres Strait Islander	5
Macedon Ranges	2016	Non-indigenous	29372
Macedon Ranges	2016	Torres Strait Islander	16
Moreland - North	2006	Aboriginal	280
Moreland - North	2006	Both Aboriginal & Torres Strait Islander	30
Moreland - North	2006	Non-indigenous	61802
Moreland - North	2006	Torres Strait Islander	31
Moreland - North	2011	Aboriginal	318
Moreland - North	2011	Both Aboriginal & Torres Strait Islander	5
Moreland - North	2011	Non-indigenous	67256
Moreland - North	2011	Torres Strait Islander	32
Moreland - North	2016	Aboriginal	327
Moreland - North	2016	Both Aboriginal & Torres Strait Islander	19
Moreland - North	2016	Non-indigenous	75132
Moreland - North	2016	Torres Strait Islander	28
Sunbury	2006	Aboriginal	187
Sunbury	2006	Both Aboriginal & Torres Strait Islander	8
Sunbury	2006	Non-indigenous	33818
Sunbury	2006	Torres Strait Islander	14
Sunbury	2011	Aboriginal	256
Sunbury	2011	Both Aboriginal & Torres Strait Islander	4
Sunbury	2011	Non-indigenous	36576
Sunbury	2011	Torres Strait Islander	16
Sunbury	2016	Aboriginal	371
Sunbury	2016	Both Aboriginal & Torres Strait Islander	9
Sunbury	2016	Non-indigenous	38961
Sunbury	2016	Torres Strait Islander	28
Tullamarine - Broadmeadows	2006	Aboriginal	608
Tullamarine - Broadmeadows	2006	Both Aboriginal & Torres Strait Islander	15
Tullamarine - Broadmeadows	2006	Non-indigenous	114782
Tullamarine - Broadmeadows	2006	Torres Strait Islander	81
