SA3_NAME16	Year	DwellingStructure	occupied_private_dwellings
Merrylands - Guildford	2011		84
Merrylands - Guildford	2011	(Other)	144
Merrylands - Guildford	2011	Flat/apartment	7564
Merrylands - Guildford	2011	Semi-detached, row/terrace house, townhouse etc.	5160
Merrylands - Guildford	2011	Separate house	29859
Merrylands - Guildford	2016		185
Merrylands - Guildford	2016	(Other)	233
Merrylands - Guildford	2016	Flat/apartment	8925
Merrylands - Guildford	2016	Semi-detached, row/terrace house, townhouse etc.	6891
Merrylands - Guildford	2016	Separate house	29146
Parramatta	2006		152
Parramatta	2006	(Other)	151
Parramatta	2006	Flat/apartment	14906
Parramatta	2006	Semi-detached, row/terrace house, townhouse etc.	4895
Parramatta	2006	Separate house	19466
Parramatta	2011		44
Parramatta	2011	(Other)	41
Parramatta	2011	Flat/apartment	17869
Parramatta	2011	Semi-detached, row/terrace house, townhouse etc.	5606
Parramatta	2011	Separate house	20149
Parramatta	2016		251
Parramatta	2016	(Other)	193
Parramatta	2016	Flat/apartment	21195
Parramatta	2016	Semi-detached, row/terrace house, townhouse etc.	6750
Parramatta	2016	Separate house	19047
Pennant Hills - Epping	2006		12
Pennant Hills - Epping	2006	(Other)	30
Pennant Hills - Epping	2006	Flat/apartment	1993
Pennant Hills - Epping	2006	Semi-detached, row/terrace house, townhouse etc.	1183
Pennant Hills - Epping	2006	Separate house	10633
Pennant Hills - Epping	2011		4
Pennant Hills - Epping	2011	(Other)	25
Pennant Hills - Epping	2011	Flat/apartment	2424
Pennant Hills - Epping	2011	Semi-detached, row/terrace house, townhouse etc.	1105
Pennant Hills - Epping	2011	Separate house	11065
Pennant Hills - Epping	2016		34
Pennant Hills - Epping	2016	(Other)	16
Pennant Hills - Epping	2016	Flat/apartment	3014
Pennant Hills - Epping	2016	Semi-detached, row/terrace house, townhouse etc.	1433
Pennant Hills - Epping	2016	Separate house	11037
Ryde - Hunters Hill	2006		39
Ryde - Hunters Hill	2006	(Other)	111
Ryde - Hunters Hill	2006	Flat/apartment	11587
Ryde - Hunters Hill	2006	Semi-detached, row/terrace house, townhouse etc.	5979
Ryde - Hunters Hill	2006	Separate house	23518
Ryde - Hunters Hill	2011		25
Ryde - Hunters Hill	2011	(Other)	94
Ryde - Hunters Hill	2011	Flat/apartment	13495
Ryde - Hunters Hill	2011	Semi-detached, row/terrace house, townhouse etc.	6283
Ryde - Hunters Hill	2011	Separate house	23527
Ryde - Hunters Hill	2016		236
Ryde - Hunters Hill	2016	(Other)	122
Ryde - Hunters Hill	2016	Flat/apartment	16110
Ryde - Hunters Hill	2016	Semi-detached, row/terrace house, townhouse etc.	7710
Ryde - Hunters Hill	2016	Separate house	23057
Bringelly - Green Valley	2006		0
Bringelly - Green Valley	2006	(Other)	99
Bringelly - Green Valley	2006	Flat/apartment	636
Bringelly - Green Valley	2006	Semi-detached, row/terrace house, townhouse etc.	1303
Bringelly - Green Valley	2006	Separate house	18862
Bringelly - Green Valley	2011		14
Bringelly - Green Valley	2011	(Other)	117
Bringelly - Green Valley	2011	Flat/apartment	745
Bringelly - Green Valley	2011	Semi-detached, row/terrace house, townhouse etc.	1997
Bringelly - Green Valley	2011	Separate house	19602
Bringelly - Green Valley	2016		174
Bringelly - Green Valley	2016	(Other)	52
Bringelly - Green Valley	2016	Flat/apartment	742
Bringelly - Green Valley	2016	Semi-detached, row/terrace house, townhouse etc.	1865
Bringelly - Green Valley	2016	Separate house	25466
Fairfield	2006		23
Fairfield	2006	(Other)	163
Fairfield	2006	Flat/apartment	5614
Fairfield	2006	Semi-detached, row/terrace house, townhouse etc.	5444
Fairfield	2006	Separate house	39096
Fairfield	2011		53
Fairfield	2011	(Other)	141
Fairfield	2011	Flat/apartment	5756
Fairfield	2011	Semi-detached, row/terrace house, townhouse etc.	7123
Fairfield	2011	Separate house	39040
Fairfield	2016		261
Fairfield	2016	(Other)	429
Fairfield	2016	Flat/apartment	6822
Fairfield	2016	Semi-detached, row/terrace house, townhouse etc.	6979
Fairfield	2016	Separate house	38916
Liverpool	2006		15
Liverpool	2006	(Other)	53
Liverpool	2006	Flat/apartment	5269
Liverpool	2006	Semi-detached, row/terrace house, townhouse etc.	3525
Liverpool	2006	Separate house	20636
Liverpool	2011		33
Liverpool	2011	(Other)	29
Liverpool	2011	Flat/apartment	6036
Liverpool	2011	Semi-detached, row/terrace house, townhouse etc.	4378
Liverpool	2011	Separate house	22004
Liverpool	2016		103
Liverpool	2016	(Other)	68
Liverpool	2016	Flat/apartment	7043
Liverpool	2016	Semi-detached, row/terrace house, townhouse etc.	4394
Liverpool	2016	Separate house	23572
Cronulla - Miranda - Caringbah	2006		32
Cronulla - Miranda - Caringbah	2006	(Other)	153
Cronulla - Miranda - Caringbah	2006	Flat/apartment	10462
Cronulla - Miranda - Caringbah	2006	Semi-detached, row/terrace house, townhouse etc.	4829
Cronulla - Miranda - Caringbah	2006	Separate house	22310
Cronulla - Miranda - Caringbah	2011		10
Cronulla - Miranda - Caringbah	2011	(Other)	175
Cronulla - Miranda - Caringbah	2011	Flat/apartment	11355
Cronulla - Miranda - Caringbah	2011	Semi-detached, row/terrace house, townhouse etc.	5227
Cronulla - Miranda - Caringbah	2011	Separate house	22688
Cronulla - Miranda - Caringbah	2016		106
Cronulla - Miranda - Caringbah	2016	(Other)	208
Cronulla - Miranda - Caringbah	2016	Flat/apartment	11573
Cronulla - Miranda - Caringbah	2016	Semi-detached, row/terrace house, townhouse etc.	6145
Cronulla - Miranda - Caringbah	2016	Separate house	22002
Sutherland - Menai - Heathcote	2006		0
Sutherland - Menai - Heathcote	2006	(Other)	80
Sutherland - Menai - Heathcote	2006	Flat/apartment	4428
Sutherland - Menai - Heathcote	2006	Semi-detached, row/terrace house, townhouse etc.	3234
Sutherland - Menai - Heathcote	2006	Separate house	27180
Sutherland - Menai - Heathcote	2011		5
Sutherland - Menai - Heathcote	2011	(Other)	132
Sutherland - Menai - Heathcote	2011	Flat/apartment	4670
Sutherland - Menai - Heathcote	2011	Semi-detached, row/terrace house, townhouse etc.	3372
Sutherland - Menai - Heathcote	2011	Separate house	27524
Sutherland - Menai - Heathcote	2016		96
Sutherland - Menai - Heathcote	2016	(Other)	161
Sutherland - Menai - Heathcote	2016	Flat/apartment	5142
Sutherland - Menai - Heathcote	2016	Semi-detached, row/terrace house, townhouse etc.	4226
Sutherland - Menai - Heathcote	2016	Separate house	26514
Migratory - Offshore - Shipping (NSW)	2006		0
Migratory - Offshore - Shipping (NSW)	2006	(Other)	0
Migratory - Offshore - Shipping (NSW)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (NSW)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (NSW)	2006	Separate house	0
Migratory - Offshore - Shipping (NSW)	2011		0
Migratory - Offshore - Shipping (NSW)	2011	(Other)	0
Migratory - Offshore - Shipping (NSW)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (NSW)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (NSW)	2011	Separate house	0
Migratory - Offshore - Shipping (NSW)	2016		0
Migratory - Offshore - Shipping (NSW)	2016	(Other)	0
Migratory - Offshore - Shipping (NSW)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (NSW)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (NSW)	2016	Separate house	0
No usual address (NSW)	2006		0
No usual address (NSW)	2006	(Other)	0
No usual address (NSW)	2006	Flat/apartment	0
No usual address (NSW)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (NSW)	2006	Separate house	0
No usual address (NSW)	2011		0
No usual address (NSW)	2011	(Other)	0
No usual address (NSW)	2011	Flat/apartment	0
No usual address (NSW)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (NSW)	2011	Separate house	0
No usual address (NSW)	2016		0
No usual address (NSW)	2016	(Other)	0
No usual address (NSW)	2016	Flat/apartment	0
No usual address (NSW)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (NSW)	2016	Separate house	0
Ballarat	2006		0
Ballarat	2006	(Other)	180
Ballarat	2006	Flat/apartment	3154
Ballarat	2006	Semi-detached, row/terrace house, townhouse etc.	1170
Ballarat	2006	Separate house	28288
Ballarat	2011		9
Ballarat	2011	(Other)	99
Ballarat	2011	Flat/apartment	2722
Ballarat	2011	Semi-detached, row/terrace house, townhouse etc.	2149
Ballarat	2011	Separate house	31294
Ballarat	2016		171
Ballarat	2016	(Other)	106
Ballarat	2016	Flat/apartment	1185
Ballarat	2016	Semi-detached, row/terrace house, townhouse etc.	5362
Ballarat	2016	Separate house	32233
Creswick - Daylesford - Ballan	2006		0
Creswick - Daylesford - Ballan	2006	(Other)	147
Creswick - Daylesford - Ballan	2006	Flat/apartment	163
Creswick - Daylesford - Ballan	2006	Semi-detached, row/terrace house, townhouse etc.	198
Creswick - Daylesford - Ballan	2006	Separate house	8880
Creswick - Daylesford - Ballan	2011		3
Creswick - Daylesford - Ballan	2011	(Other)	122
Creswick - Daylesford - Ballan	2011	Flat/apartment	194
Creswick - Daylesford - Ballan	2011	Semi-detached, row/terrace house, townhouse etc.	94
Creswick - Daylesford - Ballan	2011	Separate house	9875
Creswick - Daylesford - Ballan	2016		133
Creswick - Daylesford - Ballan	2016	(Other)	387
Creswick - Daylesford - Ballan	2016	Flat/apartment	115
Creswick - Daylesford - Ballan	2016	Semi-detached, row/terrace house, townhouse etc.	141
Creswick - Daylesford - Ballan	2016	Separate house	9822
Maryborough - Pyrenees	2006		0
Maryborough - Pyrenees	2006	(Other)	171
Maryborough - Pyrenees	2006	Flat/apartment	283
Maryborough - Pyrenees	2006	Semi-detached, row/terrace house, townhouse etc.	133
Maryborough - Pyrenees	2006	Separate house	8639
Maryborough - Pyrenees	2011		8
Maryborough - Pyrenees	2011	(Other)	215
Maryborough - Pyrenees	2011	Flat/apartment	278
Maryborough - Pyrenees	2011	Semi-detached, row/terrace house, townhouse etc.	173
Maryborough - Pyrenees	2011	Separate house	9055
Maryborough - Pyrenees	2016		44
Maryborough - Pyrenees	2016	(Other)	181
Maryborough - Pyrenees	2016	Flat/apartment	100
Maryborough - Pyrenees	2016	Semi-detached, row/terrace house, townhouse etc.	323
Maryborough - Pyrenees	2016	Separate house	9440
Bendigo	2006		14
Bendigo	2006	(Other)	278
Bendigo	2006	Flat/apartment	2069
Bendigo	2006	Semi-detached, row/terrace house, townhouse etc.	1658
Bendigo	2006	Separate house	25877
Bendigo	2011		10
Bendigo	2011	(Other)	206
Bendigo	2011	Flat/apartment	2138
Bendigo	2011	Semi-detached, row/terrace house, townhouse etc.	1417
Bendigo	2011	Separate house	29088
Bendigo	2016		125
Bendigo	2016	(Other)	159
Bendigo	2016	Flat/apartment	532
Bendigo	2016	Semi-detached, row/terrace house, townhouse etc.	3199
Bendigo	2016	Separate house	31549
Heathcote - Castlemaine - Kyneton	2006		0
Heathcote - Castlemaine - Kyneton	2006	(Other)	220
Heathcote - Castlemaine - Kyneton	2006	Flat/apartment	413
Heathcote - Castlemaine - Kyneton	2006	Semi-detached, row/terrace house, townhouse etc.	262
Heathcote - Castlemaine - Kyneton	2006	Separate house	14395
Heathcote - Castlemaine - Kyneton	2011		10
Heathcote - Castlemaine - Kyneton	2011	(Other)	181
Heathcote - Castlemaine - Kyneton	2011	Flat/apartment	500
Heathcote - Castlemaine - Kyneton	2011	Semi-detached, row/terrace house, townhouse etc.	212
Heathcote - Castlemaine - Kyneton	2011	Separate house	15689
Heathcote - Castlemaine - Kyneton	2016		157
Heathcote - Castlemaine - Kyneton	2016	(Other)	133
Heathcote - Castlemaine - Kyneton	2016	Flat/apartment	158
Heathcote - Castlemaine - Kyneton	2016	Semi-detached, row/terrace house, townhouse etc.	500
Heathcote - Castlemaine - Kyneton	2016	Separate house	16641
Loddon - Elmore	2006		0
Loddon - Elmore	2006	(Other)	94
Loddon - Elmore	2006	Flat/apartment	92
Loddon - Elmore	2006	Semi-detached, row/terrace house, townhouse etc.	176
Loddon - Elmore	2006	Separate house	4446
Loddon - Elmore	2011		0
Loddon - Elmore	2011	(Other)	103
Loddon - Elmore	2011	Flat/apartment	73
Loddon - Elmore	2011	Semi-detached, row/terrace house, townhouse etc.	23
Loddon - Elmore	2011	Separate house	4206
Loddon - Elmore	2016		41
Loddon - Elmore	2016	(Other)	92
Loddon - Elmore	2016	Flat/apartment	52
Loddon - Elmore	2016	Semi-detached, row/terrace house, townhouse etc.	20
Loddon - Elmore	2016	Separate house	4158
Barwon - West	2006		0
Barwon - West	2006	(Other)	69
Barwon - West	2006	Flat/apartment	60
Barwon - West	2006	Semi-detached, row/terrace house, townhouse etc.	4
Barwon - West	2006	Separate house	4586
Barwon - West	2011		4
Barwon - West	2011	(Other)	25
Barwon - West	2011	Flat/apartment	16
Barwon - West	2011	Semi-detached, row/terrace house, townhouse etc.	39
Barwon - West	2011	Separate house	5518
Barwon - West	2016		24
Barwon - West	2016	(Other)	26
Barwon - West	2016	Flat/apartment	29
Barwon - West	2016	Semi-detached, row/terrace house, townhouse etc.	19
Barwon - West	2016	Separate house	6198
Geelong	2006		3
Geelong	2006	(Other)	423
Geelong	2006	Flat/apartment	5878
Geelong	2006	Semi-detached, row/terrace house, townhouse etc.	3320
Geelong	2006	Separate house	52202
Geelong	2011		17
Geelong	2011	(Other)	472
Geelong	2011	Flat/apartment	6534
Geelong	2011	Semi-detached, row/terrace house, townhouse etc.	3564
Geelong	2011	Separate house	55838
Geelong	2016		193
Geelong	2016	(Other)	522
Geelong	2016	Flat/apartment	2234
Geelong	2016	Semi-detached, row/terrace house, townhouse etc.	8488
Geelong	2016	Separate house	58858
Surf Coast - Bellarine Peninsula	2006		5
Surf Coast - Bellarine Peninsula	2006	(Other)	146
Surf Coast - Bellarine Peninsula	2006	Flat/apartment	805
Surf Coast - Bellarine Peninsula	2006	Semi-detached, row/terrace house, townhouse etc.	876
Surf Coast - Bellarine Peninsula	2006	Separate house	18018
Surf Coast - Bellarine Peninsula	2011		10
Surf Coast - Bellarine Peninsula	2011	(Other)	101
Surf Coast - Bellarine Peninsula	2011	Flat/apartment	1064
Surf Coast - Bellarine Peninsula	2011	Semi-detached, row/terrace house, townhouse etc.	1002
Surf Coast - Bellarine Peninsula	2011	Separate house	20210
Surf Coast - Bellarine Peninsula	2016		124
Surf Coast - Bellarine Peninsula	2016	(Other)	81
Surf Coast - Bellarine Peninsula	2016	Flat/apartment	371
Surf Coast - Bellarine Peninsula	2016	Semi-detached, row/terrace house, townhouse etc.	1665
Surf Coast - Bellarine Peninsula	2016	Separate house	23790
Upper Goulburn Valley	2006		0
Upper Goulburn Valley	2006	(Other)	357
Upper Goulburn Valley	2006	Flat/apartment	812
Upper Goulburn Valley	2006	Semi-detached, row/terrace house, townhouse etc.	286
Upper Goulburn Valley	2006	Separate house	15822
Upper Goulburn Valley	2011		15
Upper Goulburn Valley	2011	(Other)	453
Upper Goulburn Valley	2011	Flat/apartment	610
Upper Goulburn Valley	2011	Semi-detached, row/terrace house, townhouse etc.	566
Upper Goulburn Valley	2011	Separate house	17211
Upper Goulburn Valley	2016		142
Upper Goulburn Valley	2016	(Other)	307
Upper Goulburn Valley	2016	Flat/apartment	498
Upper Goulburn Valley	2016	Semi-detached, row/terrace house, townhouse etc.	611
Upper Goulburn Valley	2016	Separate house	18548
Wangaratta - Benalla	2006		0
Wangaratta - Benalla	2006	(Other)	174
Wangaratta - Benalla	2006	Flat/apartment	1100
Wangaratta - Benalla	2006	Semi-detached, row/terrace house, townhouse etc.	477
Wangaratta - Benalla	2006	Separate house	15123
Wangaratta - Benalla	2011		3
Wangaratta - Benalla	2011	(Other)	171
Wangaratta - Benalla	2011	Flat/apartment	1023
Wangaratta - Benalla	2011	Semi-detached, row/terrace house, townhouse etc.	759
Wangaratta - Benalla	2011	Separate house	15687
Wangaratta - Benalla	2016		77
Wangaratta - Benalla	2016	(Other)	112
Wangaratta - Benalla	2016	Flat/apartment	578
Wangaratta - Benalla	2016	Semi-detached, row/terrace house, townhouse etc.	1152
Wangaratta - Benalla	2016	Separate house	16192
Wodonga - Alpine	2006		5
Wodonga - Alpine	2006	(Other)	275
Wodonga - Alpine	2006	Flat/apartment	1299
Wodonga - Alpine	2006	Semi-detached, row/terrace house, townhouse etc.	1255
Wodonga - Alpine	2006	Separate house	20188
Wodonga - Alpine	2011		13
Wodonga - Alpine	2011	(Other)	222
Wodonga - Alpine	2011	Flat/apartment	1512
Wodonga - Alpine	2011	Semi-detached, row/terrace house, townhouse etc.	1270
Wodonga - Alpine	2011	Separate house	21502
Wodonga - Alpine	2016		197
Wodonga - Alpine	2016	(Other)	160
Wodonga - Alpine	2016	Flat/apartment	613
Wodonga - Alpine	2016	Semi-detached, row/terrace house, townhouse etc.	1747
Wodonga - Alpine	2016	Separate house	23166
Baw Baw	2006		5
Baw Baw	2006	(Other)	170
Baw Baw	2006	Flat/apartment	580
Baw Baw	2006	Semi-detached, row/terrace house, townhouse etc.	323
Baw Baw	2006	Separate house	12579
Baw Baw	2011		4
Baw Baw	2011	(Other)	167
Baw Baw	2011	Flat/apartment	534
Baw Baw	2011	Semi-detached, row/terrace house, townhouse etc.	965
Baw Baw	2011	Separate house	14350
Baw Baw	2016		79
Baw Baw	2016	(Other)	155
Baw Baw	2016	Flat/apartment	775
Baw Baw	2016	Semi-detached, row/terrace house, townhouse etc.	655
Baw Baw	2016	Separate house	15981
Gippsland - East	2006		0
Gippsland - East	2006	(Other)	352
Gippsland - East	2006	Flat/apartment	860
Gippsland - East	2006	Semi-detached, row/terrace house, townhouse etc.	400
Gippsland - East	2006	Separate house	14037
Gippsland - East	2011		13
Gippsland - East	2011	(Other)	422
Gippsland - East	2011	Flat/apartment	1046
Gippsland - East	2011	Semi-detached, row/terrace house, townhouse etc.	602
Gippsland - East	2011	Separate house	14819
Gippsland - East	2016		213
Gippsland - East	2016	(Other)	303
Gippsland - East	2016	Flat/apartment	305
Gippsland - East	2016	Semi-detached, row/terrace house, townhouse etc.	649
Gippsland - East	2016	Separate house	16152
Gippsland - South West	2006		3
Gippsland - South West	2006	(Other)	321
Gippsland - South West	2006	Flat/apartment	827
Gippsland - South West	2006	Semi-detached, row/terrace house, townhouse etc.	360
Gippsland - South West	2006	Separate house	18727
Gippsland - South West	2011		11
Gippsland - South West	2011	(Other)	207
Gippsland - South West	2011	Flat/apartment	717
Gippsland - South West	2011	Semi-detached, row/terrace house, townhouse etc.	793
Gippsland - South West	2011	Separate house	20647
Gippsland - South West	2016		120
Gippsland - South West	2016	(Other)	265
Gippsland - South West	2016	Flat/apartment	451
Gippsland - South West	2016	Semi-detached, row/terrace house, townhouse etc.	965
Gippsland - South West	2016	Separate house	22236
Latrobe Valley	2006		3
Latrobe Valley	2006	(Other)	146
Latrobe Valley	2006	Flat/apartment	2223
Latrobe Valley	2006	Semi-detached, row/terrace house, townhouse etc.	770
Latrobe Valley	2006	Separate house	22991
Latrobe Valley	2011		7
Latrobe Valley	2011	(Other)	268
Latrobe Valley	2011	Flat/apartment	2539
Latrobe Valley	2011	Semi-detached, row/terrace house, townhouse etc.	972
Latrobe Valley	2011	Separate house	24099
Latrobe Valley	2016		103
Latrobe Valley	2016	(Other)	112
Latrobe Valley	2016	Flat/apartment	1458
Latrobe Valley	2016	Semi-detached, row/terrace house, townhouse etc.	1710
Latrobe Valley	2016	Separate house	24773
Wellington	2006		4
Wellington	2006	(Other)	172
Wellington	2006	Flat/apartment	726
Wellington	2006	Semi-detached, row/terrace house, townhouse etc.	369
Wellington	2006	Separate house	13643
Wellington	2011		4
Wellington	2011	(Other)	147
Wellington	2011	Flat/apartment	567
Wellington	2011	Semi-detached, row/terrace house, townhouse etc.	611
Wellington	2011	Separate house	14296
Wellington	2016		77
Wellington	2016	(Other)	150
Wellington	2016	Flat/apartment	399
Wellington	2016	Semi-detached, row/terrace house, townhouse etc.	541
Wellington	2016	Separate house	14866
Brunswick - Coburg	2006		0
Brunswick - Coburg	2006	(Other)	214
Brunswick - Coburg	2006	Flat/apartment	6412
Brunswick - Coburg	2006	Semi-detached, row/terrace house, townhouse etc.	4734
Brunswick - Coburg	2006	Separate house	17292
Brunswick - Coburg	2011		16
Brunswick - Coburg	2011	(Other)	172
Brunswick - Coburg	2011	Flat/apartment	7493
Brunswick - Coburg	2011	Semi-detached, row/terrace house, townhouse etc.	5588
Brunswick - Coburg	2011	Separate house	17679
Brunswick - Coburg	2016		153
Brunswick - Coburg	2016	(Other)	191
Brunswick - Coburg	2016	Flat/apartment	8652
Brunswick - Coburg	2016	Semi-detached, row/terrace house, townhouse etc.	8572
Brunswick - Coburg	2016	Separate house	16496
Darebin - South	2006		0
Darebin - South	2006	(Other)	114
Darebin - South	2006	Flat/apartment	4933
Darebin - South	2006	Semi-detached, row/terrace house, townhouse etc.	2451
Darebin - South	2006	Separate house	11043
Darebin - South	2011		11
Darebin - South	2011	(Other)	176
Darebin - South	2011	Flat/apartment	5141
Darebin - South	2011	Semi-detached, row/terrace house, townhouse etc.	2648
Darebin - South	2011	Separate house	11476
Darebin - South	2016		84
Darebin - South	2016	(Other)	121
Darebin - South	2016	Flat/apartment	4693
Darebin - South	2016	Semi-detached, row/terrace house, townhouse etc.	5187
Darebin - South	2016	Separate house	10199
Essendon	2006		9
Essendon	2006	(Other)	96
Essendon	2006	Flat/apartment	6459
Essendon	2006	Semi-detached, row/terrace house, townhouse etc.	3305
Essendon	2006	Separate house	12249
Essendon	2011		11
Essendon	2011	(Other)	78
Essendon	2011	Flat/apartment	7430
Essendon	2011	Semi-detached, row/terrace house, townhouse etc.	3459
Essendon	2011	Separate house	12651
Essendon	2016		103
Essendon	2016	(Other)	103
Essendon	2016	Flat/apartment	8951
Essendon	2016	Semi-detached, row/terrace house, townhouse etc.	5032
Essendon	2016	Separate house	11394
Melbourne City	2006		0
Melbourne City	2006	(Other)	192
Melbourne City	2006	Flat/apartment	23431
Melbourne City	2006	Semi-detached, row/terrace house, townhouse etc.	6222
Melbourne City	2006	Separate house	1672
Melbourne City	2011		34
Melbourne City	2011	(Other)	90
Melbourne City	2011	Flat/apartment	31161
Melbourne City	2011	Semi-detached, row/terrace house, townhouse etc.	6667
Melbourne City	2011	Separate house	2022
Melbourne City	2016		392
Melbourne City	2016	(Other)	161
Melbourne City	2016	Flat/apartment	47554
Melbourne City	2016	Semi-detached, row/terrace house, townhouse etc.	7253
Melbourne City	2016	Separate house	1657
Port Phillip	2006		32
Port Phillip	2006	(Other)	148
Port Phillip	2006	Flat/apartment	22930
Port Phillip	2006	Semi-detached, row/terrace house, townhouse etc.	9152
Port Phillip	2006	Separate house	5573
Port Phillip	2011		17
Port Phillip	2011	(Other)	230
Port Phillip	2011	Flat/apartment	26696
Port Phillip	2011	Semi-detached, row/terrace house, townhouse etc.	8625
Port Phillip	2011	Separate house	6509
Port Phillip	2016		188
Port Phillip	2016	(Other)	484
Port Phillip	2016	Flat/apartment	29702
Port Phillip	2016	Semi-detached, row/terrace house, townhouse etc.	10764
Port Phillip	2016	Separate house	3975
Stonnington - West	2006		3
Stonnington - West	2006	(Other)	88
Stonnington - West	2006	Flat/apartment	12290
Stonnington - West	2006	Semi-detached, row/terrace house, townhouse etc.	4036
Stonnington - West	2006	Separate house	6506
Stonnington - West	2011		20
Stonnington - West	2011	(Other)	68
Stonnington - West	2011	Flat/apartment	13181
Stonnington - West	2011	Semi-detached, row/terrace house, townhouse etc.	4620
Stonnington - West	2011	Separate house	6524
Stonnington - West	2016		95
Stonnington - West	2016	(Other)	68
Stonnington - West	2016	Flat/apartment	17895
Stonnington - West	2016	Semi-detached, row/terrace house, townhouse etc.	5800
Stonnington - West	2016	Separate house	4454
Yarra	2006		6
Yarra	2006	(Other)	389
Yarra	2006	Flat/apartment	10240
Yarra	2006	Semi-detached, row/terrace house, townhouse etc.	12454
Yarra	2006	Separate house	5804
Yarra	2011		29
Yarra	2011	(Other)	219
Yarra	2011	Flat/apartment	11372
Yarra	2011	Semi-detached, row/terrace house, townhouse etc.	12786
Yarra	2011	Separate house	6839
Yarra	2016		191
Yarra	2016	(Other)	223
Yarra	2016	Flat/apartment	16771
Yarra	2016	Semi-detached, row/terrace house, townhouse etc.	14140
Yarra	2016	Separate house	5237
Boroondara	2006		8
Boroondara	2006	(Other)	276
Boroondara	2006	Flat/apartment	11756
Boroondara	2006	Semi-detached, row/terrace house, townhouse etc.	8308
Boroondara	2006	Separate house	35425
Boroondara	2011		27
Boroondara	2011	(Other)	230
Boroondara	2011	Flat/apartment	12394
Boroondara	2011	Semi-detached, row/terrace house, townhouse etc.	8301
Boroondara	2011	Separate house	36276
Boroondara	2016		204
Boroondara	2016	(Other)	181
Boroondara	2016	Flat/apartment	13622
Boroondara	2016	Semi-detached, row/terrace house, townhouse etc.	12272
Boroondara	2016	Separate house	33568
Manningham - West	2006		17
Manningham - West	2006	(Other)	34
Manningham - West	2006	Flat/apartment	1867
Manningham - West	2006	Semi-detached, row/terrace house, townhouse etc.	3072
Manningham - West	2006	Separate house	24478
Manningham - West	2011		3
Manningham - West	2011	(Other)	24
Manningham - West	2011	Flat/apartment	2186
Manningham - West	2011	Semi-detached, row/terrace house, townhouse etc.	3862
Manningham - West	2011	Separate house	24386
Manningham - West	2016		136
Manningham - West	2016	(Other)	15
Manningham - West	2016	Flat/apartment	2545
Manningham - West	2016	Semi-detached, row/terrace house, townhouse etc.	5974
Manningham - West	2016	Separate house	23154
Whitehorse - West	2006		3
Whitehorse - West	2006	(Other)	61
Whitehorse - West	2006	Flat/apartment	3991
Whitehorse - West	2006	Semi-detached, row/terrace house, townhouse etc.	4535
Whitehorse - West	2006	Separate house	25018
Whitehorse - West	2011		8
Whitehorse - West	2011	(Other)	41
Whitehorse - West	2011	Flat/apartment	3672
Whitehorse - West	2011	Semi-detached, row/terrace house, townhouse etc.	5607
Whitehorse - West	2011	Separate house	25313
Whitehorse - West	2016		101
Whitehorse - West	2016	(Other)	39
Whitehorse - West	2016	Flat/apartment	4013
Whitehorse - West	2016	Semi-detached, row/terrace house, townhouse etc.	8963
Whitehorse - West	2016	Separate house	23543
Bayside	2006		0
Bayside	2006	(Other)	188
Bayside	2006	Flat/apartment	4512
Bayside	2006	Semi-detached, row/terrace house, townhouse etc.	5111
Bayside	2006	Separate house	22359
Bayside	2011		21
Bayside	2011	(Other)	112
Bayside	2011	Flat/apartment	4646
Bayside	2011	Semi-detached, row/terrace house, townhouse etc.	5546
Bayside	2011	Separate house	22944
Bayside	2016		154
Bayside	2016	(Other)	193
Bayside	2016	Flat/apartment	4296
Bayside	2016	Semi-detached, row/terrace house, townhouse etc.	8336
Bayside	2016	Separate house	22051
Glen Eira	2006		69
Glen Eira	2006	(Other)	210
Glen Eira	2006	Flat/apartment	13217
Glen Eira	2006	Semi-detached, row/terrace house, townhouse etc.	7103
Glen Eira	2006	Separate house	29572
Glen Eira	2011		35
Glen Eira	2011	(Other)	263
Glen Eira	2011	Flat/apartment	13309
Glen Eira	2011	Semi-detached, row/terrace house, townhouse etc.	9161
Glen Eira	2011	Separate house	29732
Glen Eira	2016		180
Glen Eira	2016	(Other)	181
Glen Eira	2016	Flat/apartment	13163
Glen Eira	2016	Semi-detached, row/terrace house, townhouse etc.	13558
Glen Eira	2016	Separate house	27989
Kingston	2006		4
Kingston	2006	(Other)	383
Kingston	2006	Flat/apartment	6605
Kingston	2006	Semi-detached, row/terrace house, townhouse etc.	6745
Kingston	2006	Separate house	25828
Kingston	2011		11
Kingston	2011	(Other)	348
Kingston	2011	Flat/apartment	6919
Kingston	2011	Semi-detached, row/terrace house, townhouse etc.	7564
Kingston	2011	Separate house	27046
Kingston	2016		187
Kingston	2016	(Other)	278
Kingston	2016	Flat/apartment	7138
