SA3_NAME16	Year	DwellingStructure	occupied_private_dwellings
Limestone Coast	2016	(Other)	129
Limestone Coast	2016	Flat/apartment	1070
Limestone Coast	2016	Semi-detached, row/terrace house, townhouse etc.	1747
Limestone Coast	2016	Separate house	21575
Murray and Mallee	2006		15
Murray and Mallee	2006	(Other)	601
Murray and Mallee	2006	Flat/apartment	1196
Murray and Mallee	2006	Semi-detached, row/terrace house, townhouse etc.	1140
Murray and Mallee	2006	Separate house	22760
Murray and Mallee	2011		31
Murray and Mallee	2011	(Other)	369
Murray and Mallee	2011	Flat/apartment	969
Murray and Mallee	2011	Semi-detached, row/terrace house, townhouse etc.	1373
Murray and Mallee	2011	Separate house	23674
Murray and Mallee	2016		194
Murray and Mallee	2016	(Other)	375
Murray and Mallee	2016	Flat/apartment	599
Murray and Mallee	2016	Semi-detached, row/terrace house, townhouse etc.	1652
Murray and Mallee	2016	Separate house	24229
Migratory - Offshore - Shipping (SA)	2006		0
Migratory - Offshore - Shipping (SA)	2006	(Other)	0
Migratory - Offshore - Shipping (SA)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (SA)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (SA)	2006	Separate house	0
Migratory - Offshore - Shipping (SA)	2011		0
Migratory - Offshore - Shipping (SA)	2011	(Other)	0
Migratory - Offshore - Shipping (SA)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (SA)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (SA)	2011	Separate house	0
Migratory - Offshore - Shipping (SA)	2016		0
Migratory - Offshore - Shipping (SA)	2016	(Other)	0
Migratory - Offshore - Shipping (SA)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (SA)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (SA)	2016	Separate house	0
No usual address (SA)	2006		0
No usual address (SA)	2006	(Other)	0
No usual address (SA)	2006	Flat/apartment	0
No usual address (SA)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (SA)	2006	Separate house	0
No usual address (SA)	2011		0
No usual address (SA)	2011	(Other)	0
No usual address (SA)	2011	Flat/apartment	0
No usual address (SA)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (SA)	2011	Separate house	0
No usual address (SA)	2016		0
No usual address (SA)	2016	(Other)	0
No usual address (SA)	2016	Flat/apartment	0
No usual address (SA)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (SA)	2016	Separate house	0
Augusta - Margaret River - Busselton	2006		5
Augusta - Margaret River - Busselton	2006	(Other)	319
Augusta - Margaret River - Busselton	2006	Flat/apartment	313
Augusta - Margaret River - Busselton	2006	Semi-detached, row/terrace house, townhouse etc.	683
Augusta - Margaret River - Busselton	2006	Separate house	11439
Augusta - Margaret River - Busselton	2011		13
Augusta - Margaret River - Busselton	2011	(Other)	285
Augusta - Margaret River - Busselton	2011	Flat/apartment	376
Augusta - Margaret River - Busselton	2011	Semi-detached, row/terrace house, townhouse etc.	1027
Augusta - Margaret River - Busselton	2011	Separate house	13486
Augusta - Margaret River - Busselton	2016		101
Augusta - Margaret River - Busselton	2016	(Other)	542
Augusta - Margaret River - Busselton	2016	Flat/apartment	96
Augusta - Margaret River - Busselton	2016	Semi-detached, row/terrace house, townhouse etc.	1290
Augusta - Margaret River - Busselton	2016	Separate house	15953
Bunbury	2006		47
Bunbury	2006	(Other)	418
Bunbury	2006	Flat/apartment	1177
Bunbury	2006	Semi-detached, row/terrace house, townhouse etc.	2076
Bunbury	2006	Separate house	25173
Bunbury	2011		24
Bunbury	2011	(Other)	450
Bunbury	2011	Flat/apartment	1141
Bunbury	2011	Semi-detached, row/terrace house, townhouse etc.	2397
Bunbury	2011	Separate house	29832
Bunbury	2016		137
Bunbury	2016	(Other)	363
Bunbury	2016	Flat/apartment	975
Bunbury	2016	Semi-detached, row/terrace house, townhouse etc.	3063
Bunbury	2016	Separate house	31987
Manjimup	2006		0
Manjimup	2006	(Other)	122
Manjimup	2006	Flat/apartment	194
Manjimup	2006	Semi-detached, row/terrace house, townhouse etc.	126
Manjimup	2006	Separate house	7143
Manjimup	2011		11
Manjimup	2011	(Other)	74
Manjimup	2011	Flat/apartment	218
Manjimup	2011	Semi-detached, row/terrace house, townhouse etc.	96
Manjimup	2011	Separate house	7900
Manjimup	2016		52
Manjimup	2016	(Other)	86
Manjimup	2016	Flat/apartment	130
Manjimup	2016	Semi-detached, row/terrace house, townhouse etc.	236
Manjimup	2016	Separate house	8135
Mandurah	2006		24
Mandurah	2006	(Other)	409
Mandurah	2006	Flat/apartment	1451
Mandurah	2006	Semi-detached, row/terrace house, townhouse etc.	2133
Mandurah	2006	Separate house	20763
Mandurah	2011		21
Mandurah	2011	(Other)	492
Mandurah	2011	Flat/apartment	1586
Mandurah	2011	Semi-detached, row/terrace house, townhouse etc.	3258
Mandurah	2011	Separate house	25991
Mandurah	2016		83
Mandurah	2016	(Other)	400
Mandurah	2016	Flat/apartment	1269
Mandurah	2016	Semi-detached, row/terrace house, townhouse etc.	4402
Mandurah	2016	Separate house	30043
Cottesloe - Claremont	2006		40
Cottesloe - Claremont	2006	(Other)	20
Cottesloe - Claremont	2006	Flat/apartment	3786
Cottesloe - Claremont	2006	Semi-detached, row/terrace house, townhouse etc.	2337
Cottesloe - Claremont	2006	Separate house	16073
Cottesloe - Claremont	2011		22
Cottesloe - Claremont	2011	(Other)	12
Cottesloe - Claremont	2011	Flat/apartment	3775
Cottesloe - Claremont	2011	Semi-detached, row/terrace house, townhouse etc.	2307
Cottesloe - Claremont	2011	Separate house	16824
Cottesloe - Claremont	2016		51
Cottesloe - Claremont	2016	(Other)	13
Cottesloe - Claremont	2016	Flat/apartment	3797
Cottesloe - Claremont	2016	Semi-detached, row/terrace house, townhouse etc.	3332
Cottesloe - Claremont	2016	Separate house	16296
Perth City	2006		22
Perth City	2006	(Other)	277
Perth City	2006	Flat/apartment	11039
Perth City	2006	Semi-detached, row/terrace house, townhouse etc.	5426
Perth City	2006	Separate house	16275
Perth City	2011		47
Perth City	2011	(Other)	131
Perth City	2011	Flat/apartment	14980
Perth City	2011	Semi-detached, row/terrace house, townhouse etc.	6404
Perth City	2011	Separate house	16540
Perth City	2016		141
Perth City	2016	(Other)	116
Perth City	2016	Flat/apartment	17352
Perth City	2016	Semi-detached, row/terrace house, townhouse etc.	7037
Perth City	2016	Separate house	16211
Bayswater - Bassendean	2006		4
Bayswater - Bassendean	2006	(Other)	19
Bayswater - Bassendean	2006	Flat/apartment	3482
Bayswater - Bassendean	2006	Semi-detached, row/terrace house, townhouse etc.	3869
Bayswater - Bassendean	2006	Separate house	20958
Bayswater - Bassendean	2011		17
Bayswater - Bassendean	2011	(Other)	11
Bayswater - Bassendean	2011	Flat/apartment	3654
Bayswater - Bassendean	2011	Semi-detached, row/terrace house, townhouse etc.	4874
Bayswater - Bassendean	2011	Separate house	21681
Bayswater - Bassendean	2016		82
Bayswater - Bassendean	2016	(Other)	19
Bayswater - Bassendean	2016	Flat/apartment	2415
Bayswater - Bassendean	2016	Semi-detached, row/terrace house, townhouse etc.	6129
Bayswater - Bassendean	2016	Separate house	22418
Mundaring	2006		0
Mundaring	2006	(Other)	29
Mundaring	2006	Flat/apartment	248
Mundaring	2006	Semi-detached, row/terrace house, townhouse etc.	299
Mundaring	2006	Separate house	12534
Mundaring	2011		4
Mundaring	2011	(Other)	27
Mundaring	2011	Flat/apartment	149
Mundaring	2011	Semi-detached, row/terrace house, townhouse etc.	518
Mundaring	2011	Separate house	13184
Mundaring	2016		28
Mundaring	2016	(Other)	36
Mundaring	2016	Flat/apartment	30
Mundaring	2016	Semi-detached, row/terrace house, townhouse etc.	725
Mundaring	2016	Separate house	13520
Swan	2006		3
Swan	2006	(Other)	372
Swan	2006	Flat/apartment	714
Swan	2006	Semi-detached, row/terrace house, townhouse etc.	1793
Swan	2006	Separate house	26448
Swan	2011		24
Swan	2011	(Other)	297
Swan	2011	Flat/apartment	1258
Swan	2011	Semi-detached, row/terrace house, townhouse etc.	1971
Swan	2011	Separate house	30994
Swan	2016		98
Swan	2016	(Other)	268
Swan	2016	Flat/apartment	477
Swan	2016	Semi-detached, row/terrace house, townhouse etc.	5035
Swan	2016	Separate house	36612
Joondalup	2006		3
Joondalup	2006	(Other)	158
Joondalup	2006	Flat/apartment	1264
Joondalup	2006	Semi-detached, row/terrace house, townhouse etc.	2814
Joondalup	2006	Separate house	46974
Joondalup	2011		7
Joondalup	2011	(Other)	169
Joondalup	2011	Flat/apartment	1746
Joondalup	2011	Semi-detached, row/terrace house, townhouse etc.	2664
Joondalup	2011	Separate house	48417
Joondalup	2016		65
Joondalup	2016	(Other)	175
Joondalup	2016	Flat/apartment	1233
Joondalup	2016	Semi-detached, row/terrace house, townhouse etc.	4509
Joondalup	2016	Separate house	47934
Stirling	2006		82
Stirling	2006	(Other)	142
Stirling	2006	Flat/apartment	6159
Stirling	2006	Semi-detached, row/terrace house, townhouse etc.	17098
Stirling	2006	Separate house	41374
Stirling	2011		23
Stirling	2011	(Other)	119
Stirling	2011	Flat/apartment	7529
Stirling	2011	Semi-detached, row/terrace house, townhouse etc.	19670
Stirling	2011	Separate house	42901
Stirling	2016		170
Stirling	2016	(Other)	52
Stirling	2016	Flat/apartment	4568
Stirling	2016	Semi-detached, row/terrace house, townhouse etc.	27716
Stirling	2016	Separate house	41791
Wanneroo	2006		24
Wanneroo	2006	(Other)	373
Wanneroo	2006	Flat/apartment	761
Wanneroo	2006	Semi-detached, row/terrace house, townhouse etc.	2301
Wanneroo	2006	Separate house	33135
Wanneroo	2011		4
Wanneroo	2011	(Other)	280
Wanneroo	2011	Flat/apartment	948
Wanneroo	2011	Semi-detached, row/terrace house, townhouse etc.	3478
Wanneroo	2011	Separate house	45168
Wanneroo	2016		72
Wanneroo	2016	(Other)	158
Wanneroo	2016	Flat/apartment	128
Wanneroo	2016	Semi-detached, row/terrace house, townhouse etc.	6178
Wanneroo	2016	Separate house	54856
Armadale	2006		0
Armadale	2006	(Other)	231
Armadale	2006	Flat/apartment	650
Armadale	2006	Semi-detached, row/terrace house, townhouse etc.	895
Armadale	2006	Separate house	16123
Armadale	2011		6
Armadale	2011	(Other)	98
Armadale	2011	Flat/apartment	1044
Armadale	2011	Semi-detached, row/terrace house, townhouse etc.	1302
Armadale	2011	Separate house	19512
Armadale	2016		53
Armadale	2016	(Other)	83
Armadale	2016	Flat/apartment	222
Armadale	2016	Semi-detached, row/terrace house, townhouse etc.	3195
Armadale	2016	Separate house	23905
Belmont - Victoria Park	2006		24
Belmont - Victoria Park	2006	(Other)	41
Belmont - Victoria Park	2006	Flat/apartment	2940
Belmont - Victoria Park	2006	Semi-detached, row/terrace house, townhouse etc.	4494
Belmont - Victoria Park	2006	Separate house	15543
Belmont - Victoria Park	2011		32
Belmont - Victoria Park	2011	(Other)	26
Belmont - Victoria Park	2011	Flat/apartment	4124
Belmont - Victoria Park	2011	Semi-detached, row/terrace house, townhouse etc.	4715
Belmont - Victoria Park	2011	Separate house	16548
Belmont - Victoria Park	2016		88
Belmont - Victoria Park	2016	(Other)	33
Belmont - Victoria Park	2016	Flat/apartment	3778
Belmont - Victoria Park	2016	Semi-detached, row/terrace house, townhouse etc.	6530
Belmont - Victoria Park	2016	Separate house	16477
Canning	2006		0
Canning	2006	(Other)	67
Canning	2006	Flat/apartment	2519
Canning	2006	Semi-detached, row/terrace house, townhouse etc.	3299
Canning	2006	Separate house	23303
Canning	2011		8
Canning	2011	(Other)	35
Canning	2011	Flat/apartment	2778
Canning	2011	Semi-detached, row/terrace house, townhouse etc.	4031
Canning	2011	Separate house	24385
Canning	2016		78
Canning	2016	(Other)	22
Canning	2016	Flat/apartment	1254
Canning	2016	Semi-detached, row/terrace house, townhouse etc.	5586
Canning	2016	Separate house	24987
Gosnells	2006		3
Gosnells	2006	(Other)	82
Gosnells	2006	Flat/apartment	1199
Gosnells	2006	Semi-detached, row/terrace house, townhouse etc.	1512
Gosnells	2006	Separate house	28979
Gosnells	2011		12
Gosnells	2011	(Other)	145
Gosnells	2011	Flat/apartment	1378
Gosnells	2011	Semi-detached, row/terrace house, townhouse etc.	1743
Gosnells	2011	Separate house	32822
Gosnells	2016		77
Gosnells	2016	(Other)	192
Gosnells	2016	Flat/apartment	470
Gosnells	2016	Semi-detached, row/terrace house, townhouse etc.	3934
Gosnells	2016	Separate house	34319
Kalamunda	2006		0
Kalamunda	2006	(Other)	141
Kalamunda	2006	Flat/apartment	300
Kalamunda	2006	Semi-detached, row/terrace house, townhouse etc.	606
Kalamunda	2006	Separate house	16365
Kalamunda	2011		0
Kalamunda	2011	(Other)	73
Kalamunda	2011	Flat/apartment	231
Kalamunda	2011	Semi-detached, row/terrace house, townhouse etc.	770
Kalamunda	2011	Separate house	17796
Kalamunda	2016		47
Kalamunda	2016	(Other)	107
Kalamunda	2016	Flat/apartment	46
Kalamunda	2016	Semi-detached, row/terrace house, townhouse etc.	1006
Kalamunda	2016	Separate house	18871
Serpentine - Jarrahdale	2006		0
Serpentine - Jarrahdale	2006	(Other)	32
Serpentine - Jarrahdale	2006	Flat/apartment	44
Serpentine - Jarrahdale	2006	Semi-detached, row/terrace house, townhouse etc.	14
Serpentine - Jarrahdale	2006	Separate house	4105
Serpentine - Jarrahdale	2011		4
Serpentine - Jarrahdale	2011	(Other)	24
Serpentine - Jarrahdale	2011	Flat/apartment	15
Serpentine - Jarrahdale	2011	Semi-detached, row/terrace house, townhouse etc.	20
Serpentine - Jarrahdale	2011	Separate house	5600
Serpentine - Jarrahdale	2016		22
Serpentine - Jarrahdale	2016	(Other)	19
Serpentine - Jarrahdale	2016	Flat/apartment	11
Serpentine - Jarrahdale	2016	Semi-detached, row/terrace house, townhouse etc.	87
Serpentine - Jarrahdale	2016	Separate house	8272
South Perth	2006		6
South Perth	2006	(Other)	3
South Perth	2006	Flat/apartment	3199
South Perth	2006	Semi-detached, row/terrace house, townhouse etc.	4359
South Perth	2006	Separate house	7893
South Perth	2011		4
South Perth	2011	(Other)	0
South Perth	2011	Flat/apartment	3479
South Perth	2011	Semi-detached, row/terrace house, townhouse etc.	4463
South Perth	2011	Separate house	8309
South Perth	2016		65
South Perth	2016	(Other)	9
South Perth	2016	Flat/apartment	2243
South Perth	2016	Semi-detached, row/terrace house, townhouse etc.	5905
South Perth	2016	Separate house	8121
Cockburn	2006		3
Cockburn	2006	(Other)	268
Cockburn	2006	Flat/apartment	913
Cockburn	2006	Semi-detached, row/terrace house, townhouse etc.	1981
Cockburn	2006	Separate house	22372
Cockburn	2011		9
Cockburn	2011	(Other)	99
Cockburn	2011	Flat/apartment	1432
Cockburn	2011	Semi-detached, row/terrace house, townhouse etc.	2799
Cockburn	2011	Separate house	26776
Cockburn	2016		116
Cockburn	2016	(Other)	141
Cockburn	2016	Flat/apartment	1725
Cockburn	2016	Semi-detached, row/terrace house, townhouse etc.	4642
Cockburn	2016	Separate house	29138
Fremantle	2006		6
Fremantle	2006	(Other)	194
Fremantle	2006	Flat/apartment	1708
Fremantle	2006	Semi-detached, row/terrace house, townhouse etc.	2433
Fremantle	2006	Separate house	8623
Fremantle	2011		7
Fremantle	2011	(Other)	168
Fremantle	2011	Flat/apartment	1813
Fremantle	2011	Semi-detached, row/terrace house, townhouse etc.	2766
Fremantle	2011	Separate house	8912
Fremantle	2016		107
Fremantle	2016	(Other)	126
Fremantle	2016	Flat/apartment	1716
Fremantle	2016	Semi-detached, row/terrace house, townhouse etc.	3403
Fremantle	2016	Separate house	8912
Kwinana	2006		3
Kwinana	2006	(Other)	8
Kwinana	2006	Flat/apartment	464
Kwinana	2006	Semi-detached, row/terrace house, townhouse etc.	285
Kwinana	2006	Separate house	7115
Kwinana	2011		3
Kwinana	2011	(Other)	9
Kwinana	2011	Flat/apartment	421
Kwinana	2011	Semi-detached, row/terrace house, townhouse etc.	474
Kwinana	2011	Separate house	9081
Kwinana	2016		39
Kwinana	2016	(Other)	72
Kwinana	2016	Flat/apartment	442
Kwinana	2016	Semi-detached, row/terrace house, townhouse etc.	691
Kwinana	2016	Separate house	11648
Melville	2006		5
Melville	2006	(Other)	34
Melville	2006	Flat/apartment	1660
Melville	2006	Semi-detached, row/terrace house, townhouse etc.	4811
Melville	2006	Separate house	28757
Melville	2011		24
Melville	2011	(Other)	4
Melville	2011	Flat/apartment	2586
Melville	2011	Semi-detached, row/terrace house, townhouse etc.	4303
Melville	2011	Separate house	29518
Melville	2016		100
Melville	2016	(Other)	9
Melville	2016	Flat/apartment	1282
Melville	2016	Semi-detached, row/terrace house, townhouse etc.	7302
Melville	2016	Separate house	28020
Rockingham	2006		3
Rockingham	2006	(Other)	330
Rockingham	2006	Flat/apartment	2019
Rockingham	2006	Semi-detached, row/terrace house, townhouse etc.	1624
Rockingham	2006	Separate house	25274
Rockingham	2011		10
Rockingham	2011	(Other)	352
Rockingham	2011	Flat/apartment	1829
Rockingham	2011	Semi-detached, row/terrace house, townhouse etc.	1984
Rockingham	2011	Separate house	31990
Rockingham	2016		58
Rockingham	2016	(Other)	194
Rockingham	2016	Flat/apartment	950
Rockingham	2016	Semi-detached, row/terrace house, townhouse etc.	2799
Rockingham	2016	Separate house	38479
Albany	2006		8
Albany	2006	(Other)	357
Albany	2006	Flat/apartment	845
Albany	2006	Semi-detached, row/terrace house, townhouse etc.	698
Albany	2006	Separate house	17198
Albany	2011		10
Albany	2011	(Other)	280
Albany	2011	Flat/apartment	616
Albany	2011	Semi-detached, row/terrace house, townhouse etc.	1022
Albany	2011	Separate house	18732
Albany	2016		133
Albany	2016	(Other)	270
Albany	2016	Flat/apartment	104
Albany	2016	Semi-detached, row/terrace house, townhouse etc.	1252
Albany	2016	Separate house	19767
Wheat Belt - North	2006		4
Wheat Belt - North	2006	(Other)	309
Wheat Belt - North	2006	Flat/apartment	267
Wheat Belt - North	2006	Semi-detached, row/terrace house, townhouse etc.	679
Wheat Belt - North	2006	Separate house	17311
Wheat Belt - North	2011		35
Wheat Belt - North	2011	(Other)	335
Wheat Belt - North	2011	Flat/apartment	403
Wheat Belt - North	2011	Semi-detached, row/terrace house, townhouse etc.	382
Wheat Belt - North	2011	Separate house	18551
Wheat Belt - North	2016		205
Wheat Belt - North	2016	(Other)	302
Wheat Belt - North	2016	Flat/apartment	198
Wheat Belt - North	2016	Semi-detached, row/terrace house, townhouse etc.	374
Wheat Belt - North	2016	Separate house	19276
Wheat Belt - South	2006		7
Wheat Belt - South	2006	(Other)	93
Wheat Belt - South	2006	Flat/apartment	158
Wheat Belt - South	2006	Semi-detached, row/terrace house, townhouse etc.	182
Wheat Belt - South	2006	Separate house	6967
Wheat Belt - South	2011		4
Wheat Belt - South	2011	(Other)	112
Wheat Belt - South	2011	Flat/apartment	235
Wheat Belt - South	2011	Semi-detached, row/terrace house, townhouse etc.	239
Wheat Belt - South	2011	Separate house	7009
Wheat Belt - South	2016		69
Wheat Belt - South	2016	(Other)	135
Wheat Belt - South	2016	Flat/apartment	84
Wheat Belt - South	2016	Semi-detached, row/terrace house, townhouse etc.	226
Wheat Belt - South	2016	Separate house	6944
Kimberley	2006		20
Kimberley	2006	(Other)	1153
Kimberley	2006	Flat/apartment	358
Kimberley	2006	Semi-detached, row/terrace house, townhouse etc.	886
Kimberley	2006	Separate house	5515
Kimberley	2011		110
Kimberley	2011	(Other)	1063
Kimberley	2011	Flat/apartment	510
Kimberley	2011	Semi-detached, row/terrace house, townhouse etc.	702
Kimberley	2011	Separate house	6856
Kimberley	2016		174
Kimberley	2016	(Other)	914
Kimberley	2016	Flat/apartment	510
Kimberley	2016	Semi-detached, row/terrace house, townhouse etc.	888
Kimberley	2016	Separate house	7548
East Pilbara	2006		3
East Pilbara	2006	(Other)	268
East Pilbara	2006	Flat/apartment	347
East Pilbara	2006	Semi-detached, row/terrace house, townhouse etc.	315
East Pilbara	2006	Separate house	3653
East Pilbara	2011		37
East Pilbara	2011	(Other)	306
East Pilbara	2011	Flat/apartment	422
East Pilbara	2011	Semi-detached, row/terrace house, townhouse etc.	624
East Pilbara	2011	Separate house	4021
East Pilbara	2016		57
East Pilbara	2016	(Other)	124
East Pilbara	2016	Flat/apartment	532
East Pilbara	2016	Semi-detached, row/terrace house, townhouse etc.	401
East Pilbara	2016	Separate house	4706
West Pilbara	2006		0
West Pilbara	2006	(Other)	361
West Pilbara	2006	Flat/apartment	220
West Pilbara	2006	Semi-detached, row/terrace house, townhouse etc.	946
West Pilbara	2006	Separate house	4946
West Pilbara	2011		36
West Pilbara	2011	(Other)	448
West Pilbara	2011	Flat/apartment	302
West Pilbara	2011	Semi-detached, row/terrace house, townhouse etc.	827
West Pilbara	2011	Separate house	5615
West Pilbara	2016		51
West Pilbara	2016	(Other)	184
West Pilbara	2016	Flat/apartment	257
West Pilbara	2016	Semi-detached, row/terrace house, townhouse etc.	854
West Pilbara	2016	Separate house	6733
Esperance	2006		0
Esperance	2006	(Other)	134
Esperance	2006	Flat/apartment	232
Esperance	2006	Semi-detached, row/terrace house, townhouse etc.	249
Esperance	2006	Separate house	4433
Esperance	2011		9
Esperance	2011	(Other)	155
Esperance	2011	Flat/apartment	223
Esperance	2011	Semi-detached, row/terrace house, townhouse etc.	384
Esperance	2011	Separate house	4675
Esperance	2016		77
Esperance	2016	(Other)	75
Esperance	2016	Flat/apartment	78
Esperance	2016	Semi-detached, row/terrace house, townhouse etc.	401
Esperance	2016	Separate house	4808
Gascoyne	2006		0
Gascoyne	2006	(Other)	401
Gascoyne	2006	Flat/apartment	323
Gascoyne	2006	Semi-detached, row/terrace house, townhouse etc.	369
Gascoyne	2006	Separate house	2127
Gascoyne	2011		26
Gascoyne	2011	(Other)	411
Gascoyne	2011	Flat/apartment	161
Gascoyne	2011	Semi-detached, row/terrace house, townhouse etc.	218
Gascoyne	2011	Separate house	2434
Gascoyne	2016		44
Gascoyne	2016	(Other)	346
Gascoyne	2016	Flat/apartment	63
Gascoyne	2016	Semi-detached, row/terrace house, townhouse etc.	212
Gascoyne	2016	Separate house	2575
Goldfields	2006		3
Goldfields	2006	(Other)	380
Goldfields	2006	Flat/apartment	637
Goldfields	2006	Semi-detached, row/terrace house, townhouse etc.	949
Goldfields	2006	Separate house	9661
Goldfields	2011		45
Goldfields	2011	(Other)	388
Goldfields	2011	Flat/apartment	721
Goldfields	2011	Semi-detached, row/terrace house, townhouse etc.	1028
Goldfields	2011	Separate house	10306
Goldfields	2016		103
Goldfields	2016	(Other)	253
Goldfields	2016	Flat/apartment	238
Goldfields	2016	Semi-detached, row/terrace house, townhouse etc.	1664
Goldfields	2016	Separate house	10132
Mid West	2006		14
Mid West	2006	(Other)	510
Mid West	2006	Flat/apartment	1034
Mid West	2006	Semi-detached, row/terrace house, townhouse etc.	784
Mid West	2006	Separate house	14282
Mid West	2011		42
Mid West	2011	(Other)	494
Mid West	2011	Flat/apartment	907
Mid West	2011	Semi-detached, row/terrace house, townhouse etc.	861
Mid West	2011	Separate house	16393
Mid West	2016		141
Mid West	2016	(Other)	498
Mid West	2016	Flat/apartment	402
Mid West	2016	Semi-detached, row/terrace house, townhouse etc.	1542
Mid West	2016	Separate house	16426
Migratory - Offshore - Shipping (WA)	2006		0
Migratory - Offshore - Shipping (WA)	2006	(Other)	0
Migratory - Offshore - Shipping (WA)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (WA)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (WA)	2006	Separate house	0
Migratory - Offshore - Shipping (WA)	2011		0
Migratory - Offshore - Shipping (WA)	2011	(Other)	0
Migratory - Offshore - Shipping (WA)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (WA)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (WA)	2011	Separate house	0
Migratory - Offshore - Shipping (WA)	2016		0
Migratory - Offshore - Shipping (WA)	2016	(Other)	0
Migratory - Offshore - Shipping (WA)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (WA)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (WA)	2016	Separate house	0
No usual address (WA)	2006		0
No usual address (WA)	2006	(Other)	0
No usual address (WA)	2006	Flat/apartment	0
No usual address (WA)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (WA)	2006	Separate house	0
No usual address (WA)	2011		0
No usual address (WA)	2011	(Other)	0
No usual address (WA)	2011	Flat/apartment	0
No usual address (WA)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (WA)	2011	Separate house	0
No usual address (WA)	2016		0
No usual address (WA)	2016	(Other)	0
No usual address (WA)	2016	Flat/apartment	0
No usual address (WA)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (WA)	2016	Separate house	0
Brighton	2006		3
Brighton	2006	(Other)	16
Brighton	2006	Flat/apartment	102
Brighton	2006	Semi-detached, row/terrace house, townhouse etc.	150
Brighton	2006	Separate house	4596
Brighton	2011		0
Brighton	2011	(Other)	15
Brighton	2011	Flat/apartment	397
Brighton	2011	Semi-detached, row/terrace house, townhouse etc.	92
Brighton	2011	Separate house	5026
Brighton	2016		16
Brighton	2016	(Other)	14
Brighton	2016	Flat/apartment	519
Brighton	2016	Semi-detached, row/terrace house, townhouse etc.	87
Brighton	2016	Separate house	5389
Hobart - North East	2006		3
Hobart - North East	2006	(Other)	65
Hobart - North East	2006	Flat/apartment	765
Hobart - North East	2006	Semi-detached, row/terrace house, townhouse etc.	933
Hobart - North East	2006	Separate house	15927
Hobart - North East	2011		0
Hobart - North East	2011	(Other)	52
Hobart - North East	2011	Flat/apartment	920
Hobart - North East	2011	Semi-detached, row/terrace house, townhouse etc.	1061
Hobart - North East	2011	Separate house	17024
Hobart - North East	2016		37
Hobart - North East	2016	(Other)	58
Hobart - North East	2016	Flat/apartment	380
Hobart - North East	2016	Semi-detached, row/terrace house, townhouse etc.	891
Hobart - North East	2016	Separate house	18866
Hobart - North West	2006		0
Hobart - North West	2006	(Other)	84
Hobart - North West	2006	Flat/apartment	2729
Hobart - North West	2006	Semi-detached, row/terrace house, townhouse etc.	1036
Hobart - North West	2006	Separate house	16028
Hobart - North West	2011		6
Hobart - North West	2011	(Other)	80
Hobart - North West	2011	Flat/apartment	2577
Hobart - North West	2011	Semi-detached, row/terrace house, townhouse etc.	1351
Hobart - North West	2011	Separate house	16821
Hobart - North West	2016		32
Hobart - North West	2016	(Other)	99
Hobart - North West	2016	Flat/apartment	2252
Hobart - North West	2016	Semi-detached, row/terrace house, townhouse etc.	1284
Hobart - North West	2016	Separate house	17513
Hobart - South and West	2006		5
Hobart - South and West	2006	(Other)	42
Hobart - South and West	2006	Flat/apartment	598
Hobart - South and West	2006	Semi-detached, row/terrace house, townhouse etc.	463
Hobart - South and West	2006	Separate house	9107
Hobart - South and West	2011		3
Hobart - South and West	2011	(Other)	40
Hobart - South and West	2011	Flat/apartment	768
Hobart - South and West	2011	Semi-detached, row/terrace house, townhouse etc.	493
Hobart - South and West	2011	Separate house	10233
Hobart - South and West	2016		17
Hobart - South and West	2016	(Other)	42
Hobart - South and West	2016	Flat/apartment	266
Hobart - South and West	2016	Semi-detached, row/terrace house, townhouse etc.	609
Hobart - South and West	2016	Separate house	11185
Hobart Inner	2006		3
Hobart Inner	2006	(Other)	127
Hobart Inner	2006	Flat/apartment	3592
Hobart Inner	2006	Semi-detached, row/terrace house, townhouse etc.	1946
Hobart Inner	2006	Separate house	13304
Hobart Inner	2011		35
Hobart Inner	2011	(Other)	141
Hobart Inner	2011	Flat/apartment	3924
Hobart Inner	2011	Semi-detached, row/terrace house, townhouse etc.	2125
Hobart Inner	2011	Separate house	13426
Hobart Inner	2016		96
