SA3_NAME16	Year	averageHouseholdSize
Brisbane Inner - East	2016	2.5
Brisbane Inner - North	2016	2.3
Brisbane Inner - West	2016	2.5
Cairns - North	2016	2.6
Cairns - South	2016	2.5
Innisfail - Cassowary Coast	2016	2.5
Port Douglas - Daintree	2016	2.3
Tablelands (East) - Kuranda	2016	2.4
Darling Downs (West) - Maranoa	2016	2.5
Darling Downs - East	2016	2.5
Granite Belt	2016	2.4
Central Highlands (Qld)	2016	2.7
Rockhampton	2016	2.5
Biloela	2016	2.6
Gladstone	2016	2.6
Broadbeach - Burleigh	2016	2.3
Coolangatta	2016	2.4
Gold Coast - North	2016	2.3
Gold Coast Hinterland	2016	2.6
Mudgeeraba - Tallebudgera	2016	3
Nerang	2016	2.8
Ormeau - Oxenford	2016	3
Robina	2016	2.6
Southport	2016	2.4
Surfers Paradise	2016	2.2
Forest Lake - Oxley	2016	2.9
Ipswich Hinterland	2016	2.6
Ipswich Inner	2016	2.6
Springfield - Redbank	2016	3.1
Beaudesert	2016	2.6
Beenleigh	2016	2.6
Browns Plains	2016	3
Jimboomba	2016	3.2
Loganlea - Carbrook	2016	2.8
Springwood - Kingston	2016	2.8
Bowen Basin - North	2016	2.6
Mackay	2016	2.5
Whitsunday	2016	2.4
Bribie - Beachmere	2016	2.2
Caboolture	2016	2.8
Caboolture Hinterland	2016	2.6
Narangba - Burpengary	2016	2.9
Redcliffe	2016	2.3
The Hills District	2016	3
North Lakes	2016	2.8
Strathpine	2016	2.7
Far North	2016	3
Outback - North	2016	2.7
Outback - South	2016	2.3
Buderim	2016	2.6
Caloundra	2016	2.5
Maroochy	2016	2.2
Noosa	2016	2.4
Sunshine Coast Hinterland	2016	2.6
Nambour	2016	2.6
Noosa Hinterland	2016	2.6
Toowoomba	2016	2.5
Charters Towers - Ayr - Ingham	2016	2.4
Townsville	2016	2.6
Bundaberg	2016	2.4
Burnett	2016	2.4
Gympie - Cooloola	2016	2.4
Hervey Bay	2016	2.3
Maryborough	2016	2.3
Migratory - Offshore - Shipping (Qld)	2016	0
No usual address (Qld)	2016	0
Adelaide City	2016	1.9
Adelaide Hills	2016	2.6
Burnside	2016	2.5
Campbelltown (SA)	2016	2.5
Norwood - Payneham - St Peters	2016	2.2
Prospect - Walkerville	2016	2.4
Unley	2016	2.4
Gawler - Two Wells	2016	2.5
Playford	2016	2.6
Port Adelaide - East	2016	2.5
Salisbury	2016	2.6
Tea Tree Gully	2016	2.5
Holdfast Bay	2016	2.2
Marion	2016	2.4
Mitcham	2016	2.6
Onkaparinga	2016	2.5
Charles Sturt	2016	2.4
Port Adelaide - West	2016	2.3
West Torrens	2016	2.3
Barossa	2016	2.5
Lower North	2016	2.3
Mid North	2016	2.2
Yorke Peninsula	2016	2.2
Eyre Peninsula and South West	2016	2.3
Outback - North and East	2016	2.4
Fleurieu - Kangaroo Island	2016	2.2
Limestone Coast	2016	2.4
Murray and Mallee	2016	2.3
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2016	0
Augusta - Margaret River - Busselton	2016	2.5
Bunbury	2016	2.5
Manjimup	2016	2.3
Mandurah	2016	2.4
Cottesloe - Claremont	2016	2.6
Perth City	2016	2.2
Bayswater - Bassendean	2016	2.4
Mundaring	2016	2.6
Swan	2016	2.8
Joondalup	2016	2.8
Stirling	2016	2.4
Wanneroo	2016	2.9
Armadale	2016	2.7
Belmont - Victoria Park	2016	2.4
Canning	2016	2.8
Gosnells	2016	2.9
Kalamunda	2016	2.7
Serpentine - Jarrahdale	2016	3
South Perth	2016	2.3
Cockburn	2016	2.7
Fremantle	2016	2.3
Kwinana	2016	2.7
Melville	2016	2.6
Rockingham	2016	2.7
Albany	2016	2.4
Wheat Belt - North	2016	2.4
Wheat Belt - South	2016	2.3
Kimberley	2016	2.8
East Pilbara	2016	2.8
West Pilbara	2016	2.8
Esperance	2016	2.5
Gascoyne	2016	2.4
Goldfields	2016	2.6
Mid West	2016	2.5
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2016	0
Brighton	2016	2.6
Hobart - North East	2016	2.4
Hobart - North West	2016	2.3
Hobart - South and West	2016	2.6
Hobart Inner	2016	2.3
Sorell - Dodges Ferry	2016	2.4
Launceston	2016	2.3
Meander Valley - West Tamar	2016	2.4
North East	2016	2.3
Central Highlands (Tas.)	2016	2.4
Huon - Bruny Island	2016	2.4
South East Coast	2016	2.1
Burnie - Ulverstone	2016	2.3
Devonport	2016	2.3
West Coast	2016	2.3
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2016	0
Darwin City	2016	2.3
Darwin Suburbs	2016	2.8
Litchfield	2016	2.8
Palmerston	2016	2.9
Alice Springs	2016	2.8
Barkly	2016	3.2
Daly - Tiwi - West Arnhem	2016	3.5
East Arnhem	2016	4.1
Katherine	2016	3.3
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2016	0
Belconnen	2016	2.6
Canberra East	2016	1.8
Gungahlin	2016	2.9
North Canberra	2016	2.2
South Canberra	2016	2.2
Tuggeranong	2016	2.7
Weston Creek	2016	2.5
Woden Valley	2016	2.4
Molonglo	2016	2.5
Urriarra - Namadgi	2016	3
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	0
Christmas Island	2016	2.7
Cocos (Keeling) Islands	2016	3.7
Jervis Bay	2016	3.2
Norfolk Island	2016	2.2
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2016	0
