SA3_NAME16	Year	Age	persons
Blacktown	2011	15-19	8213
Blacktown	2011	20-24	8495
Blacktown	2011	25-34	19901
Blacktown	2011	35-44	17750
Blacktown	2011	45-54	16415
Blacktown	2011	55-64	13812
Blacktown	2011	65-74	7722
Blacktown	2011	75-84	4722
Blacktown	2011	85+	1610
Blacktown	2016	0-4	10005
Blacktown	2016	5-14	17468
Blacktown	2016	15-19	8481
Blacktown	2016	20-24	9022
Blacktown	2016	25-34	22074
Blacktown	2016	35-44	19767
Blacktown	2016	45-54	16342
Blacktown	2016	55-64	14816
Blacktown	2016	65-74	9823
Blacktown	2016	75-84	4951
Blacktown	2016	85+	1998
Blacktown - North	2006	0-4	5558
Blacktown - North	2006	5-14	9847
Blacktown - North	2006	15-19	4079
Blacktown - North	2006	20-24	4176
Blacktown - North	2006	25-34	10934
Blacktown - North	2006	35-44	10323
Blacktown - North	2006	45-54	7406
Blacktown - North	2006	55-64	4510
Blacktown - North	2006	65-74	1943
Blacktown - North	2006	75-84	991
Blacktown - North	2006	85+	217
Blacktown - North	2011	0-4	7035
Blacktown - North	2011	5-14	11907
Blacktown - North	2011	15-19	5070
Blacktown - North	2011	20-24	4675
Blacktown - North	2011	25-34	12626
Blacktown - North	2011	35-44	13235
Blacktown - North	2011	45-54	9415
Blacktown - North	2011	55-64	6344
Blacktown - North	2011	65-74	2950
Blacktown - North	2011	75-84	1193
Blacktown - North	2011	85+	323
Blacktown - North	2016	0-4	7885
Blacktown - North	2016	5-14	14935
Blacktown - North	2016	15-19	6281
Blacktown - North	2016	20-24	5589
Blacktown - North	2016	25-34	14026
Blacktown - North	2016	35-44	17161
Blacktown - North	2016	45-54	11998
Blacktown - North	2016	55-64	8099
Blacktown - North	2016	65-74	4683
Blacktown - North	2016	75-84	1686
Blacktown - North	2016	85+	488
Mount Druitt	2006	0-4	8614
Mount Druitt	2006	5-14	18208
Mount Druitt	2006	15-19	7872
Mount Druitt	2006	20-24	6892
Mount Druitt	2006	25-34	13458
Mount Druitt	2006	35-44	14471
Mount Druitt	2006	45-54	11750
Mount Druitt	2006	55-64	8662
Mount Druitt	2006	65-74	4174
Mount Druitt	2006	75-84	2032
Mount Druitt	2006	85+	637
Mount Druitt	2011	0-4	8936
Mount Druitt	2011	5-14	17759
Mount Druitt	2011	15-19	8648
Mount Druitt	2011	20-24	7544
Mount Druitt	2011	25-34	14459
Mount Druitt	2011	35-44	14544
Mount Druitt	2011	45-54	13298
Mount Druitt	2011	55-64	9745
Mount Druitt	2011	65-74	5530
Mount Druitt	2011	75-84	2405
Mount Druitt	2011	85+	859
Mount Druitt	2016	0-4	9270
Mount Druitt	2016	5-14	17764
Mount Druitt	2016	15-19	8657
Mount Druitt	2016	20-24	8361
Mount Druitt	2016	25-34	16626
Mount Druitt	2016	35-44	14970
Mount Druitt	2016	45-54	14007
Mount Druitt	2016	55-64	11017
Mount Druitt	2016	65-74	7211
Mount Druitt	2016	75-84	3100
Mount Druitt	2016	85+	1084
Botany	2006	0-4	2334
Botany	2006	5-14	4226
Botany	2006	15-19	2120
Botany	2006	20-24	2511
Botany	2006	25-34	5532
Botany	2006	35-44	5570
Botany	2006	45-54	4744
Botany	2006	55-64	3826
Botany	2006	65-74	2677
Botany	2006	75-84	1835
Botany	2006	85+	604
Botany	2011	0-4	2649
Botany	2011	5-14	4491
Botany	2011	15-19	2248
Botany	2011	20-24	2561
Botany	2011	25-34	6316
Botany	2011	35-44	6230
Botany	2011	45-54	5069
Botany	2011	55-64	4137
Botany	2011	65-74	3073
Botany	2011	75-84	1906
Botany	2011	85+	673
Botany	2016	0-4	2895
Botany	2016	5-14	5025
Botany	2016	15-19	2650
Botany	2016	20-24	3793
Botany	2016	25-34	8778
Botany	2016	35-44	7157
Botany	2016	45-54	5856
Botany	2016	55-64	4430
Botany	2016	65-74	3273
Botany	2016	75-84	2053
Botany	2016	85+	765
Marrickville - Sydenham - Petersham	2006	0-4	2836
Marrickville - Sydenham - Petersham	2006	5-14	3846
Marrickville - Sydenham - Petersham	2006	15-19	2095
Marrickville - Sydenham - Petersham	2006	20-24	3755
Marrickville - Sydenham - Petersham	2006	25-34	10230
Marrickville - Sydenham - Petersham	2006	35-44	8964
Marrickville - Sydenham - Petersham	2006	45-54	6287
Marrickville - Sydenham - Petersham	2006	55-64	4474
Marrickville - Sydenham - Petersham	2006	65-74	2952
Marrickville - Sydenham - Petersham	2006	75-84	1777
Marrickville - Sydenham - Petersham	2006	85+	590
Marrickville - Sydenham - Petersham	2011	0-4	3265
Marrickville - Sydenham - Petersham	2011	5-14	4152
Marrickville - Sydenham - Petersham	2011	15-19	1957
Marrickville - Sydenham - Petersham	2011	20-24	3752
Marrickville - Sydenham - Petersham	2011	25-34	10707
Marrickville - Sydenham - Petersham	2011	35-44	9657
Marrickville - Sydenham - Petersham	2011	45-54	6705
Marrickville - Sydenham - Petersham	2011	55-64	4817
Marrickville - Sydenham - Petersham	2011	65-74	2998
Marrickville - Sydenham - Petersham	2011	75-84	1957
Marrickville - Sydenham - Petersham	2011	85+	641
Marrickville - Sydenham - Petersham	2016	0-4	2947
Marrickville - Sydenham - Petersham	2016	5-14	4709
Marrickville - Sydenham - Petersham	2016	15-19	1874
Marrickville - Sydenham - Petersham	2016	20-24	4178
Marrickville - Sydenham - Petersham	2016	25-34	12567
Marrickville - Sydenham - Petersham	2016	35-44	9545
Marrickville - Sydenham - Petersham	2016	45-54	7248
Marrickville - Sydenham - Petersham	2016	55-64	5212
Marrickville - Sydenham - Petersham	2016	65-74	3384
Marrickville - Sydenham - Petersham	2016	75-84	2091
Marrickville - Sydenham - Petersham	2016	85+	856
Sydney Inner City	2006	0-4	5443
Sydney Inner City	2006	5-14	6240
Sydney Inner City	2006	15-19	6732
Sydney Inner City	2006	20-24	21716
Sydney Inner City	2006	25-34	49307
Sydney Inner City	2006	35-44	27756
Sydney Inner City	2006	45-54	17894
Sydney Inner City	2006	55-64	12735
Sydney Inner City	2006	65-74	7258
Sydney Inner City	2006	75-84	4360
Sydney Inner City	2006	85+	1430
Sydney Inner City	2011	0-4	6413
Sydney Inner City	2011	5-14	6209
Sydney Inner City	2011	15-19	5927
Sydney Inner City	2011	20-24	21785
Sydney Inner City	2011	25-34	56719
Sydney Inner City	2011	35-44	30431
Sydney Inner City	2011	45-54	19246
Sydney Inner City	2011	55-64	14299
Sydney Inner City	2011	65-74	7830
Sydney Inner City	2011	75-84	4238
Sydney Inner City	2011	85+	1472
Sydney Inner City	2016	0-4	7249
Sydney Inner City	2016	5-14	7428
Sydney Inner City	2016	15-19	8552
Sydney Inner City	2016	20-24	29215
Sydney Inner City	2016	25-34	70726
Sydney Inner City	2016	35-44	35119
Sydney Inner City	2016	45-54	22226
Sydney Inner City	2016	55-64	16513
Sydney Inner City	2016	65-74	10501
Sydney Inner City	2016	75-84	4901
Sydney Inner City	2016	85+	1811
Eastern Suburbs - North	2006	0-4	6370
Eastern Suburbs - North	2006	5-14	9988
Eastern Suburbs - North	2006	15-19	5365
Eastern Suburbs - North	2006	20-24	7283
Eastern Suburbs - North	2006	25-34	24945
Eastern Suburbs - North	2006	35-44	18739
Eastern Suburbs - North	2006	45-54	14033
Eastern Suburbs - North	2006	55-64	12636
Eastern Suburbs - North	2006	65-74	7300
Eastern Suburbs - North	2006	75-84	6172
Eastern Suburbs - North	2006	85+	2776
Eastern Suburbs - North	2011	0-4	7555
Eastern Suburbs - North	2011	5-14	10855
Eastern Suburbs - North	2011	15-19	5031
Eastern Suburbs - North	2011	20-24	7307
Eastern Suburbs - North	2011	25-34	26166
Eastern Suburbs - North	2011	35-44	20322
Eastern Suburbs - North	2011	45-54	14548
Eastern Suburbs - North	2011	55-64	12234
Eastern Suburbs - North	2011	65-74	8394
Eastern Suburbs - North	2011	75-84	5181
Eastern Suburbs - North	2011	85+	2960
Eastern Suburbs - North	2016	0-4	7156
Eastern Suburbs - North	2016	5-14	12638
Eastern Suburbs - North	2016	15-19	5228
Eastern Suburbs - North	2016	20-24	7020
Eastern Suburbs - North	2016	25-34	26591
Eastern Suburbs - North	2016	35-44	20645
Eastern Suburbs - North	2016	45-54	15897
Eastern Suburbs - North	2016	55-64	11985
Eastern Suburbs - North	2016	65-74	10315
Eastern Suburbs - North	2016	75-84	5754
Eastern Suburbs - North	2016	85+	3166
Eastern Suburbs - South	2006	0-4	6513
Eastern Suburbs - South	2006	5-14	10849
Eastern Suburbs - South	2006	15-19	6897
Eastern Suburbs - South	2006	20-24	12338
Eastern Suburbs - South	2006	25-34	22608
Eastern Suburbs - South	2006	35-44	18751
Eastern Suburbs - South	2006	45-54	14664
Eastern Suburbs - South	2006	55-64	11392
Eastern Suburbs - South	2006	65-74	7595
Eastern Suburbs - South	2006	75-84	6191
Eastern Suburbs - South	2006	85+	2089
Eastern Suburbs - South	2011	0-4	7703
Eastern Suburbs - South	2011	5-14	11802
Eastern Suburbs - South	2011	15-19	6920
Eastern Suburbs - South	2011	20-24	13207
Eastern Suburbs - South	2011	25-34	24342
Eastern Suburbs - South	2011	35-44	19970
Eastern Suburbs - South	2011	45-54	15815
Eastern Suburbs - South	2011	55-64	12314
Eastern Suburbs - South	2011	65-74	8284
Eastern Suburbs - South	2011	75-84	5860
Eastern Suburbs - South	2011	85+	2776
Eastern Suburbs - South	2016	0-4	7645
Eastern Suburbs - South	2016	5-14	13314
Eastern Suburbs - South	2016	15-19	8146
Eastern Suburbs - South	2016	20-24	14983
Eastern Suburbs - South	2016	25-34	26570
Eastern Suburbs - South	2016	35-44	20992
Eastern Suburbs - South	2016	45-54	17000
Eastern Suburbs - South	2016	55-64	13097
Eastern Suburbs - South	2016	65-74	9762
Eastern Suburbs - South	2016	75-84	5967
Eastern Suburbs - South	2016	85+	3181
Bankstown	2006	0-4	11070
Bankstown	2006	5-14	21160
Bankstown	2006	15-19	10419
Bankstown	2006	20-24	10084
Bankstown	2006	25-34	20028
Bankstown	2006	35-44	20470
Bankstown	2006	45-54	19108
Bankstown	2006	55-64	14528
Bankstown	2006	65-74	9817
Bankstown	2006	75-84	8383
Bankstown	2006	85+	2401
Bankstown	2011	0-4	12229
Bankstown	2011	5-14	22346
Bankstown	2011	15-19	11072
Bankstown	2011	20-24	10820
Bankstown	2011	25-34	21625
Bankstown	2011	35-44	21373
Bankstown	2011	45-54	20948
Bankstown	2011	55-64	16707
Bankstown	2011	65-74	10740
Bankstown	2011	75-84	7775
Bankstown	2011	85+	3442
Bankstown	2016	0-4	12600
Bankstown	2016	5-14	24085
Bankstown	2016	15-19	11398
Bankstown	2016	20-24	12142
Bankstown	2016	25-34	24127
Bankstown	2016	35-44	22547
Bankstown	2016	45-54	21292
Bankstown	2016	55-64	18900
Bankstown	2016	65-74	12622
Bankstown	2016	75-84	7686
Bankstown	2016	85+	4028
Canterbury	2006	0-4	8842
Canterbury	2006	5-14	15907
Canterbury	2006	15-19	7250
Canterbury	2006	20-24	8264
Canterbury	2006	25-34	17908
Canterbury	2006	35-44	18142
Canterbury	2006	45-54	15014
Canterbury	2006	55-64	10998
Canterbury	2006	65-74	8103
Canterbury	2006	75-84	5473
Canterbury	2006	85+	1619
Canterbury	2011	0-4	9767
Canterbury	2011	5-14	16136
Canterbury	2011	15-19	7579
Canterbury	2011	20-24	8642
Canterbury	2011	25-34	20297
Canterbury	2011	35-44	18317
Canterbury	2011	45-54	16357
Canterbury	2011	55-64	12073
Canterbury	2011	65-74	8451
Canterbury	2011	75-84	5793
Canterbury	2011	85+	2018
Canterbury	2016	0-4	9909
Canterbury	2016	5-14	17127
Canterbury	2016	15-19	8045
Canterbury	2016	20-24	9584
Canterbury	2016	25-34	22854
Canterbury	2016	35-44	19093
Canterbury	2016	45-54	17034
Canterbury	2016	55-64	13422
Canterbury	2016	65-74	9212
Canterbury	2016	75-84	6186
Canterbury	2016	85+	2601
Hurstville	2006	0-4	6318
Hurstville	2006	5-14	13726
Hurstville	2006	15-19	7242
Hurstville	2006	20-24	7788
Hurstville	2006	25-34	14772
Hurstville	2006	35-44	16335
Hurstville	2006	45-54	15399
Hurstville	2006	55-64	11435
Hurstville	2006	65-74	8053
Hurstville	2006	75-84	6607
Hurstville	2006	85+	2627
Hurstville	2011	0-4	7010
Hurstville	2011	5-14	13536
Hurstville	2011	15-19	7173
Hurstville	2011	20-24	8495
Hurstville	2011	25-34	17028
Hurstville	2011	35-44	15972
Hurstville	2011	45-54	16464
Hurstville	2011	55-64	12932
Hurstville	2011	65-74	8645
Hurstville	2011	75-84	6299
Hurstville	2011	85+	3047
Hurstville	2016	0-4	7276
Hurstville	2016	5-14	13888
Hurstville	2016	15-19	7797
Hurstville	2016	20-24	9701
Hurstville	2016	25-34	20522
Hurstville	2016	35-44	16276
Hurstville	2016	45-54	16702
Hurstville	2016	55-64	14809
Hurstville	2016	65-74	10295
Hurstville	2016	75-84	6521
Hurstville	2016	85+	3409
Kogarah - Rockdale	2006	0-4	7350
Kogarah - Rockdale	2006	5-14	12812
Kogarah - Rockdale	2006	15-19	6183
Kogarah - Rockdale	2006	20-24	8158
Kogarah - Rockdale	2006	25-34	19162
Kogarah - Rockdale	2006	35-44	17533
Kogarah - Rockdale	2006	45-54	14529
Kogarah - Rockdale	2006	55-64	12107
Kogarah - Rockdale	2006	65-74	8637
Kogarah - Rockdale	2006	75-84	6443
Kogarah - Rockdale	2006	85+	2775
Kogarah - Rockdale	2011	0-4	8067
Kogarah - Rockdale	2011	5-14	13314
Kogarah - Rockdale	2011	15-19	6402
Kogarah - Rockdale	2011	20-24	8248
Kogarah - Rockdale	2011	25-34	21269
Kogarah - Rockdale	2011	35-44	18420
Kogarah - Rockdale	2011	45-54	15773
Kogarah - Rockdale	2011	55-64	12831
Kogarah - Rockdale	2011	65-74	8914
Kogarah - Rockdale	2011	75-84	6324
Kogarah - Rockdale	2011	85+	2947
Kogarah - Rockdale	2016	0-4	8414
Kogarah - Rockdale	2016	5-14	13788
Kogarah - Rockdale	2016	15-19	7044
Kogarah - Rockdale	2016	20-24	10147
Kogarah - Rockdale	2016	25-34	27235
Kogarah - Rockdale	2016	35-44	19672
Kogarah - Rockdale	2016	45-54	16749
Kogarah - Rockdale	2016	55-64	13935
Kogarah - Rockdale	2016	65-74	10504
Kogarah - Rockdale	2016	75-84	6846
Kogarah - Rockdale	2016	85+	3379
Canada Bay	2006	0-4	4122
Canada Bay	2006	5-14	6600
Canada Bay	2006	15-19	3225
Canada Bay	2006	20-24	3876
Canada Bay	2006	25-34	11045
Canada Bay	2006	35-44	10689
Canada Bay	2006	45-54	8826
Canada Bay	2006	55-64	6942
Canada Bay	2006	65-74	4575
Canada Bay	2006	75-84	3470
Canada Bay	2006	85+	1167
Canada Bay	2011	0-4	5125
Canada Bay	2011	5-14	7476
Canada Bay	2011	15-19	3591
Canada Bay	2011	20-24	4830
Canada Bay	2011	25-34	12656
Canada Bay	2011	35-44	12069
Canada Bay	2011	45-54	9983
Canada Bay	2011	55-64	7995
Canada Bay	2011	65-74	5269
Canada Bay	2011	75-84	3654
Canada Bay	2011	85+	1501
Canada Bay	2016	0-4	5354
Canada Bay	2016	5-14	8749
Canada Bay	2016	15-19	3888
Canada Bay	2016	20-24	5799
Canada Bay	2016	25-34	15461
Canada Bay	2016	35-44	13042
Canada Bay	2016	45-54	11061
Canada Bay	2016	55-64	9170
Canada Bay	2016	65-74	6820
Canada Bay	2016	75-84	3998
Canada Bay	2016	85+	2011
Leichhardt	2006	0-4	3432
Leichhardt	2006	5-14	3567
Leichhardt	2006	15-19	1699
Leichhardt	2006	20-24	2772
Leichhardt	2006	25-34	10895
Leichhardt	2006	35-44	9949
Leichhardt	2006	45-54	6561
Leichhardt	2006	55-64	5237
Leichhardt	2006	65-74	2564
Leichhardt	2006	75-84	1561
Leichhardt	2006	85+	542
Leichhardt	2011	0-4	4296
Leichhardt	2011	5-14	4485
Leichhardt	2011	15-19	1642
Leichhardt	2011	20-24	2594
Leichhardt	2011	25-34	9801
Leichhardt	2011	35-44	10990
Leichhardt	2011	45-54	7109
Leichhardt	2011	55-64	5893
Leichhardt	2011	65-74	3110
Leichhardt	2011	75-84	1645
Leichhardt	2011	85+	631
Leichhardt	2016	0-4	4124
Leichhardt	2016	5-14	6141
Leichhardt	2016	15-19	1851
Leichhardt	2016	20-24	2918
Leichhardt	2016	25-34	8862
Leichhardt	2016	35-44	10765
Leichhardt	2016	45-54	8452
Leichhardt	2016	55-64	6166
Leichhardt	2016	65-74	4305
Leichhardt	2016	75-84	1745
Leichhardt	2016	85+	726
Strathfield - Burwood - Ashfield	2006	0-4	6870
Strathfield - Burwood - Ashfield	2006	5-14	14116
Strathfield - Burwood - Ashfield	2006	15-19	7811
Strathfield - Burwood - Ashfield	2006	20-24	11063
Strathfield - Burwood - Ashfield	2006	25-34	22161
Strathfield - Burwood - Ashfield	2006	35-44	20557
Strathfield - Burwood - Ashfield	2006	45-54	17570
Strathfield - Burwood - Ashfield	2006	55-64	12137
Strathfield - Burwood - Ashfield	2006	65-74	8412
Strathfield - Burwood - Ashfield	2006	75-84	6348
Strathfield - Burwood - Ashfield	2006	85+	2755
Strathfield - Burwood - Ashfield	2011	0-4	7830
Strathfield - Burwood - Ashfield	2011	5-14	13503
Strathfield - Burwood - Ashfield	2011	15-19	7584
Strathfield - Burwood - Ashfield	2011	20-24	11581
Strathfield - Burwood - Ashfield	2011	25-34	26277
Strathfield - Burwood - Ashfield	2011	35-44	20025
Strathfield - Burwood - Ashfield	2011	45-54	18610
Strathfield - Burwood - Ashfield	2011	55-64	13647
Strathfield - Burwood - Ashfield	2011	65-74	8590
Strathfield - Burwood - Ashfield	2011	75-84	6494
Strathfield - Burwood - Ashfield	2011	85+	3065
Strathfield - Burwood - Ashfield	2016	0-4	7902
Strathfield - Burwood - Ashfield	2016	5-14	13958
Strathfield - Burwood - Ashfield	2016	15-19	7977
Strathfield - Burwood - Ashfield	2016	20-24	14123
Strathfield - Burwood - Ashfield	2016	25-34	32542
Strathfield - Burwood - Ashfield	2016	35-44	21121
Strathfield - Burwood - Ashfield	2016	45-54	19108
Strathfield - Burwood - Ashfield	2016	55-64	15141
Strathfield - Burwood - Ashfield	2016	65-74	9886
Strathfield - Burwood - Ashfield	2016	75-84	6695
Strathfield - Burwood - Ashfield	2016	85+	3410
Chatswood - Lane Cove	2006	0-4	6307
Chatswood - Lane Cove	2006	5-14	10695
Chatswood - Lane Cove	2006	15-19	5318
Chatswood - Lane Cove	2006	20-24	6584
Chatswood - Lane Cove	2006	25-34	15934
Chatswood - Lane Cove	2006	35-44	15500
Chatswood - Lane Cove	2006	45-54	12818
Chatswood - Lane Cove	2006	55-64	9684
Chatswood - Lane Cove	2006	65-74	5390
Chatswood - Lane Cove	2006	75-84	4397
Chatswood - Lane Cove	2006	85+	2024
Chatswood - Lane Cove	2011	0-4	7093
Chatswood - Lane Cove	2011	5-14	11842
Chatswood - Lane Cove	2011	15-19	5274
Chatswood - Lane Cove	2011	20-24	6158
Chatswood - Lane Cove	2011	25-34	16163
Chatswood - Lane Cove	2011	35-44	16608
Chatswood - Lane Cove	2011	45-54	13540
Chatswood - Lane Cove	2011	55-64	10718
Chatswood - Lane Cove	2011	65-74	6382
Chatswood - Lane Cove	2011	75-84	4149
Chatswood - Lane Cove	2011	85+	2280
Chatswood - Lane Cove	2016	0-4	7403
Chatswood - Lane Cove	2016	5-14	13787
Chatswood - Lane Cove	2016	15-19	5940
Chatswood - Lane Cove	2016	20-24	6623
Chatswood - Lane Cove	2016	25-34	18445
Chatswood - Lane Cove	2016	35-44	18632
Chatswood - Lane Cove	2016	45-54	14866
Chatswood - Lane Cove	2016	55-64	11314
Chatswood - Lane Cove	2016	65-74	8185
Chatswood - Lane Cove	2016	75-84	4538
Chatswood - Lane Cove	2016	85+	2514
Hornsby	2006	0-4	5060
Hornsby	2006	5-14	9493
Hornsby	2006	15-19	5078
Hornsby	2006	20-24	4575
Hornsby	2006	25-34	9675
Hornsby	2006	35-44	11694
Hornsby	2006	45-54	10565
Hornsby	2006	55-64	7892
Hornsby	2006	65-74	4377
Hornsby	2006	75-84	3171
Hornsby	2006	85+	1339
Hornsby	2011	0-4	5548
Hornsby	2011	5-14	10096
Hornsby	2011	15-19	4847
Hornsby	2011	20-24	4330
Hornsby	2011	25-34	9839
Hornsby	2011	35-44	12350
Hornsby	2011	45-54	11122
Hornsby	2011	55-64	8508
Hornsby	2011	65-74	5418
Hornsby	2011	75-84	3009
Hornsby	2011	85+	1463
Hornsby	2016	0-4	5408
Hornsby	2016	5-14	11038
Hornsby	2016	15-19	4963
Hornsby	2016	20-24	4314
Hornsby	2016	25-34	9800
Hornsby	2016	35-44	13098
Hornsby	2016	45-54	11445
Hornsby	2016	55-64	9125
Hornsby	2016	65-74	6439
Hornsby	2016	75-84	3439
Hornsby	2016	85+	1532
Ku-ring-gai	2006	0-4	5232
Ku-ring-gai	2006	5-14	15767
Ku-ring-gai	2006	15-19	8336
Ku-ring-gai	2006	20-24	5966
Ku-ring-gai	2006	25-34	6884
Ku-ring-gai	2006	35-44	13917
Ku-ring-gai	2006	45-54	15945
Ku-ring-gai	2006	55-64	12485
Ku-ring-gai	2006	65-74	7691
Ku-ring-gai	2006	75-84	6538
Ku-ring-gai	2006	85+	2782
Ku-ring-gai	2011	0-4	5780
Ku-ring-gai	2011	5-14	16791
Ku-ring-gai	2011	15-19	8786
Ku-ring-gai	2011	20-24	6329
Ku-ring-gai	2011	25-34	7895
Ku-ring-gai	2011	35-44	14356
Ku-ring-gai	2011	45-54	17516
Ku-ring-gai	2011	55-64	13078
Ku-ring-gai	2011	65-74	9120
Ku-ring-gai	2011	75-84	6445
Ku-ring-gai	2011	85+	3485
Ku-ring-gai	2016	0-4	6064
Ku-ring-gai	2016	5-14	17884
Ku-ring-gai	2016	15-19	9309
Ku-ring-gai	2016	20-24	6664
Ku-ring-gai	2016	25-34	9680
Ku-ring-gai	2016	35-44	15148
Ku-ring-gai	2016	45-54	18549
Ku-ring-gai	2016	55-64	13568
Ku-ring-gai	2016	65-74	10550
Ku-ring-gai	2016	75-84	6905
Ku-ring-gai	2016	85+	4039
North Sydney - Mosman	2006	0-4	4197
North Sydney - Mosman	2006	5-14	5923
North Sydney - Mosman	2006	15-19	3021
North Sydney - Mosman	2006	20-24	5543
North Sydney - Mosman	2006	25-34	19344
North Sydney - Mosman	2006	35-44	13788
North Sydney - Mosman	2006	45-54	10576
North Sydney - Mosman	2006	55-64	10094
North Sydney - Mosman	2006	65-74	5259
North Sydney - Mosman	2006	75-84	3816
North Sydney - Mosman	2006	85+	1838
North Sydney - Mosman	2011	0-4	4918
North Sydney - Mosman	2011	5-14	6940
North Sydney - Mosman	2011	15-19	3026
North Sydney - Mosman	2011	20-24	4908
North Sydney - Mosman	2011	25-34	19425
North Sydney - Mosman	2011	35-44	15382
North Sydney - Mosman	2011	45-54	11309
North Sydney - Mosman	2011	55-64	10107
North Sydney - Mosman	2011	65-74	6879
North Sydney - Mosman	2011	75-84	3556
North Sydney - Mosman	2011	85+	1907
North Sydney - Mosman	2016	0-4	5228
North Sydney - Mosman	2016	5-14	8166
North Sydney - Mosman	2016	15-19	3393
North Sydney - Mosman	2016	20-24	4564
North Sydney - Mosman	2016	25-34	18895
North Sydney - Mosman	2016	35-44	15981
North Sydney - Mosman	2016	45-54	12343
North Sydney - Mosman	2016	55-64	10449
North Sydney - Mosman	2016	65-74	8880
North Sydney - Mosman	2016	75-84	4197
North Sydney - Mosman	2016	85+	2052
Manly	2006	0-4	2460
Manly	2006	5-14	4024
Manly	2006	15-19	1762
Manly	2006	20-24	2087
Manly	2006	25-34	6531
Manly	2006	35-44	6344
Manly	2006	45-54	4715
Manly	2006	55-64	3901
Manly	2006	65-74	2286
Manly	2006	75-84	2129
Manly	2006	85+	874
Manly	2011	0-4	2972
Manly	2011	5-14	4538
Manly	2011	15-19	1831
Manly	2011	20-24	2018
Manly	2011	25-34	6652
Manly	2011	35-44	7037
Manly	2011	45-54	5402
Manly	2011	55-64	3938
Manly	2011	65-74	2800
Manly	2011	75-84	1697
Manly	2011	85+	860
Manly	2016	0-4	2629
Manly	2016	5-14	5249
Manly	2016	15-19	2006
Manly	2016	20-24	1972
Manly	2016	25-34	6522
Manly	2016	35-44	7028
Manly	2016	45-54	6038
Manly	2016	55-64	4439
Manly	2016	65-74	3389
Manly	2016	75-84	1732
Manly	2016	85+	892
Pittwater	2006	0-4	3566
Pittwater	2006	5-14	7222
Pittwater	2006	15-19	3481
Pittwater	2006	20-24	2686
Pittwater	2006	25-34	5357
Pittwater	2006	35-44	8225
Pittwater	2006	45-54	8425
Pittwater	2006	55-64	7101
Pittwater	2006	65-74	4001
Pittwater	2006	75-84	2851
Pittwater	2006	85+	1235
Pittwater	2011	0-4	3828
Pittwater	2011	5-14	7598
Pittwater	2011	15-19	3522
Pittwater	2011	20-24	2772
Pittwater	2011	25-34	4852
Pittwater	2011	35-44	8176
Pittwater	2011	45-54	8796
Pittwater	2011	55-64	7875
Pittwater	2011	65-74	5283
Pittwater	2011	75-84	2936
Pittwater	2011	85+	1516
Pittwater	2016	0-4	3432
Pittwater	2016	5-14	8319
Pittwater	2016	15-19	3586
Pittwater	2016	20-24	2999
Pittwater	2016	25-34	4844
Pittwater	2016	35-44	7787
Pittwater	2016	45-54	9100
Pittwater	2016	55-64	8360
Pittwater	2016	65-74	6806
Pittwater	2016	75-84	3560
Pittwater	2016	85+	1651
Warringah	2006	0-4	9130
Warringah	2006	5-14	16422
Warringah	2006	15-19	7688
Warringah	2006	20-24	7381
Warringah	2006	25-34	19293
Warringah	2006	35-44	21923
Warringah	2006	45-54	17467
Warringah	2006	55-64	14252
Warringah	2006	65-74	9436
Warringah	2006	75-84	7582
Warringah	2006	85+	3260
Warringah	2011	0-4	10218
Warringah	2011	5-14	18092
Warringah	2011	15-19	7733
Warringah	2011	20-24	7287
Warringah	2011	25-34	18066
Warringah	2011	35-44	23370
Warringah	2011	45-54	19658
Warringah	2011	55-64	14571
Warringah	2011	65-74	10738
Warringah	2011	75-84	7129
Warringah	2011	85+	3877
Warringah	2016	0-4	9614
Warringah	2016	5-14	20612
Warringah	2016	15-19	8820
Warringah	2016	20-24	7584
Warringah	2016	25-34	18210
Warringah	2016	35-44	23388
Warringah	2016	45-54	22258
Warringah	2016	55-64	15625
Warringah	2016	65-74	12246
Warringah	2016	75-84	7783
Warringah	2016	85+	4399
Camden	2006	0-4	3931
Camden	2006	5-14	7758
Camden	2006	15-19	3306
Camden	2006	20-24	2616
Camden	2006	25-34	6706
Camden	2006	35-44	7455
Camden	2006	45-54	5551
Camden	2006	55-64	3615
Camden	2006	65-74	1819
Camden	2006	75-84	1239
Camden	2006	85+	493
Camden	2011	0-4	4405
Camden	2011	5-14	8604
Camden	2011	15-19	3893
Camden	2011	20-24	3155
Camden	2011	25-34	7088
Camden	2011	35-44	8713
Camden	2011	45-54	6782
Camden	2011	55-64	4872
Camden	2011	65-74	2586
Camden	2011	75-84	1435
Camden	2011	85+	705
Camden	2016	0-4	4963
Camden	2016	5-14	10031
Camden	2016	15-19	4473
Camden	2016	20-24	3835
Camden	2016	25-34	8536
Camden	2016	35-44	9686
Camden	2016	45-54	8270
Camden	2016	55-64	6044
Camden	2016	65-74	3993
Camden	2016	75-84	1823
Camden	2016	85+	868
Campbelltown (NSW)	2006	0-4	10702
Campbelltown (NSW)	2006	5-14	23516
Campbelltown (NSW)	2006	15-19	12331
Campbelltown (NSW)	2006	20-24	11604
Campbelltown (NSW)	2006	25-34	19496
Campbelltown (NSW)	2006	35-44	20130
Campbelltown (NSW)	2006	45-54	21241
Campbelltown (NSW)	2006	55-64	14657
Campbelltown (NSW)	2006	65-74	6252
Campbelltown (NSW)	2006	75-84	3472
