SA3_NAME16	Year	Sex	overseas_visitors
Hobsons Bay	2011	M	187
Hobsons Bay	2016	F	359
Hobsons Bay	2016	M	218
Maribyrnong	2006	F	215
Maribyrnong	2006	M	230
Maribyrnong	2011	F	390
Maribyrnong	2011	M	296
Maribyrnong	2016	F	627
Maribyrnong	2016	M	413
Melton - Bacchus Marsh	2006	F	118
Melton - Bacchus Marsh	2006	M	90
Melton - Bacchus Marsh	2011	F	309
Melton - Bacchus Marsh	2011	M	211
Melton - Bacchus Marsh	2016	F	594
Melton - Bacchus Marsh	2016	M	394
Wyndham	2006	F	295
Wyndham	2006	M	228
Wyndham	2011	F	822
Wyndham	2011	M	566
Wyndham	2016	F	2156
Wyndham	2016	M	1446
Frankston	2006	F	219
Frankston	2006	M	174
Frankston	2011	F	236
Frankston	2011	M	167
Frankston	2016	F	394
Frankston	2016	M	247
Mornington Peninsula	2006	F	254
Mornington Peninsula	2006	M	173
Mornington Peninsula	2011	F	319
Mornington Peninsula	2011	M	214
Mornington Peninsula	2016	F	336
Mornington Peninsula	2016	M	244
Grampians	2006	F	104
Grampians	2006	M	70
Grampians	2011	F	107
Grampians	2011	M	82
Grampians	2016	F	128
Grampians	2016	M	91
Mildura	2006	F	214
Mildura	2006	M	204
Mildura	2011	F	230
Mildura	2011	M	193
Mildura	2016	F	411
Mildura	2016	M	404
Murray River - Swan Hill	2006	F	90
Murray River - Swan Hill	2006	M	76
Murray River - Swan Hill	2011	F	96
Murray River - Swan Hill	2011	M	156
Murray River - Swan Hill	2016	F	154
Murray River - Swan Hill	2016	M	151
Campaspe	2006	F	25
Campaspe	2006	M	31
Campaspe	2011	F	31
Campaspe	2011	M	41
Campaspe	2016	F	66
Campaspe	2016	M	49
Moira	2006	F	33
Moira	2006	M	22
Moira	2011	F	34
Moira	2011	M	38
Moira	2016	F	74
Moira	2016	M	58
Shepparton	2006	F	62
Shepparton	2006	M	63
Shepparton	2011	F	107
Shepparton	2011	M	90
Shepparton	2016	F	224
Shepparton	2016	M	135
Glenelg - Southern Grampians	2006	F	77
Glenelg - Southern Grampians	2006	M	51
Glenelg - Southern Grampians	2011	F	58
Glenelg - Southern Grampians	2011	M	57
Glenelg - Southern Grampians	2016	F	79
Glenelg - Southern Grampians	2016	M	70
Colac - Corangamite	2006	F	117
Colac - Corangamite	2006	M	98
Colac - Corangamite	2011	F	134
Colac - Corangamite	2011	M	96
Colac - Corangamite	2016	F	325
Colac - Corangamite	2016	M	232
Warrnambool	2006	F	97
Warrnambool	2006	M	92
Warrnambool	2011	F	135
Warrnambool	2011	M	133
Warrnambool	2016	F	203
Warrnambool	2016	M	196
Migratory - Offshore - Shipping (Vic.)	2006	F	25
Migratory - Offshore - Shipping (Vic.)	2006	M	52
Migratory - Offshore - Shipping (Vic.)	2011	F	10
Migratory - Offshore - Shipping (Vic.)	2011	M	62
Migratory - Offshore - Shipping (Vic.)	2016	F	14
Migratory - Offshore - Shipping (Vic.)	2016	M	16
No usual address (Vic.)	2006	F	0
No usual address (Vic.)	2006	M	0
No usual address (Vic.)	2011	F	0
No usual address (Vic.)	2011	M	0
No usual address (Vic.)	2016	F	0
No usual address (Vic.)	2016	M	0
Capalaba	2006	F	224
Capalaba	2006	M	140
Capalaba	2011	F	215
Capalaba	2011	M	164
Capalaba	2016	F	232
Capalaba	2016	M	153
Cleveland - Stradbroke	2006	F	296
Cleveland - Stradbroke	2006	M	207
Cleveland - Stradbroke	2011	F	254
Cleveland - Stradbroke	2011	M	218
Cleveland - Stradbroke	2016	F	336
Cleveland - Stradbroke	2016	M	236
Wynnum - Manly	2006	F	255
Wynnum - Manly	2006	M	161
Wynnum - Manly	2011	F	272
Wynnum - Manly	2011	M	191
Wynnum - Manly	2016	F	299
Wynnum - Manly	2016	M	202
Bald Hills - Everton Park	2006	F	162
Bald Hills - Everton Park	2006	M	111
Bald Hills - Everton Park	2011	F	150
Bald Hills - Everton Park	2011	M	96
Bald Hills - Everton Park	2016	F	248
Bald Hills - Everton Park	2016	M	146
Chermside	2006	F	289
Chermside	2006	M	194
Chermside	2011	F	307
Chermside	2011	M	202
Chermside	2016	F	377
Chermside	2016	M	250
Nundah	2006	F	185
Nundah	2006	M	119
Nundah	2011	F	186
Nundah	2011	M	172
Nundah	2016	F	246
Nundah	2016	M	166
Sandgate	2006	F	156
Sandgate	2006	M	118
Sandgate	2011	F	194
Sandgate	2011	M	177
Sandgate	2016	F	314
Sandgate	2016	M	202
Carindale	2006	F	262
Carindale	2006	M	147
Carindale	2011	F	217
Carindale	2011	M	152
Carindale	2016	F	304
Carindale	2016	M	238
Holland Park - Yeronga	2006	F	395
Holland Park - Yeronga	2006	M	270
Holland Park - Yeronga	2011	F	426
Holland Park - Yeronga	2011	M	373
Holland Park - Yeronga	2016	F	598
Holland Park - Yeronga	2016	M	415
Mt Gravatt	2006	F	530
Mt Gravatt	2006	M	409
Mt Gravatt	2011	F	568
Mt Gravatt	2011	M	425
Mt Gravatt	2016	F	920
Mt Gravatt	2016	M	658
Nathan	2006	F	348
Nathan	2006	M	254
Nathan	2011	F	332
Nathan	2011	M	266
Nathan	2016	F	379
Nathan	2016	M	278
Rocklea - Acacia Ridge	2006	F	247
Rocklea - Acacia Ridge	2006	M	195
Rocklea - Acacia Ridge	2011	F	330
Rocklea - Acacia Ridge	2011	M	237
Rocklea - Acacia Ridge	2016	F	778
Rocklea - Acacia Ridge	2016	M	488
Sunnybank	2006	F	383
Sunnybank	2006	M	296
Sunnybank	2011	F	524
Sunnybank	2011	M	365
Sunnybank	2016	F	803
Sunnybank	2016	M	573
Centenary	2006	F	240
Centenary	2006	M	157
Centenary	2011	F	206
Centenary	2011	M	152
Centenary	2016	F	238
Centenary	2016	M	138
Kenmore - Brookfield - Moggill	2006	F	367
Kenmore - Brookfield - Moggill	2006	M	250
Kenmore - Brookfield - Moggill	2011	F	259
Kenmore - Brookfield - Moggill	2011	M	198
Kenmore - Brookfield - Moggill	2016	F	380
Kenmore - Brookfield - Moggill	2016	M	228
Sherwood - Indooroopilly	2006	F	723
Sherwood - Indooroopilly	2006	M	555
Sherwood - Indooroopilly	2011	F	748
Sherwood - Indooroopilly	2011	M	571
Sherwood - Indooroopilly	2016	F	912
Sherwood - Indooroopilly	2016	M	647
The Gap - Enoggera	2006	F	238
The Gap - Enoggera	2006	M	212
The Gap - Enoggera	2011	F	169
The Gap - Enoggera	2011	M	137
The Gap - Enoggera	2016	F	212
The Gap - Enoggera	2016	M	159
Brisbane Inner	2006	F	2907
Brisbane Inner	2006	M	3197
Brisbane Inner	2011	F	2389
Brisbane Inner	2011	M	2849
Brisbane Inner	2016	F	3701
Brisbane Inner	2016	M	3565
Brisbane Inner - East	2006	F	256
Brisbane Inner - East	2006	M	178
Brisbane Inner - East	2011	F	245
Brisbane Inner - East	2011	M	191
Brisbane Inner - East	2016	F	273
Brisbane Inner - East	2016	M	191
Brisbane Inner - North	2006	F	663
Brisbane Inner - North	2006	M	529
Brisbane Inner - North	2011	F	596
Brisbane Inner - North	2011	M	506
Brisbane Inner - North	2016	F	871
Brisbane Inner - North	2016	M	662
Brisbane Inner - West	2006	F	585
Brisbane Inner - West	2006	M	505
Brisbane Inner - West	2011	F	480
Brisbane Inner - West	2011	M	401
Brisbane Inner - West	2016	F	521
Brisbane Inner - West	2016	M	359
Cairns - North	2006	F	1285
Cairns - North	2006	M	1128
Cairns - North	2011	F	1052
Cairns - North	2011	M	889
Cairns - North	2016	F	1206
Cairns - North	2016	M	915
Cairns - South	2006	F	5026
Cairns - South	2006	M	4337
Cairns - South	2011	F	3538
Cairns - South	2011	M	3019
Cairns - South	2016	F	4589
Cairns - South	2016	M	3493
Innisfail - Cassowary Coast	2006	F	407
Innisfail - Cassowary Coast	2006	M	408
Innisfail - Cassowary Coast	2011	F	352
Innisfail - Cassowary Coast	2011	M	329
Innisfail - Cassowary Coast	2016	F	530
Innisfail - Cassowary Coast	2016	M	589
Port Douglas - Daintree	2006	F	1424
Port Douglas - Daintree	2006	M	1285
Port Douglas - Daintree	2011	F	1354
Port Douglas - Daintree	2011	M	1227
Port Douglas - Daintree	2016	F	1369
Port Douglas - Daintree	2016	M	1125
Tablelands (East) - Kuranda	2006	F	236
Tablelands (East) - Kuranda	2006	M	202
Tablelands (East) - Kuranda	2011	F	266
Tablelands (East) - Kuranda	2011	M	209
Tablelands (East) - Kuranda	2016	F	428
Tablelands (East) - Kuranda	2016	M	432
Darling Downs (West) - Maranoa	2006	F	94
Darling Downs (West) - Maranoa	2006	M	113
Darling Downs (West) - Maranoa	2011	F	100
Darling Downs (West) - Maranoa	2011	M	199
Darling Downs (West) - Maranoa	2016	F	139
Darling Downs (West) - Maranoa	2016	M	134
Darling Downs - East	2006	F	68
Darling Downs - East	2006	M	89
Darling Downs - East	2011	F	56
Darling Downs - East	2011	M	64
Darling Downs - East	2016	F	72
Darling Downs - East	2016	M	83
Granite Belt	2006	F	81
Granite Belt	2006	M	67
Granite Belt	2011	F	114
Granite Belt	2011	M	82
Granite Belt	2016	F	126
Granite Belt	2016	M	100
Central Highlands (Qld)	2006	F	77
Central Highlands (Qld)	2006	M	133
Central Highlands (Qld)	2011	F	115
Central Highlands (Qld)	2011	M	120
Central Highlands (Qld)	2016	F	109
Central Highlands (Qld)	2016	M	380
Rockhampton	2006	F	505
Rockhampton	2006	M	489
Rockhampton	2011	F	275
Rockhampton	2011	M	291
Rockhampton	2016	F	395
Rockhampton	2016	M	317
Biloela	2006	F	45
Biloela	2006	M	66
Biloela	2011	F	51
Biloela	2011	M	63
Biloela	2016	F	36
Biloela	2016	M	44
Gladstone	2006	F	269
Gladstone	2006	M	255
Gladstone	2011	F	294
Gladstone	2011	M	285
Gladstone	2016	F	301
Gladstone	2016	M	259
Broadbeach - Burleigh	2006	F	1461
Broadbeach - Burleigh	2006	M	1292
Broadbeach - Burleigh	2011	F	1650
Broadbeach - Burleigh	2011	M	1497
Broadbeach - Burleigh	2016	F	1712
Broadbeach - Burleigh	2016	M	1493
Coolangatta	2006	F	622
Coolangatta	2006	M	614
Coolangatta	2011	F	529
Coolangatta	2011	M	445
Coolangatta	2016	F	629
Coolangatta	2016	M	532
Gold Coast - North	2006	F	480
Gold Coast - North	2006	M	468
Gold Coast - North	2011	F	441
Gold Coast - North	2011	M	415
Gold Coast - North	2016	F	586
Gold Coast - North	2016	M	482
Gold Coast Hinterland	2006	F	115
Gold Coast Hinterland	2006	M	99
Gold Coast Hinterland	2011	F	74
Gold Coast Hinterland	2011	M	62
Gold Coast Hinterland	2016	F	109
Gold Coast Hinterland	2016	M	92
Mudgeeraba - Tallebudgera	2006	F	94
Mudgeeraba - Tallebudgera	2006	M	74
Mudgeeraba - Tallebudgera	2011	F	113
Mudgeeraba - Tallebudgera	2011	M	73
Mudgeeraba - Tallebudgera	2016	F	137
Mudgeeraba - Tallebudgera	2016	M	116
Nerang	2006	F	308
Nerang	2006	M	244
Nerang	2011	F	246
Nerang	2011	M	174
Nerang	2016	F	375
Nerang	2016	M	304
Ormeau - Oxenford	2006	F	386
Ormeau - Oxenford	2006	M	333
Ormeau - Oxenford	2011	F	377
Ormeau - Oxenford	2011	M	302
Ormeau - Oxenford	2016	F	578
Ormeau - Oxenford	2016	M	474
Robina	2006	F	365
Robina	2006	M	285
Robina	2011	F	353
Robina	2011	M	316
Robina	2016	F	388
Robina	2016	M	348
Southport	2006	F	474
Southport	2006	M	391
Southport	2011	F	542
Southport	2011	M	399
Southport	2016	F	769
Southport	2016	M	642
Surfers Paradise	2006	F	3054
Surfers Paradise	2006	M	3117
Surfers Paradise	2011	F	2430
Surfers Paradise	2011	M	2173
Surfers Paradise	2016	F	4051
Surfers Paradise	2016	M	3245
Forest Lake - Oxley	2006	F	229
Forest Lake - Oxley	2006	M	170
Forest Lake - Oxley	2011	F	256
Forest Lake - Oxley	2011	M	190
Forest Lake - Oxley	2016	F	413
Forest Lake - Oxley	2016	M	279
Ipswich Hinterland	2006	F	112
Ipswich Hinterland	2006	M	143
Ipswich Hinterland	2011	F	87
Ipswich Hinterland	2011	M	97
Ipswich Hinterland	2016	F	121
Ipswich Hinterland	2016	M	153
Ipswich Inner	2006	F	204
Ipswich Inner	2006	M	150
Ipswich Inner	2011	F	126
Ipswich Inner	2011	M	145
Ipswich Inner	2016	F	213
Ipswich Inner	2016	M	148
Springfield - Redbank	2006	F	122
Springfield - Redbank	2006	M	115
Springfield - Redbank	2011	F	223
Springfield - Redbank	2011	M	150
Springfield - Redbank	2016	F	360
Springfield - Redbank	2016	M	252
Beaudesert	2006	F	81
Beaudesert	2006	M	64
Beaudesert	2011	F	38
Beaudesert	2011	M	15
Beaudesert	2016	F	38
Beaudesert	2016	M	28
Beenleigh	2006	F	84
Beenleigh	2006	M	52
Beenleigh	2011	F	85
Beenleigh	2011	M	58
Beenleigh	2016	F	108
Beenleigh	2016	M	79
Browns Plains	2006	F	145
Browns Plains	2006	M	116
Browns Plains	2011	F	203
Browns Plains	2011	M	121
Browns Plains	2016	F	306
Browns Plains	2016	M	176
Jimboomba	2006	F	150
Jimboomba	2006	M	116
Jimboomba	2011	F	78
Jimboomba	2011	M	56
Jimboomba	2016	F	158
Jimboomba	2016	M	94
Loganlea - Carbrook	2006	F	179
Loganlea - Carbrook	2006	M	121
Loganlea - Carbrook	2011	F	171
Loganlea - Carbrook	2011	M	127
Loganlea - Carbrook	2016	F	218
Loganlea - Carbrook	2016	M	173
Springwood - Kingston	2006	F	260
Springwood - Kingston	2006	M	185
Springwood - Kingston	2011	F	283
Springwood - Kingston	2011	M	222
Springwood - Kingston	2016	F	353
Springwood - Kingston	2016	M	257
Bowen Basin - North	2006	F	279
Bowen Basin - North	2006	M	350
Bowen Basin - North	2011	F	267
Bowen Basin - North	2011	M	352
Bowen Basin - North	2016	F	326
Bowen Basin - North	2016	M	264
Mackay	2006	F	354
Mackay	2006	M	334
Mackay	2011	F	272
Mackay	2011	M	304
Mackay	2016	F	351
Mackay	2016	M	268
Whitsunday	2006	F	1202
Whitsunday	2006	M	1074
Whitsunday	2011	F	704
Whitsunday	2011	M	623
Whitsunday	2016	F	1620
Whitsunday	2016	M	1206
Bribie - Beachmere	2006	F	99
Bribie - Beachmere	2006	M	107
Bribie - Beachmere	2011	F	125
Bribie - Beachmere	2011	M	85
Bribie - Beachmere	2016	F	132
Bribie - Beachmere	2016	M	93
Caboolture	2006	F	112
Caboolture	2006	M	115
Caboolture	2011	F	225
Caboolture	2011	M	178
Caboolture	2016	F	498
Caboolture	2016	M	279
Caboolture Hinterland	2006	F	20
Caboolture Hinterland	2006	M	10
Caboolture Hinterland	2011	F	37
Caboolture Hinterland	2011	M	20
Caboolture Hinterland	2016	F	34
Caboolture Hinterland	2016	M	30
Narangba - Burpengary	2006	F	102
Narangba - Burpengary	2006	M	75
Narangba - Burpengary	2011	F	104
Narangba - Burpengary	2011	M	78
Narangba - Burpengary	2016	F	156
Narangba - Burpengary	2016	M	103
Redcliffe	2006	F	297
Redcliffe	2006	M	210
Redcliffe	2011	F	266
Redcliffe	2011	M	186
Redcliffe	2016	F	503
Redcliffe	2016	M	365
The Hills District	2006	F	260
The Hills District	2006	M	162
The Hills District	2011	F	223
The Hills District	2011	M	140
The Hills District	2016	F	262
The Hills District	2016	M	198
North Lakes	2006	F	103
North Lakes	2006	M	64
North Lakes	2011	F	153
North Lakes	2011	M	90
North Lakes	2016	F	323
North Lakes	2016	M	180
Strathpine	2006	F	65
Strathpine	2006	M	64
Strathpine	2011	F	77
Strathpine	2011	M	61
Strathpine	2016	F	97
Strathpine	2016	M	78
Far North	2006	F	212
Far North	2006	M	204
Far North	2011	F	299
Far North	2011	M	273
Far North	2016	F	295
Far North	2016	M	318
Outback - North	2006	F	160
Outback - North	2006	M	159
Outback - North	2011	F	201
Outback - North	2011	M	175
Outback - North	2016	F	154
Outback - North	2016	M	100
Outback - South	2006	F	68
Outback - South	2006	M	67
Outback - South	2011	F	119
Outback - South	2011	M	91
Outback - South	2016	F	93
Outback - South	2016	M	56
Buderim	2006	F	394
Buderim	2006	M	229
Buderim	2011	F	357
Buderim	2011	M	240
Buderim	2016	F	440
Buderim	2016	M	268
Caloundra	2006	F	481
Caloundra	2006	M	491
Caloundra	2011	F	478
Caloundra	2011	M	401
Caloundra	2016	F	580
Caloundra	2016	M	478
Maroochy	2006	F	1259
Maroochy	2006	M	1226
Maroochy	2011	F	1215
Maroochy	2011	M	1127
Maroochy	2016	F	1403
Maroochy	2016	M	1225
Noosa	2006	F	1093
Noosa	2006	M	896
Noosa	2011	F	971
Noosa	2011	M	832
Noosa	2016	F	1081
Noosa	2016	M	896
Sunshine Coast Hinterland	2006	F	195
Sunshine Coast Hinterland	2006	M	141
Sunshine Coast Hinterland	2011	F	195
Sunshine Coast Hinterland	2011	M	164
Sunshine Coast Hinterland	2016	F	289
Sunshine Coast Hinterland	2016	M	165
Nambour	2006	F	114
Nambour	2006	M	60
Nambour	2011	F	99
Nambour	2011	M	82
Nambour	2016	F	128
Nambour	2016	M	94
Noosa Hinterland	2006	F	73
Noosa Hinterland	2006	M	53
Noosa Hinterland	2011	F	84
Noosa Hinterland	2011	M	61
Noosa Hinterland	2016	F	90
Noosa Hinterland	2016	M	71
Toowoomba	2006	F	490
Toowoomba	2006	M	459
Toowoomba	2011	F	474
Toowoomba	2011	M	400
Toowoomba	2016	F	612
Toowoomba	2016	M	423
Charters Towers - Ayr - Ingham	2006	F	241
Charters Towers - Ayr - Ingham	2006	M	265
Charters Towers - Ayr - Ingham	2011	F	274
Charters Towers - Ayr - Ingham	2011	M	313
Charters Towers - Ayr - Ingham	2016	F	274
Charters Towers - Ayr - Ingham	2016	M	230
Townsville	2006	F	987
Townsville	2006	M	874
Townsville	2011	F	891
Townsville	2011	M	731
Townsville	2016	F	1104
Townsville	2016	M	796
Bundaberg	2006	F	518
Bundaberg	2006	M	508
Bundaberg	2011	F	560
Bundaberg	2011	M	578
Bundaberg	2016	F	670
Bundaberg	2016	M	485
Burnett	2006	F	136
Burnett	2006	M	111
Burnett	2011	F	148
Burnett	2011	M	246
Burnett	2016	F	190
Burnett	2016	M	215
Gympie - Cooloola	2006	F	200
Gympie - Cooloola	2006	M	119
Gympie - Cooloola	2011	F	247
Gympie - Cooloola	2011	M	163
Gympie - Cooloola	2016	F	306
Gympie - Cooloola	2016	M	235
Hervey Bay	2006	F	525
Hervey Bay	2006	M	459
Hervey Bay	2011	F	384
Hervey Bay	2011	M	308
Hervey Bay	2016	F	582
Hervey Bay	2016	M	452
Maryborough	2006	F	322
Maryborough	2006	M	277
Maryborough	2011	F	251
Maryborough	2011	M	177
Maryborough	2016	F	215
Maryborough	2016	M	143
Migratory - Offshore - Shipping (Qld)	2006	F	187
Migratory - Offshore - Shipping (Qld)	2006	M	136
Migratory - Offshore - Shipping (Qld)	2011	F	446
Migratory - Offshore - Shipping (Qld)	2011	M	346
Migratory - Offshore - Shipping (Qld)	2016	F	231
Migratory - Offshore - Shipping (Qld)	2016	M	158
No usual address (Qld)	2006	F	0
No usual address (Qld)	2006	M	0
No usual address (Qld)	2011	F	0
No usual address (Qld)	2011	M	0
No usual address (Qld)	2016	F	0
No usual address (Qld)	2016	M	0
Adelaide City	2006	F	780
Adelaide City	2006	M	930
Adelaide City	2011	F	912
Adelaide City	2011	M	1036
Adelaide City	2016	F	1232
Adelaide City	2016	M	1155
Adelaide Hills	2006	F	179
Adelaide Hills	2006	M	112
Adelaide Hills	2011	F	167
Adelaide Hills	2011	M	125
Adelaide Hills	2016	F	169
Adelaide Hills	2016	M	112
Burnside	2006	F	246
Burnside	2006	M	186
Burnside	2011	F	247
Burnside	2011	M	222
Burnside	2016	F	340
Burnside	2016	M	259
Campbelltown (SA)	2006	F	161
Campbelltown (SA)	2006	M	139
Campbelltown (SA)	2011	F	209
Campbelltown (SA)	2011	M	140
Campbelltown (SA)	2016	F	302
Campbelltown (SA)	2016	M	230
Norwood - Payneham - St Peters	2006	F	181
Norwood - Payneham - St Peters	2006	M	126
Norwood - Payneham - St Peters	2011	F	229
Norwood - Payneham - St Peters	2011	M	188
Norwood - Payneham - St Peters	2016	F	258
Norwood - Payneham - St Peters	2016	M	166
Prospect - Walkerville	2006	F	106
Prospect - Walkerville	2006	M	69
Prospect - Walkerville	2011	F	105
Prospect - Walkerville	2011	M	105
Prospect - Walkerville	2016	F	186
Prospect - Walkerville	2016	M	124
Unley	2006	F	189
Unley	2006	M	141
Unley	2011	F	167
Unley	2011	M	136
Unley	2016	F	226
Unley	2016	M	162
Gawler - Two Wells	2006	F	42
Gawler - Two Wells	2006	M	31
Gawler - Two Wells	2011	F	34
Gawler - Two Wells	2011	M	31
Gawler - Two Wells	2016	F	52
Gawler - Two Wells	2016	M	38
Playford	2006	F	58
Playford	2006	M	46
Playford	2011	F	74
Playford	2011	M	73
Playford	2016	F	123
Playford	2016	M	100
Port Adelaide - East	2006	F	192
Port Adelaide - East	2006	M	119
Port Adelaide - East	2011	F	230
Port Adelaide - East	2011	M	164
Port Adelaide - East	2016	F	535
Port Adelaide - East	2016	M	331
Salisbury	2006	F	184
Salisbury	2006	M	185
Salisbury	2011	F	279
Salisbury	2011	M	264
Salisbury	2016	F	569
Salisbury	2016	M	447
Tea Tree Gully	2006	F	250
Tea Tree Gully	2006	M	179
Tea Tree Gully	2011	F	240
Tea Tree Gully	2011	M	187
Tea Tree Gully	2016	F	318
Tea Tree Gully	2016	M	213
Holdfast Bay	2006	F	211
Holdfast Bay	2006	M	155
Holdfast Bay	2011	F	203
Holdfast Bay	2011	M	183
Holdfast Bay	2016	F	189
Holdfast Bay	2016	M	132
Marion	2006	F	263
Marion	2006	M	144
Marion	2011	F	301
Marion	2011	M	247
Marion	2016	F	485
Marion	2016	M	352
Mitcham	2006	F	305
Mitcham	2006	M	210
Mitcham	2011	F	304
Mitcham	2011	M	219
Mitcham	2016	F	351
Mitcham	2016	M	253
Onkaparinga	2006	F	326
Onkaparinga	2006	M	206
Onkaparinga	2011	F	291
Onkaparinga	2011	M	226
Onkaparinga	2016	F	425
Onkaparinga	2016	M	267
Charles Sturt	2006	F	199
Charles Sturt	2006	M	161
Charles Sturt	2011	F	266
Charles Sturt	2011	M	188
Charles Sturt	2016	F	426
Charles Sturt	2016	M	283
Port Adelaide - West	2006	F	110
Port Adelaide - West	2006	M	83
Port Adelaide - West	2011	F	154
Port Adelaide - West	2011	M	102
Port Adelaide - West	2016	F	287
Port Adelaide - West	2016	M	182
West Torrens	2006	F	219
West Torrens	2006	M	165
West Torrens	2011	F	241
West Torrens	2011	M	229
West Torrens	2016	F	376
West Torrens	2016	M	253
Barossa	2006	F	78
Barossa	2006	M	66
Barossa	2011	F	75
Barossa	2011	M	55
Barossa	2016	F	100
Barossa	2016	M	69
Lower North	2006	F	40
Lower North	2006	M	30
Lower North	2011	F	55
Lower North	2011	M	51
Lower North	2016	F	51
Lower North	2016	M	20
Mid North	2006	F	22
Mid North	2006	M	19
Mid North	2011	F	23
Mid North	2011	M	20
Mid North	2016	F	30
Mid North	2016	M	55
Yorke Peninsula	2006	F	18
Yorke Peninsula	2006	M	20
Yorke Peninsula	2011	F	23
Yorke Peninsula	2011	M	19
Yorke Peninsula	2016	F	30
Yorke Peninsula	2016	M	24
Eyre Peninsula and South West	2006	F	72
Eyre Peninsula and South West	2006	M	64
Eyre Peninsula and South West	2011	F	56
Eyre Peninsula and South West	2011	M	68
Eyre Peninsula and South West	2016	F	98
Eyre Peninsula and South West	2016	M	121
Outback - North and East	2006	F	139
Outback - North and East	2006	M	157
Outback - North and East	2011	F	109
Outback - North and East	2011	M	114
Outback - North and East	2016	F	137
Outback - North and East	2016	M	150
Fleurieu - Kangaroo Island	2006	F	194
Fleurieu - Kangaroo Island	2006	M	153
Fleurieu - Kangaroo Island	2011	F	238
Fleurieu - Kangaroo Island	2011	M	175
Fleurieu - Kangaroo Island	2016	F	225
Fleurieu - Kangaroo Island	2016	M	210
Limestone Coast	2006	F	117
Limestone Coast	2006	M	125
Limestone Coast	2011	F	133
Limestone Coast	2011	M	118
Limestone Coast	2016	F	164
Limestone Coast	2016	M	188
Murray and Mallee	2006	F	155
Murray and Mallee	2006	M	144
Murray and Mallee	2011	F	199
Murray and Mallee	2011	M	181
Murray and Mallee	2016	F	358
Murray and Mallee	2016	M	413
Migratory - Offshore - Shipping (SA)	2006	F	19
Migratory - Offshore - Shipping (SA)	2006	M	18
Migratory - Offshore - Shipping (SA)	2011	F	15
Migratory - Offshore - Shipping (SA)	2011	M	23
Migratory - Offshore - Shipping (SA)	2016	F	9
Migratory - Offshore - Shipping (SA)	2016	M	12
No usual address (SA)	2006	F	0
No usual address (SA)	2006	M	0
No usual address (SA)	2011	F	0
No usual address (SA)	2011	M	0
No usual address (SA)	2016	F	0
No usual address (SA)	2016	M	0
Augusta - Margaret River - Busselton	2006	F	248
Augusta - Margaret River - Busselton	2006	M	337
Augusta - Margaret River - Busselton	2011	F	289
Augusta - Margaret River - Busselton	2011	M	246
Augusta - Margaret River - Busselton	2016	F	527
Augusta - Margaret River - Busselton	2016	M	451
Bunbury	2006	F	116
Bunbury	2006	M	141
Bunbury	2011	F	200
Bunbury	2011	M	201
Bunbury	2016	F	316
Bunbury	2016	M	209
Manjimup	2006	F	126
Manjimup	2006	M	118
Manjimup	2011	F	119
Manjimup	2011	M	129
Manjimup	2016	F	143
Manjimup	2016	M	144
Mandurah	2006	F	155
Mandurah	2006	M	110
Mandurah	2011	F	212
Mandurah	2011	M	183
Mandurah	2016	F	287
Mandurah	2016	M	178
Cottesloe - Claremont	2006	F	678
Cottesloe - Claremont	2006	M	587
Cottesloe - Claremont	2011	F	729
Cottesloe - Claremont	2011	M	596
Cottesloe - Claremont	2016	F	797
Cottesloe - Claremont	2016	M	583
Perth City	2006	F	1985
Perth City	2006	M	2234
Perth City	2011	F	1937
Perth City	2011	M	2412
Perth City	2016	F	2371
Perth City	2016	M	2175
Bayswater - Bassendean	2006	F	233
Bayswater - Bassendean	2006	M	202
Bayswater - Bassendean	2011	F	340
Bayswater - Bassendean	2011	M	302
Bayswater - Bassendean	2016	F	515
Bayswater - Bassendean	2016	M	338
Mundaring	2006	F	89
Mundaring	2006	M	54
Mundaring	2011	F	84
Mundaring	2011	M	60
Mundaring	2016	F	105
Mundaring	2016	M	64
Swan	2006	F	228
Swan	2006	M	221
Swan	2011	F	277
Swan	2011	M	246
Swan	2016	F	641
Swan	2016	M	409
Joondalup	2006	F	695
Joondalup	2006	M	563
Joondalup	2011	F	662
Joondalup	2011	M	519
Joondalup	2016	F	746
Joondalup	2016	M	446
Stirling	2006	F	736
Stirling	2006	M	578
Stirling	2011	F	887
Stirling	2011	M	717
Stirling	2016	F	1312
Stirling	2016	M	881
Wanneroo	2006	F	348
Wanneroo	2006	M	264
Wanneroo	2011	F	505
Wanneroo	2011	M	370
Wanneroo	2016	F	868
Wanneroo	2016	M	560
Armadale	2006	F	134
Armadale	2006	M	84
Armadale	2011	F	176
Armadale	2011	M	110
Armadale	2016	F	493
Armadale	2016	M	305
Belmont - Victoria Park	2006	F	323
Belmont - Victoria Park	2006	M	352
Belmont - Victoria Park	2011	F	482
Belmont - Victoria Park	2011	M	502
Belmont - Victoria Park	2016	F	688
Belmont - Victoria Park	2016	M	539
Canning	2006	F	505
Canning	2006	M	427
Canning	2011	F	672
Canning	2011	M	549
Canning	2016	F	1059
Canning	2016	M	795
Gosnells	2006	F	262
Gosnells	2006	M	174
Gosnells	2011	F	421
Gosnells	2011	M	327
Gosnells	2016	F	866
Gosnells	2016	M	544
Kalamunda	2006	F	163
Kalamunda	2006	M	135
Kalamunda	2011	F	169
Kalamunda	2011	M	124
Kalamunda	2016	F	208
Kalamunda	2016	M	150
