SA3_NAME16	Year	labourForceParticipation
Melville	2011	63.8
Melville	2016	61.8
Rockingham	2006	58.8
Rockingham	2011	63.6
Rockingham	2016	62.5
Albany	2006	59.9
Albany	2011	59.6
Albany	2016	56.7
Wheat Belt - North	2006	60.6
Wheat Belt - North	2011	60
Wheat Belt - North	2016	55.9
Wheat Belt - South	2006	65.7
Wheat Belt - South	2011	64.4
Wheat Belt - South	2016	59.2
Kimberley	2006	61.6
Kimberley	2011	58
Kimberley	2016	57.5
East Pilbara	2006	61.3
East Pilbara	2011	67.5
East Pilbara	2016	67.7
West Pilbara	2006	70.3
West Pilbara	2011	69.6
West Pilbara	2016	72.2
Esperance	2006	65.2
Esperance	2011	63.9
Esperance	2016	58.9
Gascoyne	2006	63.9
Gascoyne	2011	62.1
Gascoyne	2016	59.9
Goldfields	2006	67.5
Goldfields	2011	67
Goldfields	2016	65
Mid West	2006	60.4
Mid West	2011	62.4
Mid West	2016	58.6
Migratory - Offshore - Shipping (WA)	2006	87.9
Migratory - Offshore - Shipping (WA)	2011	80.3
Migratory - Offshore - Shipping (WA)	2016	78.6
No usual address (WA)	2006	48
No usual address (WA)	2011	45.7
No usual address (WA)	2016	39.8
Brighton	2006	56.4
Brighton	2011	57.4
Brighton	2016	57.3
Hobart - North East	2006	58.1
Hobart - North East	2011	59.1
Hobart - North East	2016	57.5
Hobart - North West	2006	54.3
Hobart - North West	2011	56.1
Hobart - North West	2016	54.6
Hobart - South and West	2006	62.7
Hobart - South and West	2011	63.6
Hobart - South and West	2016	61
Hobart Inner	2006	61.9
Hobart Inner	2011	62.3
Hobart Inner	2016	60.2
Sorell - Dodges Ferry	2006	59.5
Sorell - Dodges Ferry	2011	60.5
Sorell - Dodges Ferry	2016	58
Launceston	2006	58.3
Launceston	2011	59.3
Launceston	2016	56.8
Meander Valley - West Tamar	2006	55.9
Meander Valley - West Tamar	2011	56
Meander Valley - West Tamar	2016	52.7
North East	2006	54.3
North East	2011	54
North East	2016	50.9
Central Highlands (Tas.)	2006	55.7
Central Highlands (Tas.)	2011	55.5
Central Highlands (Tas.)	2016	54.1
Huon - Bruny Island	2006	54.2
Huon - Bruny Island	2011	54.4
Huon - Bruny Island	2016	50.9
South East Coast	2006	50.5
South East Coast	2011	48.5
South East Coast	2016	43.7
Burnie - Ulverstone	2006	54.2
Burnie - Ulverstone	2011	54.6
Burnie - Ulverstone	2016	52.6
Devonport	2006	56.1
Devonport	2011	55.5
Devonport	2016	53
West Coast	2006	62.2
West Coast	2011	61.3
West Coast	2016	57.5
Migratory - Offshore - Shipping (Tas.)	2006	83.1
Migratory - Offshore - Shipping (Tas.)	2011	74.5
Migratory - Offshore - Shipping (Tas.)	2016	68.5
No usual address (Tas.)	2006	50.1
No usual address (Tas.)	2011	42.4
No usual address (Tas.)	2016	41.3
Darwin City	2006	68.8
Darwin City	2011	69.9
Darwin City	2016	71.1
Darwin Suburbs	2006	67.9
Darwin Suburbs	2011	66.1
Darwin Suburbs	2016	67.4
Litchfield	2006	68.1
Litchfield	2011	68
Litchfield	2016	62.2
Palmerston	2006	69.5
Palmerston	2011	73.1
Palmerston	2016	72.8
Alice Springs	2006	60.6
Alice Springs	2011	61.4
Alice Springs	2016	59.9
Barkly	2006	47.1
Barkly	2011	47.8
Barkly	2016	49.2
Daly - Tiwi - West Arnhem	2006	46.9
Daly - Tiwi - West Arnhem	2011	51.2
Daly - Tiwi - West Arnhem	2016	41.9
East Arnhem	2006	55
East Arnhem	2011	55.7
East Arnhem	2016	44.2
Katherine	2006	55.7
Katherine	2011	59.2
Katherine	2016	48.4
Migratory - Offshore - Shipping (NT)	2006	80.9
Migratory - Offshore - Shipping (NT)	2011	77.6
Migratory - Offshore - Shipping (NT)	2016	34.7
No usual address (NT)	2006	38.7
No usual address (NT)	2011	39.4
No usual address (NT)	2016	28.4
Belconnen	2006	69.6
Belconnen	2011	68.2
Belconnen	2016	64.9
Canberra East	2006	63
Canberra East	2011	48.2
Canberra East	2016	37.7
Gungahlin	2006	76.5
Gungahlin	2011	77.8
Gungahlin	2016	75.2
North Canberra	2006	64.4
North Canberra	2011	65.6
North Canberra	2016	64.2
South Canberra	2006	65.3
South Canberra	2011	67.1
South Canberra	2016	64.7
Tuggeranong	2006	74.5
Tuggeranong	2011	74.4
Tuggeranong	2016	68.5
Weston Creek	2006	67.2
Weston Creek	2011	65.7
Weston Creek	2016	60.9
Woden Valley	2006	63.7
Woden Valley	2011	65.2
Woden Valley	2016	62
Molonglo	2006	0
Molonglo	2011	120
Molonglo	2016	80.4
Urriarra - Namadgi	2006	79
Urriarra - Namadgi	2011	79.6
Urriarra - Namadgi	2016	74.1
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2006	60.8
No usual address (ACT)	2011	57
No usual address (ACT)	2016	49
Christmas Island	2006	69.3
Christmas Island	2011	45.2
Christmas Island	2016	55
Cocos (Keeling) Islands	2006	57
Cocos (Keeling) Islands	2011	57.1
Cocos (Keeling) Islands	2016	54.4
Jervis Bay	2006	57.9
Jervis Bay	2011	55.6
Jervis Bay	2016	46.8
Norfolk Island	2006	0
Norfolk Island	2011	0
Norfolk Island	2016	67.8
Migratory - Offshore - Shipping (OT)	2006	0
Migratory - Offshore - Shipping (OT)	2011	0
Migratory - Offshore - Shipping (OT)	2016	100
No usual address (OT)	2006	64
No usual address (OT)	2011	91.7
No usual address (OT)	2016	39.1
