SA3_NAME16	Year	NonSchoolQualification	Sex	persons
Pittwater	2011	Postgraduate	M	1242
Pittwater	2016		F	16653
Pittwater	2016		M	14643
Pittwater	2016	Certificate nfd	F	947
Pittwater	2016	Certificate nfd	M	540
Pittwater	2016	Certificate I and II Level	F	293
Pittwater	2016	Certificate I and II Level	M	135
Pittwater	2016	Certificate III and IV Level	F	1880
Pittwater	2016	Certificate III and IV Level	M	5234
Pittwater	2016	Advanced Diploma and Diploma	F	3772
Pittwater	2016	Advanced Diploma and Diploma	M	2420
Pittwater	2016	Bachelor	F	5342
Pittwater	2016	Bachelor	M	4509
Pittwater	2016	Graduate Diploma and Graduate Certificate	F	743
Pittwater	2016	Graduate Diploma and Graduate Certificate	M	399
Pittwater	2016	Postgraduate	F	1343
Pittwater	2016	Postgraduate	M	1584
Warringah	2006		F	42988
Warringah	2006		M	37051
Warringah	2006	Certificate nfd	F	1857
Warringah	2006	Certificate nfd	M	988
Warringah	2006	Certificate I and II Level	F	816
Warringah	2006	Certificate I and II Level	M	419
Warringah	2006	Certificate III and IV Level	F	3602
Warringah	2006	Certificate III and IV Level	M	11134
Warringah	2006	Advanced Diploma and Diploma	F	7105
Warringah	2006	Advanced Diploma and Diploma	M	4950
Warringah	2006	Bachelor	F	9062
Warringah	2006	Bachelor	M	8255
Warringah	2006	Graduate Diploma and Graduate Certificate	F	1108
Warringah	2006	Graduate Diploma and Graduate Certificate	M	662
Warringah	2006	Postgraduate	F	1653
Warringah	2006	Postgraduate	M	2189
Warringah	2011		F	41803
Warringah	2011		M	36993
Warringah	2011	Certificate nfd	F	1619
Warringah	2011	Certificate nfd	M	906
Warringah	2011	Certificate I and II Level	F	802
Warringah	2011	Certificate I and II Level	M	423
Warringah	2011	Certificate III and IV Level	F	4176
Warringah	2011	Certificate III and IV Level	M	11457
Warringah	2011	Advanced Diploma and Diploma	F	7810
Warringah	2011	Advanced Diploma and Diploma	M	5498
Warringah	2011	Bachelor	F	11435
Warringah	2011	Bachelor	M	10034
Warringah	2011	Graduate Diploma and Graduate Certificate	F	1407
Warringah	2011	Graduate Diploma and Graduate Certificate	M	843
Warringah	2011	Postgraduate	F	2580
Warringah	2011	Postgraduate	M	2959
Warringah	2016		F	41486
Warringah	2016		M	38032
Warringah	2016	Certificate nfd	F	2118
Warringah	2016	Certificate nfd	M	1234
Warringah	2016	Certificate I and II Level	F	678
Warringah	2016	Certificate I and II Level	M	417
Warringah	2016	Certificate III and IV Level	F	4693
Warringah	2016	Certificate III and IV Level	M	11576
Warringah	2016	Advanced Diploma and Diploma	F	8278
Warringah	2016	Advanced Diploma and Diploma	M	5791
Warringah	2016	Bachelor	F	14026
Warringah	2016	Bachelor	M	11633
Warringah	2016	Graduate Diploma and Graduate Certificate	F	1770
Warringah	2016	Graduate Diploma and Graduate Certificate	M	996
Warringah	2016	Postgraduate	F	3840
Warringah	2016	Postgraduate	M	3973
Camden	2006		F	16738
Camden	2006		M	13892
Camden	2006	Certificate nfd	F	552
Camden	2006	Certificate nfd	M	232
Camden	2006	Certificate I and II Level	F	387
Camden	2006	Certificate I and II Level	M	111
Camden	2006	Certificate III and IV Level	F	1329
Camden	2006	Certificate III and IV Level	M	4764
Camden	2006	Advanced Diploma and Diploma	F	1595
Camden	2006	Advanced Diploma and Diploma	M	1117
Camden	2006	Bachelor	F	1762
Camden	2006	Bachelor	M	1143
Camden	2006	Graduate Diploma and Graduate Certificate	F	219
Camden	2006	Graduate Diploma and Graduate Certificate	M	128
Camden	2006	Postgraduate	F	236
Camden	2006	Postgraduate	M	278
Camden	2011		F	18160
Camden	2011		M	15538
Camden	2011	Certificate nfd	F	560
Camden	2011	Certificate nfd	M	241
Camden	2011	Certificate I and II Level	F	392
Camden	2011	Certificate I and II Level	M	158
Camden	2011	Certificate III and IV Level	F	2187
Camden	2011	Certificate III and IV Level	M	5833
Camden	2011	Advanced Diploma and Diploma	F	2150
Camden	2011	Advanced Diploma and Diploma	M	1503
Camden	2011	Bachelor	F	2538
Camden	2011	Bachelor	M	1598
Camden	2011	Graduate Diploma and Graduate Certificate	F	329
Camden	2011	Graduate Diploma and Graduate Certificate	M	181
Camden	2011	Postgraduate	F	439
Camden	2011	Postgraduate	M	424
Camden	2016		F	20179
Camden	2016		M	17803
Camden	2016	Certificate nfd	F	699
Camden	2016	Certificate nfd	M	415
Camden	2016	Certificate I and II Level	F	443
Camden	2016	Certificate I and II Level	M	168
Camden	2016	Certificate III and IV Level	F	3071
Camden	2016	Certificate III and IV Level	M	6946
Camden	2016	Advanced Diploma and Diploma	F	2982
Camden	2016	Advanced Diploma and Diploma	M	2045
Camden	2016	Bachelor	F	3481
Camden	2016	Bachelor	M	2116
Camden	2016	Graduate Diploma and Graduate Certificate	F	501
Camden	2016	Graduate Diploma and Graduate Certificate	M	241
Camden	2016	Postgraduate	F	791
Camden	2016	Postgraduate	M	632
Campbelltown (NSW)	2006		F	57295
Campbelltown (NSW)	2006		M	49951
Campbelltown (NSW)	2006	Certificate nfd	F	1419
Campbelltown (NSW)	2006	Certificate nfd	M	714
Campbelltown (NSW)	2006	Certificate I and II Level	F	1129
Campbelltown (NSW)	2006	Certificate I and II Level	M	552
Campbelltown (NSW)	2006	Certificate III and IV Level	F	4170
Campbelltown (NSW)	2006	Certificate III and IV Level	M	12437
Campbelltown (NSW)	2006	Advanced Diploma and Diploma	F	3811
Campbelltown (NSW)	2006	Advanced Diploma and Diploma	M	2824
Campbelltown (NSW)	2006	Bachelor	F	4429
Campbelltown (NSW)	2006	Bachelor	M	3382
Campbelltown (NSW)	2006	Graduate Diploma and Graduate Certificate	F	449
Campbelltown (NSW)	2006	Graduate Diploma and Graduate Certificate	M	287
Campbelltown (NSW)	2006	Postgraduate	F	650
Campbelltown (NSW)	2006	Postgraduate	M	922
Campbelltown (NSW)	2011		F	54653
Campbelltown (NSW)	2011		M	48230
Campbelltown (NSW)	2011	Certificate nfd	F	1381
Campbelltown (NSW)	2011	Certificate nfd	M	676
Campbelltown (NSW)	2011	Certificate I and II Level	F	1178
Campbelltown (NSW)	2011	Certificate I and II Level	M	612
Campbelltown (NSW)	2011	Certificate III and IV Level	F	5907
Campbelltown (NSW)	2011	Certificate III and IV Level	M	13160
Campbelltown (NSW)	2011	Advanced Diploma and Diploma	F	4687
Campbelltown (NSW)	2011	Advanced Diploma and Diploma	M	3399
Campbelltown (NSW)	2011	Bachelor	F	5624
Campbelltown (NSW)	2011	Bachelor	M	4185
Campbelltown (NSW)	2011	Graduate Diploma and Graduate Certificate	F	542
Campbelltown (NSW)	2011	Graduate Diploma and Graduate Certificate	M	343
Campbelltown (NSW)	2011	Postgraduate	F	1206
Campbelltown (NSW)	2011	Postgraduate	M	1377
Campbelltown (NSW)	2016		F	53657
Campbelltown (NSW)	2016		M	49607
Campbelltown (NSW)	2016	Certificate nfd	F	1785
Campbelltown (NSW)	2016	Certificate nfd	M	1108
Campbelltown (NSW)	2016	Certificate I and II Level	F	1136
Campbelltown (NSW)	2016	Certificate I and II Level	M	549
Campbelltown (NSW)	2016	Certificate III and IV Level	F	7220
Campbelltown (NSW)	2016	Certificate III and IV Level	M	13700
Campbelltown (NSW)	2016	Advanced Diploma and Diploma	F	6181
Campbelltown (NSW)	2016	Advanced Diploma and Diploma	M	4345
Campbelltown (NSW)	2016	Bachelor	F	7572
Campbelltown (NSW)	2016	Bachelor	M	5645
Campbelltown (NSW)	2016	Graduate Diploma and Graduate Certificate	F	737
Campbelltown (NSW)	2016	Graduate Diploma and Graduate Certificate	M	476
Campbelltown (NSW)	2016	Postgraduate	F	2271
Campbelltown (NSW)	2016	Postgraduate	M	2407
Wollondilly	2006		F	12918
Wollondilly	2006		M	11225
Wollondilly	2006	Certificate nfd	F	370
Wollondilly	2006	Certificate nfd	M	179
Wollondilly	2006	Certificate I and II Level	F	229
Wollondilly	2006	Certificate I and II Level	M	94
Wollondilly	2006	Certificate III and IV Level	F	1145
Wollondilly	2006	Certificate III and IV Level	M	4287
Wollondilly	2006	Advanced Diploma and Diploma	F	1080
Wollondilly	2006	Advanced Diploma and Diploma	M	688
Wollondilly	2006	Bachelor	F	1199
Wollondilly	2006	Bachelor	M	710
Wollondilly	2006	Graduate Diploma and Graduate Certificate	F	192
Wollondilly	2006	Graduate Diploma and Graduate Certificate	M	101
Wollondilly	2006	Postgraduate	F	159
Wollondilly	2006	Postgraduate	M	185
Wollondilly	2011		F	12658
Wollondilly	2011		M	11227
Wollondilly	2011	Certificate nfd	F	387
Wollondilly	2011	Certificate nfd	M	169
Wollondilly	2011	Certificate I and II Level	F	304
Wollondilly	2011	Certificate I and II Level	M	115
Wollondilly	2011	Certificate III and IV Level	F	1598
Wollondilly	2011	Certificate III and IV Level	M	4743
Wollondilly	2011	Advanced Diploma and Diploma	F	1329
Wollondilly	2011	Advanced Diploma and Diploma	M	784
Wollondilly	2011	Bachelor	F	1434
Wollondilly	2011	Bachelor	M	805
Wollondilly	2011	Graduate Diploma and Graduate Certificate	F	220
Wollondilly	2011	Graduate Diploma and Graduate Certificate	M	111
Wollondilly	2011	Postgraduate	F	286
Wollondilly	2011	Postgraduate	M	234
Wollondilly	2016		F	13101
Wollondilly	2016		M	11983
Wollondilly	2016	Certificate nfd	F	529
Wollondilly	2016	Certificate nfd	M	296
Wollondilly	2016	Certificate I and II Level	F	341
Wollondilly	2016	Certificate I and II Level	M	125
Wollondilly	2016	Certificate III and IV Level	F	2224
Wollondilly	2016	Certificate III and IV Level	M	5567
Wollondilly	2016	Advanced Diploma and Diploma	F	1884
Wollondilly	2016	Advanced Diploma and Diploma	M	1072
Wollondilly	2016	Bachelor	F	1792
Wollondilly	2016	Bachelor	M	1032
Wollondilly	2016	Graduate Diploma and Graduate Certificate	F	289
Wollondilly	2016	Graduate Diploma and Graduate Certificate	M	127
Wollondilly	2016	Postgraduate	F	473
Wollondilly	2016	Postgraduate	M	321
Blue Mountains	2006		F	23583
Blue Mountains	2006		M	20417
Blue Mountains	2006	Certificate nfd	F	963
Blue Mountains	2006	Certificate nfd	M	551
Blue Mountains	2006	Certificate I and II Level	F	491
Blue Mountains	2006	Certificate I and II Level	M	282
Blue Mountains	2006	Certificate III and IV Level	F	2374
Blue Mountains	2006	Certificate III and IV Level	M	6595
Blue Mountains	2006	Advanced Diploma and Diploma	F	3555
Blue Mountains	2006	Advanced Diploma and Diploma	M	2398
Blue Mountains	2006	Bachelor	F	5015
Blue Mountains	2006	Bachelor	M	3774
Blue Mountains	2006	Graduate Diploma and Graduate Certificate	F	918
Blue Mountains	2006	Graduate Diploma and Graduate Certificate	M	560
Blue Mountains	2006	Postgraduate	F	1138
Blue Mountains	2006	Postgraduate	M	1234
Blue Mountains	2011		F	22428
Blue Mountains	2011		M	19784
Blue Mountains	2011	Certificate nfd	F	890
Blue Mountains	2011	Certificate nfd	M	493
Blue Mountains	2011	Certificate I and II Level	F	510
Blue Mountains	2011	Certificate I and II Level	M	310
Blue Mountains	2011	Certificate III and IV Level	F	3056
Blue Mountains	2011	Certificate III and IV Level	M	7033
Blue Mountains	2011	Advanced Diploma and Diploma	F	3792
Blue Mountains	2011	Advanced Diploma and Diploma	M	2695
Blue Mountains	2011	Bachelor	F	5800
Blue Mountains	2011	Bachelor	M	4083
Blue Mountains	2011	Graduate Diploma and Graduate Certificate	F	1062
Blue Mountains	2011	Graduate Diploma and Graduate Certificate	M	647
Blue Mountains	2011	Postgraduate	F	1584
Blue Mountains	2011	Postgraduate	M	1527
Blue Mountains	2016		F	20366
Blue Mountains	2016		M	18703
Blue Mountains	2016	Certificate nfd	F	1054
Blue Mountains	2016	Certificate nfd	M	666
Blue Mountains	2016	Certificate I and II Level	F	437
Blue Mountains	2016	Certificate I and II Level	M	270
Blue Mountains	2016	Certificate III and IV Level	F	3435
Blue Mountains	2016	Certificate III and IV Level	M	7197
Blue Mountains	2016	Advanced Diploma and Diploma	F	4309
Blue Mountains	2016	Advanced Diploma and Diploma	M	3032
Blue Mountains	2016	Bachelor	F	6506
Blue Mountains	2016	Bachelor	M	4503
Blue Mountains	2016	Graduate Diploma and Graduate Certificate	F	1327
Blue Mountains	2016	Graduate Diploma and Graduate Certificate	M	704
Blue Mountains	2016	Postgraduate	F	2256
Blue Mountains	2016	Postgraduate	M	1930
Blue Mountains - South	2006		F	0
Blue Mountains - South	2006		M	0
Blue Mountains - South	2006	Certificate nfd	F	0
Blue Mountains - South	2006	Certificate nfd	M	0
Blue Mountains - South	2006	Certificate I and II Level	F	0
Blue Mountains - South	2006	Certificate I and II Level	M	0
Blue Mountains - South	2006	Certificate III and IV Level	F	0
Blue Mountains - South	2006	Certificate III and IV Level	M	0
Blue Mountains - South	2006	Advanced Diploma and Diploma	F	0
Blue Mountains - South	2006	Advanced Diploma and Diploma	M	0
Blue Mountains - South	2006	Bachelor	F	0
Blue Mountains - South	2006	Bachelor	M	0
Blue Mountains - South	2006	Graduate Diploma and Graduate Certificate	F	0
Blue Mountains - South	2006	Graduate Diploma and Graduate Certificate	M	0
Blue Mountains - South	2006	Postgraduate	F	0
Blue Mountains - South	2006	Postgraduate	M	0
Blue Mountains - South	2011		F	6
Blue Mountains - South	2011		M	3
Blue Mountains - South	2011	Certificate nfd	F	0
Blue Mountains - South	2011	Certificate nfd	M	0
Blue Mountains - South	2011	Certificate I and II Level	F	0
Blue Mountains - South	2011	Certificate I and II Level	M	0
Blue Mountains - South	2011	Certificate III and IV Level	F	0
Blue Mountains - South	2011	Certificate III and IV Level	M	0
Blue Mountains - South	2011	Advanced Diploma and Diploma	F	0
Blue Mountains - South	2011	Advanced Diploma and Diploma	M	0
Blue Mountains - South	2011	Bachelor	F	0
Blue Mountains - South	2011	Bachelor	M	0
Blue Mountains - South	2011	Graduate Diploma and Graduate Certificate	F	0
Blue Mountains - South	2011	Graduate Diploma and Graduate Certificate	M	0
Blue Mountains - South	2011	Postgraduate	F	0
Blue Mountains - South	2011	Postgraduate	M	0
Blue Mountains - South	2016		F	0
Blue Mountains - South	2016		M	3
Blue Mountains - South	2016	Certificate nfd	F	0
Blue Mountains - South	2016	Certificate nfd	M	0
Blue Mountains - South	2016	Certificate I and II Level	F	0
Blue Mountains - South	2016	Certificate I and II Level	M	0
Blue Mountains - South	2016	Certificate III and IV Level	F	0
Blue Mountains - South	2016	Certificate III and IV Level	M	0
Blue Mountains - South	2016	Advanced Diploma and Diploma	F	0
Blue Mountains - South	2016	Advanced Diploma and Diploma	M	0
Blue Mountains - South	2016	Bachelor	F	0
Blue Mountains - South	2016	Bachelor	M	0
Blue Mountains - South	2016	Graduate Diploma and Graduate Certificate	F	0
Blue Mountains - South	2016	Graduate Diploma and Graduate Certificate	M	0
Blue Mountains - South	2016	Postgraduate	F	0
Blue Mountains - South	2016	Postgraduate	M	0
Penrith	2006		F	45752
Penrith	2006		M	39250
Penrith	2006	Certificate nfd	F	1262
Penrith	2006	Certificate nfd	M	653
Penrith	2006	Certificate I and II Level	F	966
Penrith	2006	Certificate I and II Level	M	449
Penrith	2006	Certificate III and IV Level	F	4166
Penrith	2006	Certificate III and IV Level	M	11978
Penrith	2006	Advanced Diploma and Diploma	F	3401
Penrith	2006	Advanced Diploma and Diploma	M	2453
Penrith	2006	Bachelor	F	3978
Penrith	2006	Bachelor	M	2872
Penrith	2006	Graduate Diploma and Graduate Certificate	F	492
Penrith	2006	Graduate Diploma and Graduate Certificate	M	316
Penrith	2006	Postgraduate	F	483
Penrith	2006	Postgraduate	M	682
Penrith	2011		F	44723
Penrith	2011		M	39240
Penrith	2011	Certificate nfd	F	1242
Penrith	2011	Certificate nfd	M	597
Penrith	2011	Certificate I and II Level	F	1047
Penrith	2011	Certificate I and II Level	M	488
Penrith	2011	Certificate III and IV Level	F	5701
Penrith	2011	Certificate III and IV Level	M	13182
Penrith	2011	Advanced Diploma and Diploma	F	4252
Penrith	2011	Advanced Diploma and Diploma	M	3040
Penrith	2011	Bachelor	F	4988
Penrith	2011	Bachelor	M	3318
Penrith	2011	Graduate Diploma and Graduate Certificate	F	610
Penrith	2011	Graduate Diploma and Graduate Certificate	M	375
Penrith	2011	Postgraduate	F	932
Penrith	2011	Postgraduate	M	939
Penrith	2016		F	45868
Penrith	2016		M	42076
Penrith	2016	Certificate nfd	F	1570
Penrith	2016	Certificate nfd	M	962
Penrith	2016	Certificate I and II Level	F	998
Penrith	2016	Certificate I and II Level	M	402
Penrith	2016	Certificate III and IV Level	F	7358
Penrith	2016	Certificate III and IV Level	M	14730
Penrith	2016	Advanced Diploma and Diploma	F	5810
Penrith	2016	Advanced Diploma and Diploma	M	3970
Penrith	2016	Bachelor	F	6811
Penrith	2016	Bachelor	M	4377
Penrith	2016	Graduate Diploma and Graduate Certificate	F	847
Penrith	2016	Graduate Diploma and Graduate Certificate	M	445
Penrith	2016	Postgraduate	F	1868
Penrith	2016	Postgraduate	M	1597
Richmond - Windsor	2006		F	13495
Richmond - Windsor	2006		M	11955
Richmond - Windsor	2006	Certificate nfd	F	381
Richmond - Windsor	2006	Certificate nfd	M	173
Richmond - Windsor	2006	Certificate I and II Level	F	295
Richmond - Windsor	2006	Certificate I and II Level	M	111
Richmond - Windsor	2006	Certificate III and IV Level	F	1264
Richmond - Windsor	2006	Certificate III and IV Level	M	3664
Richmond - Windsor	2006	Advanced Diploma and Diploma	F	921
Richmond - Windsor	2006	Advanced Diploma and Diploma	M	693
Richmond - Windsor	2006	Bachelor	F	1093
Richmond - Windsor	2006	Bachelor	M	640
Richmond - Windsor	2006	Graduate Diploma and Graduate Certificate	F	143
Richmond - Windsor	2006	Graduate Diploma and Graduate Certificate	M	63
Richmond - Windsor	2006	Postgraduate	F	136
Richmond - Windsor	2006	Postgraduate	M	159
Richmond - Windsor	2011		F	12733
Richmond - Windsor	2011		M	11662
Richmond - Windsor	2011	Certificate nfd	F	365
Richmond - Windsor	2011	Certificate nfd	M	135
Richmond - Windsor	2011	Certificate I and II Level	F	327
Richmond - Windsor	2011	Certificate I and II Level	M	143
Richmond - Windsor	2011	Certificate III and IV Level	F	1711
Richmond - Windsor	2011	Certificate III and IV Level	M	3942
Richmond - Windsor	2011	Advanced Diploma and Diploma	F	1237
Richmond - Windsor	2011	Advanced Diploma and Diploma	M	817
Richmond - Windsor	2011	Bachelor	F	1275
Richmond - Windsor	2011	Bachelor	M	706
Richmond - Windsor	2011	Graduate Diploma and Graduate Certificate	F	165
Richmond - Windsor	2011	Graduate Diploma and Graduate Certificate	M	78
Richmond - Windsor	2011	Postgraduate	F	222
Richmond - Windsor	2011	Postgraduate	M	231
Richmond - Windsor	2016		F	12108
Richmond - Windsor	2016		M	11472
Richmond - Windsor	2016	Certificate nfd	F	454
Richmond - Windsor	2016	Certificate nfd	M	242
Richmond - Windsor	2016	Certificate I and II Level	F	279
Richmond - Windsor	2016	Certificate I and II Level	M	117
Richmond - Windsor	2016	Certificate III and IV Level	F	2083
Richmond - Windsor	2016	Certificate III and IV Level	M	4238
Richmond - Windsor	2016	Advanced Diploma and Diploma	F	1446
Richmond - Windsor	2016	Advanced Diploma and Diploma	M	918
Richmond - Windsor	2016	Bachelor	F	1498
Richmond - Windsor	2016	Bachelor	M	760
Richmond - Windsor	2016	Graduate Diploma and Graduate Certificate	F	220
Richmond - Windsor	2016	Graduate Diploma and Graduate Certificate	M	94
Richmond - Windsor	2016	Postgraduate	F	332
Richmond - Windsor	2016	Postgraduate	M	284
St Marys	2006		F	20437
St Marys	2006		M	18113
St Marys	2006	Certificate nfd	F	424
St Marys	2006	Certificate nfd	M	223
St Marys	2006	Certificate I and II Level	F	392
St Marys	2006	Certificate I and II Level	M	172
St Marys	2006	Certificate III and IV Level	F	1536
St Marys	2006	Certificate III and IV Level	M	4727
St Marys	2006	Advanced Diploma and Diploma	F	1168
St Marys	2006	Advanced Diploma and Diploma	M	872
St Marys	2006	Bachelor	F	1310
St Marys	2006	Bachelor	M	944
St Marys	2006	Graduate Diploma and Graduate Certificate	F	118
St Marys	2006	Graduate Diploma and Graduate Certificate	M	61
St Marys	2006	Postgraduate	F	130
St Marys	2006	Postgraduate	M	190
St Marys	2011		F	19520
St Marys	2011		M	17834
St Marys	2011	Certificate nfd	F	483
St Marys	2011	Certificate nfd	M	208
St Marys	2011	Certificate I and II Level	F	410
St Marys	2011	Certificate I and II Level	M	206
St Marys	2011	Certificate III and IV Level	F	2198
St Marys	2011	Certificate III and IV Level	M	5014
St Marys	2011	Advanced Diploma and Diploma	F	1497
St Marys	2011	Advanced Diploma and Diploma	M	1062
St Marys	2011	Bachelor	F	1672
St Marys	2011	Bachelor	M	1189
St Marys	2011	Graduate Diploma and Graduate Certificate	F	150
St Marys	2011	Graduate Diploma and Graduate Certificate	M	78
St Marys	2011	Postgraduate	F	263
St Marys	2011	Postgraduate	M	280
St Marys	2016		F	18742
St Marys	2016		M	17776
St Marys	2016	Certificate nfd	F	570
St Marys	2016	Certificate nfd	M	376
St Marys	2016	Certificate I and II Level	F	389
St Marys	2016	Certificate I and II Level	M	204
St Marys	2016	Certificate III and IV Level	F	2849
St Marys	2016	Certificate III and IV Level	M	5146
St Marys	2016	Advanced Diploma and Diploma	F	1960
St Marys	2016	Advanced Diploma and Diploma	M	1258
St Marys	2016	Bachelor	F	2047
St Marys	2016	Bachelor	M	1469
St Marys	2016	Graduate Diploma and Graduate Certificate	F	208
St Marys	2016	Graduate Diploma and Graduate Certificate	M	102
St Marys	2016	Postgraduate	F	453
St Marys	2016	Postgraduate	M	448
Auburn	2006		F	24395
Auburn	2006		M	25370
Auburn	2006	Certificate nfd	F	323
Auburn	2006	Certificate nfd	M	249
Auburn	2006	Certificate I and II Level	F	283
Auburn	2006	Certificate I and II Level	M	161
Auburn	2006	Certificate III and IV Level	F	1089
Auburn	2006	Certificate III and IV Level	M	2778
Auburn	2006	Advanced Diploma and Diploma	F	1747
Auburn	2006	Advanced Diploma and Diploma	M	1484
Auburn	2006	Bachelor	F	3031
Auburn	2006	Bachelor	M	3090
Auburn	2006	Graduate Diploma and Graduate Certificate	F	177
Auburn	2006	Graduate Diploma and Graduate Certificate	M	159
Auburn	2006	Postgraduate	F	668
Auburn	2006	Postgraduate	M	1111
Auburn	2011		F	25046
Auburn	2011		M	26184
Auburn	2011	Certificate nfd	F	360
Auburn	2011	Certificate nfd	M	249
Auburn	2011	Certificate I and II Level	F	363
Auburn	2011	Certificate I and II Level	M	188
Auburn	2011	Certificate III and IV Level	F	1439
Auburn	2011	Certificate III and IV Level	M	3046
Auburn	2011	Advanced Diploma and Diploma	F	2443
Auburn	2011	Advanced Diploma and Diploma	M	2418
Auburn	2011	Bachelor	F	4636
Auburn	2011	Bachelor	M	4437
Auburn	2011	Graduate Diploma and Graduate Certificate	F	276
Auburn	2011	Graduate Diploma and Graduate Certificate	M	256
Auburn	2011	Postgraduate	F	1292
Auburn	2011	Postgraduate	M	1791
Auburn	2016		F	26829
Auburn	2016		M	31014
Auburn	2016	Certificate nfd	F	566
Auburn	2016	Certificate nfd	M	469
Auburn	2016	Certificate I and II Level	F	288
Auburn	2016	Certificate I and II Level	M	213
Auburn	2016	Certificate III and IV Level	F	1713
Auburn	2016	Certificate III and IV Level	M	3441
Auburn	2016	Advanced Diploma and Diploma	F	3134
Auburn	2016	Advanced Diploma and Diploma	M	2930
Auburn	2016	Bachelor	F	6618
Auburn	2016	Bachelor	M	6580
Auburn	2016	Graduate Diploma and Graduate Certificate	F	478
Auburn	2016	Graduate Diploma and Graduate Certificate	M	349
Auburn	2016	Postgraduate	F	2290
Auburn	2016	Postgraduate	M	2755
Carlingford	2006		F	18768
Carlingford	2006		M	16084
Carlingford	2006	Certificate nfd	F	631
Carlingford	2006	Certificate nfd	M	297
Carlingford	2006	Certificate I and II Level	F	318
Carlingford	2006	Certificate I and II Level	M	164
Carlingford	2006	Certificate III and IV Level	F	1242
Carlingford	2006	Certificate III and IV Level	M	3830
Carlingford	2006	Advanced Diploma and Diploma	F	2391
Carlingford	2006	Advanced Diploma and Diploma	M	1714
Carlingford	2006	Bachelor	F	3811
Carlingford	2006	Bachelor	M	3716
Carlingford	2006	Graduate Diploma and Graduate Certificate	F	366
Carlingford	2006	Graduate Diploma and Graduate Certificate	M	225
Carlingford	2006	Postgraduate	F	853
Carlingford	2006	Postgraduate	M	1257
Carlingford	2011		F	18500
Carlingford	2011		M	16574
Carlingford	2011	Certificate nfd	F	591
Carlingford	2011	Certificate nfd	M	314
Carlingford	2011	Certificate I and II Level	F	286
Carlingford	2011	Certificate I and II Level	M	178
Carlingford	2011	Certificate III and IV Level	F	1497
Carlingford	2011	Certificate III and IV Level	M	3802
Carlingford	2011	Advanced Diploma and Diploma	F	2645
Carlingford	2011	Advanced Diploma and Diploma	M	2021
Carlingford	2011	Bachelor	F	4771
Carlingford	2011	Bachelor	M	4357
Carlingford	2011	Graduate Diploma and Graduate Certificate	F	481
Carlingford	2011	Graduate Diploma and Graduate Certificate	M	299
Carlingford	2011	Postgraduate	F	1446
Carlingford	2011	Postgraduate	M	1835
Carlingford	2016		F	19137
Carlingford	2016		M	17612
Carlingford	2016	Certificate nfd	F	703
Carlingford	2016	Certificate nfd	M	429
Carlingford	2016	Certificate I and II Level	F	280
Carlingford	2016	Certificate I and II Level	M	149
Carlingford	2016	Certificate III and IV Level	F	1724
Carlingford	2016	Certificate III and IV Level	M	3883
Carlingford	2016	Advanced Diploma and Diploma	F	3056
Carlingford	2016	Advanced Diploma and Diploma	M	2265
Carlingford	2016	Bachelor	F	6023
Carlingford	2016	Bachelor	M	5497
Carlingford	2016	Graduate Diploma and Graduate Certificate	F	604
Carlingford	2016	Graduate Diploma and Graduate Certificate	M	380
Carlingford	2016	Postgraduate	F	2319
Carlingford	2016	Postgraduate	M	2515
Merrylands - Guildford	2006		F	48830
Merrylands - Guildford	2006		M	44754
Merrylands - Guildford	2006	Certificate nfd	F	1029
Merrylands - Guildford	2006	Certificate nfd	M	566
Merrylands - Guildford	2006	Certificate I and II Level	F	805
Merrylands - Guildford	2006	Certificate I and II Level	M	366
Merrylands - Guildford	2006	Certificate III and IV Level	F	2921
Merrylands - Guildford	2006	Certificate III and IV Level	M	8578
Merrylands - Guildford	2006	Advanced Diploma and Diploma	F	3429
Merrylands - Guildford	2006	Advanced Diploma and Diploma	M	2565
Merrylands - Guildford	2006	Bachelor	F	4175
Merrylands - Guildford	2006	Bachelor	M	3635
Merrylands - Guildford	2006	Graduate Diploma and Graduate Certificate	F	290
Merrylands - Guildford	2006	Graduate Diploma and Graduate Certificate	M	212
Merrylands - Guildford	2006	Postgraduate	F	558
Merrylands - Guildford	2006	Postgraduate	M	870
Merrylands - Guildford	2011		F	50567
Merrylands - Guildford	2011		M	47101
Merrylands - Guildford	2011	Certificate nfd	F	1050
Merrylands - Guildford	2011	Certificate nfd	M	550
Merrylands - Guildford	2011	Certificate I and II Level	F	804
Merrylands - Guildford	2011	Certificate I and II Level	M	410
Merrylands - Guildford	2011	Certificate III and IV Level	F	3913
Merrylands - Guildford	2011	Certificate III and IV Level	M	9177
Merrylands - Guildford	2011	Advanced Diploma and Diploma	F	4444
Merrylands - Guildford	2011	Advanced Diploma and Diploma	M	3600
Merrylands - Guildford	2011	Bachelor	F	5811
Merrylands - Guildford	2011	Bachelor	M	4898
Merrylands - Guildford	2011	Graduate Diploma and Graduate Certificate	F	405
Merrylands - Guildford	2011	Graduate Diploma and Graduate Certificate	M	306
Merrylands - Guildford	2011	Postgraduate	F	1282
Merrylands - Guildford	2011	Postgraduate	M	1591
Merrylands - Guildford	2016		F	52285
Merrylands - Guildford	2016		M	51632
Merrylands - Guildford	2016	Certificate nfd	F	1328
Merrylands - Guildford	2016	Certificate nfd	M	942
Merrylands - Guildford	2016	Certificate I and II Level	F	790
