SA3_NAME16	Year	NonSchoolQualification	Sex	persons
Clarence Valley	2016	Graduate Diploma and Graduate Certificate	M	193
Clarence Valley	2016	Postgraduate	F	284
Clarence Valley	2016	Postgraduate	M	290
Coffs Harbour	2006		F	29201
Coffs Harbour	2006		M	24925
Coffs Harbour	2006	Certificate nfd	F	850
Coffs Harbour	2006	Certificate nfd	M	387
Coffs Harbour	2006	Certificate I and II Level	F	659
Coffs Harbour	2006	Certificate I and II Level	M	298
Coffs Harbour	2006	Certificate III and IV Level	F	2835
Coffs Harbour	2006	Certificate III and IV Level	M	7803
Coffs Harbour	2006	Advanced Diploma and Diploma	F	2711
Coffs Harbour	2006	Advanced Diploma and Diploma	M	1589
Coffs Harbour	2006	Bachelor	F	2846
Coffs Harbour	2006	Bachelor	M	2191
Coffs Harbour	2006	Graduate Diploma and Graduate Certificate	F	477
Coffs Harbour	2006	Graduate Diploma and Graduate Certificate	M	278
Coffs Harbour	2006	Postgraduate	F	322
Coffs Harbour	2006	Postgraduate	M	432
Coffs Harbour	2011		F	28060
Coffs Harbour	2011		M	24550
Coffs Harbour	2011	Certificate nfd	F	892
Coffs Harbour	2011	Certificate nfd	M	396
Coffs Harbour	2011	Certificate I and II Level	F	718
Coffs Harbour	2011	Certificate I and II Level	M	373
Coffs Harbour	2011	Certificate III and IV Level	F	3931
Coffs Harbour	2011	Certificate III and IV Level	M	8723
Coffs Harbour	2011	Advanced Diploma and Diploma	F	3164
Coffs Harbour	2011	Advanced Diploma and Diploma	M	1904
Coffs Harbour	2011	Bachelor	F	3929
Coffs Harbour	2011	Bachelor	M	2667
Coffs Harbour	2011	Graduate Diploma and Graduate Certificate	F	594
Coffs Harbour	2011	Graduate Diploma and Graduate Certificate	M	299
Coffs Harbour	2011	Postgraduate	F	558
Coffs Harbour	2011	Postgraduate	M	599
Coffs Harbour	2016		F	27314
Coffs Harbour	2016		M	24769
Coffs Harbour	2016	Certificate nfd	F	1180
Coffs Harbour	2016	Certificate nfd	M	612
Coffs Harbour	2016	Certificate I and II Level	F	786
Coffs Harbour	2016	Certificate I and II Level	M	395
Coffs Harbour	2016	Certificate III and IV Level	F	4485
Coffs Harbour	2016	Certificate III and IV Level	M	9248
Coffs Harbour	2016	Advanced Diploma and Diploma	F	4089
Coffs Harbour	2016	Advanced Diploma and Diploma	M	2347
Coffs Harbour	2016	Bachelor	F	4900
Coffs Harbour	2016	Bachelor	M	3166
Coffs Harbour	2016	Graduate Diploma and Graduate Certificate	F	754
Coffs Harbour	2016	Graduate Diploma and Graduate Certificate	M	412
Coffs Harbour	2016	Postgraduate	F	836
Coffs Harbour	2016	Postgraduate	M	728
Bourke - Cobar - Coonamble	2006		F	10170
Bourke - Cobar - Coonamble	2006		M	11032
Bourke - Cobar - Coonamble	2006	Certificate nfd	F	149
Bourke - Cobar - Coonamble	2006	Certificate nfd	M	108
Bourke - Cobar - Coonamble	2006	Certificate I and II Level	F	184
Bourke - Cobar - Coonamble	2006	Certificate I and II Level	M	65
Bourke - Cobar - Coonamble	2006	Certificate III and IV Level	F	676
Bourke - Cobar - Coonamble	2006	Certificate III and IV Level	M	1949
Bourke - Cobar - Coonamble	2006	Advanced Diploma and Diploma	F	550
Bourke - Cobar - Coonamble	2006	Advanced Diploma and Diploma	M	319
Bourke - Cobar - Coonamble	2006	Bachelor	F	782
Bourke - Cobar - Coonamble	2006	Bachelor	M	417
Bourke - Cobar - Coonamble	2006	Graduate Diploma and Graduate Certificate	F	91
Bourke - Cobar - Coonamble	2006	Graduate Diploma and Graduate Certificate	M	41
Bourke - Cobar - Coonamble	2006	Postgraduate	F	58
Bourke - Cobar - Coonamble	2006	Postgraduate	M	42
Bourke - Cobar - Coonamble	2011		F	9396
Bourke - Cobar - Coonamble	2011		M	9967
Bourke - Cobar - Coonamble	2011	Certificate nfd	F	151
Bourke - Cobar - Coonamble	2011	Certificate nfd	M	101
Bourke - Cobar - Coonamble	2011	Certificate I and II Level	F	186
Bourke - Cobar - Coonamble	2011	Certificate I and II Level	M	80
Bourke - Cobar - Coonamble	2011	Certificate III and IV Level	F	875
Bourke - Cobar - Coonamble	2011	Certificate III and IV Level	M	2047
Bourke - Cobar - Coonamble	2011	Advanced Diploma and Diploma	F	562
Bourke - Cobar - Coonamble	2011	Advanced Diploma and Diploma	M	349
Bourke - Cobar - Coonamble	2011	Bachelor	F	875
Bourke - Cobar - Coonamble	2011	Bachelor	M	426
Bourke - Cobar - Coonamble	2011	Graduate Diploma and Graduate Certificate	F	104
Bourke - Cobar - Coonamble	2011	Graduate Diploma and Graduate Certificate	M	31
Bourke - Cobar - Coonamble	2011	Postgraduate	F	80
Bourke - Cobar - Coonamble	2011	Postgraduate	M	63
Bourke - Cobar - Coonamble	2016		F	8728
Bourke - Cobar - Coonamble	2016		M	9175
Bourke - Cobar - Coonamble	2016	Certificate nfd	F	187
Bourke - Cobar - Coonamble	2016	Certificate nfd	M	134
Bourke - Cobar - Coonamble	2016	Certificate I and II Level	F	193
Bourke - Cobar - Coonamble	2016	Certificate I and II Level	M	96
Bourke - Cobar - Coonamble	2016	Certificate III and IV Level	F	888
Bourke - Cobar - Coonamble	2016	Certificate III and IV Level	M	1981
Bourke - Cobar - Coonamble	2016	Advanced Diploma and Diploma	F	701
Bourke - Cobar - Coonamble	2016	Advanced Diploma and Diploma	M	379
Bourke - Cobar - Coonamble	2016	Bachelor	F	913
Bourke - Cobar - Coonamble	2016	Bachelor	M	432
Bourke - Cobar - Coonamble	2016	Graduate Diploma and Graduate Certificate	F	99
Bourke - Cobar - Coonamble	2016	Graduate Diploma and Graduate Certificate	M	40
Bourke - Cobar - Coonamble	2016	Postgraduate	F	125
Bourke - Cobar - Coonamble	2016	Postgraduate	M	77
Broken Hill and Far West	2006		F	9117
Broken Hill and Far West	2006		M	8183
Broken Hill and Far West	2006	Certificate nfd	F	155
Broken Hill and Far West	2006	Certificate nfd	M	69
Broken Hill and Far West	2006	Certificate I and II Level	F	156
Broken Hill and Far West	2006	Certificate I and II Level	M	87
Broken Hill and Far West	2006	Certificate III and IV Level	F	686
Broken Hill and Far West	2006	Certificate III and IV Level	M	1859
Broken Hill and Far West	2006	Advanced Diploma and Diploma	F	357
Broken Hill and Far West	2006	Advanced Diploma and Diploma	M	265
Broken Hill and Far West	2006	Bachelor	F	533
Broken Hill and Far West	2006	Bachelor	M	295
Broken Hill and Far West	2006	Graduate Diploma and Graduate Certificate	F	109
Broken Hill and Far West	2006	Graduate Diploma and Graduate Certificate	M	48
Broken Hill and Far West	2006	Postgraduate	F	51
Broken Hill and Far West	2006	Postgraduate	M	59
Broken Hill and Far West	2011		F	8340
Broken Hill and Far West	2011		M	7562
Broken Hill and Far West	2011	Certificate nfd	F	141
Broken Hill and Far West	2011	Certificate nfd	M	85
Broken Hill and Far West	2011	Certificate I and II Level	F	169
Broken Hill and Far West	2011	Certificate I and II Level	M	82
Broken Hill and Far West	2011	Certificate III and IV Level	F	889
Broken Hill and Far West	2011	Certificate III and IV Level	M	1977
Broken Hill and Far West	2011	Advanced Diploma and Diploma	F	404
Broken Hill and Far West	2011	Advanced Diploma and Diploma	M	322
Broken Hill and Far West	2011	Bachelor	F	610
Broken Hill and Far West	2011	Bachelor	M	308
Broken Hill and Far West	2011	Graduate Diploma and Graduate Certificate	F	112
Broken Hill and Far West	2011	Graduate Diploma and Graduate Certificate	M	56
Broken Hill and Far West	2011	Postgraduate	F	85
Broken Hill and Far West	2011	Postgraduate	M	62
Broken Hill and Far West	2016		F	7355
Broken Hill and Far West	2016		M	6837
Broken Hill and Far West	2016	Certificate nfd	F	233
Broken Hill and Far West	2016	Certificate nfd	M	94
Broken Hill and Far West	2016	Certificate I and II Level	F	169
Broken Hill and Far West	2016	Certificate I and II Level	M	84
Broken Hill and Far West	2016	Certificate III and IV Level	F	1004
Broken Hill and Far West	2016	Certificate III and IV Level	M	2145
Broken Hill and Far West	2016	Advanced Diploma and Diploma	F	569
Broken Hill and Far West	2016	Advanced Diploma and Diploma	M	346
Broken Hill and Far West	2016	Bachelor	F	664
Broken Hill and Far West	2016	Bachelor	M	324
Broken Hill and Far West	2016	Graduate Diploma and Graduate Certificate	F	125
Broken Hill and Far West	2016	Graduate Diploma and Graduate Certificate	M	63
Broken Hill and Far West	2016	Postgraduate	F	132
Broken Hill and Far West	2016	Postgraduate	M	72
Dubbo	2006		F	25795
Dubbo	2006		M	23522
Dubbo	2006	Certificate nfd	F	572
Dubbo	2006	Certificate nfd	M	297
Dubbo	2006	Certificate I and II Level	F	565
Dubbo	2006	Certificate I and II Level	M	229
Dubbo	2006	Certificate III and IV Level	F	2299
Dubbo	2006	Certificate III and IV Level	M	5550
Dubbo	2006	Advanced Diploma and Diploma	F	1585
Dubbo	2006	Advanced Diploma and Diploma	M	948
Dubbo	2006	Bachelor	F	2240
Dubbo	2006	Bachelor	M	1288
Dubbo	2006	Graduate Diploma and Graduate Certificate	F	336
Dubbo	2006	Graduate Diploma and Graduate Certificate	M	162
Dubbo	2006	Postgraduate	F	205
Dubbo	2006	Postgraduate	M	229
Dubbo	2011		F	24180
Dubbo	2011		M	23192
Dubbo	2011	Certificate nfd	F	638
Dubbo	2011	Certificate nfd	M	297
Dubbo	2011	Certificate I and II Level	F	625
Dubbo	2011	Certificate I and II Level	M	286
Dubbo	2011	Certificate III and IV Level	F	3158
Dubbo	2011	Certificate III and IV Level	M	6277
Dubbo	2011	Advanced Diploma and Diploma	F	1909
Dubbo	2011	Advanced Diploma and Diploma	M	1078
Dubbo	2011	Bachelor	F	2876
Dubbo	2011	Bachelor	M	1414
Dubbo	2011	Graduate Diploma and Graduate Certificate	F	391
Dubbo	2011	Graduate Diploma and Graduate Certificate	M	162
Dubbo	2011	Postgraduate	F	328
Dubbo	2011	Postgraduate	M	285
Dubbo	2016		F	23226
Dubbo	2016		M	22876
Dubbo	2016	Certificate nfd	F	741
Dubbo	2016	Certificate nfd	M	436
Dubbo	2016	Certificate I and II Level	F	604
Dubbo	2016	Certificate I and II Level	M	278
Dubbo	2016	Certificate III and IV Level	F	3691
Dubbo	2016	Certificate III and IV Level	M	6893
Dubbo	2016	Advanced Diploma and Diploma	F	2449
Dubbo	2016	Advanced Diploma and Diploma	M	1335
Dubbo	2016	Bachelor	F	3483
Dubbo	2016	Bachelor	M	1730
Dubbo	2016	Graduate Diploma and Graduate Certificate	F	483
Dubbo	2016	Graduate Diploma and Graduate Certificate	M	223
Dubbo	2016	Postgraduate	F	536
Dubbo	2016	Postgraduate	M	427
Lower Hunter	2006		F	29840
Lower Hunter	2006		M	26227
Lower Hunter	2006	Certificate nfd	F	715
Lower Hunter	2006	Certificate nfd	M	351
Lower Hunter	2006	Certificate I and II Level	F	665
Lower Hunter	2006	Certificate I and II Level	M	228
Lower Hunter	2006	Certificate III and IV Level	F	2814
Lower Hunter	2006	Certificate III and IV Level	M	8632
Lower Hunter	2006	Advanced Diploma and Diploma	F	1885
Lower Hunter	2006	Advanced Diploma and Diploma	M	1174
Lower Hunter	2006	Bachelor	F	1867
Lower Hunter	2006	Bachelor	M	1253
Lower Hunter	2006	Graduate Diploma and Graduate Certificate	F	258
Lower Hunter	2006	Graduate Diploma and Graduate Certificate	M	154
Lower Hunter	2006	Postgraduate	F	171
Lower Hunter	2006	Postgraduate	M	237
Lower Hunter	2011		F	29851
Lower Hunter	2011		M	27018
Lower Hunter	2011	Certificate nfd	F	769
Lower Hunter	2011	Certificate nfd	M	357
Lower Hunter	2011	Certificate I and II Level	F	763
Lower Hunter	2011	Certificate I and II Level	M	290
Lower Hunter	2011	Certificate III and IV Level	F	4132
Lower Hunter	2011	Certificate III and IV Level	M	9982
Lower Hunter	2011	Advanced Diploma and Diploma	F	2249
Lower Hunter	2011	Advanced Diploma and Diploma	M	1484
Lower Hunter	2011	Bachelor	F	2483
Lower Hunter	2011	Bachelor	M	1544
Lower Hunter	2011	Graduate Diploma and Graduate Certificate	F	309
Lower Hunter	2011	Graduate Diploma and Graduate Certificate	M	166
Lower Hunter	2011	Postgraduate	F	274
Lower Hunter	2011	Postgraduate	M	316
Lower Hunter	2016		F	29753
Lower Hunter	2016		M	27947
Lower Hunter	2016	Certificate nfd	F	1059
Lower Hunter	2016	Certificate nfd	M	534
Lower Hunter	2016	Certificate I and II Level	F	830
Lower Hunter	2016	Certificate I and II Level	M	351
Lower Hunter	2016	Certificate III and IV Level	F	5305
Lower Hunter	2016	Certificate III and IV Level	M	11038
Lower Hunter	2016	Advanced Diploma and Diploma	F	2983
Lower Hunter	2016	Advanced Diploma and Diploma	M	1779
Lower Hunter	2016	Bachelor	F	2928
Lower Hunter	2016	Bachelor	M	1662
Lower Hunter	2016	Graduate Diploma and Graduate Certificate	F	442
Lower Hunter	2016	Graduate Diploma and Graduate Certificate	M	192
Lower Hunter	2016	Postgraduate	F	465
Lower Hunter	2016	Postgraduate	M	408
Maitland	2006		F	22273
Maitland	2006		M	18663
Maitland	2006	Certificate nfd	F	620
Maitland	2006	Certificate nfd	M	303
Maitland	2006	Certificate I and II Level	F	555
Maitland	2006	Certificate I and II Level	M	222
Maitland	2006	Certificate III and IV Level	F	2190
Maitland	2006	Certificate III and IV Level	M	6229
Maitland	2006	Advanced Diploma and Diploma	F	1709
Maitland	2006	Advanced Diploma and Diploma	M	1255
Maitland	2006	Bachelor	F	1968
Maitland	2006	Bachelor	M	1409
Maitland	2006	Graduate Diploma and Graduate Certificate	F	292
Maitland	2006	Graduate Diploma and Graduate Certificate	M	173
Maitland	2006	Postgraduate	F	221
Maitland	2006	Postgraduate	M	280
Maitland	2011		F	22729
Maitland	2011		M	19526
Maitland	2011	Certificate nfd	F	631
Maitland	2011	Certificate nfd	M	307
Maitland	2011	Certificate I and II Level	F	613
Maitland	2011	Certificate I and II Level	M	237
Maitland	2011	Certificate III and IV Level	F	3160
Maitland	2011	Certificate III and IV Level	M	7490
Maitland	2011	Advanced Diploma and Diploma	F	2204
Maitland	2011	Advanced Diploma and Diploma	M	1565
Maitland	2011	Bachelor	F	2641
Maitland	2011	Bachelor	M	1719
Maitland	2011	Graduate Diploma and Graduate Certificate	F	390
Maitland	2011	Graduate Diploma and Graduate Certificate	M	188
Maitland	2011	Postgraduate	F	386
Maitland	2011	Postgraduate	M	423
Maitland	2016		F	24150
Maitland	2016		M	21718
Maitland	2016	Certificate nfd	F	864
Maitland	2016	Certificate nfd	M	423
Maitland	2016	Certificate I and II Level	F	660
Maitland	2016	Certificate I and II Level	M	267
Maitland	2016	Certificate III and IV Level	F	4531
Maitland	2016	Certificate III and IV Level	M	8868
Maitland	2016	Advanced Diploma and Diploma	F	3056
Maitland	2016	Advanced Diploma and Diploma	M	2056
Maitland	2016	Bachelor	F	3493
Maitland	2016	Bachelor	M	2052
Maitland	2016	Graduate Diploma and Graduate Certificate	F	529
Maitland	2016	Graduate Diploma and Graduate Certificate	M	247
Maitland	2016	Postgraduate	F	665
Maitland	2016	Postgraduate	M	586
Port Stephens	2006		F	23975
Port Stephens	2006		M	19521
Port Stephens	2006	Certificate nfd	F	727
Port Stephens	2006	Certificate nfd	M	333
Port Stephens	2006	Certificate I and II Level	F	510
Port Stephens	2006	Certificate I and II Level	M	217
Port Stephens	2006	Certificate III and IV Level	F	2400
Port Stephens	2006	Certificate III and IV Level	M	7501
Port Stephens	2006	Advanced Diploma and Diploma	F	1991
Port Stephens	2006	Advanced Diploma and Diploma	M	1525
Port Stephens	2006	Bachelor	F	1717
Port Stephens	2006	Bachelor	M	1362
Port Stephens	2006	Graduate Diploma and Graduate Certificate	F	254
Port Stephens	2006	Graduate Diploma and Graduate Certificate	M	163
Port Stephens	2006	Postgraduate	F	214
Port Stephens	2006	Postgraduate	M	302
Port Stephens	2011		F	24157
Port Stephens	2011		M	20196
Port Stephens	2011	Certificate nfd	F	759
Port Stephens	2011	Certificate nfd	M	325
Port Stephens	2011	Certificate I and II Level	F	570
Port Stephens	2011	Certificate I and II Level	M	247
Port Stephens	2011	Certificate III and IV Level	F	3321
Port Stephens	2011	Certificate III and IV Level	M	8375
Port Stephens	2011	Advanced Diploma and Diploma	F	2426
Port Stephens	2011	Advanced Diploma and Diploma	M	1848
Port Stephens	2011	Bachelor	F	2331
Port Stephens	2011	Bachelor	M	1650
Port Stephens	2011	Graduate Diploma and Graduate Certificate	F	331
Port Stephens	2011	Graduate Diploma and Graduate Certificate	M	189
Port Stephens	2011	Postgraduate	F	353
Port Stephens	2011	Postgraduate	M	427
Port Stephens	2016		F	23370
Port Stephens	2016		M	20366
Port Stephens	2016	Certificate nfd	F	1039
Port Stephens	2016	Certificate nfd	M	583
Port Stephens	2016	Certificate I and II Level	F	606
Port Stephens	2016	Certificate I and II Level	M	302
Port Stephens	2016	Certificate III and IV Level	F	4144
Port Stephens	2016	Certificate III and IV Level	M	9207
Port Stephens	2016	Advanced Diploma and Diploma	F	3141
Port Stephens	2016	Advanced Diploma and Diploma	M	2154
Port Stephens	2016	Bachelor	F	2864
Port Stephens	2016	Bachelor	M	1875
Port Stephens	2016	Graduate Diploma and Graduate Certificate	F	413
Port Stephens	2016	Graduate Diploma and Graduate Certificate	M	251
Port Stephens	2016	Postgraduate	F	515
Port Stephens	2016	Postgraduate	M	551
Upper Hunter	2006		F	10835
Upper Hunter	2006		M	10141
Upper Hunter	2006	Certificate nfd	F	247
Upper Hunter	2006	Certificate nfd	M	108
Upper Hunter	2006	Certificate I and II Level	F	244
Upper Hunter	2006	Certificate I and II Level	M	101
Upper Hunter	2006	Certificate III and IV Level	F	970
Upper Hunter	2006	Certificate III and IV Level	M	2997
Upper Hunter	2006	Advanced Diploma and Diploma	F	642
Upper Hunter	2006	Advanced Diploma and Diploma	M	394
Upper Hunter	2006	Bachelor	F	753
Upper Hunter	2006	Bachelor	M	479
Upper Hunter	2006	Graduate Diploma and Graduate Certificate	F	110
Upper Hunter	2006	Graduate Diploma and Graduate Certificate	M	41
Upper Hunter	2006	Postgraduate	F	66
Upper Hunter	2006	Postgraduate	M	83
Upper Hunter	2011		F	10658
Upper Hunter	2011		M	10145
Upper Hunter	2011	Certificate nfd	F	264
Upper Hunter	2011	Certificate nfd	M	118
Upper Hunter	2011	Certificate I and II Level	F	256
Upper Hunter	2011	Certificate I and II Level	M	108
Upper Hunter	2011	Certificate III and IV Level	F	1381
Upper Hunter	2011	Certificate III and IV Level	M	3418
Upper Hunter	2011	Advanced Diploma and Diploma	F	761
Upper Hunter	2011	Advanced Diploma and Diploma	M	528
Upper Hunter	2011	Bachelor	F	973
Upper Hunter	2011	Bachelor	M	549
Upper Hunter	2011	Graduate Diploma and Graduate Certificate	F	120
Upper Hunter	2011	Graduate Diploma and Graduate Certificate	M	66
Upper Hunter	2011	Postgraduate	F	103
Upper Hunter	2011	Postgraduate	M	98
Upper Hunter	2016		F	10416
Upper Hunter	2016		M	10068
Upper Hunter	2016	Certificate nfd	F	321
Upper Hunter	2016	Certificate nfd	M	165
Upper Hunter	2016	Certificate I and II Level	F	255
Upper Hunter	2016	Certificate I and II Level	M	113
Upper Hunter	2016	Certificate III and IV Level	F	1671
Upper Hunter	2016	Certificate III and IV Level	M	3504
Upper Hunter	2016	Advanced Diploma and Diploma	F	949
Upper Hunter	2016	Advanced Diploma and Diploma	M	592
Upper Hunter	2016	Bachelor	F	1093
Upper Hunter	2016	Bachelor	M	573
Upper Hunter	2016	Graduate Diploma and Graduate Certificate	F	134
Upper Hunter	2016	Graduate Diploma and Graduate Certificate	M	64
Upper Hunter	2016	Postgraduate	F	145
Upper Hunter	2016	Postgraduate	M	137
Dapto - Port Kembla	2006		F	27909
Dapto - Port Kembla	2006		M	23766
Dapto - Port Kembla	2006	Certificate nfd	F	830
Dapto - Port Kembla	2006	Certificate nfd	M	338
Dapto - Port Kembla	2006	Certificate I and II Level	F	564
Dapto - Port Kembla	2006	Certificate I and II Level	M	233
Dapto - Port Kembla	2006	Certificate III and IV Level	F	2333
Dapto - Port Kembla	2006	Certificate III and IV Level	M	7356
Dapto - Port Kembla	2006	Advanced Diploma and Diploma	F	1793
Dapto - Port Kembla	2006	Advanced Diploma and Diploma	M	1342
Dapto - Port Kembla	2006	Bachelor	F	1787
Dapto - Port Kembla	2006	Bachelor	M	1376
Dapto - Port Kembla	2006	Graduate Diploma and Graduate Certificate	F	248
Dapto - Port Kembla	2006	Graduate Diploma and Graduate Certificate	M	140
Dapto - Port Kembla	2006	Postgraduate	F	280
Dapto - Port Kembla	2006	Postgraduate	M	369
Dapto - Port Kembla	2011		F	26726
Dapto - Port Kembla	2011		M	23110
Dapto - Port Kembla	2011	Certificate nfd	F	752
Dapto - Port Kembla	2011	Certificate nfd	M	304
