SA3_NAME16	Year	Age	NonSchoolQualification	adults
Lachlan Valley	2016	25-34	Certificate I and II Level	132
Lachlan Valley	2016	25-34	Certificate III and IV Level	1515
Lachlan Valley	2016	25-34	Advanced Diploma and Diploma	374
Lachlan Valley	2016	25-34	Bachelor	803
Lachlan Valley	2016	25-34	Graduate Diploma and Graduate Certificate	63
Lachlan Valley	2016	25-34	Postgraduate	78
Lachlan Valley	2016	35-44		671
Lachlan Valley	2016	35-44	Certificate nfd	152
Lachlan Valley	2016	35-44	Certificate I and II Level	119
Lachlan Valley	2016	35-44	Certificate III and IV Level	1499
Lachlan Valley	2016	35-44	Advanced Diploma and Diploma	491
Lachlan Valley	2016	35-44	Bachelor	753
Lachlan Valley	2016	35-44	Graduate Diploma and Graduate Certificate	85
Lachlan Valley	2016	35-44	Postgraduate	94
Lachlan Valley	2016	45-54		903
Lachlan Valley	2016	45-54	Certificate nfd	204
Lachlan Valley	2016	45-54	Certificate I and II Level	144
Lachlan Valley	2016	45-54	Certificate III and IV Level	1568
Lachlan Valley	2016	45-54	Advanced Diploma and Diploma	578
Lachlan Valley	2016	45-54	Bachelor	577
Lachlan Valley	2016	45-54	Graduate Diploma and Graduate Certificate	81
Lachlan Valley	2016	45-54	Postgraduate	104
Lachlan Valley	2016	55-64		1087
Lachlan Valley	2016	55-64	Certificate nfd	232
Lachlan Valley	2016	55-64	Certificate I and II Level	119
Lachlan Valley	2016	55-64	Certificate III and IV Level	1394
Lachlan Valley	2016	55-64	Advanced Diploma and Diploma	629
Lachlan Valley	2016	55-64	Bachelor	463
Lachlan Valley	2016	55-64	Graduate Diploma and Graduate Certificate	131
Lachlan Valley	2016	55-64	Postgraduate	91
Lachlan Valley	2016	65-74		1117
Lachlan Valley	2016	65-74	Certificate nfd	166
Lachlan Valley	2016	65-74	Certificate I and II Level	56
Lachlan Valley	2016	65-74	Certificate III and IV Level	848
Lachlan Valley	2016	65-74	Advanced Diploma and Diploma	388
Lachlan Valley	2016	65-74	Bachelor	321
Lachlan Valley	2016	65-74	Graduate Diploma and Graduate Certificate	47
Lachlan Valley	2016	65-74	Postgraduate	56
Lachlan Valley	2016	75-84		929
Lachlan Valley	2016	75-84	Certificate nfd	59
Lachlan Valley	2016	75-84	Certificate I and II Level	25
Lachlan Valley	2016	75-84	Certificate III and IV Level	354
Lachlan Valley	2016	75-84	Advanced Diploma and Diploma	156
Lachlan Valley	2016	75-84	Bachelor	96
Lachlan Valley	2016	75-84	Graduate Diploma and Graduate Certificate	15
Lachlan Valley	2016	75-84	Postgraduate	16
Lachlan Valley	2016	85+		418
Lachlan Valley	2016	85+	Certificate nfd	10
Lachlan Valley	2016	85+	Certificate I and II Level	6
Lachlan Valley	2016	85+	Certificate III and IV Level	105
Lachlan Valley	2016	85+	Advanced Diploma and Diploma	53
Lachlan Valley	2016	85+	Bachelor	35
Lachlan Valley	2016	85+	Graduate Diploma and Graduate Certificate	5
Lachlan Valley	2016	85+	Postgraduate	0
Lithgow - Mudgee	2006	15-19		346
Lithgow - Mudgee	2006	15-19	Certificate nfd	17
Lithgow - Mudgee	2006	15-19	Certificate I and II Level	49
Lithgow - Mudgee	2006	15-19	Certificate III and IV Level	125
Lithgow - Mudgee	2006	15-19	Advanced Diploma and Diploma	7
Lithgow - Mudgee	2006	15-19	Bachelor	0
Lithgow - Mudgee	2006	15-19	Graduate Diploma and Graduate Certificate	0
Lithgow - Mudgee	2006	15-19	Postgraduate	0
Lithgow - Mudgee	2006	20-24		193
Lithgow - Mudgee	2006	20-24	Certificate nfd	27
Lithgow - Mudgee	2006	20-24	Certificate I and II Level	90
Lithgow - Mudgee	2006	20-24	Certificate III and IV Level	450
Lithgow - Mudgee	2006	20-24	Advanced Diploma and Diploma	48
Lithgow - Mudgee	2006	20-24	Bachelor	76
Lithgow - Mudgee	2006	20-24	Graduate Diploma and Graduate Certificate	3
Lithgow - Mudgee	2006	20-24	Postgraduate	0
Lithgow - Mudgee	2006	25-34		517
Lithgow - Mudgee	2006	25-34	Certificate nfd	115
Lithgow - Mudgee	2006	25-34	Certificate I and II Level	102
Lithgow - Mudgee	2006	25-34	Certificate III and IV Level	1086
Lithgow - Mudgee	2006	25-34	Advanced Diploma and Diploma	238
Lithgow - Mudgee	2006	25-34	Bachelor	413
Lithgow - Mudgee	2006	25-34	Graduate Diploma and Graduate Certificate	38
Lithgow - Mudgee	2006	25-34	Postgraduate	23
Lithgow - Mudgee	2006	35-44		705
Lithgow - Mudgee	2006	35-44	Certificate nfd	126
Lithgow - Mudgee	2006	35-44	Certificate I and II Level	119
Lithgow - Mudgee	2006	35-44	Certificate III and IV Level	1408
Lithgow - Mudgee	2006	35-44	Advanced Diploma and Diploma	428
Lithgow - Mudgee	2006	35-44	Bachelor	408
Lithgow - Mudgee	2006	35-44	Graduate Diploma and Graduate Certificate	66
Lithgow - Mudgee	2006	35-44	Postgraduate	58
Lithgow - Mudgee	2006	45-54		759
Lithgow - Mudgee	2006	45-54	Certificate nfd	157
Lithgow - Mudgee	2006	45-54	Certificate I and II Level	89
Lithgow - Mudgee	2006	45-54	Certificate III and IV Level	1233
Lithgow - Mudgee	2006	45-54	Advanced Diploma and Diploma	409
Lithgow - Mudgee	2006	45-54	Bachelor	467
Lithgow - Mudgee	2006	45-54	Graduate Diploma and Graduate Certificate	116
Lithgow - Mudgee	2006	45-54	Postgraduate	72
Lithgow - Mudgee	2006	55-64		827
Lithgow - Mudgee	2006	55-64	Certificate nfd	111
Lithgow - Mudgee	2006	55-64	Certificate I and II Level	40
Lithgow - Mudgee	2006	55-64	Certificate III and IV Level	954
Lithgow - Mudgee	2006	55-64	Advanced Diploma and Diploma	331
Lithgow - Mudgee	2006	55-64	Bachelor	358
Lithgow - Mudgee	2006	55-64	Graduate Diploma and Graduate Certificate	55
Lithgow - Mudgee	2006	55-64	Postgraduate	72
Lithgow - Mudgee	2006	65-74		718
Lithgow - Mudgee	2006	65-74	Certificate nfd	39
Lithgow - Mudgee	2006	65-74	Certificate I and II Level	10
Lithgow - Mudgee	2006	65-74	Certificate III and IV Level	501
Lithgow - Mudgee	2006	65-74	Advanced Diploma and Diploma	173
Lithgow - Mudgee	2006	65-74	Bachelor	124
Lithgow - Mudgee	2006	65-74	Graduate Diploma and Graduate Certificate	21
Lithgow - Mudgee	2006	65-74	Postgraduate	31
Lithgow - Mudgee	2006	75-84		594
Lithgow - Mudgee	2006	75-84	Certificate nfd	25
Lithgow - Mudgee	2006	75-84	Certificate I and II Level	4
Lithgow - Mudgee	2006	75-84	Certificate III and IV Level	190
Lithgow - Mudgee	2006	75-84	Advanced Diploma and Diploma	64
Lithgow - Mudgee	2006	75-84	Bachelor	71
Lithgow - Mudgee	2006	75-84	Graduate Diploma and Graduate Certificate	3
Lithgow - Mudgee	2006	75-84	Postgraduate	10
Lithgow - Mudgee	2006	85+		166
Lithgow - Mudgee	2006	85+	Certificate nfd	4
Lithgow - Mudgee	2006	85+	Certificate I and II Level	0
Lithgow - Mudgee	2006	85+	Certificate III and IV Level	54
Lithgow - Mudgee	2006	85+	Advanced Diploma and Diploma	9
Lithgow - Mudgee	2006	85+	Bachelor	11
Lithgow - Mudgee	2006	85+	Graduate Diploma and Graduate Certificate	0
Lithgow - Mudgee	2006	85+	Postgraduate	3
Lithgow - Mudgee	2011	15-19		359
Lithgow - Mudgee	2011	15-19	Certificate nfd	11
Lithgow - Mudgee	2011	15-19	Certificate I and II Level	41
Lithgow - Mudgee	2011	15-19	Certificate III and IV Level	116
Lithgow - Mudgee	2011	15-19	Advanced Diploma and Diploma	3
Lithgow - Mudgee	2011	15-19	Bachelor	0
Lithgow - Mudgee	2011	15-19	Graduate Diploma and Graduate Certificate	0
Lithgow - Mudgee	2011	15-19	Postgraduate	0
Lithgow - Mudgee	2011	20-24		240
Lithgow - Mudgee	2011	20-24	Certificate nfd	39
Lithgow - Mudgee	2011	20-24	Certificate I and II Level	59
Lithgow - Mudgee	2011	20-24	Certificate III and IV Level	597
Lithgow - Mudgee	2011	20-24	Advanced Diploma and Diploma	57
Lithgow - Mudgee	2011	20-24	Bachelor	107
Lithgow - Mudgee	2011	20-24	Graduate Diploma and Graduate Certificate	3
Lithgow - Mudgee	2011	20-24	Postgraduate	7
Lithgow - Mudgee	2011	25-34		458
Lithgow - Mudgee	2011	25-34	Certificate nfd	66
Lithgow - Mudgee	2011	25-34	Certificate I and II Level	109
Lithgow - Mudgee	2011	25-34	Certificate III and IV Level	1227
Lithgow - Mudgee	2011	25-34	Advanced Diploma and Diploma	240
Lithgow - Mudgee	2011	25-34	Bachelor	466
Lithgow - Mudgee	2011	25-34	Graduate Diploma and Graduate Certificate	37
Lithgow - Mudgee	2011	25-34	Postgraduate	33
Lithgow - Mudgee	2011	35-44		614
Lithgow - Mudgee	2011	35-44	Certificate nfd	127
Lithgow - Mudgee	2011	35-44	Certificate I and II Level	108
Lithgow - Mudgee	2011	35-44	Certificate III and IV Level	1503
Lithgow - Mudgee	2011	35-44	Advanced Diploma and Diploma	450
Lithgow - Mudgee	2011	35-44	Bachelor	528
Lithgow - Mudgee	2011	35-44	Graduate Diploma and Graduate Certificate	62
Lithgow - Mudgee	2011	35-44	Postgraduate	73
Lithgow - Mudgee	2011	45-54		731
Lithgow - Mudgee	2011	45-54	Certificate nfd	144
Lithgow - Mudgee	2011	45-54	Certificate I and II Level	105
Lithgow - Mudgee	2011	45-54	Certificate III and IV Level	1492
Lithgow - Mudgee	2011	45-54	Advanced Diploma and Diploma	492
Lithgow - Mudgee	2011	45-54	Bachelor	428
Lithgow - Mudgee	2011	45-54	Graduate Diploma and Graduate Certificate	89
Lithgow - Mudgee	2011	45-54	Postgraduate	82
Lithgow - Mudgee	2011	55-64		806
Lithgow - Mudgee	2011	55-64	Certificate nfd	130
Lithgow - Mudgee	2011	55-64	Certificate I and II Level	78
Lithgow - Mudgee	2011	55-64	Certificate III and IV Level	1077
Lithgow - Mudgee	2011	55-64	Advanced Diploma and Diploma	427
Lithgow - Mudgee	2011	55-64	Bachelor	460
Lithgow - Mudgee	2011	55-64	Graduate Diploma and Graduate Certificate	120
Lithgow - Mudgee	2011	55-64	Postgraduate	74
Lithgow - Mudgee	2011	65-74		745
Lithgow - Mudgee	2011	65-74	Certificate nfd	66
Lithgow - Mudgee	2011	65-74	Certificate I and II Level	30
Lithgow - Mudgee	2011	65-74	Certificate III and IV Level	652
Lithgow - Mudgee	2011	65-74	Advanced Diploma and Diploma	241
Lithgow - Mudgee	2011	65-74	Bachelor	226
Lithgow - Mudgee	2011	65-74	Graduate Diploma and Graduate Certificate	35
Lithgow - Mudgee	2011	65-74	Postgraduate	48
Lithgow - Mudgee	2011	75-84		537
Lithgow - Mudgee	2011	75-84	Certificate nfd	21
Lithgow - Mudgee	2011	75-84	Certificate I and II Level	6
Lithgow - Mudgee	2011	75-84	Certificate III and IV Level	293
Lithgow - Mudgee	2011	75-84	Advanced Diploma and Diploma	96
Lithgow - Mudgee	2011	75-84	Bachelor	93
Lithgow - Mudgee	2011	75-84	Graduate Diploma and Graduate Certificate	10
Lithgow - Mudgee	2011	75-84	Postgraduate	12
Lithgow - Mudgee	2011	85+		249
Lithgow - Mudgee	2011	85+	Certificate nfd	7
Lithgow - Mudgee	2011	85+	Certificate I and II Level	0
Lithgow - Mudgee	2011	85+	Certificate III and IV Level	56
Lithgow - Mudgee	2011	85+	Advanced Diploma and Diploma	19
Lithgow - Mudgee	2011	85+	Bachelor	24
Lithgow - Mudgee	2011	85+	Graduate Diploma and Graduate Certificate	3
Lithgow - Mudgee	2011	85+	Postgraduate	7
Lithgow - Mudgee	2016	15-19		411
Lithgow - Mudgee	2016	15-19	Certificate nfd	16
Lithgow - Mudgee	2016	15-19	Certificate I and II Level	55
Lithgow - Mudgee	2016	15-19	Certificate III and IV Level	128
Lithgow - Mudgee	2016	15-19	Advanced Diploma and Diploma	3
Lithgow - Mudgee	2016	15-19	Bachelor	0
Lithgow - Mudgee	2016	15-19	Graduate Diploma and Graduate Certificate	0
Lithgow - Mudgee	2016	15-19	Postgraduate	0
Lithgow - Mudgee	2016	20-24		326
Lithgow - Mudgee	2016	20-24	Certificate nfd	31
Lithgow - Mudgee	2016	20-24	Certificate I and II Level	75
Lithgow - Mudgee	2016	20-24	Certificate III and IV Level	629
Lithgow - Mudgee	2016	20-24	Advanced Diploma and Diploma	93
Lithgow - Mudgee	2016	20-24	Bachelor	100
Lithgow - Mudgee	2016	20-24	Graduate Diploma and Graduate Certificate	3
Lithgow - Mudgee	2016	20-24	Postgraduate	3
Lithgow - Mudgee	2016	25-34		732
Lithgow - Mudgee	2016	25-34	Certificate nfd	93
Lithgow - Mudgee	2016	25-34	Certificate I and II Level	121
Lithgow - Mudgee	2016	25-34	Certificate III and IV Level	1519
Lithgow - Mudgee	2016	25-34	Advanced Diploma and Diploma	361
Lithgow - Mudgee	2016	25-34	Bachelor	597
Lithgow - Mudgee	2016	25-34	Graduate Diploma and Graduate Certificate	48
Lithgow - Mudgee	2016	25-34	Postgraduate	63
Lithgow - Mudgee	2016	35-44		762
Lithgow - Mudgee	2016	35-44	Certificate nfd	99
Lithgow - Mudgee	2016	35-44	Certificate I and II Level	99
Lithgow - Mudgee	2016	35-44	Certificate III and IV Level	1403
Lithgow - Mudgee	2016	35-44	Advanced Diploma and Diploma	449
Lithgow - Mudgee	2016	35-44	Bachelor	592
Lithgow - Mudgee	2016	35-44	Graduate Diploma and Graduate Certificate	81
Lithgow - Mudgee	2016	35-44	Postgraduate	111
Lithgow - Mudgee	2016	45-54		910
Lithgow - Mudgee	2016	45-54	Certificate nfd	185
Lithgow - Mudgee	2016	45-54	Certificate I and II Level	113
Lithgow - Mudgee	2016	45-54	Certificate III and IV Level	1629
Lithgow - Mudgee	2016	45-54	Advanced Diploma and Diploma	550
Lithgow - Mudgee	2016	45-54	Bachelor	491
Lithgow - Mudgee	2016	45-54	Graduate Diploma and Graduate Certificate	79
Lithgow - Mudgee	2016	45-54	Postgraduate	102
Lithgow - Mudgee	2016	55-64		992
Lithgow - Mudgee	2016	55-64	Certificate nfd	192
Lithgow - Mudgee	2016	55-64	Certificate I and II Level	95
Lithgow - Mudgee	2016	55-64	Certificate III and IV Level	1262
Lithgow - Mudgee	2016	55-64	Advanced Diploma and Diploma	542
Lithgow - Mudgee	2016	55-64	Bachelor	491
Lithgow - Mudgee	2016	55-64	Graduate Diploma and Graduate Certificate	124
Lithgow - Mudgee	2016	55-64	Postgraduate	126
Lithgow - Mudgee	2016	65-74		1091
Lithgow - Mudgee	2016	65-74	Certificate nfd	174
Lithgow - Mudgee	2016	65-74	Certificate I and II Level	59
Lithgow - Mudgee	2016	65-74	Certificate III and IV Level	847
Lithgow - Mudgee	2016	65-74	Advanced Diploma and Diploma	334
Lithgow - Mudgee	2016	65-74	Bachelor	365
Lithgow - Mudgee	2016	65-74	Graduate Diploma and Graduate Certificate	67
Lithgow - Mudgee	2016	65-74	Postgraduate	68
Lithgow - Mudgee	2016	75-84		671
Lithgow - Mudgee	2016	75-84	Certificate nfd	58
Lithgow - Mudgee	2016	75-84	Certificate I and II Level	10
Lithgow - Mudgee	2016	75-84	Certificate III and IV Level	379
Lithgow - Mudgee	2016	75-84	Advanced Diploma and Diploma	148
Lithgow - Mudgee	2016	75-84	Bachelor	114
Lithgow - Mudgee	2016	75-84	Graduate Diploma and Graduate Certificate	16
Lithgow - Mudgee	2016	75-84	Postgraduate	26
Lithgow - Mudgee	2016	85+		234
Lithgow - Mudgee	2016	85+	Certificate nfd	17
Lithgow - Mudgee	2016	85+	Certificate I and II Level	4
Lithgow - Mudgee	2016	85+	Certificate III and IV Level	96
Lithgow - Mudgee	2016	85+	Advanced Diploma and Diploma	37
Lithgow - Mudgee	2016	85+	Bachelor	37
Lithgow - Mudgee	2016	85+	Graduate Diploma and Graduate Certificate	0
Lithgow - Mudgee	2016	85+	Postgraduate	3
Orange	2006	15-19		443
Orange	2006	15-19	Certificate nfd	31
Orange	2006	15-19	Certificate I and II Level	62
Orange	2006	15-19	Certificate III and IV Level	138
Orange	2006	15-19	Advanced Diploma and Diploma	13
Orange	2006	15-19	Bachelor	0
Orange	2006	15-19	Graduate Diploma and Graduate Certificate	0
Orange	2006	15-19	Postgraduate	0
Orange	2006	20-24		263
Orange	2006	20-24	Certificate nfd	50
Orange	2006	20-24	Certificate I and II Level	133
Orange	2006	20-24	Certificate III and IV Level	692
Orange	2006	20-24	Advanced Diploma and Diploma	129
Orange	2006	20-24	Bachelor	176
Orange	2006	20-24	Graduate Diploma and Graduate Certificate	4
Orange	2006	20-24	Postgraduate	0
Orange	2006	25-34		511
Orange	2006	25-34	Certificate nfd	127
Orange	2006	25-34	Certificate I and II Level	172
Orange	2006	25-34	Certificate III and IV Level	1398
Orange	2006	25-34	Advanced Diploma and Diploma	438
Orange	2006	25-34	Bachelor	829
Orange	2006	25-34	Graduate Diploma and Graduate Certificate	59
Orange	2006	25-34	Postgraduate	86
Orange	2006	35-44		711
Orange	2006	35-44	Certificate nfd	193
Orange	2006	35-44	Certificate I and II Level	147
Orange	2006	35-44	Certificate III and IV Level	1415
Orange	2006	35-44	Advanced Diploma and Diploma	566
Orange	2006	35-44	Bachelor	794
Orange	2006	35-44	Graduate Diploma and Graduate Certificate	98
Orange	2006	35-44	Postgraduate	155
Orange	2006	45-54		686
Orange	2006	45-54	Certificate nfd	157
Orange	2006	45-54	Certificate I and II Level	81
Orange	2006	45-54	Certificate III and IV Level	1227
Orange	2006	45-54	Advanced Diploma and Diploma	646
Orange	2006	45-54	Bachelor	810
Orange	2006	45-54	Graduate Diploma and Graduate Certificate	129
Orange	2006	45-54	Postgraduate	191
Orange	2006	55-64		705
Orange	2006	55-64	Certificate nfd	155
Orange	2006	55-64	Certificate I and II Level	64
Orange	2006	55-64	Certificate III and IV Level	814
Orange	2006	55-64	Advanced Diploma and Diploma	477
Orange	2006	55-64	Bachelor	472
Orange	2006	55-64	Graduate Diploma and Graduate Certificate	93
Orange	2006	55-64	Postgraduate	145
Orange	2006	65-74		703
Orange	2006	65-74	Certificate nfd	67
Orange	2006	65-74	Certificate I and II Level	23
Orange	2006	65-74	Certificate III and IV Level	432
Orange	2006	65-74	Advanced Diploma and Diploma	228
Orange	2006	65-74	Bachelor	164
Orange	2006	65-74	Graduate Diploma and Graduate Certificate	22
Orange	2006	65-74	Postgraduate	35
Orange	2006	75-84		655
Orange	2006	75-84	Certificate nfd	26
Orange	2006	75-84	Certificate I and II Level	7
Orange	2006	75-84	Certificate III and IV Level	178
Orange	2006	75-84	Advanced Diploma and Diploma	94
Orange	2006	75-84	Bachelor	85
Orange	2006	75-84	Graduate Diploma and Graduate Certificate	6
Orange	2006	75-84	Postgraduate	13
Orange	2006	85+		259
Orange	2006	85+	Certificate nfd	5
Orange	2006	85+	Certificate I and II Level	0
Orange	2006	85+	Certificate III and IV Level	37
Orange	2006	85+	Advanced Diploma and Diploma	13
Orange	2006	85+	Bachelor	16
Orange	2006	85+	Graduate Diploma and Graduate Certificate	0
Orange	2006	85+	Postgraduate	0
Orange	2011	15-19		402
Orange	2011	15-19	Certificate nfd	13
Orange	2011	15-19	Certificate I and II Level	62
Orange	2011	15-19	Certificate III and IV Level	161
Orange	2011	15-19	Advanced Diploma and Diploma	12
Orange	2011	15-19	Bachelor	3
Orange	2011	15-19	Graduate Diploma and Graduate Certificate	0
Orange	2011	15-19	Postgraduate	0
Orange	2011	20-24		264
Orange	2011	20-24	Certificate nfd	57
Orange	2011	20-24	Certificate I and II Level	128
Orange	2011	20-24	Certificate III and IV Level	795
Orange	2011	20-24	Advanced Diploma and Diploma	139
Orange	2011	20-24	Bachelor	249
Orange	2011	20-24	Graduate Diploma and Graduate Certificate	3
Orange	2011	20-24	Postgraduate	10
Orange	2011	25-34		482
Orange	2011	25-34	Certificate nfd	109
Orange	2011	25-34	Certificate I and II Level	167
Orange	2011	25-34	Certificate III and IV Level	1765
Orange	2011	25-34	Advanced Diploma and Diploma	498
Orange	2011	25-34	Bachelor	1090
Orange	2011	25-34	Graduate Diploma and Graduate Certificate	79
Orange	2011	25-34	Postgraduate	112
Orange	2011	35-44		662
Orange	2011	35-44	Certificate nfd	149
Orange	2011	35-44	Certificate I and II Level	138
Orange	2011	35-44	Certificate III and IV Level	1653
Orange	2011	35-44	Advanced Diploma and Diploma	708
Orange	2011	35-44	Bachelor	1030
Orange	2011	35-44	Graduate Diploma and Graduate Certificate	115
Orange	2011	35-44	Postgraduate	216
Orange	2011	45-54		688
Orange	2011	45-54	Certificate nfd	162
Orange	2011	45-54	Certificate I and II Level	117
Orange	2011	45-54	Certificate III and IV Level	1597
Orange	2011	45-54	Advanced Diploma and Diploma	709
Orange	2011	45-54	Bachelor	809
Orange	2011	45-54	Graduate Diploma and Graduate Certificate	146
Orange	2011	45-54	Postgraduate	208
Orange	2011	55-64		725
Orange	2011	55-64	Certificate nfd	161
Orange	2011	55-64	Certificate I and II Level	89
Orange	2011	55-64	Certificate III and IV Level	1032
Orange	2011	55-64	Advanced Diploma and Diploma	624
Orange	2011	55-64	Bachelor	724
Orange	2011	55-64	Graduate Diploma and Graduate Certificate	137
Orange	2011	55-64	Postgraduate	207
Orange	2011	65-74		647
Orange	2011	65-74	Certificate nfd	92
Orange	2011	65-74	Certificate I and II Level	23
Orange	2011	65-74	Certificate III and IV Level	546
Orange	2011	65-74	Advanced Diploma and Diploma	325
Orange	2011	65-74	Bachelor	292
Orange	2011	65-74	Graduate Diploma and Graduate Certificate	47
Orange	2011	65-74	Postgraduate	79
Orange	2011	75-84		558
Orange	2011	75-84	Certificate nfd	29
Orange	2011	75-84	Certificate I and II Level	7
Orange	2011	75-84	Certificate III and IV Level	250
Orange	2011	75-84	Advanced Diploma and Diploma	120
Orange	2011	75-84	Bachelor	118
Orange	2011	75-84	Graduate Diploma and Graduate Certificate	19
Orange	2011	75-84	Postgraduate	24
Orange	2011	85+		195
Orange	2011	85+	Certificate nfd	14
Orange	2011	85+	Certificate I and II Level	3
Orange	2011	85+	Certificate III and IV Level	66
Orange	2011	85+	Advanced Diploma and Diploma	29
Orange	2011	85+	Bachelor	30
Orange	2011	85+	Graduate Diploma and Graduate Certificate	0
Orange	2011	85+	Postgraduate	4
Orange	2016	15-19		434
Orange	2016	15-19	Certificate nfd	21
Orange	2016	15-19	Certificate I and II Level	56
Orange	2016	15-19	Certificate III and IV Level	180
Orange	2016	15-19	Advanced Diploma and Diploma	15
Orange	2016	15-19	Bachelor	0
Orange	2016	15-19	Graduate Diploma and Graduate Certificate	0
Orange	2016	15-19	Postgraduate	0
Orange	2016	20-24		272
Orange	2016	20-24	Certificate nfd	71
Orange	2016	20-24	Certificate I and II Level	99
Orange	2016	20-24	Certificate III and IV Level	818
Orange	2016	20-24	Advanced Diploma and Diploma	112
Orange	2016	20-24	Bachelor	260
Orange	2016	20-24	Graduate Diploma and Graduate Certificate	11
Orange	2016	20-24	Postgraduate	12
Orange	2016	25-34		584
Orange	2016	25-34	Certificate nfd	124
Orange	2016	25-34	Certificate I and II Level	132
Orange	2016	25-34	Certificate III and IV Level	1974
Orange	2016	25-34	Advanced Diploma and Diploma	603
Orange	2016	25-34	Bachelor	1348
Orange	2016	25-34	Graduate Diploma and Graduate Certificate	127
Orange	2016	25-34	Postgraduate	240
Orange	2016	35-44		622
Orange	2016	35-44	Certificate nfd	168
Orange	2016	35-44	Certificate I and II Level	115
Orange	2016	35-44	Certificate III and IV Level	1750
Orange	2016	35-44	Advanced Diploma and Diploma	745
Orange	2016	35-44	Bachelor	1347
Orange	2016	35-44	Graduate Diploma and Graduate Certificate	169
Orange	2016	35-44	Postgraduate	341
Orange	2016	45-54		761
Orange	2016	45-54	Certificate nfd	225
Orange	2016	45-54	Certificate I and II Level	122
Orange	2016	45-54	Certificate III and IV Level	1667
Orange	2016	45-54	Advanced Diploma and Diploma	831
Orange	2016	45-54	Bachelor	946
Orange	2016	45-54	Graduate Diploma and Graduate Certificate	168
Orange	2016	45-54	Postgraduate	283
Orange	2016	55-64		685
Orange	2016	55-64	Certificate nfd	261
Orange	2016	55-64	Certificate I and II Level	80
Orange	2016	55-64	Certificate III and IV Level	1258
Orange	2016	55-64	Advanced Diploma and Diploma	750
Orange	2016	55-64	Bachelor	817
Orange	2016	55-64	Graduate Diploma and Graduate Certificate	177
Orange	2016	55-64	Postgraduate	251
Orange	2016	65-74		800
Orange	2016	65-74	Certificate nfd	187
Orange	2016	65-74	Certificate I and II Level	56
Orange	2016	65-74	Certificate III and IV Level	738
Orange	2016	65-74	Advanced Diploma and Diploma	503
Orange	2016	65-74	Bachelor	460
Orange	2016	65-74	Graduate Diploma and Graduate Certificate	97
Orange	2016	65-74	Postgraduate	159
Orange	2016	75-84		625
Orange	2016	75-84	Certificate nfd	71
Orange	2016	75-84	Certificate I and II Level	26
Orange	2016	75-84	Certificate III and IV Level	315
Orange	2016	75-84	Advanced Diploma and Diploma	195
Orange	2016	75-84	Bachelor	172
Orange	2016	75-84	Graduate Diploma and Graduate Certificate	23
Orange	2016	75-84	Postgraduate	26
Orange	2016	85+		284
Orange	2016	85+	Certificate nfd	17
Orange	2016	85+	Certificate I and II Level	3
Orange	2016	85+	Certificate III and IV Level	78
Orange	2016	85+	Advanced Diploma and Diploma	54
Orange	2016	85+	Bachelor	56
Orange	2016	85+	Graduate Diploma and Graduate Certificate	8
Orange	2016	85+	Postgraduate	11
Clarence Valley	2006	15-19		381
Clarence Valley	2006	15-19	Certificate nfd	12
Clarence Valley	2006	15-19	Certificate I and II Level	56
Clarence Valley	2006	15-19	Certificate III and IV Level	77
Clarence Valley	2006	15-19	Advanced Diploma and Diploma	12
Clarence Valley	2006	15-19	Bachelor	0
Clarence Valley	2006	15-19	Graduate Diploma and Graduate Certificate	0
Clarence Valley	2006	15-19	Postgraduate	0
Clarence Valley	2006	20-24		204
Clarence Valley	2006	20-24	Certificate nfd	36
Clarence Valley	2006	20-24	Certificate I and II Level	93
Clarence Valley	2006	20-24	Certificate III and IV Level	324
Clarence Valley	2006	20-24	Advanced Diploma and Diploma	40
Clarence Valley	2006	20-24	Bachelor	57
Clarence Valley	2006	20-24	Graduate Diploma and Graduate Certificate	3
Clarence Valley	2006	20-24	Postgraduate	0
Clarence Valley	2006	25-34		477
Clarence Valley	2006	25-34	Certificate nfd	101
Clarence Valley	2006	25-34	Certificate I and II Level	114
Clarence Valley	2006	25-34	Certificate III and IV Level	938
Clarence Valley	2006	25-34	Advanced Diploma and Diploma	208
Clarence Valley	2006	25-34	Bachelor	361
Clarence Valley	2006	25-34	Graduate Diploma and Graduate Certificate	24
Clarence Valley	2006	25-34	Postgraduate	17
Clarence Valley	2006	35-44		705
Clarence Valley	2006	35-44	Certificate nfd	141
Clarence Valley	2006	35-44	Certificate I and II Level	115
Clarence Valley	2006	35-44	Certificate III and IV Level	1344
Clarence Valley	2006	35-44	Advanced Diploma and Diploma	375
Clarence Valley	2006	35-44	Bachelor	413
Clarence Valley	2006	35-44	Graduate Diploma and Graduate Certificate	66
Clarence Valley	2006	35-44	Postgraduate	53
Clarence Valley	2006	45-54		791
Clarence Valley	2006	45-54	Certificate nfd	174
Clarence Valley	2006	45-54	Certificate I and II Level	130
Clarence Valley	2006	45-54	Certificate III and IV Level	1500
Clarence Valley	2006	45-54	Advanced Diploma and Diploma	582
Clarence Valley	2006	45-54	Bachelor	629
Clarence Valley	2006	45-54	Graduate Diploma and Graduate Certificate	138
Clarence Valley	2006	45-54	Postgraduate	83
Clarence Valley	2006	55-64		759
Clarence Valley	2006	55-64	Certificate nfd	141
Clarence Valley	2006	55-64	Certificate I and II Level	56
Clarence Valley	2006	55-64	Certificate III and IV Level	1163
