SA3_NAME16	Year	Occupation	workers
Dural - Wisemans Ferry	2011	Community and personal service workers	896
Dural - Wisemans Ferry	2011	Labourers	836
Dural - Wisemans Ferry	2011	Machinery operators and drivers	486
Dural - Wisemans Ferry	2011	Managers	2541
Dural - Wisemans Ferry	2011	Professionals	2843
Dural - Wisemans Ferry	2011	Sales workers	1152
Dural - Wisemans Ferry	2011	Technicians and trades workers	1930
Dural - Wisemans Ferry	2016		235
Dural - Wisemans Ferry	2016	Clerical and administrative workers	1990
Dural - Wisemans Ferry	2016	Community and personal service workers	997
Dural - Wisemans Ferry	2016	Labourers	872
Dural - Wisemans Ferry	2016	Machinery operators and drivers	482
Dural - Wisemans Ferry	2016	Managers	2593
Dural - Wisemans Ferry	2016	Professionals	2868
Dural - Wisemans Ferry	2016	Sales workers	1164
Dural - Wisemans Ferry	2016	Technicians and trades workers	1909
Hawkesbury	2006		198
Hawkesbury	2006	Clerical and administrative workers	1832
Hawkesbury	2006	Community and personal service workers	872
Hawkesbury	2006	Labourers	1102
Hawkesbury	2006	Machinery operators and drivers	851
Hawkesbury	2006	Managers	1778
Hawkesbury	2006	Professionals	2011
Hawkesbury	2006	Sales workers	972
Hawkesbury	2006	Technicians and trades workers	2213
Hawkesbury	2011		205
Hawkesbury	2011	Clerical and administrative workers	1905
Hawkesbury	2011	Community and personal service workers	1060
Hawkesbury	2011	Labourers	1147
Hawkesbury	2011	Machinery operators and drivers	927
Hawkesbury	2011	Managers	1787
Hawkesbury	2011	Professionals	2062
Hawkesbury	2011	Sales workers	1016
Hawkesbury	2011	Technicians and trades workers	2305
Hawkesbury	2016		228
Hawkesbury	2016	Clerical and administrative workers	1860
Hawkesbury	2016	Community and personal service workers	1200
Hawkesbury	2016	Labourers	1152
Hawkesbury	2016	Machinery operators and drivers	908
Hawkesbury	2016	Managers	1797
Hawkesbury	2016	Professionals	2041
Hawkesbury	2016	Sales workers	1019
Hawkesbury	2016	Technicians and trades workers	2422
Rouse Hill - McGraths Hill	2006		247
Rouse Hill - McGraths Hill	2006	Clerical and administrative workers	2329
Rouse Hill - McGraths Hill	2006	Community and personal service workers	881
Rouse Hill - McGraths Hill	2006	Labourers	915
Rouse Hill - McGraths Hill	2006	Machinery operators and drivers	776
Rouse Hill - McGraths Hill	2006	Managers	2251
Rouse Hill - McGraths Hill	2006	Professionals	2495
Rouse Hill - McGraths Hill	2006	Sales workers	1255
Rouse Hill - McGraths Hill	2006	Technicians and trades workers	2057
Rouse Hill - McGraths Hill	2011		233
Rouse Hill - McGraths Hill	2011	Clerical and administrative workers	2459
Rouse Hill - McGraths Hill	2011	Community and personal service workers	1003
Rouse Hill - McGraths Hill	2011	Labourers	863
Rouse Hill - McGraths Hill	2011	Machinery operators and drivers	833
Rouse Hill - McGraths Hill	2011	Managers	2374
Rouse Hill - McGraths Hill	2011	Professionals	2756
Rouse Hill - McGraths Hill	2011	Sales workers	1338
Rouse Hill - McGraths Hill	2011	Technicians and trades workers	2193
Rouse Hill - McGraths Hill	2016		292
Rouse Hill - McGraths Hill	2016	Clerical and administrative workers	2948
Rouse Hill - McGraths Hill	2016	Community and personal service workers	1418
Rouse Hill - McGraths Hill	2016	Labourers	1039
Rouse Hill - McGraths Hill	2016	Machinery operators and drivers	888
Rouse Hill - McGraths Hill	2016	Managers	2953
Rouse Hill - McGraths Hill	2016	Professionals	3732
Rouse Hill - McGraths Hill	2016	Sales workers	1666
Rouse Hill - McGraths Hill	2016	Technicians and trades workers	2417
Blacktown	2006		1264
Blacktown	2006	Clerical and administrative workers	10124
Blacktown	2006	Community and personal service workers	4251
Blacktown	2006	Labourers	5983
Blacktown	2006	Machinery operators and drivers	5501
Blacktown	2006	Managers	4472
Blacktown	2006	Professionals	8543
Blacktown	2006	Sales workers	4921
Blacktown	2006	Technicians and trades workers	8055
Blacktown	2011		1274
Blacktown	2011	Clerical and administrative workers	10722
Blacktown	2011	Community and personal service workers	5133
Blacktown	2011	Labourers	5862
Blacktown	2011	Machinery operators and drivers	5806
Blacktown	2011	Managers	4792
Blacktown	2011	Professionals	10102
Blacktown	2011	Sales workers	5158
Blacktown	2011	Technicians and trades workers	8109
Blacktown	2016		1319
Blacktown	2016	Clerical and administrative workers	10100
Blacktown	2016	Community and personal service workers	6130
Blacktown	2016	Labourers	6603
Blacktown	2016	Machinery operators and drivers	6482
Blacktown	2016	Managers	5597
Blacktown	2016	Professionals	11514
Blacktown	2016	Sales workers	5494
Blacktown	2016	Technicians and trades workers	8252
Blacktown - North	2006		574
Blacktown - North	2006	Clerical and administrative workers	5811
Blacktown - North	2006	Community and personal service workers	2192
Blacktown - North	2006	Labourers	2485
Blacktown - North	2006	Machinery operators and drivers	2306
Blacktown - North	2006	Managers	3736
Blacktown - North	2006	Professionals	5840
Blacktown - North	2006	Sales workers	2814
Blacktown - North	2006	Technicians and trades workers	4088
Blacktown - North	2011		667
Blacktown - North	2011	Clerical and administrative workers	7013
Blacktown - North	2011	Community and personal service workers	3035
Blacktown - North	2011	Labourers	2651
Blacktown - North	2011	Machinery operators and drivers	2578
Blacktown - North	2011	Managers	4927
Blacktown - North	2011	Professionals	8737
Blacktown - North	2011	Sales workers	3669
Blacktown - North	2011	Technicians and trades workers	4787
Blacktown - North	2016		777
Blacktown - North	2016	Clerical and administrative workers	7949
Blacktown - North	2016	Community and personal service workers	4125
Blacktown - North	2016	Labourers	2992
Blacktown - North	2016	Machinery operators and drivers	3163
Blacktown - North	2016	Managers	6256
Blacktown - North	2016	Professionals	11733
Blacktown - North	2016	Sales workers	4470
Blacktown - North	2016	Technicians and trades workers	5388
Mount Druitt	2006		984
Mount Druitt	2006	Clerical and administrative workers	6546
Mount Druitt	2006	Community and personal service workers	3030
Mount Druitt	2006	Labourers	5614
Mount Druitt	2006	Machinery operators and drivers	5594
Mount Druitt	2006	Managers	2191
Mount Druitt	2006	Professionals	3717
Mount Druitt	2006	Sales workers	3370
Mount Druitt	2006	Technicians and trades workers	5131
Mount Druitt	2011		914
Mount Druitt	2011	Clerical and administrative workers	6921
Mount Druitt	2011	Community and personal service workers	3875
Mount Druitt	2011	Labourers	5623
Mount Druitt	2011	Machinery operators and drivers	6281
Mount Druitt	2011	Managers	2476
Mount Druitt	2011	Professionals	4768
Mount Druitt	2011	Sales workers	3688
Mount Druitt	2011	Technicians and trades workers	5386
Mount Druitt	2016		1066
Mount Druitt	2016	Clerical and administrative workers	6933
Mount Druitt	2016	Community and personal service workers	4851
Mount Druitt	2016	Labourers	5893
Mount Druitt	2016	Machinery operators and drivers	7060
Mount Druitt	2016	Managers	2857
Mount Druitt	2016	Professionals	5873
Mount Druitt	2016	Sales workers	4123
Mount Druitt	2016	Technicians and trades workers	5679
Botany	2006		426
Botany	2006	Clerical and administrative workers	3010
Botany	2006	Community and personal service workers	1495
Botany	2006	Labourers	1905
Botany	2006	Machinery operators and drivers	1581
Botany	2006	Managers	1482
Botany	2006	Professionals	2611
Botany	2006	Sales workers	1651
Botany	2006	Technicians and trades workers	2292
Botany	2011		373
Botany	2011	Clerical and administrative workers	3277
Botany	2011	Community and personal service workers	1879
Botany	2011	Labourers	1594
Botany	2011	Machinery operators and drivers	1443
Botany	2011	Managers	2029
Botany	2011	Professionals	3601
Botany	2011	Sales workers	1821
Botany	2011	Technicians and trades workers	2379
Botany	2016		422
Botany	2016	Clerical and administrative workers	3505
Botany	2016	Community and personal service workers	2475
Botany	2016	Labourers	1957
Botany	2016	Machinery operators and drivers	1481
Botany	2016	Managers	2953
Botany	2016	Professionals	5150
Botany	2016	Sales workers	2234
Botany	2016	Technicians and trades workers	2798
Marrickville - Sydenham - Petersham	2006		514
Marrickville - Sydenham - Petersham	2006	Clerical and administrative workers	3880
Marrickville - Sydenham - Petersham	2006	Community and personal service workers	2019
Marrickville - Sydenham - Petersham	2006	Labourers	1891
Marrickville - Sydenham - Petersham	2006	Machinery operators and drivers	1090
Marrickville - Sydenham - Petersham	2006	Managers	3034
Marrickville - Sydenham - Petersham	2006	Professionals	7588
Marrickville - Sydenham - Petersham	2006	Sales workers	1892
Marrickville - Sydenham - Petersham	2006	Technicians and trades workers	2705
Marrickville - Sydenham - Petersham	2011		451
Marrickville - Sydenham - Petersham	2011	Clerical and administrative workers	4069
Marrickville - Sydenham - Petersham	2011	Community and personal service workers	2283
Marrickville - Sydenham - Petersham	2011	Labourers	1686
Marrickville - Sydenham - Petersham	2011	Machinery operators and drivers	996
Marrickville - Sydenham - Petersham	2011	Managers	3630
Marrickville - Sydenham - Petersham	2011	Professionals	9298
Marrickville - Sydenham - Petersham	2011	Sales workers	1921
Marrickville - Sydenham - Petersham	2011	Technicians and trades workers	2759
Marrickville - Sydenham - Petersham	2016		481
Marrickville - Sydenham - Petersham	2016	Clerical and administrative workers	3973
Marrickville - Sydenham - Petersham	2016	Community and personal service workers	2718
Marrickville - Sydenham - Petersham	2016	Labourers	1737
Marrickville - Sydenham - Petersham	2016	Machinery operators and drivers	887
Marrickville - Sydenham - Petersham	2016	Managers	4360
Marrickville - Sydenham - Petersham	2016	Professionals	10995
Marrickville - Sydenham - Petersham	2016	Sales workers	2200
Marrickville - Sydenham - Petersham	2016	Technicians and trades workers	2923
Sydney Inner City	2006		1500
Sydney Inner City	2006	Clerical and administrative workers	11295
Sydney Inner City	2006	Community and personal service workers	7337
Sydney Inner City	2006	Labourers	3412
Sydney Inner City	2006	Machinery operators and drivers	1489
Sydney Inner City	2006	Managers	12866
Sydney Inner City	2006	Professionals	29579
Sydney Inner City	2006	Sales workers	6600
Sydney Inner City	2006	Technicians and trades workers	6043
Sydney Inner City	2011		1816
Sydney Inner City	2011	Clerical and administrative workers	13169
Sydney Inner City	2011	Community and personal service workers	9235
Sydney Inner City	2011	Labourers	3870
Sydney Inner City	2011	Machinery operators and drivers	1458
Sydney Inner City	2011	Managers	16448
Sydney Inner City	2011	Professionals	39048
Sydney Inner City	2011	Sales workers	7389
Sydney Inner City	2011	Technicians and trades workers	7782
Sydney Inner City	2016		2213
Sydney Inner City	2016	Clerical and administrative workers	13482
Sydney Inner City	2016	Community and personal service workers	12351
Sydney Inner City	2016	Labourers	6137
Sydney Inner City	2016	Machinery operators and drivers	1827
Sydney Inner City	2016	Managers	20453
Sydney Inner City	2016	Professionals	45949
Sydney Inner City	2016	Sales workers	9151
Sydney Inner City	2016	Technicians and trades workers	9645
Eastern Suburbs - North	2006		1295
Eastern Suburbs - North	2006	Clerical and administrative workers	7504
Eastern Suburbs - North	2006	Community and personal service workers	4316
Eastern Suburbs - North	2006	Labourers	1664
Eastern Suburbs - North	2006	Machinery operators and drivers	750
Eastern Suburbs - North	2006	Managers	11352
Eastern Suburbs - North	2006	Professionals	22893
Eastern Suburbs - North	2006	Sales workers	4822
Eastern Suburbs - North	2006	Technicians and trades workers	3611
Eastern Suburbs - North	2011		1370
Eastern Suburbs - North	2011	Clerical and administrative workers	7739
Eastern Suburbs - North	2011	Community and personal service workers	4730
Eastern Suburbs - North	2011	Labourers	1620
Eastern Suburbs - North	2011	Machinery operators and drivers	736
Eastern Suburbs - North	2011	Managers	12523
Eastern Suburbs - North	2011	Professionals	25887
Eastern Suburbs - North	2011	Sales workers	4911
Eastern Suburbs - North	2011	Technicians and trades workers	4041
Eastern Suburbs - North	2016		1250
Eastern Suburbs - North	2016	Clerical and administrative workers	7354
Eastern Suburbs - North	2016	Community and personal service workers	5270
Eastern Suburbs - North	2016	Labourers	1989
Eastern Suburbs - North	2016	Machinery operators and drivers	794
Eastern Suburbs - North	2016	Managers	14201
Eastern Suburbs - North	2016	Professionals	27404
Eastern Suburbs - North	2016	Sales workers	5332
Eastern Suburbs - North	2016	Technicians and trades workers	4011
Eastern Suburbs - South	2006		1131
Eastern Suburbs - South	2006	Clerical and administrative workers	9517
Eastern Suburbs - South	2006	Community and personal service workers	5595
Eastern Suburbs - South	2006	Labourers	3166
Eastern Suburbs - South	2006	Machinery operators and drivers	1965
Eastern Suburbs - South	2006	Managers	8011
Eastern Suburbs - South	2006	Professionals	18540
Eastern Suburbs - South	2006	Sales workers	5190
Eastern Suburbs - South	2006	Technicians and trades workers	6123
Eastern Suburbs - South	2011		1127
Eastern Suburbs - South	2011	Clerical and administrative workers	9598
Eastern Suburbs - South	2011	Community and personal service workers	5995
Eastern Suburbs - South	2011	Labourers	2911
Eastern Suburbs - South	2011	Machinery operators and drivers	1892
Eastern Suburbs - South	2011	Managers	8821
Eastern Suburbs - South	2011	Professionals	21506
Eastern Suburbs - South	2011	Sales workers	5147
Eastern Suburbs - South	2011	Technicians and trades workers	6018
Eastern Suburbs - South	2016		1110
Eastern Suburbs - South	2016	Clerical and administrative workers	9253
Eastern Suburbs - South	2016	Community and personal service workers	6665
Eastern Suburbs - South	2016	Labourers	3223
Eastern Suburbs - South	2016	Machinery operators and drivers	1888
Eastern Suburbs - South	2016	Managers	10580
Eastern Suburbs - South	2016	Professionals	23755
Eastern Suburbs - South	2016	Sales workers	5574
Eastern Suburbs - South	2016	Technicians and trades workers	6229
Bankstown	2006		1568
Bankstown	2006	Clerical and administrative workers	10707
Bankstown	2006	Community and personal service workers	4402
Bankstown	2006	Labourers	5824
Bankstown	2006	Machinery operators and drivers	5181
Bankstown	2006	Managers	5692
Bankstown	2006	Professionals	9002
Bankstown	2006	Sales workers	5695
Bankstown	2006	Technicians and trades workers	9361
Bankstown	2011		1536
Bankstown	2011	Clerical and administrative workers	11246
Bankstown	2011	Community and personal service workers	5311
Bankstown	2011	Labourers	5854
Bankstown	2011	Machinery operators and drivers	5308
Bankstown	2011	Managers	6292
Bankstown	2011	Professionals	10899
Bankstown	2011	Sales workers	5839
Bankstown	2011	Technicians and trades workers	9439
Bankstown	2016		1531
Bankstown	2016	Clerical and administrative workers	10981
Bankstown	2016	Community and personal service workers	6900
Bankstown	2016	Labourers	6451
Bankstown	2016	Machinery operators and drivers	5623
Bankstown	2016	Managers	6922
Bankstown	2016	Professionals	12560
Bankstown	2016	Sales workers	6658
Bankstown	2016	Technicians and trades workers	9693
Canterbury	2006		1430
Canterbury	2006	Clerical and administrative workers	6988
Canterbury	2006	Community and personal service workers	3500
Canterbury	2006	Labourers	5715
Canterbury	2006	Machinery operators and drivers	4403
Canterbury	2006	Managers	4176
Canterbury	2006	Professionals	7014
Canterbury	2006	Sales workers	4477
Canterbury	2006	Technicians and trades workers	6931
Canterbury	2011		1324
Canterbury	2011	Clerical and administrative workers	7409
Canterbury	2011	Community and personal service workers	4521
Canterbury	2011	Labourers	5751
Canterbury	2011	Machinery operators and drivers	4453
Canterbury	2011	Managers	4535
Canterbury	2011	Professionals	8578
Canterbury	2011	Sales workers	4926
Canterbury	2011	Technicians and trades workers	7174
Canterbury	2016		1427
Canterbury	2016	Clerical and administrative workers	7469
Canterbury	2016	Community and personal service workers	5914
Canterbury	2016	Labourers	6585
Canterbury	2016	Machinery operators and drivers	4811
Canterbury	2016	Managers	5326
Canterbury	2016	Professionals	9927
Canterbury	2016	Sales workers	5695
Canterbury	2016	Technicians and trades workers	7522
Hurstville	2006		1117
Hurstville	2006	Clerical and administrative workers	9294
Hurstville	2006	Community and personal service workers	3979
Hurstville	2006	Labourers	3882
Hurstville	2006	Machinery operators and drivers	2836
Hurstville	2006	Managers	6012
Hurstville	2006	Professionals	11401
Hurstville	2006	Sales workers	4843
Hurstville	2006	Technicians and trades workers	6442
Hurstville	2011		1119
Hurstville	2011	Clerical and administrative workers	9604
Hurstville	2011	Community and personal service workers	4716
Hurstville	2011	Labourers	3927
Hurstville	2011	Machinery operators and drivers	2917
Hurstville	2011	Managers	6414
Hurstville	2011	Professionals	13181
Hurstville	2011	Sales workers	5059
Hurstville	2011	Technicians and trades workers	6530
Hurstville	2016		1210
Hurstville	2016	Clerical and administrative workers	9157
Hurstville	2016	Community and personal service workers	5832
Hurstville	2016	Labourers	4805
Hurstville	2016	Machinery operators and drivers	3081
Hurstville	2016	Managers	7110
Hurstville	2016	Professionals	14673
Hurstville	2016	Sales workers	5943
Hurstville	2016	Technicians and trades workers	6832
Kogarah - Rockdale	2006		1360
Kogarah - Rockdale	2006	Clerical and administrative workers	9378
Kogarah - Rockdale	2006	Community and personal service workers	4190
Kogarah - Rockdale	2006	Labourers	5133
Kogarah - Rockdale	2006	Machinery operators and drivers	3741
Kogarah - Rockdale	2006	Managers	5803
Kogarah - Rockdale	2006	Professionals	10452
Kogarah - Rockdale	2006	Sales workers	5391
Kogarah - Rockdale	2006	Technicians and trades workers	6746
Kogarah - Rockdale	2011		1269
Kogarah - Rockdale	2011	Clerical and administrative workers	9838
Kogarah - Rockdale	2011	Community and personal service workers	5245
Kogarah - Rockdale	2011	Labourers	5185
Kogarah - Rockdale	2011	Machinery operators and drivers	3707
Kogarah - Rockdale	2011	Managers	6382
Kogarah - Rockdale	2011	Professionals	12700
Kogarah - Rockdale	2011	Sales workers	5540
Kogarah - Rockdale	2011	Technicians and trades workers	7295
Kogarah - Rockdale	2016		1370
Kogarah - Rockdale	2016	Clerical and administrative workers	10011
Kogarah - Rockdale	2016	Community and personal service workers	6678
Kogarah - Rockdale	2016	Labourers	6730
Kogarah - Rockdale	2016	Machinery operators and drivers	4046
Kogarah - Rockdale	2016	Managers	7728
Kogarah - Rockdale	2016	Professionals	15531
Kogarah - Rockdale	2016	Sales workers	6767
Kogarah - Rockdale	2016	Technicians and trades workers	7909
Canada Bay	2006		601
Canada Bay	2006	Clerical and administrative workers	5693
Canada Bay	2006	Community and personal service workers	2212
Canada Bay	2006	Labourers	1429
Canada Bay	2006	Machinery operators and drivers	907
Canada Bay	2006	Managers	5996
Canada Bay	2006	Professionals	10006
Canada Bay	2006	Sales workers	3073
Canada Bay	2006	Technicians and trades workers	3321
Canada Bay	2011		659
Canada Bay	2011	Clerical and administrative workers	6248
Canada Bay	2011	Community and personal service workers	2665
Canada Bay	2011	Labourers	1500
Canada Bay	2011	Machinery operators and drivers	852
Canada Bay	2011	Managers	7045
Canada Bay	2011	Professionals	12112
Canada Bay	2011	Sales workers	3345
Canada Bay	2011	Technicians and trades workers	3469
Canada Bay	2016		803
Canada Bay	2016	Clerical and administrative workers	6436
Canada Bay	2016	Community and personal service workers	3182
Canada Bay	2016	Labourers	1756
Canada Bay	2016	Machinery operators and drivers	1004
Canada Bay	2016	Managers	8104
Canada Bay	2016	Professionals	14319
Canada Bay	2016	Sales workers	3904
Canada Bay	2016	Technicians and trades workers	3734
Leichhardt	2006		429
Leichhardt	2006	Clerical and administrative workers	3834
Leichhardt	2006	Community and personal service workers	1764
Leichhardt	2006	Labourers	871
Leichhardt	2006	Machinery operators and drivers	512
Leichhardt	2006	Managers	5649
Leichhardt	2006	Professionals	11322
Leichhardt	2006	Sales workers	1980
Leichhardt	2006	Technicians and trades workers	2050
Leichhardt	2011		423
Leichhardt	2011	Clerical and administrative workers	3799
Leichhardt	2011	Community and personal service workers	1971
Leichhardt	2011	Labourers	766
Leichhardt	2011	Machinery operators and drivers	452
Leichhardt	2011	Managers	6272
Leichhardt	2011	Professionals	12337
Leichhardt	2011	Sales workers	1993
Leichhardt	2011	Technicians and trades workers	1995
Leichhardt	2016		491
Leichhardt	2016	Clerical and administrative workers	3618
Leichhardt	2016	Community and personal service workers	2094
Leichhardt	2016	Labourers	776
Leichhardt	2016	Machinery operators and drivers	432
Leichhardt	2016	Managers	6588
Leichhardt	2016	Professionals	12575
Leichhardt	2016	Sales workers	2029
Leichhardt	2016	Technicians and trades workers	1956
Strathfield - Burwood - Ashfield	2006		1465
Strathfield - Burwood - Ashfield	2006	Clerical and administrative workers	10087
Strathfield - Burwood - Ashfield	2006	Community and personal service workers	4614
Strathfield - Burwood - Ashfield	2006	Labourers	4699
Strathfield - Burwood - Ashfield	2006	Machinery operators and drivers	2561
Strathfield - Burwood - Ashfield	2006	Managers	7329
Strathfield - Burwood - Ashfield	2006	Professionals	17713
Strathfield - Burwood - Ashfield	2006	Sales workers	5915
Strathfield - Burwood - Ashfield	2006	Technicians and trades workers	6446
Strathfield - Burwood - Ashfield	2011		1415
Strathfield - Burwood - Ashfield	2011	Clerical and administrative workers	10421
Strathfield - Burwood - Ashfield	2011	Community and personal service workers	5831
Strathfield - Burwood - Ashfield	2011	Labourers	4834
Strathfield - Burwood - Ashfield	2011	Machinery operators and drivers	2472
Strathfield - Burwood - Ashfield	2011	Managers	8176
Strathfield - Burwood - Ashfield	2011	Professionals	20912
Strathfield - Burwood - Ashfield	2011	Sales workers	5942
Strathfield - Burwood - Ashfield	2011	Technicians and trades workers	7171
Strathfield - Burwood - Ashfield	2016		1576
Strathfield - Burwood - Ashfield	2016	Clerical and administrative workers	10568
Strathfield - Burwood - Ashfield	2016	Community and personal service workers	7152
Strathfield - Burwood - Ashfield	2016	Labourers	5888
Strathfield - Burwood - Ashfield	2016	Machinery operators and drivers	2730
Strathfield - Burwood - Ashfield	2016	Managers	9361
Strathfield - Burwood - Ashfield	2016	Professionals	24397
Strathfield - Burwood - Ashfield	2016	Sales workers	6887
Strathfield - Burwood - Ashfield	2016	Technicians and trades workers	7763
Chatswood - Lane Cove	2006		917
Chatswood - Lane Cove	2006	Clerical and administrative workers	7222
Chatswood - Lane Cove	2006	Community and personal service workers	2959
Chatswood - Lane Cove	2006	Labourers	1626
Chatswood - Lane Cove	2006	Machinery operators and drivers	764
Chatswood - Lane Cove	2006	Managers	9089
Chatswood - Lane Cove	2006	Professionals	18501
Chatswood - Lane Cove	2006	Sales workers	3976
Chatswood - Lane Cove	2006	Technicians and trades workers	3291
Chatswood - Lane Cove	2011		950
Chatswood - Lane Cove	2011	Clerical and administrative workers	7315
Chatswood - Lane Cove	2011	Community and personal service workers	3472
Chatswood - Lane Cove	2011	Labourers	1532
Chatswood - Lane Cove	2011	Machinery operators and drivers	729
Chatswood - Lane Cove	2011	Managers	9441
Chatswood - Lane Cove	2011	Professionals	20809
Chatswood - Lane Cove	2011	Sales workers	3745
Chatswood - Lane Cove	2011	Technicians and trades workers	3431
Chatswood - Lane Cove	2016		1034
Chatswood - Lane Cove	2016	Clerical and administrative workers	7096
Chatswood - Lane Cove	2016	Community and personal service workers	4106
Chatswood - Lane Cove	2016	Labourers	1870
Chatswood - Lane Cove	2016	Machinery operators and drivers	806
Chatswood - Lane Cove	2016	Managers	10842
Chatswood - Lane Cove	2016	Professionals	23193
Chatswood - Lane Cove	2016	Sales workers	4474
Chatswood - Lane Cove	2016	Technicians and trades workers	3527
Hornsby	2006		502
Hornsby	2006	Clerical and administrative workers	6436
Hornsby	2006	Community and personal service workers	3024
Hornsby	2006	Labourers	2399
Hornsby	2006	Machinery operators and drivers	1103
Hornsby	2006	Managers	5220
Hornsby	2006	Professionals	11252
Hornsby	2006	Sales workers	3381
Hornsby	2006	Technicians and trades workers	4327
Hornsby	2011		612
Hornsby	2011	Clerical and administrative workers	6278
Hornsby	2011	Community and personal service workers	3407
Hornsby	2011	Labourers	2266
Hornsby	2011	Machinery operators and drivers	1082
Hornsby	2011	Managers	5334
Hornsby	2011	Professionals	12439
Hornsby	2011	Sales workers	3209
Hornsby	2011	Technicians and trades workers	4361
Hornsby	2016		571
Hornsby	2016	Clerical and administrative workers	5880
Hornsby	2016	Community and personal service workers	3937
Hornsby	2016	Labourers	2422
Hornsby	2016	Machinery operators and drivers	1098
Hornsby	2016	Managers	5628
Hornsby	2016	Professionals	13555
Hornsby	2016	Sales workers	3255
Hornsby	2016	Technicians and trades workers	4310
Ku-ring-gai	2006		879
Ku-ring-gai	2006	Clerical and administrative workers	7130
Ku-ring-gai	2006	Community and personal service workers	2793
Ku-ring-gai	2006	Labourers	1364
Ku-ring-gai	2006	Machinery operators and drivers	456
Ku-ring-gai	2006	Managers	9857
Ku-ring-gai	2006	Professionals	18120
Ku-ring-gai	2006	Sales workers	4133
Ku-ring-gai	2006	Technicians and trades workers	2572
Ku-ring-gai	2011		890
Ku-ring-gai	2011	Clerical and administrative workers	7322
Ku-ring-gai	2011	Community and personal service workers	3488
Ku-ring-gai	2011	Labourers	1342
Ku-ring-gai	2011	Machinery operators and drivers	502
Ku-ring-gai	2011	Managers	10508
Ku-ring-gai	2011	Professionals	19632
Ku-ring-gai	2011	Sales workers	4094
Ku-ring-gai	2011	Technicians and trades workers	2650
Ku-ring-gai	2016		983
Ku-ring-gai	2016	Clerical and administrative workers	7341
Ku-ring-gai	2016	Community and personal service workers	3979
Ku-ring-gai	2016	Labourers	1542
Ku-ring-gai	2016	Machinery operators and drivers	640
Ku-ring-gai	2016	Managers	11610
Ku-ring-gai	2016	Professionals	21661
Ku-ring-gai	2016	Sales workers	4499
Ku-ring-gai	2016	Technicians and trades workers	2823
North Sydney - Mosman	2006		900
North Sydney - Mosman	2006	Clerical and administrative workers	6852
North Sydney - Mosman	2006	Community and personal service workers	2852
North Sydney - Mosman	2006	Labourers	979
North Sydney - Mosman	2006	Machinery operators and drivers	404
North Sydney - Mosman	2006	Managers	9993
North Sydney - Mosman	2006	Professionals	19584
North Sydney - Mosman	2006	Sales workers	3545
North Sydney - Mosman	2006	Technicians and trades workers	2527
North Sydney - Mosman	2011		974
North Sydney - Mosman	2011	Clerical and administrative workers	7019
North Sydney - Mosman	2011	Community and personal service workers	3130
North Sydney - Mosman	2011	Labourers	941
North Sydney - Mosman	2011	Machinery operators and drivers	410
North Sydney - Mosman	2011	Managers	10430
North Sydney - Mosman	2011	Professionals	21344
North Sydney - Mosman	2011	Sales workers	3406
North Sydney - Mosman	2011	Technicians and trades workers	2642
North Sydney - Mosman	2016		964
North Sydney - Mosman	2016	Clerical and administrative workers	6622
North Sydney - Mosman	2016	Community and personal service workers	3351
North Sydney - Mosman	2016	Labourers	1068
North Sydney - Mosman	2016	Machinery operators and drivers	455
North Sydney - Mosman	2016	Managers	11720
North Sydney - Mosman	2016	Professionals	22572
North Sydney - Mosman	2016	Sales workers	3661
North Sydney - Mosman	2016	Technicians and trades workers	2636
Manly	2006		308
Manly	2006	Clerical and administrative workers	2580
Manly	2006	Community and personal service workers	1522
Manly	2006	Labourers	650
Manly	2006	Machinery operators and drivers	338
Manly	2006	Managers	3706
Manly	2006	Professionals	6543
Manly	2006	Sales workers	1579
Manly	2006	Technicians and trades workers	1553
Manly	2011		376
Manly	2011	Clerical and administrative workers	2665
Manly	2011	Community and personal service workers	1615
Manly	2011	Labourers	623
Manly	2011	Machinery operators and drivers	313
Manly	2011	Managers	4230
Manly	2011	Professionals	7721
Manly	2011	Sales workers	1625
Manly	2011	Technicians and trades workers	1501
Manly	2016		400
Manly	2016	Clerical and administrative workers	2529
Manly	2016	Community and personal service workers	1760
Manly	2016	Labourers	631
Manly	2016	Machinery operators and drivers	308
Manly	2016	Managers	5019
Manly	2016	Professionals	8273
Manly	2016	Sales workers	1779
Manly	2016	Technicians and trades workers	1494
Pittwater	2006		478
Pittwater	2006	Clerical and administrative workers	4025
Pittwater	2006	Community and personal service workers	2180
Pittwater	2006	Labourers	1501
Pittwater	2006	Machinery operators and drivers	702
Pittwater	2006	Managers	4902
Pittwater	2006	Professionals	7048
Pittwater	2006	Sales workers	2757
Pittwater	2006	Technicians and trades workers	3691
Pittwater	2011		502
Pittwater	2011	Clerical and administrative workers	4284
Pittwater	2011	Community and personal service workers	2592
Pittwater	2011	Labourers	1454
Pittwater	2011	Machinery operators and drivers	759
Pittwater	2011	Managers	5053
Pittwater	2011	Professionals	7563
Pittwater	2011	Sales workers	2730
Pittwater	2011	Technicians and trades workers	3748
Pittwater	2016		542
Pittwater	2016	Clerical and administrative workers	4169
Pittwater	2016	Community and personal service workers	2867
Pittwater	2016	Labourers	1469
Pittwater	2016	Machinery operators and drivers	788
Pittwater	2016	Managers	5628
Pittwater	2016	Professionals	8043
Pittwater	2016	Sales workers	2841
Pittwater	2016	Technicians and trades workers	3849
