SA3_NAME16	Year	Occupation	workers
Great Lakes	2011	Machinery operators and drivers	614
Great Lakes	2011	Managers	1252
Great Lakes	2011	Professionals	1450
Great Lakes	2011	Sales workers	1199
Great Lakes	2011	Technicians and trades workers	1426
Great Lakes	2016		201
Great Lakes	2016	Clerical and administrative workers	1107
Great Lakes	2016	Community and personal service workers	1289
Great Lakes	2016	Labourers	1296
Great Lakes	2016	Machinery operators and drivers	599
Great Lakes	2016	Managers	1216
Great Lakes	2016	Professionals	1565
Great Lakes	2016	Sales workers	1253
Great Lakes	2016	Technicians and trades workers	1578
Kempsey - Nambucca	2006		258
Kempsey - Nambucca	2006	Clerical and administrative workers	1687
Kempsey - Nambucca	2006	Community and personal service workers	1731
Kempsey - Nambucca	2006	Labourers	2069
Kempsey - Nambucca	2006	Machinery operators and drivers	987
Kempsey - Nambucca	2006	Managers	2078
Kempsey - Nambucca	2006	Professionals	2016
Kempsey - Nambucca	2006	Sales workers	1473
Kempsey - Nambucca	2006	Technicians and trades workers	2168
Kempsey - Nambucca	2011		267
Kempsey - Nambucca	2011	Clerical and administrative workers	1818
Kempsey - Nambucca	2011	Community and personal service workers	2119
Kempsey - Nambucca	2011	Labourers	2098
Kempsey - Nambucca	2011	Machinery operators and drivers	1091
Kempsey - Nambucca	2011	Managers	1968
Kempsey - Nambucca	2011	Professionals	2243
Kempsey - Nambucca	2011	Sales workers	1583
Kempsey - Nambucca	2011	Technicians and trades workers	2209
Kempsey - Nambucca	2016		339
Kempsey - Nambucca	2016	Clerical and administrative workers	1717
Kempsey - Nambucca	2016	Community and personal service workers	2299
Kempsey - Nambucca	2016	Labourers	2275
Kempsey - Nambucca	2016	Machinery operators and drivers	1092
Kempsey - Nambucca	2016	Managers	1870
Kempsey - Nambucca	2016	Professionals	2364
Kempsey - Nambucca	2016	Sales workers	1511
Kempsey - Nambucca	2016	Technicians and trades workers	2235
Lord Howe Island	2006		5
Lord Howe Island	2006	Clerical and administrative workers	12
Lord Howe Island	2006	Community and personal service workers	25
Lord Howe Island	2006	Labourers	48
Lord Howe Island	2006	Machinery operators and drivers	0
Lord Howe Island	2006	Managers	51
Lord Howe Island	2006	Professionals	30
Lord Howe Island	2006	Sales workers	12
Lord Howe Island	2006	Technicians and trades workers	37
Lord Howe Island	2011		3
Lord Howe Island	2011	Clerical and administrative workers	23
Lord Howe Island	2011	Community and personal service workers	31
Lord Howe Island	2011	Labourers	49
Lord Howe Island	2011	Machinery operators and drivers	3
Lord Howe Island	2011	Managers	48
Lord Howe Island	2011	Professionals	17
Lord Howe Island	2011	Sales workers	10
Lord Howe Island	2011	Technicians and trades workers	32
Lord Howe Island	2016		13
Lord Howe Island	2016	Clerical and administrative workers	21
Lord Howe Island	2016	Community and personal service workers	25
Lord Howe Island	2016	Labourers	42
Lord Howe Island	2016	Machinery operators and drivers	8
Lord Howe Island	2016	Managers	56
Lord Howe Island	2016	Professionals	19
Lord Howe Island	2016	Sales workers	16
Lord Howe Island	2016	Technicians and trades workers	35
Port Macquarie	2006		374
Port Macquarie	2006	Clerical and administrative workers	3592
Port Macquarie	2006	Community and personal service workers	2555
Port Macquarie	2006	Labourers	2845
Port Macquarie	2006	Machinery operators and drivers	1327
Port Macquarie	2006	Managers	3218
Port Macquarie	2006	Professionals	4222
Port Macquarie	2006	Sales workers	3066
Port Macquarie	2006	Technicians and trades workers	3906
Port Macquarie	2011		388
Port Macquarie	2011	Clerical and administrative workers	4027
Port Macquarie	2011	Community and personal service workers	3245
Port Macquarie	2011	Labourers	2780
Port Macquarie	2011	Machinery operators and drivers	1482
Port Macquarie	2011	Managers	3308
Port Macquarie	2011	Professionals	5092
Port Macquarie	2011	Sales workers	3204
Port Macquarie	2011	Technicians and trades workers	4100
Port Macquarie	2016		444
Port Macquarie	2016	Clerical and administrative workers	3913
Port Macquarie	2016	Community and personal service workers	3819
Port Macquarie	2016	Labourers	3080
Port Macquarie	2016	Machinery operators and drivers	1618
Port Macquarie	2016	Managers	3343
Port Macquarie	2016	Professionals	5824
Port Macquarie	2016	Sales workers	3236
Port Macquarie	2016	Technicians and trades workers	4378
Taree - Gloucester	2006		274
Taree - Gloucester	2006	Clerical and administrative workers	2129
Taree - Gloucester	2006	Community and personal service workers	1729
Taree - Gloucester	2006	Labourers	2676
Taree - Gloucester	2006	Machinery operators and drivers	1270
Taree - Gloucester	2006	Managers	2538
Taree - Gloucester	2006	Professionals	2569
Taree - Gloucester	2006	Sales workers	1903
Taree - Gloucester	2006	Technicians and trades workers	2767
Taree - Gloucester	2011		247
Taree - Gloucester	2011	Clerical and administrative workers	2108
Taree - Gloucester	2011	Community and personal service workers	2109
Taree - Gloucester	2011	Labourers	2518
Taree - Gloucester	2011	Machinery operators and drivers	1313
Taree - Gloucester	2011	Managers	2291
Taree - Gloucester	2011	Professionals	2962
Taree - Gloucester	2011	Sales workers	2040
Taree - Gloucester	2011	Technicians and trades workers	2760
Taree - Gloucester	2016		294
Taree - Gloucester	2016	Clerical and administrative workers	2029
Taree - Gloucester	2016	Community and personal service workers	2320
Taree - Gloucester	2016	Labourers	2529
Taree - Gloucester	2016	Machinery operators and drivers	1288
Taree - Gloucester	2016	Managers	2271
Taree - Gloucester	2016	Professionals	3070
Taree - Gloucester	2016	Sales workers	2116
Taree - Gloucester	2016	Technicians and trades workers	2569
Albury	2006		399
Albury	2006	Clerical and administrative workers	3474
Albury	2006	Community and personal service workers	2251
Albury	2006	Labourers	3047
Albury	2006	Machinery operators and drivers	2117
Albury	2006	Managers	3655
Albury	2006	Professionals	4318
Albury	2006	Sales workers	2814
Albury	2006	Technicians and trades workers	3963
Albury	2011		439
Albury	2011	Clerical and administrative workers	3633
Albury	2011	Community and personal service workers	2768
Albury	2011	Labourers	2893
Albury	2011	Machinery operators and drivers	2066
Albury	2011	Managers	3555
Albury	2011	Professionals	4783
Albury	2011	Sales workers	2734
Albury	2011	Technicians and trades workers	4023
Albury	2016		401
Albury	2016	Clerical and administrative workers	3524
Albury	2016	Community and personal service workers	3253
Albury	2016	Labourers	2866
Albury	2016	Machinery operators and drivers	1879
Albury	2016	Managers	3554
Albury	2016	Professionals	5113
Albury	2016	Sales workers	2840
Albury	2016	Technicians and trades workers	4002
Lower Murray	2006		146
Lower Murray	2006	Clerical and administrative workers	541
Lower Murray	2006	Community and personal service workers	478
Lower Murray	2006	Labourers	998
Lower Murray	2006	Machinery operators and drivers	463
Lower Murray	2006	Managers	1490
Lower Murray	2006	Professionals	619
Lower Murray	2006	Sales workers	382
Lower Murray	2006	Technicians and trades workers	764
Lower Murray	2011		106
Lower Murray	2011	Clerical and administrative workers	573
Lower Murray	2011	Community and personal service workers	475
Lower Murray	2011	Labourers	840
Lower Murray	2011	Machinery operators and drivers	478
Lower Murray	2011	Managers	1326
Lower Murray	2011	Professionals	623
Lower Murray	2011	Sales workers	371
Lower Murray	2011	Technicians and trades workers	703
Lower Murray	2016		115
Lower Murray	2016	Clerical and administrative workers	551
Lower Murray	2016	Community and personal service workers	502
Lower Murray	2016	Labourers	822
Lower Murray	2016	Machinery operators and drivers	468
Lower Murray	2016	Managers	1189
Lower Murray	2016	Professionals	600
Lower Murray	2016	Sales workers	383
Lower Murray	2016	Technicians and trades workers	673
Upper Murray exc. Albury	2006		311
Upper Murray exc. Albury	2006	Clerical and administrative workers	1811
Upper Murray exc. Albury	2006	Community and personal service workers	1469
Upper Murray exc. Albury	2006	Labourers	2821
Upper Murray exc. Albury	2006	Machinery operators and drivers	1351
Upper Murray exc. Albury	2006	Managers	4335
Upper Murray exc. Albury	2006	Professionals	1966
Upper Murray exc. Albury	2006	Sales workers	1419
Upper Murray exc. Albury	2006	Technicians and trades workers	2462
Upper Murray exc. Albury	2011		296
Upper Murray exc. Albury	2011	Clerical and administrative workers	1795
Upper Murray exc. Albury	2011	Community and personal service workers	1694
Upper Murray exc. Albury	2011	Labourers	2477
Upper Murray exc. Albury	2011	Machinery operators and drivers	1382
Upper Murray exc. Albury	2011	Managers	3865
Upper Murray exc. Albury	2011	Professionals	2110
Upper Murray exc. Albury	2011	Sales workers	1461
Upper Murray exc. Albury	2011	Technicians and trades workers	2421
Upper Murray exc. Albury	2016		296
Upper Murray exc. Albury	2016	Clerical and administrative workers	1818
Upper Murray exc. Albury	2016	Community and personal service workers	1776
Upper Murray exc. Albury	2016	Labourers	2586
Upper Murray exc. Albury	2016	Machinery operators and drivers	1309
Upper Murray exc. Albury	2016	Managers	3558
Upper Murray exc. Albury	2016	Professionals	2236
Upper Murray exc. Albury	2016	Sales workers	1471
Upper Murray exc. Albury	2016	Technicians and trades workers	2327
Armidale	2006		230
Armidale	2006	Clerical and administrative workers	1850
Armidale	2006	Community and personal service workers	1387
Armidale	2006	Labourers	1764
Armidale	2006	Machinery operators and drivers	608
Armidale	2006	Managers	2891
Armidale	2006	Professionals	3046
Armidale	2006	Sales workers	1368
Armidale	2006	Technicians and trades workers	1900
Armidale	2011		233
Armidale	2011	Clerical and administrative workers	2012
Armidale	2011	Community and personal service workers	1595
Armidale	2011	Labourers	1794
Armidale	2011	Machinery operators and drivers	676
Armidale	2011	Managers	2872
Armidale	2011	Professionals	3291
Armidale	2011	Sales workers	1482
Armidale	2011	Technicians and trades workers	1949
Armidale	2016		203
Armidale	2016	Clerical and administrative workers	1937
Armidale	2016	Community and personal service workers	1722
Armidale	2016	Labourers	1935
Armidale	2016	Machinery operators and drivers	671
Armidale	2016	Managers	2713
Armidale	2016	Professionals	3416
Armidale	2016	Sales workers	1451
Armidale	2016	Technicians and trades workers	1845
Inverell - Tenterfield	2006		284
Inverell - Tenterfield	2006	Clerical and administrative workers	1412
Inverell - Tenterfield	2006	Community and personal service workers	1376
Inverell - Tenterfield	2006	Labourers	2201
Inverell - Tenterfield	2006	Machinery operators and drivers	928
Inverell - Tenterfield	2006	Managers	3563
Inverell - Tenterfield	2006	Professionals	1720
Inverell - Tenterfield	2006	Sales workers	1198
Inverell - Tenterfield	2006	Technicians and trades workers	1772
Inverell - Tenterfield	2011		265
Inverell - Tenterfield	2011	Clerical and administrative workers	1438
Inverell - Tenterfield	2011	Community and personal service workers	1523
Inverell - Tenterfield	2011	Labourers	2196
Inverell - Tenterfield	2011	Machinery operators and drivers	969
Inverell - Tenterfield	2011	Managers	3239
Inverell - Tenterfield	2011	Professionals	1845
Inverell - Tenterfield	2011	Sales workers	1347
Inverell - Tenterfield	2011	Technicians and trades workers	1838
Inverell - Tenterfield	2016		323
Inverell - Tenterfield	2016	Clerical and administrative workers	1403
Inverell - Tenterfield	2016	Community and personal service workers	1589
Inverell - Tenterfield	2016	Labourers	2236
Inverell - Tenterfield	2016	Machinery operators and drivers	935
Inverell - Tenterfield	2016	Managers	3003
Inverell - Tenterfield	2016	Professionals	1834
Inverell - Tenterfield	2016	Sales workers	1265
Inverell - Tenterfield	2016	Technicians and trades workers	1755
Moree - Narrabri	2006		210
Moree - Narrabri	2006	Clerical and administrative workers	1384
Moree - Narrabri	2006	Community and personal service workers	860
Moree - Narrabri	2006	Labourers	1610
Moree - Narrabri	2006	Machinery operators and drivers	1071
Moree - Narrabri	2006	Managers	2824
Moree - Narrabri	2006	Professionals	1402
Moree - Narrabri	2006	Sales workers	924
Moree - Narrabri	2006	Technicians and trades workers	1449
Moree - Narrabri	2011		236
Moree - Narrabri	2011	Clerical and administrative workers	1365
Moree - Narrabri	2011	Community and personal service workers	915
Moree - Narrabri	2011	Labourers	1408
Moree - Narrabri	2011	Machinery operators and drivers	1229
Moree - Narrabri	2011	Managers	2479
Moree - Narrabri	2011	Professionals	1456
Moree - Narrabri	2011	Sales workers	927
Moree - Narrabri	2011	Technicians and trades workers	1470
Moree - Narrabri	2016		213
Moree - Narrabri	2016	Clerical and administrative workers	1251
Moree - Narrabri	2016	Community and personal service workers	1018
Moree - Narrabri	2016	Labourers	1387
Moree - Narrabri	2016	Machinery operators and drivers	1160
Moree - Narrabri	2016	Managers	2193
Moree - Narrabri	2016	Professionals	1512
Moree - Narrabri	2016	Sales workers	887
Moree - Narrabri	2016	Technicians and trades workers	1385
Tamworth - Gunnedah	2006		475
Tamworth - Gunnedah	2006	Clerical and administrative workers	3785
Tamworth - Gunnedah	2006	Community and personal service workers	2661
Tamworth - Gunnedah	2006	Labourers	4564
Tamworth - Gunnedah	2006	Machinery operators and drivers	2349
Tamworth - Gunnedah	2006	Managers	5458
Tamworth - Gunnedah	2006	Professionals	4730
Tamworth - Gunnedah	2006	Sales workers	3082
Tamworth - Gunnedah	2006	Technicians and trades workers	4344
Tamworth - Gunnedah	2011		542
Tamworth - Gunnedah	2011	Clerical and administrative workers	4124
Tamworth - Gunnedah	2011	Community and personal service workers	3204
Tamworth - Gunnedah	2011	Labourers	4650
Tamworth - Gunnedah	2011	Machinery operators and drivers	2848
Tamworth - Gunnedah	2011	Managers	5094
Tamworth - Gunnedah	2011	Professionals	5213
Tamworth - Gunnedah	2011	Sales workers	3196
Tamworth - Gunnedah	2011	Technicians and trades workers	4675
Tamworth - Gunnedah	2016		586
Tamworth - Gunnedah	2016	Clerical and administrative workers	3969
Tamworth - Gunnedah	2016	Community and personal service workers	3600
Tamworth - Gunnedah	2016	Labourers	4880
Tamworth - Gunnedah	2016	Machinery operators and drivers	3013
Tamworth - Gunnedah	2016	Managers	4978
Tamworth - Gunnedah	2016	Professionals	5651
Tamworth - Gunnedah	2016	Sales workers	3206
Tamworth - Gunnedah	2016	Technicians and trades workers	4866
Lake Macquarie - East	2006		753
Lake Macquarie - East	2006	Clerical and administrative workers	7870
Lake Macquarie - East	2006	Community and personal service workers	4450
Lake Macquarie - East	2006	Labourers	4642
Lake Macquarie - East	2006	Machinery operators and drivers	3110
Lake Macquarie - East	2006	Managers	5031
Lake Macquarie - East	2006	Professionals	9455
Lake Macquarie - East	2006	Sales workers	5674
Lake Macquarie - East	2006	Technicians and trades workers	8315
Lake Macquarie - East	2011		760
Lake Macquarie - East	2011	Clerical and administrative workers	8346
Lake Macquarie - East	2011	Community and personal service workers	5235
Lake Macquarie - East	2011	Labourers	4818
